"ITEM_ID","DATEGERMPLASMRECEIVED","MONITORINGPERIOD","THOUSANDSEEDWEIGHT","DEGREEOFPURITY","AVGSEEDPERFRUIT","ORIGINALSEEDQUANTITY","CURRENTSEEDQUANTITY","ADJUSTEDSEEDQUANTITY","METHODSEEDNUMDETERMINED","VIABILITYSUMMARY","PROCESSINGMEASUREMENTSORFACTS"
1586096,10-JUN-16,"",,,"","",431,"","","","Current quantity available as 431ea packet"
1586103,10-JUN-16,"",0.0452,,"","",450,"","","","Current quantity available as 390ea packet,60ea packet"
1586110,10-JUN-16,"",,,"","",16,"","","","Current quantity available as 16ea packet"
1586115,10-JUN-16,"",,,"","",39,"","","","Current quantity available as 39ea packet"
1586206,14-JUN-16,"",,,"","",48,"","","","Current quantity available as 48ea packet"
1586207,14-JUN-16,"",0.4408,,"","",446,"","","","Current quantity available as 446ea packet"
1586216,14-JUN-16,"",0.4968,,"","",9026,"","","","Current quantity available as 9026ea packet"
1586236,14-JUN-16,"",1.5812,100,"","",12052,"","","","Current quantity available as 19.057gm packet"
1586237,14-JUN-16,"",5.9063,100,"","",237,"","","","Current quantity available as 237ea packet"
1586246,14-JUN-16,"",0.196,,"","",613,"","","","Current quantity available as 613ea packet"
1586248,14-JUN-16,"",0.1824,,"","",15005,"","","","Current quantity available as 2.737gm packet"
1586254,14-JUN-16,"",6.1484,100,"","",1754,"","","","Current quantity available as 1754ea packet"
1586258,14-JUN-16,"",5.2444,100,"","",284,"","","","Current quantity available as 284ea packet"
1586466,17-JUN-16,"",,,"","",282,"","","","Current quantity available as 282ea packet"
1586471,17-JUN-16,"",,,"","",316,"","","","Current quantity available as 316ea packet"
1586483,17-JUN-16,"",,,"","",1176,"","","","Current quantity available as 1151ea packet,25ea packet"
1586484,17-JUN-16,"",,,"","",317,"","","","Current quantity available as 317ea packet"
1568983,08-DEC-15,"",,,"","",4,"","","","Current quantity available as 4ea packet"
1454952,19-JAN-12,"",,,"","",0,"","","","No stock available"
1411433,17-JUL-12,"",2,100,"","",56,"","","","Current quantity available as 56ea packet"
1458586,15-AUG-13,"",0.148,,"","",123,"","","","Current quantity available as 123ea packet"
1458594,15-AUG-13,"",7.86,,"","",2545,"","","","Current quantity available as 2545ea packet"
1458596,15-AUG-13,"",1.7266,,"","",1295,"","","","Current quantity available as 1273ea packet,22ea packet"
1498448,23-JUN-14,"",,,"","",25,"","","","Current quantity available as 25ea plate"
1585944,08-JUN-16,"",,,"","",2041,"","","","Current quantity available as 2006ea packet,35ea packet"
1585947,08-JUN-16,"",,,"","",4836,"","","","Current quantity available as 4801ea packet,35ea packet"
1585968,08-JUN-16,"",,,"","",961,"","","","Current quantity available as 961ea packet"
1533819,19-OCT-15,"",,,"","",,"","","","Current quantity available as 1.063gm packet"
1482361,23-JUL-14,"",3.6706,100,"","",4629,"","","","Current quantity available as 4629ea packet"
1464166,23-OCT-13,"",2.8384,,"","",2313,"","","","Current quantity available as 2313ea packet"
1581487,21-APR-16,"",,,"","",1314,"","","","Current quantity available as 1314ea packet"
1581504,21-APR-16,"",,,"","",77,"","","","Current quantity available as 77ea packet"
1581505,21-APR-16,"",,,"","",78,"","","","Current quantity available as 78ea packet"
1532604,30-SEP-15,"",1.057,100,"","",153,"","","","Current quantity available as 153ea packet"
1532606,30-SEP-15,"",0.2264,,"","",14474,"","","","Current quantity available as 3.277gm packet"
1532616,30-SEP-15,"",0.1784,100,"","",1047,"","","","Current quantity available as 1047ea packet"
1509115,05-FEB-15,"",1.5466,100,"","",98,"","","","Current quantity available as 98ea packet"
1466921,27-NOV-13,"",1.29,100,"","",1950,"","","","Current quantity available as 1950ea packet"
1516858,20-APR-15,"",,,"","",1783,"","","","Current quantity available as 1783ea packet"
1460309,04-SEP-13,"",2.5206,,"","",2175,"","","","Current quantity available as 2175ea packet"
1467305,04-DEC-13,"",27.4466,,"","",45,"","","","Current quantity available as 45ea packet"
1586033,09-JUN-16,"",5.114,100,"","",391,"","","","Current quantity available as 391ea packet"
1509110,05-FEB-15,"",10.782,100,"","",1253,"","","","Current quantity available as 13.506gm packet"
1582985,05-MAY-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1583050,05-MAY-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1583054,05-MAY-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1583087,05-MAY-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1530573,01-SEP-15,"",1.132,100,"","",49,"","","","Current quantity available as 49ea packet"
1582065,04-MAY-16,"",,,"","",1545,"","","","Current quantity available as 1470ea packet,75ea packet"
1582071,04-MAY-16,"",,,"","",814,"","","","Current quantity available as 814ea packet"
1582076,04-MAY-16,"",,,"","",971,"","","","Current quantity available as 971ea packet"
1582087,04-MAY-16,"",,,"","",226,"","","","Current quantity available as 226ea packet"
1582090,04-MAY-16,"",,,"","",996,"","","","Current quantity available as 996ea packet"
1530578,01-SEP-15,"",0.9071,100,"","",14,"","","","Current quantity available as 14ea packet"
1530579,01-SEP-15,"",1.032,100,"","",24,"","","","Current quantity available as 24ea packet"
1530586,01-SEP-15,"",,,"","",95,"","","","Current quantity available as 95ea packet"
1530588,01-SEP-15,"",,100,"","",46,"","","","Current quantity available as 46ea packet"
1456989,18-JUL-13,"",12.72,100,"","",0,"","","","Current quantity available as 0ea packet"
1530753,03-SEP-15,"",4.9144,100,"","",2589,"","","","Current quantity available as 2589ea packet"
1407583,30-AUG-11,"",1.966,,"","",6668,"","","","Current quantity available as 13.1021gm large packet,.0079gm large packet"
1409737,17-MAY-12,"",,,"","",,"","","","Current quantity available as 9 packet"
1406998,31-MAY-11,"",0.327,,"","",38226,"","","","Current quantity available as 12.5gm large packet"
1408480,07-DEC-11,"",0.605,,"","",889,"","","","Current quantity available as .538gm packet"
1409173,28-FEB-12,"",,,"","",,"","","","Current quantity available as 1.749gm packet"
1407086,31-AUG-11,"",,,"","",,"","","","Current quantity available as 1.391gm packet"
1409257,,"",,,"","",231,"","","","Current quantity available as 231ea packet"
1406491,04-MAR-11,"",0.1948,,"","",10375,"","","","Current quantity available as 2.021gm packet"
1407185,,"",,,"","",1,"","","","Current quantity available as 1ea packet"
1406545,16-MAR-11,"",,,"","",,"","","","Current quantity available as 1 packet"
1406569,16-MAR-11,"",,,"","",,"","","","Current quantity available as 0 packet"
1406614,15-MAR-11,"",1.387,,"","",3986,"","","","Current quantity available as 5.528gm large packet"
1406615,13-MAY-11,"",6.9233,,"","",2276,"","","","Current quantity available as 15.76gm large packet"
1406641,20-APR-11,"",21.5871,,"","",,"","","","Current quantity available as 1 packet"
1406685,20-APR-11,"",3.6944,,"","",16328,"","","","Current quantity available as 60.323gm packet"
1407441,19-AUG-11,"",,,"","",,"","","","Current quantity available as 2.392gm large packet"
1406759,20-APR-11,"",0.2928,,"","",179303,"","","","Current quantity available as 52.5gm large packet"
1406760,20-APR-11,"",0.0182,,"","",86538,"","","","Current quantity available as 1.575gm packet"
1408920,20-JAN-12,"",2.968,,"","",3613,"","","","Current quantity available as 10.722gm packet"
1475250,09-APR-14,"",0.4753,100,"","",3080,"","","","Current quantity available as 1.464gm packet"
1579435,30-MAR-16,"",,,"","",132,"","","","Current quantity available as 132ea packet"
1450710,21-NOV-12,"",,,"","",1,"","","","Current quantity available as 1ea plate"
1458235,08-AUG-13,"",0.5866,,"","",1300,"","","","Current quantity available as 1273ea packet,27ea packet"
1412515,01-AUG-12,"",50.18,100,"","",10,"","","","Current quantity available as 10ea packet"
1413006,02-AUG-12,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1453965,13-MAY-13,"",3.25,100,"","",58,"","","","Current quantity available as 58ea packet"
1453966,13-MAY-13,"",3.953,100,"","",140,"","","","Current quantity available as 140ea packet"
1512963,04-MAR-15,"",,,"","",152,"","","","Current quantity available as 152ea packet"
1458125,07-AUG-13,"",6.2931,,"","",58,"","","","Current quantity available as 58ea packet"
1458132,07-AUG-13,"",20.6111,100,"","",12,"","","","Current quantity available as 12ea packet"
1458227,08-AUG-13,"",3.76,,"","",1020,"","","","Current quantity available as 1020ea packet"
1516794,20-APR-15,"",,,"","",123,"","","","Current quantity available as 123ea packet"
1606759,07-MAR-17,"",2.438,100,"","",2308,"","","","Current quantity available as 2308ea packet"
1606133,24-FEB-17,"",1.2376,100,"","",811,"","","","Current quantity available as 811ea packet"
1606756,07-MAR-17,"",1.199,100,"","",128,"","","","Current quantity available as 128ea packet"
1607728,16-FEB-17,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1607982,27-MAR-17,"",1.207,100,"","",126,"","","","Current quantity available as 126ea packet"
1607984,27-MAR-17,"",,,"","",16,"","","","Current quantity available as 16ea packet"
1607994,27-MAR-17,"",,,"","",10,"","","","Current quantity available as 10ea packet"
1608016,27-MAR-17,"",0.5468,100,"","",314,"","","","Current quantity available as 314ea packet"
1607583,20-MAR-17,"",3.4226,,"","",327372,"","","","Current quantity available as 1120.464gm packet"
1610321,22-MAY-16,"",,,"","",22,"","","","Current quantity available as 22ea packet"
1610332,22-MAY-16,"",,,"","",8,"","","","Current quantity available as 8ea packet"
1610345,22-MAY-16,"",,,"","",16,"","","","Current quantity available as 16ea packet"
1610363,22-MAY-16,"",,,"","",41,"","","","Current quantity available as 41ea packet"
1610370,22-MAY-16,"",,,"","",22,"","","","Current quantity available as 22ea packet"
1607731,16-FEB-17,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1607737,16-FEB-17,"",,,"","",1,"","","","Current quantity available as 1ea plate"
1607831,21-FEB-17,"",,,"","",41,"","","","Current quantity available as 41ea plate"
1607832,21-FEB-17,"",,,"","",32,"","","","Current quantity available as 32ea plate"
1607834,21-FEB-17,"",,,"","",34,"","","","Current quantity available as 34ea plate"
1607850,16-FEB-17,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1625177,05-SEP-17,"",,100,"","",8,"","","","Current quantity available as 8ea packet"
1625224,05-SEP-17,"",2.1181,100,"","",11,"","","","Current quantity available as 11ea packet"
1625229,05-SEP-17,"",2.08,100,"","",10,"","","","Current quantity available as 10ea packet"
1626643,27-SEP-17,"",,,"","",63,"","","","Current quantity available as 63ea packet"
1626649,27-SEP-17,"",,,"","",1312,"","","","Current quantity available as 1312ea packet"
1635176,20-DEC-17,"",0.25,100,"","",336,"","","","Current quantity available as 336ea packet"
1635194,20-DEC-17,"",0.2262,100,"","",1122,"","","","Current quantity available as 1122ea packet"
1630096,01-NOV-17,"",,,"","",68,"","","","Current quantity available as 68ea packet"
1634579,12-DEC-17,"",0.194,100,"","",66,"","","","Current quantity available as 66ea packet"
1630179,01-NOV-17,"",2.035,100,"","",279,"","","","Current quantity available as 279ea packet"
1630193,01-NOV-17,"",2.167,100,"","",184,"","","","Current quantity available as 184ea packet"
1630197,01-NOV-17,"",,100,"","",101,"","","","Current quantity available as 101ea packet"
1630242,01-NOV-17,"",,100,"","",49,"","","","Current quantity available as 49ea packet"
1630249,01-NOV-17,"",,100,"","",51,"","","","Current quantity available as 51ea packet"
1637076,31-JAN-18,"",12.202,100,"","",131,"","","","Current quantity available as 131ea packet"
1637085,31-JAN-18,"",40.095,,"","",82,"","","","Current quantity available as 82ea packet"
1637097,31-JAN-18,"",26.092,,"","",199,"","","","Current quantity available as 199ea packet"
1628122,11-OCT-17,"",,100,"","",17,"","","","Current quantity available as 17ea packet"
1628135,11-OCT-17,"",1.117,100,"","",381,"","","","Current quantity available as 381ea packet"
1631343,06-APR-17,"",3.444,100,"","",1889,"","","","Current quantity available as 1889ea packet"
1642299,26-MAR-18,"",0.0588,100,"","",16440,"","","","Current quantity available as .9667gm packet"
1628258,11-OCT-17,"",0.6753,100,"","",196,"","","","Current quantity available as 196ea packet"
1628267,11-OCT-17,"",0.338,100,"","",3230,"","","","Current quantity available as 3230ea packet"
1628283,11-OCT-17,"",0.9476,100,"","",534,"","","","Current quantity available as 534ea packet"
1634582,12-DEC-17,"",1.3648,100,"","",437,"","","","Current quantity available as 437ea packet"
1640036,05-MAR-18,"",,,"","",,"","","","Current quantity available as .0007gm vial"
1641509,19-MAR-18,"",0.1376,100,"","",7736,"","","","Current quantity available as 7736ea packet"
1641565,20-MAR-18,"",6.572,100,"","",33,"","","","Current quantity available as 33ea packet"
1642555,28-MAR-18,"",,,"","",422,"","","","Current quantity available as 422ea packet"
1638391,18-JAN-18,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1586908,24-JUN-16,"",0.9436,,"","",3717,"","","","Current quantity available as 3717ea packet"
1586999,27-JUN-16,"",,,"","",259,"","","","Current quantity available as 259ea packet"
1587007,27-JUN-16,"",,,"","",393,"","","","Current quantity available as 393ea packet"
1587012,27-JUN-16,"",,,"","",1393,"","","","Current quantity available as 1393ea packet"
1587013,27-JUN-16,"",,,"","",302,"","","","Current quantity available as 302ea packet"
1588431,15-JUL-16,"",0.284,,"","",8655,"","","","Current quantity available as 8655ea packet"
1588559,18-JUL-16,"",0.1776,,"","",1783,"","","","Current quantity available as 1783ea packet"
1588562,18-JUL-16,"",0.108,,"","",1570,"","","","Current quantity available as 1570ea packet"
1586887,24-JUN-16,"",0.2056,,"","",1250,"","","","Current quantity available as 1250ea packet"
1596118,23-SEP-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1596130,23-SEP-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1589414,27-JUL-16,"",0.666,100,"","",332,"","","","Current quantity available as 332ea packet"
1589474,27-JUL-16,"",1.706,,"","",1106,"","","","Current quantity available as 1076ea packet,30ea packet"
1589483,27-JUL-16,"",0.2088,100,"","",9312,"","","","Current quantity available as 9312ea packet"
1590956,16-AUG-16,"",,,"","",1134,"","","","Current quantity available as 1134ea packet"
1587469,06-JUL-16,"",2.658,100,"","",541,"","","","Current quantity available as 541ea packet"
1588376,14-JUL-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1588330,14-JUL-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1588308,13-JUL-16,"",0.7524,,"","",1210,"","","","Current quantity available as 1210ea packet"
1501327,12-NOV-14,"",0.0017,15.41,"","",349412,"","","","Current quantity available as .594gm packet"
1497480,18-SEP-14,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1458212,08-AUG-13,"",0.8133,,"","",1253,"","","","Current quantity available as 1244ea packet,9ea packet"
1450728,22-NOV-12,"",,,"","",1,"","","","Current quantity available as 1ea plate"
1454872,22-NOV-12,"",,,"","",1,"","","","Current quantity available as 1ea plate"
