Species,Date,Day,Temp,CO2,Water,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),CiCa,Rdark (umol m-2 s-1)
C. rhomboidea,26/06/2012,93,Elv,400,Dry,455,0,0,,,,,0.042423712
C. rhomboidea,26/06/2012,93,Amb,400,Wet,546,,,,,,,1.047875556
C. rhomboidea,26/06/2012,93,Amb,400,Wet,545,,,,,,,0.568694355
C. rhomboidea,26/06/2012,93,Amb,400,Wet,544,,,,,,,0.597882414
C. rhomboidea,26/06/2012,93,Amb,640,Wet,641,,,,,,,1.214046817
C. rhomboidea,26/06/2012,93,Amb,640,Wet,647,,,,,,,0.443676659
C. rhomboidea,26/06/2012,93,Amb,640,Wet,655,,,,,,,0.551907048
C. rhomboidea,26/06/2012,93,Elv,640,Wet,343,,,,,,,0.379921248
C. rhomboidea,26/06/2012,93,Elv,640,Wet,355,,,,,,,0.583644177
C. rhomboidea,26/06/2012,93,Elv,640,Wet,356,,,,,,,1.075845746
C. rhomboidea,26/06/2012,93,Elv,400,Wet,446,,,,,,,0.773963531
C. rhomboidea,26/06/2012,93,Elv,400,Wet,454,,,,,,,0.565318871
C. rhomboidea,26/06/2012,93,Elv,400,Wet,441,,,,,,,0.382772933
C. rhomboidea,9/07/2012,106,Amb,400,Dry,542,0,0,,,,,0.270046394
C. rhomboidea,9/07/2012,106,Amb,400,Dry,543,0,0,,,,,0.241543973
C. rhomboidea,9/07/2012,106,Amb,400,Dry,549,0,0,,,,,0.084348205
C. rhomboidea,9/07/2012,106,Amb,400,Dry,541,0,0,,,,,0.149858685
C. rhomboidea,9/07/2012,106,Amb,640,Dry,660,0,0,,,,,0.04
C. rhomboidea,9/07/2012,106,Amb,640,Dry,652,0,0,,,,,0.024846232
C. rhomboidea,9/07/2012,106,Amb,640,Dry,654,0,0,,,,,0.058286684
C. rhomboidea,9/07/2012,106,Elv,640,Dry,,0,0,,,,,0
C. rhomboidea,9/07/2012,106,Elv,640,Dry,,0,0,,,,,0
C. rhomboidea,9/07/2012,106,Elv,640,Dry,,0,0,,,,,0
C. rhomboidea,9/07/2012,106,Elv,400,Dry,,0,0,,,,,0
C. rhomboidea,9/07/2012,106,Elv,400,Dry,,0,0,,,,,0
C. rhomboidea,9/07/2012,106,Elv,400,Dry,,0,0,,,,,0
C. rhomboidea,9/07/2012,106,Amb,400,Wet,546,,,,,,,1.075890368
C. rhomboidea,9/07/2012,106,Amb,400,Wet,545,,,,,,,0.970849911
C. rhomboidea,9/07/2012,106,Amb,400,Wet,560,,,,,,,0.627683801
C. rhomboidea,9/07/2012,106,Amb,640,Wet,641,,,,,,,0.958850504
C. rhomboidea,9/07/2012,106,Amb,640,Wet,647,,,,,,,0.655331864
C. rhomboidea,9/07/2012,106,Amb,640,Wet,655,,,,,,,0.964427809
C. rhomboidea,25/07/2012,122,Amb,400,Dry,548,0,0,,,,,0.082956484
C. rhomboidea,25/07/2012,122,Amb,400,Dry,555,0,0,,,,,0.135614929
C. rhomboidea,25/07/2012,122,Amb,400,Dry,542,0,0,,,,,0.107395132
C. rhomboidea,25/07/2012,122,Amb,400,Dry,558,0,0,,,,,0.042291595
C. rhomboidea,25/07/2012,122,Amb,400,Wet,546,,,,,,,0.789833152
C. rhomboidea,25/07/2012,122,Amb,400,Wet,544,,,,,,,0.847776813
C. rhomboidea,8/08/2012,136,Amb,400,Dry,558,0,0,,,,,0.02
C. rhomboidea,8/08/2012,136,Amb,400,Dry,542,0,0,,,,,0.080715816
C. rhomboidea,8/08/2012,136,Amb,400,Dry,548,0,0,,,,,0.039700015
C. rhomboidea,8/08/2012,136,Amb,400,Dry,555,0,0,,,,,0.043709724
C. rhomboidea,8/08/2012,136,Amb,400,Wet,546,,,,,,,0.815900138
C. rhomboidea,8/08/2012,136,Amb,400,Wet,545,,,,,,,1.063297351
C. rhomboidea,8/08/2012,136,Amb,400,Wet,544,,,,,,,1.165168274
P. radiata,26/03/2012,1,Amb,400,Dry,526,,0.24598063,244.0416501,4.17969675,1.770356186,0.621685227,0.674654135
P. radiata,26/03/2012,1,Amb,400,Dry,537,17.24898524,0.207138205,246.2946271,3.833612048,1.908513938,0.624682059,0.765817134
P. radiata,26/03/2012,1,Amb,400,Dry,536,18.74468289,0.190230339,222.6898013,3.108094459,1.681464945,0.565181511,0.583491137
P. radiata,26/03/2012,1,Amb,400,Dry,539,18.98540965,0.203094292,226.9329368,4.278077462,2.168601953,0.577846394,
P. radiata,26/03/2012,1,Amb,640,Dry,625,30.09046673,0.263730596,426.2658981,3.842061996,1.519993147,,1.086603556
P. radiata,26/03/2012,1,Amb,640,Dry,638,,,375.0810363,2.077598044,1.648874512,,0.33838295
P. radiata,26/03/2012,1,Amb,640,Dry,632,27.41742124,0.214776845,404.5976545,3.634753781,1.746992658,,0.689912778
P. radiata,26/03/2012,1,Amb,640,Dry,635,27.68810513,0.201277737,388.820635,3.332512413,1.702583893,,
P. radiata,26/03/2012,1,Elv,640,Dry,336,20.46863382,0.147964979,385.6402517,3.55680544,2.433576402,,1.46353033
P. radiata,26/03/2012,1,Elv,640,Dry,334,20.75267151,0.136537573,362.3750739,3.778647521,2.789113732,,1.015380473
P. radiata,26/03/2012,1,Elv,640,Dry,313,,,435.6224766,7.926367622,2.248574135,,
P. radiata,26/03/2012,1,Elv,640,Dry,324,21.06126561,0.132389988,351.3087711,3.567494964,2.710200767,,
P. radiata,26/03/2012,1,Elv,640,Dry,326,27.94408741,0.206249742,386.071903,4.865465978,2.413262661,,1.420932605
P. radiata,26/03/2012,1,Elv,400,Dry,421,16.24069937,0.195447572,247.1597226,3.930286295,2.055900743,,1.32972354
P. radiata,26/03/2012,1,Elv,400,Dry,436,15.78150747,0.204641894,252.7140775,5.323252917,2.655486927,,1.216926249
P. radiata,26/03/2012,1,Elv,400,Dry,424,,,245.4803396,3.670148474,2.238855568,,
P. radiata,26/03/2012,1,Elv,400,Dry,428,16.64763852,0.222781796,257.7830239,4.902103507,2.247795169,,1.425300063
P. radiata,26/03/2012,1,Amb,400,Wet,528,,,233.6686487,2.728905404,1.660392259,0.592920135,0.34890833
P. radiata,26/03/2012,1,Amb,400,Wet,524,,,210.7136379,2.813166172,2.048679174,0.533492733,0.818843217
P. radiata,26/03/2012,1,Amb,400,Wet,538,16.21659179,0.221137193,263.5071291,3.909419319,1.828903575,0.66687905,0.583871985
P. radiata,26/03/2012,1,Amb,400,Wet,529,18.24947039,0.245124016,258.1878425,4.681618556,1.984292899,0.657166614,
P. radiata,26/03/2012,1,Amb,640,Wet,640,29.17648549,0.205752193,380.8410874,3.548947078,1.779175649,,0.989539326
P. radiata,26/03/2012,1,Amb,640,Wet,629,29.63003443,0.238680745,406.41215,4.675627535,2.025783828,,0.602206874
P. radiata,26/03/2012,1,Amb,640,Wet,626,30.74340868,0.214058456,374.0253002,4.341737713,2.086570607,,0.71177216
P. radiata,26/03/2012,1,Amb,640,Wet,627,24.4033134,0.157516411,360.7478699,3.28836159,2.124454631,,
P. radiata,26/03/2012,1,Elv,640,Wet,332,,,426.3593644,3.549648255,2.440413709,,0.946054784
P. radiata,26/03/2012,1,Elv,640,Wet,333,22.15235668,0.160749452,385.6664094,4.038278778,2.548355985,,1.442473442
P. radiata,26/03/2012,1,Elv,640,Wet,323,,,383.753266,3.307400244,2.485674341,,
P. radiata,26/03/2012,1,Elv,640,Wet,322,24.66463176,0.150097587,342.068645,3.963220523,2.665365247,,1.512100466
P. radiata,26/03/2012,1,Elv,400,Wet,430,,,221.4016541,3.266429351,2.63235303,,
P. radiata,26/03/2012,1,Elv,400,Wet,429,17.82821945,0.213291513,241.9114217,5.291081282,2.541670778,,1.770236361
P. radiata,26/03/2012,1,Elv,400,Wet,427,17.44631359,0.193389954,231.8514671,4.91641652,2.59453881,,0.936720475
P. radiata,26/03/2012,1,Elv,400,Wet,438,14.27182314,0.167396805,245.29146,3.18138374,1.925177222,,1.539220748
P. radiata,3/04/2012,9,Amb,400,Dry,526,,,261.7486702,6.890147148,1.91545322,,1.195561987
P. radiata,3/04/2012,9,Amb,400,Dry,536,14.64846681,0.143932373,217.8890292,2.894822425,2.03836453,,0.805849686
P. radiata,3/04/2012,9,Amb,400,Dry,537,20.37864828,,260.2419752,4.833647536,1.814118074,,0.834676004
P. radiata,3/04/2012,9,Amb,400,Dry,539,19.20978518,0.208282731,230.3136494,4.464270395,2.19708956,,
P. radiata,3/04/2012,9,Amb,640,Dry,638,23.44800216,0.146381975,352.8532752,3.044196,2.107734772,,1.114263745
P. radiata,3/04/2012,9,Amb,640,Dry,625,34.52152532,0.275312865,403.0139703,5.05931476,1.905903663,,1.186931453
P. radiata,3/04/2012,9,Amb,640,Dry,632,28.07026587,0.217606654,400.9452207,4.05288687,1.907426337,,1.410565359
P. radiata,3/04/2012,9,Amb,640,Dry,625,25.92869729,0.17953275,375.6404553,3.568522143,2.019241372,,
P. radiata,3/04/2012,9,Elv,640,Dry,336,21.09731226,0.164545456,404.1078771,3.501350871,2.146455451,,1.146669939
P. radiata,3/04/2012,9,Elv,640,Dry,334,19.13492201,0.134346447,379.3305329,3.235157238,2.414797628,,1.283786125
P. radiata,3/04/2012,9,Elv,640,Dry,324,28.58657578,0.236463709,406.7989329,5.912792039,2.556743439,,
P. radiata,3/04/2012,9,Elv,640,Dry,326,28.33685552,0.216206342,388.8696234,6.170064649,2.906442314,,1.11869144
P. radiata,3/04/2012,9,Elv,400,Dry,421,13.15533307,0.12545576,209.6560817,3.65006967,2.905422417,,1.06274725
P. radiata,3/04/2012,9,Elv,400,Dry,436,14.43867026,0.162559703,233.8464739,4.639417782,2.872464415,,1.325245772
P. radiata,3/04/2012,9,Elv,400,Dry,419,20.79515285,0.230277893,222.1210722,6.521038975,2.8988456,,
P. radiata,3/04/2012,9,Elv,400,Dry,424,14.60473701,0.150316601,220.4052223,4.15639294,2.81184074,,1.203784431
P. radiata,3/04/2012,9,Elv,400,Dry,428,14.47078368,0.167595225,239.0749231,4.51495933,2.724626288,,
P. radiata,3/04/2012,9,Amb,400,Wet,528,16.70172227,0.146540428,195.8853621,3.267930908,2.261247666,,1.124288629
P. radiata,3/04/2012,9,Amb,400,Wet,524,,0.157132451,249.6622337,3.232304982,2.087660471,,0.705387693
P. radiata,3/04/2012,9,Amb,400,Wet,538,,0.169712607,254.541515,3.402951321,2.040956009,,0.513914105
P. radiata,3/04/2012,9,Amb,400,Wet,529,17.40730688,0.230679565,256.7149278,4.895294632,2.183200975,,
P. radiata,3/04/2012,9,Amb,640,Wet,640,37.18230326,0.319309419,413.5405967,6.504092821,2.139574882,,1.759487847
P. radiata,3/04/2012,9,Amb,640,Wet,629,29.67678604,0.31619386,458.9946905,4.505007409,1.493243752,,0.938078557
P. radiata,3/04/2012,9,Amb,640,Wet,626,28.12067598,0.247573989,427.9255098,3.643969397,1.518757062,,
P. radiata,3/04/2012,9,Amb,640,Wet,627,24.4181449,0.181415799,395.5403576,2.920463932,1.639368394,,
P. radiata,3/04/2012,9,Elv,640,Wet,332,,,406.0982899,2.949734773,2.482951039,,0.712664245
P. radiata,3/04/2012,9,Elv,640,Wet,333,25.81916428,0.238755577,428.8928499,5.801201182,2.487200766,,0.987101657
P. radiata,3/04/2012,9,Elv,640,Wet,323,,,387.0554978,3.840615642,2.904356961,,
P. radiata,3/04/2012,9,Elv,640,Wet,322,22.17818412,0.18593181,412.7285846,4.871923574,2.657496646,,1.21629495
P. radiata,3/04/2012,9,Elv,400,Wet,430,16.77230501,0.187909839,232.2841684,5.242126932,2.824608877,,1.066637075
P. radiata,3/04/2012,9,Elv,400,Wet,429,17.78963314,0.224787742,249.4616984,5.484376765,2.493732908,,1.228767303
P. radiata,3/04/2012,9,Elv,400,Wet,427,16.22462288,0.158436592,210.1663062,5.058781439,3.214242844,,1.126800569
P. radiata,3/04/2012,9,Elv,400,Wet,438,12.90914832,0.126452001,213.2687581,3.994106046,3.161536303,,
P. radiata,10/04/2012,16,Amb,400,Dry,526,,,244.0093581,5.628547228,2.081729481,,0.47407192
P. radiata,10/04/2012,16,Amb,400,Dry,536,14.74036407,0.138475569,207.9822885,3.501819586,2.589898468,,1.071673313
P. radiata,10/04/2012,16,Amb,400,Dry,537,18.89539881,0.237977827,247.9777439,5.674775223,2.488522681,,0.622568208
P. radiata,10/04/2012,16,Amb,400,Dry,539,19.87282968,0.21788589,229.807171,5.165536762,2.466939371,,
P. radiata,10/04/2012,16,Amb,640,Dry,638,25.83125893,0.176723805,371.3259624,3.855295968,2.249053741,,0.527958831
P. radiata,10/04/2012,16,Amb,640,Dry,625,35.96941753,0.25196518,374.0262344,4.680036479,1.944082258,,0.49945241
P. radiata,10/04/2012,16,Amb,640,Dry,632,25.81100464,0.173938853,370.4897226,3.414299941,2.02233619,,0.515216294
P. radiata,10/04/2012,16,Amb,640,Dry,635,29.70479761,0.173468462,330.0244151,3.846000905,2.282586225,,
P. radiata,10/04/2012,16,Elv,640,Dry,328,25.54928473,0.168138851,357.5239263,4.867122139,2.955382236,,0.548242703
P. radiata,10/04/2012,16,Elv,640,Dry,334,16.90953347,0.107418542,350.2581401,3.456576013,3.248061333,,0.532228436
P. radiata,10/04/2012,16,Elv,640,Dry,324,24.89886777,0.151314293,333.8290336,4.90962714,3.300851096,,
P. radiata,10/04/2012,16,Elv,640,Dry,326,30.221227,0.168544193,310.9585045,5.141032181,3.11834308,,1.068054043
P. radiata,10/04/2012,16,Elv,400,Dry,421,12.4227016,0.102166997,182.1563542,3.40064214,3.349262795,,1.303306437
P. radiata,10/04/2012,16,Elv,400,Dry,436,15.50731007,0.168612296,228.7221573,5.138304549,3.117991753,,0.818013348
P. radiata,10/04/2012,16,Elv,400,Dry,424,14.00624345,0.139006541,215.7159457,4.037178905,2.956482401,,1.204042511
P. radiata,10/04/2012,16,Elv,400,Dry,428,15.43319326,0.15714763,220.2676471,4.445707863,2.889604128,,
P. radiata,10/04/2012,16,Amb,400,Wet,528,,,204.9714627,3.067254047,2.687247724,,0.427108634
P. radiata,10/04/2012,16,Amb,400,Wet,524,14.87262877,0.146704953,216.8401695,3.262884667,2.284937914,,0.616777895
P. radiata,10/04/2012,16,Amb,400,Wet,538,,,218.5744756,2.351479942,2.302979583,,0.603428265
P. radiata,10/04/2012,16,Amb,400,Wet,529,18.98625944,0.23311096,246.7941202,5.240379792,2.347488575,,
P. radiata,10/04/2012,16,Amb,640,Wet,640,37.76447818,0.272383701,377.9896898,5.746775541,2.211715344,,0.579424472
P. radiata,10/04/2012,16,Amb,640,Wet,629,35.25888202,0.288863103,407.3916004,5.250433387,1.914418185,,0.370775422
P. radiata,10/04/2012,16,Amb,640,Wet,626,28.68242038,0.187724023,360.2296042,4.075677802,2.239246762,,0.46246444
P. radiata,10/04/2012,16,Amb,640,Wet,627,22.74384611,0.150733038,368.2521859,3.156773642,2.149233631,,
P. radiata,10/04/2012,16,Elv,640,Wet,335,32.53137294,0.277100281,407.4602986,7.81849241,2.935581591,,0.540218297
P. radiata,10/04/2012,16,Elv,640,Wet,333,23.22421041,0.199608174,413.4960904,6.00049751,3.0901228,,0.617736877
P. radiata,10/04/2012,16,Elv,640,Wet,323,15.78528705,0.115606389,385.5806901,3.554444451,3.108676906,,
P. radiata,10/04/2012,16,Elv,640,Wet,322,21.83141858,0.158308427,380.9359181,4.708931155,3.038187434,,0.774202105
P. radiata,10/04/2012,16,Elv,400,Wet,430,16.54208101,0.164680349,212.457602,5.231162959,3.239389996,,0.677066769
P. radiata,10/04/2012,16,Elv,400,Wet,429,17.50573409,0.19110147,230.977823,4.924407657,2.658080557,,1.16712965
P. radiata,10/04/2012,16,Elv,400,Wet,427,14.99543734,0.148381747,213.4832418,4.694076477,3.215648237,,0.432445009
P. radiata,10/04/2012,16,Elv,400,Wet,438,14.03340617,0.12118064,191.9632934,3.650109277,3.049095673,,
P. radiata,17/04/2012,23,Amb,400,Dry,526,22.77320431,0.259841299,238.595023,3.999438752,1.616153506,0.606427095,
P. radiata,17/04/2012,23,Amb,400,Dry,536,16.98366987,0.184631417,234.8489366,2.797233991,1.555773278,0.594943498,
P. radiata,17/04/2012,23,Amb,400,Dry,537,20.37873668,0.282053713,263.5737105,4.673973349,1.735624165,0.668748288,
P. radiata,17/04/2012,23,Amb,400,Dry,539,18.86321926,0.263420911,265.2896976,4.001255599,1.585987164,0.67398929,
P. radiata,17/04/2012,23,Amb,640,Dry,638,24.37817694,0.17891605,391.3491905,3.416475656,1.965951896,0.618803393,
P. radiata,17/04/2012,23,Amb,640,Dry,625,35.00520562,0.267856705,393.6582939,4.59621699,1.79270442,0.627445346,
P. radiata,17/04/2012,23,Amb,640,Dry,632,21.71830557,0.182399822,419.5684966,3.282301009,1.84862919,0.663994323,
P. radiata,17/04/2012,23,Amb,640,Dry,635,28.21782278,0.208626825,390.806126,3.560963991,1.764249196,0.620630047,
P. radiata,17/04/2012,23,Elv,640,Dry,328,24.35910063,0.151848079,352.1933942,3.1198462,2.08059973,0.556903674,
P. radiata,17/04/2012,23,Elv,640,Dry,334,19.8400729,0.158066332,411.1829666,2.93876221,1.888779401,0.648930228,
P. radiata,17/04/2012,23,Elv,640,Dry,324,30.09901939,0.247104834,412.8388256,4.017603729,1.679183548,0.654824321,
P. radiata,17/04/2012,23,Elv,640,Dry,326,26.22049983,0.130828306,290.9248118,2.370525629,1.821460171,0.459774076,
P. radiata,17/04/2012,23,Elv,400,Dry,421,15.01925652,0.167060826,237.495585,3.029016436,1.846455812,0.601160431,
P. radiata,17/04/2012,23,Elv,400,Dry,436,13.6663077,0.158724807,243.7471782,2.991817227,1.91123092,0.616606528,
P. radiata,17/04/2012,23,Elv,400,Dry,424,13.77856533,0.147398112,233.3977319,2.536477022,1.740728851,0.589726906,
P. radiata,17/04/2012,23,Elv,400,Dry,428,13.36387766,0.160573858,248.8647417,2.663698263,1.680936457,0.630658867,
P. radiata,17/04/2012,23,Amb,400,Wet,528,,,200.8064922,2.478463262,1.930243075,0.5083522,
P. radiata,17/04/2012,23,Amb,400,Wet,524,15.91370599,0.159249818,222.3663991,2.637608655,1.691903015,0.562670943,
P. radiata,17/04/2012,23,Amb,400,Wet,538,,0.160001215,242.1186844,2.974789744,1.900925583,0.611005723,
P. radiata,17/04/2012,23,Amb,400,Wet,529,15.60398051,0.205922785,260.6164649,3.327247858,1.667900941,0.659650521,
P. radiata,17/04/2012,23,Amb,640,Wet,640,35.00971626,0.279026019,404.0931256,4.511773074,1.697845387,0.642609574,
P. radiata,17/04/2012,23,Amb,640,Wet,629,34.00338622,0.300262411,424.0285667,4.955806785,1.735422849,0.673543365,
P. radiata,17/04/2012,23,Amb,640,Wet,626,31.74793272,0.334341809,452.3395054,5.513518646,1.74477667,0.719819485,
P. radiata,17/04/2012,23,Amb,640,Wet,627,22.68360605,0.18868491,418.0158611,3.2634292,1.780341157,0.661592002,
P. radiata,17/04/2012,23,Elv,640,Wet,335,34.81939607,0.314001616,427.736872,5.146199262,1.717995296,0.679267769,
P. radiata,17/04/2012,23,Elv,640,Wet,333,27.55496746,0.31114493,465.1297977,5.37235909,1.807759736,0.737554678,
P. radiata,17/04/2012,23,Elv,640,Wet,323,18.78967278,0.195493259,457.3650069,3.568764819,1.860185644,0.722570163,
P. radiata,17/04/2012,23,Elv,640,Wet,322,24.11965113,0.198417474,416.7612778,3.392335044,1.741381467,0.65840694,
P. radiata,17/04/2012,23,Elv,400,Wet,430,17.57246448,0.196354086,236.3253482,3.535565613,1.843608549,0.599946328,
P. radiata,17/04/2012,23,Elv,400,Wet,429,19.1866531,0.241564022,250.8463048,4.409118415,1.880678258,0.637970637,
P. radiata,17/04/2012,23,Elv,400,Wet,427,16.02582405,0.204627073,255.3853015,3.542923455,1.769374247,0.647230293,
P. radiata,17/04/2012,23,Elv,400,Wet,438,14.34594899,0.169960425,246.326895,2.773939716,1.656673538,0.625074395,
P. radiata,24/04/2012,30,Amb,400,Dry,526,16.88488952,0.156454676,209.3877556,2.487108265,1.611221084,0.53040485,0.893520889
P. radiata,24/04/2012,30,Amb,400,Dry,536,19.17633141,0.229844573,245.0855464,4.382816007,1.952956303,0.621757828,0.690560121
P. radiata,24/04/2012,30,Amb,400,Dry,537,18.74838011,0.256804432,261.4145049,4.93958238,1.978377497,0.663310014,0.966565839
P. radiata,24/04/2012,30,Amb,400,Dry,539,18.3235529,0.201054856,232.0829877,4.021878499,2.035453061,0.589814334,
P. radiata,24/04/2012,30,Amb,640,Dry,638,20.89457526,0.127398909,347.6995367,2.644277081,2.084248223,0.549542356,0.470756164
P. radiata,24/04/2012,30,Amb,640,Dry,625,26.79852338,0.17846665,366.2626125,3.497472446,1.989253924,0.581128697,0.657312752
P. radiata,24/04/2012,30,Amb,640,Dry,632,25.4500273,0.209837885,415.5078094,3.626209444,1.763032414,0.657632763,0.628918729
P. radiata,24/04/2012,30,Amb,640,Dry,635,21.48763016,0.115539173,315.0976778,2.155891371,1.868417569,0.497607811,
P. radiata,24/04/2012,30,Elv,640,Dry,328,21.64768787,0.154475201,382.9441468,3.631497739,2.353662098,0.605011274,0.468235312
P. radiata,24/04/2012,30,Elv,640,Dry,334,17.04587819,0.130461048,401.4048687,2.954143711,2.255734046,0.632622087,0.373862359
P. radiata,24/04/2012,30,Elv,640,Dry,324,14.9374817,0.066072146,253.8110521,1.421822594,2.112756457,0.399511005,
P. radiata,24/04/2012,30,Elv,640,Dry,326,9.05452773,0.034135731,191.3670964,0.960107534,2.740794001,0.300358349,0.57459199
P. radiata,24/04/2012,30,Elv,400,Dry,421,15.79024841,0.16361503,222.176007,4.007743311,2.449356164,0.564619976,0.406894477
P. radiata,24/04/2012,30,Elv,400,Dry,436,11.82634268,0.105970393,203.469571,2.629620628,2.463609083,0.511810055,0.422428343
P. radiata,24/04/2012,30,Elv,400,Dry,424,13.29783665,0.145381815,235.1657628,3.130119319,2.146974991,0.593164418,0.400783915
P. radiata,24/04/2012,30,Elv,400,Dry,428,11.71065634,0.122981995,227.3712263,3.21022047,2.600464951,0.573653216,
P. radiata,24/04/2012,30,Amb,400,Wet,528,18.69441596,0.264085821,265.3638856,4.49132033,1.757240064,0.674663333,0.775530556
P. radiata,24/04/2012,30,Amb,400,Wet,524,16.85684551,0.177913362,228.0766279,3.621504685,2.060132315,0.577503864,0.628265294
P. radiata,24/04/2012,30,Amb,400,Wet,538,14.68533455,0.178133353,249.3382894,3.432959051,1.951693866,0.630147136,1.082999717
P. radiata,24/04/2012,30,Amb,400,Wet,529,16.77571921,0.247636075,271.1581861,4.815027495,1.998562971,0.686232213,
P. radiata,24/04/2012,30,Amb,640,Wet,640,34.29195574,0.293074063,420.4311024,4.10632,1.453982611,0.667577919,1.075460545
P. radiata,24/04/2012,30,Amb,640,Wet,629,33.88879004,0.302949241,423.728409,5.66931756,1.942971969,0.673698587,0.609274391
P. radiata,24/04/2012,30,Amb,640,Wet,626,28.81485232,0.2576617,423.9085269,5.367969065,2.140970647,0.673514512,0.945848324
P. radiata,24/04/2012,30,Amb,640,Wet,627,22.40318539,0.18338086,413.7693522,3.52237343,1.950690006,0.654466625,
P. radiata,24/04/2012,30,Elv,640,Wet,335,33.53322727,0.328183794,437.0445176,6.955272138,2.190774173,0.694602656,0.767990189
P. radiata,24/04/2012,30,Elv,640,Wet,333,25.41198668,0.274897369,457.2058351,5.569548839,2.078927062,0.724757842,0.50082602
P. radiata,24/04/2012,30,Elv,640,Wet,323,19.8340161,0.264594271,488.7919157,5.059625007,1.949564877,0.773004829,
P. radiata,24/04/2012,30,Elv,640,Wet,322,24.59804288,,502.1127861,7.522965417,2.06895779,0.794860861,0.571224546
P. radiata,24/04/2012,30,Elv,400,Wet,430,15.31792376,0.18093885,241.7268724,4.310156127,2.393161448,0.613453528,0.559397161
P. radiata,24/04/2012,30,Elv,400,Wet,429,19.26268187,0.29770207,273.0572365,6.600286031,2.28452434,0.692105554,0.862435967
P. radiata,24/04/2012,30,Elv,400,Wet,427,17.55934408,0.235361466,257.2771354,5.349407127,2.300548741,0.653019381,0.681889153
P. radiata,24/04/2012,30,Elv,400,Wet,438,12.93567235,0.142105053,231.8909667,3.993244004,2.806521865,0.586052294,
P. radiata,1/05/2012,37,Amb,400,Dry,526,4.988960377,0.031234823,133.3780933,0.600130878,1.93211278,0.334621073,0.911978453
P. radiata,1/05/2012,37,Amb,400,Dry,536,16.32945321,0.152866881,208.8995682,3.39457471,2.27826107,0.528201814,0.241727582
P. radiata,1/05/2012,37,Amb,400,Dry,537,15.01817069,0.115940056,171.5469691,2.805103806,2.459940094,0.435121277,0.834623494
P. radiata,1/05/2012,37,Amb,400,Dry,539,8.146190073,0.053303193,140.2183763,1.323906768,2.491119981,0.352433518,
P. radiata,1/05/2012,37,Amb,640,Dry,638,13.02881846,0.050326744,205.7285981,0.974855151,1.948685306,0.323007591,0.550910567
P. radiata,1/05/2012,37,Amb,640,Dry,625,18.78499821,0.081197299,245.8038462,1.586074928,1.969939093,0.387534469,0.645009825
P. radiata,1/05/2012,37,Amb,640,Dry,632,20.1960538,0.1244545,351.6956453,2.435758384,1.990954039,0.555742449,0.918589725
P. radiata,1/05/2012,37,Amb,640,Dry,635,15.37383165,0.058753197,197.7635896,1.24522166,2.126572639,0.311383847,
P. radiata,1/05/2012,37,Elv,640,Dry,328,14.18620959,0.071118954,290.7981169,2.053532706,2.896412715,0.457466564,0.613347479
P. radiata,1/05/2012,37,Elv,640,Dry,331,12.01753922,0.074241611,351.0032471,2.198974647,2.972386375,0.550882189,0.414443278
P. radiata,1/05/2012,37,Elv,640,Dry,324,6.435479617,0.023291308,173.0211166,0.79360713,3.377670214,0.270679332,0.513895379
P. radiata,1/05/2012,37,Elv,640,Dry,326,0.401433432,0.008222962,550.6097748,0.22432126,2.694334122,0.860304097,
P. radiata,1/05/2012,37,Elv,400,Dry,421,9.782184922,0.074602997,172.0208071,1.977686896,2.654648511,0.433456604,1.207374431
P. radiata,1/05/2012,37,Elv,400,Dry,436,4.353912923,0.0368311,197.4356128,0.855208004,2.312358203,0.49483691,1.257821008
P. radiata,1/05/2012,37,Elv,400,Dry,424,4.876773788,0.033764683,152.4540148,0.993209221,2.918279365,0.382925313,0.984347109
P. radiata,1/05/2012,37,Elv,400,Dry,428,3.082850984,0.029639499,216.7394517,0.84639533,2.831039148,0.544307822,
P. radiata,1/05/2012,37,Amb,400,Wet,528,15.22053098,0.170583824,237.0108466,3.83727364,2.316764111,0.598760127,0.732183926
P. radiata,1/05/2012,37,Amb,400,Wet,524,18.23721971,0.181758702,217.6420339,3.902324773,2.216939983,0.552082329,0.303025048
P. radiata,1/05/2012,37,Amb,400,Wet,538,12.87770089,0.138091142,232.4042278,2.928820287,2.169298583,0.586578186,0.565033179
P. radiata,1/05/2012,37,Amb,400,Wet,529,17.51212079,0.20234781,241.247638,3.821711359,1.956411895,0.611286882,
P. radiata,1/05/2012,37,Amb,640,Wet,640,40.79186362,0.421455035,444.9002516,6.978900469,1.788035395,0.709995851,0.903278407
P. radiata,1/05/2012,37,Amb,640,Wet,629,28.78879791,0.183852303,354.0099745,3.930995241,2.200897889,0.561812369,0.962839325
P. radiata,1/05/2012,37,Amb,640,Wet,626,24.89118737,0.187598496,395.6902333,3.663996999,2.013141385,0.626437581,0.901569237
P. radiata,1/05/2012,37,Amb,640,Wet,627,19.75039413,0.09714474,284.79188,2.263882836,2.350638378,0.449827882,
P. radiata,1/05/2012,37,Elv,640,Wet,335,30.95461198,0.325094824,444.6547627,8.412124834,2.72189332,0.706557586,1.00765143
P. radiata,1/05/2012,37,Elv,640,Wet,333,25.14610525,0.170917102,365.826025,4.973973826,2.972695175,0.578543823,0.567270664
