dataset_id,find,replace,reason,taxonomic_resolution
NTH_2025,Acacia translucens A.Cunn. ex Hook.,Acacia translucens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acacia tumida F.Muell. ex Benth.,Acacia tumida,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acacia umbellata A.Cunn. ex Benth.,Acacia umbellata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acacia undoolyana G.J.Leach,Acacia undoolyana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acacia validinervia Maiden & Blakely,Acacia validinervia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acacia wiseana C.A.Gardner,Acacia wiseana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acacia yirrkallensis Specht,Acacia yirrkallensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acalypha lanceolata Willd.,Acalypha lanceolata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acalypha lanceolata Willd. var. lanceolata,Acalypha lanceolata var. lanceolata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),variety
NTH_2025,ACANTHACEAE,Acanthaceae sp. [ACANTHACEAE],Fuzzy match of the first word of the taxon name to an APC-accepted family (2025-01-29),family
NTH_2025,Acanthospermum hispidum DC.,Acanthospermum hispidum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acanthus ebracteatus Vahl,Acanthus ebracteatus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acanthus ebracteatus Vahl subsp. ebarbatus R.M.Barker,Acanthus ebracteatus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Acanthus ilicifolius L.,Acanthus ilicifolius,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Achyranthes aspera L.,Achyranthes aspera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acmella grandiflora (Turcz.) R.K.Jansen,Acmella grandiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acrachne racemosa (B.Heyne ex Roem. & Schult.) Ohwi,Acrachne racemosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acrostichum aureum L.,Acrostichum aureum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acrostichum speciosum Willd.,Acrostichum speciosum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Actinobole uliginosum (A.Gray) H.Eichler,Actinobole uliginosum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,"Actinoschoenus pentagonus Rye, R.L.Barrett & M.D.Barrett",Actinoschoenus pentagonus,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Actinoschoenus sp. sandstone (P.K.Latz 7686) NT Herbarium,Actinoschoenus sp. sandstone (P.K.Latz 7686),Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Actinostachys digitata (L.) Wall. ex Reed,Actinostachys digitata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Actinotus schwarzii F.Muell.,Actinotus schwarzii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Acunniana procumbens (DC.) Orchard,Acunniana procumbens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adansonia gregorii F.Muell.,Adansonia gregorii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adenanthera pavonina L.,Adenanthera pavonina,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adenia heterophylla (Blume) Koord. subsp. australis (R.Br. ex DC.) W.J.de Wilde,Adenia heterophylla,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Adenosma caerulea R.Br.,Adenosma caerulea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adenosma indiana (Lour.) Merr.,Adenosma sp. [Adenosma indiana (Lour.) Merr.],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Adenosma sp. Kakadu (W.R.Barker 7839) W.R.Barker,Adenosma sp. [Adenosma sp. Kakadu (W.R.Barker 7839) W.R.Barker],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Adenostemma lavenia (L.) Kuntze,Adenostemma lavenia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adenostemma lavenia (L.) Kuntze var. lanceolatum (Miq.) Koster,Adenostemma lavenia,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Adiantum capillus-veneris L.,Adiantum capillus-veneris,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adiantum hispidulum Sw. var. hispidulum,Adiantum hispidulum var. hispidulum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),variety
NTH_2025,Adiantum philippense L.,Adiantum philippense,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Adriana tomentosa Gaudich. var. hookeri (F.Muell.) C.L.Gross & M.A.Whalen,Adriana tomentosa,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Aenictophyton anomalum (F.Muell.) I.Thomps.,Aenictophyton anomalum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Aenictophyton reconditum A.T.Lee,Aenictophyton reconditum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Aerva javanica (Burm.f.) Juss.,Aerva javanica,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Aeschynomene indica L.,Aeschynomene indica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Afrohybanthus aurantiacus (F.Muell. ex Benth.) Flicker,Afrohybanthus aurantiacus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Afrohybanthus enneaspermus (L.) Flicker,Afrohybanthus enneaspermus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Ageratum conyzoides L.,Ageratum conyzoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Aglaia brownii Pannell,Aglaia brownii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Aglaia sapindina (F.Muell.) Harms,Aglaia sapindina,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Agrostis viridis Gouan,Agrostis viridis,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Aidia racemosa (Cav.) Tirveng.,Aidia racemosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Albizia lebbeck (L.) Benth.,Albizia lebbeck,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Albizia procera Benth.,Albizia procera,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Aldrovanda vesiculosa L.,Aldrovanda vesiculosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alectryon kimberleyanus S.T.Reynolds,Alectryon kimberleyanus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alectryon oleifolius (Desf.) S.T.Reynolds subsp. elongatus S.T.Reynolds,Alectryon oleifolius,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Alectryon tropicus (S.T.Reynolds) S.T.Reynolds,Alectryon tropicus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Allocasuarina decaisneana (F.Muell.) L.A.S.Johnson,Allocasuarina decaisneana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Allophylus cobbe (L.) Raeusch.,Allophylus cobbe,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Allosyncarpia ternata S.T.Blake,Allosyncarpia ternata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alloteropsis cimicina (Retz.) Stapf,Alloteropsis cimicina,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Alloteropsis semialata (R.Br.) Hitchc.,Alloteropsis semialata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alphitonia excelsa (A.Cunn. ex Fenzl) Reissek ex Benth.,Alphitonia excelsa,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Alphitonia oblata A.R.Bean,Alphitonia oblata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alstonia actinophylla (A.Cunn.) K.Schum.,Alstonia actinophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alstonia spectabilis R.Br.,Alstonia spectabilis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alstonia spectabilis R.Br. subsp. ophioxyloides (F.Muell.) P.I.Forst.,Alstonia spectabilis,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Alternanthera angustifolia R.Br.,Alternanthera angustifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alternanthera denticulata R.Br.,Alternanthera denticulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alternanthera nana R.Br.,Alternanthera nana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alternanthera nodiflora R.Br.,Alternanthera nodiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alternanthera pungens Kunth,Alternanthera pungens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Aluta maisonneuvei (F.Muell.) Rye & Trudgen subsp. maisonneuvei,Aluta maisonneuvei subsp. maisonneuvei,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Alyogyne pinoniana (Gaudich.) Fryxell,Alyogyne pinoniana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alysicarpus aurantiacus Pedley,Alysicarpus aurantiacus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alysicarpus brownii Schindl.,Alysicarpus brownii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alysicarpus muelleri Schindl.,Alysicarpus muelleri,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alysicarpus ovalifolius (Schumach.) Leonard,Alysicarpus ovalifolius,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Alysicarpus schomburgkii Schindl.,Alysicarpus schomburgkii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alysicarpus suffruticosus Pedley,Alysicarpus suffruticosus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Alysicarpus vaginalis (L.) A.DC.,Alysicarpus vaginalis,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
