"View","Taxon Name","NT Endemic","NT Only","Current Name","Name w/Data (non-current)","Checklist Category","Taxon Status","Eco Source","Eco Status","Deciduous","Diaspore Dispersal Agent","Diaspore Morphology","Ephiphytic","Fire Response Adult","Fire Response Juvenile","Flowering Breeding System","Growth Form","Growth Form NVIS","Growth Form YB","Longevity","Mass Recruitment","Metabolic Type","Mycorrhiza","Nitrogen Fixing","Palatibility","Parasitic","Phenology Flowering","Phenology Fruit Maturity","Pollen Transfer","Pollination Breeding System","Pollination Syndrome","Presence Defence Compounds","Presence Defence Structures","Response To Grazing","Resprout Type","Resurrection","Seed Bank","Taxon ID","Taxon Id","Underground Storage","Vegetative Spread"
"View","FABACEAE Crotalaria verrucosa L.","-","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2204","2204","-","-"
"-","FABACEAE Cullen","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","Resprouter","-","-","-","-","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","-","2205","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Cullen australasicum (Schtdl.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder, Faculative resprouter","-","-","Forb, Subshrub","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2206","2206","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Cullen badocanum (Blanco) Verdc.","N","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2207","2207","-","-"
"View","FABACEAE Cullen balsamicum (F.Muell.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2208","2208","-","-"
"View","FABACEAE Cullen cinereum (Lindl.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2209","2209","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Cullen corallum J.W.Grimes","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","20128","20128","-","-"
"-","FABACEAE Cullen cuneatum (W.Fitzg.) J.W.Grimes","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20117","-","-"
"View","FABACEAE Cullen discolor (Domin) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2210","2210","-","-"
"View","FABACEAE Cullen graveolens (Domin) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2211","2211","-","-"
"View","FABACEAE Cullen leucanthum (F.Muell.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2212","2212","-","-"
"View","FABACEAE Cullen martinii (F.Muell.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2213","2213","-","-"
"View","FABACEAE Cullen pallidum (N.T.Burb.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2214","2214","-","-"
"View","FABACEAE Cullen patens (Lindl.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2215","2215","-","-"
"View","FABACEAE Cullen plumosum J.W.Grimes","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2216","2216","-","-"
"View","FABACEAE Cullen pustulatum (F.Muell.) J.W.Grimes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2217","2217","-","-"
"View","FABACEAE Cullen walkingtonii (F.Muell.) J.W.Grimes","Y","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2218","2218","-","-"
"-","FABACEAE Cyclocarpa","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2219","-","-"
"-","FABACEAE Cyclocarpa stellaris K.Afzel. ex Urb.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2220","-","-"
"-","FABACEAE Cynometra","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","945","-","-"
"-","FABACEAE Cynometra iripa Kostel.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","946","-","-"
"-","FABACEAE Dalbergia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2221","-","-"
"View","FABACEAE Dalbergia candenatensis (Dennst.) Prain","-","-","Y","-","NT","ACTIVE","JRS 2004, Liddle 2004","-","Facultatively deciduous","-","-","N","-","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","Canopy-stored seed, Dispersal reliant","2222","2222","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","FABACEAE Dalbergia sissoo Roxb.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2223","2223","-","-"
"-","FABACEAE Daviesia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2224","-","-"
"View","FABACEAE Daviesia arthropoda F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Resprouter, Faculative resprouter","-","-","Shrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2225","2225","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","FABACEAE Daviesia eremaea Crisp","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Resprouter, Faculative resprouter","-","-","Shrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2226","2226","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","FABACEAE Daviesia reclinata A.Cunn. ex Benth.","-","-","Y","-","NT","ACTIVE","KNP plots, Liddle 2004","-","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2227","2227","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Delonix","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","947","-","-"
"-","FABACEAE Delonix regia (Bojer ex Hook.) Raf.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","948","-","-"
"-","FABACEAE Dendrolobium","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2228","-","-"
"-","FABACEAE Dendrolobium multiflorum Pedley","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21058","-","-"
"View","FABACEAE Dendrolobium polyneurum (S.T.Blake) H.Ohashi","Y","N","Y","N","NT","ACTIVE","Liddle 2004, Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","21059","21059","-","-"
"-","FABACEAE Dendrolobium stipatum S.T.Blake","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2230","-","-"
"-","FABACEAE Derris","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2231","-","-"
"View","FABACEAE Derris trifoliata Lour.","-","-","Y","-","NT","ACTIVE","JRS 2004, Liddle 2004","-","Evergreen","-","-","N","Resprouter","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Soil-stored seed","2232","2232","With distinct swollen storage structure from which resprouting may occur","capacity to be stoloniferous"
"-","FABACEAE Desmanthus","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3592","-","-"
"-","FABACEAE Desmanthus pernambucanus (L.) Thell.","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050098","-","-"
"-","FABACEAE Desmodium","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2233","-","-"
"View","FABACEAE Desmodium brachypodum A.Gray","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2238","2238","-","-"
"View","FABACEAE Desmodium brownii Schindl.","-","-","Y","-","NT","ACTIVE","Yates 2003","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2239","2239","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Desmodium campylocaulon F.Muell. ex Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2240","2240","-","-"
"View","FABACEAE Desmodium filiforme Zoll. & Moritzi","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2243","2243","-","-"
"-","FABACEAE Desmodium flagellare Benth.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2244","-","-"
"View","FABACEAE Desmodium gangeticum (L.) DC.","-","-","Y","-","NT","ACTIVE","KNP plots, JRS 2004","-","Facultatively deciduous","-","-","N","Seeder","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2245","2245","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Desmodium glareosum Pedley","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2246","2246","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Desmodium hannii Schindl.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2247","-","-"
"-","FABACEAE Desmodium heterocarpon (L.) DC.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2248","-","-"
"View","FABACEAE Desmodium heterocarpon (L.) DC. var. strigosum (Meeuwen) H.Ohashi","N","N","Y","N","NT","ACTIVE","KNP plots, JRS 2004, Liddle 2004","ACTIVE","Facultatively deciduous","-","-","N","Seeder","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2249","2249","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Desmodium muelleri Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brock 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2251","2251","-","-"
"-","FABACEAE Desmodium pullenii Pedley","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2256","-","-"
"View","FABACEAE Desmodium pycnotrichum Pedley","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2257","2257","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Desmodium rhytidophyllum F.Muell. ex Benth.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21096","-","-"
"-","FABACEAE Desmodium scorpiurus (Sw.) Desv.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2258","-","-"
"View","FABACEAE Desmodium tiwiense Pedley","Y","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","20596","20596","-","-"
"-","FABACEAE Desmodium tortuosum (Sw.) DC.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2259","-","-"
"View","FABACEAE Desmodium trichostachyum Benth.","-","-","Y","-","NT","ACTIVE","Yates 2003","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2260","2260","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Desmodium triflorum (L.) DC.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2261","-","-"
"View","FABACEAE Desmodium velutinum (Willd.) DC.","-","Y","Y","-","NT","ACTIVE","KNP plots, JRS 2004","-","Facultatively deciduous","-","-","N","Seeder","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2262","2262","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Dichrostachys","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3594","-","-"
"-","FABACEAE Dichrostachys cinerea (L.) Wight & Arn.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20583","-","-"
"-","FABACEAE Dichrostachys cinerea (L.) Wight & Arn. subsp. malesiana Brenan & Brummitt","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20584","-","-"
"View","FABACEAE Dichrostachys spicata (F.Muell.) Domin","-","-","Y","-","SR","ACTIVE","Yates 2003, JRS 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Shrub, Tree","Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Soil-stored seed","3595","3595","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Dunbaria","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2263","-","-"
"-","FABACEAE Dunbaria rotundifolia (Lour.) Merr.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2264","-","-"
"View","FABACEAE Dunbaria singuliflora F.Muell.","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder, Resprouter","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2265","2265","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Entada","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3596","-","-"
"View","FABACEAE Entada rheedii Spreng.","-","-","Y","-","NT","ACTIVE","JRS 2004, Liddle 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Canopy-stored seed, Soil-stored seed","3597","3597","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Eriosema","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2266","-","-"
"View","FABACEAE Eriosema chinense Vogel","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Resprouter","-","-","Forb","Forb","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2267","2267","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Erythrina","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2268","-","-"
"-","FABACEAE Erythrina variegata L.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2269","-","-"
"View","FABACEAE Erythrina variegata L. var. orientalis (L.) Merr.","-","-","Y","-","NT","ACTIVE","JRS 2004","-","Obligately deciduous leaves","-","-","N","Faculative resprouter","-","-","Tree","Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Canopy-stored seed, Soil-stored seed","2270","2270","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Erythrina vespertilio Benth.","-","-","Y","-","SR","ACTIVE","Yates 2003, JRS 2004, Latz 2004","-","Evergreen","-","-","N","Resprouter, Faculative resprouter","-","-","Tree","Tree","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes, Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2271","2271","With distinct swollen storage structure from which resprouting may occur","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Erythrina vespertilio Benth. subsp. biloba (F.Muell.) A.R.Bean","-","-","Y","-","NT","ACTIVE","I.D.Cowie","ACTIVE","-","-","-","-","-","-","-","Tree","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049292","1049292","-","-"
"View","FABACEAE Erythrina vespertilio Benth. subsp. vespertilio","-","-","Y","-","NT","ACTIVE","I.D.Cowie","ACTIVE","-","-","-","-","-","-","-","Tree","Tree","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049293","1049293","-","-"
"-","FABACEAE Erythrophleum","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","949","-","-"
"View","FABACEAE Erythrophleum chlorostachys (F.Muell.) Baill.","-","-","Y","-","SR","ACTIVE","KNP plots, Nitmiluk plots, Yates 2003, JRS 2004","-","Obligately deciduous leaves","-","-","N","Resprouter","-","-","Shrub, Tree","Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes, Basal stem buds (includes lignotuber and basal stem)","-","Canopy-stored seed, Dispersal reliant","950","950","Without swollen storage structure","capacity to be rhizomatous or root budding"
"View","FABACEAE Erythrophleum pubescens R.L.Barrett & M.D.Barrett","N","N","Y","N","NT","ACTIVE","-","Update Data","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1066764","1066764","-","-"
"-","FABACEAE Flemingia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2272","-","-"
"View","FABACEAE Flemingia lineata (L.) W.T.Aiton","-","-","Y","-","NT","ACTIVE","Yates 2003","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2275","2275","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Flemingia parviflora Benth.","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2276","2276","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Flemingia pauciflora Benth.","-","-","Y","-","SR","ACTIVE","Yates 2003, Liddle 2004","-","-","-","-","N","Seeder","-","-","Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2277","2277","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Flemingia sp. sericea (S.T.Blake 16726)","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2273","-","-"
"View","FABACEAE Flemingia trifoliastrum Domin","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Subshrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2279","2279","-","-"
"-","FABACEAE Flemingia trifoliata (Jungh.) C.Y.Wu","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2274","-","-"
"-","FABACEAE Galactia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2280","-","-"
"View","FABACEAE Galactia megalophylla (F.Muell.) J.H.Willis","Y","-","Y","-","NT","ACTIVE","KNP plots, Liddle 2004","-","-","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2282","2282","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Galactia muelleri Benth.","-","-","Y","-","NT","ACTIVE","Yates 2003, Liddle 2004","-","-","-","-","N","Resprouter","-","-","Shrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2283","2283","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Galactia sp. Katherine (J.R.Maconochie 517)","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23625","-","-"
"-","FABACEAE Galactia sp. Litchfield (S.T.Blake 16645)","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2281","-","-"
"-","FABACEAE Galactia sp. broad (C.R. Dunlop 3343) A.E.Holland & Cowie","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049492","-","-"
"-","FABACEAE Galactia sp. short inflorescence (R.A.Kerrigan 595)","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23728","-","-"
