"View","Taxon Name","NT Endemic","NT Only","Current Name","Name w/Data (non-current)","Checklist Category","Taxon Status","Eco Source","Eco Status","Deciduous","Diaspore Dispersal Agent","Diaspore Morphology","Ephiphytic","Fire Response Adult","Fire Response Juvenile","Flowering Breeding System","Growth Form","Growth Form NVIS","Growth Form YB","Longevity","Mass Recruitment","Metabolic Type","Mycorrhiza","Nitrogen Fixing","Palatibility","Parasitic","Phenology Flowering","Phenology Fruit Maturity","Pollen Transfer","Pollination Breeding System","Pollination Syndrome","Presence Defence Compounds","Presence Defence Structures","Response To Grazing","Resprout Type","Resurrection","Seed Bank","Taxon ID","Taxon Id","Underground Storage","Vegetative Spread"
"View","SOLANACEAE Solanum sturtianum F.Muell.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5602","5602","-","-"
"-","SOLANACEAE Solanum succosum A.R.Bean & Albr.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24852","-","-"
"View","SOLANACEAE Solanum tetrandrum R.Br.","-","Y","Y","-","NT","ACTIVE","JRS 2004","-","Facultatively deciduous","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed, Dispersal reliant","5603","5603","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","SOLANACEAE Solanum torvum Sw.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5604","5604","-","-"
"View","SOLANACEAE Solanum tumulicola Symon","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brock 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Forb, Subshrub","Forb, Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","-","5605","5605","-","-"
"View","SOLANACEAE Solanum ultraspinosum A.R.Bean","Y","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","-","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1054191","1054191","-","-"
"-","SOLANACEAE Solanum watneyi Martine & Frawley","Y","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26957","-","-"
"View","SOLANACEAE Solanum wilkinsii S.Moore","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1050448","1050448","-","-"
"-","SOLANACEAE Solanum yirrkalense Symon","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5606","-","-"
"-","SPHENOCLEACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5611","-","-"
"-","SPHENOCLEACEAE Sphenoclea","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5612","-","-"
"-","SPHENOCLEACEAE Sphenoclea zeylanica Gaertn.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb, Aquatic","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5613","-","-"
"-","STEMONACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5622","-","-"
"-","STEMONACEAE Stemona","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5623","-","-"
"View","STEMONACEAE Stemona australiana (Benth.) C.H.Wright","-","-","Y","-","NT","ACTIVE","KNP plots, JRS 2004","-","Annual aerial parts","-","-","N","Resprouter","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed, Dispersal reliant","5624","5624","With distinct swollen storage structure from which resprouting may occur","Plants always discrete (includes shortly rhizomatous)"
"View","STEMONACEAE Stemona prostrata Telford","Y","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Resprouter","-","-","Climber or twiner","Vine","-","Perennial, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","5625","5625","-","Plants always discrete (includes shortly rhizomatous)"
"-","STYLIDIACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5691","-","-"
"-","STYLIDIACEAE Levenhookia","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5692","-","-"
"View","STYLIDIACEAE Levenhookia chippendalei F.L.Erickson & J.H.Willis","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5693","5693","-","-"
"-","STYLIDIACEAE Stylidium","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5694","-","-"
"-","STYLIDIACEAE Stylidium accedens A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22546","-","-"
"View","STYLIDIACEAE Stylidium adenophorum Lowrie & Kenneally","-","-","Y","-","SR","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","19535","19535","-","-"
"-","STYLIDIACEAE Stylidium aquaticum A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22552","-","-"
"-","STYLIDIACEAE Stylidium candelabrum Lowrie & Kenneally","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22139","-","-"
"-","STYLIDIACEAE Stylidium capillare R.Br.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22551","-","-"
"-","STYLIDIACEAE Stylidium ceratophorum O.Schwarz","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5696","-","-"
"-","STYLIDIACEAE Stylidium cordifolium W.Fitzg.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5697","-","-"
"View","STYLIDIACEAE Stylidium desertorum Carlquist","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","5700","5700","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","STYLIDIACEAE Stylidium diffusum R.Br.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22553","-","-"
"-","STYLIDIACEAE Stylidium divergens A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22545","-","-"
"View","STYLIDIACEAE Stylidium dunlopianum Carlquist","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5701","5701","-","-"
"-","STYLIDIACEAE Stylidium ensatum A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22544","-","-"
"-","STYLIDIACEAE Stylidium ericksoniae J.H.Willis","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22548","-","-"
"View","STYLIDIACEAE Stylidium exiguum A.R.Bean","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049936","1049936","-","-"
"View","STYLIDIACEAE Stylidium fissilobum F.Muell.","-","-","Y","-","NT","ACTIVE","KNP plots, Liddle 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5703","5703","-","Plants always discrete (includes shortly rhizomatous)"
"View","STYLIDIACEAE Stylidium floodii F.Muell.","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5704","5704","-","-"
"View","STYLIDIACEAE Stylidium floribundum R.Br.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5705","5705","-","-"
"-","STYLIDIACEAE Stylidium fluminense F.L.Erickson & J.H.Willis","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5706","-","-"
"View","STYLIDIACEAE Stylidium inaequipetalum J.M.Black","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5707","5707","-","-"
"View","STYLIDIACEAE Stylidium leptorrhizum F.Muell.","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5709","5709","-","-"
"View","STYLIDIACEAE Stylidium lobuliflorum F.Muell.","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5710","5710","-","-"
"View","STYLIDIACEAE Stylidium longicornu Carlquist","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5711","5711","-","-"
"View","STYLIDIACEAE Stylidium multiscapum O.Schwarz","-","-","Y","-","SR","ACTIVE","Yates 2003, Liddle 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5712","5712","-","Plants always discrete (includes shortly rhizomatous)"
"View","STYLIDIACEAE Stylidium muscicola F.Muell.","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5713","5713","-","-"
"-","STYLIDIACEAE Stylidium nominatum Carlquist","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5714","-","-"
"View","STYLIDIACEAE Stylidium notabile A.R.Bean","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049938","1049938","-","-"
"-","STYLIDIACEAE Stylidium osculum A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049937","-","-"
"-","STYLIDIACEAE Stylidium pachyrrhizum F.Muell.","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5715","-","-"
"-","STYLIDIACEAE Stylidium pedunculatum R.Br.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5716","-","-"
"-","STYLIDIACEAE Stylidium prophyllum Lowrie & Kenneally","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22554","-","-"
"-","STYLIDIACEAE Stylidium rotundifolium R.Br.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5719","-","-"
"View","STYLIDIACEAE Stylidium schizanthum F.Muell.","-","-","Y","-","NT","ACTIVE","Yates 2003","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","5720","5720","-","Plants always discrete (includes shortly rhizomatous)"
"-","STYLIDIACEAE Stylidium semipartitum F.Muell.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22141","-","-"
"-","STYLIDIACEAE Stylidium simulans Carlquist","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5721","-","-"
"View","STYLIDIACEAE Stylidium sp. Melville Island (R.J.Fensham 432) K.G.Brennan","Y","N","Y","N","NT","ACTIVE","Yates 2003, JRS 2004","ACTIVE","Facultatively deciduous","-","-","N","Seeder","-","-","Tree","Forb","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed, Dispersal reliant","22853","22853","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","STYLIDIACEAE Stylidium stenophyllum A.R.Bean","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22547","-","-"
"-","STYLIDIACEAE Stylidium symonii Carlquist","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22144","-","-"
"-","STYLIDIACEAE Stylidium tenerrimum F.Muell.","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22145","-","-"
"View","STYLIDIACEAE Stylidium tenerum Spreng.","-","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","22543","22543","-","-"
"-","STYLIDIACEAE Stylidium turbinatum Lowrie & Kenneally","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19536","-","-"
"-","SURIANACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5723","-","-"
"-","SURIANACEAE Stylobasium","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5724","-","-"
"View","SURIANACEAE Stylobasium spathulatum Desf.","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Evergreen","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Soil-stored seed","5725","5725","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","SURIANACEAE Suriana","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5726","-","-"
"-","SURIANACEAE Suriana maritima L.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5727","-","-"
"-","TACCACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5728","-","-"
"-","TACCACEAE Tacca","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5729","-","-"
"View","TACCACEAE Tacca leontopetaloides (L.) Kuntze","-","-","Y","-","NT","ACTIVE","Yates 2003, JRS 2004, Liddle 2004","-","Annual aerial parts","-","-","N","Resprouter","-","-","Forb","Forb","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Underground storage organs (bulbs/tubers)","-","Soil-stored seed, Dispersal reliant","5730","5730","With distinct swollen storage structure from which resprouting may occur","Plants always discrete (includes shortly rhizomatous)"
"View","TACCACEAE Tacca maculata Seem.","-","-","Y","-","NT","ACTIVE","Yates 2003","-","-","-","-","N","Faculative resprouter","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","5731","5731","-","Plants always discrete (includes shortly rhizomatous)"
"-","TAMARICACEAE","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5732","-","-"
"-","TAMARICACEAE Tamarix","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5733","-","-"
