taxon_name,genus,family,taxon_distribution,taxon_rank,plant_trait,notes,reference,units,name,value,value_type
Lasiopetalum sp. Proston (J.A.Baker 17),Lasiopetalum,Malvaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,4,mean
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,stipe_length,short creeping,SPRAT_2025_2,cm,value_1,40,minimum
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,stipe_length,short creeping,SPRAT_2025_2,cm,value_2,90,maximum
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,storage_organ_diameter,NA,SPRAT_2025_2,mm,value_1,10,minimum
Lastreopsis walleri,Lastreopsis,Dryopteridaceae,Qld,species,storage_organ_diameter,NA,SPRAT_2025_2,mm,value_2,25,maximum
Latrobea colophon,Latrobea,Fabaceae,WA,species,plant_height,NA,SPRAT_2025_2,m,value_1,0.25,minimum
Latrobea colophon,Latrobea,Fabaceae,WA,species,plant_height,NA,SPRAT_2025_2,m,value_2,1,maximum
Latrobea colophon,Latrobea,Fabaceae,WA,species,plant_width,NA,SPRAT_2025_2,m,value_1,0.5,mean
Latrobea colophon,Latrobea,Fabaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed,mode
Latrobea colophon,Latrobea,Fabaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,none,mode
Latrobea colophon,Latrobea,Fabaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,none,mode
Latrobea colophon,Latrobea,Fabaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,4,minimum
Latrobea colophon,Latrobea,Fabaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,4.8,maximum
Latrobea colophon,Latrobea,Fabaceae,WA,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_1,4,minimum
Latrobea colophon,Latrobea,Fabaceae,WA,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_2,5,maximum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,1,mean
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,10,minimum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,30,maximum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,2,minimum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,60,maximum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,1.5,minimum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_2,3.5,maximum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,2.5,minimum
Lawrencia buchananensis,Lawrencia,Malvaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_2,4.2,maximum
Leichhardtia araujacea,Leichhardtia,Apocynaceae,Qld,species,plant_height,woody climber,SPRAT_2025_2,NA,value_1,not_given,mode
Leichhardtia longiloba,Leichhardtia,Apocynaceae,"Qld, NSW",species,plant_height,slender climber,SPRAT_2025_2,NA,value_1,not_given,mode
Leichhardtia paludicola,Leichhardtia,Apocynaceae,Qld,species,climbing_height,woody climber ,WildNet_2025,m,value_1,10,mean
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,1.5,mean
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,leaf_length,NA,SPRAT_2025_2,mm,value_1,6,minimum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,leaf_length,NA,SPRAT_2025_2,mm,value_2,9,maximum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_1,3,minimum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_2,5,maximum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,fruit_length,NA,SPRAT_2025_2,mm,value_1,2.0,minimum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,fruit_length,NA,SPRAT_2025_2,mm,value_2,4.0,maximum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,fruit_width,NA,SPRAT_2025_2,mm,value_1,2.0,minimum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,fruit_width,NA,SPRAT_2025_2,mm,value_2,4.0,maximum
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep,mode
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies, fruiting_time,NA,SPRAT_2025_2,NA,value_1,Dec,mode
Leionema lamprophyllum subsp. fractum,Leionema,Rutaceae,NSW,subspecies,seedbank_location,NA,SPRAT_2025_2,NA,value_1,soil_seedbank,mode
Lepidium drummondii,Lepidium,Brassicaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Lepidium drummondii,Lepidium,Brassicaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Lepidium monoplocoides,Lepidium,Brassicaceae,"SA, Qld, NSW, Vic",species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Lepidorrhachis mooreana,Lepidorrhachis,Arecaceae,LHI,species,plant_height,NA,FoA_print_2025,m,value_1,2,mean
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,plant_height,NA,SPRAT_2025_2,cm,value_1,10,minimum
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,plant_height,NA,SPRAT_2025_2,cm,value_2,15,maximum
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rootstock,mode
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,storage_organ,NA,SPRAT_2025_2,NA,value_1,rootstock,mode
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,fruit_length,NA,SPRAT_2025_2,mm,value_1,2,minimum
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,fruit_length,NA,SPRAT_2025_2,mm,value_2,3,maximum
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,fruit_width,NA,SPRAT_2025_2,mm,value_1,2,minimum
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,fruit_width,NA,SPRAT_2025_2,mm,value_2,3,maximum
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,flowering_time,Victoria,SPRAT_2025_2,NA,value_1,Nov Dec,mode
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,flowering_time,Tasmania,SPRAT_2025_2,NA,value_1,Oct-Jan,mode
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,flowering_time,New South Wales,SPRAT_2025_2,NA,value_1,Oct-Dec,mode
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,lifespan,NA,SPRAT_2025_2,a,value_1,15,mean
Leucochrysum albicans subsp. tricolor,Leucochrysum,Asteraceae,"NSW, Vic, Tas",subspecies,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Leucopogon cryptanthus,Leucopogon,Ericaceae,WA,species,leaf_length,NA,Wikipedia_2025,mm,value_1,2,minimum
Leucopogon cryptanthus,Leucopogon,Ericaceae,WA,species,leaf_length,NA,Wikipedia_2025,mm,value_2,6.5,maximum
Leucopogon gnaphalioides,Leucopogon,Ericaceae,WA,species,leaf_length,NA,Wikipedia_2025,mm,value_1,6,minimum
Leucopogon gnaphalioides,Leucopogon,Ericaceae,WA,species,leaf_length,NA,Wikipedia_2025,mm,value_2,8.5,maximum
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,plant_height,NA,SPRAT_2025_2,cm,value_1,50,mean
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,none,mode
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,none,mode
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,3,minimum
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,8,maximum
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,0.5,minimum
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,0.8,maximum
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,2,mean
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,1,mean
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,seedbank_location,NA,SPRAT_2025_2,NA,value_1,soil_seedbank,mode
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,lifespan,NA,SPRAT_2025_2,a,value_1,10,minimum
Leucopogon nitidus,Leucopogon,Ericaceae,WA,species,lifespan,NA,SPRAT_2025_2,a,value_2,20,maximum
Leucopogon spectabilis,Leucopogon,Ericaceae,WA,species,leaf_length,NA,Wikipedia_2025,mm,value_1,15,minimum
Leucopogon spectabilis,Leucopogon,Ericaceae,WA,species,leaf_length,NA,Wikipedia_2025,mm,value_2,25,maximum
Leucopogon spectabilis,Leucopogon,Ericaceae,WA,species,leaf_width,NA,Wikipedia_2025,mm,value_1,2.9,minimum
Leucopogon spectabilis,Leucopogon,Ericaceae,WA,species,leaf_width,NA,Wikipedia_2025,mm,value_2,5.2,maximum
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,plant_height,NA,SPRAT_2025_2,cm,value_1,60,mean
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,leaf_length,NA,SPRAT_2025_2,cm,value_1,18,mean
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,leaf_width,NA,SPRAT_2025_2,cm,value_1,6,mean
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,fruit_length,NA,SPRAT_2025_2,mm,value_1,7,minimum
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,fruit_length,NA,SPRAT_2025_2,mm,value_2,8,maximum
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,fruit_width,NA,SPRAT_2025_2,mm,value_1,7,minimum
Leuzea australis,Leuzea,Asteraceae,"Qld, NSW (presumed extinct), Vic (presumed extinct)",species,fruit_width,NA,SPRAT_2025_2,mm,value_2,8,maximum
Limonium australe var. baudinii,Limonium,Plumbaginaceae,"Vic (presumed extinct), Tas",variety,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,20,minimum
Limonium australe var. baudinii,Limonium,Plumbaginaceae,"Vic (presumed extinct), Tas",variety,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,45,maximum
Limonium australe var. baudinii,Limonium,Plumbaginaceae,"Vic (presumed extinct), Tas",variety,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,woody rootstock,mode
Limonium australe var. baudinii,Limonium,Plumbaginaceae,"Vic (presumed extinct), Tas",variety,storage_organ,NA,SPRAT_2025_2,NA,value_1,woody rootstock,mode
Limonium australe var. baudinii,Limonium,Plumbaginaceae,"Vic (presumed extinct), Tas",variety,flowering_time,NA,SPRAT_2025_2,NA,value_1,Jan - Apr,mode
Limosella granitica,Limosella,Scrophulariaceae,SA,species,plant_height,aquatic,SPRAT_2025_2,NA,value_1,not_given,mode
Limosella granitica,Limosella,Scrophulariaceae,SA,species,plant_growth_substrate,NA,SPRAT_2025_2,NA,value_1,aquatic,mode
Limosella granitica,Limosella,Scrophulariaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stolon,mode
Limosella granitica,Limosella,Scrophulariaceae,SA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,stolon,mode
Limosella granitica,Limosella,Scrophulariaceae,SA,species,flowering_time,NA,SAPlants_2025,NA,value_1,Sep-Oct,mode
Livistona lanuginosa,Livistona,Arecaceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,20,mean
Livistona mariae subsp. mariae,Livistona,Arecaceae,NT,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,25,minimum
Livistona mariae subsp. mariae,Livistona,Arecaceae,NT,subspecies,plant_height,NA,SPRAT_2025_2,m,value_2,30,maximum
Livistona mariae subsp. mariae,Livistona,Arecaceae,NT,subspecies,leaf_length,NA,SPRAT_2025_2,m,value_1,2,mean
Lobelia gelida,Lobelia,Campanulaceae,Vic,species,plant_height,NA,SPRAT_2025_2,NA,value_1,not_given_in_taxon_description,mode
Lobelia gelida,Lobelia,Campanulaceae,Vic,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,mat-forming prostrate,mode
Lobelia gelida,Lobelia,Campanulaceae,Vic,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Lobelia gelida,Lobelia,Campanulaceae,Vic,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rooting at stem nodes,mode
Lobelia gelida,Lobelia,Campanulaceae,Vic,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Nov - Dec,mode
Lobelia gelida,Lobelia,Campanulaceae,Vic,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Jan - Apr,mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_1,35,minimum
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_2,60,maximum
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,6,minimum
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,12,maximum
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_1,3.5,minimum
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_2,6,maximum
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruiting_time,mature fruit ,SPRAT_2025_2,NA,value_1,"Oct, Nov",mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,fruiting_time,ripe seeds ,SPRAT_2025_2,NA,value_1,Feb Mar,mode
Macrozamia conferta,Macrozamia,Zamiaceae,Qld,species,pollination_syndrome,NA,WildNet_2025,NA,value_1,Tranes weevil,mode
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_1,70,minimum
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_2,90,maximum
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,8,minimum
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,13,maximum
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_1,4.5,minimum
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_2,5.5,maximum
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia cranei,Macrozamia,Zamiaceae,Qld,species,pollination_syndrome,NA,WildNet_2025,NA,value_1,beetles,mode
Macrozamia johnsonii,Macrozamia,Zamiaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_1,2,mean
Macrozamia johnsonii,Macrozamia,Zamiaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_buds,mode
Macrozamia johnsonii,Macrozamia,Zamiaceae,NSW,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,stem_buds,mode
Macrozamia johnsonii,Macrozamia,Zamiaceae,NSW,species,leaf_length,NA,SPRAT_2025_2,m,value_1,1.5,minimum
Macrozamia johnsonii,Macrozamia,Zamiaceae,NSW,species,leaf_length,NA,SPRAT_2025_2,m,value_2,3,maximum
Macrozamia johnsonii,Macrozamia,Zamiaceae,NSW,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,SPRAT_2025_2,cm,value_1,30,minimum
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,SPRAT_2025_2,cm,value_2,80,maximum
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,12,minimum
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,18,maximum
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_1,7,minimum
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_2,9,maximum
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia lomandroides,Macrozamia,Zamiaceae,Qld,species,pollination_syndrome,NA,WildNet_2025,NA,value_1,Tranes weevil,mode
Macrozamia macdonnellii,Macrozamia,Zamiaceae,NT,species,pollination_system,NA,Mound_2001,NA,value_1,thirps,mode
Macrozamia macdonnellii,Macrozamia,Zamiaceae,NT,species,dispersers,NA,Mound_2001,NA,value_1,wallaby,mode
Macrozamia macdonnellii,Macrozamia,Zamiaceae,NT,species,germination_cues,NA,Mound_2001,NA,value_1,flood rain,mode
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_1,60,minimum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_2,90,maximum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,leaf_length,NA,WildNet_2025,cm,value_1,60,minimum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,leaf_length,NA,WildNet_2025,cm,value_2,90,maximum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,8,minimum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,18,maximum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_1,5,minimum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_2,7,maximum
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia machinii,Macrozamia,Zamiaceae,Qld,species,pollination_syndrome,NA,WildNet_2025,NA,value_1,Tranes weevil,mode
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_1,40,minimum
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_2,75,maximum
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,10,minimum
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,14,maximum
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_1,5,minimum
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_2,7,maximum
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep-Jan,mode
Macrozamia occidua,Macrozamia,Zamiaceae,Qld,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Feb-Apr,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_1,65,minimum
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_2,95,maximum
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,8,minimum
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,14,maximum
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_1,4,minimum
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,fruit_width,female cones ,WildNet_2025,cm,value_2,6,maximum
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct-Jan,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Feb-Apr,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,pollination_syndrome,NA,WildNet_2025,NA,value_1,Tranes weevil,mode
Macrozamia parcifolia,Macrozamia,Zamiaceae,Qld,species,flowering_cues,NA,SPRAT_2025_2,NA,value_1,fire,mode
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_1,50,minimum
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,plant_height,NA,WildNet_2025,cm,value_2,100,maximum
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_stem_buds,mode
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_1,9,minimum
Macrozamia pauli-guilielmi,Macrozamia,Zamiaceae,Qld,species,fruit_length,female cones ,WildNet_2025,cm,value_2,12,maximum
