family,taxa,spauth,infraspecauth,oilcontentval,oilmaterialdesc,moisturestatus,oilnotes,refshort,refdesc
LEGUMINOSAE-MIMOSOIDEAE,Acacia mearnsii,De Wild.,,11.4,Entire seed/nut,Moisture content not stated,,"(Whitesell, 1974)","Whitesell, C.D. 1974. Acacia Mill. In Seeds of Woody Plants in the United States. Agriculture Handbook No 450. Washington DC: Forest Service, USDA. pp. 184-186."
LEGUMINOSAE-MIMOSOIDEAE,Acacia craspedocarpa,F.Muell.,,9.6,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia dictyophleba,F.Muell.,,6.3,Entire seed/nut,Moisture content not stated,,,"Seed Conservation Centre, Adelaide Botanic Gardens, Southern Australia"
LEGUMINOSAE-MIMOSOIDEAE,Acacia dictyophleba,F.Muell.,,8.7,Entire seed/nut,Moisture content not stated,,,"Seed Conservation Centre, Adelaide Botanic Gardens, Southern Australia"
LEGUMINOSAE-MIMOSOIDEAE,Acacia kempeana,F.Muell.,,10.2,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia kempeana,F.Muell.,,37,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia maidenii,F.Muell.,,13.9,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Mount Annan Botanic Garden, New South Wales, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia microcarpa,F.Muell.,,15.5,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia pravissima,F.Muell.,,12.9,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Mount Annan Botanic Garden, New South Wales, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia tenuissima,F.Muell.,,15.6,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia tenuissima,F.Muell.,,16.4,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia tetragonophylla,F.Muell.,,10.5,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia aneura,F.Muell. ex Benth.,,5.8,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aneura,F.Muell. ex Benth.,,5.8,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aneura,F.Muell. ex Benth.,,13.1,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aneura,F.Muell. ex Benth.,,13.1,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aneura,F.Muell. ex Benth.,,37,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aneura,F.Muell. ex Benth.,,37,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cyperophylla,F.Muell. ex Benth.,,12.6,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia murrayana,F.Muell. ex Benth.,,4,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia murrayana,F.Muell. ex Benth.,,5.8,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia quornensis,J.M.Black,,12.3,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia vestita,Ker Gawl.,,11.4,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,13.5,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,13.5,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,13.5,Entire seed/nut,Moisture content not stated,,"(Ng et al., 1993)","Ng, N.Q., Lapido, D.O., Kang, B.T. and Atta-Krah, A.N. 1993. Multipurpose tree and shrub germplasm evaluation and conservation at IITA. In Proceedings of the International Consultation on the Development of the ICRAF MTP-Germplasm Resource Centre, Nairobi"
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,13.5,Entire seed/nut,Moisture content not stated,,"(Reis, et al, 1980)","Reis, G.G. Dos, Brune, A. and Rena, A.B. 1980. Germination of seed of tree species. Pesquisa Agropecuária Brasileira, 15:97-100."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,14,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,14,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,14,Entire seed/nut,Moisture content not stated,,"(Ng et al., 1993)","Ng, N.Q., Lapido, D.O., Kang, B.T. and Atta-Krah, A.N. 1993. Multipurpose tree and shrub germplasm evaluation and conservation at IITA. In Proceedings of the International Consultation on the Development of the ICRAF MTP-Germplasm Resource Centre, Nairobi"
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,14,Entire seed/nut,Moisture content not stated,,"(Reis, et al, 1980)","Reis, G.G. Dos, Brune, A. and Rena, A.B. 1980. Germination of seed of tree species. Pesquisa Agropecuária Brasileira, 15:97-100."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,26.1,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,26.1,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,26.1,Entire seed/nut,Moisture content not stated,,"(Ng et al., 1993)","Ng, N.Q., Lapido, D.O., Kang, B.T. and Atta-Krah, A.N. 1993. Multipurpose tree and shrub germplasm evaluation and conservation at IITA. In Proceedings of the International Consultation on the Development of the ICRAF MTP-Germplasm Resource Centre, Nairobi"
LEGUMINOSAE-MIMOSOIDEAE,Adenanthera pavonina,L.,,26.1,Entire seed/nut,Moisture content not stated,,"(Reis, et al, 1980)","Reis, G.G. Dos, Brune, A. and Rena, A.B. 1980. Germination of seed of tree species. Pesquisa Agropecuária Brasileira, 15:97-100."
LEGUMINOSAE-MIMOSOIDEAE,Acacia acinacea,Lindl.,,16.2,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia aspera,Lindl.,,17.4,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia drummondii,Lindl.,,17.1,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia extensa,Lindl.,,14.2,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia salicina,Lindl.,,13.9,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia dealbata,Link,,11.9,Entire seed/nut,Moisture content not stated,,"(Dent, 1942)","Dent, T.V. 1942. Some records of extreme longevity of seeds of Indian forest plants. Indian Forester, 68:617-631."
LEGUMINOSAE-MIMOSOIDEAE,Acacia dealbata,Link,,11.9,Entire seed/nut,Moisture content not stated,,"(Dent, 1948)","Dent, T.V. 1948. Indian Forest Records. Silviculture. Vol. 7, No 1. Seed Storage, with Particular Reference to the Storage of Seed of Indian Forest Plants. Delhi."
LEGUMINOSAE-MIMOSOIDEAE,Acacia dealbata,Link,,11.9,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
LEGUMINOSAE-MIMOSOIDEAE,Acacia havilandiorum,Maiden,,17.3,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Mount Annan Botanic Garden, New South Wales, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia kybeanensis,Maiden & Blakely,,11.2,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia lateriticola,Maslin,,17.2,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia melanoxylon,R.Br.,,5.9,Entire seed/nut,Moisture content not stated,,"(Albrecht, 1993)","Albrecht, J. 1993. Tree Seed Handbook of Kenya. Nairobi, Kenya: GTZ Forestry Seed Centre Muguga."
LEGUMINOSAE-MIMOSOIDEAE,Acacia melanoxylon,R.Br.,,5.9,Entire seed/nut,Moisture content not stated,,"(Campbell, 1980)","Campbell, M.W. 1980. Plant Propagation for Reforestation in Nepal. Technical Note 1/80. Department of Forestry, Australian National University."
LEGUMINOSAE-MIMOSOIDEAE,Acacia melanoxylon,R.Br.,,5.9,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia melanoxylon,R.Br.,,5.9,Entire seed/nut,Moisture content not stated,,"(Ng et al., 1993)","Ng, N.Q., Lapido, D.O., Kang, B.T. and Atta-Krah, A.N. 1993. Multipurpose tree and shrub germplasm evaluation and conservation at IITA. In Proceedings of the International Consultation on the Development of the ICRAF MTP-Germplasm Resource Centre, Nairobi"
LEGUMINOSAE-MIMOSOIDEAE,Acacia pulchella,R.Br.,,15.9,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia dawsonii,R.T.Baker,,14.8,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Mount Annan Botanic Garden, New South Wales, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia decora,Rchb.,,11.1,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia leprosa,Sieber ex DC.,,16.1,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia obtusata,Sieber ex DC.,,13.2,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia oxycedrus,Sieber ex DC.,,13.1,Entire seed/nut,Moisture content not stated,,"(Doran et al., 1983)","Doran, J.C., Turbull, J.W., Boland, D.J. and Gunn, B.V. 1983. Handbook of Seeds of Dry zone Acacias. Rome, Food and Agriculture Organisations of the United Nations."
LEGUMINOSAE-MIMOSOIDEAE,Acacia penninervis,Sieber ex DC.,,11,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,Sweet ex Lindl.,,9.8,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cowleana,Tate,,8.9,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Greening Australia, Queensland, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cowleana,Tate,,10.1,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Greening Australia, Queensland, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia cowleana,Tate,,12.2,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Greening Australia, Queensland, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia beckleri,Tindale,,9.2,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-MIMOSOIDEAE,Acacia obliquinervia,Tindale,,14.6,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Mount Annan Botanic Garden, New South Wales, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia decurrens,Willd.,,12.3,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by Mount Annan Botanic Garden, New South Wales, Australia."
LEGUMINOSAE-MIMOSOIDEAE,Acacia falcata,Willd.,,11,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia mangium,Willd.,,11.9,Entire seed/nut,Moisture content not stated,,"(Dayan, 1992)","Dayan, M.P. 1992. Seed technology for reforestation species. Canopy International, 18:5-9."
LEGUMINOSAE-MIMOSOIDEAE,Acacia mangium,Willd.,,11.9,Entire seed/nut,Moisture content not stated,,"(Langkamp & Plaisted, 1987)","Langkamp, P. and Plaisted, M. 1987. Appendix 1. Native plant seed usage by the mining industry - a survey. In Germination of Australian Native Plant Seed. (Ed. by P. Langkamp), pp. 135-181. Inkata Press, Melbourne, Syney."
LEGUMINOSAE-MIMOSOIDEAE,Acacia mangium,Willd.,,11.9,Entire seed/nut,Moisture content not stated,,"(Yap and Wong, 1983)","Yap, S.K. and Wong, S.M. 1983. Seed biology of Acacia mangium, Albizia falcataria, Eucalyptus spp., Gmelina arborea, Maesopsis eminii, Pinus caribaea, and Tectona grandis. Malaysian Forester, 46:26-46."
LEGUMINOSAE-MIMOSOIDEAE,Acacia mucronata subsp. mucronata,Willd. ex H.L.Wendl.,,17.8,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,(Jacq.) Benth.,,0.6,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,(Jacq.) Benth.,,0.6,Entire seed/nut,Moisture content not stated,,"(Harrington, 1972)","Harrington, J.F. 1972. Seed storage and longevity. In Seed Biology, Volume III. (Ed. by T.T. Kozlowski). Academic Press, New York & London."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna vexillata,(L.) A.Rich.,,3.1,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,(L.) DC.,,0.6,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,(L.) Pers.,,7,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,(L.) Pers.,,9.2,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.6,Entire seed/nut,Moisture content not stated,,"(Ellis et al., 1989)","Ellis, R.H., Hong, T.D. and Roberts, E.H. 1989. A comparison of the low- moisture-content limit to the logarithmic relation between seed moisture and longevity in twelve species. Annals of Botany, 63:601-611."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.6,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.6,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.7,Entire seed/nut,Moisture content not stated,,"(Ellis et al., 1989)","Ellis, R.H., Hong, T.D. and Roberts, E.H. 1989. A comparison of the low- moisture-content limit to the logarithmic relation between seed moisture and longevity in twelve species. Annals of Botany, 63:601-611."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.7,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.7,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.9,Entire seed/nut,Moisture content not stated,,"(Ellis et al., 1989)","Ellis, R.H., Hong, T.D. and Roberts, E.H. 1989. A comparison of the low- moisture-content limit to the logarithmic relation between seed moisture and longevity in twelve species. Annals of Botany, 63:601-611."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.9,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,0.9,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1,Entire seed/nut,Moisture content not stated,,"(Ellis et al., 1989)","Ellis, R.H., Hong, T.D. and Roberts, E.H. 1989. A comparison of the low- moisture-content limit to the logarithmic relation between seed moisture and longevity in twelve species. Annals of Botany, 63:601-611."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1.1,Entire seed/nut,Moisture content not stated,,"(Ellis et al., 1989)","Ellis, R.H., Hong, T.D. and Roberts, E.H. 1989. A comparison of the low- moisture-content limit to the logarithmic relation between seed moisture and longevity in twelve species. Annals of Botany, 63:601-611."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1.1,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1.1,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1.5,Entire seed/nut,Moisture content not stated,,"(Ellis et al., 1989)","Ellis, R.H., Hong, T.D. and Roberts, E.H. 1989. A comparison of the low- moisture-content limit to the logarithmic relation between seed moisture and longevity in twelve species. Annals of Botany, 63:601-611."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1.5,Entire seed/nut,Moisture content not stated,,"(Hanson et al, 1984)","Hanson, J., Williams, J.T. and Freund, R. 1984. Institutes Conserving Crop Germplasm: The IBPGR Global Network of Genebanks. International Board for Plant Genetic Resources, Rome."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata,(L.) R.Wilczek,,1.5,Entire seed/nut,Moisture content not stated,,"(Priestley, 1986)","Priestley, D.A. 1986. Seed Aging. Cornell University Press."
LEGUMINOSAE-PAPILIONOIDEAE,Indigofera linifolia,(L.f.) Retz.,,3.1,Entire seed/nut,Moisture content not stated,,"(RBG Kew, Wakehurst Place.)","RBG Kew, Wakehurst Place; material provided by University of Queensland, Australia."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania cannabina,(Retz.) Poir.,,6.4,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Castanospermum australe,A.Cunn. & Fraser,,5.8,Embryo+endosperm,Dry weight basis,,"(Grabe, 1989)","Grabe, D.F. 1989. Report of the seed moisture 1986-1989 working group on recalcitrant seeds. Seed Science and Technology, 17S:87-93."
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria alata,Buch.-Ham. ex Roxb.,,2.8,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,L.,,2.5,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,L.,,2.8,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,L.,,7,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,L.,,9.1,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,L.,,2.7,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,L.,,3,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,L.,,4.5,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria quinquefolia,L.,,2.6,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria verrucosa,L.,,3,Entire seed/nut,Moisture content not stated,,,
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,11.3,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,11.3,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,12,Entire seed/nut,Moisture content not stated,,"(Ewart, 1908)","Ewart, A.J. 1908. On the longevity of seeds. Proceedings of the Royal Society Victoria, 21:1-210."
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,12,Entire seed/nut,Moisture content not stated,,"(Kaul, 1979)","Kaul, M.L.H. 1979. The life-span of some indian forest seeds. Beitrage zur Tropischen Lanwirtschaft und Veternarmedzin, 17:283-286."
