CODE,plant,coll,yr,treat,observation,bud_depth_mm,SPECIES,Family,MAXHT_cm,GFORM,STEMCATS,specific_leaf_area_mm2/mg
minlep,clip5,43678,1,c,12,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,12,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,12,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,12,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,12,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,12,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,43678,1,b,12,5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,12,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,12,0,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,12,4,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,12,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,12,-1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,12,-6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,12,-1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,12,-9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,12,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,12,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,12,21,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,12,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn1,43678,1,b,12,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip4,43678,1,c,12,-2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,12,-4,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,43678,1,c,12,0,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,12,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,12,-2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,12,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,12,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,12,-6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,12,-8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,12,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn5,43678,1,b,12,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,12,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,12,17,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 14,43770,1,c,12,-2,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,12,2,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,12,8,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,12,12,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 32,43770,1,b,12,7,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 24,43770,1,b,12,7,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 18,43770,1,b,12,13,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,12,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn a,43770,1,b,12,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,12,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,12,7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn48,43770,1,b,12,7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn32,43770,1,b,12,23,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,12,12,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,13,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,13,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,13,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,13,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,13,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
boswal,clip3,2000,0,c,13,11,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,13,5,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,13,-2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,13,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,13,10,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,13,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn3,2000,0,b,13,2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,13,-4,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,13,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,13,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,13,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,13,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,13,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,13,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,13,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,13,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,13,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,13,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,13,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn2,2000,0,b,13,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,13,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digcoe,burn1,2000,0,b,13,6,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,13,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,13,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,13,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,13,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,13,10,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,13,-4,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,13,-4,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,13,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,13,-1,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eregla,clip3,2000,0,c,13,3,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,13,16,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,13,11,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,13,9,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,13,4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,13,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,13,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,2000,0,b,13,6.5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,13,10,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,13,13,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,13,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn3,2000,0,b,13,8,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn2,2000,0,b,13,6,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn1,2000,0,b,13,8,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
pascon,clip1,2000,0,c,13,4,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,13,-1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,clip3,2000,0,c,13,-1,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip3,2000,0,c,13,-1,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,13,0,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,13,0,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,13,10,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
solsp,clip3,2000,0,c,13,-1,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,13,12,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,13,8,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip1,2000,0,c,13,7,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,13,13,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,13,19,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn1,2000,0,b,13,9,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,13,12,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,13,1,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,13,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip1,2000,0,c,13,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,13,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,13,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,13,13,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,13,6,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip3,43678,1,c,13,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,43678,1,c,13,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,13,3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip5,43678,1,c,13,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,13,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,13,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,13,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,13,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
einnut,c2 1,43678,1,c2,13,-8,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,13,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,13,19,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip7,43678,1,c,13,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip6,43678,1,c,13,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,13,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,13,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,13,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,13,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,13,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,13,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,43678,1,b,13,5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,13,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,13,-1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,13,4,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,13,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,13,-1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,13,-7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,13,-2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,13,-9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,13,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,13,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,13,20,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,13,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn1,43678,1,b,13,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip4,43678,1,c,13,-2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,13,-4,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,43678,1,c,13,0,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,13,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,13,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,13,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,13,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,13,-6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,13,-8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,13,15,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn5,43678,1,b,13,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,13,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,13,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,13,1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,13,8,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,13,12,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 32,43770,1,b,13,7,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 18,43770,1,b,13,11,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,13,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,13,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,13,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn32,43770,1,b,13,23,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,13,12,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,14,5,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,14,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,14,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,14,13,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,14,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
boswal,clip3,2000,0,c,14,4,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,14,6,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,14,-2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,14,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,14,9,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,14,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,14,-4,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,14,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,14,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,14,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,14,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,14,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,14,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,14,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,14,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,14,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,14,8,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,14,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn2,2000,0,b,14,7,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,14,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digcoe,burn1,2000,0,b,14,5,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,14,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,14,7,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,14,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,14,8,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,14,9,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,14,-4,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,14,-4,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,14,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,14,-1,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
eregla,clip3,2000,0,c,14,2,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,14,15,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,14,11,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,14,9,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,14,4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,14,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,14,-2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,2000,0,b,14,6.5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,14,10,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,14,13,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,14,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn3,2000,0,b,14,8,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn1,2000,0,b,14,8,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
pascon,clip1,2000,0,c,14,4,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,14,-2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,14,0,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,14,-1,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,14,10,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
solsp,clip3,2000,0,c,14,-2,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,14,11,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,14,8,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip1,2000,0,c,14,7,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,14,13,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,14,19,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,14,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,14,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,14,5,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip1,2000,0,c,14,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,14,8,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,14,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,14,12,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
callap,clip5,43678,1,c,14,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip3,43678,1,c,14,-2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,43678,1,c,14,-1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,14,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip5,43678,1,c,14,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,14,-2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,14,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,14,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,14,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
einnut,c2 1,43678,1,c2,14,-9,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,14,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,14,17,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip6,43678,1,c,14,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,14,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,14,-4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,14,-3,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,14,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,14,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,14,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,14,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,14,-1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,14,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,14,5,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,14,-1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,14,-8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,14,-3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,14,-11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,14,9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,14,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,14,18,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,14,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn1,43678,1,b,14,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip4,43678,1,c,14,-3,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,14,-5,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
