Site,Plot,site_code,original_code,taxon_code,individual_number,sample_type,Field_name,species_name,Species,Height_(mm),Diameter_(mm),Diameter_at_base_(mm),Flowering,Seeds_or_Buds,Seed_v_sprout,Sample taken,Measured,Leaf_dry_mass,Leaf_dry_mass_2,Leaf_dry_mass_3,Stem-volume,Stem dry weight (g),Stem_specific_density,Biomass_weight,Biomass_weight_2,Biomass_weight_3,Biomass_weight_4,Biomass state (mouldy/fresh),time_since_fire,leaf_scan_n_images,leaf_scan_n_leaves,leaf_scan_compound,leaf_scan_area_tot_cm2,nitrogen_sample_label,nitrogen_sample_pure_mixed,nitrogen_sample_fresh_mouldy,leaf_N_per_dry_mass
Blue Mountains,2,BM-2,,Yellow Round Flower,,individual,Yellow Round Flower,Yellow Round Flower,,674,4,6.4,n,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Acacia Straight Veins,,individual,Acacia Straight Veins,Acacia Straight Veins,,561,2.7,8.2,n,buds,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Acacia Straight Veins,,individual,Acacia Straight Veins,Acacia Straight Veins,,566,3,4.9,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Acacia Straight Veins,,individual,Acacia Straight Veins,Acacia Straight Veins,,607,2.5,7,y,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Acacia Straight Veins,,individual,Acacia Straight Veins,Acacia Straight Veins,,469,2.4,5.2,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Acacia Straight Veins,,individual,Acacia Straight Veins,Acacia Straight Veins,,690,3,7,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-BLRS,BLRS,,pooled_nitrogen_sample,,Blue Leaf Red Stem Eucalyptus,,,,,,,,,,,,,,,,,,,,,14_months,,,,,134,Mixed,Fresh,1.08
Blue Mountains,3,BM-3,BM-3-BS-1,BS,1,individual,BS,Banksia serrata,,121,,3.1,n,,seed,y,1,0.996,,,442.9033031,0.248,5.599416357118606e-4,0.94,,,,,14_months,1,5,FALSE,50.613,,,,
Blue Mountains,3,BM-3,BM-3-BS-2,BS,2,individual,BS,Banksia serrata,,149,,3.4,n,,seed,y,2,0.785,,,307.6849338,0.194,6.305151103891978e-4,0.57,,,,,14_months,1,5,FALSE,48.659,,,,
Blue Mountains,3,BM-3,BM-3-BS-3,BS,3,individual,BS,Banksia serrata,,119,,3.2,n,,seed,y,3,0.591,,,192.2125782,0.116,6.034984863441159e-4,0.34,,,,,14_months,1,5,FALSE,40.887,,,,
Blue Mountains,3,BM-3,,BS,,individual,BS,Banksia serrata,,105,,2.9,n,,seed,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-BS,BS,,pooled_nitrogen_sample,,Banksia serrata,,,,,,,,,,,,,,,,,,,,,14_months,,,,,56,Pure,Fresh,0.53
Blue Mountains,3,BM-3,,Blue Leaf Red Stem Euc,,individual,Blue Leaf Red Stem Euc,Blue Leaf Red Stem Euc,,600,3,6.1,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Blue Leaf Red Stem Euc,,individual,Blue Leaf Red Stem Euc,Blue Leaf Red Stem Euc,,545,2.3,7,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Blue Leaf Red Stem Euc,,individual,Blue Leaf Red Stem Euc,Blue Leaf Red Stem Euc,,642,3.4,13,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-CL-1,CL,1,individual,CL,Xanthosia stellata,,65,,0.7,n,,seed,y,1,0.035,,,37.61729953,0.017,4.5191973406922555e-4,,,,,,14_months,1,5,FALSE,3.265,,,,
Blue Mountains,3,BM-3,BM-3-CL-2,CL,2,individual,CL,Xanthosia stellata,,41,,0.5,n,,seed,y,2,0.02,,,10.40188309,0.007,6.729550735606278e-4,,,,,,14_months,1,5,FALSE,1.945,,,,
Blue Mountains,3,BM-3,BM-3-CL-3,CL,3,individual,CL,Xanthosia stellata,,29,,0.9,n,,seed,y,3,0.014,,,7.465366623,0.005,6.697594709676458e-4,,,,,,14_months,1,5,FALSE,1.602,,,,
Blue Mountains,3,BM-3,,Fake Geebung,,individual,Fake Geebung,Fake Geebung,,571,2.9,5.5,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Mountain Devil,,individual,Fake Mountain Devil,Banksia spinulosa,,846,3.3,8.4,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Mountain Devil,,individual,Fake Mountain Devil,Banksia spinulosa,,936,3,12.7,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Mountain Devil,,individual,Fake Mountain Devil,Banksia spinulosa,,620,2.4,7.9,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Mountain Devil,,individual,Fake Mountain Devil,Banksia spinulosa,,712,3.5,13,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Secret Spike,,individual,Fake Secret Spike,Fake Secret Spike,,279,1.2,3.6,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Secret Spike,,individual,Fake Secret Spike,Fake Secret Spike,,226,1.1,1.5,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Secret Spike,,individual,Fake Secret Spike,Fake Secret Spike,,265,1.2,1.5,y,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Secret Spike,,individual,Fake Secret Spike,Fake Secret Spike,,341,1.1,2,y,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Secret Spike,,individual,Fake Secret Spike,Fake Secret Spike,,208,,1.7,n,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Tufty,,individual,Fake Tufty,Fake Tufty,,201,,1.5,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fake Tufty,,individual,Fake Tufty,Fake Tufty,,136,,2.3,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fuzzy Red Stem Small Leaves,,individual,Fuzzy Red Stem Small Leaves,Fuzzy Red Stem Small Leaves,,219,,1.4,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Fuzzy Red Stem Small Leaves,,individual,Fuzzy Red Stem Small Leaves,Fuzzy Red Stem Small Leaves,,226,,2,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Geebung,,individual,Geebung,Persoonia levis,,245,4.1,4.6,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Geebung,,individual,Geebung,Persoonia levis,,249,3.1,4.1,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Geebung,,individual,Geebung,Persoonia levis,,541,4.2,9,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Geebung,,individual,Geebung,Persoonia levis,,438,4.9,11.9,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Geebung,,individual,Geebung,Persoonia levis,,599,6,6.2,n,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-LBL-1,LBL,1,individual,LBL,Poranthera corymbosa,,141,,2.7,n,,seed,y,1,0.03,,,295.661018,0.151,5.107200165291997e-4,0.15,,,,,14_months,1,5,FALSE,5.433,,,,
Blue Mountains,3,BM-3,BM-3-LBL-2,LBL,2,individual,LBL,Poranthera corymbosa,,118,,2,n,,seed,y,2,0.017,,,125.1445078,0.079,6.312702122433854e-4,0.09,,,,,14_months,1,5,FALSE,2.149,,,,
Blue Mountains,3,BM-3,BM-3-LBL-3,LBL,3,individual,LBL,Poranthera corymbosa,,175,,3,n,,seed,y,3,0.033,,,518.7476329,0.211,4.067488439810864e-4,0.44,,,,,14_months,1,5,FALSE,4.042,,,,
Blue Mountains,3,BM-3,,LBL,,individual,LBL,Poranthera corymbosa,,115,,1.6,n,,seed,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,LBL,,individual,LBL,Poranthera corymbosa,,338,3.4,4,n,,seed,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-LBL,LBL,,pooled_nitrogen_sample,,Poranthera corymbosa,,,,,,,,,,,,,,,,,,,,,14_months,,,,,124,Mixed,Fresh,2.57
Blue Mountains,3,BM-3,BM-3-MSNL-1,MSNL,1,individual,MSNL,Platysace linearifolia,,368,1.2,1.8,y,,seed,y,1,0.007,,,94.45809178,0.061,6.457890356505781e-4,0.51,,,,,14_months,1,5,FALSE,0.267,,,,
Blue Mountains,3,BM-3,BM-3-MSNL-2,MSNL,2,individual,MSNL,Platysace linearifolia,,415,1.2,2.4,y,,seed,y,2,,,,124.4245638,0.075,6.027748678352208e-4,1.05,,,,,14_months,1,5,FALSE,0.698,,,,
Blue Mountains,3,BM-3,BM-3-MSNL-3,MSNL,3,individual,MSNL,Platysace linearifolia,,467,1,3.2,y,,seed,y,3,0.011,,,160.7031893,0.085,5.289254082028353e-4,3.32,,,,,14_months,1,5,FALSE,0.667,,,,
Blue Mountains,3,BM-3,,MSNL,,individual,MSNL,Platysace linearifolia,,411,1.2,2.9,y,,seed,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,MSNL,,individual,MSNL,Platysace linearifolia,,519,1.1,2.6,y,,seed,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-MSNL,MSNL,,pooled_nitrogen_sample,,Platysace linearifolia,,,,,,,,,,,,,,,,,,,,,14_months,,,,,130,Mixed,Fresh,1.14
Blue Mountains,3,BM-3,,Pointy Pink Leptospermum,,individual,Pointy Pink Leptospermum,Pointy Pink Leptospermum,,454,1.1,2,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Pointy Pink Leptospermum,,individual,Pointy Pink Leptospermum,Pointy Pink Leptospermum,,524,1.1,2.1,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Pointy Pink Leptospermum,,individual,Pointy Pink Leptospermum,Pointy Pink Leptospermum,,319,1.3,1.8,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Pointy Pink Leptospermum,,individual,Pointy Pink Leptospermum,Pointy Pink Leptospermum,,345,1.3,1.9,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Pointy Pink Leptospermum,,individual,Pointy Pink Leptospermum,Pointy Pink Leptospermum,,523,1.2,3,n,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Red Seed Pod,,individual,Red Seed Pod,Red Seed Pod,,813,4,5.2,y,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-STL-1,STL,1,individual,STL,Dampiera stricta,,284,1.3,1.8,n,,seed,y,1,0.163,,,207.8198447,0.081,3.8976066081142637e-4,0.7,,,,,14_months,1,5,FALSE,8.932,,,,
Blue Mountains,3,BM-3,BM-3-STL-2,STL,2,individual,STL,Dampiera stricta,,194,,1.3,n,,seed,y,2,0.12,,,117.4233522,0.061,5.194878093422374e-4,0.25,,,,,14_months,1,5,FALSE,7.364,,,,
Blue Mountains,3,BM-3,BM-3-STL-3,STL,3,individual,STL,Dampiera stricta,,325,1.5,2.7,n,,seed,y,3,0.193,,,134.3475002,0.071,5.284802463336046e-4,1.57,,,,,14_months,1,5,FALSE,11.142,,,,
Blue Mountains,3,BM-3,,STL,,individual,STL,Dampiera stricta,,179,,1,n,,seed,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,STL,,individual,STL,Dampiera stricta,,364,1,1.1,n,,seed,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,STL,,individual,STL,Dampiera stricta,,211,,1.4,n,,seed,n,6,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,STL,,individual,STL,Dampiera stricta,,325,1.4,1.3,n,,seed,n,6,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,BM-3-STL,STL,,pooled_nitrogen_sample,,Dampiera stricta,,,,,,,,,,,,,,,,,,,,,14_months,,,,,132,Mixed,Fresh,1.29
Blue Mountains,3,BM-3,,Secret Spike,,individual,Secret Spike,Monocota scoparia,,629,2,7.7,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Secret Spike,,individual,Secret Spike,Monocota scoparia,,409,2,4.1,y,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Secret Spike,,individual,Secret Spike,Monocota scoparia,,375,2.4,2.9,y,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Secret Spike,,individual,Secret Spike,Monocota scoparia,,498,1.9,4.1,y,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Secret Spike,,individual,Secret Spike,Monocota scoparia,,519,3.1,5,y,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,659,2.9,4.5,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,613,2.8,6.2,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,615,2,3.1,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,569,2.9,7,n,seed pods,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Short Whorled Needle Leaves,,individual,Short Whorled Needle Leaves,Acacia ulicifolia,,192,,1.9,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Short Whorled Needle Leaves,,individual,Short Whorled Needle Leaves,Acacia ulicifolia,,146,,1,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Short Whorled Needle Leaves,,individual,Short Whorled Needle Leaves,Acacia ulicifolia,,167,,1.2,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Short Whorled Needle Leaves,,individual,Short Whorled Needle Leaves,Acacia ulicifolia,,211,,1.5,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Short Whorled Needle Leaves,,individual,Short Whorled Needle Leaves,Acacia ulicifolia,,216,,2.1,n,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Spike,,individual,Spike,Daviesia ulicifolia,,241,2,2,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Spike,,individual,Spike,Daviesia ulicifolia,,217,,1.3,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Spike,,individual,Spike,Daviesia ulicifolia,,265,2.1,2.3,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Spike,,individual,Spike,Daviesia ulicifolia,,417,2.7,3.2,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Spike,,individual,Spike,Daviesia ulicifolia,,319,1.8,2,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Thin Leaves  off Branching Stem,,individual,Thin Leaves  off Branching Stem,Thin Leaves  off Branching Stem,,453,1.1,4,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Thin Leaves  off Branching Stem,,individual,Thin Leaves  off Branching Stem,Thin Leaves  off Branching Stem,,374,1.6,2.7,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Thin Leaves  off Branching Stem,,individual,Thin Leaves  off Branching Stem,Thin Leaves  off Branching Stem,,725,1.3,6.1,n,,sprout,n,3,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Thin Leaves  off Branching Stem,,individual,Thin Leaves  off Branching Stem,Thin Leaves  off Branching Stem,,554,1.9,3,n,,sprout,n,4,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Thin Leaves  off Branching Stem,,individual,Thin Leaves  off Branching Stem,Thin Leaves  off Branching Stem,,1035,1.3,6.9,n,,sprout,n,5,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Waratah,,individual,Waratah,Waratah,,546,5.9,7.9,n,,sprout,n,1,,,,,,,,,,,,14_months,,,,,,,,
Blue Mountains,3,BM-3,,Waratah,,individual,Waratah,Waratah,,410,7.1,11.1,n,,sprout,n,2,,,,,,,,,,,,14_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-BWL-1,BWL,1,individual,BWL,Pultenaea daphnoides,,568,1.4,3,n,,seed,y,1,0.072,,,280.6934496,0.128,4.560134915239575e-4,2.05,,,,,15_months,1,5,FALSE,10.208,,,,
Eurobodalla,1,EURO-1,EURO-1-BWL-2,BWL,2,individual,BWL,Pultenaea daphnoides,,814,2,4.5,n,,seed,y,2,0.069,,,736.2167486,0.392,5.324518910299619e-4,5.53,,,,,15_months,1,5,FALSE,8.49,,,,
Eurobodalla,1,EURO-1,EURO-1-BWL-3,BWL,3,individual,BWL,Pultenaea daphnoides,,651,1.9,4,n,,seed,y,4,0.09,,,870.6430286,0.366,4.203789474872733e-4,4.62,,,,,15_months,1,5,FALSE,10.598,,,,
Eurobodalla,1,EURO-1,,BWL,,individual,BWL,Pultenaea daphnoides,,1039,2.1,4.9,n,,seed,n,3,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,BWL,,individual,BWL,Pultenaea daphnoides,,735,3,4.5,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,BWL,,individual,BWL,Pultenaea daphnoides,,845,2,5.3,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-BWL,BWL,,pooled_nitrogen_sample,,Pultenaea daphnoides,,,,,,,,,,,,,,,,,,,,,15_months,,,,,87,Mixed,Slightly mouldy,2.49
Eurobodalla,1,EURO-1,,Blueberry Ash,,individual,Blueberry Ash,Eleocarpus reticulatus,,715,3.6,5.1,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Blueberry Ash,,individual,Blueberry Ash,Eleocarpus reticulatus,,635,3.6,4.8,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Blueberry Ash,,individual,Blueberry Ash,Eleocarpus reticulatus,,461,2.9,4.6,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Blueberry Ash,,individual,Blueberry Ash,Eleocarpus reticulatus,,785,3.8,10,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-DSP-1,DSP,1,individual,DSP,Opercularia aspera,,349,1,1.6,n,,seed,y,1,0.046,,,112.1771107,0.031,2.7634871148450786e-4,0.41,,,,,15_months,1,5,FALSE,13.847,,,,
Eurobodalla,1,EURO-1,EURO-1-DSP-2,DSP,2,individual,DSP,Opercularia aspera,,398,1.5,2,n,,seed,y,2,0.049,,,345.3858629,0.06,1.7371874892682527e-4,0.69,,,,,15_months,1,5,FALSE,11.419,,,,
Eurobodalla,1,EURO-1,EURO-1-DSP-3,DSP,3,individual,DSP,Opercularia aspera,,451,1,1,n,,seed,y,3,0.048,,,154.0547676,0.049,3.1806870221132974e-4,0.44,,,,,15_months,1,5,FALSE,11.928,,,,
Eurobodalla,1,EURO-1,,DSP,,individual,DSP,Opercularia aspera,,678,1.1,2,y,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,DSP,,individual,DSP,Opercularia aspera,,559,0.6,1.1,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-DSP,DSP,,pooled_nitrogen_sample,,Opercularia aspera,,,,,,,,,,,,,,,,,,,,,15_months,,,,,88,Mixed,Slightly mouldy,2.07
Eurobodalla,1,EURO-1,,Euro Eucalyptus,,individual,Euro Eucalyptus,Euro Eucalyptus,,634,2,5.3,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-LVA-1,LVA,1,individual,LVA,Acacia obtusifolia,,855,2,3.5,n,,seed,y,1,0.617,,,565.4309929,0.2,3.537124821797154e-4,3.14,,,,,15_months,1,5,FALSE,57.035,,,,
Eurobodalla,1,EURO-1,EURO-1-LVA-2,LVA,2,individual,LVA,Acacia obtusifolia,,1346,2.4,6.3,n,,seed,y,2,0.672,,,1591.161839,0.638,4.0096487004801775e-4,12.4,,,,,15_months,1,5,FALSE,67.185,,,,
Eurobodalla,1,EURO-1,EURO-1-LVA-3,LVA,3,individual,LVA,Acacia obtusifolia,,1232,2,7,n,,seed,y,3,0.648,,,1201.74842,0.493,4.1023561320762964e-4,11.57,,,,,15_months,1,5,FALSE,67.743,,,,
Eurobodalla,1,EURO-1,,LVA,,individual,LVA,Acacia obtusifolia,,1849,3,10,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,LVA,,individual,LVA,Acacia obtusifolia,,1550,2,7,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-LVA,LVA,,pooled_nitrogen_sample,,Acacia obtusifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,30,Pure,Fresh,2.53
Eurobodalla,1,EURO-1,,Long Veins Acacia,,individual,Long Veins Acacia,Acacia obtusifolia,,498,2.3,4,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-MSFL-1,MSFL,1,individual,MSFL,Gonocarpus humilis,,231,1.9,2,n,,seed,y,1,0.039,,,157.0497177,0.076,4.8392318759322414e-4,0.49,,,,,15_months,1,5,FALSE,6.182,,,,
Eurobodalla,1,EURO-1,EURO-1-MSFL-2,MSFL,2,individual,MSFL,Gonocarpus humilis,,298,1,1.9,n,,seed,y,2,0.088,,,153.93804,0.057,3.7027884725568806e-4,0.67,,,,,15_months,1,5,FALSE,12.55,,,,
Eurobodalla,1,EURO-1,EURO-1-MSFL-3,MSFL,3,individual,MSFL,Gonocarpus humilis,,351,1.3,2,n,,seed,y,3,0.076,,,157.8900654,0.061,3.863447636522418e-4,0.74,,,,,15_months,1,5,FALSE,9.882,,,,
Eurobodalla,1,EURO-1,,MSFL,,individual,MSFL,Gonocarpus humilis,,281,1.2,1.5,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,MSFL,,individual,MSFL,Gonocarpus humilis,,357,1,1,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,MSFL,,individual,MSFL,Gonocarpus humilis,,310,1.1,1.5,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-MSFL,MSFL,,pooled_nitrogen_sample,,Gonocarpus humilis,,,,,,,,,,,,,,,,,,,,,15_months,,,,,86,Mixed,Slightly mouldy,1.63
Eurobodalla,1,EURO-1,EURO-1-MSWNL-1,MSWNL,1,individual,MSWNL,Acacia brownii,,791,1.4,5,y,,seed,y,1,0.004,,,695.5922315,0.278,3.9965943754218024e-4,4.81,,,,,15_months,1,5,FALSE,0.269,,,,
Eurobodalla,1,EURO-1,EURO-1-MSWNL-2,MSWNL,2,individual,MSWNL,Acacia brownii,,797,1.9,4,y,,seed,y,2,0.005,,,640.6304716,0.271,4.230207772089997e-4,4.14,,,,Mouldy,15_months,1,5,FALSE,0.28800000000000003,,,,
Eurobodalla,1,EURO-1,EURO-1-MSWNL-3,MSWNL,3,individual,MSWNL,Acacia brownii,,845,1.6,4,y,,seed,y,3,0.005,,,750.4372637,0.32,4.2641805715011165e-4,4.17,,,,,15_months,1,5,FALSE,0.28500000000000003,,,,
Eurobodalla,1,EURO-1,,MSWNL,,individual,MSWNL,Acacia brownii,,741,1,3.1,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,MSWNL,,individual,MSWNL,Acacia brownii,,845,1,4.4,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,MSWNL,,individual,MSWNL,Acacia brownii,,844,1.4,4,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-MSWNL,MSWNL,,pooled_nitrogen_sample,,Acacia brownii,,,,,,,,,,,,,,,,,,,,,15_months,,,,,90,Mixed,Mouldy,2.24
Eurobodalla,1,EURO-1,,Purple Tip Eucalyptus,,individual,Purple Tip Eucalyptus,Purple Tip Eucalyptus,,802,2.6,7.5,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Purple Tip Eucalyptus,,individual,Purple Tip Eucalyptus,Purple Tip Eucalyptus,,496,2.9,4.3,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Purple Tip Eucalyptus,,individual,Purple Tip Eucalyptus,Purple Tip Eucalyptus,,475,1.1,3.1,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Purple Tip Eucalyptus,,individual,Purple Tip Eucalyptus,Purple Tip Eucalyptus,,696,1.5,7.5,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,,Purple Tip Eucalyptus,,individual,Purple Tip Eucalyptus,Purple Tip Eucalyptus,,581,3.5,5.6,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Eurobodalla,1,EURO-1,EURO-1-SLFS-1,SLFS,1,individual,SLFS,Brunoniella australis,,200,,2,y,,seed,y,1,0.021,,,67.74128972,0.033,4.871475009761595e-4,0.57,,,,,15_months,1,5,FALSE,2.326,,,,
