spectrum.label,cell.type,P,Ca,species,sample,biological.rep,site.id,GPS coords,latitude (deg),longitude (deg)
hyp 1,HY,0,2.49500998,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 2,HY,6.457862448,7.48502994,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 3,HY,3.228931224,0,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 4,HY,0,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 5,HY,0,2.49500998,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 6,HY,0,0,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 7,HY,0,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 8,HY,3.228931224,2.49500998,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 9,HY,3.228931224,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 10,HY,0,0,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 1,PM,12.9157249,9.98003992,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 2,PM,12.9157249,9.98003992,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 3,PM,12.9157249,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 4,PM,9.686793671,7.48502994,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 1,SC,0,19.96007984,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 2,SC,0,22.45508982,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 3,SC,0,22.45508982,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 4,SC,3.228931224,24.9500998,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 5,SC,0,27.44510978,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 1,SM.Ca,6.457862448,214.5708583,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 2,SM.Ca,6.457862448,369.261477,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 3,SM.Ca,3.228931224,207.0858283,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 4,SM.Ca,6.457862448,132.2355289,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 5,SM.Ca,9.686793671,364.2714571,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 6,SM.Ca,12.9157249,274.4510978,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 7,SM.Ca,6.457862448,247.005988,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 8,SM.Ca,12.9157249,152.1956088,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 1,EP,3.228931224,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 2,EP,3.228931224,7.48502994,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 3,EP,6.457862448,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 4,EP,3.228931224,2.49500998,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 5,EP,9.686793671,14.97005988,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 1,HY,6.457862448,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 2,HY,6.457862448,0,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 3,HY,9.686793671,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 4,HY,0,7.48502994,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 5,HY,0,2.49500998,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 6,HY,0,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 7,HY,0,2.49500998,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 8,HY,0,7.48502994,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 9,HY,3.228931224,7.48502994,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 1,PM,22.60251857,22.45508982,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 2,PM,12.9157249,22.45508982,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 3,PM,9.686793671,29.94011976,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 4,PM,19.37358734,19.96007984,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 5,PM,16.14465612,19.96007984,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 6,PM,12.9157249,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 7,PM,16.14465612,4.99001996,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 8,PM,12.9157249,2.49500998,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 9,PM,29.06038101,9.98003992,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 10,PM,29.06038101,7.48502994,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 1,SC,3.228931224,22.45508982,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 2,SC,0,22.45508982,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 3,SC,0,14.97005988,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 1,SM.Ca,9.686793671,518.9620758,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 2,SM.Ca,3.228931224,329.3413174,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 3,SM.Ca,0,52.39520958,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 4,SM.Ca,9.686793671,321.8562874,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 5,SM.Ca,6.457862448,92.31536926,Banksia prionotes,BPA3_02_HM1,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 1,EP,6.457862448,7.48502994,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 2,EP,0,4.99001996,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 3,EP,0,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 4,EP,0,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 5,EP,0,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 6,EP,6.457862448,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 1,HY,3.228931224,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 2,HY,6.457862448,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 3,HY,9.686793671,7.48502994,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 4,HY,3.228931224,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 5,HY,0,7.48502994,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 6,HY,0,2.49500998,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 7,HY,0,9.98003992,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 8,HY,16.14465612,0,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 1,PM,16.14465612,12.4750499,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 2,PM,16.14465612,9.98003992,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 3,PM,29.06038101,9.98003992,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 4,PM,22.60251857,7.48502994,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 5,PM,22.60251857,12.4750499,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 6,PM,25.83144979,4.99001996,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 7,PM,12.9157249,12.4750499,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 8,PM,25.83144979,17.46506986,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 1,SC,0,17.46506986,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 2,SC,3.228931224,22.45508982,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 1,SM.Ca,19.37358734,371.756487,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 2,SM.Ca,3.228931224,391.7165669,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 3,SM.Ca,6.457862448,421.6566866,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 4,SM.Ca,9.686793671,349.3013972,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 5,SM.Ca,3.228931224,436.6267465,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 6,SM.Ca,6.457862448,444.1117764,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 7,SM.Ca,3.228931224,419.1616766,Banksia prionotes,BPA3_02_HM2,3,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
ep 1,EP,3.228931224,122.255489,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,6.457862448,132.2355289,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,6.457862448,109.7804391,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,6.457862448,152.1956088,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,6.457862448,154.6906188,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,6.457862448,127.245509,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,9.686793671,212.0758483,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,12.9157249,19.96007984,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,12.9157249,17.46506986,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,12.9157249,14.97005988,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,12.9157249,17.46506986,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,6.457862448,19.96007984,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,19.37358734,27.44510978,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,9.686793671,39.92015968,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 1,IP,6.457862448,39.92015968,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 2,IP,3.228931224,24.9500998,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 3,IP,0,39.92015968,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 4,IP,3.228931224,17.46506986,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 5,IP,0,52.39520958,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 6,IP,0,52.39520958,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 7,IP,0,37.4251497,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 8,IP,6.457862448,32.43512974,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 9,IP,0,42.41516966,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 10,IP,12.9157249,14.97005988,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,47.40518962,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,6.457862448,24.9500998,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,27.44510978,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,0,34.93013972,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  1,IP,6.457862448,17.46506986,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  2,IP,6.457862448,27.44510978,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  3,IP,3.228931224,7.48502994,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  4,IP,3.228931224,29.94011976,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  5,IP,0,22.45508982,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  6,IP,3.228931224,37.4251497,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col  7,IP,3.228931224,47.40518962,Hakea incrassata,HI1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,3.228931224,119.760479,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,0,99.8003992,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,3.228931224,157.1856287,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,3.228931224,107.2854291,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,0,199.6007984,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,6.457862448,174.6506986,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,9.686793671,149.7005988,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 8,EP,0,197.1057884,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 9,EP,16.14465612,137.2255489,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 10,EP,0,124.750499,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,19.37358734,7.48502994,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,9.686793671,4.99001996,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,6.457862448,12.4750499,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,12.9157249,12.4750499,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,12.9157249,17.46506986,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 1,IP,6.457862448,14.97005988,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 2,IP,0,22.45508982,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 3,IP,0,9.98003992,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 4,IP,3.228931224,22.45508982,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 5,IP,0,32.43512974,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 6,IP,3.228931224,9.98003992,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 7,IP,0,44.91017964,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 8,IP,6.457862448,22.45508982,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 9,IP,9.686793671,2.49500998,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 10,IP,0,17.46506986,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,0,29.94011976,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,3.228931224,29.94011976,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,0,37.4251497,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,0,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,0,24.9500998,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 6,SC,6.457862448,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 7,SC,3.228931224,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 8,SC,6.457862448,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,6.457862448,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,0,32.43512974,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,3.228931224,54.89021956,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,3.228931224,57.38522954,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,6.457862448,67.36526946,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,3.228931224,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,0,44.91017964,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,3.228931224,34.93013972,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 9,IP,3.228931224,39.92015968,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 10,IP,9.686793671,54.89021956,Hakea incrassata,HI1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,3.228931224,14.97005988,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,0,37.4251497,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,6.457862448,32.43512974,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,9.686793671,17.46506986,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,3.228931224,32.43512974,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,3.228931224,27.44510978,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,0,37.4251497,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
