sort,noOfSpp,Intro,Nat,End,Status,aSpecies,SFCode,SFamily,FCode,Family,Taxon,habit,lifespan,sex type,fruit,habit_conserved,lifespan_conserved,sex_type_conserved,fruit_conserved,category
3580,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Archirhodomyrtus beckleri ,3,2,1,2,,,,,complete_species_name
3581,5,0,5,9999,1,1,142,Myrtaceae,154,Myrtaceae,Astartia,2,2,1,3,,,,,all_traits_conserved
3582,4,0,4,9999,1,1,142,Myrtaceae,154,Myrtaceae,Asteromyrtus,8,2,1,2,,,,,all_traits_conserved
3583,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Asteromyrtus angustifolia ,3,2,1,2,,,,,complete_species_name
3584,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Asteromyrtus brassii ,3,2,1,2,,,,,complete_species_name
3585,2,0,2,9999,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus,2,2,1,2,,,,,all_traits_conserved
3586,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus dallachiana ,3,2,1,2,,,,,complete_species_name
3587,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus floribunda ,3,2,1,2,,,,,complete_species_name
3588,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus fragrantissima ,3,2,1,2,,,,,complete_species_name
3589,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus gonoclada ,3,2,1,2,,,,,complete_species_name
3590,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus hillii ,3,2,1,2,,,,,complete_species_name
3591,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus lasioclada ,3,2,1,2,,,,,complete_species_name
3592,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus minutiflora ,3,2,1,2,,,,,complete_species_name
3593,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Annan River B H 25539 R F K) ,3,2,1,2,,,,,complete_species_name
3594,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Bamaga B H 10235) ,3,2,1,2,,,,,complete_species_name
3595,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Byerstown Range G P G 2037) ,3,2,1,2,,,,,complete_species_name
3596,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Cape Flattery L J W 13537) ,3,2,1,2,,,,,complete_species_name
3597,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Danbulla L S S 10123) ,3,2,1,2,,,,,complete_species_name
3598,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Forty Mile Scrub G C S 1785) ,3,2,1,2,,,,,complete_species_name
3599,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Gillies B G 1484) ,3,2,1,2,,,,,complete_species_name
3600,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Leo Creek B G 5244) ,3,2,1,2,,,,,complete_species_name
3601,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Mc Ilwraith Range B H 11148) ,3,2,1,2,,,,,complete_species_name
3602,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Mt Lewis B G 831) ,3,2,1,2,,,,,complete_species_name
3603,2,0,2,1,1,1,142,Myrtaceae,154,Myrtaceae,Austromyrtus sp. (Windsor Tableland B G 412) ,3,2,1,2,,,,,complete_species_name
3604,4,0,4,9999,1,1,142,Myrtaceae,154,Myrtaceae,Backhousia,3,2,1,21,,,,,all_traits_conserved
3605,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Backhousia angustifolia ,3,2,1,3,,,,,complete_species_name
3606,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Backhousia bancroftii ,3,2,1,3,,,,,complete_species_name
3607,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Backhousia hughesii ,3,2,1,3,,,,,complete_species_name
3608,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Backhousia kingii,3,2,1,3,,,,,complete_species_name
3609,68,0,68,9999,1,1,142,Myrtaceae,154,Myrtaceae,Baeckea,2,2,1,3,,,,,traits_conserved
3610,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Baeckea kandos ,2,2,1,3,,,,,complete_species_name
3611,2,0,2,9999,1,1,142,Myrtaceae,154,Myrtaceae,Balaustion,2,2,1,10,,,,,all_traits_conserved
3612,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Barongia lophandra ,3,2,1,3,,,,,complete_species_name
3613,17,0,17,9999,1,1,142,Myrtaceae,154,Myrtaceae,Beaufortia,2,2,2,3,,,,,all_traits_conserved
3614,17,0,17,9999,1,1,142,Myrtaceae,154,Myrtaceae,Callistemon,2,2,1,3,,yes,yes,yes,genus_not_conserved
3615,11,0,11,9999,1,1,142,Myrtaceae,154,Myrtaceae,Callistemon,3,2,1,3,,yes,yes,yes,genus_not_conserved
3616,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Callistemon recurvus ,3,2,1,3,,,,,complete_species_name
3617,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Callistemon viminalis ,3,2,1,3,,,,,complete_species_name
3618,30,0,30,9999,1,1,142,Myrtaceae,154,Myrtaceae,Calothamnus,2,2,1,3,,,,,traits_conserved
3619,75,0,75,9999,1,1,142,Myrtaceae,154,Myrtaceae,Calytrix,2,2,1,16,,,,,traits_conserved
3620,1,0,1,1,22,0,142,Myrtaceae,154,Myrtaceae,Calytrix breviseta subsp. breviseta,2,2,1,16,,,,,complete_species_name
3621,23,0,23,9999,1,1,142,Myrtaceae,154,Myrtaceae,Chamelaucium,2,2,1,16,,,,,all_traits_conserved
3622,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Chamelaucium sp. Gingin (N. G. Marchant s.n. 4/11/1988) ,2,2,1,16,,,,,complete_species_name
3623,2,0,2,9999,1,1,142,Myrtaceae,154,Myrtaceae,Choricarpia,3,2,1,9,,,,,all_traits_conserved
3624,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Cleistocalyx fullagarii (F. Muell.) Merr. & L. M. Perry ,3,2,1,6,,,,,complete_species_name
3625,3,0,3,9999,1,1,142,Myrtaceae,154,Myrtaceae,Conothamnus,2,2,2,3,,,,,all_traits_conserved
3626,77,0,77,77,1,1,142,Myrtaceae,154,Myrtaceae,Corymbia,3,2,1,3,,,,,traits_conserved
3627,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Corymbia intermedia ,3,2,1,3,,,,,complete_species_name
3628,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Corymbia tessellaris ,3,2,1,3,,,,,complete_species_name
3629,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Corymbia torelliana ,3,2,1,3,,,,,complete_species_name
3630,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Corynanthera flava,2,2,1,17,,,,,complete_species_name
3631,37,0,37,9999,1,1,142,Myrtaceae,154,Myrtaceae,Darwinia,2,2,1,9,,,,,traits_conserved
3632,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia acerosa ,2,2,1,9,,,,,complete_species_name
3633,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia apiculata ,2,2,1,9,,,,,complete_species_name
3634,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia carnea ,2,2,1,9,,,,,complete_species_name
3635,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia chapmaniana Marchant & Keighery ms. ,2,2,1,9,,,,,complete_species_name
3636,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia collina ,2,2,1,9,,,,,complete_species_name
3637,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia ferricola N. G. Marchant & Keighery ms. ,2,2,1,9,,,,,complete_species_name
3638,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia oxylepis ,2,2,1,9,,,,,complete_species_name
3639,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia sp. Carnamah (J. Coleby- Williams 148) ,2,2,1,9,,,,,complete_species_name
3640,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia sp. Williamson (G. J. Keighery 12717) ,2,2,1,9,,,,,complete_species_name
3641,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Darwinia wittwerorum ,2,2,1,9,,,,,complete_species_name
3642,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Decaspermum humile ,3,2,1,2,,,,,complete_species_name
3643,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Decaspermum sp. Mt Morgan (D. Hoy 71) ,3,2,1,2,,,,,complete_species_name
3644,15,0,15,9999,1,1,142,Myrtaceae,154,Myrtaceae,Eremaea,2,2,1,3,,,,,all_traits_conserved
3645,380,0,380,370,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus,3,2,1,3,,,,,traits_conserved
3646,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus absita ,3,2,1,3,,,,,complete_species_name
3647,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus balanites ,3,2,1,3,,,,,complete_species_name
3648,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus beardiana ,3,2,1,3,,,,,complete_species_name
3649,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus bennettiae ,3,2,1,3,,,,,complete_species_name
3650,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus brevipes ,3,2,1,3,,,,,complete_species_name
3651,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus burdettiana ,3,2,1,3,,,,,complete_species_name
3652,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus conglomerata ,3,2,1,3,,,,,complete_species_name
3653,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus copulans ,3,2,1,3,,,,,complete_species_name
3654,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus crebra ,3,2,1,3,,,,,complete_species_name
3655,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus crenulata ,3,2,1,3,,,,,complete_species_name
3656,1,0,1,1,22,0,142,Myrtaceae,154,Myrtaceae,Eucalyptus crucis subsp. praecipua,3,2,1,3,,,,,complete_species_name
3657,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus cuprea ,3,2,1,3,,,,,complete_species_name
3658,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus dolorosa ,3,2,1,3,,,,,complete_species_name
3659,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus grandis ,3,2,1,3,,,,,complete_species_name
3660,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus graniticola Brooker & Hopper ms. ,3,2,1,3,,,,,complete_species_name
3661,1,0,1,1,22,0,142,Myrtaceae,154,Myrtaceae,Eucalyptus gunnii subsp. divaricata,3,2,1,3,,,,,complete_species_name
3662,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus houseana ,3,2,1,3,,,,,complete_species_name
3663,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus imlayensis ,3,2,1,3,,,,,complete_species_name
3664,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus impensa ,3,2,1,3,,,,,complete_species_name
3665,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus insularis ,3,2,1,3,,,,,complete_species_name
3666,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus leprophloia ,3,2,1,3,,,,,complete_species_name
3667,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus macta ,3,2,1,3,,,,,complete_species_name
3668,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus morrisbyi ,3,2,1,3,,,,,complete_species_name
3669,1,0,1,1,22,0,142,Myrtaceae,154,Myrtaceae,Eucalyptus pachycalyx subsp. banyabba,3,2,1,3,,,,,complete_species_name
3670,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus pellita ,3,2,1,3,,,,,complete_species_name
3671,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus phylacis ,3,2,1,3,,,,,complete_species_name
3672,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus pruiniramis ,3,2,1,3,,,,,complete_species_name
3673,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus recurva ,3,2,1,3,,,,,complete_species_name
3674,1,0,1,1,22,0,142,Myrtaceae,154,Myrtaceae,Eucalyptus rhodantha var. petiolaris,3,2,1,3,,,,,complete_species_name
3675,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus sp. Howes Swamp Creek (M. Doherty 19/7/1985 N S W 207054) ,3,2,1,3,,,,,complete_species_name
3676,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Eucalyptus tereticornis ,3,2,1,3,,,,,complete_species_name
3677,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Eugenia reinwardtiana ,3,2,1,2,,,,,complete_species_name
3678,11,0,11,9999,1,1,142,Myrtaceae,154,Myrtaceae,Homalocalyx,2,2,1,10,,,,,all_traits_conserved
3679,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Homalospermum,3,2,1,3,,,,,all_traits_conserved
3680,8,0,8,9999,1,1,142,Myrtaceae,154,Myrtaceae,Homoranthus,2,2,1,9,,,,,all_traits_conserved
3681,13,0,13,9999,1,1,142,Myrtaceae,154,Myrtaceae,Hypocalymma,2,2,1,3,,,,,all_traits_conserved
3682,1,0,1,1,22,1,142,Myrtaceae,154,Myrtaceae,Hypocalymma longifolium ,2,2,1,3,,,,,complete_species_name
3683,2,0,2,9999,1,1,142,Myrtaceae,154,Myrtaceae,Kunzea,3,2,1,3,,yes,yes,yes,genus_not_conserved
3684,33,0,33,9999,1,1,142,Myrtaceae,154,Myrtaceae,Kunzea,2,2,1,3,,yes,yes,yes,genus_not_conserved
3685,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Lamarchea hakeifolia Gaudich,2,2,1,29,,,,,complete_species_name
3686,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Lamarchea sulcata A. S. George,2,2,1,29,,,,,complete_species_name
3687,61,0,61,9999,1,1,142,Myrtaceae,154,Myrtaceae,Leptospermum,2,2,1,3,,yes,,yes,genus_not_conserved
3688,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Leptospermum,2,2,2,3,,yes,,yes,genus_not_conserved
3689,5,0,5,9999,1,1,142,Myrtaceae,154,Myrtaceae,Leptospermum,2,2,1,3,,yes,,yes,genus_not_conserved
3690,6,0,6,9999,1,1,142,Myrtaceae,154,Myrtaceae,Leptospermum,3,2,1,3,,yes,,yes,genus_not_conserved
3691,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Leptospermum wooroonooran ,3,2,1,3,,,,,complete_species_name
3692,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Lindsayomyrtus racemoides ,3,2,1,3,,,,,complete_species_name
3693,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Lophostemon confertus ,3,2,1,3,,,,,complete_species_name
3694,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Lophostemon grandiflorus ssp. riparius ,3,2,1,3,,,,,complete_species_name
3695,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Lophostemon lactifluus ,3,2,1,3,,,,,complete_species_name
3696,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Lophostemon suaveolens ,3,2,1,3,,,,,complete_species_name
3697,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Lysicarpus,3,2,2,3,,,,,all_traits_conserved
3698,6,0,6,9999,1,1,142,Myrtaceae,154,Myrtaceae,Malleostemon,2,2,1,16,,,,,all_traits_conserved
3699,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca acacioides F. Muell.,3,2,1,3,,,,,complete_species_name
3700,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca acuminata F. Muell.  ,2,2,1,3,,,,,complete_species_name
3701,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca adenostyla K. J. Cowley  ,3,2,1,3,,,,,complete_species_name
3702,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca adnata Turcz.  ,3,2,1,3,,,,,complete_species_name
3703,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca agathosmoides C. A. Gardner  ,2,2,1,3,,,,,complete_species_name
3704,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca alsophila A. Cunn. ex Benth.,3,2,1,3,,,,,complete_species_name
3705,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca alternifolia,3,2,1,3,,,,,complete_species_name
3706,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca amydra Craven  ,2,2,1,3,,,,,complete_species_name
3707,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca apodocephala Turcz.  ,2,2,1,3,,,,,complete_species_name
3708,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca apostiba K. J. Cowley  ,8,2,1,3,,,,,complete_species_name
3709,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca araucarioides Barlow  ,2,2,1,3,,,,,complete_species_name
3710,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca arcana S. T. Blake,8,2,1,3,,,,,complete_species_name
3711,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca argentea ,3,2,1,3,,,,,complete_species_name
3712,1,1,0,0,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca armillaris (Sol. ex Gaertn.) Sm.  ,3,2,1,3,,,,,introduced
3713,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca aspalathoides Schauer  ,2,2,1,3,,,,,complete_species_name
3714,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca barlowii Craven  ,2,2,1,3,,,,,complete_species_name
3715,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca basicephala Benth.  ,2,2,1,3,,,,,complete_species_name
3716,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca beardii Craven  ,2,2,1,3,,,,,complete_species_name
3717,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca biconvexa,3,2,1,3,,,,,complete_species_name
3718,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca bisulcata F. Muell.  ,2,2,1,3,,,,,complete_species_name
3719,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca blaeriifolia Turcz.  ,2,2,1,3,,,,,complete_species_name
3720,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca boeophylla Craven  ,2,2,1,3,,,,,complete_species_name
3721,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca borialis,8,2,1,3,,,,,complete_species_name
3722,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca bracteata ,3,2,1,3,,,,,complete_species_name
3723,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca bracteosa Turcz.  ,2,2,1,3,,,,,complete_species_name
3724,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca brevifolia Turcz.  ,2,2,1,3,,,,,complete_species_name
3725,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca bromelioides Barlow  ,2,2,1,3,,,,,complete_species_name
3726,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca brophyi Craven  ,2,2,1,3,,,,,complete_species_name
3727,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca caeca Craven  ,2,2,1,3,,,,,complete_species_name
3728,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cajuputi Powell  ,3,2,1,3,,,,,complete_species_name
3729,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca calothamnoides F. Muell.  ,2,2,1,3,,,,,complete_species_name
3730,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca calycina R. Br.  ,2,2,1,3,,,,,complete_species_name
3731,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca calyptroides Craven  ,2,2,1,3,,,,,complete_species_name
3732,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca campanae Craven  ,2,2,1,3,,,,,complete_species_name
3733,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca camptoclada F. C. Quinn  ,2,2,1,3,,,,,complete_species_name
3734,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca capitata,2,2,1,3,,,,,complete_species_name
3735,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cardiophylla F. Muell.  ,2,2,1,3,,,,,complete_species_name
3736,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca carrii Craven  ,2,2,1,3,,,,,complete_species_name
3737,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cheelii C. T. White,3,2,1,3,,,,,complete_species_name
3738,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca ciliosa Turcz.  ,2,2,1,3,,,,,complete_species_name
3739,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca citrolens Barlow,8,2,1,3,,,,,complete_species_name
3740,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca clarksonii Barlow,8,2,1,3,,,,,complete_species_name
3741,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca clavifolia Craven  ,2,2,1,3,,,,,complete_species_name
3742,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cliffortioides Diels  ,2,2,1,3,,,,,complete_species_name
3743,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca coccinea A. S. George  ,2,2,1,3,,,,,complete_species_name
3744,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca concinna Turcz.  ,2,2,1,3,,,,,complete_species_name
3745,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca condylosa Craven  ,2,2,1,3,,,,,complete_species_name
3746,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca conothamnoides C. A. Gardner  ,2,2,1,3,,,,,complete_species_name
3747,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cordata Turcz.  ,2,2,1,3,,,,,complete_species_name
3748,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca coronicarpa D. A. Herb.  ,2,2,1,3,,,,,complete_species_name
3749,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca croxfordiae Craven  ,3,2,1,3,,,,,complete_species_name
3750,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca ctenoides F. C. Quinn  ,3,2,1,3,,,,,complete_species_name
3751,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cucullata Turcz.  ,3,2,1,3,,,,,complete_species_name
3752,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca cuticularis Labill.  ,3,2,1,3,,,,,complete_species_name
3753,1,0,1,0,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca dealbata ,3,2,1,3,,,,,complete_species_name
3754,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca deanei,2,2,1,3,,,,,complete_species_name
3755,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca decora (Salisb.) Britten,3,2,1,3,,,,,complete_species_name
3756,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca decussata R. Br. W. T. Aiton more ,2,2,1,3,,,,,complete_species_name
3757,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca delta Craven  ,2,2,1,3,,,,,complete_species_name
3758,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca dempta (Barlow) Craven  ,2,2,1,3,,,,,complete_species_name
3759,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca densa R. Br.  ,2,2,1,3,,,,,complete_species_name
3760,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca densispicata,3,2,1,3,,,,,complete_species_name
3761,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca depauperata Turcz.  ,2,2,1,3,,,,,complete_species_name
3762,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca depressa Diels  ,2,2,1,3,,,,,complete_species_name
3763,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca diosmatifolia Dum. Cours.,2,2,1,3,,,,,complete_species_name
3764,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca diosmifolia Andrews  ,2,2,1,3,,,,,complete_species_name
3765,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca dissitiflora F. Muell.  ,3,2,1,3,,,,,complete_species_name
3766,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca eleutherostachya F. Muell. - N U G T E P,2,2,1,3,,,,,complete_species_name
3767,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca elliptica Labill.  ,3,2,1,3,,,,,complete_species_name
3768,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca ericifolia,3,2,1,3,,,,,complete_species_name
3769,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca eulobata Craven  ,2,2,1,3,,,,,complete_species_name
3770,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca eurystoma Barlow ex Craven  ,2,2,1,3,,,,,complete_species_name
3771,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca eximia (K. J. Cowley) Craven  ,2,2,1,3,,,,,complete_species_name
3772,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca fabri Craven  ,2,2,1,3,,,,,complete_species_name
3773,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca filifolia F. Muell.  ,2,2,1,3,,,,,complete_species_name
3774,1,0,1,1,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca fissurata Barlow  ,2,2,1,3,,,,,complete_species_name
3775,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca fluviatilis Barlow,8,2,1,3,,,,,complete_species_name
3776,1,0,1,9999,1,1,142,Myrtaceae,154,Myrtaceae,Melaleuca foliolosa A. Cunn. ex Benth.,8,2,1,3,,,,,complete_species_name
