dicot,family,genus,species,species_name,endemic to Tasmania,native to New Zealand,native to South America,"habit (s=woody, p=perennial herb, a=annual herb)",dioecious (d=dioecious; h=hermaphrodite or monoecious),"habitat (d=dry forests  woodlands and heaths; c=coastal, sm=saltmarsh; e=estuarine; wf=wet forest; b= waterlogged peats; rf=temperate rainforest; a = aquatic)",alpine (0=absent from alpine; 1= both alpine and lowland; 2= predominantly alpine),fleshy fruit (1=present),seed length (cm),seed width (cm),propagule traits
m,Cyperaceae,Schoenoplectus,validus,Schoenoplectus validus,0,1,0,p,h,b,0,0,0.225,0.15,none
m,Cyperaceae,Schoenus,absconditus,Schoenus absconditus,1,0,0,p,h,d,0,0,0.1,0.08,none
m,Cyperaceae,Schoenus,apogon,Schoenus apogon,0,1,0,p,h,b/d,1,0,0.09,0.08,none
m,Cyperaceae,Schoenus,biglumis,Schoenus biglumis,1,0,0,p,h,b,0,0,0.1,0.08,none
m,Cyperaceae,Schoenus,brevifolius,Schoenus brevifolius,0,1,0,p,h,a,0,0,0.15,0.1,none
m,Cyperaceae,Schoenus,calyptratus,Schoenus calyptratus,0,0,0,p,h,b,2,0,0.17,0.12,none
m,Cyperaceae,Schoenus,carsei,Schoenus carsei,0,1,0,p,h,b,0,0,0.17,0.12,none
m,Cyperaceae,Schoenus,fluitans,Schoenus fluitans,0,1,0,p,h,a,0,0,0.11,0.08,none
m,Cyperaceae,Schoenus,latelaminatus,Schoenus latelaminatus,0,0,0,p,h,b,0,0,0.15,0.12,none
m,Cyperaceae,Schoenus,lepidosperma,Schoenus lepidosperma,0,0,0,p,h,b,0,0,0.225,0.15,none
m,Cyperaceae,Schoenus,maschalinus,Schoenus maschalinus,0,1,0,p,h,b,1,0,0.1,0.08,none
m,Cyperaceae,Schoenus,nitens,Schoenus nitens,0,1,0,p,h,d,0,0,0.16,0.12,none
m,Cyperaceae,Schoenus,pygmaeus,Schoenus pygmaeus,1,0,0,p,h,b,1,0,0.12,0.1,none
m,Cyperaceae,Schoenus,tesquorum,Schoenus tesquorum,0,0,0,p,h,b,0,0,0.1,0.08,none
m,Cyperaceae,Schoenus,turbinatus,Schoenus turbinatus,0,0,0,p,h,d,0,0,0.15,0.11,none
m,Cyperaceae,Tetraria,capillaris,Tetraria capillaris,0,1,0,p,h,b,0,0,0.375,0.2,none
m,Cyperaceae,Tricostularia,pauciflora,Tricostularia pauciflora,0,0,0,p,h,d,0,0,0.23,0.13,none
m,Cyperaceae,Uncinia,compacta,Uncinia compacta,0,0,0,p,h,b,2,0,0.6,0.22,barbs
m,Cyperaceae,Uncinia,elegans,Uncinia elegans,0,1,0,p,h,b,0,0,0.5,0.17,barbs
m,Cyperaceae,Uncinia,flaccida,Uncinia flaccida,0,0,0,p,h,b,2,0,0.475,0.17,barbs
m,Cyperaceae,Uncinia,nervosa,Uncinia nervosa,0,1,0,p,h,b,1,0,0.5,0.12,barbs
m,Cyperaceae,Uncinia,riparia,Uncinia riparia,0,0,0,p,h,wf,0,0,0.65,0.16,barbs
m,Cyperaceae,Uncinia,tenella,Uncinia tenella,0,0,0,p,h,wf,0,0,0.325,0.08,barbs
d,Dilleniaceae,Hibbertia,acicularis,Hibbertia acicularis,0,0,0,s,h,d,0,0, , ,none
,Dilleniaceae,Hibbertia,aspera,Hibbertia aspera,0,0,0,s,h,d,0,0,0.12,0.12,none
d,Dilleniaceae,Hibbertia,calcycina,Hibbertia calcycina,0,0,0,s,h,d,0,0,0.2041,0.0942,none
d,Dilleniaceae,Hibbertia,empetrifolia,Hibbertia empetrifolia,0,0,0,s,h,d,0,0,0.2669,0.1256,none
d,Dilleniaceae,Hibbertia,hirsuta,Hibbertia hirsuta,1,0,0,s,h,d,0,0,,,none
d,Dilleniaceae,Hibbertia,hirticalyx,Hibbertia hirticalyx,0,0,0,s,h,d,0,0,,,none
d,Dilleniaceae,Hibbertia,procumbens,Hibbertia procumbens,0,0,0,s,h,d/b,1,0,0.1413,0.0785,none
d,Dilleniaceae,Hibbertia,prostrata,Hibbertia prostrata,0,0,0,s,h,d,0,0,,,none
d,Dilleniaceae,Hibbertia,riparia,Hibbertia riparia,0,0,0,s,h,d,0,0,,,none
d,Dilleniaceae,Hibbertia,rufa,Hibbertia rufa,0,0,0,s,h,d,0,0,,,none
d,Dilleniaceae,Hibbertia,sericea,Hibbertia sericea,0,0,0,s,h,c,0,0,,,none
d,Dilleniaceae,Hibbertia,serpyllifolia,Hibbertia serpyllifolia,0,0,0,s,h,d,0,0,,,none
d,Dilleniaceae,Hibbertia,virgata,Hibbertia virgata,0,0,0,s,h,d,0,0,,,none
d,Donatiaceae,Donatia,novae-zelandiae,Donatia novae-zelandiae,0,1,0,p,h,b,2,0,0.099,0.0297,none
d,Droseraceae,Drosera,arcturi,Drosera arcturi,0,1,0,p,h,b,2,0,0.0693,0.0297,none
d,Droseraceae,Drosera,binata,Drosera binata,0,1,0,p,h,b,0,0,,,none
d,Droseraceae,Drosera,macrantha,Drosera macrantha,0,0,0,p,h,d,0,0,,,none
d,Droseraceae,Drosera,peltata,Drosera peltata,0,1,0,p,h,d,0,0,0.1386,0.0198,none
d,Droseraceae,Drosera,pygmaea,Drosera pygmaea,0,1,0,p,h,b,1,0,0.03366,0.0099,none
d,Droseraceae,Drosera,spatulata,Drosera spatulata,0,1,0,p,h,b,0,0,,,none
d,Elaeocarpaceae,Aristotelia,peduncularis,Aristotelia peduncularis,1,0,0,s,h,wf,0,1,,,none
d,Elaeocarpaceae,Tetratheca,ciliata,Tetratheca ciliata,0,0,0,s,h,d,0,0,0.25,0.2,
d,Elaeocarpaceae,Tetratheca,gunnii,Tetratheca gunnii,1,0,0,s,h,d,0,0,,,
d,Elaeocarpaceae,Tetratheca,labillardierei,Tetratheca labillardierei,0,0,0,s,h,d,0,0,0.35,0.3,
d,Elaeocarpaceae,Tetratheca,pilosa,Tetratheca pilosa,0,0,0,s,h,d,0,0,0.25,0.2,
d,Elaeocarpaceae,Tetratheca,procumbens,Tetratheca procumbens,1,0,0,s,h,d,1,0,0.2,0.1,
d,Elatinaceae,Elatine,gratioloides,Elatine gratioloides,0,1,0,a,h,a,0,0,0.06,0.015,
d,Ericaceae,Acrotriche,cordata,Acrotriche cordata,0,0,0,s,h,d,0,1,0.3375,0.225,none
d,Ericaceae,Acrotriche,serrulata,Acrotriche serrulata,0,0,0,s,h,d,0,1,0.225,0.15,none
d,Ericaceae,Archeria,comberi,Archeria comberi,1,0,0,s,h,d,2,0,0.0891,0.0297,none
d,Ericaceae,Archeria,eriocarpa,Archeria eriocarpa,1,0,0,s,h,rf,0,0,,,none
d,Ericaceae,Archeria,hirtella,Archeria hirtella,1,0,0,s,h,rf,0,0,,,none
d,Ericaceae,Archeria,serpyllifolia,Archeria serpyllifolia,1,0,0,s,h,d,2,0,,,none
d,Ericaceae,Astroloma,humifusum,Astroloma humifusum,0,0,0,s,h,d,0,1,0.6,0.45,none
d,Ericaceae,Astroloma,pinifolium,Astroloma pinifolium,0,0,0,s,h,d,0,1,0.6,0.45,none
d,Ericaceae,Brachyloma,ciliatum,Brachyloma ciliatum,0,0,0,s,h,d,0,1,0.2025,0.2025,none
d,Ericaceae,Brachyloma,depressum,Brachyloma depressum,0,0,0,s,h,d,0,1,,,none
d,Ericaceae,Cyathodes,abietina,Cyathodes abietina,1,0,0,s,h,c,0,1,0.9,0.825,none
d,Ericaceae,Cyathodes,dealbata,Cyathodes dealbata,1,0,0,s,h,b/d,2,1,0.375,0.3,none
d,Ericaceae,Cyathodes,divaricata,Cyathodes divaricata,1,0,0,s,h,d,0,1,0.6,0.525,none
d,Ericaceae,Cyathodes,glauca,Cyathodes glauca,1,0,0,s,h,wf,0,1,0.6,0.45,none
d,Ericaceae,Cyathodes,juniperina,Cyathodes juniperina,0,1,0,s,h,wf,1,1,0.675,0.6,none
d,Ericaceae,Cyathodes,parvifolia,Cyathodes parvifolia,1,0,0,s,h,d,2,1,0.525,0.45,none
d,Ericaceae,Cyathodes,petiolaris,Cyathodes petiolaris,1,0,0,s,h,d,2,1,0.375,0.3,none
d,Ericaceae,Cyathodes,platystoma,Cyathodes platystoma,1,0,0,s,h,wf,0,1,0.6,0.525,none
d,Ericaceae,Cyathodes,straminea,Cyathodes straminea,1,0,0,s,h,d,2,1,0.6,0.45,none
d,Ericaceae,Dracophyllum,milliganii,Dracophyllum milliganii,1,0,0,s,h,b,2,0,,,none
d,Ericaceae,Dracophyllum,minimum,Dracophyllum minimum,1,0,0,s,h,b,2,0,,,none
d,Ericaceae,Epacris,acuminatum,Epacris acuminatum,1,0,0,s,h,d,0,0,,,none
d,Ericaceae,Epacris,apsleyensis,Epacris apsleyensis,1,0,0,s,h,d,0,0,0.07065,0.03925,none
d,Ericaceae,Epacris,barbata,Epacris barbata,1,0,0,s,h,c,0,0,,,none
d,Ericaceae,Epacris,corymbiflora,Epacris corymbiflora,1,0,0,s,h,b,0,0,,,none
d,Ericaceae,Epacris,curtisiae,Epacris curtisiae,1,0,0,s,h,b,0,0,,,none
d,Ericaceae,Epacris,exserta,Epacris exserta,1,0,0,s,h,d,0,0,,,none
d,Ericaceae,Epacris,glabella,Epacris glabella,1,0,0,s,h,d,0,0,,,none
d,Ericaceae,Epacris,grandis,Epacris grandis,1,0,0,s,h,d,0,0,,,none
d,Ericaceae,Epacris,gunnii,Epacris gunnii,0,0,0,s,h,b,1,0,,,none
d,Ericaceae,Epacris,heteronema,Epacris heteronema,1,0,0,s,h,b,0,0,0.05024,0.0314,none
d,Ericaceae,Epacris,impressa,Epacris impressa,0,0,0,s,h,d,0,0,0.08635,0.03925,none
d,Ericaceae,Epacris,lanuginosa,Epacris lanuginosa,0,0,0,s,h,b,1,0,0.05495,0.0314,none
d,Ericaceae,Epacris,limbata,Epacris limbata,1,0,0,s,h,d,0,0,,,none
d,Ericaceae,Epacris,marginata,Epacris marginata,1,0,0,s,h,c,0,0,0.06732,0.0396,none
d,Ericaceae,Epacris,mucronulata,Epacris mucronulata,1,0,0,s,h,rf,0,0,,,none
d,Ericaceae,Epacris,myrtifolia,Epacris myrtifolia,1,0,0,s,h,c,0,0,,,none
d,Ericaceae,Epacris,navicularis,Epacris navicularis,1,0,0,s,h,b,2,0,,,none
d,Ericaceae,Epacris,obtusifolia,Epacris obtusifolia,0,0,0,s,h,b,0,0,0.07065,0.0471,none
d,Ericaceae,Epacris,paludosa,Epacris paludosa,0,0,0,s,h,b,0,0,,,none
d,Ericaceae,Epacris,petrophylla,Epacris petrophylla,0,0,0,s,h,d,2,0,,,none
d,Ericaceae,Epacris,serpyllifolia,Epacris serpyllifolia,1,0,0,s,h,d,2,0,0.0628,0.0314,none
d,Ericaceae,Epacris,stuartii,Epacris stuartii,1,0,0,s,h,d,0,0,0.04867,0.0314,none
d,Ericaceae,Epacris,tasmanica,Epacris tasmanica,1,0,0,s,h,d,0,0,0.0628,0.03925,none
d,Ericaceae,Epacris,virgata,Epacris virgata,1,0,0,s,h,d,0,0,,,none
d,Ericaceae,Gaultheria,depressa,Gaultheria depressa,0,1,0,s,h,d,2,1,,,none
d,Ericaceae,Gaultheria,hispida,Gaultheria hispida,1,0,0,s,h,wf,0,1,,,none
d,Ericaceae,Gaultheria,tasmanica,Gaultheria tasmanica,1,0,0,s,h,d/b,2,1,,,none
d,Ericaceae,Leucopogon,australis,Leucopogon australis,0,0,0,s,h,c,0,1,0.3,0.225,none
d,Ericaceae,Leucopogon,collinus,Leucopogon collinus,0,0,0,s,h,d,0,1,0.3,0.1875,none
d,Ericaceae,Leucopogon,ericoides,Leucopogon ericoides,0,0,0,s,h,d,0,1,0.3375,0.1875,none
d,Ericaceae,Leucopogon,hookeri,Leucopogon hookeri,0,0,0,s,h,d,1,1,0.3,0.225,none
d,Ericaceae,Leucopogon,lanceolatus,Leucopogon lanceolatus,0,0,0,s,h,c,0,1,0.1875,0.1875,none
d,Ericaceae,Leucopogon,milliganii,Leucopogon milliganii,1,0,0,s,h,b,2,1,0.225,0.15,none
d,Ericaceae,Leucopogon,montanus,Leucopogon montanus,0,0,0,s,h,d,2,1,0.3,0.225,none
d,Ericaceae,Leucopogon,oreophilus,Leucopogon oreophilus,1,0,0,s,h,d,2,1,0.165,0.075,none
d,Ericaceae,Leucopogon,parviflorus,Leucopogon parviflorus,0,1,0,s,h,c,0,1,0.375,0.3,none
d,Ericaceae,Leucopogon,pilifer,Leucopogon pilifer,0,0,0,s,h,d/b,2,1,0.15,0.1275,none
d,Ericaceae,Leucopogon,stuartii,Leucopogon stuartii,0,0,0,s,h,b,1,1,,,none
d,Ericaceae,Leucopogon,virgatus,Leucopogon virgatus,0,0,0,s,h,d,0,1,0.225,0.1725,none
d,Ericaceae,Lissanthe,strigosa,Lissanthe strigosa,0,0,0,s,h,d,0,1,0.3,0.225,none
d,Ericaceae,Monotoca,elliptica,Monotoca elliptica,0,0,0,s,h,c,0,1,0.3,0.225,none
d,Ericaceae,Monotoca,empetrifolia,Monotoca empetrifolia,1,0,0,s,h,d,2,1,0.1875,0.15,none
d,Ericaceae,Monotoca,glauca,Monotoca glauca,0,0,0,s,h,wf,0,1,0.225,0.15,none
d,Ericaceae,Monotoca,linifolia,Monotoca linifolia,1,0,0,s,h,b,1,1,0.225,0.15,none
d,Ericaceae,Monotoca,scoparia,Monotoca scoparia,0,0,0,s,h,d,0,1,0.225,0.15,none
d,Ericaceae,Monotoca,submutica,Monotoca submutica,1,0,0,s,h,b,1,1,0.3,0.225,none
d,Ericaceae,Pentachondra,ericifolia,Pentachondra ericifolia,1,0,0,s,h,d,0,1,,,none
d,Ericaceae,Pentachondra,involucrata,Pentachondra involucrata,1,0,0,s,h,b,0,1,,,none
d,Ericaceae,Pentachondra,pumila,Pentachondra pumila,0,1,0,s,h,b/d,2,1,0.45,0.45,none
d,Ericaceae,Planocarpa,nitida,Planocarpa nitida,1,0,0,s,h,d,2,1,0.45,0.2625,none
d,Ericaceae,Planocarpa,pendulosa,Planocarpa pendulosa,1,0,0,s,h,d,0,1,0.75,0.525,none
d,Ericaceae,Planocarpa,sulcata,Planocarpa sulcata,1,0,0,s,h,d,2,1,0.3,0.15,none
d,Ericaceae,Prionotes,cerinthoides,Prionotes cerinthoides,1,0,0,s,h,rf,1,0,,,none
d,Ericaceae,Richea,acerosa,Richea acerosa,1,0,0,s,h,d,1,0,,,none
d,Ericaceae,Richea,curtisiae,Richea curtisiae,1,0,0,s,h,rf,1,0,,,none
d,Ericaceae,Richea,dracophylla,Richea dracophylla,1,0,0,s,h,wf,0,0,,,none
d,Ericaceae,Richea,gunnii,Richea gunnii,1,0,0,s,h,b,1,0,,,none
d,Ericaceae,Richea,milliganii,Richea milliganii,1,0,0,s,h,b/rf,1,0,,,none
d,Ericaceae,Richea,pandanifolia,Richea pandanifolia,1,0,0,s,h,rf,1,0,0.0693,0.0297,none
d,Ericaceae,Richea,procera,Richea procera,1,0,0,s,h,d/b,1,0,,,none
d,Ericaceae,Richea,scoparia,Richea scoparia,1,0,0,s,h,d/rf,1,0,0.0785,0.03611,none
d,Ericaceae,Richea,sprengelioides,Richea sprengelioides,1,0,0,s,h,d,1,0,,,none
d,Ericaceae,Sprengelia,distichophylla,Sprengelia distichophylla,1,0,0,s,h,b,2,0,,,none
d,Ericaceae,Sprengelia,incarnata,Sprengelia incarnata,0,1,0,s,h,b,1,0,0.0594,0.04158,none
d,Ericaceae,Sprengelia,montana,Sprengelia montana,0,0,0,s,h,b,2,0,,,none
d,Ericaceae,Styphelia,adscendens,Styphelia adscendens,0,0,0,s,h,d,0,1,0.6,0.45,none
d,Ericaceae,Trochocarpa,cunninghamii,Trochocarpa cunninghamii,1,0,0,s,h,rf,1,1,0.75,0.675,none
d,Ericaceae,Trochocarpa,disticha,Trochocarpa disticha,1,0,0,s,h,rf,0,1,0.75,0.675,none
d,Ericaceae,Trochocarpa,gunnii,Trochocarpa gunnii,1,0,0,s,h,rf,0,1,0.525,0.45,none
d,Ericaceae,Trochocarpa,thymifolia,Trochocarpa thymifolia,1,0,0,s,h,d,2,1,0.6,0.45,none
d,Escalloniaceae,Anopterus,glandulosus,Anopterus glandulosus,1,0,0,s,h,rf,0,0,0.314,0.0785,wings_small
d,Eucryphiaceae,Eucryphia,lucida,Eucryphia lucida,1,0,0,s,h,rf,0,0,0.06336,0.01584,none
d,Eucryphiaceae,Eucryphia,milliganii,Eucryphia milliganii,1,0,0,s,h,rf,1,0,0.06336,0.01584,none
d,Euphorbiaceae,Amperea,xiphoclada,Amperea xiphoclada,0,0,0,s,h,d,0,0,0.15,0.1,
d,Euphorbiaceae,Bertya,rosmarinifolia,Bertya rosmarinifolia,0,0,0,s,h,d,0,0,0.471,0.2355,
d,Euphorbiaceae,Beyeria,viscosa,Beyeria viscosa,0,0,0,s,d,wf,0,0,0.3,0.2,
d,Euphorbiaceae,Chamaesyce,drummondii,Chamaesyce drummondii,0,0,0,p,h,d,0,0,,,
d,Euphorbiaceae,Micrantheum,hexandrum,Micrantheum hexandrum,0,0,0,s,h,d,0,0,0.37,0.14,
d,Euphorbiaceae,Micrantheum,serpentineum,Micrantheum serpentineum,1,0,0,s,h,d,0,0,0.2,0.14,
d,Euphorbiaceae,Oreoporanthera,petalifera,Oreoporanthera petalifera,1,0,0,p,h,b,2,0,,,
d,Euphorbiaceae,Phyllanthus,australis,Phyllanthus australis,0,0,0,s,d,d,0,0,0.17,0.15,
d,Euphorbiaceae,Phyllanthus,gunnii,Phyllanthus gunnii,0,0,0,s,h,d,0,0,,,
d,Euphorbiaceae,Poranthera,microphylla,Poranthera microphylla,0,1,0,p,h,d,1,0,0.07,0.06,
d,Euphorbiaceae,Ricinocarpus,pinifolius,Ricinocarpus pinifolius,0,0,0,s,h,d,0,0,,,
d,Fabaceae,Almaleea,subumbellata,Almaleea subumbellata,0,0,0,p,h,d,1,0,0.157,0.0471,none
d,Fabaceae,Aotus,ericoides,Aotus ericoides,0,0,0,s,h,d,0,0,,,none
d,Fabaceae,Bossiaea,cinerea,Bossiaea cinerea,0,0,0,s,h,d,0,0,0.2041,0.0785,none
d,Fabaceae,Bossiaea,cordigera,Bossiaea cordigera,0,0,0,s,h,b,1,0,0.2355,0.0785,none
d,Fabaceae,Bossiaea,ensata,Bossiaea ensata,0,0,0,s,h,d,0,0,,,none
d,Fabaceae,Bossiaea,obcordata,Bossiaea obcordata,0,0,0,s,h,d,0,0,,,none
d,Fabaceae,Bossiaea,prostrata,Bossiaea prostrata,0,0,0,s,h,d,0,0,0.2041,0.0785,none
d,Fabaceae,Bossiaea,riparia,Bossiaea riparia,0,0,0,s,h,d,1,0,0.2041,0.0785,none
d,Fabaceae,Cullen,microcephalum,Cullen microcephalum,0,0,0,s,h,c,0,0,0.2,0.1,none
d,Fabaceae,Daviesia,latifolia,Daviesia latifolia,0,0,0,s,h,d,0,0,0.32,0.11,none
d,Fabaceae,Daviesia,sejugata,Daviesia sejugata,0,0,0,s,h,d,0,0,0.275,0.13,none
d,Fabaceae,Daviesia,ulicifolia,Daviesia ulicifolia,0,0,0,s,h,d,0,0,0.375,0.15,none
d,Fabaceae,Desmodium,gunnii,Desmodium gunnii,0,0,0,p,h,c,0,0,0.471,0.0471,none
d,Fabaceae,Dilwynnia,cinerascens,Dilwynnia cinerascens,0,0,0,s,h,d,0,0,0.2355,0.1256,none
d,Fabaceae,Dilwynnia,glaberrima,Dilwynnia glaberrima,0,0,0,s,h,d,0,0,0.2,0.15,none
d,Fabaceae,Dilwynnia,sericea,Dilwynnia sericea,0,0,0,s,h,d,0,0,0.15,0.15,none
d,Fabaceae,Eutaxia,microphylla,Eutaxia microphylla,0,0,0,s,h,d,0,0,0.2355,0.1099,none
d,Fabaceae,Glycine,clandestina,Glycine clandestina,0,0,0,p,h,d,0,0,0.15,0.11,none
d,Fabaceae,Glycine,latrobeana,Glycine latrobeana,0,0,0,p,h,d,0,0,0.3,0.25,none
d,Fabaceae,Glycine,microphylla,Glycine microphylla,0,0,0,p,h,wf,0,0,0.2355,0.0785,none
d,Fabaceae,Gompholobium,huegelii,Gompholobium huegelii,0,0,0,s,h,d,0,0,,,none
d,Fabaceae,Goodia,lotifolia,Goodia lotifolia,0,0,0,s,h,d,0,0,0.35,0.2,none
d,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,0,0,0,s,h,d,0,0,0.471,0.1884,none
d,Fabaceae,Hovea,corrickiae,Hovea corrickiae,0,0,0,s,h,d,0,0,0.5495,0.3611,none
d,Fabaceae,Hovea,lanceolata,Hovea lanceolata,0,0,0,s,h,d,0,0,0.942,0.2355,none
d,Fabaceae,Hovea,linearis,Hovea linearis,0,0,0,s,h,d,0,0,0.4,0.3,none
d,Fabaceae,Hovea,montana,Hovea montana,0,0,0,s,h,d,1,0,1.1775,0.3925,none
d,Fabaceae,Indigofera,australis,Indigofera australis,0,0,0,s,h,d,0,0,0.17,0.15,none
d,Fabaceae,Kennedia,prostrata,Kennedia prostrata,0,0,0,p,h,d,0,0,0.35,0.25,none
d,Fabaceae,Lotus,australis,Lotus australis,0,0,0,p,h,c,0,0,0.2,0.2,none
d,Fabaceae,Oxylobium,arborescens,Oxylobium arborescens,0,0,0,s,h,wf,0,0,0.1884,0.0942,none
d,Fabaceae,Oxylobium,ellipticum,Oxylobium ellipticum,0,0,0,s,h,wf/b,1,0,0.2826,0.157,none
d,Fabaceae,Phyllota,diffusa,Phyllota diffusa,1,0,0,s,h,d,0,0,0.2198,0.0942,none
d,Fabaceae,Platylobium,formosum,Platylobium formosum,0,0,0,s,h,d,0,0,0.3,0.2,none
d,Fabaceae,Platylobium,obtusangulum,Platylobium obtusangulum,0,0,0,s,h,d,0,0,0.3,0.2,none
d,Fabaceae,Platylobium,triangulare,Platylobium triangulare,0,0,0,s,h,d,0,0,0.314,0.157,none
d,Fabaceae,Pultenaea,daphnoides,Pultenaea daphnoides,0,0,0,s,h,d,0,0,0.2355,0.0942,none
d,Fabaceae,Pultenaea,dentata,Pultenaea dentata,0,0,0,s,h,b,0,0,0.15,0.1,none
d,Fabaceae,Pultenaea,fasciculata,Pultenaea fasciculata,0,0,0,s,h,d,1,0,0.157,0.0785,none
d,Fabaceae,Pultenaea,gunnii,Pultenaea gunnii,0,0,0,s,h,d,0,0,0.2512,0.1256,none
d,Fabaceae,Pultenaea,hibbertioides,Pultenaea hibbertioides,0,0,0,s,h,d,0,0,,,none
d,Fabaceae,Pultenaea,humilis,Pultenaea humilis,0,0,0,s,h,d,0,0,,,none
d,Fabaceae,Pultenaea,juniperina,Pultenaea juniperina,0,0,0,s,h,wf,0,0,0.2512,0.1256,none
d,Fabaceae,Pultenaea,paleacea,Pultenaea paleacea,0,0,0,s,h,c,0,0,,,none
d,Fabaceae,Pultenaea,pedunculata,Pultenaea pedunculata,0,0,0,s,h,d,0,0,0.2355,0.0942,none
d,Fabaceae,Pultenaea,prostrata,Pultenaea prostrata,0,0,0,s,h,d,0,0,0.2,0.15,none
d,Fabaceae,Pultenaea,selaginoides,Pultenaea selaginoides,1,0,0,s,h,d,0,0,,,none
d,Fabaceae,Pultenaea,stricta,Pultenaea stricta,0,0,0,s,h,b,0,0,,,none
d,Fabaceae,Pultenaea,tenuifolia,Pultenaea tenuifolia,0,0,0,s,h,d,0,0,0.2,0.15,none
d,Fabaceae,Sphaerolobium,minus,Sphaerolobium minus,0,0,0,s,h,b,0,0,,,none
d,Fabaceae,Swainsona,lessertiifolia,Swainsona lessertiifolia,0,0,0,p,h,d,0,0,0.2,0.2,none
d,Fabaceae,Viminaria,juncea,Viminaria juncea,0,0,0,s,h,d,0,0,0.2512,0.1256,none
d,Frankeniaceae,Frankenia,pauciflora,Frankenia pauciflora,0,0,0,s,h,c,0,0,,,
d,Gentianaceae,Chionogentian,brevisepala,Chionogentian brevisepala,1,0,0,a,h,b,2,0,0.08,0.07,none
d,Gentianaceae,Chionogentian,demissa,Chionogentian demissa,1,0,0,a,h,b,2,0,0.06,0.04,none
d,Gentianaceae,Chionogentian,diemensis,Chionogentian diemensis,0,0,0,a,h,b/d,1,0,0.09,0.07,none
d,Gentianaceae,Chionogentian,eichleri,Chionogentian eichleri,1,0,0,a,h,b,2,0,0.075,0.05,none
d,Gentianaceae,Chionogentian,grandis,Chionogentian grandis,1,0,0,a,h,b,1,0,0.07,0.07,none
,Gentianaceae,Chionogentian,gunniana,Chionogentian gunniana,1,0,0,a,h,b,0,0,0.08,0.07,none
d,Gentianaceae,Chionogentian,pleurogynoides,Chionogentian pleurogynoides,1,0,0,a,h,b,2,0,0.09,0.08,none
d,Gentianaceae,Chionogentian,polysperes,Chionogentian polysperes,0,0,0,a,h,b,1,0,0.09,0.07,none
d,Gentianaceae,Sebaea,albidiflora,Sebaea albidiflora,0,0,0,a,h,c,0,0,0.05,0.04,none
d,Gentianaceae,Sebaea,ovata,Sebaea ovata,0,0,0,a,h,d,0,0,0.03,0.02,none
d,Geraniaceae,Geranium,potentilloides,Geranium potentilloides,0,0,0,p,h,wf/d,1,0,0.2,0.15,none
d,Geraniaceae,Geranium,sessiliflorum,Geranium sessiliflorum,0,0,0,p,h,d,2,0,,,none
d,Geraniaceae,Geranium,solanderi,Geranium solanderi,0,1,0,p,h,d,0,0,0.4,0.35,none
d,Geraniaceae,Pelargonium,australe,Pelargonium australe,0,0,0,p,h,c/d,0,0,,,hairs
d,Geraniaceae,Pelargonium,inodorum,Pelargonium inodorum,0,1,0,a,h,c/d,0,0,1,0.01188,hairs
d,Goodeniaceae,Dampiera,stricta,Dampiera stricta,0,0,0,p,h,d,0,0,0.4,0.2,none
d,Goodeniaceae,Goodenia,amplexans,Goodenia amplexans,0,0,0,s,h,d,0,0,0.3,0.15,none
d,Goodeniaceae,Goodenia,barbata,Goodenia barbata,0,0,0,s,h,d,0,0,0.45,0.3,none
d,Goodeniaceae,Goodenia,elongata,Goodenia elongata,0,0,0,p,h,b,0,0,0.35,0.2,none
d,Goodeniaceae,Goodenia,geniculata,Goodenia geniculata,0,0,0,p,h,d,0,0,0.35,0.3,none
d,Goodeniaceae,Goodenia,humilis,Goodenia humilis,0,0,0,p,h,b,0,0,0.2,0.1,none
d,Goodeniaceae,Goodenia,lanata,Goodenia lanata,0,0,0,p,h,d,0,0,0.3,0.25,none
d,Goodeniaceae,Goodenia,ovata,Goodenia ovata,0,0,0,s,h,d,0,0,0.2,0.1,none
d,Goodeniaceae,Scaevola,aemula,Scaevola aemula,0,0,0,p,h,d,0,1,0.35,0.3,none
d,Goodeniaceae,Scaevola,hookeri,Scaevola hookeri,0,0,0,p,h,b,1,1,0.3,0.2,none
d,Goodeniaceae,Selliera,radicans,Selliera radicans,0,1,1,p,h,sm,0,1,0.6,0.5,none
d,Goodeniaceae,Velleia,montana,Velleia montana,0,0,0,p,h,b,2,0,0.15,0.12,wings_small
d,Goodeniaceae,Velleia,paradoxa,Velleia paradoxa,0,0,0,p,h,d,0,0,0.4,0.3,wings_small
d,Gunneraceae,Gunnera,cordifolia,Gunnera cordifolia,1,0,0,p,h,b,1,1,0.2,0.15,none
d,Gyrostemonaceae,Gyrostemon,thesioides,Gyrostemon thesioides,0,0,0,s,?,d,0,0,0.2,0.1,
m,Haemodoraceae,Haemodorum,distichophyllum,Haemodorum distichophyllum,1,0,0,p,h,b,1,0,0.3,0.08,
d,Haloragaceae,Gonocarpus,humilis,Gonocarpus humilis,0,0,0,p,h,wf,0,0,0.12,0.1,
d,Haloragaceae,Gonocarpus,micranthus,Gonocarpus micranthus,0,1,0,p,h,b,1,0,0.08,0.06,none
d,Haloragaceae,Gonocarpus,montanus,Gonocarpus montanus,0,0,0,p,h,b/d,1,0,0.15,0.1,none
d,Haloragaceae,Gonocarpus,serpyllifolius,Gonocarpus serpyllifolius,0,0,0,p,h,d,1,0,0.12,0.1,none
