species_name,species_name_current,photosynthetic pathway,Authority,k=Kranz n=non-Kranz,d13C value,d13C_replicates,Other evidence,Reference,genus_name,Species sampled,Notes,excluded_names
Sporobolus lenticularis,Sporobolus lenticularis,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus mitchellii,Sporobolus mitchellii,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus pamelae,Sporobolus pamelae,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus partimpatens,Sporobolus partimpatens,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus pulchellus,Sporobolus pulchellus,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus scabridus,Sporobolus scabridus,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus sessilis,Sporobolus sessilis,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Sporobolus virginicus,Sporobolus virginicus,C4,Sporobolus R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Sporobolus,"Sporobolus crebar de Nardi, Sporobolus elongatus R. Br., Sporobolus pulchellus R. Br., Sporobolus africanus (Poir.) Robyns & Tournay, Sporobolus diandrus (Retz.) P.Beauv.  (=Sporobolus diander (Retz.) P. Beauv.), Sporobolus indicus (L.) R.Br., Sporobolus molleri Hack., Sporobolus junceus (P.Beauv.) Kunth  (=Sporobolus poiretii (Roem. & Schult.) Hitchc.), Sporobolus pyramidalis P.Beauv., Sporobolus virginicus (L.) Kunth, Sporobolus wrightii Scribn.",NA,
Stenotaphrum micranthum,Stenotaphrum micranthum,C4,Stenotaphrum Trin.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stenotaphrum,"Stenotaphrum micranthum (Desv.) C.E. Hubb., Stenotaphrum secundatum (Walter) Kuntze, Stenotaphrum dimidiatum (L.) Brongn.",NA,
Poa queenslandica,Sylvipoa queenslandica,C3,Poa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Poa,"Poa annua L., Poa clivicola Vickery, Poa ensiformis Vickery, Poa exilis Vickery (= P. meionectes Vickery), Poa helmsii Vickery, Poa labillaridieri Steud., Poa phillipsiana Vickery, Poa pratensis L., Poa queenslandica C.E. Hubb., Poa saxicola R.Br., Poa sieberana Nees, Poa glauca Vahl, Poa iridifolia Hauman, Poa palustris L.","Poa L. including Poagrostis Raf. is C3, Watson & Dallwitz (1992 onwards)",
Symplectrodia gracilis,Symplectrodia gracilis,C4,Symplectrodia Lazarides,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Symplectrodia,"Symplectrodia lanosa M. Lazarides, Symplectrodia gracilis M. Lazarides",NA,
Symplectrodia lanosa,Symplectrodia lanosa,C4,Symplectrodia Lazarides,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Symplectrodia,"Symplectrodia lanosa M. Lazarides, Symplectrodia gracilis M. Lazarides",NA,
Tetrarrhena acuminata,Tetrarrhena acuminata,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena distichophylla,Tetrarrhena distichophylla,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena juncea,Tetrarrhena juncea,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena laevis,Tetrarrhena laevis,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena oreophila,Tetrarrhena oreophila,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena oreophila var. minor,Tetrarrhena oreophila var. minor,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena oreophila var. oreophila,Tetrarrhena oreophila var. oreophila,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Tetrarrhena turfosa,Tetrarrhena turfosa,C3,Ehrharta Thunb.,NA,NA,,NA,"Ellis (1987a, 1987b); Watson & Dallwitz (1992 onwards)",Tetrarrhena,NA,NA,
Thaumastochloa brassii,Thaumastochloa brassii,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thaumastochloa major,Thaumastochloa major,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thaumastochloa monilifera,Thaumastochloa monilifera,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thaumastochloa pubescens,Thaumastochloa pubescens,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thaumastochloa rariflora,Thaumastochloa rariflora,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thaumastochloa rubra,Thaumastochloa rubra,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thaumastochloa striata,Thaumastochloa striata,C4,Thaumastochloa C.E.Hubbard,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thaumastochloa,Thaumastochloa sp.,NA,
Thelepogon australiensis,Thelepogon australiensis,C4,Thelepogon Roem. & Schult.,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thelepogon,Thelepogon elegans Roth,NA,
Eragrostis advena,Thellungia advena,C4,Eragrostis Wolf,NA,NA,,NA,Metcalfe (1960); Prendergast et al. (1986); Van den Borre & Watson (1994); Schulze et al. (1996); Watson & Dallwitz (1992 onwards); Ingram et al. (2011),Eragrostis,"Eragrostis advena (Stapf) S.M.Phillips, Eragrostis amabilis (L.) Wight & Arn. (=Eragrostis tenella (L.) Roem. & Schult.), Eragrostis aspera (Jacq.) Nees, Eragrostis australasica (Steud.) C.E.Hubb., Eragrostis barrelieri Daveau, Eragrostis basedowii Jedwabn., Eragrostis benthamii Mattei, Eragrostis cassa Lazarides, Eragrostis chloromelas Steudel, Eragrostis cilianensis (All.) Janch., Eragrostis concinna (R.Br.) Steud., Eragrostis confertiflora J.M. Black (= Diandrochloa), Eragrostis cumingii Steud., Eragrostis curvula (Schrad.) Nees, Eragrostis desertorum Domin, Eragrostis dielsii Pilg., Eragrostis ecarinata Lazarides, Eragrostis elongata (Willd.) Jacq., Eragrostis eriopoda Benth., Eragrostis falcata (Gaudich.) Steud., Eragrostis fallax Lazarides, Eragrostis filicaulis Lazarides, Eragrostis frankii Steud., Eragrostis gangetica (Roxb.) Steud. (inc. Eragrostis brownii (Kunth) Nees ex Steud.), Eragrostis hirticaulis Lazarides, Eragrostis infecunda J.M.Black, Eragrostis interrupta P.Beauv., Eragrostis japonica (Thunb.) Trin. (=Eragrostis diplachnoides Steud.), Eragrostis kennedyae F. Turner, Eragrostis lacunaria F.Muell., Eragrostis lanicaulis Lazarides, Eragrostis laniflora Benth., Eragrostis lanipes C.E.Hubb., Eragrostis leptocarpa Benth., Eragrostis leptostachya (R.Br.) Steud. (inc. Eragrostis molybdea Vickery), Eragrostis longipedicellata B.K.Simon, Eragrostis megalosperma F.Muell. ex Benth., Eragrostis mexicana (Hornem.) Link (=Eragrostis neomexicana Vasey), Eragrostis microcarpa Vickery, Eragrostis minor Host, Eragrostis nindensis Fical. & Hiern, Eragrostis olida Lazarides, Eragrostis pallens Hack., Eragrostis paniciformis (R.Br.) Steud., Eragrostis parviflora (R. Br.) Trin., Eragrostis patula (Kunth) Steud. (=Eragrostis tenuifolia (A.Rich.) Hochst. ex Steud.), Eragrostis pergracilis S.T.Blake, Eragrostis petraea Lazarides, Eragrostis pilosa (L.) P.Beauv., Eragrostis potamophila Lazarides, Eragrostis pubescens (R.Br.) Steud., Eragrostis reptans (Michx.) Nees, Eragrostis rigidiuscula Domin, Eragrostis schultzii Benth., Eragrostis secundiflora J.Presl (=Eragrostis oxylepis (Torr.) Torr.), Eragrostis setifolia Nees, Eragrostis sororia Domin, Eragrostis spartinoides Steud., Eragrostis speciosa (Roem. & Schult.) Steud., Eragrostis stagnalis Lazarides, Eragrostis stenostachya (R.Br.) Steud., Eragrostis sterilis Domin, Eragrostis subtilis Lazarides, Eragrostis superba Peyr., Eragrostis tef (Zucc.) Trotter, Eragrostis tenellula (Kunth) Steud., Eragrostis trachycarpa (Benth.) Domin, Eragrostis triquetra Lazarides, Eragrostis unioloides (Retz.) Nees ex Steud., Eragrostis xerophila Domin, Eragrostis walteri Pilg.","The only C3 member of this genus is E. walteri Pilg. However, phylogenetics show that this species is a member of the wholly C3 Arundinoideae lineage, and is misplaced as Eragrostis (see Ingram et al., 2011). Its taxonomy is under revision.",
Themeda arguens,Themeda arguens,C4,Themeda Forssk.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Themeda,"Themeda australis (R. Br.) Stapf, Themeda quadrivalvis (L.) Kuntze, Themeda tremula (Nees ex Steud.) Hack., Themeda triandra Forssk.",NA,
Themeda avenacea,Themeda avenacea,C4,Themeda Forssk.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Themeda,"Themeda australis (R. Br.) Stapf, Themeda quadrivalvis (L.) Kuntze, Themeda tremula (Nees ex Steud.) Hack., Themeda triandra Forssk.",NA,
Themeda intermedia,Themeda intermedia,C4,Themeda Forssk.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Themeda,"Themeda australis (R. Br.) Stapf, Themeda quadrivalvis (L.) Kuntze, Themeda tremula (Nees ex Steud.) Hack., Themeda triandra Forssk.",NA,
Themeda triandra,Themeda triandra,C4,Themeda Forssk.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Themeda,"Themeda australis (R. Br.) Stapf, Themeda quadrivalvis (L.) Kuntze, Themeda tremula (Nees ex Steud.) Hack., Themeda triandra Forssk.",NA,
Agropyron-distichum,Thinopyrum distichum,C3,NA,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Agropyron-distichum,NA,NA,
Thuarea involuta,Thuarea involuta,C4,Thuarea Pers.,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Thuarea,Thuarea involuta (Forster f.) R. Br. ex Roem. & Schultes,NA,
Thyridolepis mitchelliana,Thyridolepis mitchelliana,C3,Thyridolepis S.T.Blake,NA,NA,,NA,Hattersley et al. (1982); Watson & Dallwitz (1992 onwards),Thyridolepis,"Thyridolepis mitchelliana (Nees) Blake (=Neurachne mitchelliana Nees), Thyridolepis multiculmis (Pilger) Blake, Thyridolepis xerophila (Domin) Blake",NA,
Thyridolepis multiculmis,Thyridolepis multiculmis,C3,Thyridolepis S.T.Blake,NA,NA,,NA,Hattersley et al. (1982); Watson & Dallwitz (1992 onwards),Thyridolepis,"Thyridolepis mitchelliana (Nees) Blake (=Neurachne mitchelliana Nees), Thyridolepis multiculmis (Pilger) Blake, Thyridolepis xerophila (Domin) Blake",NA,
Thyridolepis xerophila,Thyridolepis xerophila,C3,Thyridolepis S.T.Blake,NA,NA,,NA,Hattersley et al. (1982); Watson & Dallwitz (1992 onwards),Thyridolepis,"Thyridolepis mitchelliana (Nees) Blake (=Neurachne mitchelliana Nees), Thyridolepis multiculmis (Pilger) Blake, Thyridolepis xerophila (Domin) Blake",NA,
Tragus australianus,Tragus australianus,C4,Tragus Haller,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Tragus,"Tragus australianus Blake, Tragus berteronianus Schult., Tragus racemosus (L.) All.",NA,
Triodia acutispicula,Triodia acutispicula,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia aeria,Triodia aeria,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia angusta,Triodia angusta,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia aristiglumis,Triodia aristiglumis,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia aurita,Triodia aurita,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia basedowii,Triodia basedowii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia biflora,Triodia biflora,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia bitextura,Triodia bitextura,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia brizoides,Triodia brizoides,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia bromoides,Triodia bromoides,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia bunglensis,Triodia bunglensis,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia bunicola,Triodia bunicola,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia burbidgeana,Triodia burbidgeana,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia bynoei,Triodia bynoei,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia claytonii,Triodia claytonii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia compacta,Triodia compacta,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia concinna,Triodia concinna,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia contorta,Triodia contorta,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia cunninghamii,Triodia cunninghamii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia danthonioides,Triodia danthonioides,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia desertorum,Triodia desertorum,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia dielsii,Triodia dielsii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia epactia,Triodia epactia,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
