Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm) ,Length transformed,Width transformed,Depth transformed,Sum,Variance
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,13,5.65,2.95,1.75,1,0.522123894,0.309734513,10.35,0.083326807
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,14,5.76,3.09,1.67,1,0.536458333,0.289930556,10.52,0.086649493
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,15,6.21,3.43,1.71,1,0.552334944,0.275362319,11.35,0.08913529
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,16,5.4,2.95,1.41,1,0.546296296,0.261111111,9.76,0.092570492
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,17,6.81,3.58,1.87,1,0.525697504,0.274596182,12.26,0.090469492
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,18,6.33,3.62,1.47,1,0.571879937,0.232227488,11.42,0.098680578
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,19,6.6,3.02,1.74,1,0.457575758,0.263636364,11.36,0.097118661
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,20,6.03,3.25,1.82,1,0.538971808,0.301824212,11.1,0.084026156
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,21,6.24,3.26,1.12,1,0.522435897,0.179487179,10.62,0.11321362
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,22,6.49,3.22,1.06,1,0.49614792,0.163328197,10.77,0.118295066
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,23,6.66,3.64,1.79,1,0.546546547,0.268768769,12.09,0.090831071
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,24,5.98,3.44,1.52,1,0.575250836,0.254180602,10.94,0.093304947
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,25,6.37,3.82,1.69,1,0.599686028,0.265306122,11.88,0.090204032
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,26,5.71,2.92,1.6,1,0.511383538,0.280210158,10.23,0.090031622
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,27,5.33,3.23,1.81,1,0.606003752,0.339587242,10.37,0.07359509
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,28,6.63,2.76,1.53,1,0.416289593,0.230769231,10.92,0.107427958
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,29,6.47,3.31,1.43,1,0.511591963,0.221020093,11.21,0.103309346
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,30,6.45,3.11,1.57,1,0.482170543,0.243410853,11.13,0.099731186
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,31,6.69,3.75,1.65,1,0.560538117,0.246636771,12.09,0.095468551
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,32,6.62,3.45,1.36,1,0.521148036,0.205438066,11.43,0.106700073
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,33,6.4,3.4,1.83,1,0.53125,0.2859375,11.63,0.087754449
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,34,6.42,3.66,1.66,1,0.570093458,0.258566978,11.74,0.092399034
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,35,6.04,3.16,2,1,0.523178808,0.331125828,11.2,0.079070606
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,36,6.4,3.4,1.39,1,0.53125,0.2171875,11.19,0.103461914
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,37,6.49,3.41,1.91,1,0.525423729,0.294298921,11.81,0.086295036
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,38,6.12,3.11,1.88,1,0.508169935,0.307189542,11.11,0.084697362
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,39,5.89,3.36,1.47,1,0.570458404,0.249575552,10.72,0.094512071
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,40,6.43,3.58,1.55,1,0.556765163,0.241057543,11.56,0.096902453
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,41,5.72,3.14,1.57,1,0.548951049,0.274475524,10.43,0.089463082
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,42,6.06,3.3,1.95,1,0.544554455,0.321782178,11.31,0.079670838
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,43,5.83,3.55,1.59,1,0.608919383,0.272727273,10.97,0.088321645
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,44,6.77,3.33,1.88,1,0.491875923,0.277695716,11.98,0.09175408
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,45,6.57,3.53,1.67,1,0.537290715,0.254185693,11.77,0.094498591
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,46,6.03,3.29,1.56,1,0.545605307,0.258706468,10.88,0.09314462
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,47,6.21,3.83,1.94,1,0.616747182,0.312399356,11.98,0.079144996
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,48,6.66,3.35,1.53,1,0.503003003,0.22972973,11.54,0.101666732
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,49,5.8,2.74,1.56,1,0.472413793,0.268965517,10.1,0.094905536
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,50,6.52,2.86,1.53,1,0.438650307,0.234662577,10.91,0.104718427
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,1,5.79,3.2,2.23,1,0.552677029,0.385146805,11.22,0.067356519
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,2,6.65,3.89,1.7,1,0.584962406,0.255639098,12.24,0.092753689
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,3,6.32,3.65,2.02,1,0.577531646,0.319620253,11.99,0.078657155
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,4,6.74,3.63,2.13,1,0.538575668,0.316023739,12.5,0.081140589
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,5,6.71,3.68,2.02,1,0.548435171,0.301043219,12.41,0.08373935
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,6,6.46,3.83,2.15,1,0.592879257,0.332817337,12.44,0.075390245
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,7,6.64,3.55,2.11,1,0.534638554,0.317771084,12.3,0.08100323
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,8,6.35,3.24,1.65,1,0.51023622,0.25984252,11.24,0.09448874
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,9,7.24,3.81,2.15,1,0.526243094,0.296961326,13.2,0.085697679
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,10,6.7,3.72,1.98,1,0.555223881,0.295522388,12.4,0.084617707
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,11,6.23,3,1.94,1,0.481540931,0.311396469,11.17,0.085769308
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,12,7.17,3.34,1.85,1,0.465829847,0.258019526,12.36,0.097673101
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,13,6.77,3.5,1.98,1,0.516986706,0.292466765,12.25,0.087146036
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,14,6.58,3.52,1.91,1,0.534954407,0.290273556,12.01,0.08664975
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,15,6.12,3.05,2.28,1,0.498366013,0.37254902,11.45,0.073462367
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,16,6.63,3.87,2.16,1,0.583710407,0.325791855,12.66,0.077152847
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,17,5.71,2.6,1.86,1,0.455341506,0.325744308,10.17,0.085341005
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,18,6.3,3.83,2.14,1,0.607936508,0.33968254,12.27,0.073521458
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,19,6.6,3.39,2.47,1,0.513636364,0.374242424,12.46,0.071950311
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,20,6.22,3.59,1.95,1,0.577170418,0.313504823,11.76,0.079953337
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,21,7.3,3.67,2.08,1,0.502739726,0.284931507,13.05,0.089559017
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,22,6.52,3.84,2.04,1,0.588957055,0.312883436,12.4,0.079700235
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,23,7.02,3.5,1.87,1,0.498575499,0.266381766,12.39,0.093726241
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,24,6.17,3.44,2,1,0.557536467,0.324149109,11.61,0.078557563
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,25,6.5,3.2,1.49,1,0.492307692,0.229230769,11.19,0.102338462
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,26,5.58,3.38,1.71,1,0.605734767,0.306451613,10.67,0.080669427
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,27,5.89,3.04,2.13,1,0.516129032,0.361629881,11.06,0.07394639
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,28,5.94,2.7,1.65,1,0.454545455,0.277777778,10.29,0.094485823
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,29,5.54,2.63,2.07,1,0.474729242,0.373646209,10.24,0.075382913
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,30,6.24,3.75,2.3,1,0.600961538,0.368589744,12.29,0.067989695
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,31,7.05,3.63,1.94,1,0.514893617,0.275177305,12.62,0.090906672
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,32,7.14,3.85,2.02,1,0.539215686,0.282913165,13.01,0.088025188
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,33,6.9,3.75,2,1,0.543478261,0.289855072,12.65,0.086338071
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,34,7.17,3.92,2.12,1,0.546722455,0.29567643,13.21,0.084950704
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,35,6.58,3.59,2.02,1,0.545592705,0.306990881,12.19,0.08263094
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,36,6.65,3.81,2.06,1,0.572932331,0.309774436,12.52,0.080894467
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,37,6.99,3.8,2.08,1,0.543633763,0.297567954,12.87,0.084692145
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,38,6.79,3.5,1.97,1,0.515463918,0.290132548,12.26,0.087717916
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,39,6.76,3.81,2.01,1,0.563609467,0.297337278,12.58,0.083896942
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,40,6.67,3.57,1.99,1,0.535232384,0.298350825,12.23,0.084937042
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,41,5.96,3.37,1.76,1,0.565436242,0.295302013,11.09,0.084268602
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,42,6.98,3.19,1.57,1,0.457020057,0.224928367,11.74,0.105492201
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,43,7.03,3.69,2,1,0.524893314,0.284495021,12.72,0.088385009
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,44,6.04,3.23,2.03,1,0.534768212,0.336092715,11.3,0.077409495
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,45,6.88,3.68,2.2,1,0.534883721,0.319767442,12.76,0.080591611
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,46,6.84,3.62,1.91,1,0.529239766,0.279239766,12.37,0.089290057
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,47,6.96,3.48,1.49,1,0.5,0.21408046,11.93,0.105491056
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,48,6.95,3.36,1.62,1,0.483453237,0.233093525,11.93,0.101960676
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,49,6.71,3.77,1.56,1,0.561847988,0.232488823,12.04,0.09883645
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,50,6.72,3.65,2.02,1,0.543154762,0.300595238,12.39,0.084078857
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,1,4.72,3.16,2.22,1,0.669491525,0.470338983,10.1,0.047715376
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,2,4.37,2.66,2.08,1,0.608695652,0.47597254,9.11,0.049482144
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,3,5.22,2.92,1.84,1,0.559386973,0.352490421,9.98,0.072912742
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,4,4.06,2.8,2.14,1,0.689655172,0.527093596,9,0.038486738
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,5,4.92,2.56,1.98,1,0.520325203,0.402439024,9.46,0.066784909
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,6,4.68,3.16,1.94,1,0.675213675,0.414529915,9.78,0.057357489
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,7,4.38,3.08,1.62,1,0.703196347,0.369863014,9.08,0.066252905
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,8,4.71,2.66,1.94,1,0.564755839,0.411889597,9.31,0.062075491
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,9,4.19,2.63,1.99,1,0.627684964,0.474940334,8.81,0.04862634
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,10,3.98,2.81,2.33,1,0.706030151,0.585427136,9.12,0.030314891
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,11,4.1,2.52,1.97,1,0.614634146,0.480487805,8.59,0.048488334
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,12,4.3,2.57,1.94,1,0.597674419,0.451162791,8.81,0.053839313
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,13,5.03,2.72,1.74,1,0.540755467,0.345924453,9.49,0.07518661
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,14,4.64,2.77,1.7,1,0.596982759,0.36637931,9.11,0.068564003
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,15,4.25,2.9,1.93,1,0.682352941,0.454117647,9.08,0.050108727
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,16,3.74,2.32,1.85,1,0.620320856,0.494652406,7.91,0.046147222
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,17,3.8,2.83,1.88,1,0.744736842,0.494736842,8.51,0.042550015
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,18,4.28,2.67,1.87,1,0.623831776,0.436915888,8.82,0.054833755
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,19,4.18,3.1,1.72,1,0.741626794,0.411483254,9,0.058011492
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,20,5.04,2.63,2.04,1,0.521825397,0.404761905,9.71,0.066295911
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,21,4.44,3.16,1.94,1,0.711711712,0.436936937,9.54,0.052850147
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,22,4.35,2.69,1.47,1,0.618390805,0.337931034,8.51,0.073624286
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,23,4.33,3.19,2.03,1,0.736720554,0.468822171,9.55,0.047026166
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,24,4.15,2.83,1.46,1,0.681927711,0.351807229,8.44,0.070033709
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,25,4.94,3.25,1.7,1,0.657894737,0.344129555,9.89,0.07173896
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,26,5.45,2.93,1.77,1,0.537614679,0.324770642,10.15,0.079448606
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,27,4.4,3.11,1.89,1,0.706818182,0.429545455,9.4,0.054250459
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,28,4.15,2.82,1.87,1,0.679518072,0.45060241,8.84,0.050772084
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,29,4.83,2.78,1.55,1,0.575569358,0.320910973,9.16,0.078461574
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,30,4.65,2.78,1.7,1,0.597849462,0.365591398,9.13,0.068682571
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,31,4.68,3.01,1.82,1,0.643162393,0.388888889,9.51,0.062827209
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,32,3.98,2.84,1.61,1,0.713567839,0.404522613,8.43,0.059127295
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,33,4.5,2.71,1.93,1,0.602222222,0.428888889,9.14,0.057159945
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,34,5.36,2.96,2.15,1,0.552238806,0.401119403,10.47,0.064665014
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,35,4.46,2.73,2.01,1,0.612107623,0.450672646,9.2,0.053142477
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,36,4.15,2.89,1.61,1,0.696385542,0.387951807,8.65,0.062435122
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,37,5,2.59,1.76,1,0.518,0.352,9.35,0.075531556
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,38,4.86,2.82,2,1,0.580246914,0.411522634,9.68,0.061218461
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,39,4.48,2.82,1.91,1,0.629464286,0.426339286,9.21,0.056404788
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,40,4.38,2.84,1.93,1,0.648401826,0.440639269,9.15,0.053296776
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,41,4.46,2.67,2.12,1,0.598654709,0.475336323,9.25,0.050173049
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,42,4,3.15,1.97,1,0.7875,0.4925,9.12,0.043304167
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,43,4.35,2.56,1.9,1,0.588505747,0.436781609,8.81,0.056618077
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,44,4.39,2.75,1.89,1,0.62642369,0.430523918,9.03,0.055804332
