Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm) ,Length transformed,Width transformed,Depth transformed,Sum,Variance
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,30,3.73,1.69,1.1,1,0.45308311,0.294906166,6.52,0.091255038
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,31,3.99,1.87,1.3,1,0.468671679,0.325814536,7.16,0.084138221
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,32,3.48,1.65,1.43,1,0.474137931,0.41091954,6.56,0.06972703
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,33,3.94,1.63,0.98,1,0.413705584,0.248730964,6.55,0.103929215
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,34,4.15,1.64,1.35,1,0.395180723,0.325301205,7.14,0.091767552
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,35,3.22,1.77,1.46,1,0.549689441,0.453416149,6.45,0.056755784
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,36,3.35,1.47,1.37,1,0.43880597,0.408955224,6.19,0.073907082
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,37,3.96,1.66,1.19,1,0.419191919,0.300505051,6.81,0.093413087
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,38,4.44,1.79,1.48,1,0.403153153,0.333333333,7.71,0.089505046
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,39,3.84,1.8,1.45,1,0.46875,0.377604167,7.09,0.075323411
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,40,4.39,1.76,1.37,1,0.400911162,0.312072893,7.52,0.093338153
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,41,3.92,1.79,1.45,1,0.456632653,0.369897959,7.16,0.077755507
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,42,3.6,1.67,1.33,1,0.463888889,0.369444444,6.6,0.077103909
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,43,4.6,1.88,1.54,1,0.408695652,0.334782609,8.02,0.088624239
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,44,4.01,1.84,1.41,1,0.458852868,0.351620948,7.26,0.080526033
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,45,3.56,1.68,1.33,1,0.471910112,0.373595506,6.57,0.075658587
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,46,4.19,1.86,1.44,1,0.443914081,0.343675418,7.49,0.083337922
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,47,4.83,1.94,1.71,1,0.401656315,0.354037267,8.48,0.08639451
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,48,3.59,1.77,1.3,1,0.493036212,0.362116992,6.66,0.075671873
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,49,3.72,2.05,1.61,1,0.551075269,0.432795699,7.38,0.059693799
Acacia concurrens,Modern,9/1/2009,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,50,3.77,1.64,1.6,1,0.435013263,0.424403183,7.01,0.072292698
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,1,4.13,2.64,1.58,1,0.639225182,0.382566586,8.35,0.064139569
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,2,4.61,2.69,1.38,1,0.5835141,0.299349241,8.68,0.082791295
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,3,4.07,2.87,1.31,1,0.705159705,0.321867322,8.25,0.077078642
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,4,4.2,2.83,1.39,1,0.673809524,0.330952381,8.42,0.074619552
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,5,5.05,2.56,1.24,1,0.506930693,0.245544554,8.85,0.09784923
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,6,4.93,2.43,1.34,1,0.492900609,0.271805274,8.7,0.092922278
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,7,4.96,3.12,1.2,1,0.629032258,0.241935484,9.28,0.095791421
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,8,4.62,2.41,1.47,1,0.521645022,0.318181818,8.5,0.081677422
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,9,4.09,2.51,1.25,1,0.613691932,0.305623472,7.85,0.080699874
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,10,3.92,2.7,1.38,1,0.68877551,0.352040816,8,0.070011338
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,11,4.23,2.51,1.29,1,0.593380615,0.304964539,8.03,0.081288605
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,12,4.21,2.72,1.31,1,0.64608076,0.311163895,8.24,0.07910259
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,13,3.84,2.63,1.33,1,0.684895833,0.346354167,7.8,0.07123933
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,14,4.95,2.65,1.39,1,0.535353535,0.280808081,8.99,0.088658527
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,15,4.78,2.52,1.51,1,0.527196653,0.315899582,8.81,0.081798093
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,16,5.01,2.71,1.34,1,0.540918164,0.26746507,9.06,0.091348906
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,17,4.72,2.47,1.31,1,0.523305085,0.277542373,8.5,0.089953597
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,18,4.52,2.71,1.35,1,0.599557522,0.298672566,8.58,0.082527345
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,19,4.71,2.74,1.36,1,0.581740977,0.288747346,8.81,0.085185135
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,20,4.68,2.51,1.45,1,0.536324786,0.30982906,8.64,0.082514549
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,21,4.13,2.77,1.28,1,0.670702179,0.309927361,8.18,0.079421752
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,22,4.34,2.46,1.2,1,0.566820276,0.276497696,8,0.088376384
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,23,4.16,2.72,1.35,1,0.653846154,0.324519231,8.23,0.076061442
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,24,4.13,2.35,1.42,1,0.569007264,0.343825666,7.9,0.074114027
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,25,4.34,2.61,1.37,1,0.601382488,0.315668203,8.32,0.078759842
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,26,3.93,2.56,1.35,1,0.651399491,0.34351145,7.84,0.07192162
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,27,4.39,2.74,1.49,1,0.624145786,0.339407745,8.62,0.073191586
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,28,3.93,2.81,1.35,1,0.715012723,0.34351145,8.09,0.072245351
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,29,4.21,2.34,1.32,1,0.555819477,0.313539192,7.87,0.080802724
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,30,3.84,2.57,1.22,1,0.669270833,0.317708333,7.63,0.077611099
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,31,4.05,2.53,1.31,1,0.624691358,0.32345679,7.89,0.076589951
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,32,4.9,2.59,1.31,1,0.528571429,0.267346939,8.8,0.091918182
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,33,3.66,2.84,1.34,1,0.775956284,0.366120219,7.84,0.068884974
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,34,4.26,2.53,1.21,1,0.593896714,0.284037559,8,0.08594831
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,35,4.17,2.77,1.37,1,0.664268585,0.32853717,8.31,0.075143722
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,36,4.02,2.57,1.27,1,0.639303483,0.315920398,7.86,0.0780715
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,37,4.44,2.49,1.2,1,0.560810811,0.27027027,8.13,0.089978492
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,38,4.43,2.8,1.17,1,0.632054176,0.264108352,8.4,0.090256086
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,39,4.58,2.53,1.36,1,0.552401747,0.296943231,8.47,0.084432452
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,40,4.37,2.39,1.35,1,0.546910755,0.308924485,8.11,0.082168077
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,41,4.28,2.38,1.59,1,0.556074766,0.371495327,8.25,0.069573034
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,42,4.12,2.67,1.31,1,0.648058252,0.317961165,8.1,0.077556006
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,43,4.07,2.42,1.27,1,0.594594595,0.312039312,7.76,0.079720104
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,44,4.37,2.61,1.38,1,0.597254005,0.315789474,8.36,0.078841185
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,45,4.55,2.72,1.31,1,0.597802198,0.287912088,8.58,0.084984905
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,46,4.09,2.58,1.34,1,0.630806846,0.327628362,8.01,0.075589378
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,47,4.3,2.71,1.28,1,0.630232558,0.297674419,8.29,0.082287122
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,48,4.09,2.66,1.28,1,0.650366748,0.312958435,8.03,0.078679321
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,49,4.23,2.71,1.31,1,0.640661939,0.309692671,8.25,0.079465412
Acacia cultriformis,Historic,11/25/1984,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,50,4.11,2.69,1.31,1,0.654501217,0.318734793,8.11,0.077358976
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,1,4.87,2.59,1.36,1,0.531827515,0.27926078,8.82,0.08916005
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,2,4.91,2.63,1.59,1,0.535641548,0.323828921,9.13,0.079744521
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,3,5.13,2.7,1.42,1,0.526315789,0.276803119,9.25,0.089960781
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,4,5.06,2.59,1.57,1,0.511857708,0.31027668,9.22,0.083848452
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,5,4.6,2.61,1.5,1,0.567391304,0.326086957,8.71,0.077726318
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,6,4.65,2.4,1.13,1,0.516129032,0.243010753,8.18,0.097973048
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,7,5.49,2.75,1.29,1,0.500910747,0.234972678,9.53,0.100564438
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,8,4.7,2.56,1.53,1,0.544680851,0.325531915,8.79,0.078916553
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,9,4.57,2.34,1.24,1,0.512035011,0.271334792,8.15,0.091888823
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,10,5.23,2.68,1.61,1,0.512428298,0.307839388,9.52,0.084296567
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,11,5.21,2.48,1.38,1,0.476007678,0.26487524,9.07,0.095505919
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,12,5.02,2.72,1.63,1,0.541832669,0.324701195,9.37,0.079232428
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,13,5.64,2.85,1.46,1,0.505319149,0.258865248,9.95,0.094969932
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,14,5.18,2.71,1.68,1,0.523166023,0.324324324,9.57,0.08038292
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,15,5.33,2.69,1.47,1,0.504690432,0.275797373,9.49,0.091354783
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,16,5.36,2.83,1.54,1,0.527985075,0.287313433,9.73,0.087627008
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,17,4.75,2.61,1.07,1,0.549473684,0.225263158,8.43,0.100922622
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,18,4.93,2.54,1.33,1,0.515212982,0.269776876,8.8,0.092053683
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,19,4.67,2.54,1.35,1,0.543897216,0.289079229,8.56,0.086485589
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,20,4.52,2.35,1.1,1,0.519911504,0.243362832,7.97,0.097718215
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,21,4.87,2.49,1.57,1,0.511293634,0.32238193,8.93,0.081520866
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,22,4.85,2.38,1.26,1,0.490721649,0.259793814,8.49,0.095621922
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,23,4.61,2.48,1.17,1,0.537960954,0.253796095,8.26,0.094561113
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,24,4.66,2.71,1.3,1,0.581545064,0.278969957,8.67,0.087393395
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,25,5.19,2.62,1.53,1,0.504816956,0.294797688,9.34,0.087402738
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,26,5.04,2.78,1.61,1,0.551587302,0.319444444,9.43,0.079791124
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,27,5.57,2.91,1.17,1,0.522441652,0.21005386,9.65,0.105518113
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,28,4.55,2.35,1.37,1,0.516483516,0.301098901,8.27,0.085404608
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,29,5.13,2.62,1.45,1,0.510721248,0.282651072,9.2,0.089555465
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,30,4.7,2.52,0.91,1,0.536170213,0.193617021,8.13,0.109192697
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,31,4.69,2.6,1.37,1,0.554371002,0.292110874,8.66,0.085385844
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,32,5.03,2.54,1.5,1,0.504970179,0.298210736,9.07,0.086701351
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,33,4.96,2.75,1.22,1,0.554435484,0.245967742,8.93,0.09580497
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,34,4.56,2.31,1.3,1,0.506578947,0.285087719,8.17,0.089291363
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,35,5.84,2.69,1.59,1,0.460616438,0.272260274,10.12,0.095113087
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,36,4.91,2.81,1.47,1,0.572301426,0.299389002,9.19,0.083140337
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,37,5.16,2.86,1.56,1,0.554263566,0.302325581,9.58,0.083211479
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,38,5.27,2.64,1.61,1,0.500948767,0.305502846,9.52,0.085508615
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,39,4.97,2.65,1.53,1,0.533199195,0.307847082,9.15,0.083084692
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,40,5.04,2.77,1.41,1,0.549603175,0.279761905,9.22,0.088268281
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,41,5.16,2.99,1.2,1,0.579457364,0.23255814,9.35,0.098462466
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,42,5.3,2.87,1.12,1,0.541509434,0.211320755,9.29,0.104583679
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,43,5.31,2.47,1.52,1,0.465160075,0.286252354,9.3,0.091944158
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,44,4.32,2.66,1.43,1,0.615740741,0.331018519,8.41,0.075139794
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,45,4.78,2.76,1.3,1,0.577405858,0.271966527,8.84,0.089101303
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,46,5.59,2.6,1.52,1,0.465116279,0.271914132,9.71,0.094837411
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,47,5.09,2.78,1.35,1,0.546168959,0.265225933,9.22,0.091642725
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,48,5.04,2.49,1.36,1,0.494047619,0.26984127,8.89,0.093265341
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,49,5.09,2.46,1.41,1,0.483300589,0.277013752,8.96,0.092471295
Acacia cultriformis,Modern,12/1/2016,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,50,4.99,2.63,1.19,1,0.527054108,0.238476954,8.81,0.098541327
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,1,4.74,3.24,1.48,1,0.683544304,0.312236287,9.46,0.079003642
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,2,4.55,2.93,1.51,1,0.643956044,0.331868132,8.99,0.074507373
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,3,4.93,3.3,1.45,1,0.669371197,0.294117647,9.68,0.083155614
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,4,4.85,3.32,1.25,1,0.684536082,0.257731959,9.42,0.092515676
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,5,4.93,3.64,1.06,1,0.738336714,0.215010142,9.63,0.106505273
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,6,5.87,3.34,1.61,1,0.568994889,0.27427598,10.82,0.088811111
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,7,4.45,3.39,1.52,1,0.761797753,0.341573034,9.36,0.074095022
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,8,4.72,3.31,1.53,1,0.701271186,0.324152542,9.56,0.076469685
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,9,4.49,3.23,1.6,1,0.719376392,0.356347439,9.32,0.069425361
Acacia dealbata,Historic,2/25/1986,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,10,5.03,3.56,1.55,1,0.707753479,0.308151093,10.14,0.080416112
