Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2)
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,28,10.786,0.0010786,0.0899,83.34878546
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,30,22.603,0.0022603,0.167,73.8839977
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,32,11.451,0.0011451,0.0815,71.17282333
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,33,20.727,0.0020727,0.1653,79.75104936
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,34,8.764,0.0008764,0.0502,57.27978092
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,35,22.993,0.0022993,0.1807,78.58913582
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,36,19.901,0.0019901,0.1658,83.31239636
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,37,24.498,0.0024498,0.2094,85.47636542
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,5,9.125,0.0009125,0.1283,140.6027397
Acacia hakeoides,Historic,12/2/1984,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,9,24.132,0.0024132,0.1546,64.06431295
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,1,29.079,0.0029079,0.2031,69.84421748
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,11,24.573,0.0024573,0.1972,80.25068164
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,12,10.74,0.001074,0.1003,93.38919926
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,13,12.451,0.0012451,0.1052,84.49120553
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,14,27.997,0.0027997,0.1906,68.07872272
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,15,13.197,0.0013197,0.0892,67.59111919
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,17,22.643,0.0022643,0.1361,60.1068763
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,18,27.747,0.0027747,0.1957,70.5301474
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,22,24.044,0.0024044,0.1708,71.03643321
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,25,34.19,0.003419,0.2153,62.97162913
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,26,24.24,0.002424,0.203,83.74587459
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,27,32.884,0.0032884,0.2637,80.19097433
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,28,31.884,0.0031884,0.2918,91.51925731
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,31,25.867,0.0025867,0.1847,71.40371902
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,32,16.849,0.0016849,0.0885,52.52537243
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,33,26.264,0.0026264,0.1609,61.26256473
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,36,30.599,0.0030599,0.2441,79.77384882
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,38,26.879,0.0026879,0.1461,54.3547007
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,5,29.346,0.0029346,0.1693,57.69099707
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,8,26.361,0.0026361,0.1329,50.41538637
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,1,10.436,0.0010436,0.1132,108.4706784
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,2,34.054,0.0034054,0.2528,74.23503847
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,3,51.114,0.0051114,0.3933,76.9456509
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,4,28.742,0.0028742,0.1909,66.41848166
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,5,36.284,0.0036284,0.2572,70.88523867
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,6,4.708,0.0004708,0.0437,92.82073067
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,7,29.413,0.0029413,0.2222,75.54482712
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,8,25.784,0.0025784,0.1662,64.45857896
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,1,27.095,0.0027095,0.2693,99.39103156
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,11,28.374,0.0028374,0.284,100.0916332
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,12,19.366,0.0019366,0.1873,96.71589383
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,13,22.893,0.0022893,0.2806,122.570218
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,15,21.323,0.0021323,0.2265,106.2233269
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,19,30.933,0.0030933,0.2918,94.33291307
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,2,34.438,0.0034438,0.2636,76.54335327
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,22,32.303,0.0032303,0.2811,87.01978144
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,23,32.775,0.0032775,0.2904,88.60411899
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,26,35.583,0.0035583,0.2415,67.86948824
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,27,30.532,0.0030532,0.2654,86.92519324
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,28,16.113,0.0016113,0.1271,78.88040712
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,29,35.117,0.0035117,0.3285,93.54443717
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,3,33.263,0.0033263,0.2511,75.48928239
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,32,22.523,0.0022523,0.1672,74.23522621
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,33,31.202,0.0031202,0.2153,69.00198705
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,4,40.004,0.0040004,0.3531,88.26617338
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,6,31.534,0.0031534,0.2831,89.77611467
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,8,29.133,0.0029133,0.2827,97.03772354
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,9,22.925,0.0022925,0.1869,81.52671756
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,1,0.661,6.61E-05,0.0024,36.3086233
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,10,0.506,5.06E-05,0.0018,35.57312253
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,14,0.495,4.95E-05,0.0026,52.52525253
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,16,0.583,5.83E-05,0.0024,41.16638079
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,19,0.546,5.46E-05,0.0026,47.61904762
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,20,0.612,6.12E-05,0.0024,39.21568627
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,22,0.511,5.11E-05,0.0027,52.83757339
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,24,0.521,5.21E-05,0.0022,42.22648752
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,25,0.484,4.84E-05,0.0031,64.04958678
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,3,0.42,4.20E-05,0.0018,42.85714286
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,30,0.627,6.27E-05,0.0038,60.60606061
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,32,0.601,6.01E-05,0.003,49.91680532
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,33,0.347,3.47E-05,0.0011,31.70028818
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,35,0.563,5.63E-05,0.0028,49.73357016
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,36,0.564,5.64E-05,0.0031,54.96453901
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,37,0.541,5.41E-05,0.0023,42.51386322
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,4,0.518,5.18E-05,0.0019,36.67953668
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,40,0.477,4.77E-05,0.0014,29.35010482
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,5,0.4,4.00E-05,0.0014,35
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,6,0.502,5.02E-05,0.0018,35.85657371
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,1,0.323,3.23E-05,0.0017,52.63157895
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,10,0.493,4.93E-05,0.0027,54.76673428
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,11,0.604,6.04E-05,0.0037,61.25827815
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,12,0.694,6.94E-05,0.0033,47.55043228
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,13,0.442,4.42E-05,0.0023,52.0361991
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,15,0.466,4.66E-05,0.0021,45.06437768
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,17,0.692,6.92E-05,0.0031,44.79768786
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,2,0.592,5.92E-05,0.002,33.78378378
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,23,0.614,6.14E-05,0.0022,35.83061889
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,24,0.445,4.45E-05,0.0015,33.70786517
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,3,0.58,5.80E-05,0.0029,50
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,4,0.626,6.26E-05,0.0025,39.93610224
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,5,0.501,5.01E-05,0.003,59.88023952
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,6,0.689,6.89E-05,0.0031,44.99274311
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,7,0.589,5.89E-05,0.0025,42.44482173
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,8,0.682,6.82E-05,0.003,43.98826979
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,9,0.527,5.27E-05,0.0024,45.54079696
Bothriochloa macra,Historic,4/15/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,1,18.261,0.0018261,0.0544,29.7902634
Bothriochloa macra,Historic,4/15/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,2,13.475,0.0013475,0.0394,29.2393321
Bothriochloa macra,Historic,4/15/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,3,14.54,0.001454,0.0409,28.12929849
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,10,13.029,0.0013029,0.0451,34.61508942
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,12,15.042,0.0015042,0.0425,28.25422151
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,13,12.468,0.0012468,0.0401,32.16233558
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,15,15.075,0.0015075,0.0427,28.32504146
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,18,15.065,0.0015065,0.0404,26.81712579
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,2,15.539,0.0015539,0.043,27.67230839
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,20,17.784,0.0017784,0.053,29.80206928
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,21,16.485,0.0016485,0.0469,28.45010616
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,24,13.325,0.0013325,0.0365,27.39212008
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,25,14.546,0.0014546,0.0502,34.51120583
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,26,16.214,0.0016214,0.0567,34.9697792
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,28,16.223,0.0016223,0.066,40.68298095
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,29,13.479,0.0013479,0.0431,31.97566585
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,31,14.29,0.001429,0.0528,36.94891533
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,33,16.4,0.00164,0.0609,37.13414634
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,34,12.383,0.0012383,0.0453,36.58241137
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,36,11.258,0.0011258,0.0383,34.02025227
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,38,14.997,0.0014997,0.0497,33.13996133
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,7,15.022,0.0015022,0.047,31.28744508
Bothriochloa macra,Modern,12/11/2017,35 21 30 S,149 12 53 E,-35.3583,149.2147,site_at_35.3583_S_and_149.2147_E,9,15.985,0.0015985,0.0589,36.8470441
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,1,10.469,0.0010469,0.0725,69.25207756
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,10,10.786,0.0010786,0.0725,67.21676247
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,11,16.381,0.0016381,0.1547,94.43867896
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,13,25.816,0.0025816,0.178,68.94948869
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,16,19.115,0.0019115,0.1134,59.32513733
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,18,36.975,0.0036975,0.3689,99.77011494
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,19,40.398,0.0040398,0.2123,52.55210654
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,2,27.495,0.0027495,0.1685,61.28386979
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,20,23.797,0.0023797,0.2451,102.996176
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,23,20.987,0.0020987,0.1895,90.29399152
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,24,16.946,0.0016946,0.1294,76.360203
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,26,17.985,0.0017985,0.2357,131.0536558
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,29,35.453,0.0035453,0.2709,76.41102304
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,32,19.636,0.0019636,0.1507,76.74679161
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,33,20.614,0.0020614,0.2138,103.7159212
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,34,20.257,0.0020257,0.243,119.9585329
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,35,15.545,0.0015545,0.1278,82.2129302
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,37,7.682,0.0007682,0.0786,102.3171049
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,4,14.315,0.0014315,0.1315,91.86168355
Bulbine bulbosa,Historic,12/10/1980,35 20 00 S,149 10 00 E,-35.3333,149.1667,site_at_35.3333_S_and_149.1667_E,8,12.021,0.0012021,0.0733,60.97662424
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,10,16.343,0.0016343,0.1136,69.50988191
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,13,18.789,0.0018789,0.1195,63.60104316
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,14,26.256,0.0026256,0.1337,50.92169409
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,19,28.009,0.0028009,0.1333,47.59184548
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,2,17.46,0.001746,0.1004,57.50286369
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,22,19.4,0.00194,0.1447,74.58762887
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,24,29.297,0.0029297,0.1979,67.54957846
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,25,16.873,0.0016873,0.1209,71.65293664
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,26,23.539,0.0023539,0.1228,52.16874124
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,3,28.781,0.0028781,0.1808,62.81922101
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,30,21.739,0.0021739,0.154,70.84042504
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,31,18.569,0.0018569,0.1191,64.13915666
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,34,25.276,0.0025276,0.163,64.48805191
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,35,23.652,0.0023652,0.147,62.15119229
Bulbine bulbosa,Modern,12/1/2016,35 28 25 S,149 00 47 E,-35.4736,149.0131,site_at_35.4736_S_and_149.0131_E,36,25.554,0.0025554,0.147,57.52524067
