Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL)
Acacia hakeoides,Modern,11/5/2017,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,13,0.0227,0.0126,0.555066079
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,1,0.0215,0.012,0.558139535
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,4,0.0453,0.0199,0.439293598
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,8,0.0627,0.0277,0.441786284
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,6,0.0086,0.0055,0.639534884
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,7,0.1604,0.0637,0.39713217
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,2,0.1985,0.0822,0.414105793
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,3,0.1431,0.0524,0.366177498
Acacia hakeoides,Historic,11/27/1984,34 15 30 S,146 27 00 E,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,5,0.1243,0.0485,0.390185036
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,9,0.0666,0.0259,0.388888889
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,23,0.1736,0.0844,0.486175115
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,4,0.1569,0.061,0.388782664
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,3,0.235,0.101,0.429787234
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,32,0.1659,0.0839,0.505726341
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,29,0.0325,0.0307,0.944615385
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,13,0.1188,0.0657,0.553030303
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,12,0.0694,0.0332,0.478386167
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,19,0.1936,0.0897,0.463326446
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,28,0.0431,0.0189,0.438515081
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,1,0.0897,0.0392,0.437012263
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,2,0.094,0.0394,0.419148936
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,27,0.1001,0.0446,0.445554446
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,15,0.1167,0.0654,0.560411311
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,8,0.1591,0.0772,0.485229415
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,22,0.1758,0.0759,0.431740614
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,26,0.1295,0.0521,0.402316602
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,6,0.0652,0.0377,0.578220859
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,33,0.0552,0.0214,0.387681159
Acacia hakeoides,Modern,11/23/2017,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,11,0.1129,0.0511,0.452612932
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,4,0.0256,0.0119,0.46484375
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,36,0.1436,0.0824,0.573816156
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,3,0.0483,0.0282,0.583850932
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,16,0.0573,0.0298,0.520069808
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,25,0.0927,0.0417,0.449838188
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,33,0.028,0.015,0.535714286
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,10,0.0182,0.0064,0.351648352
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,14,0.1511,0.0851,0.563203177
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,6,0.0679,0.0249,0.366715758
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,20,0.0639,0.0246,0.384976526
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,37,0.0944,0.0392,0.415254237
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,30,0.0835,0.049,0.586826347
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,5,0.0306,0.0125,0.408496732
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,19,0.0766,0.0334,0.436031332
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,1,0.1101,0.0443,0.40236149
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,24,0.0644,0.0271,0.420807453
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,40,0.052,0.0211,0.405769231
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,35,0.0736,0.0303,0.411684783
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,32,0.0622,0.0279,0.448553055
Acacia mariae,Historic,12/2/1984,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,22,0.0794,0.0387,0.487405542
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,6,0.191,0.0805,0.421465969
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,3,0.0804,0.0364,0.452736318
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,17,0.1214,0.0527,0.434102142
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,11,0.1299,0.0558,0.429561201
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,12,0.2113,0.0912,0.431613819
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,8,0.1193,0.0492,0.4124057
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,13,0.1197,0.0615,0.513784461
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,21,0.1131,0.0543,0.480106101
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,5,0.0777,0.0367,0.472329472
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,1,0.0229,0.0102,0.445414847
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,10,0.0644,0.0292,0.453416149
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,2,0.0433,0.0183,0.422632794
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,7,0.0734,0.0269,0.366485014
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,15,0.1383,0.0587,0.424439624
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,9,0.0568,0.0301,0.529929577
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,4,0.1809,0.0727,0.401879491
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,23,0.1511,0.0625,0.413633355
Acacia mariae,Modern,10/4/2017,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,24,0.0275,0.0108,0.392727273
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,5,0.0075,0.006,0.8
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,2,0.0224,0.0079,0.352678571
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,1,0.0245,0.0099,0.404081633
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,4,0.0234,0.0075,0.320512821
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,21,0.1752,0.0719,0.410388128
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,11,0.0305,0.0123,0.403278689
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,25,0.1792,0.0515,0.287388393
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,7,0.0679,0.024,0.353460972
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,20,0.0575,0.0197,0.342608696
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,1,0.3032,0.1183,0.390171504
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,12,0.0584,0.0202,0.345890411
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,4,0.0803,0.0277,0.344956413
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,15,0.0354,0.0121,0.34180791
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,19,0.2596,0.109,0.419876733
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,6,0.1638,0.0554,0.338217338
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,16,0.2098,0.0739,0.352240229
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,18,0.0757,0.0217,0.28665786
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,23,0.06,0.0157,0.261666667
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,2,0.3047,0.1108,0.363636364
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,10,0.0359,0.0119,0.331476323
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,13,0.0418,0.0137,0.327751196
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,14,0.2379,0.0869,0.365279529
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,5,0.0508,0.0151,0.297244094
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,3,0.0815,0.0236,0.289570552
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,8,0.1319,0.0446,0.338134951
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,14,0.0112,0.0061,0.544642857
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,23,0.0186,0.0092,0.494623656
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,29,0.0126,0.0057,0.452380952
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,26,0.0094,0.0048,0.510638298
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,21,0.0059,0.0041,0.694915254
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,10,0.0172,0.0072,0.418604651
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,31,0.0054,0.0041,0.759259259
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,36,0.0198,0.0065,0.328282828
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,20,0.0303,0.0107,0.353135314
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,11,0.0125,0.0063,0.504
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,15,0.0112,0.0057,0.508928571
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,18,0.0186,0.0075,0.403225806
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,40,0.0257,0.0089,0.346303502
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,13,0.0234,0.0083,0.354700855
Allocasuarina nana,Historic,7/13/1988,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,27,0.0124,0.0101,0.814516129
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,18,0.008,0.0031,0.3875
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,22,0.0012,0.0018,1.5
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,14,0.0238,0.0092,0.386554622
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,20,0.0078,0.004,0.512820513
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,11,0.0248,0.0078,0.314516129
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,1,0.0338,0.0125,0.369822485
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,17,0.023,0.0087,0.37826087
Allocasuarina nana,Modern,8/17/2017,33 38 38 S,150 14 42 E,-33.6439,150.245,site_at_33.6439_S_and_150.2450_E,16,0.0304,0.0092,0.302631579
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,17,0.2332,0.0753,0.322898799
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,18,0.0338,0.0096,0.284023669
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,11,0.1729,0.0511,0.295546559
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,14,0.2476,0.0821,0.331583199
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,5,0.1944,0.0627,0.322530864
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,19,0.1764,0.0576,0.326530612
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,10,0.0638,0.021,0.329153605
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,25,0.214,0.066,0.308411215
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,16,0.2839,0.0935,0.329341317
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,12,0.2329,0.0722,0.310004294
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,24,0.2582,0.0891,0.345081332
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,9,0.0699,0.0257,0.367668097
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,6,0.1667,0.0512,0.307138572
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,21,0.0991,0.0335,0.338042381
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,27,0.3486,0.1169,0.335341365
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,23,0.246,0.0731,0.297154472
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,4,0.1727,0.0565,0.32715692
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,8,0.0729,0.0214,0.293552812
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,15,0.1776,0.0533,0.300112613
Callistemon sieberi,Historic,5/23/1980,35 20 00 S,149 20 00 E,-35.3333,149.3333,site_at_35.3333_S_and_149.3333_E,26,0.2158,0.067,0.31047266
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,12,0.0721,0.0211,0.292649098
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,9,0.3235,0.1054,0.325811437
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,19,0.1038,0.0358,0.344894027
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,23,0.3285,0.998,3.03805175
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,16,0.1656,0.0467,0.282004831
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,4,0.2254,0.0621,0.275510204
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,10,0.0663,0.0201,0.303167421
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,13,0.0212,0.0077,0.363207547
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,24,0.1859,0.0537,0.288864981
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,25,0.1564,0.0512,0.327365729
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,14,0.1768,0.0544,0.307692308
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,11,0.1018,0.0295,0.28978389
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,27,0.2184,0.067,0.306776557
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,28,0.1239,0.0375,0.302663438
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,6,0.1336,0.0443,0.331586826
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,2,0.0791,0.024,0.303413401
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,18,0.0965,0.0316,0.32746114
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,1,0.1219,0.039,0.319934372
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,21,0.0772,0.0259,0.335492228
Callistemon sieberi,Modern,12/11/2017,35 19 47 S,149 15 06 E,-35.3297,149.2517,site_at_35.3297_S_and_149.2517_E,26,0.3964,0.1188,0.299697275
Callitris endlicheri,Historic,1/15/1979,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,1,0.1966,0.0591,0.300610376
Callitris endlicheri,Historic,1/15/1979,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,8,0.0237,0.0095,0.400843882
Callitris endlicheri,Historic,1/15/1979,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,5,0.1331,0.0446,0.335086401
Callitris endlicheri,Historic,1/15/1979,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,2,0.1186,0.0362,0.305227656
Callitris endlicheri,Historic,1/15/1979,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,3,0.2032,0.0537,0.264271654
Callitris endlicheri,Historic,1/15/1979,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,6,0.0574,0.0171,0.297909408
Callitris endlicheri,Modern,12/11/2017,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,19,0.0754,0.0221,0.293103448
