F3ID,UniqueID,FullID,F3_line,Growth_temp,Parent_temp,Cross_type,F2_mum,Row,Column,Block,Date_first_flower,Dry_biomass_g,Total_repro_stems,Chlorophyll_content,LMA_mg_cm2,Post_hail,phiPSII,fvfm_hot,Tcrit-hot,Tcrit-cold,Total_repro_stems_2,N_all_capsules,Sum_capsule_mass,N_capsules_weighed,Mass_per_capsule,Potential_repro_mass
F3.330.5,1301,1301_F3.330.5,F3.330,Cool,Cold,Selfed,F2.255.6,3,29,1,20191218,17.28,107,32.4,NA,0,0.19,0.7,43.65,-15.73,,,,,,
F3.330.6,1302,1302_F3.330.6,F3.330,Cool,Cold,Selfed,F2.255.6,1,20,2,20191225,7.81,25,33.5,0.998,0,0.32,0.73,42.77,-14.17,,,,,,
F3.330.7,1303,1303_F3.330.7,F3.330,Cool,Cold,Selfed,F2.255.6,2,22,3,20191220,11.02,33,36.37,0.991,1,0.22,0.72,44.81,-14.32,,,,,,
F3.330.8,1304,1304_F3.330.8,F3.330,Cool,Cold,Selfed,F2.255.6,1,3,4,20191225,8.07,14,28.2,0.914,NA,NA,NA,NA,NA,,,,,,
F3.442.5,1309,1309_F3.442.5,F3.442,Cool,Cold,Outcrossed,F2.255.6,3,15,1,20200101,3.3,3,33.8,0.921,0,0.14,0.69,45.04,-14.38,,,,,,
F3.442.6,1310,1310_F3.442.6,F3.442,Cool,Cold,Outcrossed,F2.255.6,3,28,2,20191218,16.31,47,37.03,1.181,0,0.37,0.74,42.17,-13.81,,,,,,
F3.442.7,1311,1311_F3.442.7,F3.442,Cool,Cold,Outcrossed,F2.255.6,3,11,3,20191218,10.46,40,31.27,1.248,NA,NA,NA,NA,NA,,,,,,
F3.442.8,1312,1312_F3.442.8,F3.442,Cool,Cold,Outcrossed,F2.255.6,5,13,4,20191220,14.27,63,33.23,1.02,NA,NA,NA,NA,NA,,,,,,
F3.490.5,1317,1317_F3.490.5,F3.490,Cool,Cold,Outcrossed,F2.216.7,5,10,1,20191230,9.76,26,37.5,0.859,0,0.31,0.77,44.38,-14.59,,,,,,
F3.490.6,1318,1318_F3.490.6,F3.490,Cool,Cold,Outcrossed,F2.216.7,1,8,2,20200101,12.82,28,34.63,1.548,0,0.31,0.71,43.65,-10.91,,,,,,
F3.490.7,1319,1319_F3.490.7,F3.490,Cool,Cold,Outcrossed,F2.216.7,4,6,3,20191225,7.98,27,29.2,1.138,0,0.19,0.71,46.43,-13.51,,,,,,
F3.490.8,1320,1320_F3.490.8,F3.490,Cool,Cold,Outcrossed,F2.216.7,5,1,4,20191223,8.18,31,20.47,0.554,NA,NA,NA,NA,NA,,,,,,
F3.492.5,1325,1325_F3.492.5,F3.492,Cool,Cold,Outcrossed,F2.259.8,4,11,1,20191220,6.67,13,28.3,0.746,0,0.35,0.75,43.62,-14.88,,,,,,
F3.492.6,1326,1326_F3.492.6,F3.492,Cool,Cold,Outcrossed,F2.259.8,2,12,2,20191216,10.89,35,30.57,1.143,0,0.15,0.73,44.46,-15.48,,,,,,
F3.492.7,1327,1327_F3.492.7,F3.492,Cool,Cold,Outcrossed,F2.259.8,1,26,3,20200101,4.97,19,39.13,0.828,NA,NA,NA,NA,NA,,,,,,
F3.492.8,1328,1328_F3.492.8,F3.492,Cool,Cold,Outcrossed,F2.259.8,3,15,4,20191218,8.3,30,25.47,1.138,NA,NA,NA,NA,NA,,,,,,
F3.494.5,1333,1333_F3.494.5,F3.494,Cool,Cold,Outcrossed,F2.244.9,3,4,1,20191225,8.42,7,34.87,0.917,0,0.25,0.72,45.47,-14.43,,,,,,
F3.494.6,1334,1334_F3.494.6,F3.494,Cool,Cold,Outcrossed,F2.244.9,5,6,2,20191227,5.77,15,37.93,0.726,0,0.07,0.72,43.43,-14.16,,,,,,
F3.494.7,1335,1335_F3.494.7,F3.494,Cool,Cold,Outcrossed,F2.244.9,2,11,3,20191218,14.45,60,33.17,1.461,1,0.12,0.65,45.71,-10.95,,,,,,
F3.494.8,1336,1336_F3.494.8,F3.494,Cool,Cold,Outcrossed,F2.244.9,5,18,4,20191223,16.52,84,30.17,0.933,NA,NA,NA,NA,NA,,,,,,
F3.332.5,1341,1341_F3.332.5,F3.332,Cool,Cold,Selfed,F2.229.6,5,3,1,20191230,6.16,21,29.37,0.616,0,0.13,0.7,44.3,-17.11,,,,,,
F3.332.6,1342,1342_F3.332.6,F3.332,Cool,Cold,Selfed,F2.229.6,3,2,2,20191227,5.15,13,31.47,1.063,0,0.1,0.68,43.08,-14.81,,,,,,
F3.332.7,1343,1343_F3.332.7,F3.332,Cool,Cold,Selfed,F2.229.6,2,4,3,20191218,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.332.8,1344,1344_F3.332.8,F3.332,Cool,Cold,Selfed,F2.229.6,1,12,4,20191223,10.97,47,40.93,1.121,NA,NA,NA,NA,NA,,,,,,
F3.334.5,1349,1349_F3.334.5,F3.334,Cool,Cold,Selfed,F2.237.6,2,8,1,20191213,12.28,67,48.4,1.71,0,0.24,0.73,44.45,-14.42,,,,,,
F3.334.6,1350,1350_F3.334.6,F3.334,Cool,Cold,Selfed,F2.237.6,4,26,2,20191227,11.8,42,30.63,1.176,0,0.28,0.73,42.54,-9.01,,,,,,
F3.334.7,1351,1351_F3.334.7,F3.334,Cool,Cold,Selfed,F2.237.6,1,3,3,20200101,3.82,24,35.67,1.276,0,0.16,0.67,43.46,-16.38,,,,,,
F3.334.8,1352,1352_F3.334.8,F3.334,Cool,Cold,Selfed,F2.237.6,4,19,4,20191223,12.73,30,30.33,1.172,NA,NA,NA,NA,NA,,,,,,
F3.444.5,1357,1357_F3.444.5,F3.444,Cool,Cold,Outcrossed,F2.237.6,4,18,1,20191227,5.58,12,32.97,1.438,0,0.16,0.72,45.14,-13.97,,,,,,
F3.444.6,1358,1358_F3.444.6,F3.444,Cool,Cold,Outcrossed,F2.237.6,1,11,2,20191220,13.69,86,39.67,1.634,0,0.16,0.72,43.91,-9.29,,,,,,
F3.444.7,1359,1359_F3.444.7,F3.444,Cool,Cold,Outcrossed,F2.237.6,1,20,3,20191223,9.31,36,30.63,1.441,1,0.3,0.74,NA,-14.68,,,,,,
F3.444.8,1360,1360_F3.444.8,F3.444,Cool,Cold,Outcrossed,F2.237.6,4,9,4,20191218,9.78,41,41.47,1.012,NA,NA,NA,NA,NA,,,,,,
F3.500.5,1365,1365_F3.500.5,F3.500,Cool,Cold,Outcrossed,F2.253.8,1,27,1,20191220,7.99,23,29.43,1.774,0,0.33,0.77,45.95,-14.38,,,,,,
F3.500.6,1366,1366_F3.500.6,F3.500,Cool,Cold,Outcrossed,F2.253.8,4,10,2,20191223,NA,7,NA,NA,0,0.28,0.73,46.64,-12.13,,,,,,
F3.500.7,1367,1367_F3.500.7,F3.500,Cool,Cold,Outcrossed,F2.253.8,2,3,3,20191223,6.5,8,22,1.046,0,0.25,0.69,40.68,-13.94,,,,,,
F3.500.8,1368,1368_F3.500.8,F3.500,Cool,Cold,Outcrossed,F2.253.8,4,7,4,20191223,8,12,31.73,0.78,NA,NA,NA,NA,NA,,,,,,
F3.496.5,1373,1373_F3.496.5,F3.496,Cool,Cold,Outcrossed,F2.242.6,4,28,1,20191216,10.61,79,28.23,1.127,0,0.38,0.76,44.91,-14.87,,,,,,
F3.496.6,1374,1374_F3.496.6,F3.496,Cool,Cold,Outcrossed,F2.242.6,3,25,2,20191218,14.22,91,36.63,1.268,0,0.33,0.74,43.16,-9.28,,,,,,
F3.496.7,1375,1375_F3.496.7,F3.496,Cool,Cold,Outcrossed,F2.242.6,2,2,3,20191225,5.28,32,36.5,1.458,0,0.47,0.75,41.46,-13.83,,,,,,
F3.496.8,1376,1376_F3.496.8,F3.496,Cool,Cold,Outcrossed,F2.242.6,4,14,4,20191223,5.71,37,31.23,0.903,NA,NA,NA,NA,NA,,,,,,
F3.498.5,1381,1381_F3.498.5,F3.498,Cool,Cold,Outcrossed,F2.227.7,2,24,1,20191216,13.08,32,38.1,1.218,0,0.43,0.78,42.92,-12.35,,,,,,
F3.498.6,1382,1382_F3.498.6,F3.498,Cool,Cold,Outcrossed,F2.227.7,3,4,2,20191218,6.21,30,39.13,0.777,0,0.19,0.69,45.37,-15.66,,,,,,
F3.498.7,1383,1383_F3.498.7,F3.498,Cool,Cold,Outcrossed,F2.227.7,3,23,3,20191225,13.1,32,40.63,0.906,1,0.32,0.75,44.06,-12.85,,,,,,
F3.498.8,1384,1384_F3.498.8,F3.498,Cool,Cold,Outcrossed,F2.227.7,3,10,4,20191223,8.14,29,41.3,0.852,NA,NA,NA,NA,NA,,,,,,
F3.336.5,1389,1389_F3.336.5,F3.336,Cool,Cold,Selfed,F2.233.7,4,6,1,20191223,7.14,29,31.63,0.921,0,0.34,0.76,46.27,-11.89,,,,,,
F3.336.6,1390,1390_F3.336.6,F3.336,Cool,Cold,Selfed,F2.233.7,2,23,2,20191213,11.1,40,30.63,1.37,0,0.38,0.74,43.6,-8.29,,,,,,
F3.336.7,1391,1391_F3.336.7,F3.336,Cool,Cold,Selfed,F2.233.7,4,1,3,20191225,5.63,26,43.07,1.079,0,0.23,0.71,42.47,-15.06,,,,,,
F3.336.8,1392,1392_F3.336.8,F3.336,Cool,Cold,Selfed,F2.233.7,1,29,4,20191216,11.97,47,43.6,2.025,NA,NA,NA,NA,NA,,,,,,
F3.352.5,1397,1397_F3.352.5,F3.352,Cool,Cold,Selfed,F2.259.8,4,25,1,20191227,3.82,7,35,0.867,0,0.16,0.77,45.48,-15.54,,,,,,
F3.352.6,1398,1398_F3.352.6,F3.352,Cool,Cold,Selfed,F2.259.8,5,5,2,20191223,6.24,11,30.63,0.813,0,0.2,0.68,44.28,NA,,,,,,
F3.352.7,1399,1399_F3.352.7,F3.352,Cool,Cold,Selfed,F2.259.8,4,8,3,20191223,6.01,11,31.33,0.687,NA,NA,NA,NA,NA,,,,,,
F3.352.8,1400,1400_F3.352.8,F3.352,Cool,Cold,Selfed,F2.259.8,4,11,4,20191218,9.92,42,31.17,0.877,NA,NA,NA,NA,NA,,,,,,
F3.446.5,1405,1405_F3.446.5,F3.446,Cool,Cold,Outcrossed,F2.237.6,3,25,1,20191216,9.43,61,32.13,1.392,0,0.31,0.71,45.75,-14.75,,,,,,
F3.446.6,1406,1406_F3.446.6,F3.446,Cool,Cold,Outcrossed,F2.237.6,5,16,2,20191211,14.42,167,41.23,1.025,0,0.18,0.7,45.74,-15.79,,,,,,
F3.446.7,1407,1407_F3.446.7,F3.446,Cool,Cold,Outcrossed,F2.237.6,2,28,3,20191218,12.38,37,34.43,0.779,1,0.2,0.67,44.07,-13.91,,,,,,
F3.446.8,1408,1408_F3.446.8,F3.446,Cool,Cold,Outcrossed,F2.237.6,5,29,4,20191216,10.36,75,36.93,1.095,NA,NA,NA,NA,NA,,,,,,
F3.504.5,1413,1413_F3.504.5,F3.504,Cool,Cold,Outcrossed,F2.222.6,3,26,1,20191218,11.84,37,31.17,1.285,0,0.17,0.74,46.43,-16.07,,,,,,
F3.504.6,1414,1414_F3.504.6,F3.504,Cool,Cold,Outcrossed,F2.222.6,1,10,2,20191220,8.3,26,38.47,1.704,0,0.12,0.7,45.63,-14.46,,,,,,
F3.504.7,1415,1415_F3.504.7,F3.504,Cool,Cold,Outcrossed,F2.222.6,2,6,3,20191223,5.81,25,25,0.952,0,0.22,0.73,45.19,-14.47,,,,,,
F3.504.8,1416,1416_F3.504.8,F3.504,Cool,Cold,Outcrossed,F2.222.6,3,9,4,20191213,7.89,22,40.4,0.767,NA,NA,NA,NA,NA,,,,,,
F3.506.5,1421,1421_F3.506.5,F3.506,Cool,Cold,Outcrossed,F2.259.8,1,23,1,20191230,5.28,26,28.77,1.281,0,0.21,0.72,NA,-16.6,,,,,,
F3.506.6,1422,1422_F3.506.6,F3.506,Cool,Cold,Outcrossed,F2.259.8,2,1,2,20191216,7.34,20,42.37,0.874,0,0.1,0.57,42.79,-12.76,,,,,,
F3.506.7,1423,1423_F3.506.7,F3.506,Cool,Cold,Outcrossed,F2.259.8,4,23,3,20191216,12.01,51,28.17,1.512,1,0.15,0.71,NA,-14.21,,,,,,
F3.506.8,1424,1424_F3.506.8,F3.506,Cool,Cold,Outcrossed,F2.259.8,2,11,4,20191220,5.63,23,34.4,1.166,NA,NA,NA,NA,NA,,,,,,
F3.502.5,1429,1429_F3.502.5,F3.502,Cool,Cold,Outcrossed,F2.242.6,1,5,1,20191216,8.67,82,30.8,0.914,0,0.17,0.73,47.98,-13.97,,,,,,
F3.502.6,1430,1430_F3.502.6,F3.502,Cool,Cold,Outcrossed,F2.242.6,4,2,2,20191218,6.53,34,30.43,0.755,0,0.26,0.75,44.04,NA,,,,,,
F3.502.7,1431,1431_F3.502.7,F3.502,Cool,Cold,Outcrossed,F2.242.6,1,1,3,20191218,4.66,34,42.3,1.099,0,0.38,0.74,43.58,-11.21,,,,,,
F3.502.8,1432,1432_F3.502.8,F3.502,Cool,Cold,Outcrossed,F2.242.6,4,4,4,20191216,13.66,59,39.57,1.251,NA,NA,NA,NA,NA,,,,,,
F3.340.5,1437,1437_F3.340.5,F3.340,Cool,Cold,Selfed,F2.239.9,1,21,1,no flower,2.62,0,41.87,1.077,0,0.37,0.75,43.73,-11.88,,,,,,
F3.340.6,1438,1438_F3.340.6,F3.340,Cool,Cold,Selfed,F2.239.9,1,22,2,20191218,9.32,36,39.2,1.334,0,0.26,0.74,44.54,-10.62,,,,,,
F3.340.7,1439,1439_F3.340.7,F3.340,Cool,Cold,Selfed,F2.239.9,4,9,3,20191225,2.55,0,28.6,0.792,NA,NA,NA,NA,NA,,,,,,
F3.340.8,1440,1440_F3.340.8,F3.340,Cool,Cold,Selfed,F2.239.9,1,9,4,20191225,5.77,5,43.43,1.376,NA,NA,NA,NA,NA,,,,,,
F3.342.5,1445,1445_F3.342.5,F3.342,Cool,Cold,Selfed,F2.236.6,3,9,1,20191213,4.56,34,27.03,0.641,0,0.32,0.74,44.44,-14.79,,,,,,
F3.342.6,1446,1446_F3.342.6,F3.342,Cool,Cold,Selfed,F2.236.6,5,15,2,20191213,10.68,44,36.17,1.031,0,0.28,0.73,45.46,-15.03,,,,,,
F3.342.7,1447,1447_F3.342.7,F3.342,Cool,Cold,Selfed,F2.236.6,5,29,3,20191213,10.83,89,39.03,1.309,1,0.31,0.72,44.37,-12.66,,,,,,
F3.342.8,1448,1448_F3.342.8,F3.342,Cool,Cold,Selfed,F2.236.6,1,2,4,20191216,6.78,35,39,0.958,NA,NA,NA,NA,NA,,,,,,
F3.448.5,1453,1453_F3.448.5,F3.448,Cool,Cold,Outcrossed,F2.236.6,2,11,1,20191216,10.41,28,39.03,0.92,0,0.23,0.76,44.45,-12.54,,,,,,
F3.448.6,1454,1454_F3.448.6,F3.448,Cool,Cold,Outcrossed,F2.236.6,1,2,2,20191213,NA,30,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.448.7,1455,1455_F3.448.7,F3.448,Cool,Cold,Outcrossed,F2.236.6,4,19,3,20191211,7.27,37,32.2,0.702,NA,NA,NA,NA,NA,,,,,,
F3.448.8,1456,1456_F3.448.8,F3.448,Cool,Cold,Outcrossed,F2.236.6,2,1,4,20191220,0.13,33,46.67,1.257,NA,NA,NA,NA,NA,,,,,,
F3.508.5,1461,1461_F3.508.5,F3.508,Cool,Cold,Outcrossed,F2.204.6,5,25,1,20191216,12.75,56,30.3,1.263,0,0.12,0.72,44.82,-13.25,,,,,,
F3.508.6,1462,1462_F3.508.6,F3.508,Cool,Cold,Outcrossed,F2.204.6,1,6,2,20191220,9.49,43,31.37,1.314,0,0.2,0.72,44.28,-14.88,,,,,,
F3.508.7,1463,1463_F3.508.7,F3.508,Cool,Cold,Outcrossed,F2.204.6,1,13,3,20191216,12.62,72,39.07,1.485,1,0.21,0.7,45.92,-15.06,,,,,,
F3.508.8,1464,1464_F3.508.8,F3.508,Cool,Cold,Outcrossed,F2.204.6,5,23,4,20191223,5.86,31,37.27,0.829,NA,NA,NA,NA,NA,,,,,,
F3.510.5,1469,1469_F3.510.5,F3.510,Cool,Cold,Outcrossed,F2.231.6,5,22,1,20191223,13.04,40,21.13,0.961,0,0.12,0.7,44.15,-8.35,,,,,,
F3.510.6,1470,1470_F3.510.6,F3.510,Cool,Cold,Outcrossed,F2.231.6,1,16,2,20191216,16.15,124,21.67,1.085,0,0.24,0.75,42.13,-14.07,,,,,,
F3.510.7,1471,1471_F3.510.7,F3.510,Cool,Cold,Outcrossed,F2.231.6,5,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.510.8,1472,1472_F3.510.8,F3.510,Cool,Cold,Outcrossed,F2.231.6,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.512.5,1477,1477_F3.512.5,F3.512,Cool,Cold,Outcrossed,F2.243.10,2,29,1,20191218,11.16,68,28.9,1.323,0,0.19,0.74,45.37,-14.53,,,,,,
F3.512.6,1478,1478_F3.512.6,F3.512,Cool,Cold,Outcrossed,F2.243.10,5,25,2,20191225,12.18,53,23.87,0.973,0,0.41,0.76,44.15,-14.82,,,,,,
F3.512.7,1479,1479_F3.512.7,F3.512,Cool,Cold,Outcrossed,F2.243.10,2,14,3,20191223,9.46,43,39.67,1.142,NA,NA,NA,NA,NA,,,,,,
F3.512.8,1480,1480_F3.512.8,F3.512,Cool,Cold,Outcrossed,F2.243.10,3,17,4,20191223,8.65,38,26.47,1.686,NA,NA,NA,NA,NA,,,,,,
F3.344.5,1485,1485_F3.344.5,F3.344,Cool,Cold,Selfed,F2.241.7,4,21,1,20191225,5.18,10,33.13,0.619,0,0.35,0.73,44.19,-13.8,,,,,,
F3.344.6,1486,1486_F3.344.6,F3.344,Cool,Cold,Selfed,F2.241.7,3,6,2,20191230,10.39,26,31.83,1.535,0,0.25,0.73,46.01,-8.8,,,,,,
F3.344.7,1487,1487_F3.344.7,F3.344,Cool,Cold,Selfed,F2.241.7,5,2,3,20191223,5.18,41,26.83,1.279,0,0.2,0.63,39.94,-15.06,,,,,,
F3.344.8,1488,1488_F3.344.8,F3.344,Cool,Cold,Selfed,F2.241.7,1,24,4,20191213,14.05,68,30.5,1.401,NA,NA,NA,NA,NA,,,,,,
F3.346.5,1493,1493_F3.346.5,F3.346,Cool,Cold,Selfed,F2.211.7,3,18,1,20191225,3.45,20,25.07,0.553,0,0.21,0.73,43.4,-14.54,,,,,,
F3.346.6,1494,1494_F3.346.6,F3.346,Cool,Cold,Selfed,F2.211.7,4,16,2,20191225,8.51,23,36.63,1.216,0,0.29,0.76,42.65,-16.56,,,,,,
F3.346.7,1495,1495_F3.346.7,F3.346,Cool,Cold,Selfed,F2.211.7,1,23,3,20191227,13.55,41,35.77,1.005,1,0.49,0.77,47.77,-13.06,,,,,,
F3.346.8,1496,1496_F3.346.8,F3.346,Cool,Cold,Selfed,F2.211.7,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.450.5,1501,1501_F3.450.5,F3.450,Cool,Cold,Outcrossed,F2.211.7,5,28,1,20191225,8.48,37,28.4,0.879,0,0.19,0.72,45.22,-12.6,,,,,,
F3.450.6,1502,1502_F3.450.6,F3.450,Cool,Cold,Outcrossed,F2.211.7,4,14,2,20191216,17.69,110,29.07,0.903,0,0.29,0.74,44.08,-13.66,,,,,,
F3.450.7,1503,1503_F3.450.7,F3.450,Cool,Cold,Outcrossed,F2.211.7,5,9,3,20191211,7.05,43,35,1.287,NA,NA,NA,NA,NA,,,,,,
F3.450.8,1504,1504_F3.450.8,F3.450,Cool,Cold,Outcrossed,F2.211.7,2,25,4,20191220,13.33,61,36.67,1.409,NA,NA,NA,NA,NA,,,,,,
F3.514.5,1509,1509_F3.514.5,F3.514,Cool,Cold,Outcrossed,F2.263.6,3,13,1,20191220,5.39,5,35.37,0.761,0,0.12,0.7,44.89,-8.05,,,,,,
F3.514.6,1510,1510_F3.514.6,F3.514,Cool,Cold,Outcrossed,F2.263.6,3,7,2,20191225,8.65,30,29.9,1.11,0,0.25,0.69,44.87,-15.27,,,,,,
F3.514.7,1511,1511_F3.514.7,F3.514,Cool,Cold,Outcrossed,F2.263.6,5,3,3,20191225,3.57,11,33.77,1.478,0,0.24,0.71,43.02,-14.67,,,,,,
F3.514.8,1512,1512_F3.514.8,F3.514,Cool,Cold,Outcrossed,F2.263.6,4,18,4,20191220,7.03,28,23.27,0.488,NA,NA,NA,NA,NA,,,,,,
F3.516.5,1517,1517_F3.516.5,F3.516,Cool,Cold,Outcrossed,F2.215.9,4,20,1,20191218,10.8,39,34.9,1.069,0,0.11,0.73,46.41,-14.19,,,,,,
F3.516.6,1518,1518_F3.516.6,F3.516,Cool,Cold,Outcrossed,F2.215.9,2,28,2,20191223,8.2,42,18.63,1.08,0,0.14,0.69,46.67,-15.36,,,,,,
F3.516.7,1519,1519_F3.516.7,F3.516,Cool,Cold,Outcrossed,F2.215.9,4,3,3,20191227,4.89,20,27.63,0.663,0,0.23,0.69,47.66,-9.96,,,,,,
F3.516.8,1520,1520_F3.516.8,F3.516,Cool,Cold,Outcrossed,F2.215.9,2,5,4,20191223,10.82,25,38.8,NA,NA,NA,NA,NA,NA,,,,,,
F3.518.5,1525,1525_F3.518.5,F3.518,Cool,Cold,Outcrossed,F2.246.6,2,19,1,20191218,11.39,27,37.4,1.327,0,0.21,0.74,44.41,-13.21,,,,,,
F3.518.6,1526,1526_F3.518.6,F3.518,Cool,Cold,Outcrossed,F2.246.6,2,19,2,20191230,8.68,33,34.03,0.943,0,0.36,0.78,43.76,-15.24,,,,,,
F3.518.7,1527,1527_F3.518.7,F3.518,Cool,Cold,Outcrossed,F2.246.6,1,15,3,20191223,9.88,44,35.87,1.535,1,0.25,0.71,44.68,-15.25,,,,,,
F3.518.8,1528,1528_F3.518.8,F3.518,Cool,Cold,Outcrossed,F2.246.6,5,11,4,20191218,11.16,61,35.73,NA,NA,NA,NA,NA,NA,,,,,,
F3.348.5,1533,1533_F3.348.5,F3.348,Cool,Cold,Selfed,F2.248.6,3,24,1,20191218,5.07,25,20.93,1.1,0,0.12,0.67,44.1,-8.05,,,,,,
F3.348.6,1534,1534_F3.348.6,F3.348,Cool,Cold,Selfed,F2.248.6,2,14,2,20191223,9.64,14,23.93,0.918,0,0.41,0.78,44.54,-15.11,,,,,,
F3.348.7,1535,1535_F3.348.7,F3.348,Cool,Cold,Selfed,F2.248.6,5,7,3,20191225,8.95,18,31.83,0.841,1,0.36,0.74,44.01,-14.94,,,,,,
F3.348.8,1536,1536_F3.348.8,F3.348,Cool,Cold,Selfed,F2.248.6,1,27,4,20191227,5.99,17,22.13,1.37,NA,NA,NA,NA,NA,,,,,,
F3.350.5,1541,1541_F3.350.5,F3.350,Cool,Cold,Selfed,F2.263.6,4,9,1,20191213,6.65,24,39.63,0.931,0,0.38,0.78,43.58,-14.14,,,,,,
F3.350.6,1542,1542_F3.350.6,F3.350,Cool,Cold,Selfed,F2.263.6,2,15,2,20191216,8.73,60,41.2,1.337,0,0.31,0.75,45.36,-13.4,,,,,,
F3.350.7,1543,1543_F3.350.7,F3.350,Cool,Cold,Selfed,F2.263.6,3,13,3,20191220,13.86,66,19.5,1.066,1,0.19,0.68,NA,-17.49,,,,,,
F3.350.8,1544,1544_F3.350.8,F3.350,Cool,Cold,Selfed,F2.263.6,5,7,4,20191220,9.57,52,29.63,1.042,NA,NA,NA,NA,NA,,,,,,
F3.452.5,1549,1549_F3.452.5,F3.452,Cool,Cold,Outcrossed,F2.263.6,3,12,1,20191216,5.45,17,34.37,0.703,0,0.29,0.71,42.67,-15.63,,,,,,
F3.452.6,1550,1550_F3.452.6,F3.452,Cool,Cold,Outcrossed,F2.263.6,5,17,2,20191223,10.77,29,30.07,1.202,0,0.37,0.77,43.91,-14.94,,,,,,
F3.452.7,1551,1551_F3.452.7,F3.452,Cool,Cold,Outcrossed,F2.263.6,3,21,3,20191216,7.77,37,38.23,2.03,1,0.41,0.75,NA,-14.26,,,,,,
F3.452.8,1552,1552_F3.452.8,F3.452,Cool,Cold,Outcrossed,F2.263.6,2,26,4,20191223,9.37,25,31.8,0.754,NA,NA,NA,NA,NA,,,,,,
F3.520.5,1557,1557_F3.520.5,F3.520,Cool,Cold,Outcrossed,F2.262.6,1,16,1,20191220,10.31,27,35.9,1.066,0,0.13,0.7,45.66,-15.14,,,,,,
F3.520.6,1558,1558_F3.520.6,F3.520,Cool,Cold,Outcrossed,F2.262.6,4,12,2,20191220,14.55,63,28.3,1.043,0,0.12,0.73,45.52,-8.41,,,,,,
F3.520.7,1559,1559_F3.520.7,F3.520,Cool,Cold,Outcrossed,F2.262.6,4,12,3,20191216,10.42,67,30.67,0.919,NA,NA,NA,NA,NA,,,,,,
F3.520.8,1560,1560_F3.520.8,F3.520,Cool,Cold,Outcrossed,F2.262.6,2,20,4,20191220,11.3,32,38,0.87,NA,NA,NA,NA,NA,,,,,,
F3.522.5,1565,1565_F3.522.5,F3.522,Cool,Cold,Outcrossed,F2.234.6,3,14,1,20200101,6.25,14,29.83,0.923,0,0.28,0.78,45.45,-13.57,,,,,,
F3.522.6,1566,1566_F3.522.6,F3.522,Cool,Cold,Outcrossed,F2.234.6,5,19,2,20191223,18.27,61,27.47,1.028,0,0.41,0.76,43.13,-9.69,,,,,,
F3.522.7,1567,1567_F3.522.7,F3.522,Cool,Cold,Outcrossed,F2.234.6,5,8,3,20200101,8.98,23,27.9,1.222,1,0.22,0.74,44.54,-15.55,,,,,,
F3.522.8,1568,1568_F3.522.8,F3.522,Cool,Cold,Outcrossed,F2.234.6,4,28,4,20191230,12.23,35,33.07,0.936,NA,NA,NA,NA,NA,,,,,,
F3.524.5,1573,1573_F3.524.5,F3.524,Cool,Cold,Outcrossed,F2.238.6,1,11,1,20191213,9.07,36,28.73,0.835,0,0.35,0.77,44.79,-11.85,,,,,,
F3.524.6,1574,1574_F3.524.6,F3.524,Cool,Cold,Outcrossed,F2.238.6,5,13,2,20191223,13.31,41,36.07,1.477,0,0.17,0.7,44.92,-14,,,,,,
F3.524.7,1575,1575_F3.524.7,F3.524,Cool,Cold,Outcrossed,F2.238.6,5,21,3,20191218,11.17,32,32.77,0.991,NA,NA,NA,NA,NA,,,,,,
F3.524.8,1576,1576_F3.524.8,F3.524,Cool,Cold,Outcrossed,F2.238.6,3,11,4,20191223,11.83,49,29.4,1.054,NA,NA,NA,NA,NA,,,,,,
F3.301.5,1581,1581_F3.301.5,F3.301,Cool,Hot,Selfed,F2.201.1,5,8,1,20200113,8.16,11,33.87,1.013,0,0.33,0.74,45.92,-15.22,,,,,,
F3.301.6,1582,1582_F3.301.6,F3.301,Cool,Hot,Selfed,F2.201.1,1,12,2,20191230,11.57,51,38.23,1.86,0,0.23,0.72,46.83,-7.66,,,,,,
F3.301.7,1583,1583_F3.301.7,F3.301,Cool,Hot,Selfed,F2.201.1,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.301.8,1584,1584_F3.301.8,F3.301,Cool,Hot,Selfed,F2.201.1,1,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.303.5,1589,1589_F3.303.5,F3.303,Cool,Hot,Selfed,F2.261.1,1,2,1,NA,NA,NA,NA,NA,0,0.14,0.68,44.94,-14.82,,,,,,
F3.303.6,1590,1590_F3.303.6,F3.303,Cool,Hot,Selfed,F2.261.1,5,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.303.7,1591,1591_F3.303.7,F3.303,Cool,Hot,Selfed,F2.261.1,3,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
