abbrev,individual_id,sample_id,leaflet_id,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,notes,
ficuobli,3,4,NA,2657.66,0.9547,0.2769,,
flincoll,1,1,rachis,55.42,0.055,0.0306,,
flincoll,1,1,c,705.6,0.24,0.1273,,
flincoll,1,1,b,655.07,0.21,0.1103,,
flincoll,1,1,a,764.21,0.214,0.1141,,
flincoll,1,2,rachis,38.74,0.027,0.0139,,
flincoll,1,2,b,342.08,0.131,0.0677,,
flincoll,1,2,c,269.24,0.089,0.0462,,
flincoll,1,2,a,442.65,0.069,0.0355,,
flincoll,1,3,rachis,41.5,0.058,0.0312,,
flincoll,1,3,b,562.48,0.238,0.1278,,
flincoll,1,3,c,575.56,0.165,0.087,,
flincoll,1,3,a,751.57,0.181,0.096,,
flincoll,1,4,rachis,41.96,0.033,0.018,,
flincoll,1,4,b,400.22,0.177,0.0936,,
flincoll,1,4,c,438.71,0.127,0.0654,,
flincoll,1,4,a,611.36,0.132,0.069,,
flincoll,2,1,rachis,27.2,0.031,0.0175,,
flincoll,2,1,b,465.56,0.257,0.1353,,
flincoll,2,1,c,358.05,0.136,0.0733,,
flincoll,2,1,a,633.9,0.188,0.0992,,
flincoll,2,2,rachis,50.85,0.082,0.0434,,
flincoll,2,2,b,401.71,0.16,0.0842,,
flincoll,2,2,e,455.54,0.174,0.092,,
flincoll,2,2,a,461.36,0.164,0.0878,,
flincoll,2,2,c,476.76,0.168,0.0896,,
flincoll,2,2,d,454.33,0.149,0.0792,,
flincoll,2,3,rachis,43.24,0.036,0.0185,,
flincoll,2,3,c,617.55,0.219,0.1124,,
flincoll,2,3,b,416.13,0.146,0.0753,,
flincoll,2,3,a,427.02,0.141,0.0737,,
flincoll,2,4,rachis,53.42,0.075,0.039,,
flincoll,2,4,e,437.4,0.198,0.0996,,
flincoll,2,4,d,468.64,0.198,0.1035,,
flincoll,2,4,c,511.07,0.214,0.1116,,
flincoll,2,4,a,508.04,0.177,0.0929,,
flincoll,2,4,b,533.46,0.166,0.0877,,
flincoll,3,1,rachis,129.37,0.088,0.039,,
flincoll,3,1,b,973.07,0.278,0.128,,
flincoll,3,1,a,434.52,0.117,0.0533,,
flincoll,3,1,d,314.27,0.083,0.0371,,
flincoll,3,1,c,648.69,0.167,0.0716,,
flincoll,3,2,rachis,30.86,0.029,0.0138,,
flincoll,3,2,c,363.75,0.138,0.0654,,
flincoll,3,2,a,1098.72,0.328,0.1521,,
flincoll,3,2,b,475.23,0.104,0.0493,,
flincoll,3,3,rachis,104.64,0.112,0.0515,,
flincoll,3,3,d,866.45,0.322,0.1379,,
flincoll,3,3,a,1190.77,0.376,0.1755,,
flincoll,3,3,c,1149.36,0.325,0.1499,,
flincoll,3,3,b,1108.58,0.247,0.1099,,
flincoll,3,4,rachis,52.972,0.072,0.0331,,
flincoll,3,4,f,236.442,0.092,0.0432,,
flincoll,3,4,d,318.23,0.098,0.0462,,
flincoll,3,4,c,473.72,0.14,0.0669,,
flincoll,3,4,a,454.93,0.138,0.0634,,
flincoll,3,4,b,194.91,0.056,0.0261,,
flincoll,3,4,e,345.25,0.063,0.0297,,
flincoll,4,1,rachis,86.1,0.065,0.0353,,
flincoll,4,1,d,484.71,0.143,0.077,,
flincoll,4,1,e,803.82,0.227,0.118,,
flincoll,4,1,c,450.44,0.118,0.0635,,
flincoll,4,1,a,435.64,0.113,0.0592,,
flincoll,4,1,b,542.52,0.123,0.0662,,
flincoll,4,2,rachis,56.55,0.069,0.0384,,
flincoll,4,2,c,428.11,0.114,0.0634,,
flincoll,4,2,a,471.96,0.128,0.0692,,
flincoll,4,2,b,671.74,0.177,0.0982,,
flincoll,4,2,d,338.17,0.09,0.0489,,
flincoll,4,3,rachis,74.06,0.08,0.044,,
flincoll,4,3,b,434.15,0.123,0.0664,,
flincoll,4,3,d,427.84,0.117,0.065,,
flincoll,4,3,c,788.146,0.217,0.1178,,
flincoll,4,3,a,564.01,0.149,0.0805,,
flincoll,4,3,e,405.01,0.106,0.0575,,
flincoll,4,4,rachis,158.2,0.109,0.0569,,
flincoll,4,4,d,687.95,0.161,0.0884,,
flincoll,4,4,c,1035.02,0.251,0.1311,,
flincoll,4,4,e,694,0.164,0.0864,,
flincoll,4,4,a,818.56,0.191,0.0981,,
flincoll,4,4,b,524.84,0.112,0.0584,,
geijsali,3,1,NA,668.76,0.215,0.0937,,
geijsali,3,2,NA,858.98,0.263,0.1088,,
geijsali,3,3,NA,636.28,0.194,0.0805,,
geijsali,3,4,NA,668.11,0.212,0.0927,,
geijsali,4,1,NA,863.17,0.2863,0.1002,,
geijsali,4,2,NA,839.47,0.2933,0.1017,,
geijsali,4,3,NA,1320.52,0.432,0.1421,,
geijsali,4,4,NA,877.58,0.2983,0.1053,,
gossbidw,1,1,NA,777.89,0.185,0.0726,,
gossbidw,1,2,NA,884.77,0.1958,0.0808,,
gossbidw,1,3,NA,602.36,0.1216,0.0608,,
gossbidw,1,4,NA,857.28,0.182,0.0742,,
gossbidw,2,1,NA,722.18,0.1669,0.0635,,
gossbidw,2,2,NA,717.09,0.175,0.0771,,
gossbidw,2,3,NA,671.36,0.1586,0.0686,,
gossbidw,2,4,NA,678.87,0.1854,0.0823,,
gossbidw,3,1,NA,494.41,0.1511,0.0757,,
gossbidw,3,2,NA,779.81,0.1844,0.0963,,
gossbidw,3,3,NA,756.05,0.1534,0.0703,,
gossbidw,3,4,NA,686.06,0.154,0.0791,,
gossbidw,4,1,NA,764.53,0.1467,0.0687,,
gossbidw,4,2,NA,951.41,0.1851,0.0879,,
gossbidw,4,3,NA,1036.96,0.1813,0.0829,,
gossbidw,4,4,NA,1178.42,0.2302,0.109,,
guiosemi,1,1,rachis,41.18,0.0397,0.0182,,
guiosemi,1,1,b,1539.51,0.3253,0.1284,,
guiosemi,1,1,a,1602.84,0.3404,0.1334,,
guiosemi,1,1,d,1072.74,0.2217,0.0884,,
guiosemi,1,1,c,849.93,0.1744,0.0698,,
guiosemi,1,2,rachis,38.22,0.0377,0.0164,,
guiosemi,1,2,b,1322.08,0.2658,0.1056,,
guiosemi,1,2,a,942.71,0.1807,0.0716,,
guiosemi,1,2,d,476.09,0.093,0.0357,,
guiosemi,1,2,c,400.15,0.074,0.0283,,
guiosemi,1,3,rachis,40.9,0.0438,0.0212,,
guiosemi,1,3,b,1448.18,0.3084,0.1214,,
guiosemi,1,3,d,846.71,0.1784,0.0704,,
guiosemi,1,3,a,1197.62,0.2532,0.0986,,
guiosemi,1,3,c,951.71,0.1856,0.0711,,
guiosemi,1,4,rachis,77.78,0.085,0.0417,,
guiosemi,1,4,a,1580.18,0.372,0.1589,,
guiosemi,1,4,b,2092.27,0.464,0.2012,,
guiosemi,1,4,d,1239.8,0.2784,0.1185,,
guiosemi,1,4,c,1075.78,0.2355,0.0997,,
guiosemi,2,1,rachis,59.4,0.073,0.0414,,
guiosemi,2,1,d,575.18,0.163,0.0818,,
guiosemi,2,1,b,581.06,0.157,0.0777,,
guiosemi,2,1,a,858.46,0.235,0.1145,,
guiosemi,2,1,c,949.77,0.253,0.1221,,
guiosemi,2,2,rachis,75.94,0.095,0.0521,,
guiosemi,2,2,b,1625.64,0.479,0.235,,
guiosemi,2,2,a,1439.03,0.421,0.2059,,
guiosemi,2,2,c,1070.94,0.293,0.1446,,
guiosemi,2,2,d,1003.87,0.277,0.1352,,
guiosemi,2,3,rachis,37.18,0.045,0.0247,,
guiosemi,2,3,c,685.42,0.204,0.0965,,
guiosemi,2,3,b,291.27,0.081,0.0386,,
guiosemi,2,3,a,1123.29,0.309,0.1466,,
guiosemi,2,3,d,1174.17,0.323,0.1527,,
guiosemi,2,4,rachis,59.36,0.076,0.0417,,
guiosemi,2,4,c,1186.76,0.362,0.1739,,
guiosemi,2,4,b,1281.72,0.371,0.1784,,
guiosemi,2,4,a,1083.33,0.306,0.1476,,
guiosemi,2,4,d,1055.35,0.294,0.1409,,
guiosemi,3,1,rachis,46.85,0.032,0.017,,
guiosemi,3,1,a,471.13,0.061,0.0422,,
guiosemi,3,1,c,600.86,0.085,0.053,,
guiosemi,3,1,b,882.48,0.12,0.0772,,
guiosemi,3,1,d,662.85,0.093,0.0556,,
guiosemi,3,2,rachis,61.6,0.042,0.0246,,
guiosemi,3,2,b,439.62,0.057,0.035,,
guiosemi,3,2,a,632.15,0.08,0.0484,,
guiosemi,3,2,c,446.65,0.05,0.0341,,
guiosemi,3,2,d,319.76,0.035,0.0241,,
guiosemi,3,3,rachis,30.21,0.02,0.014,,
guiosemi,3,3,a,766.41,0.104,0.0655,,
guiosemi,3,3,c,370.29,0.049,0.0308,,
guiosemi,3,3,d,409.87,0.054,0.0335,,
guiosemi,3,3,b,883.61,0.112,0.0704,,
guiosemi,3,4,rachis,38.96,0.03,0.0187,,
guiosemi,3,4,b,613.59,0.093,0.055,,
guiosemi,3,4,a,1368.62,0.196,0.1202,,
guiosemi,3,4,c,677.48,0.102,0.0592,,
guiosemi,3,4,d,750.37,0.108,0.0652,,
guiosemi,4,1,rachis,83.01,0.069,0.0396,,
guiosemi,4,1,a,880.98,0.146,0.088,,
guiosemi,4,1,b,1312.15,0.221,0.13,,
guiosemi,4,1,c,1424.54,0.234,0.1332,,
guiosemi,4,1,d,847.62,0.128,0.0756,,
guiosemi,4,2,rachis,70.15,0.055,0.032,,
guiosemi,4,2,d,1212.06,0.176,0.1039,,
guiosemi,4,2,a,869.97,0.121,0.072,,
guiosemi,4,2,c,1213.36,0.172,0.0987,,
guiosemi,4,2,b,1095.64,0.15,0.0885,,
guiosemi,4,3,rachis,62.03,0.052,0.0337,,
guiosemi,4,3,c,1012.03,0.178,0.1068,,
guiosemi,4,3,a,1414.46,0.251,0.1477,,
guiosemi,4,3,b,1096.16,0.196,0.1142,,
guiosemi,4,3,d,1341.48,0.232,0.1393,,
guiosemi,4,4,rachis,66.48,0.087,0.0518,,
guiosemi,4,4,d,1722.99,0.31,0.1836,,
guiosemi,4,4,a,893.64,0.146,0.0884,,
guiosemi,4,4,c,1222.34,0.2,0.1197,,
guiosemi,4,4,b,808.77,0.131,0.0786,,
denhbilo,1,1,NA,1280.86,0.568,0.326,,
denhbilo,1,2,NA,1133.45,0.369,0.1998,,
denhbilo,1,3,NA,1162.32,0.45,0.2413,,
denhbilo,1,4,NA,1331.1,0.465,0.2501,,
denhbilo,2,1,NA,878.4,0.2,0.1098,,
denhbilo,2,2,NA,926.75,0.276,0.1752,,
denhbilo,2,3,NA,736.79,0.201,0.1124,,
denhbilo,2,4,NA,714.64,0.167,0.0914,,
denhbilo,3,1,NA,1239.98,0.333,0.1528,,
denhbilo,3,2,NA,737.77,0.145,0.0609,,
denhbilo,3,3,NA,918.33,0.214,0.0946,,
denhbilo,3,4,NA,939.43,0.215,0.0946,,
denhbilo,4,1,NA,1183.44,0.264,0.1086,,
denhbilo,4,2,NA,861.98,0.198,0.0818,,
denhbilo,4,3,NA,1222.33,0.299,0.1227,,
denhbilo,4,4,NA,1352.4,0.267,0.1065,,
melimicr,1,1,rachis,35.99,0.0436,0.0094,,
melimicr,1,1,NA,1616.14,0.5712,0.2034,,
melimicr,1,1,b,925.78,0.2502,0.0594,,
melimicr,1,1,c,905.37,0.239,0.0569,,
melimicr,1,1,a,1011.12,0.2614,0.0622,,
melimicr,1,2,rachis,34.84,0.0398,0.0093,,
melimicr,1,2,NA,1404.59,0.4115,0.1279,,
melimicr,1,2,a,626.51,0.1481,0.0344,,
melimicr,1,2,b,756.55,0.1781,0.041,,
melimicr,1,2,c,518.29,0.1237,0.028,,
melimicr,1,3,rachis,54.53,0.08,0.0166,,
melimicr,1,3,NA,1566.7,0.5096,0.1746,,
melimicr,1,3,b,1048.07,0.2618,0.0601,,
melimicr,1,3,c,735.68,0.1803,0.0416,,
melimicr,1,3,a,1030.06,0.2555,0.0557,,
melimicr,1,4,rachis,63.35,0.0818,0.0208,,
melimicr,1,4,NA,1065.07,0.3521,0.1269,,
melimicr,1,4,b,1009.08,0.2887,0.0702,,
melimicr,1,4,a,1061.43,0.2991,0.0722,,
melimicr,1,4,c,930.97,0.2462,0.0591,,
melimicr,2,1,rachis,48.62,0.0727,0.0221,,
melimicr,2,1,b,1157.64,0.3739,0.1241,,
melimicr,2,1,a,1047.87,0.3316,0.1122,,
melimicr,2,1,c,664.02,0.2075,0.0697,,
melimicr,2,1,NA,1005.9,0.3067,0.1,,
melimicr,2,1,NA,91.49,0.0112,0.0039,,
melimicr,2,2,rachis,52.45,0.074,0.0208,,
melimicr,2,2,NA,1133.02,0.3959,0.1479,,
melimicr,2,2,b,1337.4,0.3964,0.1193,,
melimicr,2,2,c,978.23,0.286,0.0859,,
melimicr,2,2,a,1265.62,0.3724,0.11,,
melimicr,2,2,NA,105.54,0.0106,0.0045,,
melimicr,2,3,rachis,52.778,0.0884,0.0256,,
melimicr,2,3,NA,1260.83,0.3759,0.1188,,
melimicr,2,3,c,1314.54,0.3724,0.1089,,
melimicr,2,3,a,1151.68,0.3166,0.0941,,
melimicr,2,3,b,1497.23,0.4118,0.1218,,
melimicr,2,3,NA,82.05,0.0114,0.0041,,
melimicr,2,4,rachis,63.58,0.0998,0.0271,,
melimicr,2,4,NA,946.51,0.2805,0.0926,,
melimicr,2,4,b,1090.07,0.3116,0.0928,,
melimicr,2,4,c,1074.29,0.3011,0.0873,,
melimicr,2,4,a,1027.94,0.2755,0.0791,,
melimicr,2,4,NA,96.53,0.0073,0.003,,
melimicr,3,1,rachis,65.33,0.0818,0.0229,,
melimicr,3,1,c,1321.87,0.2954,0.0797,,
melimicr,3,1,b,1301.3,0.2802,0.0778,,
melimicr,3,1,a,1099.67,0.2344,0.0636,,
melimicr,3,2,rachis,64.72,0.0811,0.0219,,
melimicr,3,2,b,1237.66,0.2806,0.0759,,
melimicr,3,2,a,1195.68,0.266,0.0719,,
melimicr,3,2,c,967.07,0.2068,0.0566,,
melimicr,3,3,rachis,50.18,0.0558,0.0154,,
melimicr,3,3,a,926.38,0.2055,0.057,,
melimicr,3,3,b,891.81,0.2024,0.0531,,
melimicr,3,3,c,631.3,0.1325,0.0375,,
melimicr,3,4,rachis,40.56,0.0395,0.0104,,
melimicr,3,4,b,659.21,0.1552,0.0425,,
melimicr,3,4,c,886.9,0.198,0.0552,,
melimicr,3,4,a,983.97,0.2184,0.0609,,
melimicr,4,1,rachis,94.66,0.136,0.044,,
melimicr,4,1,c,1362.14,0.296,0.1109,,
melimicr,4,1,b,1737.88,0.375,0.1368,,
melimicr,4,1,a,1331.4,0.286,0.1036,,
melimicr,4,2,rachis,34.93,0.033,0.0122,,
melimicr,4,2,b,545.43,0.106,0.0402,,
melimicr,4,2,c,433.46,0.083,0.0304,,
melimicr,4,2,a,608.15,0.101,0.0387,,
melimicr,4,3,rachis,62.01,0.069,0.0218,,
melimicr,4,3,a,896.52,0.183,0.0685,,
melimicr,4,3,b,1120.8,0.232,0.0856,,
melimicr,4,3,c,923.88,0.176,0.0641,,
melimicr,4,4,rachis,54.78,0.047,0.0158,,
melimicr,4,4,b,547.94,0.1,0.0359,,
melimicr,4,4,a,593.36,0.109,0.0385,,
melimicr,4,4,c,560.02,0.095,0.034,,
neolaust,1,1,NA,1610.28,0.368,0.1916,,
neolaust,1,2,NA,2246.09,0.464,0.2336,,
neolaust,1,3,NA,2198.8,0.398,0.2001,,
neolaust,1,4,NA,1858.36,0.374,0.189,,
neolaust,2,1,NA,2284.5,0.379,0.1879,,
neolaust,2,2,NA,2649.54,0.44,0.2121,,
neolaust,2,3,NA,2315.86,0.378,0.1889,,
neolaust,2,4,NA,1817.11,0.298,0.1526,,
neolaust,3,1,NA,3350.5,0.591,0.2513,,
neolaust,3,2,NA,2937.01,0.538,0.3222,,
neolaust,3,3,NA,4231.64,0.866,0.4167,,
neolaust,3,4,NA,2471.11,0.5,0.2657,,
neolaust,4,1,NA,2868.74,0.538,0.2255,,
neolaust,4,2,NA,3075.69,0.599,0.2561,,
neolaust,4,3,NA,1747.23,0.32,0.1328,,
neolaust,4,4,NA,2113.74,0.384,0.1583,,
notemicr,1,1,NA,520.52,0.153,0.0881,,
notemicr,1,2,NA,526.4,0.1575,0.0904,,
notemicr,1,3,NA,471.16,0.1315,0.0732,,
notemicr,1,4,NA,366.78,0.0984,0.0576,,
notemicr,2,1,NA,1300.93,0.3064,0.1797,,
notemicr,2,2,NA,1158.5,0.2832,0.1671,,
notemicr,2,3,NA,1236.05,0.2882,0.1719,,
notemicr,2,4,NA,1329.12,0.3305,0.2012,,
notemicr,3,1,NA,749.29,0.1522,0.0854,,
notemicr,3,2,NA,933.5,0.2012,0.112,,
notemicr,3,3,NA,998.35,0.2179,0.1212,,
notemicr,3,4,NA,1147.36,0.2504,0.1381,,
notemicr,4,1,NA,738.34,0.1562,0.0886,,
notemicr,4,2,NA,735.19,0.1468,0.0826,,
notemicr,4,3,NA,961.96,0.2015,0.1048,,
notemicr,4,4,NA,871.71,0.1809,0.1034,,
oleapani,1,1,NA,2919.44,0.6471,0.2648,,
oleapani,1,2,NA,2105.22,0.439,0.168,,
oleapani,1,3,NA,2274.23,0.4878,0.1876,,
oleapani,1,4,NA,1304.74,0.2764,0.1113,,
oleapani,2,1,NA,2784.11,0.5372,0.1921,,
oleapani,2,2,NA,2225.85,0.4228,0.1481,,
oleapani,2,3,NA,2124.94,0.4018,0.1428,,
oleapani,2,4,NA,2180.34,0.4235,0.1563,,
oleapani,3,1,NA,2726.78,0.4832,0.172,,
oleapani,3,2,NA,2449.03,0.4357,0.1585,,
oleapani,3,3,NA,2358.1,0.4288,0.1518,,
oleapani,3,4,NA,2613.65,0.4659,0.1664,,
oleapani,4,1,NA,2425,0.449,0.1721,,
oleapani,4,2,NA,2452.06,0.4598,0.1786,,
oleapani,4,3,NA,1956.38,0.357,0.1318,,
oleapani,4,4,NA,2118.34,0.3846,0.143,,
pittundu,1,1,NA,1204.97,0.3036,0.1348,,
pittundu,1,2,NA,1218.67,0.3033,0.1336,,
pittundu,1,3,NA,1180.15,0.2647,0.1187,,
pittundu,1,4,NA,1611.74,0.3839,0.1602,,
pittundu,2,1,NA,1594.24,0.3816,0.1591,,
pittundu,2,2,NA,1373.22,0.3287,0.1365,,
pittundu,2,3,NA,1294.64,0.3024,0.1251,,
pittundu,2,4,NA,1412.84,0.3325,0.1388,,
pittundu,3,1,NA,1977.87,0.4784,0.1852,,
pittundu,3,2,NA,1919.82,0.4913,0.1757,,
pittundu,3,3,NA,1726.07,0.4,0.1562,,
pittundu,3,4,NA,1685.25,0.3554,0.118,,
pittundu,4,1,NA,1735.83,0.45,0.2099,,
pittundu,4,2,NA,1348.74,0.354,0.1667,,
pittundu,4,3,NA,1449.38,0.3789,0.1763,,
pittundu,4,4,NA,991.6,0.2459,0.1155,,
pittvisc,1,1,NA,67.52,0.019,0.0076,,
pittvisc,1,2,NA,69.04,0.019,0.0087,,
pittvisc,1,3,NA,63.69,0.018,0.0062,,
pittvisc,1,4,NA,63.74,0.013,0.0065,,
pittvisc,2,1,NA,48.24,0.007,0.003,,
pittvisc,2,2,NA,48.195,0.008,0.0029,,
pittvisc,2,3,NA,33.71,0.005,0.0018,,
pittvisc,2,4,NA,48.108,0.006,0.0032,,
pittvisc,3,1,NA,61,0.012,0.0066,,
pittvisc,3,2,NA,64.93,0.015,0.007,,
pittvisc,3,3,NA,44.31,0.006,0.0028,,
pittvisc,3,4,NA,49.92,0.008,0.0035,,
pittvisc,4,1,NA,61.79,0.01,0.0063,,
pittvisc,4,2,NA,52.63,0.008,0.005,,
pittvisc,4,3,NA,58.62,0.009,0.0055,,
pittvisc,4,4,NA,51.91,0.009,0.0056,,
plancoti,1,1,NA,155.22,0.034,0.0155,,
plancoti,1,2,NA,226.95,0.06,0.0275,,
plancoti,1,3,NA,215.85,0.054,0.0249,,
plancoti,1,4,NA,157.08,0.039,0.02,,
plancoti,2,1,NA,337.92,0.079,0.0419,,
plancoti,2,2,NA,320.44,0.075,0.0377,,
plancoti,2,3,NA,206.86,0.046,0.0239,,
plancoti,2,4,NA,228.23,0.051,0.0265,,
plancoti,3,1,NA,400.96,0.094,0.0401,,
plancoti,3,2,NA,331.73,0.081,0.0346,,
plancoti,3,3,NA,425.6,0.103,0.0439,,
plancoti,3,4,NA,401.69,0.093,0.04,,
plancoti,4,1,NA,383.86,0.118,0.0523,,
plancoti,4,2,NA,459.08,0.132,0.0583,,
plancoti,4,3,NA,285.45,0.085,0.03678,,
plancoti,4,4,NA,261.57,0.075,0.0335,,
planmyrs,1,1,NA,769.08,0.1871,0.0971,,
planmyrs,1,2,NA,677.4,0.1425,0.0819,,
planmyrs,1,3,NA,945.73,0.1909,0.1019,,
planmyrs,1,4,NA,1008.05,0.1992,0.112,,
planmyrs,2,1,NA,1220.02,0.2746,0.129,,
planmyrs,2,2,NA,1047.24,0.2138,0.0995,,
planmyrs,2,3,NA,1116.13,0.2499,0.113,,
planmyrs,2,4,NA,1330.65,0.253,0.1122,,
planmyrs,3,1,NA,592.82,0.133,0.075,,
planmyrs,3,2,NA,761.07,0.1347,0.066,,
planmyrs,3,3,NA,800.11,0.1712,0.0887,,
planmyrs,3,4,NA,826.95,0.1728,0.091,,
planmyrs,4,1,NA,847.38,0.1787,0.0978,,
planmyrs,4,2,NA,1070.68,0.2186,0.1204,,
planmyrs,4,3,NA,1095.41,0.2378,0.1275,,
planmyrs,4,4,NA,849.5,0.1608,0.0829,,
polyeleg,1,1,rachis,4814.676,10.1997,3.0643,,
polyeleg,1,1,q,241.33,0.0423,0.0169,,
polyeleg,1,1,at,2693.54,0.5364,0.1856,,
polyeleg,1,1,bg,3636.59,0.7305,0.2499,,
polyeleg,1,1,ap,2337.9,0.4588,0.1606,,
polyeleg,1,1,au,2761.98,0.5366,0.1883,,
polyeleg,1,1,ab,1921.43,0.3584,0.1306,,
polyeleg,1,1,bh,2204.74,0.4328,0.1496,,
polyeleg,1,1,ay,2676.59,0.5066,0.1806,,
polyeleg,1,1,y,1938.58,0.3682,0.1306,,
polyeleg,1,1,u,1320.64,0.2463,0.0889,,
polyeleg,1,1,aa,2078.76,0.3935,0.1395,,
polyeleg,1,1,w,2094.08,0.4036,0.1405,,
polyeleg,1,1,ai,1907.38,0.3646,0.1277,,
polyeleg,1,1,ag,1448.05,0.2707,0.0968,,
polyeleg,1,1,bc,889.02,0.183,0.0594,,
polyeleg,1,1,aj,2609.33,0.4851,0.1741,,
polyeleg,1,1,z,2051.89,0.3914,0.1369,,
polyeleg,1,1,ax,2005.17,0.3782,0.1337,,
polyeleg,1,1,bf,2063.08,0.401,0.1375,,
polyeleg,1,1,m,1261.03,0.2389,0.0839,,
polyeleg,1,1,l,1495.62,0.2878,0.0994,,
polyeleg,1,1,ac,1358.75,0.2489,0.0902,,
polyeleg,1,1,ao,2085.88,0.3945,0.1384,,
polyeleg,1,1,al,2241.14,0.4306,0.1483,,
polyeleg,1,1,ah,2360.57,0.4439,0.1562,,
polyeleg,1,1,x,1355.36,0.2516,0.0896,,
polyeleg,1,1,a,2820.43,0.5381,0.186,,
polyeleg,1,1,ak,946.84,0.1769,0.0623,,
polyeleg,1,1,t,2086.25,0.3943,0.137,,
polyeleg,1,1,aw,1715.09,0.3167,0.1126,,
polyeleg,1,1,av,2417.42,0.4568,0.1582,,
polyeleg,1,1,e,867.67,0.1634,0.0564,,
polyeleg,1,1,be,1919.53,0.3686,0.1247,,
polyeleg,1,1,bi,1955.74,0.3817,0.127,,
polyeleg,1,1,aq,670.25,0.1272,0.0435,,
polyeleg,1,1,o,1976.85,0.3569,0.1281,,
polyeleg,1,1,f,950.65,0.1767,0.0615,,
polyeleg,1,1,bb,1038.24,0.1963,0.067,,
polyeleg,1,1,an,1186.77,0.2179,0.0763,,
polyeleg,1,1,az,1765.71,0.3315,0.113,,
polyeleg,1,1,d,1990.76,0.3675,0.1274,,
polyeleg,1,1,ae,1706,0.304,0.1088,,
polyeleg,1,1,p,1314.63,0.2356,0.0834,,
polyeleg,1,1,am,2070.78,0.3849,0.1313,,
polyeleg,1,1,ba,449.74,0.0809,0.0285,,
polyeleg,1,1,as,711.95,0.1299,0.0451,,
polyeleg,1,1,v,1756.3,0.3184,0.1109,,
polyeleg,1,1,j,2116.31,0.3867,0.1328,,
polyeleg,1,1,ad,939.19,0.1636,0.0589,,
polyeleg,1,1,af,825.05,0.148,0.0516,,
polyeleg,1,1,g,2360.19,0.4356,0.1476,,
polyeleg,1,1,r,1194.63,0.2145,0.0746,,
polyeleg,1,1,b,2013.09,0.3659,0.1257,,
polyeleg,1,1,ar,1687.62,0.313,0.105,,
polyeleg,1,1,n ,1246.99,0.2201,0.0774,,
polyeleg,1,1,c,1724.09,0.3117,0.1063,,
polyeleg,1,1,k,1342.09,0.2434,0.0825,,
polyeleg,1,1,i,882.06,0.1588,0.0536,,
polyeleg,1,1,s,1172.14,0.212,0.0703,,
polyeleg,1,1,h,887.68,0.1586,0.053,,
polyeleg,1,1,bd,1415.74,0.2544,0.0837,,
polyeleg,1,2,rachis,3393.903,7.7951,2.3156,,
polyeleg,1,2,aq,467.19,0.0887,0.0319,,
polyeleg,1,2,as,461.82,0.0866,0.0312,,
polyeleg,1,2,u,2669.81,0.5236,0.1764,,
polyeleg,1,2,at,2536.28,0.4936,0.1651,,
polyeleg,1,2,aj,1668.83,0.3176,0.1084,,
polyeleg,1,2,an,979.71,0.1779,0.0635,,
polyeleg,1,2,ar,2704.21,0.5266,0.1739,,
polyeleg,1,2,ah,954.18,0.1762,0.0612,,
polyeleg,1,2,ae,2062.93,0.3914,0.1319,,
polyeleg,1,2,am,1886.05,0.3519,0.1203,,
polyeleg,1,2,t,3089.14,0.5807,0.197,,
polyeleg,1,2,ap,1559.85,0.2939,0.099,,
polyeleg,1,2,r,3721.08,0.6983,0.2353,,
polyeleg,1,2,z,2341.2,0.4358,0.1478,,
polyeleg,1,2,af,3927.33,0.7357,0.2472,,
polyeleg,1,2,ak,1669.82,0.3027,0.105,,
polyeleg,1,2,ao,1285.11,0.2312,0.0805,,
polyeleg,1,2,y,2557.01,0.4808,0.1601,,
polyeleg,1,2,ab,3640.79,0.6759,0.2279,,
polyeleg,1,2,ad,3114.63,0.5784,0.1948,,
polyeleg,1,2,w,2508.97,0.4643,0.1568,,
polyeleg,1,2,al,1211.03,0.2142,0.0755,,
polyeleg,1,2,s,2193.92,0.3991,0.1367,,
polyeleg,1,2,ag,2112.09,0.3827,0.1311,,
polyeleg,1,2,j,1195.75,0.2191,0.0742,,
polyeleg,1,2,ai,2208.7,0.401,0.1363,,
polyeleg,1,2,aa,1786.1,0.3216,0.1092,,
polyeleg,1,2,h,3398.26,0.6192,0.2066,,
polyeleg,1,2,v,2246.56,0.403,0.1363,,
polyeleg,1,2,i,1985.73,0.3558,0.1201,,
polyeleg,1,2,m,1888.04,0.3366,0.1137,,
polyeleg,1,2,a,2976.33,0.5449,0.1784,,
polyeleg,1,2,ac,2001.97,0.3544,0.1193,,
polyeleg,1,2,x,1616.19,0.2929,0.096,,
polyeleg,1,2,g,1117.03,0.1888,0.0654,,
polyeleg,1,2,q,3516.43,0.609,0.2033,,
polyeleg,1,2,c,1815.11,0.3211,0.1033,,
polyeleg,1,2,k,1899.28,0.3251,0.1068,,
polyeleg,1,2,e,3119.19,0.5341,0.1752,,
polyeleg,1,2,d,3103.85,0.5451,0.1732,,
polyeleg,1,2,l,1080.2,0.1824,0.0595,,
polyeleg,1,2,b,2026.29,0.3463,0.1114,,
polyeleg,1,2,n,1085.19,0.1807,0.0582,,
polyeleg,1,2,f,918.37,0.1494,0.0491,,
polyeleg,1,2,p,1389.59,0.229,0.0727,,
polyeleg,1,2,o,1542.74,0.2536,0.0796,,
