Species,Date,Temp,CO2,Potnum,MeasTemp,Time.x,A_sat_umol_per_m2_s1,Cond_at_A_sat_mol_per_m2_s1,Ci_at_A_sat_ppm,Trans_at_A_sat_mmol_per_m2_s1,Time.y,A_max_umol_per_m2_s1,Cond_at_A_max_mol_per_m2_s1,Ci_at_A_max_ppm,Trans_at_A_max_mmol_per_m2_s1,CO2R,LA (cm2),Height (cm),Basaldia (mm),LeafDW (g),StemDW (g),RootDW (g),LMA (g m-2),LAR (m2 kg-1),age_at_harvest,Water,RootShoot,Leafnum,LAR m2 kg-1),Basaldia1 (mm),Basaldia2 (mm),Tipdia1 (mm),Tipdia2 (mm),Branchnum,Mainstemnum,Primarybranchnum,Secondarybranchnum,Tertiarybranchnum,leaf_area_cm2_one_leaf,leaf_dry_mass_g_one_leaf,LMA_g_m2_one_leaf,LSolSugA (g m-2),LStarchA (g m-2),LSolPro (g m-2),ChlAandB (umol m-2),ChlAB,LeafpercentN (%),LeafpercentC (%),harvest_age,sample_temp,context
Eucalyptus sideroxylon,3/04/2008,Amb,400,34,34,37307,35.980000000000004,0.4248,239.96,9.464,10:49:53,49.7,0.4,1230,9.34,1501.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_400_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,3/04/2008,Amb,640,215,34,NA,21.1,0.4675,289.5,6.585,NA,36.6,0.473,1280,6.89,1500.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,3/04/2008,Amb,640,219,34,NA,19.8,0.569,302,6.73,NA,35.3,0.548,1300,6.5,1499.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,3/04/2008,Amb,640,220,34,46290,17.4,0.32,282,7.76,13:01:27,32.3,0.291,1230,7.15,1499.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,3/04/2008,Amb,640,230,34,48129,19.2,0.536,311,10.8,13:32:08,31.5,0.49,1310,10.5,1500.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,3/04/2008,Amb,640,281,34,40203,16.05,0.197,287,4.9,11:19:59,35.4,0.194,1220,4.66,1499.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,3/04/2008,Amb,640,282,34,37662,14.5,0.23,271,5.42,10:37:38,30.7,0.215,1180,5.21,1499.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,31/03/2008,Elv,640,523,34,56587,19.3,0.563,327,11,15:55:11,37.8,0.52,1610,10.5,1801.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Elv_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,31/03/2008,Elv,640,554,34,54010,16.8,0.428,321,7.5,15:12:04,27,0.357,1600,8.01,1800.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Elv_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,31/03/2008,Elv,640,556,34,36964,26.7,0.625,314,11,10:30:01,25.2,0.538,1670,8.58,1801.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Elv_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,31/03/2008,Elv,640,559,34,43901,19.2,0.399,302,9.48,12:25:38,30.5,0.239,1530,4.74,1801.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Elv_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,31/03/2008,Elv,640,567,34,46307,21.5,0.683,334,9.82,13:05:09,45.8,0.621,1600,12.8,1799.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Elv_temp_and_640_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,7/04/2008,Amb,400,11,34,50863.75,17.65,0.30924999999999997,289.75,6.15,14:34:01,38.6,0.332,1250,6.66,1499.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_400_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,7/04/2008,Amb,400,30,34,48798.5,9.0375,0.15425,285.75,4.2075,13:59:13,27.9,0.199,1210,4.38,1501.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,measurements_made_at_34_deg_C,grown_at_Amb_temp_and_400_ppm_CO2_and_measurements_made_at_34_deg_C
Eucalyptus sideroxylon,NA,Amb,400,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,18.4,2.68,0.48,0.19,0.52,47.06,8.57,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,24,1.58,0.3,0.1,0.71,40,6.73,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,26.6,1.59,0.72,0.25,0.66,46.45,9.51,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,20.5,1.36,0.27,0.1,0.46,69.23,4.67,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,27,2.03,0.41,0.21,0.91,46.59,5.76,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,31.5,2.32,0.38,0.19,0.52,41.76,8.38,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,13.7,1.38,0.21,0.05,0.3,50,7.45,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,0.77,0.06,0.05,0.95,40,1.42,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,400,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8.4,1.11,0.14,0.03,0.31,56,5.17,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,16.4,2.57,0.62,0.28,1.01,24.03,13.54,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,21.6,3.39,0.82,0.32,0.62,26.45,17.57,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,24.3,3.38,1.61,0.74,1.34,27.66,15.78,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,20.1,3.07,0.89,0.34,0.95,13.05,31.34,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,23.3,2.97,1.12,0.44,1.28,29.79,13.25,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,23.7,2.39,1.43,0.65,0.89,25.13,19.18,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,24,2.66,1.13,0.46,1.73,27.23,12.51,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,17.6,2.51,0.54,0.2,0.47,7.31,61.03,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,400,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,28.2,3.11,1.46,0.65,1.21,27.09,16.22,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,27.1,1.78,0.44,0.17,3.3,51.16,2.2,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,33.5,2.67,0.49,0.23,3.73,41.88,2.63,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,18.9,1.36,0.16,0.06,0.22,38.1,9.48,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,36.5,2.31,1.42,0.61,0.81,50,10.01,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,23.2,4.06,1.79,0.84,1.47,37.53,11.62,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,17.1,3.24,0.63,0.24,0.51,26.81,16.99,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,34.9,5.65,3.17,1.52,2.05,31.26,15.04,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,26.7,4.17,1.27,0.47,1.5,32.65,12.02,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,29.3,3.19,1.37,0.63,1.24,27.85,15.18,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,23.5,2.86,0.98,0.35,7,29.25,4.02,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,22.5,3.39,1.36,0.54,1.89,33.17,10.81,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,23.5,3.7,2.07,0.82,1.02,32.6,16.23,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,280,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,29.5,4.95,1.9,0.84,5.64,33.99,6.67,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,30.2,1.75,0.33,0.14,1.39,41.77,4.24,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,40.3,2.04,0.67,0.35,0.68,46.85,8.42,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,37.1,3.16,0.57,0.25,0.35,49.14,9.94,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,35.4,2.83,0.64,0.28,4.91,40.76,2.69,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,280,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,33,1.99,0.68,0.31,4.15,54.84,2.41,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,47.1,2.91,1.57,0.86,1.36,65.97,6.28,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,45,2.78,1.86,0.96,2.03,64.36,5.96,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,33,2.13,0.9,0.39,1,44.12,8.9,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,30,1.89,0.52,0.26,1.51,55.32,4.11,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,41.5,3.31,1.12,0.59,1.36,46.67,7.81,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,48,2.99,2.13,1.1,2.49,58.52,6.36,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus sideroxylon,NA,Amb,640,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,25.2,2.28,0.47,0.12,0.92,52.22,5.94,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,27,3.62,1.79,0.82,2.41,30.76,11.6,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,22.2,3.98,1.89,0.77,2.07,16.79,23.79,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,27.6,3.94,1.69,0.68,2.78,29.49,11.12,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,28.3,3.97,2.64,1.23,3.09,35.72,10.61,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,38.3,4.12,3.38,1.76,5.64,37.85,8.28,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
Eucalyptus saligna,NA,Amb,640,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,27.7,2.39,1.03,0.4,1.52,28.14,12.39,80_days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_80_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_80_days
