Sp code,Species Name,Status,Family,Fire Response,FR data source,Seed storage,SS data source,Life Form,Seed mass (mg),SM data source,Nutrient-acquisition strategy,NAS data source,Leaf P,Leaf N
CONSUM,Conyza sumatrensis*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.04,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CORCAL,Corymbia calophylla,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,78.90,Milberg et al 1998,AMF/ECM,Brundrett&Abbott 1991,0.04,0.95
CORLIT,Corrigiola litoralis*,weed,CARYOPHYLLACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.31,Kew SID,None,NM: Brundrett pers. comm. 10 Aug 2012,,
CORSEL,Cortaderia selloana*,weed,POACEAE,RESPROUTER,Alcoa DB,soil,Infered (weed),perennial grass,0.67,Approximation: avg seed mass of Cortaderia species (n = 3).,AMF,Brundrett pers. comm. 10 Aug 2012,,
COTAUS,Cotula australis,native,ASTERACEAE,SEEDER,Rachel Standish,soil,Infered using data for Family,annual forb,0.05,Kew SID,AMF,Lamont 1982 for Family,,
COTCOR,Cotula coronopifolia*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.07,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
COTTUR,Cotula turbinata*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.38,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CRAALA,Crassula alata*,weed,CRASSULACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.03,Approximation: avg seed mass of Crassula species (n = 34).,None,NM: Brundrett 2009 for Family,,
CRACOL,Crassula colorata,native,CRASSULACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,annual forb,0.01,McAlinden 1998,None,NM: Brundrett 2009 for Family,,
CRADEC,Crassula decumbens,native,CRASSULACEAE,SEEDER,Alcoa DB,soil,Bellairs & Bell 1993,annual forb,0.03,Approximation: avg seed mass of Crassula species (n = 34).,None,NM: Brundrett 2009 for Family,,
CRAEXS,Crassula exserta,native,CRASSULACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,annual forb,0.03,Approximation: avg seed mass of Crassula species (n = 34).,None,NM: Brundrett 2009 for Family,,
CRAGLO,Crassula glomerata*,weed,CRASSULACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.02,Kew SID,None,NM: Brundrett 2009 for Family,,
CRANAT,Crassula natans*,weed,CRASSULACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.03,Approximation: avg seed mass of Crassula species (n = 34).,None,NM: Brundrett 2009 for Family,,
CRAPED,Crassula peduncularis,native,CRASSULACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,annual forb,0.03,Approximation: avg seed mass of Crassula species (n = 34).,None,NM: Brundrett 2009 for Family,,
CRAVAR,Craspedia variabilis,native,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered using data for Family,annual forb,1.65,Kew SID,AMF,Lamont 1982 for Family,,
CREFOE,Crepis foetida*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.50,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CRYARB,Cryptandra arbutiflora,native,RHAMNACEAE,SEEDER,Roche 1997,soil,Bell et al. 1993,shrub,0.75,Weighed,ECM,Brundrett&Abbott 1991; Brundrett pers. comm. 10 Aug 2012,,
CYAAVE,Cyathochaeta avenacea,native,CYPERACEAE,RESPROUTER,Norman et al. 2006,soil,Inferred using data for Family,perennial sedge,7.94,Nursery records,Root clusters,Shane et al. 2006,0.03,0.53
CYASER,Cyanicula sericea,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
CYNDAC,Cynodon dactylon*,weed,POACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial grass,0.20,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
CYPCON,Cyperus congestus*,weed,CYPERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial sedge,0.24,Kew SID,Root clusters,Lamont 1982 for Family,,
CYPTEN,Cyperus tenuiflorus*,weed,CYPERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial sedge,0.35,Approximation: avg seed mass of Cyperus species (n = 113).,Root clusters,Lamont 1982 for Family,,
CYRROB,Cyrtostylis robusta,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
DAMALA,Dampiera alata,native,GOODENIACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,perennial forb,4.05,Approximation: avg seed mass of two other Dampiera species (Murray et al. 1999).,AMF,Brundrett 2008 for Genus,,
DAMHED,Dampiera hederacea,native,GOODENIACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,perennial forb,4.05,Approximation: avg seed mass of two other Dampiera species (Murray et al. 1999).,AMF,Brundrett 2008 for Genus,,
DAMLIN,Dampiera linearis,native,GOODENIACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,perennial forb,4.05,Approximation: avg seed mass of two other Dampiera species (Murray et al. 1999).,AMF,Brundrett&Abbott 1991,0.04,1.42
DARCIT,Darwinia citriodora,native,MYRTACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,9.97,Weighed,AMF,Genus not listed in Brundrett 2008; Brundrett pers. comm. 10 Aug 2012,,
DAUGLO,Daucus glochidiatus,native,APIACEAE,SEEDER,Alcoa DB,soil,Infered using data for Family,annual forb,1.78,Weighed,AMF,Brundrett 2008 for Family,,
DAVCOR,Daviesia cordata,native,FABACEAE,RESPROUTER,Burrows et al. 2008,soil,Bell et al. 1993,shrub,20.68,Kew SID,Nfixer/Root clusters,Skene 1998; Brundrett 2009 on RC for Genus ,,
DAVCOS,Daviesia costata,native,FABACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,13.44,Weighed,Nfixer/Root clusters,Assumed Nfixer; Brundrett 2009 on RC for Genus,,
DAVDEC,Daviesia decurrens,native,FABACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,shrub,8.95,Weighed,Nfixer/Root clusters,Skene 1998; Brundrett 2009,,
DAVDIV,Daviesia divaricata,native,FABACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,27.78,Nursery records,Nfixer/Root clusters,Assumed Nfixer; Brundrett 2009 on RC for Genus,,
DAVHOR,Daviesia horrida,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,23.70,Hanley et al 2003,Nfixer/Root clusters,Sprent 2001; Brundrett 2009,,
DAVINC,Daviesia incrassata,native,FABACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,shrub,16.54,Weighed,Nfixer/Root clusters,Sprent 2001; Brundrett 2009,,
DAVLON,Daviesia longifolia,native,FABACEAE,RESPROUTER,Burrows et al. 2008,soil,Bell et al. 1993,shrub,3.22,Weighed,Nfixer/Root clusters,Assumed Nfixer; Brundrett 2009 on RC for Genus,,
DAVPHY,Daviesia physodes,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,24.95,Kew SID,Nfixer/Root clusters,Assumed Nfixer; Brundrett 2009 on RC for Genus,,
DAVPRE,Daviesia preissii,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,29.57,Weighed,Nfixer/Root clusters,Assumed Nfixer; Brundrett 2009 on RC for Genus,,
DAVRHO,Daviesia rhombifolia,native,FABACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,29.30,Weighed,Nfixer/Root clusters,Assumed Nfixer; Brundrett 2009 on RC for Genus,,
DESFAS,Desmocladus fasciculatus,native,RESTIONACEAE,RESPROUTER,Alcoa DB,soil,Default,perennial rush,7.11,Approximation: avg seed mass of Loxocarya species (n = 2).,Root clusters,Lamont 1982 for Family,0.04,1
DESFLE,Desmocladus flexuosus,native,RESTIONACEAE,RESPROUTER,Alcoa DB,soil,Default,perennial rush,7.11,Approximation: avg seed mass of Loxocarya species (n = 2).,FRLRH,Shane et al. 2006; Brundrett pers. comm. 10 Aug 2012,,
DIAREV,Dianella revoluta,native,HEMEROCALLIDACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,6.02,Kew SID,AMF,Brundrett 2008 for Genus,0.04,0.81
DICCAP,Dichopogon capillipes,native,ASPARAGACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.79,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
DIGSAN,Digitaria sanguinalis*,weed,POACEAE,RESPROUTER,Alcoa DB,soil,Infered (weed),annual grass,0.51,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
DIPMIC,Diplolaena microcephala,native,RUTACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Family,shrub,6.58,Weighed,AMF,Lamont 1982 for Family,,
DISBRA,Disa bracteata*,weed,ORCHIDACEAE,RESPROUTER,Alcoa DB,soil,Infered (weed),perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,0.13,1.75
DITGRA,Dittrichia graveolens*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.34,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
DIUCAR,Diuris carinata,native,ORCHIDACEAE,RESPROUTER,Burrows et al. for Genus,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
DIUCOR,Diuris corymbosa,native,ORCHIDACEAE,RESPROUTER,Burrows et al. for Genus,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
DIULON,Diuris longifolia,native,ORCHIDACEAE,RESPROUTER,Burrows et al. for Genus,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
DODCER,Dodonaea ceratocarpa,native,SAPINDACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,5.38,Weighed,AMF,Brundrett 2008 for Genus,,
DROERY,Drosera erythrorhiza,native,DROSERACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,0.20,Roche 1997 ,Carnivorous/FRLRH,Brundrett&Abbott 1991,0.16,
DROGLA,Drosera glanduligera,native,DROSERACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,annual forb,0.08,Approximation: avg seed mass of Drosera species (n = 23).,Carnivorous/FRLRH,Karlsson & Pate 1992,,
DROMAC,Drosera macrantha,native,DROSERACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,0.05,Roche 1997 ,Carnivorous/FRLRH,Brundrett&Abbott 1991,,
DROPAL,Drosera pallida,native,DROSERACEAE,RESPROUTER,Bell et al. 1993,soil,Inferred using data for Genus,perennial forb,0.08,Approximation: avg seed mass of Drosera species (n = 23).,Carnivorous/FRLRH,Schulze et al. 1991,,
DROPLA,Drosera platystigma,native,DROSERACEAE,RESPROUTER,Burrows et al. 2008 for Genus,soil,Inferred using data for Genus,perennial forb,0.08,Approximation: avg seed mass of Drosera species (n = 23).,Carnivorous/FRLRH,Brundrett&Abbott 1991,,
DROPUL,Drosera pulchella,native,DROSERACEAE,RESPROUTER,Burrows et al. 2008 for Genus,soil,Inferred using data for Genus,annual forb,0.23,Anne Cochrane,Carnivorous/FRLRH,Brundrett 2009 for Family,,
DROSTO,Drosera stolonifera,native,DROSERACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,perennial forb,0.10,Nursery records,Carnivorous/FRLRH,Schulze et al. 1991,,
DRYFOR,Dryandra formosa,native,PROTEACEAE,SEEDER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,8.67,Weighed,Root clusters,Skene 1998,,
DRYFRA,Dryandra fraseri,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,12.66,Nursery records,Root clusters,Skene 1998,,
DRYLIN,Dryandra lindleyana,native,PROTEACEAE,RESPROUTER,Alcoa DB,canopy,Lamont et al. 1991 for Genus,shrub,14.93,Nursery records,Root clusters,Skene 1998,0.05,0.77
DRYNIV,Dryandra nivea,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,6.10,Nursery records,Root clusters,Skene 1998; Brundrett&Abbott 1991,,
DRYPOL,Dryandra polycephala,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,11.71,Weighed,Root clusters,Skene 1998,,
DRYPRA,Dryandra praemorsa,native,PROTEACEAE,SEEDER,Alcoa DB,canopy,Lamont et al. 1991 for Genus,shrub,14.38,Weighed,Root clusters,Skene 1998,,
DRYSES,Dryandra sessilis,native,PROTEACEAE,SEEDER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,13.70,Nursery records,Root clusters,Skene 1998,0.04,0.97
DRYSQU,Dryandra squarrosa,native,PROTEACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,9.09,Nursery records,Root clusters,Skene 1998,,
ELYBRU,Elythranthera brunonis,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
EPIBIL,Epilobium billardiereanum,native,ONAGRACEAE,SEEDER,Smith et al. 2000,soil,Vlahos & Bell 1986,perennial forb,0.04,Kew SID,AMF,Brundrett 2008 for Genus,,
ERACUR,Eragrostis curvula*,weed,POACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial grass,0.20,Kew SID,AMF,Brundrett 2008 for Genus,,
ERIDIL,Eriochilus dilatatus,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
EROBOT,Erodium botrys*,weed,GERANIACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,11.60,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
EUCCOL,Euchiton collinus,native,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered using data for Family,annual forb,0.02,Kew SID,AMF,Lamont 1982 for Family,,
EUCMAR,Eucalyptus marginata,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,14.00,"Standish et al, unpub data",AMF/ECM,Brundrett&Abbott 1991,0.04,0.9
EUCMIC,Eucalyptus microcorys*,weed,MYRTACEAE,RESPROUTER,Burrows et al. 2008 for Genus,canopy,Lamont et al. 1991 for Genus,tree,1.59,Kew SID,AMF/ECM,Brundrett 2009 for Genus; Brundrett pers. comm. 10 Aug 2012,,
EUCPAT,Eucalyptus patens,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,1.63,Weighed,AMF/ECM,Brundrett&Abbott 1991; Brundrett pers. comm. 10 Aug 2012,0.04,0.99
EUCSPH,Euchiton sphaericus,native,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered using data for Family,annual forb,0.03,Approximation: avg seed mass of Euchiton species (n = 4),AMF,Lamont 1982 for Family,,
EUTMYR,Eutaxia myrtifolia,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,2.64,Kew SID,Nfixer/AMF,Lamont 1982 on Nfixer and AMF for Family,,
EUTVIR,Eutaxia virgata,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,2.98,Approximation: avg seed mass of Eutaxia species (n = 3).,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Family ,,
FILGAL,Filago gallica*,weed,ASTERACEAE,SEEDER,Rachel Standish,soil,Infered (weed),annual forb,0.13,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
FRELEI,Freesia alba x leichtlinii*,weed,IRIDACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial forb,13.80,Approximation based on one species,AMF,Brundrett pers. comm. 10 Aug 2012,,
GAHDEC,Gahnia decomposita,native,CYPERACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial sedge,0.40,Roche 1997 ,Root clusters,Lamont 1982 for Family,,
GALDIV,Galium divaricatum*,weed,RUBIACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.10,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
GALMUR,Galium murale*,weed,RUBIACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,annual forb,0.18,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
GAMCAL,Gamochaeta calviceps*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.02,Approximation: avg seed mass of Gamochaeta species (n = 2),AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
GAMCOA,Gamochaeta coarctata*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.02,Approximation: avg seed mass of Euchiton species (n = 4),AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
GASCAL,Gastrolobium calycinum,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,2.32,Weighed,Nfixer/AMF/ECM,Lamont 1982 on Nfixer and AMF for Family; Brundrett 2009 on ECM for Genus,,
GASCAP,Gastrolobium capitatum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,6.03,Kew SID,Nfixer/AMF/ECM,Sprent 2001; Lamont 1982 on AMF for Family ; Brundrett 2009 on ECM for Genus,,
GASDIL,Gastrolobium dilatatum,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,5.47,Kew SID,Nfixer/AMF/ECM,Lamont 1982 on Nfixer and AMF for Family; Brundrett 2009 on ECM for Genus,,
GASILI,Gastrolobium ilicifolium,native,FABACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,2.30,Weighed,Nfixer/AMF/ECM,Lamont 1982 on Nfixer and AMF for Family; Brundrett 2009 on ECM for Genus,,
GASSPI,Gastrolobium spinosum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,10.30,Hanley et al 2003,Nfixer/AMF/ECM,Sprent 2001; Lamont 1982 on AMF for Family ; Brundrett 2009 for ECM,,
GLIAUR,Glischrocaryon aureum,native,HALORAGACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,6.16,Kew SID,AMF,Brundrett 2009 for Family but few species examined,,
GOMCAP,Gompholobium capitatum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,6.66,Nursery records,Nfixer/AMF/ECM,Lamont 1982 on Nfixer and AMF for Family; Brundrett 2009 on ECM for Genus,,
GOMCON,Gompholobium confertum,native,FABACEAE,SEEDER,Burrows et al. 2008 for Genus,soil,Burrows et al. 2008 for Genus,shrub,4.28,Weighed,Nfixer/AMF/ECM,Sprent 2001; Lamont 1982 on AMF for Family ; Brundrett 2009 for ECM,,
GOMFRU,Gomphocarpus fruticosus*,weed,ASCLEPIADACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial forb,7.38,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
GOMKNI,Gompholobium knightianum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.79,Bell 1994,Nfixer/AMF/ECM,Sprent 2001; Lamont 1982 on AMF for Family ; Brundrett 2009 for ECM,0.06,2.19
GOMMAR,Gompholobium marginatum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.90,Kew SID,Nfixer/AMF/ECM,Sprent 2001; Brundrett&Abbott 1991,0.07,2.03
GOMPOL,Gompholobium polymorphum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,5.37,Weighed,Nfixer/AMF/ECM,Sprent 2001; Lamont 1982 on AMF for Family ; Brundrett 2009 on ECM for Genus,0.05,1.72
GOMPRE,Gompholobium preissii,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.43,Weighed,Nfixer/AMF/ECM,Lamont 1982 on Nfixer and AMF for Family; Brundrett 2009 on ECM for Genus,0.05,2.12
GOMTOM,Gompholobium tomentosum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.60,Kew SID,Nfixer/AMF/ECM,Sprent 2001; Brundrett&Abbott 1991,,
GOMVEN,Gompholobium venustum,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.46,Weighed,Nfixer/AMF/ECM,Sprent 2001; Brundrett&Abbott 1991,,
GONBEN,Gonocarpus benthamii,native,HALORAGACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,perennial forb,0.41,Kew SID,AMF,Brundrett 2009 for Family but few species examined,,
GONCOR,Gonocarpus cordiger,native,HALORAGACEAE,SEEDER,Norman et al. 2006,soil,Inferred using data for Genus,perennial forb,0.52,Nursery records,AMF,Brundrett 2009 for Family but few species examined,,
GOOFIL,Goodenia micrantha,native,GOODENIACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Family,annual forb,0.74,Kew SID,AMF,Brundrett 2008 for Genus,,
GOOPUL,Goodenia pulchella,native,GOODENIACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Family,annual forb,0.52,Anne Cochrane,AMF,Brundrett 2008 for Genus,,
GRAPUB,Gratiola pubescens,native,PLANTAGINACEAE,RESPROUTER,Alcoa DB,soil,Default,perennial forb,0.01,Kew SID,AMF,Brundrett 2008 for Family,,
GREBIP,Grevillea bipinnatifida,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,53.60,Weighed,Root clusters,Skene 1998; Brundrett&Abbott 1991,,
GREPIL,Grevillea pilulifera,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,20.83,Nursery records,Root clusters,Skene 1998,,
GREPUL,Grevillea pulchella,native,PROTEACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,31.25,Nursery records,Root clusters,Skene 1998,,
GREQUE,Grevillea quercifolia,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,71.43,Nursery records,Root clusters,Skene 1998; Brundrett&Abbott 1991,,
GRESYN,Grevillea synapheae,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,31.15,Weighed,Root clusters,Skene 1998,,
GREWIL,Grevillea wilsonii,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,56.18,Kew SID,Root clusters,Skene 1998; Brundrett&Abbott 1991,0.05,0.76
HAELAX,Haemodorum laxum,native,HAEMODORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,3.40,Nursery records,FRLRH,Brundrett&Abbott 1991,0.09,1.59
HAEPAN,Haemodorum paniculatum,native,HAEMODORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,4.10,Nursery records,FRLRH,Brundrett 2009 for Family,,
HAESIM,Haemodorum simplex,native,HAEMODORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,5.12,Kew SID,FRLRH,Brundrett 2009 for Family,,
HAESPI,Haemodorum spicatum,native,HAEMODORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,4.26,Kew SID,FRLRH,Brundrett&Abbott 1991,,
HAKAMP,Hakea amplexicaulis,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,58.01,Grant 1993,Root clusters,Skene 1998,0.05,0.85
