Family ,Species,Status,Fruit type,Sex type,Code,Source
Rutaceae,Acronychia vestita ,e,drupe,bi,1,Hartley (1974)
Rutaceae,Bosistoa medicinalis ,e,follicles,bi,1,Hartley 1977
Rutaceae,Brombya platynema ,e,capsule,bi,1,Hyland et al.  (2003)
Rutaceae,Citrus garrawayae ,n,berry,bi,1,Hyland et al. (2003)
Rutaceae,Clausena brevistyla ,n,drupe,bi,1,Hyland et al.  (2003)
Rutaceae,Dinosperma erythrococca ,e,follicles,bi,1,Hartley (1997) 
Rutaceae,Dinosperma melanophloia ,e,follicles,bi,1,Hartley (1997) 
Rutaceae,Dinosperma stipitata ,e,follicles,bi,1,Hartley (1997) 
Rutaceae,Eriostemon banksii ,e,follicles,bi,1,Hyland et al.  (2003)
Rutaceae,Euodia hylandii ,e,follicles,bi,1,Hartley (2001) 
Rutaceae,Flindersia acuminata ,e,capsule,mono,3,"Gray 3939, QRS"
Rutaceae,Flindersia bourjotiana ,e,capsule,bi,1,"Irvine 523, QRS"
Rutaceae,Flindersia brassii ,e,capsule,bi,1,"Gray 4407, QRS"
Rutaceae,Flindersia brayleyana ,e,capsule,bi,1,"Gray 4680, QRS"
Rutaceae,Flindersia collina ,e,capsule,bi,1,"Cooper and Jensen 32, but see Forster 24917, QRS where some male fls seen"
Rutaceae,Flindersia ifflaiana ,n,capsule,mono,3,"Gray 4947, QRS"
Rutaceae,Flindersia laevicarpa var. laevicarpa ,e,capsule,mono,3,"Kitchener 28, QRS"
Rutaceae,Flindersia pimenteliana ,n,capsule,mono,3,"Elick 45, QRS"
Rutaceae,Flindersia pimenteliana forma oppositifolia ,e,capsule,mono,3,Hyland et al. (2003)
Rutaceae,Flindersia schottiana ,n,capsule,bi,1,Hartley (1969)
Rutaceae,Geijera salicifolia var. salicifolia ,n,follicles,bi,1,Hyland et al. (2003)
Rutaceae,Halfordia kendack ,n,drupe,bi,1,Hyland et al. (2003)
Rutaceae,Halfordia scleroxyla ,e,drupe,bi,1,Hyland et al. (2003)
Rutaceae,Medicosma fareana ,e,follicles,bi,1,Hartley (1985)
Rutaceae,Medicosma glandulosa ,e,follicles,bi,1,Hartley (1985)
Rutaceae,Medicosma riparia,n,follicles,bi,1,Hartley (1985)
Rutaceae,Medicosma sessiliflora ,e,follicles,bi,1,Hartley (1985)
Rutaceae,Medicosma ssp. (Pieter Botte BH 3503RFK) ,e,follicles,bi,1,Hyland et al. (2003)
Rutaceae,Melicope bonwickii ,n,follicles,bi,1,Hartley (2001) 
Rutaceae,Melicope broadbentiana ,e,follicles,dio,2,Hartley (2001) 
Rutaceae,Melicope elleryana ,n,follicles,bi,1,Hartley (2001) 
Rutaceae,Melicope jonesii ,e,follicles,bi,1,Hartley (2001)  
Rutaceae,Melicope peninsularis ,n,"deh, capsule",bi,1,Hartley (2001) 
Rutaceae,Melicope rubra,n,follicles,bi,1,Hartley (2001)
Rutaceae,Melicope vitiflora ,e,follicles,dio,2,Hartley (2001) 
Rutaceae,Melicope xanthoxyloides ,e,follicles,mix,4,Hartley (2001) 
Rutaceae,Micromelum minutum ,n,berry,bi,1,Hyland et al. (2003)
Rutaceae,Murraya paniculata ,n,berry,bi,1,Hyland et al. (2003)
Rutaceae,Pitaviaster haplophyllus ,e,"fleshy, indeh",bi,1,Hyland et al. (2003)
Rutaceae,Sarcomelicope simplicifolia ,e,follicles,dio,2,Hartley (1982)
Rutaceae,Zanthoxylum brachyacanthum ,e,capsule,dio,2,Hyland et al. (2003)
Rutaceae,Zanthoxylum ovalifolium ,n,capsule,dio,2,Hyland et al. (2003)
Rutaceae,Zanthoxylum rhetsa ,n,capsule,dio,2,Hyland et al. (2003)
Rutaceae,Zanthoxylum veneficum ,e,capsule,prob. Dio,2,Hyland et al. (2003)
Salicaceae (Flacourtiaceae),Baileyoxylon lanceolatum ,e,berry,dio,2,Jessup (1982)
Salicaceae (Flacourtiaceae),Casearia costulata ,e,capsule,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Casearia dallachii ,e,capsule,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Casearia grayi ,e,capsule,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Casearia grewiifolia var. gelonioides ,n,capsule,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Casearia ssp. (Mission Beach BH 773RFK) ,e,capsule,bi,1,Hyland et al.  (2003)
Salicaceae (Flacourtiaceae),Flacourtia ssp. ~Shiptons Flat LWJ + GJD 3200) ,e,drupe,dio,2,Hyland et al. (2003)
Salicaceae (Flacourtiaceae),Homalium brachybotrys ,e,capsule,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Homalium circumpinnatum ,e,capsule,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Ryparosa javanica ,n,berry,dio,2,Jessup (1982)
Salicaceae (Flacourtiaceae),Scolopia braunii ,e,berry,bi,1,Jessup (1982)
Salicaceae (Flacourtiaceae),Xylosma ssp. (Mt Lewis GS 1108) ,e,berry,dio,2,Hyland et al.  (2003)
Santalaceae,Exocarpos latifolius ,n,drupe,bi,1,George (1984)
Santalaceae,Santalum lanceolatum ,e,drupe,bi,1,George (1984)
Sapindaceae,Alectryon connatus ,n,capsule,mono,3,"Bird 9 Mar. (1996), NSW"
Sapindaceae,Alectryon coriaceous,e,capsule,mono,3,"Forster 22044, Tucker and Dorbond"
Sapindaceae,Alectryon kimberleyanus ,e,capsule,mono,3,Reynolds (1985)
Sapindaceae,Alectryon reticulatus ,n,capsule,dio?,2,Hyland 15151; Hyland 16288
Sapindaceae,Alectryon semicinereus ,e,capsule,mono,3,"Gray 4693, QRS"
Sapindaceae,Alectryon tomentosus ,e,capsule,mono,3,"Gray 372, QRS"
Sapindaceae,Alectryon tropicus ,e,capsule,mono,3,not QRS
Sapindaceae,Allophylus cobbe ,n,drupe,mono,3,"PIF Forster 18353 & T.Ryan, QRS"
Sapindaceae,Arytera bifoliolata,e,capsule,mono,3,Reynolds (1985)
Sapindaceae,Arytera divaricata ,e,capsule,mono,3,"Gray 1353, QRS"
Sapindaceae,Arytera pauciflora ,e,capsule,mono,3,"Gray 3692, QRS"
Sapindaceae,Atalaya angustifolia ,e,samara,dio,2,Hyland et al.  (2003)
Sapindaceae,Atalaya calcicola ,e,samara,mono,3,"Jensen 34 and Cooper, QRS"
Sapindaceae,Atalaya salicifolia ,n,samara,mono,3,"Forster 7520, QRS"
Sapindaceae,Atalaya sericopetala ,e,samara,mono,3,"Ford 2296, QRS"
Sapindaceae,Castanospora alphandii ,e,drupe,mono,3,"Gray 4541, QRS"
Sapindaceae,Cnesmocarpon dasyantha ,n,capsule,mono,3,"Cooper, Topaz NE"
Sapindaceae,Cupaniopsis anacardioides ,e,capsule,bi,1,"Hind 2144, NSW"
Sapindaceae,Cupaniopsis cooperorum ,e,capsule,mono,3, Forster (2002)
Sapindaceae,Cupaniopsis dallachyi ,e,capsule,mono,3,"Gray 4668, QRS"
Sapindaceae,Cupaniopsis flagelliformis ,e,capsule,mono,3,"Gray 5801, QRS"
Sapindaceae,Cupaniopsis fleckeri ,e,capsule,mono,3,"Hyland 6349, QRS"
Sapindaceae,Cupaniopsis foveolata ,e,capsule,mono,3,"Gray 7713, QRS"
Sapindaceae,Dictyoneura obtusa ,n,capsule,mono,3,"Sankowsky 1533, QRS"
Sapindaceae,Dimocarpus australianus ,e,drupe,mono,3,"Lyons 146, QRS"
Sapindaceae,Diploglottis bernieana ,e,capsule,mono,3,Hyland et al. (2003)
Sapindaceae,Diploglottis bracteata ,e,capsule,mono,3,"Jensen, 899, QRS"
Sapindaceae,Diploglottis diphyllostegia ,e,capsule,mono,3,"Jago 463, QRS"
Sapindaceae,Diploglottis harpullioides ,e,capsule,mono,3,"Gross 2003-25, NE"
Sapindaceae,Diploglottis pedleyi ,e,capsule,mono,3,Hyland et al. (2003)
Sapindaceae,Diploglottis smithii ,e,capsule,mono,3,"Cooper 1789, NE"
Sapindaceae,Dodonaea platyptera ,e,capsule,dio,2,West (1984)
Sapindaceae,Dodonaea polyandra ,n,capsule,dio,2,probably
Sapindaceae,Elattostachys megalantha ,e,capsule,mono,3,"Hyland RFK 3166, NSW"
Sapindaceae,Elattostachys microcarpa ,e,capsule,mono,3,"Hyland 13890, QRS"
Sapindaceae,Ganophyllum falcatum ,n,drupe,mono,3,"Byrnes 286, NSW "
Sapindaceae,Guioa acutifolia ,n,capsule,mono,3,"Gray 1739, NSW"
Sapindaceae,Guioa lasioneura ,e,capsule,mono,3,"Gray 1788, NSW"
Sapindaceae,Guioa montana ,e,capsule,mono,3,"Hyland 7021, QRS"
Sapindaceae,Guioa sarcopterifructa ,n,capsule,mono,3,"fls not seen, estimated from genus description for Guioa by Reynolds (1985)"
Sapindaceae,Harpullia arborea ,n,capsule,dio,2,"not QRS, check NE"
Sapindaceae,Harpullia pendula ,e,capsule,dio,2,Hyland 11468 (male); Hyland 13408 (bi)
Sapindaceae,Harpullia ramiflora ,n,capsule,dio,2,Gray 7067 (female); Gray 7065 (male)
Sapindaceae,Harpullia rhyticarpa,e,capsule,dio,2,Reynolds (1985)
Sapindaceae,Jagera javanica ssp. australiana ,e,capsule,mono,3,"Irvine 516, QRS"
Sapindaceae,Jagera pseudorhus var. integerrima ,e,capsule,mono,3,"Gray 2478, QRS"
Sapindaceae,Jagera pseudorhus var. pseudorhus forma pilosiuscula ,n,capsule,mono,3,"Makita 33, QRS"
Sapindaceae,Lepiderema hirsuta ,e,capsule,mono,3,Check AustB 1(4): 488 1981
Sapindaceae,Lepiderema largiflorens ,e,capsule,mono,3,"Hyland 8798, QRS"
Sapindaceae,Lepiderema sericolignis ,e,capsule,mono,3,Estimated from  Reynolds (1981)
Sapindaceae,Lepidopetalum fructoglabrum ,n,capsule,mono,3,Estimated from Reynolds (1985) 
Sapindaceae,Lepisanthes rubiginosa ,n,drupe,mono,3,"Malaya, Saw FRI 36468, QRS"
Sapindaceae,Mischarytera lautereriana ,e,capsule,mono,3,"Gray 4850, QRS"
Sapindaceae,Mischarytera macrobotrys ,n,capsule,mono,3,"Connors 195, QRS"
Sapindaceae,Mischocarpus exangulatus ,e,capsule,mono,3,"Gray 1333, NSW; Gray 7145, QRS"
Sapindaceae,Mischocarpus grandissimus ,e,capsule,mono,3,Reynolds (1985) 
Sapindaceae,Mischocarpus lachnocarpus ,n,capsule,mono,3,"Fell 2581 and J. Pritchard, QRS"
Sapindaceae,Mischocarpus macrocarpus ,e,capsule,mono,3,"Gray 4420, QRS"
Sapindaceae,Mischocarpus pyriformis ssp. pyriformis ,e,capsule,mono,3,"Gray 1708, QRS"
Sapindaceae,Mischocarpus pyriformis ssp. retusus ,n,capsule,mono,3,"Stocker 1223, QRS"
Sapindaceae,Mischocarpus stipitatus ,e,capsule,mono,3,"Irvine 1760, QRS"
Sapindaceae,Rhysotoechia flavescens ,e,capsule,mono,3,"Hyland 8649, NSW"
Sapindaceae,Rhysotoechia florulenta ,e,capsule,mono,3,"Reynolds to do, Aust 3, 1991"
Sapindaceae,Rhysotoechia mortoniana ,e,capsule,mono,3,"Ford 2240, QRS"
Sapindaceae,Rhysotoechia robertsonii ,e,capsule,mono,3,"Forster PIF 17987, NSW"
Sapindaceae,Sapindaceae ssp. (Noah Creek BG 6026) ,e,"deh, capsule",mono,3,"Gray 6026, QRS"
Sapindaceae,Sarcopteryx martyana ,e,capsule,mono,3,"GJM 5161, NSW"
Sapindaceae,Sarcopteryx montana ,e,capsule,mono,3,Gray 1064
Sapindaceae,Sarcopteryx reticulata ,e,capsule,mono,3,"Gray 1022, NSW"
Sapindaceae,Sarcopteryx ssp. (McIlwraith Range BH 3261RFK) ,e,capsule,mono,3,"Hyland 16268, QRS"
Sapindaceae,Sarcotoechia cuneata ,e,capsule,mono,3,"McDonald 24, QRS"
Sapindaceae,Sarcotoechia lanceolata ,e,capsule,mono,3,Reynolds (1985)
Sapindaceae,Sarcotoechia protracta ,e,capsule,mono,3,Reynolds (1985) 
Sapindaceae,Sarcotoechia serrata ,e,capsule,mono,3,Reynolds (1985)
Sapindaceae,Sarcotoechia ssp. (Mountain Sarcotoechia WWC 100) ,e,capsule,mono,3,estimated
Sapindaceae,Sarcotoechia villosa ,e,capsule,mono,3,Reynolds (1985)
Sapindaceae,Synima cordierorum ,n,capsule,mono,3,"Jago 751, QRS"
Sapindaceae,Synima macrophylla ,n,capsule,mono,3,"Gross 2002-1, NE"
Sapindaceae,Toechima daemelianum ,e,capsule,mono,3,"Smith 11877, NSW"
Sapindaceae,Toechima erythrocarpum ,n,capsule,mono,3,"Luckow 3755, NSW"
Sapindaceae,Toechima monticola ,e,capsule,mono,3,Reynolds (1985)
Sapindaceae,Toechima pterocarpum ,e,capsule,mono,3,"Jensen, 472, QRS"
Sapindaceae,Tristiropsis acutangula ,n,drupe,mono,3,"Hyland 25833RFK, QRS"
Sapotaceae,Chrysophyllum roxburghii ,n,berry,bi,1,"L. Jessup,  pers. comm. "
Sapotaceae,Chrysophyllum ssp. (Mt Lewis AKI 1402) ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Manilkara kauki ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Mimusops elengi ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Niemeyera antiloga ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Niemeyera prunifera ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Palaquium galactoxylon ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Planchonella macrocarpa ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Planchonella queenslandica ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria brownlessiana ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria castanosperma ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria chartacea ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria cotinifolia ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,pouteria euphlebia ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria myrsinoides ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria obovata ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria obovoidea ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria papyracea ,n,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria pohlmaniana var. asterocarpon ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,pouteria pohlmaniana var. pohlmaniana ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria sericea ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria singuliflora ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria ssp. (Barong MT 22) ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria ssp. (Mt Lewis BH 2475RFK) ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,pouteria unmackiana ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria xerocarpa ,e,berry,bi,1,"L. Jessup,  pers. comm."
Sapotaceae,Pouteria xylocarpa ,n,berry,bi,1,"L. Jessup,  pers. comm."
Simaroubaceae,Ailanthus integrifolia ssp. integrifolia ,n,samara,dio,2,Hewson (1985)
Simaroubaceae,Ailanthus triphysa ,n,samara,dio,2,Hewson (1985)
Simaroubaceae,Brucea javanica ,n,drupe,dio or bi,2,Hewson (1985) 
Simaroubaceae,Quassia baileyana ,e,drupe,bi,1,Jessup (1985)
Simaroubaceae,Quassia ssp. (Barong BG 742) ,e,drupe,bi,1,Hyland et al. (2003)
Solanaceae,Duboisia myoporoides ,n,berry,bi,1,"Purdie, Symon & Haegi (1982)"
Solanaceae,Solanum shanesii ,e,berry,mono,3,Symon and Clarkson (1985)
Solanaceae,Solanum viridifolium ,e,berry,bi,1,Symon 1981b as S. viride
Surianaceae,Guilfoylia monostylis ,e,drupe,bi,1,estimated
Symplocaceae,Symplocos ampulliformis ,e,fleshy-indeh,bi,1,Hyland et al. (2003)
Symplocaceae,Symplocos cochinchinensis ssp. thwaitesii var. gittonsii ,e,fleshy-indeh,bi,1,Hyland et al. (2003)
Symplocaceae,Symplocos cochinchinensis ssp. thwaitesii var. glaberrim ,e,fleshy-indeh,bi,1,Hyland et al. (2003)
Symplocaceae,Symplocos cochinchinensis ssp. thwaitesii var. pilosiusc ,e,fleshy-indeh,bi,1,"Gross 2002-3, NE"
Symplocaceae,Symplocos hylandii ,e,"dry, deh, follicle",mono,3,Hyland et al. (2003) 
Symplocaceae,Symplocos paucistaminea ,n,fleshy-indeh,bi,1,Hyland et al. (2003) 
Symplocaceae,Symplocos ssp. (Mt Finnigan LJB 21029) ,e,fleshy-indeh,bi,1,Hyland et al. (2003)
Symplocaceae,Symplocos ssp. (North Mary BG 2543) ,e,fleshy-indeh,bi,1,Hyland et al. (2003)
Symplocaceae,Symplocos stawellii var. montana ,e,fleshy-indeh,bi,1,Hyland et al. (2003)
Symplocaceae,Symplocos stawellii var. stawellii ,n,fleshy-indeh,bi,1,Hyland et al. (2003) 
Theaceae,Ternstroemia cherryi ,n,"deh, capsule",mono,3,Mabberley (1985); Hyland et al. (2003)
Thymelaceae,Lethedon setosa ,e,capsule,mono,3,"Hyland 13368, QRS"
Thymelaceae,Oreodendron biflorum ,e,drupe,bi,1,Rye (1990)
Thymelaceae,Phaleria chermsideana ,e,drupe,bi,1,Rye (1990)
Thymelaceae,Phaleria clerodendron ,e,drupe,bi,1,Rye (1990)
Ulmaceae,Aphananthe philippinensis ,n,drupe,mono,3,"Gray 3742, QRS"
Ulmaceae,Celtis hildebrandii ,n,drupe,mono,3,Hyland et al. (2003)
Ulmaceae,Celtis paniculata ,n,drupe,mono,3,"Hyland 15428, QRS"
Ulmaceae,Celtis philippensis ,n,drupe,mono,3,"Volck 1529, QRS"
Ulmaceae,Celtis timorensis ,n,drupe,mono,3,Hyland et al. (2003)
Ulmaceae,Trema aspera ,n,drupe,mono,3,"Gray 309, QRS"
Ulmaceae,Trema cannabina ,n,drupe,mono,3,"Stocker 1703, QRS"
Ulmaceae,Trema orientalis ,n,drupe,mono,3,"Whiffen 596 & Risley 596, QRS"
Ulmaceae,Trema tomentosa ,n,drupe,mono,3,"Gray 4570, QRS"
Urticaceae,Dendrocnide corallodesme ,n,achene,dio,2,Chew (1989) 
Urticaceae,Dendrocnide photinophylla ,e,achene,dio,2,Chew (1989) 
Urticaceae,Pipturus argenteus ,n,"ind, nut",dio,2,Chew (1989) 
Verbenaceae,Callicarpa candicans ,n,drupe,bi,1,Munir (1982)
Verbenaceae,Clerodendrum costatum ,n,drupe,bi,1,Munir (1989)
Verbenaceae,Clerodendrum floribundum var. floribundum ,n,drupe,bi,1,Munir (1989)
Verbenaceae,Clerodendrum floribundum var. ovatum ,n,drupe,bi,1,Munir (1989)
Verbenaceae,Clerodendrum longiflorum var. glabrum ,n,drupe,bi,1,Munir (1989)
Verbenaceae,Clerodendrum tomentosum ,n,drupe,bi,1,Munir (1989)
Verbenaceae,Clerodendrum tracyanum ,n,drupe,bi,1,Munir (1989)
Verbenaceae,Gmelina dalrympleana ,n,drupe,bi,1,Munir (1984b)
Verbenaceae,Gmelina fasciculiflora ,e,drupe,bi,1,Munir (1984b)
Verbenaceae,Gmelina schlechteri ,n,drupe,bi,1,Munir (1984b)
Verbenaceae,Premna acuminata ,e,drupe,bi,1,Munir (1984)
Verbenaceae,Premna dallachyana ,n,drupe,bi,1,Munir (1984)
Verbenaceae,Premna hylandiana ,e,drupe,bi,1,Munir (1984)
Verbenaceae,Premna odorata ,n,drupe,bi,1,Munir (1984)
Verbenaceae,Premna serratifolia ,n,drupe,bi,1,Munir (1984)
Verbenaceae,Vitex acuminata ,e,drupe,bi,1,Munir (1987)
Verbenaceae,Vitex glabrata ,e,drupe,bi,1,Munir (1987)
Verbenaceae,Vitex helogiton ,n,drupe,bi,1,Munir (1987)
Verbenaceae,Vitex lignum-vitae ,e,drupe,bi,1,Munir (1987)
Verbenaceae,Vitex melicopea ,e,drupe,bi,1,Munir (1987)
Verbenaceae,Vitex trifolia var. trifolia ,n,drupe,bi,1,Munir (1987)
Verbenaceae,Viticipremna queenslandica ,e,drupe,bi,1,Munir (1985)
Violaceae,Rinorea bengalensis ,n,"deh, capsule",bi,1,Hyland et al. (2003) - but can appear mono
Winteraceae,Bubbia queenslandiana ssp. australis ,e,"fleshy, indeh",bi,1,Vink (1983)
Winteraceae,Bubbia queenslandiana ssp. queenslandiana ,e,"fleshy, indeh",bi,1,Vink (1983)
Winteraceae,Bubbia semecarpoides ,e,"fleshy, indeh",bi,1,Vink (1983)
Winteraceae,Tasmannia membranea ,e,berry,dio,2,Prakash et al. (1992)
Winteraceae,Tasmannia ssp. (Mt Bellenden Ker JRC 6571),e,berry,dio,2,Hyland et al. (2003)
