original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Synaphea sp. Pinjarra (R. Davis 6578),Synaphea sp. Pinjarra (R. Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Synaphea sp. Redgate Road (J. Scott 16),Synaphea sp. Redgate Road (J. Scott 16),Synaphea sp. Redgate Road (J.Scott 16),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Synaphea sp. Serpentine (G.R. Brand 103),Synaphea sp. Serpentine (G.R. Brand 103),Synaphea sp. Serpentine (G.R.Brand 103),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thelymitra sp. Murchison (A.S. George 9542),Thelymitra sp. Murchison (A.S. George 9542),Thelymitra sp. Murchison (A.S.George 9542),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thelymitra sp. Ongerup (S. Oborne 142),Thelymitra sp. Ongerup (S. Oborne 142),Thelymitra sp. Ongerup (S.Oborne 142),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thryptomene sp. Hyden (B.J. Lepschi & L.A. Craven 4477),Thryptomene sp. Hyden (B.J. Lepschi & L.A. Craven 4477),Thryptomene sp. Hyden (B.J.Lepschi & L.A.Craven 4477),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thysanotus sp. Badgingarra (E.A. Griffin 2511),Thysanotus sp. Badgingarra (E.A. Griffin 2511),Thysanotus sp. Badgingarra (E.A.Griffin 2511),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thysanotus sp. Desert East of Newman (R.P. Hart 964),Thysanotus sp. Desert East of Newman (R.P. Hart 964),Thysanotus sp. Desert East of Newman (R.P.Hart 964),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thysanotus sp. Eremaean (S. van Leeuwen 1067),Thysanotus sp. Eremaean (S. van Leeuwen 1067),Thysanotus sp. Eremaean (S.van Leeuwen 1067),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thysanotus sp. Lochada (T.D. Macfarlane 4860),Thysanotus sp. Lochada (T.D. Macfarlane 4860),Thysanotus sp. Lochada (T.D.Macfarlane 4860),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thysanotus sp. Twining Wheatbelt (N.H. Brittan 81/29),Thysanotus sp. Twining Wheatbelt (N.H. Brittan 81/29),Thysanotus sp. Twining Wheatbelt (N.H.Brittan 81/29),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Thysanotus sp. Yellowdine (A.S. George 6040),Thysanotus sp. Yellowdine (A.S. George 6040),Thysanotus sp. Yellowdine (A.S.George 6040),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Tricoryne sp. Bimbijy (G.J. Keighery & N. Gibson 7108),Tricoryne sp. Bimbijy (G.J. Keighery & N. Gibson 7108),Tricoryne sp. Bimbijy (G.J.Keighery & N.Gibson 7108),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Tricoryne sp. Eneabba (E.A. Griffin 1200),Tricoryne sp. Eneabba (E.A. Griffin 1200),Tricoryne sp. Eneabba (E.A.Griffin 1200),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Tricoryne sp. Geraldton (G.J. Keighery 10461),Tricoryne sp. Geraldton (G.J. Keighery 10461),Tricoryne sp. Geraldton (G.J.Keighery 10461),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Tricoryne sp. Mullewa (G.J. Keighery 12080),Tricoryne sp. Mullewa (G.J. Keighery 12080),Tricoryne sp. Mullewa (G.J.Keighery 12080),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Tricoryne sp. South Coast (T.E.H. Aplin 2653),Tricoryne sp. South Coast (T.E.H. Aplin 2653),Tricoryne sp. South Coast (T.E.H.Aplin 2653),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Tricoryne sp. Wongan Hills (B.H. Smith 794),Tricoryne sp. Wongan Hills (B.H. Smith 794),Tricoryne sp. Wongan Hills (B.H.Smith 794),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Westringia capitonia,Westringia capitonia,Westringia capitonis,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Wurmbea sp. Cranbrook (A.R. Annels 3819),Wurmbea sp. Cranbrook (A.R. Annels 3819),Wurmbea sp. Cranbrook (A.R.Annels 3819),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Wurmbea sp. Great Victoria Desert (G.J. Keighery 7501),Wurmbea sp. Great Victoria Desert (G.J. Keighery 7501),Wurmbea sp. Great Victoria Desert (G.J.Keighery 7501),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Wurmbea sp. Upper Murchison (A.P. Brown & J. Start APB 3562),Wurmbea sp. Upper Murchison (A.P. Brown & J. Start APB 3562),Wurmbea sp. Upper Murchison (A.P.Brown & J.Start APB 3562),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Xanthorrhoea sp. Lesueur (G.J. Keighery 16404),Xanthorrhoea sp. Lesueur (G.J. Keighery 16404),Xanthorrhoea sp. Lesueur (G.J.Keighery 16404),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Xyris atrovirida,Xyris atrovirida,Xyris atroviridis,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Astroloma sp. Kalbarri (D. & B. Bellairs 1368),Astroloma sp. Kalbarri (D. & B. Bellairs 1368),Astroloma sp. Kalbarri (D. & B.Bellairs 1368),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Astroloma sp. Nannup (R.D. Royce 3978),Astroloma sp. Nannup (R.D. Royce 3978),Astroloma sp. Nannup (R.D.Royce 3978),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Astroloma sp. sessile leaf (J.L. Robson 657),Astroloma sp. sessile leaf (J.L. Robson 657),Astroloma sp. sessile leaf (J.L.Robson 657),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Baeckea sp. Three Springs (M.E.Trucgen 5368),Baeckea sp. Three Springs (M.E.Trucgen 5368),Baeckea sp. Three Springs (M.E.Trudgen 5368),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Boronia pencillata,Boronia pencillata,Boronia penicillata,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Caesia sp. Hopetoun (T.D. Macfarlane & C.J. French TDM 5228),Caesia sp. Hopetoun (T.D. Macfarlane & C.J. French TDM 5228),Caesia sp. Hopetoun (T.D.Macfarlane & C.J.French TDM 5228),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Conostephium sp. Cascades (R. Bruhn 24/899 CAS),Conostephium sp. Cascades (R. Bruhn 24/899 CAS),Conostephium sp. Cascades (R.Bruhn 24/899 CAS),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Dampiera sp. Jaurdi (D. Angus DA 268),Dampiera sp. Jaurdi (D. Angus DA 268),Dampiera sp. Jaurdi (D.Angus DA 268),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Dillwynia sp. Coolgardie (V.E. Sands 637.3.1),Dillwynia sp. Coolgardie (V.E. Sands 637.3.1),Dillwynia sp. Coolgardie (V.E.Sands 637.3.1),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Eremophila inflatus,Eremophila inflatus,Eremophila inflata,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Eucalyptus sp. Ravensthorpe (A.S. George 616),Eucalyptus sp. Ravensthorpe (A.S. George 616),Eucalyptus sp. Ravensthorpe (A.S.George 616),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Gompholobium sp. Stirling Range (C.F. Wilkins et al. CW 2513),Gompholobium sp. Stirling Range (C.F. Wilkins et al. CW 2513),Gompholobium sp. Stirling Range (C.F.Wilkins et al. CW 2513),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Grevillea sp. Gunapin (F. Hort 308),Grevillea sp. Gunapin (F. Hort 308),Grevillea sp. Gunapin (F.Hort 308),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Hypocalymma linifolium,Hypocalymma linifolium,Hypocalimna linifolium,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Isopogon sp. Canning Reservoir (M.D. Tindale 121 & B.R. Maslin),Isopogon sp. Canning Reservoir (M.D. Tindale 121 & B.R. Maslin),Isopogon sp. Canning Reservoir (M.D.Tindale 121 & B.R.Maslin),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Isopogon sp. Darling Range (F. Hort 1662),Isopogon sp. Darling Range (F. Hort 1662),Isopogon sp. Darling Range (F.Hort 1662),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Isopogon sp. Fitzgerald River (D.B. Foreman 813),Isopogon sp. Fitzgerald River (D.B. Foreman 813),Isopogon sp. Fitzgerald River (D.B.Foreman 813),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Isopogon sp. Ravensthorpe (D.B. Foreman 1207),Isopogon sp. Ravensthorpe (D.B. Foreman 1207),Isopogon sp. Ravensthorpe (D.B.Foreman 1207),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Barren Range (A.S. George 10092),Leucopogon sp. Barren Range (A.S. George 10092),Leucopogon sp. Barren Range (A.S.George 10092),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Bindoon (F. Hort 2766),Leucopogon sp. Bindoon (F. Hort 2766),Leucopogon sp. Bindoon (F.Hort 2766),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Bonnie Hill (K.R. Newbey 9831),Leucopogon sp. Bonnie Hill (K.R. Newbey 9831),Leucopogon sp. Bonnie Hill (K.R.Newbey 9831),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
"Leucopogon sp. Flynn (F. Hort, J. Hort & A. Lowrie 859)","Leucopogon sp. Flynn (F. Hort, J. Hort & A. Lowrie 859)","Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Kambalda (J. Williams s.n. PERTH 07305028),Leucopogon sp. Kambalda (J. Williams s.n. PERTH 07305028),Leucopogon sp. Kambalda (J.Williams s.n. PERTH 07305028),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Kau Rock (M.A. Burgman 1126),Leucopogon sp. Kau Rock (M.A. Burgman 1126),Leucopogon sp. Kau Rock (M.A.Burgman 1126),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Northern Scarp (M. Hislop 2233),Leucopogon sp. Northern Scarp (M. Hislop 2233),Leucopogon sp. Northern Scarp (M.Hislop 2233),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Ongerup (A.S. George 16682),Leucopogon sp. Ongerup (A.S. George 16682),Leucopogon sp. Ongerup (A.S.George 16682),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Leucopogon sp. Twertup (K.R. Newbey 10859),Leucopogon sp. Twertup (K.R. Newbey 10859),Leucopogon sp. Twertup (K.R.Newbey 10859),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Pterostylis sp. limestone (B.J. Keighery & G.J. Keighery 65),Pterostylis sp. limestone (B.J. Keighery & G.J. Keighery 65),Pterostylis sp. limestone (B.J.Keighery & G.J.Keighery 65),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Pultenaea sp. Mt Lesueur (L.A. Orthia 86),Pultenaea sp. Mt Lesueur (L.A. Orthia 86),Pultenaea sp. Mt Lesueur (L.A.Orthia 86),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Scholtzia sp. Valentine Rd (S.J.Patrick 2142),Scholtzia sp. Valentine Rd (S.J.Patrick 2142),Scholtzia sp. Valentine Road (S.Patrick 2142),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Styphelia sp. Bullfinch (M. Hislop 3574),Styphelia sp. Bullfinch (M. Hislop 3574),Styphelia sp. Bullfinch (M.Hislop 3574),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Thysanotus sp. Kalbarri (D. & B. Bellairs 1523 A),Thysanotus sp. Kalbarri (D. & B. Bellairs 1523 A),Thysanotus sp. Kalbarri (D. & B.Bellairs 1523 A),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Wurmbea sp. Paynes Find (C.J. French 1237),Wurmbea sp. Paynes Find (C.J. French 1237),Wurmbea sp. Paynes Find (C.J.French 1237),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-09-01),match_05b_fuzzy_synonym_canonical_name
Actinotus sp. Walpole (J.R.Wheeler 3786),Actinotus sp. Walpole (J.R.Wheeler 3786),Actinotus sp. Walpole (J.R.Wheeler 3786),APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Astroloma drummondii,Astroloma drummondii,Astroloma drummondii,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Balladonia multiceps,Balladonia multiceps,Balladonia multiceps,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Caladenia multiplex,Caladenia multiplex,Caladenia multiplex,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Eriochilus glareosus,Eriochilus glareosus,Eriochilus glareosus,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Gonocarpus keigheryi,Gonocarpus keigheryi,Gonocarpus keigheryi,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Gonocarpus orchardii,Gonocarpus orchardii,Gonocarpus orchardii,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Grevillea sp. Trayning (W. Johnston WJ 071),Grevillea sp. Trayning (W. Johnston WJ 071),Grevillea sp. Trayning (W. Johnston WJ 071),APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Lasiopetalum membraniflorum,Lasiopetalum membraniflorum,Lasiopetalum membraniflorum,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Paracaleana ferricola,Paracaleana ferricola,Paracaleana ferricola,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Poranthera asybosca,Poranthera asybosca,Poranthera asybosca,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Pterostylis grossa,Pterostylis grossa,Pterostylis grossa,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Pterostylis occulta,Pterostylis occulta,Pterostylis occulta,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Pterostylis segregata,Pterostylis segregata,Pterostylis segregata,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_05c_APNI_canonical_name
Baeckea sp. Tampia Hill (R.Coveny 8319 & B.Habberley),Baeckea sp. Tampia Hill (R.Coveny 8319 & B.Habberley),Baeckea sp. Tampia Hill (J.C.Anway 327),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-09-01),match_09a_trinomial_exact_accepted
Caladenia longicauda subsp. insularis A.P.Br. & G.Brockman,Caladenia longicauda subsp. insularis A.P.Br. & G.Brockman,Caladenia longicauda subsp. insularis,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-09-01),match_09a_trinomial_exact_accepted
Eutaxia sp. North Ironcap (P. Armstrong PA 06/898),Eutaxia sp. North Ironcap (P. Armstrong PA 06/898),Eutaxia sp. North Ironcap (P.Armstrong et al. 06/898),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-09-01),match_09a_trinomial_exact_accepted
Goodenia sp. South Coast (A.R. Annels ARA1846),Goodenia sp. South Coast (A.R. Annels ARA1846),Goodenia sp. South Coast (A.R.Annels 1846),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-09-01),match_09a_trinomial_exact_accepted
Hypocalymma sp. Cascade (R.Bruhn 20896),Hypocalymma sp. Cascade (R.Bruhn 20896),Hypocalymma sp. Cascade (R.Bruhn 20896 CAS),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-09-01),match_09a_trinomial_exact_accepted
Thryptomene sp. Wandana (M.E.Trudgen 22016),Thryptomene sp. Wandana (M.E.Trudgen 22016),Thryptomene sp. Wandana (M.E.Trudgen MET 22016),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2026-09-01),match_09a_trinomial_exact_accepted
Andersonia caerulea subsp. caerulea,Andersonia caerulea subsp. caerulea,Andersonia caerulea,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Baeckea sp. Helena & Aurora Range (G.J.Keighery 4424),Baeckea sp. Helena & Aurora Range (G.J.Keighery 4424),Baeckea sp. Helena and Aurora Range (G.J.Keighery 4424),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Caladenia varians (vulgata),Caladenia varians (vulgata),Caladenia varians,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Chamelaucium repens subsp. carnea,Chamelaucium repens subsp. carnea,Chamelaucium repens,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Dampiera angulata subsp. angulata,Dampiera angulata subsp. angulata,Dampiera angulata,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Eucalyptus abdita (hybrid?),Eucalyptus abdita (hybrid),Eucalyptus abdita,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Eucalyptus calyerup,Eucalyptus calyerup,Eucalyptus x calyerup,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Grevillea althoferorum (G althoferi),Grevillea althoferorum (G althoferi),Grevillea althoferorum,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Grevillea endlicheriana subsp. Wongan Hills (G.J. Keighery 15351),Grevillea endlicheriana subsp. Wongan Hills (G.J. Keighery 15351),Grevillea endlicheriana,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Grevillea uncinulata subsp. Coomallo (S.J. Patrick 719),Grevillea uncinulata subsp. Coomallo (S.J. Patrick 719),Grevillea uncinulata,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Hemiandra sp Jurien,Hemiandra sp. Jurien,Hemiandra sp. Jurien (B.J.Conn 3885 & M.E.Tozer),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Patersonia drummondii subsp. drummondii,Patersonia drummondii subsp. drummondii,Patersonia drummondii,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Platysace sp Kalbarri,Platysace sp. Kalbarri,Platysace sp. Kalbarri (D. & B.Bellairs 1383),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Scholtzia chapmanii Rye,Scholtzia chapmanii Rye,Scholtzia chapmanii,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Scholtzia cordata Rye,Scholtzia cordata Rye,Scholtzia cordata,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Synaphea sp. Pinjarra Plain (A.S. George 17182),Synaphea sp. Pinjarra Plain (A.S. George 17182),Synaphea sp. Pinjarra (R.Davis 6578),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-09-01),match_10a_binomial_exact_accepted
Astroloma sp. Narrogin,Astroloma sp. Narrogin,Astroloma sp. Narrogin (R.D.Royce 8158),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2026-09-01),match_10b_binomial_exact_synonym
Pterostylis sp. Murchison (C.J. French CJF 12549),Pterostylis sp. Murchison (C.J. French CJF 12549),Pterostylis sp. 'Murchison',APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2026-09-01),match_10b_binomial_exact_synonym
Scholtzia denticulata Rye,Scholtzia denticulata Rye,Scholtzia denticulata,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2026-09-01),match_10b_binomial_exact_synonym
Anthotium sp. Darling Range (F. Hort & B. Hort 2431),Anthotium sp. Darling Range (F. Hort & B. Hort 2431),Anthotium sp. Darling Range (F.Hort & B.Hort 2431),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_11a_fuzzy_APNI_canonical
Astroloma sp. Eneabba (N. Marchant s.n. PERTH 01291777),Astroloma sp. Eneabba (N. Marchant s.n. PERTH 01291777),Astroloma sp. Eneabba (N.Marchant s.n. PERTH 01291777),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_11a_fuzzy_APNI_canonical
Baeckea sp. Sheoaks Rocks (M.E. Trudgen MET5452),Baeckea sp. Sheoaks Rocks (M.E. Trudgen MET5452),Baeckea sp. Sheoaks Rocks (M.E.Trudgen MET 5452),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_11a_fuzzy_APNI_canonical
Banksia sp. Boyup Brook (L.W. Sage LWS 2366),Banksia sp. Boyup Brook (L.W. Sage LWS 2366),Banksia sp. Boyup Brook (L.W.Sage LWS 2366),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_11a_fuzzy_APNI_canonical
Goodenia sp. Midwest (K.A. Shepherd & C.F. Wilkins KS 1609),Goodenia sp. Midwest (K.A. Shepherd & C.F. Wilkins KS 1609),Goodenia sp. Midwest (K.A.Shepherd & C.F.Wilkins KS 1609),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_11a_fuzzy_APNI_canonical
Haemodorum sp. East Northcliffe (E.M. Sandiford et al. 2174),Haemodorum sp. East Northcliffe (E.M. Sandiford et al. 2174),Haemodorum sp. East Northcliffe (E.M.Sandiford et al. 2174),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-09-01),match_11a_fuzzy_APNI_canonical
