genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Limnophila,Limnophila aromatica,"herbs, erect, to circa 50 cm tall;",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 156-157."
Limnophila,Limnophila australis,"emergent aquatic or sometimes decumbent terrestrial herbs with branches to circa 20 cm long,",NA,NA,NA,NA,herb,herbs,aquatic terrestrial,aquatic terrestrial,NA,NA,decumbent,decumbent,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 158."
Limnophila,Limnophila brownii,emergent aquatic or erect terrestrial herbs with branches to circa 30 cm long;,NA,NA,NA,NA,herb,herbs,aquatic terrestrial,aquatic terrestrial,NA,NA,erect,erect,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 158."
Limnophila,Limnophila chinensis,"emergent aquatic or terrestrial herbs with prostrate to decumbent branches to circa 30 cm long,",NA,NA,NA,NA,herb,herbs,aquatic terrestrial,aquatic terrestrial,NA,NA,decumbent prostrate,decumbent prostrate,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 158-159."
Limnophila,Limnophila fragrans,"decumbent to erect, somewhat succulent, terrestrial herbs or emergent aquatics;",NA,NA,NA,NA,herb,herbs,aquatic terrestrial,aquatics terrestrial,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 159."
Lindernia,Lindernia clausa,"slender, erect annual herb 30-350 mm high,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,NA
Lindernia,Lindernia cleistandra,procumbent perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,procumbent,herbaceous,NA,NA
Lindernia,Lindernia scutellata,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lindernia,Lindernia aplectra,"slender, ascending to erect, annual herb 45-350 mm high, glabrous apart from the inflorescence;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,NA
Lindernia,Lindernia murfetiana,"erect, rarely decumbent, annual herb, (10-) 20-25 cm tall,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,NA
Lindernia,Lindernia tiwiensis,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lindernia,Lindernia dunlopii,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lindernia,Lindernia scapigera,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lindernia,Lindernia grossidentata,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lindernia,Lindernia petrensis,"a prostrate annual herb, flowers purple.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Northern Territory Government 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, prepared by I.D. Cowie and B.M. Stuckey, Department Natural Resources, Environment and the Arts."
Lindernia,Lindernia calliandra,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lindsaea,Lindsaea ensifolia,lindsaea ensifolia subsp ensifolia is reliant on deep shade and permanent moisture.,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Flora of Central Australia, 1981"
Lindsaea,Lindsaea,terrestrial or epiphytic ferns.,NA,NA,NA,NA,fern,ferns,epiphyte terrestrial,epiphytic terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 36-37."
Lindsaea,Lindsaea media,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 38-39."
Lindsaea,Lindsaea brachypoda,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 37."
Lindsaea,Lindsaea walkerae,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 38-39."
Linum,Linum usitatissimum,erect glabrous annual herb with unbranched or basally branched stems to about 80 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,NA
Lithomyrtus,Lithomyrtus linariifolia,"decumbent subshrub with long spreading stems,",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,decumbent spreading,decumbent spreading,NA,NA,"Snow, N. & Guymer, G.P. 1999, Systematic and cladistic studies of Myrtella F.Muell. and Lithomyrtus F.Muell. (Myrtaceae). Austrobaileya 5(2): 193. Kerrigan, R. 2004, Kakadu Threatened Flora Report, Vol. 2, Northern Territory Government."
Lithomyrtus,Lithomyrtus retusa,"evergreen shrub, 1-2(3) m high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Litsea,Litsea,trees or shrubs;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Hyland, B.P.M. (1989). A revision of Lauraceae in Australia (excluding Cassytha). Australian Systematic Botany 2: 135–367.  Le Cussan, J. & Hyland, B.P.M. (2007). Lauraceae (excl. Cassytha). In Wilson, A. (ed.), Flora of Australia. (ABRS: Canberra/CSIRO Publishing: Melbourne). Vol. 2, pp. 106–223."
Litsea,Litsea breviumbellata,tree to 20 m tall (recorded to 5 m in the n.t.);,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Litsea,Litsea glutinosa,tree to 15 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Livistona,Livistona benthamii,trees;,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 211-213."
Livistona,Livistona mariae,a tall fan palm to circa 20 m high.,perennial,inferred_from_growth_form,NA,NA,palmoid,palm,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Livistona,Livistona leichhardtii,a perennial palm to 12 m tall with trunk to 15 cm diam.,perennial,perennial,NA,NA,palmoid,palm,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Northern Territory Government 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, prepared by I.D. Cowie and B.M. Stuckey, Department Natural Resources, Environment and the Arts."
Lobelia,Lobelia dioica,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lobelia,Lobelia heterophylla,lobelia heterophylla is an erect annual herb to about 40 cm high with white sap.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Flora of Central Australia, 1981"
Lomandra,Lomandra leucocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Lomandra,Lomandra patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Lomandra,Lomandra tropica,perennial tussock.,perennial,perennial,NA,NA,tussock,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,NA
Lophostemon,Lophostemon,evergreen trees;,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Lophostemon,Lophostemon grandiflorus,tree 5-11 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Lophostemon,Lophostemon lactifluus,"tree 5-15 m high; rhizomatous, forming dense clonal patches;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,rhizomatous dense,rhizomatous dense,woody,NA,NA
Lotus,Lotus,"annual or perennial herbs, rarely subshrubs.",annual perennial,annual perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lotus,Lotus cruentus,erect to prostrate subshrub.,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect prostrate,erect prostrate,NA,NA,"Flora of Central Australia, 1981"
Lotus,Lotus australis,"an erect or spreading shrub to 1m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,NA
Ludwigia,Ludwigia,annual or shortlivedperennial herbs or herbaceous shrubs.,annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,NA
Ludwigia,Ludwigia adscendens,perennial rooted aquatic herb with floating stems;,perennial,perennial,NA,NA,herb,herb,aquatic,aquatic,NA,NA,floating,floating,herbaceous,NA,NA
Ludwigia,Ludwigia hyssopifolia,"erect annual herb to 0.8 m, rarely taller.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,NA
Ludwigia,Ludwigia octovalvis,"herbaceous, annual or shortlivedperennial shrub, 0.4-2 m high. vegetative parts,",annual short_lived_perennial,annual shortlivedperennial,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Ludwigia,Ludwigia perennis,annual herb to 1 m.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Luffa,Luffa,monoecious climbing or trailing annual herbs. tendrils 2-6-branched.,annual,annual,NA,NA,herb,herbs,NA,NA,monoecious,monoecious,prostrate climbing,trailing climbing,herbaceous,NA,"Jeffrey, C. (1980). A review of the Cucurbitaceae. Botanical Journal of the Linnean Society 81: 233–247.  Heiser, C.B. & Schilling, E.E. (1990). The genus Luffa: a problem in phytogeography. In Bates, D.M., Robinson, R.W. & Jeffrey, C. (eds), Biology and Utilization of the Cucurbitaceae. (Cornell University Press: Ithaca & London). pp. 120–133.  Marr, K.L., Bhattarai, N.K. & Xia, Y.-M. (2005). Allozymic, morphological, and phenological diversity in cultivated Luffa acutangula (Cucurbitaceae) from China, Laos, and Nepal, and allozyme divergence between L. acutangula and L. aegyptica. Economic Botany 59: 154–165.  Marr, K.L., Xia, Y.-M. & Bhattarai, N.K. (2005). Allozymic, morphological, phenological, linguistic, plant use, and nutritional data on wild and cultivated collections of Luffa aegyptica Mill. (Cucurbitaceae) from Nepal, southern China, and northern Laos. Economic Botany 59: 137–153."
Luffa,Luffa aegyptiaca,annual climber with angular stems to 15 m and scattered simple hairs.,annual,annual,NA,NA,climber,climber,NA,NA,monoecious,inferred_from_genus,NA,NA,NA,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 85.de Willd, W.J.J.O and Duyfjes, B.E.E. (2010) Cucurbitaceae. Flora Malesiana Ser. 1, Vol. 19: 1-333."
Lumnitzera,Lumnitzera racemosa,"shrub or small tree to 4-5 m, pneumatophores rare, forming dense mats or banks of twining, narrow roots.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,mat-forming dense,forming dense mats dense,woody,NA,NA
Lumnitzera,Lumnitzera,small evergreen trees.,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Wightman, 1989"
Lumnitzera,Lumnitzera littorea,"tree to 13 m tall with dark grey, fissured bark, and with slender  pneumatophores.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Luvunga,Luvunga monophylla,vine,NA,NA,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lycium,Lycium ferocissimum,"dense, intricately branched shrub to about 4  m high with spiny lateral branch tips.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,NA
Lycopersicon,Lycopersicon,"perennial sprawling herbs, sometimes more or less woodybase, unarmed,",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,sprawling,sprawling,woody_base herbaceous,woodybase,NA
Lycopersicon,Lycopersicon esculentum,"short-lived herb to 1.5 m high, aromatic,",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Lycopodiella,Lycopodiella,"Plants terrestrial, main stems indeterminate,",NA,NA,NA,NA,NA,NA,terrestrial,terrestrial,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-14."
Lycopodiella,Lycopodiella cernua,NA,NA,NA,NA,NA,NA,NA,terrestrial,inferred_from_genus,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 13-15."
Lygodium,Lygodium flexuosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 32-33."
Lygodium,Lygodium microphyllum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 33-34."
Lysiana,Lysiana murrayi,glabrous mistletoe.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Lysiana,Lysiana exocarpi,glabrous mistletoe.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Lysiana,Lysiana maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysiana,Lysiana spathulata,glabrous mistletoe.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Lysiana,Lysiana subfalcata,glabrous mistletoe.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Lysimachia,Lysimachia,"annual or perennial herbs, rarely shrubs (.t.).",annual perennial,annual perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Taylor, P. (1958). Primulaceae. In Hubbard, C.E. & Milne-Redhead, E. (eds), Flora of Tropical East Africa. (Crown Agents for Overseas Governments and Administration: London).  Wheeler, J.R. (1992). Primulaceae. In Wheeler, J.R. (ed.), Flora of the Kimberley Region. (Department of Conservation & Land Management: Como). pp. 275–277.  Manns, U. & Anderberg, A.A. (2005). Molecular phylogeny of Anagallis (Myrsinaceae) based on ITS, trnL-F, and ndhF sequence data. International Journal of Plant Sciences 166: 1019–1028.  Manns, U. & Anderberg, A.A. (2007). Character evolution in Anagallis (Myrsinaceae) inferred from morphological and molecular data. Systematic Botany 32: 166–179.  Manns, U. & Anderberg, A.A. (2009). New combinations and names in Lysimachia (Myrsinaceae) for species of Anagallis, Pelletiera and Trientalis. Willdenowia 39: 49–54."
Lysimachia,Lysimachia ovalis,"weakly erect to sprawling, annual herbs, circa5-25 cm tall, stems angular and often slightly winged, usually green but sometimes reddish.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect sprawling,erect sprawling,herbaceous,NA,NA
Lythrum,Lythrum paradoxum,erect glabrous annual or shortlivedperennial herb to about 30 cm high.,annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,NA
Lythrum,Lythrum wilsonii,erect annual or shortlivedperennial herb to about 15 cm high.,annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,NA
Macaranga,Macaranga,"evergreen shrubs or slender trees with whitish smooth, thin bark.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Levitt, 1981; Smith & Wightman, 1990"
Macaranga,Macaranga involucrata,a slender tree to 12 m tall.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Macaranga,Macaranga involucrata,a slender tree to 12 m tall.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Macaranga,Macaranga tanarius,"a shrub or small tree to 9 m tall, usually with a single stem;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Macarthuria,Macarthuria vertex,"subshrub or shrub with prostrate to erect branches,",NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect prostrate,erect prostrate,woody,NA,NA
Macropteranthes,Macropteranthes kekwickii,tree,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Macroptilium,Macroptilium,annual or perennial vines or herbs.,annual perennial,annual perennial,NA,NA,herb climber_herbaceous,herbs vines,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Macroptilium,Macroptilium atropurpureum,"twining annual or perennial vine. vegetative parts sericeous except upper leaf surfaces which are sparsely so,",annual perennial,annual perennial,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Macroptilium,Macroptilium lathyroides,"erect annual herb, sometimes climbing, to 1 m high;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect climbing,erect climbing,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 98-99."
Macrothelypteris,Macrothelypteris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 61,63."
Macrothelypteris,Macrothelypteris torresiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 61,63."
Macrozamia,Macrozamia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Macrozamia,Macrozamia macdonnellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Maireana,Maireana georgei,"maireana georgei is an erect subshrub or shrub mostly less than 1 m high, rarely to 1.5 m high.",NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana integra,a multi-stemmed ascending subshrub (or rarely shrub) to about 1 m high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,decumbent,ascending,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana lanosa,erect multi-stemmed subshrub or subshrub to about 50 cm high.,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect,erect,NA,NA,"Flora of Central Australia, 1981"
Maireana,Maireana tomentosa,a spreading subshrub or shrub to about 1 m high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Flora of Central Australia, 1981; Flora of Central Australia, 1981"
Maireana,Maireana aphylla,"dense muchbranched grey shrub or subshrub to about 1.5 m high, usually with spiny branch tips.",NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana appressa,spreading or erect grey shrub or subshrub to about 0.7 m high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana astrotricha,spreading grey or bluish-green shrub or subshrub to about 1 m high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana brevifolia,dense erect but straggly shrub to about 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect dense,erect dense,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana campanulata,"spreading or erect grey shrub or subshrub to about 0.7 m high, rarely reaching 1 m high.",NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana carnosa,erect multi-stemmed perennial herb or subshrub to about 30 cm high.,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Flora of Central Australia, 1981"
Maireana,Maireana coronata,"semi-prostrate, decumbent or ascending herb or subshrub to about 25 cm high.",NA,NA,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,decumbent prostrate,decumbent ascending prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Maireana,Maireana lobiflora,an erect grey to silvery herb or subshrub to about 40 cm high.,NA,NA,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Flora of Central Australia, 1981"
Maireana,Maireana luehmannii,an erect subshrub or shrub to about 40 cm high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana planifolia,an open erect subshrub or shrub to about 1 m high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect open,erect open,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana schistocarpa,a spreading shrub to about 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana scleroptera,"an often dense semi-prostrate, decumbent or ascending herb or subshrub to about 30 cm high.",NA,NA,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,decumbent prostrate dense,decumbent ascending prostrate dense,herbaceous,NA,"Flora of Central Australia, 1981"
Maireana,Maireana sedifolia,a spreading grey or bluish-green shrub to about 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana spongiocarpa,a spreading or erect subshrub (or rarely shrub) to about 0.3 m high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana trichoptera,an erect subshrub (or rarely shrub) to about 50 cm high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana triptera,an erect or spreading subshrub or shrub to about 70 cm high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana villosa,an ascending subshrub or shrub to about 80 cm high.,NA,NA,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,decumbent,ascending,woody,NA,"Flora of Central Australia, 1981"
Maireana,Maireana sp. Rainbow Valley,a decumbent to erect herb to about 25 cm high.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,NA
Malachra,Malachra,annual shrubs;,annual,annual,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,Borssum Waalkes (1966).
Malachra,Malachra capitata,"erect, annual shrubs to 2.5 m tall; most parts with short, scattered,",annual,annual,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Cowie, I.D., Kerrigan, R.A., Dixon, D.J. & Barker, R.M. (2013). Malvaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, pp. 19-20.; Cowie, I.D., Short, P.S. & Osterkamp Madsen M. (2000). Floodplain Flora. A flora of the coastal floodplains of the Northern Territory, Australia. Flora of Australia Supplementary Series Number 10. ABRS, Canberra & PWCNT, Darwin."
Malachra,Malachra fasciata,"erect, annual shrubs to 1.5 m tall;",annual,annual,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Cowie, I.D., Kerrigan, R.A., Dixon, D.J. & Barker, R.M. (2013). Malvaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, p. 20.; Cowie, I.D., Short, P.S. & Osterkamp Madsen M. (2000). Floodplain Flora. A flora of the coastal floodplains of the Northern Territory, Australia. Flora of Australia Supplementary Series Number 10. ABRS, Canberra & PWCNT, Darwin."
