species_name,voucher_specimen,generalised_collection_location,arborteum_row,planting_year,genome_size_2C_picograms,cv_sample,cv_solanum_standard,context
Eucalyptus seeana,DN 2089,"Lake Cathie, NSW",158,1998,1.190257353,2.8,2.22,"voucher DN 2089: collected at Lake Cathie, NSW and planted in arboretum row 158 in 1998"
Eucalyptus camaldulensis subsp. arida ,DN 5077,"Stockyard Gully, WA",312,2011,1.190804598,3.63,2.43,"voucher DN 5077: collected at Stockyard Gully, WA and planted in arboretum row 312 in 2011"
Eucalyptus dendromorpha,DN 1758,"Fitzroy Falls, NSW",146,1997,1.191352346,3.4,2.62,"voucher DN 1758: collected at Fitzroy Falls, NSW and planted in arboretum row 146 in 1997"
Eucalyptus arborella,DN 1127,"Twertup, WA",70,1995,1.191900598,3.2,2.95,"voucher DN 1127: collected at Twertup, WA and planted in arboretum row 70 in 1995"
Eucalyptus canobolensis,DN 1222,"Mt Canobolas, NSW",91,1996,1.191900598,2.96,2.37,"voucher DN 1222: collected at Mt Canobolas, NSW and planted in arboretum row 91 in 1996"
Eucalyptus major,DN 2107,"Helidon Hills, QLD",151,1998,1.191900598,2.99,2.3,"voucher DN 2107: collected at Helidon Hills, QLD and planted in arboretum row 151 in 1998"
Eucalyptus mannifera subsp. gullickii,DN 609,"Nerriga, NSW",55,1994,1.191900598,3.79,3.12,"voucher DN 609: collected at Nerriga, NSW and planted in arboretum row 55 in 1994"
Eucalyptus smithii,DN 598,"Mother Woila, NSW",51,1994,1.191900598,3.41,3.04,"voucher DN 598: collected at Mother Woila, NSW and planted in arboretum row 51 in 1994"
Eucalyptus grossa,DN 123,"Newman Rock, WA",23,1993,1.192449355,3.69,2.64,"voucher DN 123: collected at Newman Rock, WA and planted in arboretum row 23 in 1993"
Eucalyptus vicina,DN 728,"Hermidale, NSW",60,1994,1.192449355,3.75,3.01,"voucher DN 728: collected at Hermidale, NSW and planted in arboretum row 60 in 1994"
Eucalyptus camaldulensis subsp. obtusa,DN 2489,"Daly Waters, NT",172,1999,1.193548387,3.31,2.68,"voucher DN 2489: collected at Daly Waters, NT and planted in arboretum row 172 in 1999"
Eucalyptus goniocalyx subsp. goniocalyx,DN 2952,"Hill End, NSW",190,2000,1.193548387,2.52,1.98,"voucher DN 2952: collected at Hill End, NSW and planted in arboretum row 190 in 2000"
Eucalyptus paludicola,DN 69,"Cox Scrub, SA",Dam,1995,1.194098663,3.47,2.44,"voucher DN 69: collected at Cox Scrub, SA and planted in arboretum row Dam in 1995"
Eucalyptus raveretiana,DN 1297,"Reid River, QLD",94,1996,1.195200738,2.43,2.32,"voucher DN 1297: collected at Reid River, QLD and planted in arboretum row 94 in 1996"
Eucalyptus uncinata subsp. 'uncinata',DN 3453,"Quairading, WA",234,2001,1.19630485,3.21,2.39,"voucher DN 3453: collected at Quairading, WA and planted in arboretum row 234 in 2001"
Eucalyptus camaldulensis subsp. acuta,DN 2553,"Dirranbandi, QLD",174,1999,1.196857671,3.75,2.18,"voucher DN 2553: collected at Dirranbandi, QLD and planted in arboretum row 174 in 1999"
Eucalyptus cinerea,DN 3211,"Marulan, NSW",237,2001,1.196857671,2.68,2.35,"voucher DN 3211: collected at Marulan, NSW and planted in arboretum row 237 in 2001"
Eucalyptus camaldulensis subsp. arida ,DN 4177,"Boulia, QLD",203,2002,1.197411003,2.44,2.21,"voucher DN 4177: collected at Boulia, QLD and planted in arboretum row 203 in 2002"
"Eucalyptus cephalocarpa
",DN 1730,"Tynong, VIC",146,1997,1.197411003,2.94,2.72,"voucher DN 1730: collected at Tynong, VIC and planted in arboretum row 146 in 1997"
Eucalyptus gamophylla,DN 2678,"Warburton, WA",182,2000,1.197411003,3.72,2.06,"voucher DN 2678: collected at Warburton, WA and planted in arboretum row 182 in 2000"
Eucalyptus latens,DN 1613,"Boyagin Rock, WA",138,1997,1.197964847,2.5,2.39,"voucher DN 1613: collected at Boyagin Rock, WA and planted in arboretum row 138 in 1997"
Eucalyptus aromaphloia ,DN 4313,"Lorne, VIC",264,2004,1.198519204,2.84,2.37,"voucher DN 4313: collected at Lorne, VIC and planted in arboretum row 264 in 2004"
Eucalyptus baeuerlenii,DN 6312,"Mt Sugarloaf, NSW",285,2013,1.198519204,2.98,2.89,"voucher DN 6312: collected at Mt Sugarloaf, NSW and planted in arboretum row 285 in 2013"
Eucalyptus brevifolia,DN 6640,"Tanami Desert, NT",296,2015,1.198519204,3.36,2.67,"voucher DN 6640: collected at Tanami Desert, NT and planted in arboretum row 296 in 2015"
Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",224,2001,1.198519204,3.16,2.35,"voucher DN 3523: collected at Northampton, WA and planted in arboretum row 224 in 2001"
Eucalyptus cuprea,DN 3536,"Murchison River, WA",235,2001,1.199074074,2.39,2.31,"voucher DN 3536: collected at Murchison River, WA and planted in arboretum row 235 in 2001"
Eucalyptus goniocalyx subsp. viridissima  ,DN 3789,"Red Rock, VIC",204,2002,1.199074074,2.94,2.02,"voucher DN 3789: collected at Red Rock, VIC and planted in arboretum row 204 in 2002"
Eucalyptus pluricaulis subsp. pluricaulis,DN 1662,"Williams, WA",138,1997,1.199074074,2.68,2.47,"voucher DN 1662: collected at Williams, WA and planted in arboretum row 138 in 1997"
Eucalyptus pluricaulis subsp. porphorea,DN 210,"Boxwood Hill, WA",71,1995,1.199074074,4.24,3.13,"voucher DN 210: collected at Boxwood Hill, WA and planted in arboretum row 71 in 1995"
Eucalyptus gomphocephala,DN 1148,"Capel, WA",69,1995,1.199629458,2.49,2.11,"voucher DN 1148: collected at Capel, WA and planted in arboretum row 69 in 1995"
Eucalyptus lanepoolei,DN 3514,"Mundijong, WA",236,2001,1.199629458,2.62,2.3,"voucher DN 3514: collected at Mundijong, WA and planted in arboretum row 236 in 2001"
Eucalyptus parvula,DN 591,"near Numeralla, NSW",143,1997,1.199629458,3.47,2.67,"voucher DN 591: collected at near Numeralla, NSW and planted in arboretum row 143 in 1997"
Eucalyptus dalrympleana subsp. 'Alpine',DN 4867,"Mt Buffalo, VIC",210,2006,1.200185357,2.61,3,"voucher DN 4867: collected at Mt Buffalo, VIC and planted in arboretum row 210 in 2006"
Eucalyptus barberi,DN 1989,"Cherry Tree Hill Forest Reserve, TAS",151,1998,1.200741771,4.61,3.05,"voucher DN 1989: collected at Cherry Tree Hill Forest Reserve, TAS and planted in arboretum row 151 in 1998"
Eucalyptus cladocalyx subsp. petila,DN 2569,"Handcock Lookout, SA",174,1999,1.200741771,2.86,2.28,"voucher DN 2569: collected at Handcock Lookout, SA and planted in arboretum row 174 in 1999"
Eucalyptus benthamii,DN 3203,"Camden, NSW",239,2001,1.201298701,2.98,2.75,"voucher DN 3203: collected at Camden, NSW and planted in arboretum row 239 in 2001"
Eucalyptus cerasiformis,DN 329,"Lake Johnston, WA",24,1993,1.201298701,4.54,2.8,"voucher DN 329: collected at Lake Johnston, WA and planted in arboretum row 24 in 1993"
Eucalyptus merrickiae,DN 6016,"Scaddan, WA",278,2013,1.201298701,4.64,2.88,"voucher DN 6016: collected at Scaddan, WA and planted in arboretum row 278 in 2013"
Eucalyptus newbeyi,DN 212,"Beaufort Inlet, WA",170,1999,1.201298701,8.95,2.39,"voucher DN 212: collected at Beaufort Inlet, WA and planted in arboretum row 170 in 1999"
Eucalyptus umbrawarrensis,DN 2458,"Pine Creek, NT",167,1999,1.201298701,3.06,2.22,"voucher DN 2458: collected at Pine Creek, NT and planted in arboretum row 167 in 1999"
Eucalyptus herbertiana,DN 6403,"Lake Julius, QLD",247,2013,1.201856148,4.02,2.55,"voucher DN 6403: collected at Lake Julius, QLD and planted in arboretum row 247 in 2013"
Eucalyptus laeliae,DN 1150,"Serpentine Falls, WA",64,1995,1.201856148,3.47,2.46,"voucher DN 1150: collected at Serpentine Falls, WA and planted in arboretum row 64 in 1995"
Eucalyptus nitens,DN 1766,"Big Badja Hill, NSW",144,1997,1.201856148,3.68,2.83,"voucher DN 1766: collected at Big Badja Hill, NSW and planted in arboretum row 144 in 1997"
Eucalyptus broviniensis,DN 6478,"Brovinia State Forest, QLD",245,2013,1.202414113,3.99,2.89,"voucher DN 6478: collected at Brovinia State Forest, QLD and planted in arboretum row 245 in 2013"
Eucalyptus camaldulensis subsp. camaldulensis ,DN 4733,"Minlaton, SA",260,2004,1.202972596,2.95,2.88,"voucher DN 4733: collected at Minlaton, SA and planted in arboretum row 260 in 2004"
Eucalyptus pulverulenta,DN 1226,"Lithgow, NSW",94,1996,1.202972596,3.6,2.33,"voucher DN 1226: collected at Lithgow, NSW and planted in arboretum row 94 in 1996"
Eucalyptus sp. Lake Magenta,DN 5509,"Lake Magenta, WA",315,2011,1.202972596,3.96,2.46,"voucher DN 5509: collected at Lake Magenta, WA and planted in arboretum row 315 in 2011"
Eucalyptus brockwayi,DN 2166,"Norseman, WA",187,2000,1.20409112,3.75,2.94,"voucher DN 2166: collected at Norseman, WA and planted in arboretum row 187 in 2000"
Eucalyptus terrica,DN 6173,"Coolmunda, Qld",272,2013,1.20409112,2.35,2.01,"voucher DN 6173: collected at Coolmunda, Qld and planted in arboretum row 272 in 2013"
Eucalyptus angophoroides,DN 1745,"Genoa, VIC",142,1997,1.204651163,2.92,2.18,"voucher DN 1745: collected at Genoa, VIC and planted in arboretum row 142 in 1997"
Eucalyptus camaldulensis subsp. refulgens,DN 4258,"Coongan River, WA",245,2002,1.204651163,3.09,2.4,"voucher DN 4258: collected at Coongan River, WA and planted in arboretum row 245 in 2002"
Eucalyptus camaldulensis subsp. arida,DN 1206,"West MacDonnell Ranges, NT",66,1995,1.205331352,3.98,2.73,"voucher DN 1206: collected at West MacDonnell Ranges, NT and planted in arboretum row 66 in 1995"
Eucalyptus erythrocorys,DN 265,"Lake Logue, WA",42,1994,1.205772812,4.59,3.09,"voucher DN 265: collected at Lake Logue, WA and planted in arboretum row 42 in 1994"
Eucalyptus blakelyi,DN 722,"Inverell, NSW",50,1994,1.20633442,3.2,2.63,"voucher DN 722: collected at Inverell, NSW and planted in arboretum row 50 in 1994"
Eucalyptus bridgesiana,DN 5271,"Mt Canobolas, NSW",306,2010,1.20633442,3.46,2.5,"voucher DN 5271: collected at Mt Canobolas, NSW and planted in arboretum row 306 in 2010"
Eucalyptus camaldulensis subsp. arida,DN 2555,"Silverton, NSW",178,1999,1.20633442,3.65,2.46,"voucher DN 2555: collected at Silverton, NSW and planted in arboretum row 178 in 1999"
Eucalyptus stowardii,DN 281,"Latham, WA",25,1993,1.20633442,3.9,3.52,"voucher DN 281: collected at Latham, WA and planted in arboretum row 25 in 1993"
Eucalyptus alligatrix subsp. limaensis,DN 1773,"Swanpool, VIC",144,1997,1.206896552,3.64,2.67,"voucher DN 1773: collected at Swanpool, VIC and planted in arboretum row 144 in 1997"
Eucalyptus viminalis subsp. siliciana,DN 6108,"Dimboola, VIC",246,2013,1.206896552,6.21,3.03,"voucher DN 6108: collected at Dimboola, VIC and planted in arboretum row 246 in 2013"
Eucalyptus bunyip,DN 6782,"Bunyip State Park, VIC",331,2015,1.207459207,3.88,2.79,"voucher DN 6782: collected at Bunyip State Park, VIC and planted in arboretum row 331 in 2015"
Eucalyptus desmondensis,DN 192,"Desmond, WA",174,1999,1.208022388,3.35,2.53,"voucher DN 192: collected at Desmond, WA and planted in arboretum row 174 in 1999"
Eucalyptus roycei,DN 5086,"Shark Bay, WA",301,2010,1.208022388,4.03,2.27,"voucher DN 5086: collected at Shark Bay, WA and planted in arboretum row 301 in 2010"
Eucalyptus dwyeri,DN 751,"Wollar, NSW",48,1994,1.208586094,4.03,3.22,"voucher DN 751: collected at Wollar, NSW and planted in arboretum row 48 in 1994"
Eucalyptus annulata,DN 206,"Jerramungup, WA",21,1993,1.209150327,4.47,3.07,"voucher DN 206: collected at Jerramungup, WA and planted in arboretum row 21 in 1993"
Eucalyptus nandewarica,DN 6164,"Waa Gorge, NSW",276,2013,1.209150327,2.72,2.59,"voucher DN 6164: collected at Waa Gorge, NSW and planted in arboretum row 276 in 2013"
Eucalyptus saxatilis ,DN 4883,"Mt Wheeler, VIC",209,2006,1.209150327,2.75,2.36,"voucher DN 4883: collected at Mt Wheeler, VIC and planted in arboretum row 209 in 2006"
Eucalyptus incrassata ,DN 1117,"Dunn Rock, WA",63,1995,1.209715086,4.16,2.86,"voucher DN 1117: collected at Dunn Rock, WA and planted in arboretum row 63 in 1995"
Eucalyptus perangusta,DN 3712,"Cascades, WA",228,2001,1.209715086,3.16,2.39,"voucher DN 3712: collected at Cascades, WA and planted in arboretum row 228 in 2001"
Eucalyptus uncinata subsp. 'Mt Short',DN 3575,"Mt Short, WA",236,2001,1.209715086,4.26,2.37,"voucher DN 3575: collected at Mt Short, WA and planted in arboretum row 236 in 2001"
Eucalyptus ebbanoensis subsp. glauciramula,DN 2726,"Balpe Lakes, WA",183,2000,1.210280374,3.63,2.1,"voucher DN 2726: collected at Balpe Lakes, WA and planted in arboretum row 183 in 2000"
Eucalyptus incrassata ,DN 3698,"Watheroo, WA",232,2001,1.210280374,3.62,2.49,"voucher DN 3698: collected at Watheroo, WA and planted in arboretum row 232 in 2001"
Eucalyptus leucophloia subsp. leucophloia,DN 539,"Newman, WA",41,1994,1.211412535,4.28,2.27,"voucher DN 539: collected at Newman, WA and planted in arboretum row 41 in 1994"
Eucalyptus quadrangulata,DN 618,"Colo Vale, NSW",55,1994,1.211412535,3.67,3.01,"voucher DN 618: collected at Colo Vale, NSW and planted in arboretum row 55 in 1994"
Eucalyptus viminalis subsp. viminalis,DN 6158,"Mt Kapultar, NSW",273,2013,1.211412535,2.66,2.61,"voucher DN 6158: collected at Mt Kapultar, NSW and planted in arboretum row 273 in 2013"
Eucalyptus disclusa,DN 707,"Blackdown Talbeland, QLD",54,1994,1.21197941,3.1,2.87,"voucher DN 707: collected at Blackdown Talbeland, QLD and planted in arboretum row 54 in 1994"
Eucalyptus camaldulensis subsp. minima,DN 5233,"Yunta, SA",300,2010,1.212546816,3.7,2.63,"voucher DN 5233: collected at Yunta, SA and planted in arboretum row 300 in 2010"
Eucalyptus resinifera subsp. resinifera,DN 1762,"Bargo, NSW",143,1997,1.212546816,3.34,2.58,"voucher DN 1762: collected at Bargo, NSW and planted in arboretum row 143 in 1997"
Eucalyptus ebbanoensis subsp. photina,DN 270,"Mt Michael, WA",10,1993,1.213114754,5.04,2.94,"voucher DN 270: collected at Mt Michael, WA and planted in arboretum row 10 in 1993"
Eucalyptus camaldulensis subsp. refulgens ,DN 5747,"Lyons River, WA",311,2011,1.213683224,4.06,3.14,"voucher DN 5747: collected at Lyons River, WA and planted in arboretum row 311 in 2011"
Eucalyptus dundasii,DN 2175,"Callion, WA",177,1999,1.213683224,3.08,2.37,"voucher DN 2175: collected at Callion, WA and planted in arboretum row 177 in 1999"
Eucalyptus foliosa,DN 161,"Scaddan, WA",16,1993,1.213683224,3.27,2.6,"voucher DN 161: collected at Scaddan, WA and planted in arboretum row 16 in 1993"
Eucalyptus michaeliana,DN 650,"Hillgrove, NSW",61,1994,1.213683224,3.29,2.69,"voucher DN 650: collected at Hillgrove, NSW and planted in arboretum row 61 in 1994"
Eucalyptus dolichorhyncha,DN 152,"Grass Patch, WA",43,1994,1.214252227,3.57,2.59,"voucher DN 152: collected at Grass Patch, WA and planted in arboretum row 43 in 1994"
Eucalyptus formanii,DN 1567,"Pigeon Rock, WA",88,1996,1.214252227,2.89,2.2,"voucher DN 1567: collected at Pigeon Rock, WA and planted in arboretum row 88 in 1996"
Eucalyptus leptophylla,DN 4736,"Kangaroo Island, SA",211,2006,1.214252227,2.42,2.85,"voucher DN 4736: collected at Kangaroo Island, SA and planted in arboretum row 211 in 2006"
Eucalyptus obconica,DN 1930,"Ellenbrae Station, WA",150,1998,1.214252227,3.86,3.84,"voucher DN 1930: collected at Ellenbrae Station, WA and planted in arboretum row 150 in 1998"
Eucalyptus spathulata subsp. salina,DN 3806,"Quairading, WA",204,2002,1.214252227,2.34,1.78,"voucher DN 3806: collected at Quairading, WA and planted in arboretum row 204 in 2002"
Eucalyptus obtusiflora subsp. cowcowensis,DN 2235,"Wyalkatchem, WA",175,1999,1.214821764,4.28,2.94,"voucher DN 2235: collected at Wyalkatchem, WA and planted in arboretum row 175 in 1999"
Eucalyptus sp. Mulga Rock,DN 522,"Mulga Rock, WA",40,1994,1.215391835,2.95,2.62,"voucher DN 522: collected at Mulga Rock, WA and planted in arboretum row 40 in 1994"
Eucalyptus camaldulensis subsp. arida,DN 4177,"Boulia, QLD",302,2010,1.215962441,3.84,3.05,"voucher DN 4177: collected at Boulia, QLD and planted in arboretum row 302 in 2010"
Eucalyptus corticosa,DN 1746,"Narrabarba, NSW",146,1997,1.215962441,3,2.55,"voucher DN 1746: collected at Narrabarba, NSW and planted in arboretum row 146 in 1997"
Eucalyptus incrassata (pendulous-fruited form),DN 4572,"Boyatup Hill, WA",268,2004,1.215962441,2.5,2.09,"voucher DN 4572: collected at Boyatup Hill, WA and planted in arboretum row 268 in 2004"
Eucalyptus malacoxylon,DN 1368,"Second Moonbi Hill, NSW",92,1996,1.215962441,3.78,3.1,"voucher DN 1368: collected at Second Moonbi Hill, NSW and planted in arboretum row 92 in 1996"
Eucalyptus mannifera subsp. 'Victorian alps',DN 3799,"Mt Buffalo, VIC",244,2002,1.216533584,3.1,2.53,"voucher DN 3799: collected at Mt Buffalo, VIC and planted in arboretum row 244 in 2002"
Eucalyptus deflexa,DN 4437,"Lake Tay, WA",269,2004,1.217105263,2.34,2.16,"voucher DN 4437: collected at Lake Tay, WA and planted in arboretum row 269 in 2004"
Eucalyptus interstans,DN 667,"Drake, NSW",60,1994,1.21767748,2.88,2.5,"voucher DN 667: collected at Drake, NSW and planted in arboretum row 60 in 1994"
Eucalyptus leptocalyx subsp. leptocalyx,DN 3592,"Circle Valley, WA",232,2001,1.21767748,2.65,2.16,"voucher DN 3592: collected at Circle Valley, WA and planted in arboretum row 232 in 2001"
Eucalyptus scopulorum,DN 2927,"Peregrine Point, NSW",191,2000,1.21767748,2.81,2.49,"voucher DN 2927: collected at Peregrine Point, NSW and planted in arboretum row 191 in 2000"
Eucalyptus dunnii,DN 1257,"Legume, NSW",94,1996,1.218250235,2.69,2.06,"voucher DN 1257: collected at Legume, NSW and planted in arboretum row 94 in 1996"
Eucalyptus sp. Port Lincoln,DN 5905,"Point Bollingbroke, SA",290,2013,1.218250235,3.21,2.34,"voucher DN 5905: collected at Point Bollingbroke, SA and planted in arboretum row 290 in 2013"
Eucalyptus subtilis ,DN 3715,"Cascades, WA",228,2001,1.218250235,3.17,2.69,"voucher DN 3715: collected at Cascades, WA and planted in arboretum row 228 in 2001"
Eucalyptus foecunda,DN 1152,"Bold Park, WA",62,1995,1.218823529,3.44,2.9,"voucher DN 1152: collected at Bold Park, WA and planted in arboretum row 62 in 1995"
Eucalyptus loxophleba subsp. gratiae,DN 313,"Harris Nature Reserve, WA",27,1993,1.218823529,5.1,2.9,"voucher DN 313: collected at Harris Nature Reserve, WA and planted in arboretum row 27 in 1993"
Eucalyptus angustissima,DN 2264,"Lort River, WA",238,2001,1.219397363,2.57,2.27,"voucher DN 2264: collected at Lort River, WA and planted in arboretum row 238 in 2001"
Eucalyptus densa subsp. improcera,DN 185,"Ravensthorpe, WA",15,1993,1.219397363,3.13,2.99,"voucher DN 185: collected at Ravensthorpe, WA and planted in arboretum row 15 in 1993"
Eucalyptus alaticaulis,DN 356,"Mt William Range, VIC",71,1995,1.219971738,4.24,3.12,"voucher DN 356: collected at Mt William Range, VIC and planted in arboretum row 71 in 1995"
Eucalyptus grisea,DN 1271,"Mt Moffat, QLD",94,1996,1.219971738,2.65,2.27,"voucher DN 1271: collected at Mt Moffat, QLD and planted in arboretum row 94 in 1996"
Eucalyptus cypellocarpa,DN 2946,"Kingstown, NSW",190,2000,1.220546654,2.87,2.1,"voucher DN 2946: collected at Kingstown, NSW and planted in arboretum row 190 in 2000"
Eucalyptus ebbanoensis subsp. ebbanoensis,DN 293,"Wongan Hills, WA",10,1993,1.220546654,3.51,2.67,"voucher DN 293: collected at Wongan Hills, WA and planted in arboretum row 10 in 1993"
Eucalyptus lockyeri,DN 1323,"Ravenshoe, QLD",93,1996,1.220546654,3.47,2.71,"voucher DN 1323: collected at Ravenshoe, QLD and planted in arboretum row 93 in 1996"
Eucalyptus sp. Mootwingie,DN 6502,"Mootwingie, NSW",245,2013,1.220546654,5.02,2.99,"voucher DN 6502: collected at Mootwingie, NSW and planted in arboretum row 245 in 2013"
Eucalyptus botryoides,DN 1739,"Orbost, VIC",140,1997,1.221122112,3.24,2.52,"voucher DN 1739: collected at Orbost, VIC and planted in arboretum row 140 in 1997"
Eucalyptus forrestiana,DN 160,"Scaddan, WA",43,1994,1.221698113,2.81,2.28,"voucher DN 160: collected at Scaddan, WA and planted in arboretum row 43 in 1994"
Eucalyptus propinqua,DN 1239,"Telegraph Point, NSW",95,1996,1.221698113,3.64,2.95,"voucher DN 1239: collected at Telegraph Point, NSW and planted in arboretum row 95 in 1996"
Eucalyptus behriana,DN 3183,"Edillilie, SA",235,2001,1.222274658,3.07,2.33,"voucher DN 3183: collected at Edillilie, SA and planted in arboretum row 235 in 2001"
Eucalyptus crucis subsp. crucis,DN 3681,"Moorine Roick, WA",226,2001,1.222274658,3.45,2.8,"voucher DN 3681: collected at Moorine Roick, WA and planted in arboretum row 226 in 2001"
Eucalyptus densa subsp. densa,DN 1111,"Frank Hann Nat. Park, WA",70,1995,1.222274658,3.25,2.98,"voucher DN 1111: collected at Frank Hann Nat. Park, WA and planted in arboretum row 70 in 1995"
Eucalyptus erythrocorys,DN 5081,"Zuytdorp Cliffs, WA",301,2010,1.222274658,3.78,2.29,"voucher DN 5081: collected at Zuytdorp Cliffs, WA and planted in arboretum row 301 in 2010"
Eucalyptus scyphocalyx,DN 5997,"Bilbunya Dunes, WA",282,2013,1.222274658,4.22,3.23,"voucher DN 5997: collected at Bilbunya Dunes, WA and planted in arboretum row 282 in 2013"
Eucalyptus amplifolia subsp. sessiliflora,DN 668,"Tenterfield, NSW",52,1994,1.222851747,3.46,2.43,"voucher DN 668: collected at Tenterfield, NSW and planted in arboretum row 52 in 1994"
Eucalyptus exserta,DN 1261,"Eldsvoid, QLD",92,1996,1.222851747,3,2.1,"voucher DN 1261: collected at Eldsvoid, QLD and planted in arboretum row 92 in 1996"
Eucalyptus sporadica,DN 1122,"Ravensthorpe Range, WA",69,1995,1.222851747,4.37,3.11,"voucher DN 1122: collected at Ravensthorpe Range, WA and planted in arboretum row 69 in 1995"
Eucalyptus wandoo subsp. wandoo,DN 230,"Stirling Range, WA",171,1999,1.222851747,4.07,2.89,"voucher DN 230: collected at Stirling Range, WA and planted in arboretum row 171 in 1999"
Eucalyptus paniculata,DN 2903,"Batemans Bay, NSW",198,2000,1.223429381,3.1,2.5,"voucher DN 2903: collected at Batemans Bay, NSW and planted in arboretum row 198 in 2000"
Eucalyptus sp. Kalbarri,DN 3530,"Kalbarri, WA",224,2001,1.223429381,3.35,2.31,"voucher DN 3530: collected at Kalbarri, WA and planted in arboretum row 224 in 2001"
Eucalyptus sweedmaniana,DN 5487,"Cape Arid, WA",311,2011,1.223429381,3.77,2.61,"voucher DN 5487: collected at Cape Arid, WA and planted in arboretum row 311 in 2011"
Eucalyptus camaldulensis subsp. minima,DN 6389,"Wilpena Creek, SA",243,2013,1.224007561,4.55,3.37,"voucher DN 6389: collected at Wilpena Creek, SA and planted in arboretum row 243 in 2013"
Eucalyptus longirostrata,DN 2112,"Cracow, QLD",83,1998,1.224007561,3.14,2.56,"voucher DN 2112: collected at Cracow, QLD and planted in arboretum row 83 in 1998"
Eucalyptus pseudoglobulus,DN 1735,"Metung, VIC",144,1997,1.224007561,3.09,2.35,"voucher DN 1735: collected at Metung, VIC and planted in arboretum row 144 in 1997"
Eucalyptus camaldulensis subsp. camaldulensis,DN 823,"Kangaroo Island, SA",71,1995,1.224586288,3.5,2.77,"voucher DN 823: collected at Kangaroo Island, SA and planted in arboretum row 71 in 1995"
Eucalyptus camaldulensis subsp. simulata,DN 1314,"Laura, QLD",93,1996,1.224586288,3,2.68,"voucher DN 1314: collected at Laura, QLD and planted in arboretum row 93 in 1996"
Eucalyptus xanthonema subsp. xanthonema,DN 202,"Needilup, WA",18,1993,1.224586288,4.02,3.04,"voucher DN 202: collected at Needilup, WA and planted in arboretum row 18 in 1993"
Eucalyptus aspersa,DN 1890,"Borgey Nature Reserve, WA",139,1997,1.225745386,2.62,1.77,"voucher DN 1890: collected at Borgey Nature Reserve, WA and planted in arboretum row 139 in 1997"
Eucalyptus sp. Southern wheatbelt,DN 5508,"Lake Magenta, WA",314,2011,1.225745386,3.51,2.9,"voucher DN 5508: collected at Lake Magenta, WA and planted in arboretum row 314 in 2011"
Eucalyptus acaciiformis,DN 6217,"Ebor, NSW",242,2013,1.226325758,5.32,2.84,"voucher DN 6217: collected at Ebor, NSW and planted in arboretum row 242 in 2013"
Eucalyptus amplifolia subsp. amplifolia,DN 604,"Nerriga, NSW",53,1994,1.226325758,3.43,2.76,"voucher DN 604: collected at Nerriga, NSW and planted in arboretum row 53 in 1994"
Eucalyptus drummondii,DN 1892,"Lol Gray Nature Reserve, WA",140,1997,1.226325758,3.28,2.25,"voucher DN 1892: collected at Lol Gray Nature Reserve, WA and planted in arboretum row 140 in 1997"
Eucalyptus goniocalyx subsp. exposa,DN 565,"Mt Aleck, SA",49,1994,1.226325758,4.16,2.98,"voucher DN 565: collected at Mt Aleck, SA and planted in arboretum row 49 in 1994"
Eucalyptus tetraptera,DN 180,"Jerdacuttup, WA",42,1994,1.226325758,3.31,2.22,"voucher DN 180: collected at Jerdacuttup, WA and planted in arboretum row 42 in 1994"
Eucalyptus volcanica,DN 6231,"Tia Falls, NSW",277,2013,1.226325758,2.68,2.13,"voucher DN 6231: collected at Tia Falls, NSW and planted in arboretum row 277 in 2013"
Eucalyptus volcanica,DN 648,"Wollomombi, NSW",61,1994,1.226906679,3.33,2.67,"voucher DN 648: collected at Wollomombi, NSW and planted in arboretum row 61 in 1994"
Eucalyptus globulus,DN 1986,"Kellevie, TAS",153,1998,1.227488152,2.86,2.85,"voucher DN 1986: collected at Kellevie, TAS and planted in arboretum row 153 in 1998"
Eucalyptus jutsonii subsp. kobela,DN 4448,"Karara Station, WA",210,2006,1.227488152,2,1.71,"voucher DN 4448: collected at Karara Station, WA and planted in arboretum row 210 in 2006"
Eucalyptus nudicaulis,DN 4184,"Mt Isa, QLD",202,2002,1.227488152,2.76,2.39,"voucher DN 4184: collected at Mt Isa, QLD and planted in arboretum row 202 in 2002"
Eucalyptus oligantha ,DN 5810,"Walcott Inlet, WA",311,2011,1.227488152,3.61,2.61,"voucher DN 5810: collected at Walcott Inlet, WA and planted in arboretum row 311 in 2011"
"Eucalyptus saligna 
",DN 2924,"Gibraltar Range National Park, NSW",195,2000,1.227488152,2.35,2.15,"voucher DN 2924: collected at Gibraltar Range National Park, NSW and planted in arboretum row 195 in 2000"
Eucalyptus ordiana,DN 6645,"Durack, WA",297,2015,1.228070175,4.51,2.48,"voucher DN 6645: collected at Durack, WA and planted in arboretum row 297 in 2015"
Eucalyptus rowleyi,DN 4277,"Bocrabee Hill, WA",201,2002,1.228070175,3.21,2.21,"voucher DN 4277: collected at Bocrabee Hill, WA and planted in arboretum row 201 in 2002"
Eucalyptus articulata,DN 520,"Mulga Rock, WA",40,1994,1.228652751,4.03,2.86,"voucher DN 520: collected at Mulga Rock, WA and planted in arboretum row 40 in 1994"
Eucalyptus baueriana,DN 1734,"Metung, VIC",142,1997,1.228652751,2.97,2.44,"voucher DN 1734: collected at Metung, VIC and planted in arboretum row 142 in 1997"
