genus,species,form,height,stem diameter,fruits,dispersers,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Claoxylon,tenerifolium (australe latifolia),tree,20,NA,capsule,Brown Cuckoo-dove,5,7,5,7,3,3,Claoxylon tenerifolium (australe latifolia),100011111111,100000011111
Cleidion,spiciflorum,tree,18,NA,capsule,NA,12,17,20,24,NA,NA,Cleidion spiciflorum,100000111111,111100001111
Cleistanthus,apodus,tree,12,NA,capsule,NA,7,10,8,12,NA,NA,Cleistanthus apodus,110000001111,111100001111
Cleistanthus,cunninghamii,tree,10,0.2,capsule,White-headed Pigeon & King Parrot,5,8,5,13,NA,NA,Cleistanthus cunninghamii,000000011111,111111111111
Cleistanthus,dallachyanus,tree,12,NA,capsule,NA,5,10,5,9,NA,NA,Cleistanthus dallachyanus,111111111111,111111111111
Cleistanthus,discolor,tree,10,NA,capsule,NA,7,14,7,14,NA,NA,Cleistanthus discolor,100000011111,100000000001
Cleistanthus,hylandii,tree,15,NA,capsule,NA,4,7,6,9,NA,NA,Cleistanthus hylandii,000000001111,110000001111
Cleistanthus,myrianthus,tree,12,NA,capsule,NA,7,9,9,14,NA,NA,Cleistanthus myrianthus,111110000111,000000111000
Cleistanthus,peninsularis,tree,16,NA,capsule,NA,3,7,5,10,NA,NA,Cleistanthus peninsularis,000000001111,100000000001
Cleistanthus,semiopacus,tree,20,NA,capsule,NA,4,7,4,8,NA,NA,Cleistanthus semiopacus,100000011111,100000000001
Cleistanthus,xerophilus,tree,6,NA,capsule,NA,4,7,6,9,NA,NA,Cleistanthus xerophilus,000001111111,111110001111
Codiaeum,membranaceum,tree,6,NA,capsule,NA,8,8,8,8,5,5,Codiaeum membranaceum,000111100000,000000000010
Codiaeum,variagatum,shrub,5,NA,capsule,NA,5,9,5,10,5,5,Codiaeum variagatum,111111111111,100001111111
Croton,acronychioides,tree,14,0.15,capsule,NA,7,11,6,10,6,7,Croton acronychioides,111110000011,111111110011
Croton,arnhemicus,tree,15,NA,capsule,NA,6,12,5,12,5,6,Croton arnhemicus,111100001111,111000000111
Croton,brachypus,shrub,5,NA,capsule,NA,5,6,5,6,4,5,Croton brachypus,011111111111,000001100000
Croton,capitis-yor,tree,8,NA,capsule,NA,6,7,7,8,5,5,Croton capitis-yor,111111000011,000011000000
Croton,caudatus,vine,NA,NA,capsule,NA,14,22,14,24,8,10,Croton caudatus,100000000011,111100000000
Croton,choristadenius,tree,10,NA,capsule,NA,4,5,5,6,3,3,Croton choristadenius,000000100000,NA
Croton,densivestitus,tree,6,NA,capsule,NA,4,7,6,8,5,5,Croton densivestitus,110001111111,001111100000
Croton,dockrillii,shrub,3,NA,capsule,NA,4,8,4,8,4,5,Croton dockrillii,100111111111,000000100000
Croton,insularis,tree,25,0.25,capsule,NA,4,9,5,8,3,6,Croton insularis,111111111111,111111111111
Croton,magneticus,shrub,5,NA,capsule,NA,8,8,8,8,5,5,Croton magneticus,110000000001,111000000000
Croton,multicaulis,shrub,1.5,NA,capsule,NA,5,8,7,8,4,5,Croton multicaulis,111111100011,111111111000
Croton,mutabilis,tree,6,NA,capsule,NA,4,5,6,8,3,4,Croton mutabilis,100000000011,111100000000
Croton,phebalioides,tree,8,NA,capsule,NA,6,9,6,10,4,6,Croton phebalioides,001111111111,111111111111
Croton,rarus,shrub,5,NA,capsule,NA,4,5,4,5,4,4,Croton rarus,110000000001,NA
Croton,simulans,shrub,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton simulans,000000000010,NA
Croton,stigmatosus,tree,15,0.25,capsule,NA,6,8,6,8,NA,NA,Croton stigmatosus,000111111111,000000000001
Croton,stockeri,shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton stockeri,000001111110,NA
Croton,triacros,tree,8,NA,capsule,NA,4,7,5,8,3,5,Croton triacros,111111100111,111111100111
Croton,verreauxii,tree,20,0.2,capsule,NA,6,6,6,6,2,2,Croton verreauxii,100000000011,000111111000
Croton,waterhouseae,shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton waterhouseae,100000000000,NA
Dimorphocalyx,australiensis,tree,15,NA,capsule,NA,5,11,8,11,5,5,Dimorphocalyx australiensis,111111111111,111111100111
Dissiliaria,baloghioides,tree,36,NA,capsule,NA,12,21,15,22,8,10,Dissiliaria baloghioides,111111000000,011111111111
Dissiliaria,indistincta,tree,25,NA,capsule,NA,12,17,13,18,5,9,Dissiliaria indistincta,111111000001,001111111111
Dissiliaria,laxinervis,tree,30,NA,capsule,Eclectus Parrot,14,18,13,20,8,10,Dissiliaria laxinervis,111111111000,111111111111
Dissiliaria,muelleri,tree,NA,NA,capsule,NA,8,8,8,8,NA,NA,Dissiliaria muelleri,NA,NA
Dissiliaria,surculosa,tree,17,NA,capsule,NA,9,10,11,12,5,6,Dissiliaria surculosa,000000000010,011111100000
Dissiliaria,tuckeri,tree,30,NA,capsule,NA,13,15,18,23,8,10,Dissiliaria tuckeri,000000000001,000111111110
Drypetes,acuminata,tree,20,NA,drupe,Golden Bowerbird,10,25,9,11,20,20,Drypetes acuminata,000000001110,100000000011
Drypetes,deplanchei,tree,25,0.6,drupe,"Lewin's Honeyeater, Regent Bowerbird, Satin Bowerbird, Topknot Pigeon & Wompoo Fruit-dove",10,20,8,11,8,20,Drypetes deplanchei,111100011111,111111111111
Drypetes,iodoformis,tree,20,NA,drupe,NA,20,25,12,15,NA,NA,Drypetes iodoformis,110000000011,000000110000
Drypetes,vernicosa,shrub,4,NA,drupe,NA,10,15,10,12,NA,NA,Drypetes vernicosa,000111111000,000111100000
Endospermum,mymecophilum,tree,36,NA,drupe,NA,6,10,5,8,NA,NA,Endospermum mymecophilum,100000011111,100000111111
Euphorbia,cyathophora,shrub,2,NA,capsule,NA,3,4,5,6,2,3,Euphorbia cyathophora,111111111110,111111001111
Euphorbia,plumerioides,tree,5,NA,capsule,NA,4,8,4,9,4,4,Euphorbia plumerioides,000000111000,000000001000
Euphorbia,tannensis,shrub,1.5,NA,capsule,NA,4,6,4,6,2,4,Euphorbia tannensis,011111100000,011111111110
Excoecaria,agallocha,tree,20,0.3,capsule,NA,4,14,4,14,5,5,Excoecaria agallocha,111000000011,111111100000
Excoecaria,dallachyana,tree,15,0.45,capsule,NA,6,10,7,10,4,5,Excoecaria dallachyana,111111111111,111111111111
Flueggea,leucopyrus,shrub,5,NA,berry,Pale-headed Rosella,4,7,6,8,2,3,Flueggea leucopyrus,111000000001,111111110001
Flueggea,virosa,shrub,5,NA,berry,Yellow-spotted Honeyeater & Helmeted Friarbird,2,7,3,8,2,3,Flueggea virosa,110111111111,111111000011
Fontainea,australis,tree,5,NA,drupe,NA,23,23,23,23,12,12,Fontainea australis,100000000001,000000100000
Fontainea,fugax,NA,NA,NA,drupe?,NA,NA,NA,NA,NA,NA,NA,Fontainea fugax,NA,NA
Fontainea,oraria,tree,7,0.1,drupe,NA,20,24,20,24,15,15,Fontainea oraria,100000000011,001100000000
Fontainea,picrosperma,tree,25,NA,drupe,"Cassowary, Musky Rat-kangaroo & Giant White-tailed Rat",24,35,16,31,20,26,Fontainea picrosperma,000000001111,110000000001
Fontainea,venosa,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea venosa,NA,NA
Fontainea,rostrata,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea rostrata,NA,NA
Fontainea,australis,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea australis,NA,NA
Fontainea,oraria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fontainea oraria,NA,NA
Glochidion,apodogynum,tree,10,NA,capsule,NA,3,4,10,13,NA,NA,Glochidion apodogynum,111110001111,110000000001
Glochidion,benthamianum,tree,12,NA,capsule,Double-eyed Fig-parrot & Lewin's Honeyeater,3,6,7,12,NA,NA,Glochidion benthamianum,111111100111,111111111111
Glochidion,disparipes,tree,20,NA,capsule,NA,5,8,8,17,NA,NA,Glochidion disparipes,111000000111,110000000000
Glochidion,ferdinandi,tree,15,0.7,capsule,many bird species,6,8,10,20,5,5,Glochidion ferdinandi,111100000011,111111111111
Glochidion,harveyanum harveyanum,tree,12,NA,capsule,many bird species,8,8,12,18,NA,NA,Glochidion harveyanum harveyanum,111111111111,110001111111
Glochidion,harveyanum pubescens,tree,15,NA,capsule,NA,NA,NA,14,15,4,6,Glochidion harveyanum pubescens,000011111100,000000001111
Glochidion,hylandii,tree,15,NA,capsule,Wompoo Fruit-dove,NA,NA,12,15,5,5,Glochidion hylandii,000000001110,111111111111
Glochidion,lobocarpum,tree,9,NA,capsule,NA,3,5,8,9,NA,NA,Glochidion lobocarpum,110011111111,111110000001
Glochidion,philippicum,tree,20,NA,capsule,Metallic Starling & Yellow Honeyeater,NA,NA,8,8,NA,NA,Glochidion philippicum,001111111111,110000001111
Glochidion,pruinosum,tree,10,NA,capsule,NA,NA,NA,10,12,NA,NA,Glochidion pruinosum,000000000010,NA
Glochidion,pungens,tree,30,NA,capsule,NA,NA,NA,12,15,NA,NA,Glochidion pungens,001111111111,000000111111
Glochidion,sessiliflorum pedicellatum,tree,15,NA,capsule,NA,6,9,14,18,NA,NA,Glochidion sessiliflorum pedicellatum,110000111111,011111100000
Glochidion,sessiliflorum sessiliflorum,tree,10,NA,capsule,NA,4,10,15,22,NA,NA,Glochidion sessiliflorum sessiliflorum,000000001100,000001111110
Glochidion,sumatranum,tree,25,0.45,capsule,"Double-eyed Fig-parrot, Victoria's Riflebird, Silvereye, Black Butcherbird & Lewin's Honeyeater",4,4,6,9,3,3,Glochidion sumatranum,111111111111,110000000011
Hevea,brasiliensis,tree,40,NA,capsule,NA,35,40,30,45,22,30,Hevea brasiliensis,000000000100,NA
Homalanthus,novoguineensis,tree,25,NA,capsule,many bird species,8,10,8,10,6,6,Homalanthus novoguineensis,111111111111,110000000011
Homalanthus,nutuns,tree,8,0.13,capsule,many bird species,8,10,8,10,NA,NA,Homalanthus nutuns,000000111111,100000000011
Hylandia,dockrillii,tree,30,NA,nut,native rats,20,33,35,45,12,18,Hylandia dockrillii,111111000000,111100001111
Macaranga,dallachyana,tree,20,NA,capsule,NA,3,6,6,9,NA,NA,Macaranga dallachyana,000000001000,111000000000
Macaranga,inamoena,tree,10,NA,capsule,King Parrot,6,6,6,11,3,4,Macaranga inamoena,110000011111,111110000001
Macaranga,mallotoides,tree,15,NA,capsule,Pied Imperial-Pigeon,4,20,4,20,5,5,Macaranga mallotoides,111111111111,110000000011
Macaranga,polyadenia,tree,28,NA,capsule,NA,6,7,9,10,2,5,Macaranga polyadenia,000001111111,100000111111
Macaranga,subdentata,tree,15,NA,capsule,NA,5,7,7,11,3,4,Macaranga subdentata,111111111111,111111000011
Macaranga,tanarius,tree,28,0.3,capsule,"Eclectus Parrot, Cuscus, Trampet Manucode, Metallic Starling, Sulphur-crested Cockatoo & Magnificent Riflebird",NA,NA,6,13,4,5,Macaranga tanarius,111001111111,110000001111
Mallotus,claoxyloides,tree,8,0.23,capsule,NA,6,8,11,13,5,5,Mallotus claoxyloides,111100001111,111111000011
Mallotus,discolor,tree,30,0.6,capsule,many bird species,5,8,6,10,3,4,Mallotus discolor,100000001111,111100000011
Mallotus,dispersus,tree,10,NA,capsule,NA,8,12,13,18,5,7,Mallotus dispersus,010000000000,111111111000
Mallotus,ficifolus,tree,6,NA,capsule,NA,7,11,9,15,4,6,Mallotus ficifolus,111111111111,111111111111
Mallotus,megadontus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallotus megadontus,NA,NA
Mallotus,mollissimus,tree,10,NA,capsule,"Cassowary, Figbird, Pied Currawong, Silvereye & Giant White-tailed Rat",5,8,7,8,3,5,Mallotus mollissimus,111111111111,111111111111
Mallotus,nesophilus,tree,20,NA,drupe,NA,4,10,5,11,3,5,Mallotus nesophilus,111111111111,111111111111
Mallotus,paniculatus,tree,10,NA,capsule,NA,4,6,5,8,2,4,Mallotus paniculatus,111111101111,111111111111
Mallotus,philippensis,tree,25,0.4,capsule,Lewin's Honeyeater & Figbird,4,8,5,12,3,5,Mallotus philippensis,111111111111,111111111111
Mallotus,polyadenos,tree,28,NA,capsule,NA,5,6,8,10,3,4,Mallotus polyadenos,111111111111,111111111111
Mallotus,repandus,vine,NA,NA,capsule,NA,8,10,11,16,5,5,Mallotus repandus,111000001111,100000000001
Mallotus,resinosus,tree,6,NA,capsule,NA,5,7,10,13,5,5,Mallotus resinosus,111100000011,110000000000
Mallotus,surculosus,tree,10,NA,capsule,NA,4,6,7,9,4,4,Mallotus surculosus,100000000111,111000000111
Margaritaria,dubium-traceyi,tree,18,NA,capsule,NA,5,7,5,7,5,5,Margaritaria dubium-traceyi,000000000111,111111000001
Margaritaria,indica,tree,20,NA,capsule,NA,7,9,7,9,3,3,Margaritaria indica,000000000011,001111000000
Microstachys,chamaelea,herb/shrub,1,NA,capsule,NA,4,7,4,7,4,5,Microstachys chamaelea,111111111111,011111100000
Neoroepera,banksii,shrub,2,NA,capsule,NA,6,10,8,10,4,5,Neoroepera banksii,111111111111,000000100000
Neoroepera,buxifolia,tree,7,NA,capsule,NA,5,8,NA,NA,4,5,Neoroepera buxifolia,000011111110,000000000010
Omphalea,celata,tree,12,NA,capsule,NA,32,45,50,70,23,26,Omphalea celata,000001111111,110000000000
Omphalea,papuana,vine,NA,NA,drupe,Cassowary,45,60,50,67,20,30,Omphalea papuana,NA,000001111100
Omphalea,queenslandiae,vine,NA,NA,capsule,Musky Rat-kangaroo,50,80,70,150,35,40,Omphalea queenslandiae,000000111110,111111111111
Petalostigma,banksii,tree,6,NA,capsule,NA,9,17,10,16,4,7,Petalostigma banksii,111111001111,000111111000
Petalostigma,pubescens,tree,10,0.75,capsule,Emu,10,25,13,22,5,14,Petalostigma pubescens,111111111111,111111111100
Petalostigma,triloculare,tree,15,0.25,drupe,NA,10,17,10,17,5,7,Petalostigma triloculare,100000111111,001111111100
Phyllanthus,brassii,shrub,2.5,NA,capsule,NA,4,5,4,5,2,2,Phyllanthus brassii,000000001110,000000000011
Phyllanthus,clamboides,tree,9,NA,capsule,NA,6,7,9,10,4,4,Phyllanthus clamboides,100000001111,011100000000
Phyllanthus,cuscutiflorus,tree,10,NA,capsule,NA,3,3,4,5,1,2,Phyllanthus cuscutiflorus,111100011111,110001111111
Phyllanthus,gunnii,shrub,2,NA,capsule,NA,3,4,3,4,5,5,Phyllanthus gunnii,111100001111,011111111100
Phyllanthus,hypospodius,shrub,3,NA,capsule,NA,5,5,6,8,NA,NA,Phyllanthus hypospodius,111111111111,110001111111
Phyllanthus,lamprophyllus,shrub,4,NA,capsule,NA,8,8,NA,NA,4,4,Phyllanthus lamprophyllus,111111110011,100000000111
Phyllanthus,novae-hollandiae,vine/shrub,6,NA,capsule,NA,5,5,4,7,NA,NA,Phyllanthus novae-hollandiae,111111111111,111111111111
Phyllanthus,paraelongipes,tree,20,NA,capsule,NA,5,6,6,7,2,2,Phyllanthus paraelongipes,111100000111,100000000001
Phyllanthus,reticulatus,vine/shrub,4,NA,capsule,NA,9,9,9,9,2,4,Phyllanthus reticulatus,000111111100,110001111111
Phyllanthus,sauropodoides,shrub?,NA,NA,capsule?,NA,NA,NA,NA,NA,NA,NA,Phyllanthus sauropodoides,NA,NA
Phyllanthus,sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllanthus sp.,NA,NA
Phyllanthus,sp. (Bulburin),shrub?,NA,NA,capsule?,NA,NA,NA,NA,NA,NA,NA,Phyllanthus sp. (Bulburin),NA,NA
Phyllanthus,subcrenulatus,herb/shrub,2,NA,capsule,NA,6,6,6,6,2,2,Phyllanthus subcrenulatus,111111111000,111110000000
Phyllanthus,tenellus,herb/shrub,1,NA,capsule,NA,1,2,1,2,1,1,Phyllanthus tenellus,111111111111,000110000000
Pimelodendron,amboinicum,tree,35,NA,capsule,NA,25,50,15,25,15,15,Pimelodendron amboinicum,000000000110,110000000000
Ricinocarpos,ledifolius,shrub,4,NA,capsule,NA,8,8,10,12,4,5,Ricinocarpos ledifolius,111111111111,111000000001
Rockinghamia,angustifolia,tree,20,NA,capsule,King Parrot,10,15,15,19,6,8,Rockinghamia angustifolia,111111001111,111111111111
Rockinghamia,brevipes,tree,10,NA,capsule,NA,10,16,16,20,8,9,Rockinghamia brevipes,111111111111,110001111111
Sankowskya (to be included in Picrodendraceae),stipularis,tree,20,NA,capsule,NA,9,15,10,12,8,8,Sankowskya (to be included in Picrodendraceae) stipularis,111111111111,111111111111
Sauropus,albiflorus,shrub,3,NA,capsule,NA,6,6,5,8,5,5,Sauropus albiflorus,111111111111,111111100001
Sauropus,macranthus,shrub,3,NA,capsule,NA,10,14,15,25,6,10,Sauropus macranthus,011111111110,011111111111
Suregada,glomerulata,tree,25,NA,capsule,NA,8,12,9,13,4,4,Suregada glomerulata,000000000100,110000000011
Tragia,finalis,vine,NA,NA,capsule,NA,6,8,8,12,5,5,Tragia finalis,111111110000,001111000000
Tragia,novae-hollandiae,vine,NA,NA,capsule,NA,4,11,4,9,5,5,Tragia novae-hollandiae,111111000111,111111100001
Trigonostemon,inopinatus,tree,6,NA,capsule,NA,10,13,11,13,6,7,Trigonostemon inopinatus,111111100011,000011111100
Wetria,australiensis,tree,15,NA,capsule,NA,5,6,9,10,4,5,Wetria australiensis,100000000001,110000000001
Whyanbeelia (to be included in Picrodendraceae),terrae-reginae,tree,25,NA,capsule,NA,17,22,17,22,9,12,Whyanbeelia (to be included in Picrodendraceae) terrae-reginae,000001111100,100000111111
Eupomatia,barbata,shrub,1,NA,dry berry,NA,15,20,20,30,4,4,Eupomatia barbata,000000000011,111111111111
Eupomatia,bennettii,shrub,NA,NA,NA,NA,30,30,30,30,NA,NA,Eupomatia bennettii,NA,NA
Eupomatia,laurina,tree,10,0.3,dry berry,NA,24,40,15,45,4,6,Eupomatia laurina,000000000110,111111100000
Abrus,precatorius,vine,NA,NA,dehiscent pod,Yellow Oriole,20,65,10,15,5,9,Abrus precatorius,011110000000,011111111000
Austrosteenisia,blackii,vine,NA,NA,indehiscent pod,NA,35,100,9,23,5,8,Austrosteenisia blackii,000000001111,111111000111
Austrosteenisia,mollitricha,vine,NA,NA,indehiscent pod,NA,40,108,10,21,5,6,Austrosteenisia mollitricha,000000011100,000000000100
Austrosteenisia,stipularis,vine,NA,NA,indehiscent pod,NA,47,90,18,21,NA,NA,Austrosteenisia stipularis,000000001110,100000000000
Bossiaea,arenicola,tree,NA,NA,dehiscent pod,NA,16,29,10,15,4,4,Bossiaea arenicola,000111110000,000000001000
Cajanus,acutifolius,herb/shrub,2,NA,dehiscent pod,NA,15,25,6,9,3,5,Cajanus acutifolius,111110000000,001110000000
Cajanus,reticulatus,shrub,2,NA,dehiscent pod,NA,15,35,6,11,3,6,Cajanus reticulatus,111111110000,011100000000
Callerya,(Barratt Creek),vine,NA,NA,dehiscent pod,NA,75,75,38,38,NA,NA,Callerya (Barratt Creek),000000000010,000000001000
Callerya,(Beatrice Creek),vine,NA,NA,dehiscent pod,NA,80,90,40,70,45,60,Callerya (Beatrice Creek),000000000110,000011100000
Callerya,mucunoides,vine,NA,NA,dehiscent pod,NA,20,40,5,5,3,4,Callerya mucunoides,011111110000,000011110000
Callerya,pilipes,vine,NA,NA,dehiscent pod,NA,200,230,30,38,22,22,Callerya pilipes,000000001110,110000111111
Canavalia,cathartica,vine,NA,NA,dehiscent pod,NA,80,125,28,45,18,18,Canavalia cathartica,000111000000,000011100000
Canavalia,papuana,vine,NA,NA,dehiscent pod,NA,110,200,20,28,12,16,Canavalia papuana,001111110000,000000111111
Canavalia,rosea,vine,NA,NA,dehiscent pod,NA,70,240,15,45,13,20,Canavalia rosea,001111111100,000000011111
Castanospermum,australe,tree,35,1,dehiscent pod,NA,90,250,40,60,30,50,Castanospermum australe,100000111111,001111111110
Centrosema,pubescens,vine,NA,NA,dehiscent pod,NA,40,150,6,7,3,5,Centrosema pubescens,000011111000,000111111000
Clitoria,ternatea,vine,NA,NA,dehiscent pod,NA,50,120,8,12,3,8,Clitoria ternatea,111111111111,111111111111
Crotalaria,laburnifolia,shrub,2,NA,dehiscent pod,NA,28,150,8,13,3,7,Crotalaria laburnifolia,111111000000,111111000000
Crotalaria,pallida,herb/shrub,3,NA,dehiscent pod,NA,30,46,6,9,3,4,Crotalaria pallida,111111111000,111100000001
Crotalaria,verrucosa,shrub,1.5,NA,dehiscent pod,NA,30,80,9,16,4,5,Crotalaria verrucosa,011110000000,011111110000
Dalbergia,candenatensis,vine/shrub,NA,NA,indehiscent pod,NA,20,35,10,15,18,23,Dalbergia candenatensis,111111000011,000000000010
Dalbergia,densa australis,vine/shrub,NA,NA,indehiscent pod,NA,30,75,8,30,8,8,Dalbergia densa australis,100000000000,011000000000
Dalbergia,densa desna,vine/shrub,NA,NA,indehiscent pod,NA,40,70,10,30,14,17,Dalbergia densa desna,000000000111,000000000011
Dendrolobium,arbuscula,tree,6,NA,disarticulating pod,NA,4,60,3,5,3,5,Dendrolobium arbuscula,111100001111,111111100001
Dendrolobium,umbellatum,tree,8,NA,disarticulating pod,NA,8,50,4,6,3,4,Dendrolobium umbellatum,110000011111,111111101111
Derris,(Claudie River),vine,NA,NA,indehiscent pod,NA,35,110,15,22,10,15,Derris (Claudie River),000000001110,000000001110
Derris,(Daintree),vine,NA,NA,indehiscent pod,NA,55,70,20,25,8,8,Derris (Daintree),000000000110,000111100000
Derris,koolgibberah,vine,NA,NA,indehiscent pod,NA,60,110,15,23,4,5,Derris koolgibberah,000000111100,000000000001
Derris,rifoliata,vine,NA,NA,dehiscent pod,NA,45,60,25,37,12,25,Derris rifoliata,111000001111,111110000011
Desmodium,acanthocladum,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desmodium acanthocladum,NA,NA
Desmodium,gangeticum,shrub,2,NA,disarticulating pod,NA,12,25,2,2,2,2,Desmodium gangeticum,111110000001,111111100001
Desmodium,heterocarpon,shrub,1.5,NA,disarticulating pod,NA,11,20,2,3,1,2,Desmodium heterocarpon,000100000000,001100000000
Desmodium,intortum,herb/shrub,1.5,NA,disarticulating pod,NA,10,50,4,4,2,2,Desmodium intortum,011111000000,011111100000
Desmodium,nemorosum,herb/shrub,1,NA,disarticulating pod,NA,10,50,3,3,5,5,Desmodium nemorosum,111000000011,111100000011
Desmodium,tenax,shrub,2,NA,disarticulating pod,NA,30,40,4,4,3,4,Desmodium tenax,000001000000,000011000000
Desmodium,tortuosum,shrub,3,NA,disarticulating pod,NA,10,30,3,4,2,3,Desmodium tortuosum,111100000111,111110000111
Dioclea,hexandra,vine,NA,NA,indehiscent pod,NA,90,160,40,65,25,35,Dioclea hexandra,110000011111,010000000000
Erythrina,insularis,tree,12,NA,dehiscent pod,NA,80,140,14,20,10,10,Erythrina insularis,000000111110,111111111000
Erythrina,variegata,tree,25,NA,indehiscent pod,NA,70,300,20,25,14,19,Erythrina variegata,000000111110,110001111111
Erythrina,vespertilio,tree,30,0.85,dehiscent pod,NA,50,150,9,14,10,18,Erythrina vespertilio,000111111111,111111100011
Galactia,muelleri,vine,NA,NA,dehiscent pod,NA,22,50,4,7,3,5,Galactia muelleri,010000000000,000110000000
Galactia,tenuiflora,vine,NA,NA,dehiscent pod,NA,20,70,4,8,2,5,Galactia tenuiflora,111111110000,001110000000
Goodia,lotifolia,shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goodia lotifolia,NA,NA
Hanslia,adhaerens,shrub,2,NA,disarticulating pod,NA,20,100,5,5,15,15,Hanslia adhaerens,110000000111,111110000000
Hovea,longipes,shrub,5,NA,dehiscent pod,NA,9,15,9,15,6,8,Hovea longipes,111111111110,000011111111
Hovea,nitida,shrub,3,NA,dehiscent pod,NA,11,13,7,10,5,5,Hovea nitida,000111111000,000000001111
Indiofera,suffruticosa,shrub,2,NA,dehiscent pod,NA,10,20,2,4,1,2,Indiofera suffruticosa,111111100000,111111111111
Kennedia,ribocimda,vine,NA,NA,dehiscent pod,NA,50,105,8,10,5,5,Kennedia ribocimda,000011111111,111000000111
Macroptilium,atropurpureum,vine,NA,NA,dehiscent pod,NA,50,110,3,5,2,4,Macroptilium atropurpureum,110001111111,000000001111
Macrotyloma,uniflorum,vine,NA,NA,dehiscent pod,NA,30,55,4,8,3,8,Macrotyloma uniflorum,001100000000,001100000000
Millettia,(McIlwraith),tree,20,NA,indehiscent pod,NA,30,45,15,20,10,14,Millettia (McIlwraith),000000011110,100000000111
Millettia,pinnata,tree,20,NA,indehiscent pod,NA,55,95,20,30,12,12,Millettia pinnata,000111111110,111100001111
Mucuna,gigantea,vine,NA,NA,dehiscent pod,NA,80,180,30,50,15,35,Mucuna gigantea,000111111110,100000011111
Ormosia,ormondii,tree,25,NA,dehiscent pod,NA,50,90,20,20,10,14,Ormosia ormondii,000000000111,111100001111
Phylacium,bracteosum,vine,NA,NA,indehiscent pod,NA,7,11,7,7,5,5,Phylacium bracteosum,000001100000,000000000110
Rhynchosia,acuminatissima,vine,NA,NA,dehiscent pod,NA,15,30,4,9,5,8,Rhynchosia acuminatissima,000111111110,000000000110
Sesbania,cannabina,shrub,3.5,NA,dehiscent pod,NA,70,200,2,4,3,4,Sesbania cannabina,000011000000,000000010000
Sophora,fraseri,shrub,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sophora fraseri,NA,NA
Sophora,tomentosa,shrub,5,NA,indehiscent pod,NA,60,200,6,10,6,9,Sophora tomentosa,111111100001,100011111111
Strongylodon,lucidus,vine,NA,NA,indehiscent pod,NA,50,80,25,36,15,22,Strongylodon lucidus,000100000000,000110000000
