abbrev,individual_id,max_lumen_width,min_lumen_width,wall_thickness,replicates_conduit,collector_conduit,fresh_vol,dry_mass,wood_density,replicates_wood,collector_wood,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,leaf_mass_per_area_g_m2,leaf_dry_matter_content,replicates_leaf,collector_leaf,leaf_type,family,genus,current_taxon,don_abbrev,old_taxon,older_taxon,red_book_hmax_m,height_notes,leaflets,deciduous,diaspore_type,dispersal_mode,seed_dispersal_uncertain,showy_fruit_no_reward,diaspore_diam_mm_lower,diaspore_diam_mm_upper,mean_diaspore_diam_mm,diaspore_notes,diaspore_measurement_notes,fruit_type,fruit_diam_mm_lower,fruit_diam_mm_upper,fruit_notes,Butler_dispersal_mode,Butler_seed_diam_mm,seed_notes
gossacme,4_leaf,,,,,,,,,,,683.23725,0.160175,0.063225,92.44087717757864,0.3947245200561885,4,Julian,leaf,Myrtaceae,Gossia,Gossia acmenoides,,Austromyrtus acmenoides,,12,,1,0,berry,endozoochory,,,6,,6,black,,berry,6,0,black,ae,2,
gossbidw,1_leaf,,,,,,,,,,,780.575,0.1711,0.0721,93.03542378660224,0.4213909994155464,4,Alison,leaf,Myrtaceae,Gossia,Gossia bidwillii,austbidw,Austromyrtus bidwillii,,15,,1,0,berry,endozoochory,,,5,6,5.5,black,,berry,5,6,black,ae,2,
gossbidw,2_leaf,,,,,,,,,,,697.375,0.171475,0.072875,104.71440482666742,0.4249890654614375,4,Alison,leaf,Myrtaceae,Gossia,Gossia bidwillii,austbidw,Austromyrtus bidwillii,,15,,1,0,berry,endozoochory,,,5,6,5.5,black,,berry,5,6,black,ae,2,
gossbidw,3_leaf,,,,,,,,,,,679.0825,0.160725,0.08035,121.22067902833774,0.49992222740706177,4,Alison,leaf,Myrtaceae,Gossia,Gossia bidwillii,austbidw,Austromyrtus bidwillii,,15,,1,0,berry,endozoochory,,,5,6,5.5,black,,berry,5,6,black,ae,2,
gossbidw,4_leaf,,,,,,,,,,,982.83,0.185825,0.087125,88.67256933352934,0.4688551056101171,4,Alison,leaf,Myrtaceae,Gossia,Gossia bidwillii,austbidw,Austromyrtus bidwillii,,15,,1,0,berry,endozoochory,,,5,6,5.5,black,,berry,5,6,black,ae,2,
gosshill,1_leaf,,,,,,,,,,,505.24175,0.12635,0.0432,85.40028259371044,0.3419074000791453,4,Julian,leaf,Myrtaceae,Gossia,Gossia hillii,,Austromyrtus hillii,,12,,1,0,berry,endozoochory,,,8,10,9,black,,berry,8,10,black,ae,3,
gosshill,2_leaf,,,,,,,,,,,461.204,0.102225,0.0358,78.69326008024905,0.35020787478601123,4,Julian,leaf,Myrtaceae,Gossia,Gossia hillii,,Austromyrtus hillii,,12,,1,0,berry,endozoochory,,,8,10,9,black,,berry,8,10,black,ae,3,
gosshill,3_leaf,,,,,,,,,,,379.275,0.142525,0.0509,132.93901727281155,0.35713032801262934,8,Julian,leaf,Myrtaceae,Gossia,Gossia hillii,,Austromyrtus hillii,,12,,1,0,berry,endozoochory,,,8,10,9,black,,berry,8,10,black,ae,3,
gosshill,4_leaf,,,,,,,,,,,424.125,0.172075,0.057725,133.40543323810334,0.3354641871277059,4,Julian,leaf,Myrtaceae,Gossia,Gossia hillii,,Austromyrtus hillii,,12,,1,0,berry,endozoochory,,,8,10,9,black,,berry,8,10,black,ae,3,
gosspunc,1_leaf,,,,,,,,,,,445.025,0.1332,0.054125,120.71741106363925,0.40634384384384387,4,Julian,leaf,Myrtaceae,Gossia,Gossia punctata,,Gossia sp. Brookfield,,15,,1,0,berry,endozoochory,,,9,12,10.5,black,,berry,9,12,black,ae,2,
gosspunc,2_leaf,,,,,,,,,,,806.725,0.2415,0.088125,109.21689675546143,0.3649068322981367,4,Julian,leaf,Myrtaceae,Gossia,Gossia punctata,,Gossia sp. Brookfield,,15,,1,0,berry,endozoochory,,,9,12,10.5,black,,berry,9,12,black,ae,2,
grevhelm,1_leaf,,,,,,,,,,,1144.55,0.35105,0.1866,163.49054064408298,0.5315482125053411,4,Julian,leaf,Proteaceae,Grevillea,Grevillea helmsiae,,,,15,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhelm,2_leaf,,,,,,,,,,,1287,0.370525,0.19425,151.06931540054944,0.5242561230686189,4,Julian,leaf,Proteaceae,Grevillea,Grevillea helmsiae,,,,15,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhelm,3_leaf,,,,,,,,,,,1007.225,0.29359999999999997,0.153775,153.3798090602869,0.5237568119891008,4,Julian,leaf,Proteaceae,Grevillea,Grevillea helmsiae,,,,15,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhelm,4_leaf,,,,,,,,,,,1331.725,0.34985,0.17765,133.22512429290782,0.5077890524510504,4,Julian,leaf,Proteaceae,Grevillea,Grevillea helmsiae,,,,15,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhill,1_leaf,,,,,,,,,,,5704.4,1.75215,0.8446,145.26375980328265,0.4820363553348743,4,Julian,leaf,Proteaceae,Grevillea,Grevillea hilliana,,,,30,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhill,2_leaf,,,,,,,,,,,3551.7747824999997,1.388725,0.641425,179.60303633689443,0.46188050189922414,4,Julian,leaf,Proteaceae,Grevillea,Grevillea hilliana,,,,30,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhill,3_leaf,,,,,,,,,,,4341.69345,1.59465,0.680175,160.52278797406944,0.4265356034239488,4,Julian,leaf,Proteaceae,Grevillea,Grevillea hilliana,,,,30,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhill,4_leaf,,,,,,,,,,,4836.289208,1.638175,0.74285,152.55859769872276,0.4534619317228013,4,Julian,leaf,Proteaceae,Grevillea,Grevillea hilliana,,,,30,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevhill,5_leaf,,,,,,,,,,,3317.575,1.28495,0.6321749999999999,194.13006705063088,0.4919841238958714,4,Julian,leaf,Proteaceae,Grevillea,Grevillea hilliana,,,,30,,1,0,seed,anemochory,,,5,,5,,used Butler,follicle,20,,brown,wa,5,
grevrobu,2_leaf,,,,,,,,,,,619.6322580645161,0.19528709677419356,0.099329032,159.94182937351778,0.5086308,31,Julian,leaflet,Proteaceae,Grevillea,Grevillea robusta,grevrobu,,,40,,20,1,seed,anemochory,,,5,,5,,used Butler,follicle,15,,brown,wa,5,
grevrobu,3_leaf,,,,,,,,,,,643.8724137931034,0.2004965517241379,0.1018103448275862,158.7190665232697,0.5077910016510733,29,Julian,leaflet,Proteaceae,Grevillea,Grevillea robusta,grevrobu,,,40,,20,1,seed,anemochory,,,5,,5,,used Butler,follicle,15,,brown,wa,5,
grevrobu,4_leaf,,,,,,,,,,,805.475,0.24849375,0.124390625,154.3194173633197,0.5005784853743807,32,Julian,leaflet,Proteaceae,Grevillea,Grevillea robusta,grevrobu,,,40,,20,1,seed,anemochory,,,5,,5,,used Butler,follicle,15,,brown,wa,5,
guilmono,1_leaf,,,,,,,,,,,1223.775,0.268925,0.078525,64.11212093261699,0.29199590964023425,4,Julian,leaf,Surianaceae,Guilfoylia,Guilfoylia monostylis,,,,18,used lower height in Red Book,1,0,berry,endozoochory,,,10,17,13.5,black,,berry,10,17,black,ae,9,
guilmono,2_leaf,,,,,,,,,,,1749.625,0.406475,0.11205,63.43925939795784,0.2756627098837567,4,Julian,leaf,Surianaceae,Guilfoylia,Guilfoylia monostylis,,,,18,used lower height in Red Book,1,0,berry,endozoochory,,,10,17,13.5,black,,berry,10,17,black,ae,9,
guilmono,3_leaf,,,,,,,,,,,1358.5,0.288275,0.082075,60.36226042585835,0.2847107796374989,4,Julian,leaf,Surianaceae,Guilfoylia,Guilfoylia monostylis,,,,18,used lower height in Red Book,1,0,berry,endozoochory,,,10,17,13.5,black,,berry,10,17,black,ae,9,
guilmono,4_leaf,,,,,,,,,,,1623.4,0.43975,0.135725,83.01806897311228,0.30864127345082437,4,Julian,leaf,Surianaceae,Guilfoylia,Guilfoylia monostylis,,,,18,used lower height in Red Book,1,0,berry,endozoochory,,,10,17,13.5,black,,berry,10,17,black,ae,9,
guiosemi,1_leaf,,,,,,,,,,,941.819,0.20785,0.084925,163.3603969863067,0.408587924,20,Alison,leaflet,Sapindaceae,Guioa,Guioa semiglauca,guiosemi,,,18,,4,0,seed_aril,endozoochory,,,6,,6,orange,used Butler,capsule,10,12,red,ae,6,
guiosemi,2_leaf,,,,,,,,,,,810.857,0.24085,0.117595,246.7215407806144,0.4882499481004775,20,Alison,leaflet,Sapindaceae,Guioa,Guioa semiglauca,guiosemi,,,18,,4,0,seed_aril,endozoochory,,,6,,6,orange,used Butler,capsule,10,12,red,ae,6,
guiosemi,3_leaf,,,,,,,,,,,523.668,0.07615,0.047185,152.22146393505122,0.6196323046618516,20,Alison,leaflet,Sapindaceae,Guioa,Guioa semiglauca,guiosemi,,,18,,4,0,seed_aril,endozoochory,,,6,,6,orange,used Butler,capsule,10,12,red,ae,6,
guiosemi,4_leaf,,,,,,,,,,,932.493,0.16275,0.096265,189.32547954403583,0.5914900153609831,20,Alison,leaflet,Sapindaceae,Guioa,Guioa semiglauca,guiosemi,,,18,,4,0,seed_aril,endozoochory,,,6,,6,orange,used Butler,capsule,10,12,red,ae,6,
halfkend,1_leaf,,,,,,,,,,,1184.9,0.418775,0.151775,127.7749794861016,0.3624261238135037,4,Julian,leaf,Rutaceae,Halfordia,Halfordia kendack,,,,27,,1,0,drupe,endozoochory,,,6,15,10.5,black,,drupe,6,15,black,ae,3,
halfkend,2_leaf,,,,,,,,,,,1724.65,0.5261750000000001,0.19775,114.2407925340746,0.3758255333301657,4,Julian,leaf,Rutaceae,Halfordia,Halfordia kendack,,,,27,,1,0,drupe,endozoochory,,,6,15,10.5,black,,drupe,6,15,black,ae,3,
halfkend,3_leaf,,,,,,,,,,,3465.575,1.09385,0.3892,111.20654124774148,0.3558074690314028,4,Julian,leaf,Rutaceae,Halfordia,Halfordia kendack,,,,27,,1,0,drupe,endozoochory,,,6,15,10.5,black,,drupe,6,15,black,ae,3,
halfkend,4_leaf,,,,,,,,,,,2188.7000000000003,0.727875,0.282725,128.87400037646023,0.38842521037266015,4,Julian,leaf,Rutaceae,Halfordia,Halfordia kendack,,,,27,,1,0,drupe,endozoochory,,,6,15,10.5,black,,drupe,6,15,black,ae,3,
halfkend,5_leaf,,,,,,,,,,,1349.6999999999998,0.4291,0.158,118.62070185801198,0.3682125378699604,4,Julian,leaf,Rutaceae,Halfordia,Halfordia kendack,,,,27,,1,0,drupe,endozoochory,,,6,15,10.5,black,,drupe,6,15,black,ae,3,
harpalat,1_leaf,,,,,,,,,,,3153.55,0.6527875,0.23221875,73.95220259541634,0.35573406353522397,16,Julian,leaflet,Sapindaceae,Harpullia,Harpullia alata,,,,7,,8,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,15,25,yellow,ae,10,
harpalat,2_leaf,,,,,,,,,,,2780.3470588235296,0.6157588235294118,0.24503529411764705,86.98289892219422,0.3979403700837799,17,Julian,leaflet,Sapindaceae,Harpullia,Harpullia alata,,,,7,,8,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,15,25,yellow,ae,10,
harpalat,3_leaf,,,,,,,,,,,1826.9684210526316,0.3307,0.1192421052631579,68.26570246471096,0.360574857,19,Julian,leaflet,Sapindaceae,Harpullia,Harpullia alata,,,,7,,8,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,15,25,yellow,ae,10,
harpalat,4_leaf,,,,,,,,,,,3734.09,0.88925,0.299055,79.19336503519784,0.3363002530222097,20,Julian,leaflet,Sapindaceae,Harpullia,Harpullia alata,,,,7,,8,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,15,25,yellow,ae,10,
harphill,1_leaf,,,,,,,,,,,2588.845277777778,0.5709777777777778,0.24105555555555555,92.05174317905116,0.4221802755507122,18,Julian,leaflet,Sapindaceae,Harpullia,Harpullia hillii,harphill,,,20,,8,0,seed_aril,endozoochory,,,8,,8,red,used Butler,capsule,8,20,yellow,ae,8,
harphill,2_leaf,,,,,,,,,,,3848.861538461538,0.7132076923076923,0.2762307692307692,70.41432611263345,0.3873076134905141,13,Julian,leaf,Sapindaceae,Harpullia,Harpullia hillii,harphill,,,20,,8,0,seed_aril,endozoochory,,,8,,8,red,used Butler,capsule,8,20,yellow,ae,8,
harphill,3_leaf,,,,,,,,,,,2702.635,0.572925,0.250235,91.46840423,0.43676746520050613,20,Julian,leaflet,Sapindaceae,Harpullia,Harpullia hillii,harphill,,,20,,8,0,seed_aril,endozoochory,,,8,,8,red,used Butler,capsule,8,20,yellow,ae,8,
harppend,1_leaf,,,,,,,,,,,1082.475,0.208675,0.089266667,81.60502300205022,0.4277784433529012,12,Julian,leaflet,Sapindaceae,Harpullia,Harpullia pendula,,,,24,,6,0,seed,endozoochory,,yes,8,,8,,used Butler,capsule,13,25,yellow,eu,8,
harppend,2_leaf,,,,,,,,,,,2114,0.3442733333333333,0.12936,60.65474857,0.37574795220851653,15,Julian,leaflet,Sapindaceae,Harpullia,Harpullia pendula,,,,24,,6,0,seed,endozoochory,,yes,8,,8,,used Butler,capsule,13,25,yellow,eu,8,
harppend,3_leaf,,,,,,,,,,,2175.16875,0.4272,0.18056875,81.48290049691471,0.42267965823970033,16,Julian,leaflet,Sapindaceae,Harpullia,Harpullia pendula,,,,24,,6,0,seed,endozoochory,,yes,8,,8,,used Butler,capsule,13,25,yellow,eu,8,
harppend,4_leaf,,,,,,,,,,,3712.34,0.7037533333333333,0.2716133333333333,72.47751845483845,0.38594962250030784,15,Julian,leaflet,Sapindaceae,Harpullia,Harpullia pendula,,,,24,,6,0,seed,endozoochory,,yes,8,,8,,used Butler,capsule,13,25,yellow,eu,8,
hedrporp,1_leaf,,,,,,,,,,,1481.075,0.3588,0.0985,66.60966337158234,0.2745261984392419,4,Julian,leaf,Celastraceae,Hedraianthera,Hedraianthera porphyropetala,,,,6,,1,0,seed_aril,endozoochory,,,4,,4,white aril,used Butler,capsule,15,25,green,ae,4,
hedrporp,2_leaf,,,,,,,,,,,2261.125,0.6088749999999999,0.1749,77.55971946819935,0.28725107780743175,4,Julian,leaf,Celastraceae,Hedraianthera,Hedraianthera porphyropetala,,,,6,,1,0,seed_aril,endozoochory,,,4,,4,white aril,used Butler,capsule,15,25,green,ae,4,
hedrporp,3_leaf,,,,,,,,,,,1618.025,0.421325,0.114075,71.39072463346312,0.27075298166498546,4,Julian,leaf,Celastraceae,Hedraianthera,Hedraianthera porphyropetala,,,,6,,1,0,seed_aril,endozoochory,,,4,,4,white aril,used Butler,capsule,15,25,green,ae,4,
heliglab,1_leaf,,,,,,,,,,,1307.28725,0.452275,0.1777,136.7365589284886,0.39290254822840087,4,Julian,leaf,Proteaceae,Helicia,Helicia glabriflora,,,,15,,1,0,drupe,endozoochory,,,15,,15,drupaceous; blue,,drupe,15,0,drupaceous; blue,ae,8,
heliglab,2_leaf,,,,,,,,,,,1984.889,0.6638,0.26315,133.25832911107955,0.396429647,4,Julian,leaf,Proteaceae,Helicia,Helicia glabriflora,,,,15,,1,0,drupe,endozoochory,,,15,,15,drupaceous; blue,,drupe,15,0,drupaceous; blue,ae,8,
heliglab,3_leaf,,,,,,,,,,,1552.7405,0.468175,0.153825,99.81318237557213,0.3285630373257863,4,Julian,leaf,Proteaceae,Helicia,Helicia glabriflora,,,,15,,1,0,drupe,endozoochory,,,15,,15,drupaceous; blue,,drupe,15,0,drupaceous; blue,ae,8,
heliglab,4_leaf,,,,,,,,,,,2503.65,0.693875,0.227675,92.90216052399506,0.32812105926860025,4,Julian,leaf,Proteaceae,Helicia,Helicia glabriflora,,,,15,,1,0,drupe,endozoochory,,,15,,15,drupaceous; blue,,drupe,15,0,drupaceous; blue,ae,8,
hibihete,1_leaf,,,,,,,,,,,2084.025,0.6269,0.1353,63.64830983236599,0.2158238953581113,4,Julian,leaf,Malvaceae,Hibiscus,Hibiscus heterophyllus,,,,6,,1,0,seed,endozoochory,uncertain,no,4,,4,,estimate,capsule,15,,brown,un,5,
hibihete,2_leaf,,,,,,,,,,,3427.175,0.958975,0.197875,55.26513601996367,0.20634010271383507,4,Julian,leaf,Malvaceae,Hibiscus,Hibiscus heterophyllus,,,,6,,1,0,seed,endozoochory,uncertain,no,4,,4,,estimate,capsule,15,,brown,un,5,
hibihete,3_leaf,,,,,,,,,,,3306.55,0.92985,0.227325,67.98959883119474,0.2444749153089208,4,Julian,leaf,Malvaceae,Hibiscus,Hibiscus heterophyllus,,,,6,,1,0,seed,endozoochory,uncertain,no,4,,4,,estimate,capsule,15,,brown,un,5,
hibihete,4_leaf,,,,,,,,,,,2165.825,0.5625249999999999,0.134925,61.877165630685695,0.2398560063997156,4,Julian,leaf,Malvaceae,Hibiscus,Hibiscus heterophyllus,,,,6,,1,0,seed,endozoochory,uncertain,no,4,,4,,estimate,capsule,15,,brown,un,5,
hodgovat,1_leaf,,,,,,,,,,,879.57425,0.17945,0.0719,81.43419182,0.4006687099470605,4,Julian,leaf,Rubiaceae,Hodgkinsonia,Hodgkinsonia ovatiflora,,,,25,,1,0,drupe,endozoochory,,,4,6,5,,estimated diam,drupe,4,6,green,ae,1.5,
hodgovat,2_leaf,,,,,,,,,,,1399.38775,0.2621,0.102525,72.68882453000758,0.39116749332315914,4,Julian,leaf,Rubiaceae,Hodgkinsonia,Hodgkinsonia ovatiflora,,,,25,,1,0,drupe,endozoochory,,,4,6,5,,estimated diam,drupe,4,6,green,ae,1.5,
hodgovat,3_leaf,,,,,,,,,,,1229.1,0.2604,0.094175,76.11783382080965,0.36165514592933945,4,Julian,leaf,Rubiaceae,Hodgkinsonia,Hodgkinsonia ovatiflora,,,,25,,1,0,drupe,endozoochory,,,4,6,5,,estimated diam,drupe,4,6,green,ae,1.5,
hodgovat,4_leaf,,,,,,,,,,,1487.125,0.2706,0.093225,62.07435302,0.3445121951219512,4,Julian,leaf,Rubiaceae,Hodgkinsonia,Hodgkinsonia ovatiflora,,,,25,,1,0,drupe,endozoochory,,,4,6,5,,estimated diam,drupe,4,6,green,ae,1.5,
homaalni,1_leaf,,,,,,,,,,,5271.424999999999,1.089375,0.489725,92.98007849728438,0.4495467584624211,4,Julian,leaf,Salicaceae,Homalium,Homalium alnifolium,,,,13,,1,0,seed,anemochory,uncertain,no,1,,1,,used Butler,capsule,3,,brown,un,1,
homaalni,2_leaf,,,,,,,,,,,5926.0250000000005,2.18335,1.0885,183.66896797831683,0.49854581262738457,4,Julian,leaf,Salicaceae,Homalium,Homalium alnifolium,,,,13,,1,0,seed,anemochory,uncertain,no,1,,1,,used Butler,capsule,3,,brown,un,1,
homaalni,3_leaf,,,,,,,,,,,5746.575,1.3896,0.679675,116.95107685239412,0.4891155728267127,4,Julian,leaf,Salicaceae,Homalium,Homalium alnifolium,,,,13,,1,0,seed,anemochory,uncertain,no,1,,1,,used Butler,capsule,3,,brown,un,1,
homapopu,1_leaf,,,,,,,,,,,3058.4,0.5035000000000001,0.148625,48.96428170880064,0.29518371400198606,4,Julian,leaf,Euphorbiaceae,Homalanthus,Homalanthus populifolius,omalnuta,Homalanthus nutans,Omalanthus nutans,7,,1,0,seed_aril,endozoochory,,,4,,4,yellow,used Butler,capsule,6,9,purple,ae,4,
homapopu,2_leaf,,,,,,,,,,,3008.625,0.557025,0.186775,61.17750140743765,0.3353081100489206,4,Julian,leaf,Euphorbiaceae,Homalanthus,Homalanthus populifolius,omalnuta,Homalanthus nutans,Omalanthus nutans,7,,1,0,seed_aril,endozoochory,,,4,,4,yellow,used Butler,capsule,6,9,purple,ae,4,
homapopu,3_leaf,,,,,,,,,,,3249.7,0.569375,0.2008,60.911460020373184,0.35266739846322726,4,Julian,leaf,Euphorbiaceae,Homalanthus,Homalanthus populifolius,omalnuta,Homalanthus nutans,Omalanthus nutans,7,,1,0,seed_aril,endozoochory,,,4,,4,yellow,used Butler,capsule,6,9,purple,ae,4,
homapopu,4_leaf,,,,,,,,,,,3149.975,0.76145,0.25429999999999997,81.06520814,0.3339680872020487,4,Julian,leaf,Euphorbiaceae,Homalanthus,Homalanthus populifolius,omalnuta,Homalanthus nutans,Omalanthus nutans,7,,1,0,seed_aril,endozoochory,,,4,,4,yellow,used Butler,capsule,6,9,purple,ae,4,
homapopu,5_leaf,,,,,,,,,,,3564.9,0.804125,0.268375,74.38450500505743,0.33374786258355355,4,Julian,leaf,Euphorbiaceae,Homalanthus,Homalanthus populifolius,omalnuta,Homalanthus nutans,Omalanthus nutans,7,,1,0,seed_aril,endozoochory,,,4,,4,yellow,used Butler,capsule,6,9,purple,ae,4,
hymeflav,1_leaf,,,,,,,,,,,2711.6,1.032875,0.28755000000000003,106.4845486902927,0.2783976763887208,4,Julian,leaf,Pittosporaceae,Hymenosporum,Hymenosporum flavum,hymeflav,,,22,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,25,35,black,wa,4,
hymeflav,2_leaf,,,,,,,,,,,2657.3,0.6831,0.191375,72.33944959082633,0.28015663885229103,4,Julian,leaf,Pittosporaceae,Hymenosporum,Hymenosporum flavum,hymeflav,,,22,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,25,35,black,wa,4,
hymeflav,3_leaf,,,,,,,,,,,2464.875,0.735,0.228225,91.29935547498565,0.31051020408163266,4,Julian,leaf,Pittosporaceae,Hymenosporum,Hymenosporum flavum,hymeflav,,,22,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,25,35,black,wa,4,
hymeflav,4_leaf,,,,,,,,,,,1549.475,0.3695,0.108425,70.41399167395485,0.29343707713125844,4,Julian,leaf,Pittosporaceae,Hymenosporum,Hymenosporum flavum,hymeflav,,,22,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,25,35,black,wa,4,
hymeflav,5_leaf,,,,,,,,,,,1908.825,0.668525,0.21765,109.9815701059253,0.32556748064769453,4,Julian,leaf,Pittosporaceae,Hymenosporum,Hymenosporum flavum,hymeflav,,,22,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,25,35,black,wa,4,
ixorbeck,1_leaf,,,,,,,,,,,2965.8,0.8295,0.32825,110.42679902485932,0.3957203134418324,4,Julian,leaf,Rubiaceae,Ixora,Ixora beckleri,,,,10,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,3,
ixorbeck,2_leaf,,,,,,,,,,,973.16,0.22128,0.0677,70.68916902917813,0.30594721619667387,5,Julian,leaf,Rubiaceae,Ixora,Ixora beckleri,,,,10,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,3,
ixorbeck,3_leaf,,,,,,,,,,,1172.775,0.293775,0.1029,88.35115398433987,0.35026806229257085,4,Julian,leaf,Rubiaceae,Ixora,Ixora beckleri,,,,10,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,3,
ixorbeck,4_leaf,,,,,,,,,,,1937.975,0.49255,0.180675,92.55467807179444,0.36681555172063746,4,Julian,leaf,Rubiaceae,Ixora,Ixora beckleri,,,,10,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,3,
ixorbeck,5_leaf,,,,,,,,,,,2084.275,0.57455,0.20915,100.00582970484196,0.36402401879731966,4,Julian,leaf,Rubiaceae,Ixora,Ixora beckleri,,,,10,,1,0,drupe,endozoochory,,,8,12,10,black,,drupe,8,12,black,ae,3,
ixorquee,1_leaf,,,,,,,,,,,1257.475,0.359775,0.128325,101.11849054205678,0.3566812591202835,4,Julian,leaf,Rubiaceae,Ixora,Ixora queenslandica,,,,4,,1,0,drupe,endozoochory,,,8,11,9.5,black,,drupe,8,11,black,ae,4,
ixorquee,2_leaf,,,,,,,,,,,1267.9,0.406875,0.179425,138.5680963602424,0.4409831029185868,4,Julian,leaf,Rubiaceae,Ixora,Ixora queenslandica,,,,4,,1,0,drupe,endozoochory,,,8,11,9.5,black,,drupe,8,11,black,ae,4,
ixorquee,3_leaf,,,,,,,,,,,1454.425,0.432275,0.1963,132.59532031887437,0.454109074,4,Julian,leaf,Rubiaceae,Ixora,Ixora queenslandica,,,,4,,1,0,drupe,endozoochory,,,8,11,9.5,black,,drupe,8,11,black,ae,4,
jagepseu,1_leaf,,,,,,,,,,,315.4275,0.06761,0.027735,88.13488572916154,0.41022038160035496,40,Julian,leaflet,Sapindaceae,Jagera,Jagera pseudorhus,,,,25,,14,0,seed_aril,endozoochory,,,4,,4,orange,used Butler,capsule,14,18,yellow,ae,4,
jagepseu,2_leaf,,,,,,,,,,,494.3242424242424,0.085248485,0.036581818,74.38163955,0.4291198635006398,33,Julian,leaflet,Sapindaceae,Jagera,Jagera pseudorhus,,,,25,,14,0,seed_aril,endozoochory,,,4,,4,orange,used Butler,capsule,14,18,yellow,ae,4,
jagepseu,3_leaf,,,,,,,,,,,480.0233333333333,0.091283333,0.04123,84.49657513647303,0.4516706226036152,30,Julian,leaflet,Sapindaceae,Jagera,Jagera pseudorhus,,,,25,,14,0,seed_aril,endozoochory,,,4,,4,orange,used Butler,capsule,14,18,yellow,ae,4,
jagepseu,4_leaf,,,,,,,,,,,576.9966666666667,0.10594333333333332,0.046963333,78.21759886808798,0.4432872919485259,30,Julian,leaflet,Sapindaceae,Jagera,Jagera pseudorhus,,,,25,,14,0,seed_aril,endozoochory,,,4,,4,orange,used Butler,capsule,14,18,yellow,ae,4,
karrbent,1_leaf,,,,,,,,,,,3918.7166666666662,0.8495166666666667,0.3688416666666667,93.79283020572728,0.43417825822526535,12,Julian,leaflet,Cunoniaceae,Karrabina,Karrabina benthamiana,,Geissois benthamii,Geissois benthamiana,35,,3,0,seed,anemochory,,,2,,2,,used Butler,capsule,5,10,brown,wa,2,
karrbent,2_leaf,,,,,,,,,,,4344.341666666666,1.114275,0.4808166666666666,112.4597670458209,0.4315062858510392,12,Julian,leaflet,Cunoniaceae,Karrabina,Karrabina benthamiana,,Geissois benthamii,Geissois benthamiana,35,,3,0,seed,anemochory,,,2,,2,,used Butler,capsule,5,10,brown,wa,2,
karrbent,3_leaf,,,,,,,,,,,2911.4666666666667,0.8142666666666667,0.3559833333333333,118.34957171433383,0.43718274111675126,12,Julian,leaflet,Cunoniaceae,Karrabina,Karrabina benthamiana,,Geissois benthamii,Geissois benthamiana,35,,3,0,seed,anemochory,,,2,,2,,used Butler,capsule,5,10,brown,wa,2,
karrbent,4_leaf,,,,,,,,,,,3635.266666666667,1.127525,0.5146583333333333,139.67212701110935,0.4564495983089805,12,Julian,leaflet,Cunoniaceae,Karrabina,Karrabina benthamiana,,Geissois benthamii,Geissois benthamiana,35,,3,0,seed,anemochory,,,2,,2,,used Butler,capsule,5,10,brown,wa,2,
karrbent,5_leaf,,,,,,,,,,,2837.75,0.7158166666666667,0.3149,110.18542052991538,0.43991711099210695,12,Julian,leaflet,Cunoniaceae,Karrabina,Karrabina benthamiana,,Geissois benthamii,Geissois benthamiana,35,,3,0,seed,anemochory,,,2,,2,,used Butler,capsule,5,10,brown,wa,2,
lenwprom,1_leaf,,,,,,,,,,,1258.83675,0.35257499999999997,0.13035,102.54726868582053,0.3697085726441182,4,Julian,leaf,Myrtaceae,Lenwebbia,Lenwebbia prominens,,Austromyrtus sp. Upper Mudgeeraba Creek,,10,,1,0,berry,endozoochory,,,9,19,14,black,,berry,9,19,black,ae,2.5,
