Community,IDENTIFICATION SOURCE,SCIENTIFIC_NAME,LIFE_FORM,FIRE_RESPONSE,SEED_STORAGE,MANAGEMENT_INTERVENTION_EXPERT_PANEL
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Leucochrysum albicans,H,FS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Lobelia pedunculata,H,FS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Pimelea curviflora,H,FS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Podolepis jaceoides,H,FS,UN,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Rutidosis leptorrhynchoides,H,FS,UN,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Acacia covenyi,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Acacia hamiltoniana,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Acacia olsenii,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Acacia trachyphloia,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Boronia subulifolia,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Correa lawrenceana var. genoensis,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Epacris gnidioides,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Gentiana baeuerlenii,H,OS,UN,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea jephcottii,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea juniperina subsp. villosa,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Nematolepis elliptica,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Nematolepis rhytidophylla,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pultenaea baeuerlenii,S,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Zieria caducibracteata,S/T,OS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Boronia deanei subsp. deanei,S,FS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Baloskion longipes,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Callistemon forresterae,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus deuaensis,T,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus olsenii,T,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus triflora,T,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Genoplesium vernale,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea epicroca,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea imberbis,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Hibbertia praemorsa,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leionema coxii,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Lomandra confertifolia subsp. leptostachya,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Olearia stenophylla,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Persoonia procumbens,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Plinthanthesis rodwayi,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Prasophyllum caricetum,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Schoenus evansianus,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Telopea mongaensis,S,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Telopea mongaensis x Telopea oreades,S,RS,UN,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Trachymene scapigera,H,RS,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Astrotricha sp. Deua (R.O.Makinson 1647),S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Brachyscome riparia,H,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Brachyscome salkiniae,H,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Caladenia oreophila,H,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Caladenia osmera,H,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Celmisia longifolia,H,UN,UN,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Cryptandra speciosa subsp. speciosa,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Daviesia suaveolens,S/T,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Dillwynia crispii,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea neurophylla subsp. fluviatilis,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea pachylostyla,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea parvula,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea polychroma,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea rhyolitica subsp. semivestita,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Hibbertia singularis,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Kunzea juniperoides subsp. pernervosa,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leionema ceratogynum,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leptospermum crassifolium,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leptospermum deuense,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leptospermum glabrescens,S/T,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leptospermum namadgiense,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leptospermum subglabratum,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Olearia sp. Rhizomatica (I.R.Telford 11549),S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Persoonia brevifolia,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pomaderris gilmourii var. gilmourii,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pomaderris helianthemifolia,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pomaderris helianthemifolia subsp. hispida,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pomaderris oblongifolia,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Prostanthera porcata,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Prostanthera tallowa,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pultenaea rodwayi,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Viola improcera,H,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Westringia cremnophila,S,UN,UN,Yes
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Brachyscome aculeata,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Centella asiatica,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Cullen microcephalum,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Cullen tenax,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Daviesia genistifolia,S,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Dodonaea procumbens,S,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Einadia trigonos,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Euphrasia collina,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Geranium antrorsum,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Gonocarpus micranthus,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Kennedia prostrata,C,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Lepidium hyssopifolium,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Mirbelia oxylobioides,S,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Oreomyrrhis argentea,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Oreomyrrhis eriopoda,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Poranthera microphylla,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Pultenaea subspicata,S,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Ranunculus pimpinellifolius,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Xerochrysum bracteatum,H,OS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Bossiaea riparia,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Brachyloma daphnoides,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Chrysocephalum apiculatum,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Chrysocephalum semipapposum,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Cryptandra amara,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Daviesia mimosoides,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Daviesia ulicifolia,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Epacris microphylla,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Glycine clandestina,C,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Gompholobium minus,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Gonocarpus tetragynus,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Goodenia bellidifolia,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Haloragis heterophylla,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Hypericum gramineum,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Hypericum japonicum,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Laxmannia gracilis,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Lomandra longifolia,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Melichrus urceolatus,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Scleranthus biflorus,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Stackhousia monogyna,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Stellaria angustifolia,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Stellaria pungens,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Stylidium graminifolium,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Swainsona recta,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Zornia dyctiocarpa,H,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Acacia phasmoides,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Asterolasia trymalioides subsp. areniticola,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Boronia anemonifolia subsp. wadbilligensis,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Darwinia taxifolia subsp. macrolaena,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea acanthifolia subsp. paludosa,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea baueri subsp. asperula,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea molyneuxii,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Leptospermum thompsonii,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Persoonia mollis subsp. budawangensis,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Philotheca myoporoides subsp. brevipedunculata,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Prostanthera monticola,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Prostanthera saxicola var. montana,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Pultenaea parrisiae,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Styphelia psiloclada,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Zieria murphyi,S,OS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Chrysocephalum apiculatum subsp. stoloniferum,H,FS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea irrasa subsp. didymochiton,S,FS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea ramosissima subsp. hypargyrea,S,FS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Monotoca rotundifolia,S,FS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Philotheca scabra subsp. latifolia,S,FS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Tetratheca ericifolia,S,FS,S,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Dillwynia stipulifera,S,RS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Luzula flaccida subsp. Long Anther (K.L.Wilson 828 et al.),H,RS,S,Yes
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Ammobium alatum,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Banksia marginata,S,OS,C,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Calotis glandulosa,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Crassula helmsii,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Gingidia harveyana,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Isotoma fluviatilis,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Levenhookia dubia,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Polygala japonica,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Ranunculus lappaceus,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Thesium australe,H,OS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Caesia calliantha,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Centrolepis strigosa,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Drosera peltata,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Hakea microcarpa,S,FS,C,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Thysanotus tuberosus,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Tricoryne elatior,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Utricularia dichotoma,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,TEC species list,Veronica calycina,H,FS,T,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Callitris oblonga subsp. corangensis,S/T,OS,C,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Deyeuxia talariata,H,OS,T,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus fraxinoides,T,OS,C,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus paliformis,T,OS,T,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus stenostoma,T,OS,T,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Callistemon subulatus,S,RS,C,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus baeuerlenii,T,RS,T,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus gregsoniana,T,RS,T,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus stellulata,T,RS,T,
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Eucalyptus sturgissiana,T,RS,C,Yes
Natural Temperate Grassland of the South Eastern Highlands,Fire-affected species,Grevillea renwickiana,S,RS,T,Yes
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Acacia mearnsii,S,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Amyema congener,C,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Aphanopetalum resinosum,C,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Arthropteris tenella,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Asplenium attenuatum,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Asplenium australasicum,C,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Asplenium flaccidum,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Austrocynoglossum latifolium,H,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Citronella moorei,T,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Clematis aristata,C,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Dendrobium pugioniforme,C,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Dendrocnide excelsa,T,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Einadia trigonos,H,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Elaeocarpus kirtonii,T,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Fieldia australis,C,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Galium leiocarpum,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Grammitis billardieri,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Hymenophyllum cupressiforme,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Hymenophyllum flabellatum,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Hypolepis glandulifera,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Microsorum pustulatum subsp. pustulatum,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Microsorum scandens,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Ozothamnus ferrugineus,S/T,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Plantago debilis,H,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Plectorrhiza tridentata,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Polyosma cunninghamii,T,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Polyphlebium venosa,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Polyscias murrayi,T,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Pyrrosia rupestris,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Ranunculus lappaceus,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Ranunculus plebeius,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Senecio quadridentatus,H,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Sigesbeckia orientalis,H,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Sloanea australis,T,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Solanum aviculare,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Solanum prinophyllum,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Solanum pungetium,H,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Stellaria flaccida,H,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Symplocos thwaitesii,S/T,OS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Tasmannia insipida,S,OS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Urtica incisa,H,OS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Acacia melanoxylon,S,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Acronychia oblongifolia,S/T,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Alectryon subcinereus,S/T,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Cassinia trinerva,S,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Cissus hypoglauca,C,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Clematis glycinoides,C,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Coprosma quadrifida,S,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Cyathea leichhardtiana,T,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Dichondra repens,H,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Elaeocarpus reticulatus,H,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Eustrephus latifolius,C,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Geranium homeanum,H,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Hedycarya angustifolia,S,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Hibbertia scandens,C,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Histiopteris incisa,H,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Hydrocotyle laxiflora,H,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Lomandra longifolia,H,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Myrsine howittiana6,S/T,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Ozothamnus diosmifolius,S,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Pandorea pandorana,C,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Parsonsia brownii,C,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Passiflora cinnabarina,C,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Pittosporum revolutum,S,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Pittosporum undulatum,T,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Polyscias sambucifolia,S,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Polystichum proliferum,H,FS,UN,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Prostanthera lasianthos,S,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Pseuderanthemum variabile,H,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Senecio minimus,H,FS,T,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Viola hederacea,H,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,TEC species list,Wahlenbergia gracilis,H,FS,S,
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Acacia hamiltoniana,S,OS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Boronia subulifolia,S,OS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Darwinia taxifolia subsp. macrolaena,S,OS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Epacris gnidioides,S,OS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Eucalyptus fraxinoides,T,OS,C,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Grevillea baueri subsp. asperula,S,OS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Leptospermum thompsonii,S,OS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Persoonia mollis subsp. budawangensis,S,OS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Prostanthera saxicola var. montana,S,OS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Zieria caducibracteata,S/T,OS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Philotheca scabra subsp. latifolia,S,FS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Dillwynia stipulifera,S,RS,S,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Eucalyptus gregsoniana,T,RS,T,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Eucalyptus triflora,T,RS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Schoenus evansianus,H,RS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Telopea mongaensis,S,RS,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Agonis ericoides,S,UN,UN,Yes
Robertson Rainforest in the Sydney Basin Bioregion,Fire-affected species,Leptospermum crassifolium,S,UN,UN,Yes
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia binervata,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia decurrens,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia mearnsii,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia parramattensis,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia stricta,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Cassinia aculeata,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Clematis aristata,C,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Coronidium elatum,H,OS,UN,
