Block!,Column!,Row!,Species!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,P_LL,LMR_D,LMR,RMR_D,RMR,Total_B,Total_Bln,Total_B_D,Total_BG,Total_LL,Total_LD,Total_LF,ABG,ABG_D,ABG_BG,ABG_BG_D,LMR_Comments,Was_Licored!,Photo,Cond,Ci,Trmmol,VpdL,Ci_Ca,WUEi,Photo_D,Cond_D,Ci_D,Trmmol_D,VpdL_D,Ci_Ca_D,WUEi_D,SLA_Licorred,fresh_weight_g,turgid_weight_g,water_uptake_g,water_content_g,dry_weight_g,dry_weight_mg,RWC,area_cm2,area_mm2,SLA_cm_g:4,SLA_mm_mg,LMA_gr,LMA_mm_mg,SLA_Done,%N:1,%C:1,d13C:2,complete,insufficient_sample,Average_PRI,species_name,population,water_treatment,context
2,5,d,oe,9,HiElev,LoWat,1,oe9HiElev1,8,15,23,0.347826087,0.170784309,0.230185389,0.546212648,0.736192752,4.1731,1.428659165,3.0962,2.2794,0.7127,1.0769,1.7896,1.8937,0.8168,0.830788804,0.358339914,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3539,0.408,0.0541,0.3281,0.0799,7.99,0.835111247,7.18,718,89.8623,8.986232791,0.011128134,0.111281337,Yes,NA,NA,NA,NA,No,-0.0062,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
3,14,g,oe,9,HiElev,LoWat,2,oe9HiElev2,14,20,34,0.411764706,0.282139525,0.346991331,0.501959158,0.617338093,4.8235,1.573499806,3.922,2.4212,1.3609,0.9015,2.2624,2.4023,1.5008,0.992193953,0.619857922,Okay,Yes,3.971977196,0.05969659,279.6107176,0.735863033,1.166638764,0.709621053,66.53608157,3.767228078,0.067551602,296.3105276,0.943840463,1.320090117,0.751034419,55.76815276,y,0.26,0.263,0.003,0.1861,0.0769,7.69,0.983879635,NA,NA,NA,NA,NA,NA,No,1.5,41.4,-26.86,OEM9H2,No,0.038266667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
2,10,b,oe,9,HiElev,LoWat,3,oe9HiElev3,7,25,32,0.21875,0.219318929,0.30039326,0.34136952,0.46756157,6.2343,1.830066303,4.5517,2.1282,1.3673,1.6826,3.0499,4.1061,2.4235,1.929376938,1.138755756,Okay,Yes,8.623648967,0.097126865,226.1378869,0.933065698,0.913105894,0.601915019,88.78747409,7.397285654,0.098468473,259.6794808,1.366986407,1.322147564,0.666517878,75.12339141,y,0.2295,0.2378,0.0083,0.173,0.0648,6.48,0.952023121,5.24,524,80.8642,8.086419753,0.012366412,0.123664122,Yes,NA,NA,NA,NA,No,0.0039,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
2,15,f,oe,9,HiElev,LoWat,4,oe9HiElev4,6,16,22,0.272727273,0.143291746,0.183081725,0.541792146,0.692239738,6.5084,1.87309365,5.0939,3.5262,0.9326,1.4145,2.3471,2.9822,1.5677,0.845726278,0.44458624,Okay,Yes,3.958419641,0.046970199,246.8965968,0.561160571,1.133458103,0.633807718,84.27513106,3.63726403,0.032404537,204.1094884,0.388824049,1.132192684,0.522069912,112.245517,y,0.0753,0.0999,0.0246,0.0739,0.026,2.6,0.667117727,2.54,254,97.6923,9.769230769,0.01023622,0.102362205,Yes,2.4,42.9,-27.07,OEM9H4,No,0.057133333,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
1,6,b,oe,9,HiElev,LoWat,5,oe9HiElev5,7,17,24,0.291666667,0.143151021,0.179667849,0.640397096,0.803757933,7.5347,2.019519017,6.0033,4.8252,1.0786,1.5314,2.61,2.7095,1.1781,0.561531128,0.244155683,Okay,Yes,3.211700598,0.070895345,313.9222755,0.960758514,1.292365843,0.794293317,45.30199517,2.465603029,0.052431137,314.3109856,0.6508781,1.173893965,0.79054497,47.02554959,y,0.2169,0.2213,0.0044,0.1626,0.0587,5.87,0.972939729,6.13,613,104.4293,10.44293015,0.009575856,0.095758564,Yes,2.6,44,-28.22,OEM9H5,No,0.051566667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
2,1,a,oe,9,HiElev,HiWat,6,oe9HiElev6,9,30,39,0.230769231,0.198801925,0.238625658,0.526541165,0.632017179,8.6639,2.159164968,7.218,4.5619,1.7224,1.4459,3.1683,4.102,2.6561,0.899186742,0.582235472,Okay,Yes,8.513407517,0.182162506,309.5075918,1.620850081,0.866476143,0.789567126,46.73523484,4.044626585,0.087931709,315.1721835,0.840902291,0.911258126,0.796042739,45.99736109,y,0.495,0.5484,0.0534,0.391,0.1574,15.74,0.86342711,15.97,1597,101.4612,10.14612452,0.00985598,0.0985598,Yes,0.7,43.5,-30.61,OEM9H6,No,-0.034033333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
3,12,h,oe,9,HiElev,LoWat,7,oe9HiElev7,12,28,40,0.3,NA,NA,NA,NA,1.8613,0.621275168,NA,NA,NA,1.8613,1.8613,1.8613,0,NA,NA,No Root Weight,Yes,1.685309418,0.051851062,333.8769894,0.691027012,1.267098546,0.846152676,32.50289121,1.150123293,0.036531506,335.2522354,0.563403345,1.451804862,0.848093329,31.48305202,y,0.2812,0.282,8e-4,0.1972,0.0848,8.48,0.995943205,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.0182,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
1,1,d,oe,9,HiElev,LoWat,8,oe9HiElev8,4,9,13,0.307692308,0.206473487,0.23324057,0.463803112,0.523930234,4.0998,1.410938192,3.6293,1.9015,0.8465,0.4705,1.317,2.1983,1.7278,1.1560873,0.908651065,Okay,Yes,6.275513735,0.169875661,321.4771972,1.970474863,1.123905693,0.82606156100000006,36.94180614,12.95711212,0.189017776,271.3529714,1.917870528,0.985407254,0.695012444,68.54970136,y,0.1103,0.1189,0.0086,0.0842,0.0347,3.47,0.897862233,3.05,305,87.8963,8.78962536,0.011377049,0.113770492,Yes,NA,NA,NA,NA,No,-0.077366667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
1,7,h,oe,9,HiElev,HiWat,9,oe9HiElev9,17,24,41,0.414634146,0.195211853,0.25951362100000003,0.544623034,0.724019027,13.9177,2.633161411,10.4692,7.5799,2.7169,3.4485,6.1654,6.3378,2.8893,0.836132403,0.381179171,Okay,Yes,2.892019791,0.11999782,340.1223007,1.0619156,0.916138148,0.861943546,24.10060277,2.260789979,0.06643034,334.5080342,0.821273065,1.172647581,0.842497524,34.03249142,y,0.5948,0.608,0.0132,0.468,0.14,14,0.971794872,13.93,1393,99.5,9.95,0.010050251,0.100502513,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
1,10,a,oe,9,HiElev,HiWat,10,oe9HiElev10,14,12,26,0.538461538,0.286624204,0.345946241,0.517016759,0.624022681,11.0685,2.404103236,9.1705,5.7226,3.1725,1.898,5.0705,5.3459,3.4479,0.934173278,0.602505854,Okay,Yes,4.392250899,0.105519799,311.5644104,1.238207887,1.124856107,0.806590759,41.62489831,2.980575895,0.039546285,267.2134187,0.587155185,1.399109815,0.673566995,75.36930165,y,0.4861,0.5132,0.0271,0.3704,0.1428,14.28,0.926835853,12.08,1208,84.5938,8.459383754,0.011821192,0.118211921,Yes,1.1,42.9,-28.73,OEM9H10,No,-0.027166667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
3,11,h,oe,9,HiElev,HiWat,11,oe9HiElev11,21,71,92,0.22826087,NA,NA,NA,NA,5.4648,1.698327524,NA,NA,NA,5.4648,5.4648,5.4648,0,NA,NA,No Root Weight,Yes,16.3904311,0.638847511,339.7752426,5.389959546,0.888111618,0.869541825,25.65624945,13.84164847,0.72185364,350.2387692,7.220689542,1.065153306,0.89494268,19.17514536,y,0.756,0.767,0.011,0.5727,0.1943,19.43,0.980792736,NA,NA,NA,NA,NA,NA,No,2.7,42.4,-28.67,OEM9H11,No,0.047566667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
3,12,b,oe,9,HiElev,HiWat,12,oe9HiElev12,22,33,55,0.4,0.226235483,0.359562605,0.389453411,0.618969586,15.4211,2.735736702,9.7029,6.0058,3.4888,5.7182,9.207,9.4153,3.6971,1.567701222,0.615588265,Okay,Yes,15.39823002,0.323217433,304.7606852,2.680907094,0.826623374,0.781217647,47.6404687,13.48108259,0.576822981,343.4616948,5.578246838,1.006483056,0.878782629,23.37126472,y,0.5687,0.607,0.0383,0.4414,0.1656,16.56,0.91323063,12.6619,1266.19,76.4607,7.646074879,0.013078606,0.130786059,Yes,NA,NA,NA,NA,No,0.017533333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
2,12,a,oe,9,HiElev,HiWat,x1,oe9HiElevx1,18,36,54,0.333333333,0.191442539,0.270639329,0.494527892,0.69910636,13.5414,2.605751659,9.5788,6.6966,2.5924,3.9626,6.555,6.8448,2.8822,1.022130633,0.430397515,Okay,Yes,5.516398048,0.111268393,306.0080196,1.424341064,1.228216466,0.776078017,49.577404,10.63525994,0.130714384,248.2707744,1.827979515,1.339927559,0.638358252,81.36258347,y,0.4913,0.5074,0.0161,0.371,0.1364,13.64,0.956603774,12.49,1249,91.5689,9.156891496,0.010920737,0.109207366,Yes,NA,NA,NA,NA,No,-0.034033333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
3,4,b,oe,10,HiElev,LoWat,1,oe10HiElev1,42,11,53,0.79245283,0.145217527,0.162718539,0.673253664,0.75439139,10.8699,2.385997501,9.7008,7.3182,1.5785,1.1691,2.7476,3.5517,2.3826,0.48532426,0.325571862,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7511,0.7673,0.0162,0.5511,0.2162,21.62,0.970604246,22.3,2230,103.1452,10.31452359,0.009695067,0.096950673,Yes,NA,NA,NA,NA,No,0.045266667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
1,11,e,oe,10,HiElev,LoWat,2,oe10HiElev2,9,8,17,0.529411765,0.32402195,0.351404965,0.583900126,0.633245383,5.6311,1.728304805,5.1923,3.288,1.8246,0.4388,2.2634,2.3431,1.9043,0.712621655,0.579166667,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5402,0.5662,0.026,0.3966,0.1696,16.96,0.934442763,16.7,1670,98.467,9.846698113,0.010155689,0.101556886,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
1,13,b,oe,10,HiElev,LoWat,3,oe10HiElev3,12,11,23,0.52173913,0.189788866,0.219830269,0.662429327,0.7672843,8.1891,2.102804002,7.07,5.4247,1.5542,1.1191,2.6733,2.7644,1.6453,0.509595001,0.303297878,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6217,0.6439,0.0222,0.4499,0.194,19.4,0.950655701,19.28,1928,99.3814,9.93814433,0.010062241,0.100622407,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
2,8,h,oe,10,HiElev,HiWat,4,oe10HiElev4,40,27,67,0.597014925,0.278878929,0.333284904,0.557449256,0.666201,21.3867,3.062769233,17.8955,11.922,5.9643,3.4912,9.4555,9.4647,5.9735,0.793885254,0.501048482,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5536,0.5638,0.0102,0.4091,0.1547,15.47,0.975067221,12.7,1270,82.0944,8.209437621,0.012181102,0.121811024,Yes,NA,NA,NA,NA,No,-0.036233333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
1,15,c,oe,10,HiElev,HiWat,5,oe10HiElev5,13,12,25,0.52,0.23116654,0.260251361,0.653724715,0.735974795,16.4375,2.79956531,14.6005,10.7456,3.7998,1.837,5.6368,5.6919,3.8549,0.529695876,0.358742183,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5356,0.5669,0.0313,0.4107,0.1562,15.62,0.923788654,13.1,1310,83.8668,8.386683739,0.011923664,0.119236641,Yes,NA,NA,NA,NA,No,-0.013633333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
3,2,e,oe,10,HiElev,LoWat,6,oe10HiElev6,21,16,37,0.567567568,NA,NA,NA,NA,1.9308,0.657934425,NA,NA,NA,1.9308,1.9308,1.9308,0,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1587,0.1722,0.0135,0.123,0.0492,4.92,0.890243902,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
3,10,a,oe,10,HiElev,LoWat,7,oe10HiElev7,25,6,31,0.806451613,0.267435835,0.297902905,0.62123044,0.692002822,8.6847,2.161562857,7.7965,5.3952,2.3226,0.8882,3.2108,3.2895,2.4013,0.60970863,0.445080813,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5953,0.5977,0.0024,0.4024,0.1953,19.53,0.994035785,15.12,1512,77.4194,7.741935484,0.012916667,0.129166667,Yes,NA,NA,NA,NA,No,0.014266667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
3,12,g,oe,10,HiElev,HiWat,8,oe10HiElev8,47,20,67,0.701492537,0.337563825,0.384973352,0.528351363,0.602556257,23.11,3.140265424,20.264,12.2102,7.8011,2.846,10.6471,10.8998,8.0538,0.892679891,0.659596075,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5528,0.5592,0.0064,0.411,0.1482,14.82,0.984428224,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.0261,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
2,5,h,oe,10,HiElev,LoWat,9,oe10HiElev9,16,12,28,0.571428571,0.285306844,0.327457086,0.577514365,0.662834331,7.1877,1.972371232,6.2625,4.151,2.0507,0.9252,2.9759,3.0367,2.1115,0.731558661,0.508672609,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3234,0.3452,0.0218,0.2539,0.0913,9.13,0.914139425,7.31,731,80.0657,8.006571742,0.01248974,0.124897401,Yes,NA,NA,NA,NA,No,-0.0084,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
2,4,e,oe,10,HiElev,HiWat,10,oe10HiElev10,32,17,49,0.653061224,0.148799448,0.162179014,0.75825967,0.826439928,25.5216,3.239525152,23.4161,19.352,3.7976,2.1055,5.9031,6.1696,4.0641,0.318809425,0.210009301,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4085,0.4241,0.0156,0.314,0.1101,11.01,0.950318471,9.4,940,85.3769,8.537693006,0.011712766,0.11712766,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
2,4,d,oe,10,HiElev,LoWat,11,oe10HiElev11,1,19,20,0.05,0.124175165,0.18280836,0.523895221,0.771268767,2.5005,0.916490712,1.6985,1.31,0.3105,0.802,1.1125,1.1905,0.3885,0.908778626,0.296564885,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1517,0.1686,0.0169,0.1193,0.0493,4.93,0.858340319,4.2,420,85.1927,8.519269777,0.011738095,0.117380952,Yes,NA,NA,NA,NA,No,0.057133333,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
1,2,e,oe,10,HiElev,HiWat,12,oe10HiElev12,6,13,19,0.315789474,0.175137038,0.208786896,0.639893518,0.762839106,6.9871,1.944065592,5.861,4.471,1.2237,1.1261,2.3498,2.5161,1.39,0.562760009,0.310892418,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4085,0.4441,0.0356,0.334,0.1101,11.01,0.893413174,6.78,678,61.5804,6.158038147,0.016238938,0.162389381,Yes,NA,NA,NA,NA,No,0.018366667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
3,2,g,oe,10,HiElev,HiWat,x1,oe10HiElevx1,27,16,43,0.627906977,NA,NA,NA,NA,1.8202,0.598946385,NA,NA,NA,1.8202,1.8202,1.8202,0,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3429,0.3508,0.0079,0.2391,0.1117,11.17,0.966959431,7.63,763,68.308,6.830796777,0.014639581,0.146395806,Yes,NA,NA,NA,NA,No,-0.036233333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
1,7,b,oe,11,HiElev,LoWat,1,oe11HiElev1,2,5,7,0.285714286,0.218875838,0.249278378,0.641202125,0.73026711,7.7729,2.050643325,6.8249,4.984,1.7013,0.948,2.6493,2.7889,1.8409,0.559570626,0.369361958,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6845,0.6864,0.0019,0.4777,0.2087,20.87,0.996022608,26.63,2663,127.5994,12.7599425,0.007837026,0.078370259,Yes,NA,NA,NA,NA,No,0.0246,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
2,6,h,oe,11,HiElev,LoWat,2,oe11HiElev2,4,8,12,0.333333333,NA,NA,NA,NA,1.8232,0.600593199,NA,NA,0.7573,0.9883,1.7456,1.8232,0.8349,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2601,0.3562,0.0961,0.2543,0.1019,10.19,0.622099882,6.231,623.1,61.1482,6.114818449,0.016353715,0.163537153,Yes,NA,NA,NA,NA,No,0.057133333,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
3,10,e,oe,11,HiElev,LoWat,3,oe11HiElev3,15,13,28,0.535714286,NA,NA,NA,NA,2.0253,0.705717838,NA,NA,NA,2.0253,2.0253,2.0253,0,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456,0.4646,0.0086,0.3374,0.1272,12.72,0.974510966,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.0039,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
2,11,d,oe,11,HiElev,LoWat,4,oe11HiElev4,2,NA,2,NA,0.142065339,0.152958569,0.784607914,0.844769769,5.9719,1.787065135,5.5466,4.6856,0.8484,0.4253,1.2737,1.2863,0.861,0.27452194,0.183754482,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5612,0.6157,0.0545,0.4304,0.1853,18.53,0.873373606,12.8,1280,69.0772,6.907717215,0.014476563,0.144765625,Yes,NA,NA,NA,NA,No,0.020633333,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
2,6,g,oe,11,HiElev,HiWat,5,oe11HiElev5,29,15,44,0.659090909,0.224823009,0.268895341,0.596234882,0.71311554,21.2158,3.054746187,17.7385,12.6496,4.7698,3.4773,8.2471,8.5662,5.0889,0.677191374,0.402297306,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6747,0.6923,0.0176,0.5102,0.1821,18.21,0.965503724,14.92,1492,81.933,8.193300384,0.012205094,0.122050938,Yes,NA,NA,NA,NA,No,0.032833333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
1,6,e,oe,11,HiElev,HiWat,6,oe11HiElev6,16,10,26,0.615384615,0.234925821,0.262906494,0.652011248,0.729668586,20.8751,3.038557061,18.6534,13.6108,4.9041,2.2217,7.1258,7.2643,5.0426,0.533715873,0.370485203,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6276,0.6352,0.0076,0.2749,0.3603,36.03,0.972353583,27.1,2710,75.2151,7.521509853,0.013295203,0.13295203,Yes,NA,NA,NA,NA,No,-0.018566667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
1,6,h,oe,11,HiElev,LoWat,8,oe11HiElev8,7,6,13,0.538461538,NA,NA,NA,NA,2.6042,0.957125526,NA,NA,1.8783,0.5745,2.4528,2.6042,2.0297,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6482,0.6633,0.0151,0.4549,0.2084,20.84,0.966805891,16.63,1663,79.7985,7.979846449,0.012531569,0.125315695,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
3,5,a,oe,11,HiElev,HiWat,9,oe11HiElev9,NA,11,11,NA,0.293541631,0.381148966,0.463148498,0.601374907,14.5625,2.678449731,11.2153,6.7446,4.2747,3.3472,7.6219,7.8179,4.4707,1.159134715,0.662856211,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6004,0.6776,0.0772,0.487,0.1906,19.06,0.841478439,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.028833333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
2,8,c,oe,11,HiElev,HiWat,10,oe11HiElev10,15,13,28,0.535714286,0.120575205,0.141376231,0.723595852,0.848426955,20.7439,3.032252228,17.6918,15.0102,2.5012,3.0521,5.5533,5.7337,2.6816,0.381986916,0.17865185,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.6104,4e-4,0.4385,0.1719,17.19,0.999087799,12.48,1248,72.6003,7.260034904,0.013774038,0.137740385,Yes,NA,NA,NA,NA,No,0.056966667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
3,13,c,oe,11,HiElev,LoWat,11,oe11HiElev11,18,5,23,0.782608696,0.225294424,0.254960373,0.649726449,0.73528006,10.1809,2.320513416,8.9963,6.6148,2.2937,1.1846,3.4783,3.5661,2.3815,0.53910927,0.360026002,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8897,0.8982,0.0085,0.6345,0.2637,26.37,0.986603625,21.36,2136,81.0011,8.100113766,0.012345506,0.123455056,Yes,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
3,9,b,oe,11,HiElev,HiWat,12,oe11HiElev12,29,7,36,0.805555556,0,NA,NA,NA,2.1831,0.780745885,NA,NA,NA,2.1831,2.1831,2.1831,0,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0231,1.0232,1e-4,0.6919,0.3313,33.13,0.99985547,20.64,2064,62.3,6.230003018,0.016051357,0.160513566,Yes,NA,NA,NA,NA,No,0.028833333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
1,12,c,oe,11,HiElev,HiWat,14,oe11HiElev14,3,4,7,0.428571429,0.157321661,0.175108713,0.735566488,0.818730875,2.7644,1.016823613,2.4836,2.0334,0.4349,0.2808,0.7157,0.731,0.4502,0.35949641,0.221402577,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5231,0.5427,0.0196,0.3945,0.1482,14.82,0.950316857,14.21,1421,95.8839,9.588394062,0.010429275,0.104292752,Yes,NA,NA,NA,NA,No,0.018366667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
1,5,e,oe,12,HiElev,HiWat,1,oe12HiElev1,30,12,42,0.714285714,0.299115587,0.354527855,0.524364719,0.621505222,24.7961,3.210686383,20.9205,13.0022,7.4169,3.8756,11.2925,11.7939,7.9183,0.907069573,0.608996939,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7216,0.7395,0.0179,0.5143,0.2252,22.52,0.965195411,16.04,1604,71.2256,7.122557726,0.0140399,0.140399002,Yes,NA,NA,NA,NA,No,0.0254,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 12 grown under high water conditions
2,13,b,oe,12,HiElev,HiWat,3,oe12HiElev3,NA,7,7,NA,0.271900555,0.298283547,0.628844591,0.689862494,11.5682,2.448259954,10.545,7.2746,3.1454,1.0232,4.1686,4.2936,3.2704,0.590218019,0.449564237,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4702,0.4931,0.0229,0.3484,0.1447,14.47,0.934270953,10.48,1048,72.4257,7.242570836,0.013807252,0.138072519,Yes,NA,NA,NA,NA,No,-0.025866667,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 12 grown under high water conditions
2,15,d,oe,12,HiElev,LoWat,4,oe12HiElev4,6,8,14,0.428571429,0.146607564,0.159200658,0.764738686,0.830427154,6.9935,1.944981146,6.4403,5.3482,1.0253,0.5532,1.5785,1.6453,1.0921,0.307636214,0.204199544,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7603,0.7794,0.0191,0.5554,0.224,22.4,0.965610371,21.54,2154,96.1607,9.616071429,0.010399257,0.103992572,Yes,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,high elevation,low water,high elevation maternal lineage 12 grown under low water conditions
2,4,a,oe,12,HiElev,HiWat,5,oe12HiElev5,18,13,31,0.580645161,0.131356008,0.14941352,0.741210395,0.843104599,22.3332,3.106074361,19.6341,16.5536,2.9336,2.6991,5.6327,5.7796,3.0805,0.349144597,0.186092451,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7017,0.7633,0.0616,0.5844,0.1789,17.89,0.894592745,15.31,1531,85.5785,8.557853549,0.011685173,0.116851731,Yes,NA,NA,NA,NA,No,-0.034033333,Oreomyrrhis eriopoda,high elevation,high water,high elevation maternal lineage 12 grown under high water conditions
