taxon_name,trait_name,value_type,value,unit,original_name,observation_id,value_new
Hakea ednieana,leaf_width,minimum,0.7,mm,Hakea ednieana,2473,NA
Hakea ednieana,leaf_width,maximum,1.8,mm,Hakea ednieana,2473,NA
Hakea erinacea,leaf_width,minimum,0.9,mm,Hakea erinacea,2481,NA
Hakea erinacea,leaf_width,maximum,1.3,mm,Hakea erinacea,2481,NA
Hakea eyreana,leaf_width,minimum,0.9,mm,Hakea eyreana,2482,NA
Hakea eyreana,leaf_width,maximum,1.5,mm,Hakea eyreana,2482,NA
Hakea horrida,leaf_width,minimum,1,mm,Hakea horrida,2495,NA
Hakea horrida,leaf_width,maximum,2.5,mm,Hakea horrida,2495,NA
Hakea ivoryi,leaf_width,minimum,0.6,mm,Hakea ivoryi,2499,NA
Hakea ivoryi,leaf_width,maximum,1.2,mm,Hakea ivoryi,2499,NA
Hakea laurina,plant_height,maximum,6,m,Hakea laurina,2507,NA
Hakea lissocarpha,leaf_width,minimum,0.4,mm,Hakea lissocarpha,2513,NA
Hakea lissocarpha,leaf_width,maximum,1.3,mm,Hakea lissocarpha,2513,NA
Hakea longiflora,leaf_width,minimum,0.8,mm,Hakea longiflora,2515,NA
Hakea longiflora,leaf_width,maximum,1.5,mm,Hakea longiflora,2515,NA
Hakea oldfieldii,plant_height,maximum,3,m,Hakea oldfieldii,2542,NA
Hakea petiolaris,plant_height,maximum,9,m,Hakea petiolaris,2554,NA
Hakea pulvinifera,leaf_width,minimum,1.2,mm,Hakea pulvinifera,2566,NA
Hakea pulvinifera,leaf_width,maximum,1.8,mm,Hakea pulvinifera,2566,NA
Hakea scoparia,plant_height,maximum,3.5,m,Hakea scoparia,2580,NA
Meionectes brownii,leaf_width,minimum,1,mm,Haloragis brownii,2610,NA
Meionectes brownii,leaf_width,maximum,2,mm,Haloragis brownii,2610,NA
Meionectes brownii,plant_height,maximum,0.6,m,Haloragis brownii,2610,NA
Meionectes tenuifolia,plant_height,maximum,0.3,m,Haloragis tenuifolia,2630,NA
Haloragis trigonocarpa,leaf_length,minimum,20,mm,Haloragis trigonocarpa,2631,NA
Haloragis trigonocarpa,leaf_length,maximum,55,mm,Haloragis trigonocarpa,2631,NA
Hanguana malayana,leaf_length,minimum,1200,mm,Hanguana malayana,2638,NA
Hanguana malayana,leaf_width,minimum,150,mm,Hanguana malayana,2638,NA
Harrisonia brownii,leaf_length,minimum,50,mm,Harrisonia brownii,2654,NA
Hedychium coronarium,leaf_length,minimum,600,mm,Hedychium coronarium,2658,NA
Hedychium coronarium,leaf_width,minimum,110,mm,Hedychium coronarium,2658,NA
Hedychium gardnerianum,leaf_length,minimum,400,mm,Hedychium gardnerianum,2659,NA
Hedychium gardnerianum,leaf_width,minimum,150,mm,Hedychium gardnerianum,2659,NA
Helmholtzia acorifolia,leaf_length,minimum,1000,mm,Helmholtzia acorifolia,2670,NA
Helmholtzia acorifolia,leaf_width,minimum,40,mm,Helmholtzia acorifolia,2670,NA
Helmholtzia acorifolia,plant_height,maximum,1,m,Helmholtzia acorifolia,2670,NA
Helmholtzia glaberrima,leaf_length,minimum,500,mm,Helmholtzia glaberrima,2671,NA
Helmholtzia glaberrima,leaf_width,minimum,55,mm,Helmholtzia glaberrima,2671,NA
Helmholtzia glaberrima,plant_height,maximum,0.5,m,Helmholtzia glaberrima,2671,NA
Hensmania chapmanii,plant_height,maximum,0.3,m,Hensmania chapmanii,2673,NA
Hensmania turbinata,leaf_length,minimum,250,mm,Hensmania turbinata,2675,NA
Herpolirion novae-zelandiae,leaf_length,minimum,50,mm,Herpolirion novae-zelandiae,2676,NA
Herpolirion novae-zelandiae,plant_height,maximum,0.2,m,Herpolirion novae-zelandiae,2676,NA
Moraea lewisiae,plant_height,maximum,0.6,m,Hexaglottis lewisiae,2685,NA
Hicksbeachia pilosa,plant_height,maximum,6,m,Hicksbeachia pilosa,2687,NA
Hicksbeachia pinnatifolia,plant_height,maximum,10,m,Hicksbeachia pinnatifolia,2688,NA
Hodgsoniola junciformis,plant_height,maximum,1,m,Hodgsoniola junciformis,2690,NA
Moraea ochroleuca,leaf_length,minimum,6,mm,Homeria ochroleuca,2694,NA
Moraea ochroleuca,leaf_length,maximum,15,mm,Homeria ochroleuca,2694,NA
Hornstedtia scottiana,leaf_length,minimum,700,mm,Hornstedtia scottiana,2695,NA
Hypoxis arillacea,plant_height,maximum,0.3,m,Hypoxis arillacea,2700,NA
Hypoxis marginata,plant_height,maximum,0.3,m,Hypoxis marginata,2710,NA
Hypoxis nervosa,plant_height,maximum,0.3,m,Hypoxis nervosa,2711,NA
Iphigenia indica,leaf_length,minimum,400,mm,Iphigenia indica,2731,NA
Iphigenia indica,leaf_length,maximum,500,mm,Iphigenia indica,2731,NA
Iris germanica,plant_height,maximum,1.2,m,Iris germanica,2732,NA
Isopogon dubius,leaf_length,minimum,35,mm,Isopogon dubius,2753,NA
Isopogon mnoraifolius,leaf_length,minimum,100,mm,Isopogon mnoraifolius,2764,NA
Isopogon prostratus,plant_height,maximum,1,m,Isopogon prostratus,2767,NA
Johnsonia acaulis,plant_height,maximum,0.2,m,Johnsonia acaulis,2788,NA
Kingia australis,leaf_length,minimum,600,mm,Kingia australis,2795,NA
Korthalsella breviarticulata,leaf_width,minimum,20,mm,Korthalsella breviarticulata,2796,NA
Korthalsella breviarticulata,plant_height,maximum,0.16,m,Korthalsella breviarticulata,2796,NA
Korthalsella grayi,leaf_length,minimum,8,mm,Korthalsella grayi,2797,NA
Korthalsella grayi,leaf_length,maximum,15,mm,Korthalsella grayi,2797,NA
Korthalsella grayi,leaf_width,minimum,1,mm,Korthalsella grayi,2797,NA
Korthalsella leucothrix,leaf_length,minimum,10,mm,Korthalsella leucothrix,2799,NA
Korthalsella leucothrix,leaf_length,maximum,20,mm,Korthalsella leucothrix,2799,NA
Korthalsella leucothrix,leaf_width,minimum,2,mm,Korthalsella leucothrix,2799,NA
Korthalsella leucothrix,leaf_width,maximum,5,mm,Korthalsella leucothrix,2799,NA
Korthalsella leucothrix,plant_height,maximum,0.09,m,Korthalsella leucothrix,2799,NA
Korthalsella papuana,leaf_length,minimum,25,mm,Korthalsella papuana,2800,NA
Korthalsella papuana,leaf_width,minimum,15,mm,Korthalsella papuana,2800,NA
Korthalsella papuana,leaf_width,maximum,22,mm,Korthalsella papuana,2800,NA
Korthalsella rubra,leaf_length,minimum,10,mm,Korthalsella rubra,2801,NA
Korthalsella rubra,leaf_length,maximum,18,mm,Korthalsella rubra,2801,NA
Korthalsella rubra,leaf_width,minimum,3,mm,Korthalsella rubra,2801,NA
Korthalsella rubra,leaf_width,maximum,8,mm,Korthalsella rubra,2801,NA
Korthalsella rubra,plant_height,maximum,0.16,m,Korthalsella rubra,2801,NA
Korthalsella rubra subsp. rubra,plant_height,maximum,0.1,m,Korthalsella rubra subsp. rubra,2803,NA
Lambertia formosa,leaf_length,minimum,10,mm,Lambertia formosa,2832,NA
Lambertia formosa,leaf_width,minimum,2,mm,Lambertia formosa,2832,NA
Lambertia inermis var. inermis,plant_height,maximum,6,m,Lambertia inermis var. inermis,2836,NA
Lambertia orbifolia,leaf_length,minimum,15,mm,Lambertia orbifolia,2840,NA
Lambertia orbifolia,leaf_length,maximum,20,mm,Lambertia orbifolia,2840,NA
Lepidozamia hopei,plant_height,maximum,20,m,Lepidozamia hopei,2900,NA
Lepidozamia peroffskyana,leaf_width,minimum,5,mm,Lepidozamia peroffskyana,2901,NA
Lepidozamia peroffskyana,leaf_width,maximum,13,mm,Lepidozamia peroffskyana,2901,NA
Lepidozamia peroffskyana,plant_height,maximum,7,m,Lepidozamia peroffskyana,2901,NA
Leptomeria acida,leaf_length,minimum,2,mm,Leptomeria acida,2903,NA
Leptomeria drupacea,leaf_length,minimum,1,mm,Leptomeria drupacea,2908,NA
Leptomeria pachyclada,leaf_length,minimum,1.5,mm,Leptomeria pachyclada,2913,NA
Lomandra caespitosa,leaf_width,minimum,1,mm,Lomandra caespitosa,2940,NA
Lomandra collina,leaf_width,minimum,1.5,mm,Lomandra collina,2941,NA
Lomandra elongata,leaf_width,minimum,1,mm,Lomandra elongata,2952,NA
Lomandra gracilis,leaf_length,minimum,400,mm,Lomandra gracilis,2960,NA
Lomandra integra,plant_height,maximum,0.2,m,Lomandra integra,2964,NA
Lomandra laxa,leaf_length,minimum,200,mm,Lomandra laxa,2966,NA
Lomandra laxa,leaf_length,maximum,400,mm,Lomandra laxa,2966,NA
Lomandra micrantha subsp. teretifolia,leaf_length,minimum,50,mm,Lomandra micrantha subsp. teretifolia,2974,NA
Lomandra micrantha subsp. teretifolia,leaf_length,maximum,150,mm,Lomandra micrantha subsp. teretifolia,2974,NA
Lomandra ordii,plant_height,maximum,1.5,m,Lomandra ordii,2986,NA
Lomandra suaveolens,leaf_length,minimum,300,mm,Lomandra suaveolens,2998,NA
Lomandra teres,leaf_length,minimum,950,mm,Lomandra teres,2999,NA
Lomandra tropica,leaf_width,minimum,3.5,mm,Lomandra tropica,3000,NA
Lomatia silaifolia,leaf_length,minimum,300,mm,Lomatia silaifolia,3007,NA
Lomatia tinctoria,leaf_length,minimum,100,mm,Lomatia tinctoria,3009,NA
Lomatia tinctoria,leaf_width,minimum,10,mm,Lomatia tinctoria,3009,NA
Lomatia tinctoria,leaf_width,maximum,50,mm,Lomatia tinctoria,3009,NA
Lythrum hyssopifolia,plant_height,maximum,0.6,m,Lythrum hyssopifolia,3023,NA
Lythrum junceum,plant_height,maximum,1,m,Lythrum junceum,3024,NA
Lythrum salicaria,plant_height,maximum,1.5,m,Lythrum salicaria,3026,NA
Macropidia fuliginosa,plant_height,maximum,1.8,m,Macropidia fuliginosa,3036,NA
Uvaria scabridula,plant_height,maximum,0.16,m,Melodorum scabridulum,3062,NA
Myriophyllum trifidum,leaf_length,minimum,10,mm,Meziella trifida,3069,NA
Microcachrys tetragona,leaf_length,minimum,1,mm,Microcachrys tetragona,3070,NA
Microcachrys tetragona,leaf_width,minimum,1,mm,Microcachrys tetragona,3070,NA
Pherosphaera fitzgeraldii,leaf_width,minimum,1,mm,Microstrobos fitzgeraldii,3071,NA
Molineria capitulata,leaf_width,minimum,50,mm,Molineria capitulata,3095,NA
Molineria capitulata,leaf_width,maximum,200,mm,Molineria capitulata,3095,NA
Thysanotus exfimbriatus,plant_height,maximum,1,m,Murchisonia volubilis,3101,NA
Musa fitzalanii,leaf_width,minimum,600,mm,Musa fitzalanii,3103,NA
Musa jackeyi,leaf_length,minimum,2000,mm,Musa jackeyi,3104,NA
Musa jackeyi,leaf_width,minimum,600,mm,Musa jackeyi,3104,NA
Myriophyllum callitrichoides subsp. callitrichoides,plant_height,maximum,0.07,m,Myriophyllum callitrichoides subsp. callitrichoides,3108,NA
Myriophyllum callitrichoides subsp. striatum,plant_height,maximum,0.02,m,Myriophyllum callitrichoides subsp. striatum,3109,NA
Myriophyllum pedunculatum subsp. pedunculatum,plant_height,maximum,0.1,m,Myriophyllum pedunculatum subsp. pedunculatum,3114,NA
Neostrearia fleckeri,leaf_length,minimum,180,mm,Neostrearia fleckeri,3125,NA
Neostrearia fleckeri,leaf_width,minimum,70,mm,Neostrearia fleckeri,3125,NA
Ammannia arnhemica,leaf_length,minimum,70,mm,Nesaea arnhemica,3134,NA
Ammannia muelleri,leaf_length,minimum,15,mm,Nesaea muelleri,3136,NA
Ammannia fitzgeraldii,leaf_length,minimum,7,mm,Nesaea repens,3137,NA
Ammannia striatiflora,leaf_length,minimum,15,mm,Nesaea striatiflora,3138,NA
Noahdendron nicholasii,leaf_length,minimum,300,mm,Noahdendron nicholasii,3139,NA
Noahdendron nicholasii,leaf_width,minimum,100,mm,Noahdendron nicholasii,3139,NA
Notothixos subaureus,leaf_length,minimum,30,mm,Notothixos subaureus,3148,NA
Orites milliganii,plant_height,maximum,6,m,Orites milliganii,3176,NA
Ornithogalum umbellatum,leaf_length,minimum,300,mm,Ornithogalum umbellatum,3178,NA
Ornithogalum umbellatum,leaf_width,minimum,6,mm,Ornithogalum umbellatum,3178,NA
Orthrosanthus laxus var. gramineus,plant_height,maximum,0.4,m,Orthrosanthus laxus var. gramineus,3180,NA
Orthrosanthus laxus var. laxus,plant_height,maximum,0.55,m,Orthrosanthus laxus var. laxus,3181,NA
Ostrearia australiana,leaf_length,minimum,170,mm,Ostrearia australiana,3187,NA
Ostrearia australiana,leaf_width,minimum,60,mm,Ostrearia australiana,3187,NA
Peperomia bellendenkerensis,leaf_length,minimum,16,mm,Peperomia bellendenkerensis,3237,NA
Peperomia bellendenkerensis,leaf_width,minimum,13,mm,Peperomia bellendenkerensis,3237,NA
Peperomia enervis,leaf_length,minimum,15,mm,Peperomia enervis,3239,NA
Peperomia enervis,leaf_width,minimum,7,mm,Peperomia enervis,3239,NA
Peperomia hunteriana,leaf_length,minimum,15,mm,Peperomia hunteriana,3240,NA
Peperomia hunteriana,leaf_width,minimum,10,mm,Peperomia hunteriana,3240,NA
Peperomia pellucida,leaf_length,minimum,35,mm,Peperomia pellucida,3241,NA
Peperomia pellucida,leaf_width,minimum,30,mm,Peperomia pellucida,3241,NA
Peperomia tetraphylla,leaf_length,minimum,14,mm,Peperomia tetraphylla,3242,NA
Peperomia tetraphylla,leaf_width,minimum,9,mm,Peperomia tetraphylla,3242,NA
Persoonia acerosa,leaf_width,minimum,0.5,mm,Persoonia acerosa,3244,NA
Persoonia isophylla,leaf_width,minimum,0.5,mm,Persoonia isophylla,3289,NA
Persoonia pinifolia,leaf_width,minimum,0.5,mm,Persoonia pinifolia,3332,NA
Petrophile anceps,leaf_length,minimum,110,mm,Petrophile anceps,3368,NA
Petrophile ericifolia,leaf_length,minimum,12,mm,Petrophile ericifolia,3384,NA
Petrophile fastigiata,leaf_length,minimum,110,mm,Petrophile fastigiata,3387,NA
Petrophile heterophylla,leaf_length,minimum,140,mm,Petrophile heterophylla,3390,NA
Petrophile imbricata,leaf_length,minimum,15,mm,Petrophile imbricata,3391,NA
Petrophile incurvata,leaf_length,minimum,70,mm,Petrophile incurvata,3392,NA
Petrophile incurvata,leaf_length,maximum,120,mm,Petrophile incurvata,3392,NA
Petrophile longifolia,leaf_length,minimum,300,mm,Petrophile longifolia,3394,NA
Petrophile squamata,leaf_length,minimum,65,mm,Petrophile squamata,3415,NA
Petrophile trifurcata,leaf_length,minimum,100,mm,Petrophile trifurcata,3419,NA
Petrophile trifurcata,leaf_length,maximum,160,mm,Petrophile trifurcata,3419,NA
Philydrella drummondii,plant_height,maximum,0.25,m,Philydrella drummondii,3424,NA
Philydrella pygmaea,plant_height,maximum,0.18,m,Philydrella pygmaea,3425,NA
Philydrum lanuginosum,leaf_length,minimum,600,mm,Philydrum lanuginosum,3428,NA
Phlebocarya ciliata,plant_height,maximum,0.65,m,Phlebocarya ciliata,3429,NA
Pimelea decora,plant_height,maximum,1,m,Pimelea decora,3472,NA
Pimelea glauca,plant_height,maximum,1,m,Pimelea glauca,3485,NA
Pimelea haematostachya,plant_height,maximum,1,m,Pimelea haematostachya,3487,NA
Pimelea halophila,leaf_length,minimum,0.4,mm,Pimelea halophila,3488,NA
Pimelea halophila,leaf_length,maximum,3.2,mm,Pimelea halophila,3488,NA
Pimelea halophila,leaf_width,minimum,0.4,mm,Pimelea halophila,3488,NA
Pimelea halophila,leaf_width,maximum,1.5,mm,Pimelea halophila,3488,NA
Pimelea microcephala,leaf_length,minimum,2,mm,Pimelea microcephala,3525,NA
Pimelea microcephala,leaf_length,maximum,30,mm,Pimelea microcephala,3525,NA
Pimelea microcephala,leaf_width,minimum,1,mm,Pimelea microcephala,3525,NA
Pimelea microcephala,leaf_width,maximum,7,mm,Pimelea microcephala,3525,NA
Pimelea rara,leaf_width,minimum,8,mm,Pimelea rara,3542,NA
Ranunculus acaulis,leaf_length,minimum,5,mm,Ranunculus acaulis,3628,NA
Ranunculus acaulis,leaf_length,maximum,15,mm,Ranunculus acaulis,3628,NA
Ranunculus amphitrichus,leaf_length,minimum,10,mm,Ranunculus amphitrichus,3631,NA
Ranunculus amphitrichus,leaf_length,maximum,70,mm,Ranunculus amphitrichus,3631,NA
Ranunculus amplus,leaf_length,minimum,50,mm,Ranunculus amplus,3632,NA
Ranunculus amplus,leaf_length,maximum,130,mm,Ranunculus amplus,3632,NA
Ranunculus anemoneus,leaf_length,minimum,50,mm,Ranunculus anemoneus,3633,NA
Ranunculus anemoneus,leaf_length,maximum,130,mm,Ranunculus anemoneus,3633,NA
Ranunculus anemoneus,plant_height,maximum,0.35,m,Ranunculus anemoneus,3633,NA
Ranunculus clivicola,plant_height,maximum,0.5,m,Ranunculus clivicola,3635,NA
Ranunculus collinus,leaf_length,minimum,5,mm,Ranunculus collinus,3637,NA
Ranunculus collinus,leaf_length,maximum,65,mm,Ranunculus collinus,3637,NA
Ranunculus collinus,leaf_width,minimum,5,mm,Ranunculus collinus,3637,NA
Ranunculus collinus,leaf_width,maximum,65,mm,Ranunculus collinus,3637,NA
Ranunculus dissectifolius,leaf_width,minimum,10,mm,Ranunculus dissectifolius,3641,NA
Ranunculus dissectifolius,leaf_width,maximum,45,mm,Ranunculus dissectifolius,3641,NA
Ranunculus dissectifolius,plant_height,maximum,0.25,m,Ranunculus dissectifolius,3641,NA
Ranunculus glabrifolius,leaf_length,minimum,10,mm,Ranunculus glabrifolius,3644,NA
Ranunculus glabrifolius,leaf_length,maximum,70,mm,Ranunculus glabrifolius,3644,NA
Ranunculus hamatosetosus,leaf_width,minimum,5,mm,Ranunculus hamatosetosus,3647,NA
Ranunculus hamatosetosus,leaf_width,maximum,25,mm,Ranunculus hamatosetosus,3647,NA
Ranunculus inundatus,leaf_length,minimum,10,mm,Ranunculus inundatus,3648,NA
Ranunculus inundatus,leaf_length,maximum,50,mm,Ranunculus inundatus,3648,NA
Ranunculus lappaceus,leaf_length,minimum,15,mm,Ranunculus lappaceus,3650,NA
Ranunculus lappaceus,leaf_length,maximum,110,mm,Ranunculus lappaceus,3650,NA
Ranunculus lappaceus,plant_height,maximum,1.7,m,Ranunculus lappaceus,3650,NA
Ranunculus meristus,leaf_length,minimum,25,mm,Ranunculus meristus,3651,NA
Ranunculus meristus,leaf_length,maximum,90,mm,Ranunculus meristus,3651,NA
Ranunculus meristus,plant_height,maximum,0.5,m,Ranunculus meristus,3651,NA
Ranunculus millanii,leaf_width,minimum,0.5,mm,Ranunculus millanii,3652,NA
Ranunculus millanii,leaf_width,maximum,2,mm,Ranunculus millanii,3652,NA
Ranunculus muricatus,leaf_width,minimum,15,mm,Ranunculus muricatus,3654,NA
Ranunculus muricatus,leaf_width,maximum,50,mm,Ranunculus muricatus,3654,NA
Ranunculus niphophilus,leaf_width,minimum,6,mm,Ranunculus niphophilus,3656,NA
Ranunculus niphophilus,leaf_width,maximum,45,mm,Ranunculus niphophilus,3656,NA
Ranunculus pachycarpus,plant_height,maximum,0.4,m,Ranunculus pachycarpus,3657,NA
Ranunculus parviflorus,leaf_length,minimum,15,mm,Ranunculus parviflorus,3659,NA
Ranunculus parviflorus,leaf_length,maximum,40,mm,Ranunculus parviflorus,3659,NA
Ranunculus pumilio,leaf_width,minimum,0.5,mm,Ranunculus pumilio,3668,NA
Ranunculus pumilio,leaf_width,maximum,1.5,mm,Ranunculus pumilio,3668,NA
Ranunculus sessiliflorus var. pilulifer,leaf_width,minimum,0.5,mm,Ranunculus sessiliflorus var. pilulifer,3677,NA
Ranunculus sessiliflorus var. pilulifer,leaf_width,maximum,1.5,mm,Ranunculus sessiliflorus var. pilulifer,3677,NA
Ranunculus sessiliflorus var. sessiliflorus,leaf_width,minimum,2,mm,Ranunculus sessiliflorus var. sessiliflorus,3678,NA
Ranunculus setaceus,leaf_width,minimum,1,mm,Ranunculus setaceus,3679,NA
Ranunculus triplodontus,leaf_length,minimum,8,mm,Ranunculus triplodontus,3681,NA
Ranunculus triplodontus,leaf_length,maximum,25,mm,Ranunculus triplodontus,3681,NA
Ripogonum discolor,leaf_length,minimum,200,mm,Ripogonum discolor,3696,NA
Rotala occultiflora,plant_height,maximum,0.15,m,Rotala occultiflora,3705,NA
Rotala rosea,plant_height,maximum,0.25,m,Rotala rosea,3706,NA
Rotala tripartita,plant_height,maximum,0.4,m,Rotala tripartita,3708,NA
Scaevola auriculata,plant_height,maximum,0.7,m,Scaevola auriculata,3741,NA
Scaevola densifolia,plant_height,maximum,0.4,m,Scaevola densifolia,3757,NA
Scaevola graminea,leaf_width,minimum,2,mm,Scaevola graminea,3766,NA
Scaevola hamiltonii,plant_height,maximum,0.45,m,Scaevola hamiltonii,3767,NA
Scaevola humifusa,plant_height,maximum,0.4,m,Scaevola humifusa,3769,NA
Scaevola linearis,plant_height,maximum,0.6,m,Scaevola linearis,3773,NA
Scaevola microphylla,plant_height,maximum,0.5,m,Scaevola microphylla,3778,NA
Scaevola pulchella,plant_height,maximum,0.9,m,Scaevola pulchella,3795,NA
Scaevola tenuifolia,plant_height,maximum,1,m,Scaevola tenuifolia,3814,NA
Selliera radicans,plant_height,maximum,0.3,m,Selliera radicans,3823,NA
Senna charlesiana,leaf_width,minimum,1,mm,Senna charlesiana,3831,NA
Senna artemisioides subsp. filifolia,leaf_width,minimum,1,mm,Senna filifolia,3842,NA
Senna gaudichaudii,plant_height,maximum,2,m,Senna gaudichaudii,3844,NA
Senna manicula,leaf_width,minimum,1,mm,Senna manicula,3855,NA
Senna cardiosperma subsp. microphylla,leaf_width,minimum,1,mm,Senna microphylla,3856,NA
Sonneratia alba,leaf_width,minimum,5,mm,Sonneratia alba,3892,NA
Sonneratia alba,leaf_width,maximum,15,mm,Sonneratia alba,3892,NA
Sonneratia caseolaris,leaf_width,minimum,2,mm,Sonneratia caseolaris,3893,NA
Sonneratia caseolaris,leaf_width,maximum,9,mm,Sonneratia caseolaris,3893,NA
Sonneratia x gulngai,leaf_width,minimum,6,mm,Sonneratia gulngai,3894,NA
Sonneratia x gulngai,leaf_width,maximum,14,mm,Sonneratia gulngai,3894,NA
Sonneratia lanceolata,leaf_width,minimum,2,mm,Sonneratia lanceolata,3895,NA
Sonneratia lanceolata,leaf_width,maximum,7,mm,Sonneratia lanceolata,3895,NA
Sowerbaea alliacea,leaf_width,minimum,1,mm,Sowerbaea alliacea,3896,NA
Sowerbaea alliacea,leaf_width,maximum,1,mm,Sowerbaea alliacea,3896,NA
Sowerbaea multicaulis,leaf_width,minimum,1,mm,Sowerbaea multicaulis,3899,NA
Sowerbaea multicaulis,leaf_width,maximum,1,mm,Sowerbaea multicaulis,3899,NA
Sowerbaea subtilis,leaf_width,minimum,1,mm,Sowerbaea subtilis,3900,NA
Sparganium erectum,plant_height,maximum,1.6,m,Sparganium erectum,3901,NA
Sparganium subglobosum,plant_height,maximum,1.3,m,Sparganium subglobosum,3902,NA
Stackhousia clementii,leaf_width,minimum,1,mm,Stackhousia clementii,3906,NA
Stackhousia clementii,leaf_width,maximum,1,mm,Stackhousia clementii,3906,NA
Stackhousia dielsii,leaf_width,minimum,1,mm,Stackhousia dielsii,3907,NA
Stackhousia dielsii,leaf_width,maximum,1,mm,Stackhousia dielsii,3907,NA
Stackhousia intermedia,leaf_width,minimum,1,mm,Stackhousia intermedia,3908,NA
Stackhousia intermedia,leaf_width,maximum,1,mm,Stackhousia intermedia,3908,NA
Stackhousia muricata,leaf_length,minimum,0.5,mm,Stackhousia muricata,3911,NA
Stackhousia muricata,leaf_length,maximum,2.5,mm,Stackhousia muricata,3911,NA
Stackhousia viminea,leaf_length,minimum,1.6,mm,Stackhousia viminea,3917,NA
Stackhousia viminea,leaf_length,maximum,7.5,mm,Stackhousia viminea,3917,NA
Stemona prostrata,plant_height,maximum,0.3,m,Stemona prostrata,3930,NA
Stirlingia abrotanoides,plant_height,maximum,0.16,m,Stirlingia abrotanoides,3947,NA
Stirlingia anethifolia,leaf_length,minimum,3,mm,Stirlingia anethifolia,3948,NA
Stirlingia anethifolia,leaf_length,maximum,50,mm,Stirlingia anethifolia,3948,NA
Stirlingia anethifolia,plant_height,maximum,0.25,m,Stirlingia anethifolia,3948,NA
Stirlingia divaricatissima,leaf_length,minimum,2,mm,Stirlingia divaricatissima,3949,NA
Stirlingia divaricatissima,leaf_length,maximum,4,mm,Stirlingia divaricatissima,3949,NA
Stirlingia latifolia,leaf_length,maximum,100,mm,Stirlingia latifolia,3950,NA
Stirlingia latifolia,leaf_width,minimum,1,mm,Stirlingia latifolia,3950,NA
Stirlingia latifolia,leaf_width,maximum,15,mm,Stirlingia latifolia,3950,NA
Stirlingia latifolia,plant_height,maximum,1.5,m,Stirlingia latifolia,3950,NA
Stirlingia seselifolia,leaf_length,minimum,2,mm,Stirlingia seselifolia,3951,NA
Stirlingia seselifolia,leaf_length,maximum,10,mm,Stirlingia seselifolia,3951,NA
Stirlingia seselifolia,plant_height,maximum,0.7,m,Stirlingia seselifolia,3951,NA
Stirlingia simplex,leaf_length,minimum,2,mm,Stirlingia simplex,3952,NA
Stirlingia simplex,leaf_length,maximum,20,mm,Stirlingia simplex,3952,NA
Stirlingia simplex,plant_height,maximum,0.6,m,Stirlingia simplex,3952,NA
Stirlingia tenuifolia,leaf_length,minimum,1,mm,Stirlingia tenuifolia,3953,NA
Stirlingia tenuifolia,leaf_length,maximum,4,mm,Stirlingia tenuifolia,3953,NA
Stirlingia tenuifolia,plant_height,maximum,1,m,Stirlingia tenuifolia,3953,NA
Strangea stenocarpoides,plant_height,maximum,1.2,m,Strangea stenocarpoides,3957,NA
Stypandra glauca,plant_height,maximum,1.5,m,Stypandra glauca,3960,NA
Synaphea acutiloba,plant_height,maximum,1,m,Synaphea acutiloba,3964,NA
Synaphea aephynsa,plant_height,maximum,0.3,m,Synaphea aephynsa,3965,NA
Synaphea bifurcata,plant_height,maximum,0.5,m,Synaphea bifurcata,3966,NA
Synaphea boyaginensis,plant_height,maximum,0.25,m,Synaphea boyaginensis,3967,NA
Synaphea cervifolia,plant_height,maximum,0.3,m,Synaphea cervifolia,3970,NA
Synaphea constricta,plant_height,maximum,0.3,m,Synaphea constricta,3971,NA
Synaphea damopsis,plant_height,maximum,0.1,m,Synaphea damopsis,3973,NA
Synaphea decorticans,plant_height,maximum,0.6,m,Synaphea decorticans,3974,NA
Synaphea decumbens,plant_height,maximum,0.1,m,Synaphea decumbens,3975,NA
Synaphea endothrix,plant_height,maximum,0.3,m,Synaphea endothrix,3978,NA
Synaphea flabelliformis,plant_height,maximum,0.25,m,Synaphea flabelliformis,3980,NA
Synaphea flexuosa,plant_height,maximum,0.15,m,Synaphea flexuosa,3981,NA
Synaphea gracillima,plant_height,maximum,1,m,Synaphea gracillima,3983,NA
Synaphea grandis,plant_height,maximum,0.3,m,Synaphea grandis,3984,NA
Synaphea incurva,plant_height,maximum,0.2,m,Synaphea incurva,3986,NA
Synaphea interioris,plant_height,maximum,0.5,m,Synaphea interioris,3987,NA
Synaphea intricata,plant_height,maximum,0.5,m,Synaphea intricata,3988,NA
Synaphea lesueurensis,plant_height,maximum,0.5,m,Synaphea lesueurensis,3989,NA
Synaphea macrophylla,plant_height,maximum,0.2,m,Synaphea macrophylla,3990,NA
Synaphea media,plant_height,maximum,0.6,m,Synaphea media,3991,NA
Synaphea obtusata,plant_height,maximum,0.04,m,Synaphea obtusata,3993,NA
Synaphea odocoileops,plant_height,maximum,0.5,m,Synaphea odocoileops,3994,NA
Synaphea otiostigma,plant_height,maximum,0.1,m,Synaphea otiostigma,3996,NA
Synaphea oulopha,plant_height,maximum,0.2,m,Synaphea oulopha,3997,NA
Synaphea panhesya,plant_height,maximum,0.6,m,Synaphea panhesya,3998,NA
Synaphea petiolaris,leaf_width,minimum,5,mm,Synaphea petiolaris,4000,NA
Synaphea petiolaris,leaf_width,maximum,8,mm,Synaphea petiolaris,4000,NA
