PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
5429,Poales,Poaceae,Poaceae,,Eriachne,,,,,glauca var. glauca  ,,,,,,Eriachne glauca R.Br. var. glauca,Eriachne glauca var. glauca,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,,2500,2,5,simple,,,,,,,,5250,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00024,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5430,Poales,Poaceae,Poaceae,,Eriachne,,,,,glauca var. barbinodis  ,,,,,,Eriachne glauca var. barbinodis W.Hartley,Eriachne glauca var. barbinodis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,,2500,2,5,simple,,,,,,,,5250,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5431,Poales,Poaceae,Poaceae,,Eriachne,,,,,helmsii    ,mucronata var. helmsii ,mucronata var. villiculmis ,,,,Eriachne helmsii (Domin) W.Hartley,Eriachne helmsii,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.9,,,,C4,,,,25,160,2,3,simple,,,,,,,,138.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,3,,,,,,,,,,0.00295,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5432,Poales,Poaceae,Poaceae,,Eriachne,,,,,humilis    ,,,,,,Eriachne humilis W.Hartley,Eriachne humilis,,,,,,,Queensland,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.46,,,,C4,,,,50,200,0.5,1,simple,,,,,,,,56.25,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5433,Poales,Poaceae,Poaceae,,Eriachne,,,,,insularis    ,,,,,,Eriachne insularis Domin,Eriachne insularis,,,,,,,Queensland,,,,Tussock,,,Hemicryophyte,,,,0.8,,,,C4,,,,50,80,1,2,simple,,,,,,,,58.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1.5,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5434,Poales,Poaceae,Poaceae,,Eriachne,,,,,melicacea    ,meliacea ,,,,,Eriachne melicacea F.Muell.,Eriachne melicacea,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.455,,,,C4,,,,30,150,1,2,simple,,,,,,,,81,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5435,Poales,Poaceae,Poaceae,,Eriachne,,,,,mucronata forma (Alpha C.E.Hubbard 7882),,,,,,Eriachne mucronata forma (Alpha C.E.Hubbard 7882),Eriachne mucronata forma (Alpha C.E.Hubbard 7882),,,,,,,,,,,Tussock,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,No obvious special uptake strategy,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,
5436,Poales,Poaceae,Poaceae,,Eriachne,,,,,mucronata forma (Burnham R.W.Purdie 1370),,,,,,Eriachne mucronata forma (Burnham R.W.Purdie 1370),Eriachne mucronata forma (Burnham R.W.Purdie 1370),,,,,,,,,,,Tussock,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,No obvious special uptake strategy,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,
5437,Poales,Poaceae,Poaceae,,Eriachne,Achneria ,Aira ,,,mucronata    ,inermis ,ovata var. pedicellata ,scleranthoides var. elongata ,mucronata var. bimucronata ,mucronata var. desertorum ,Eriachne mucronata R.Br.,Eriachne mucronata,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.8,,,,C4,,,,20,200,1,2,simple,,,,,,,,99,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.001575,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5438,Poales,Poaceae,Poaceae,,Eriachne,Achneria ,,,,obtusa    ,obtusa var. glauca ,obtusa var. typica ,obtusa var. obtusa,major,obtusa var. major,Eriachne obtusa R.Br.,Eriachne obtusa,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.9,,,,C4,,,,50,160,1,4,simple,,,,,,,,157.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.75,2,,,,,,,,,,0.00056,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5439,Poales,Poaceae,Poaceae,,Eriachne,Aira ,,,,pallescens    ,effusa ,,,,,Eriachne pallescens R.Br.,Eriachne pallescens,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.05,,,,C4,,,,50,180,1,3.5,simple,,,,,,,,155.25,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1.7,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5440,Poales,Poaceae,Poaceae,,Eriachne,,,,,pallescens var. pallescens  ,anomala,muelleri,yarrabensis,chinensis,hookeri ,Eriachne pallescens R.Br. var. pallescens,Eriachne pallescens var. pallescens,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,0.06,,,,C4,,,,,,,,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00051,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5441,Poales,Poaceae,Poaceae,,Eriachne,,,,,pallescens var. gracilis  ,gracilis ,anomala ,stricta ,,,Eriachne pallescens var. gracilis (Brongn.) Lazarides,Eriachne pallescens var. gracilis,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,0.105,,,,C4,,,,,,,,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5442,Poales,Poaceae,Poaceae,,Eriachne,Aira ,,,,rara    ,,,,,,Eriachne rara R.Br.,Eriachne rara,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.75,,,,C4,,,,40,200,1,3,simple,,,,,,,,144,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5443,Poales,Poaceae,Poaceae,,Eriachne,,,,,sp. (Dugald River B.K.Simon+ 3007),,,,,,Eriachne sp. (Dugald River B.K.Simon+ 3007),Eriachne sp. (Dugald River B.K.Simon+ 3007),,,,,,,,,,,Tussock,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,
5444,Poales,Poaceae,Poaceae,,Eriachne,Aira ,,,,squarrosa    ,,,,,,Eriachne squarrosa R.Br.,Eriachne squarrosa,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,0.9,,,,C4,,,,150,300,3,5,simple,,,,,,,,540,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5445,Poales,Poaceae,Poaceae,,Eriachne,,,,,stipacea    ,stipacea var. stipacea,stipacea var. hirsuta ,,,,Eriachne stipacea F.Muell.,Eriachne stipacea,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,,1,,,,C4,,,,100,230,2,7.5,simple,,,,,,,,470.25,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5446,Poales,Poaceae,Poaceae,,Eriachne,,,,,triodioides    ,triodioides var. triodioides,triodioides var. dietrichiae ,,,,Eriachne triodioides Domin,Eriachne triodioides,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,100,400,2,90,simple,,,,,,,,6900,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,3,3.5,,,,,,,,,,0.00283,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5447,Poales,Poaceae,Poaceae,,Eriachne,Massia ,Triraphis ,,,triseta    ,diantha ,,,,,Eriachne triseta Nees ex Steud.,Eriachne triseta,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,50,250,1,2,simple,,,,,,,,135,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,3,,,,,,,,,,0.00237,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5448,Poales,Poaceae,Poaceae,,Eriachne,,,,,vesiculosa    ,,,,,,Eriachne vesiculosa Lazarides,Eriachne vesiculosa,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.9,Clonal above ground,,,C4,,,,150,300,2,3,simple,,,,,,,,337.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.5,3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5449,Poales,Poaceae,Poaceae,,Eriochloa,,,,,australiensis    ,longiflora ,,,,,Eriochloa australiensis Stapf ex Thell.,Eriochloa australiensis,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.7,,,,C4,,,,20,170,3,7,simple,,,,,,,,285,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00125,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5450,Poales,Poaceae,Poaceae,,Eriochloa,,,,,crebra    ,,,,,,Eriochloa crebra S.T.Blake,Eriochloa crebra,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,40,250,2,7,simple,,,,,,,,391.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00136,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5451,Poales,Poaceae,Poaceae,,Eriochloa,,,,,fatmensis    ,,,,,,Eriochloa fatmensis (Hochst. & Steud.) Clayton,Eriochloa fatmensis,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.2,,,,C4,,,,30,300,2,10,simple,,,,,,,,594,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,GrassBase/Watson & Dallwitz 1992
5452,Poales,Poaceae,Poaceae,,Eriochloa,Panicum ,,,,meyeriana    ,meyerianum ,,,,,Eriochloa meyeriana (Nees) Pilg.,Eriochloa meyeriana,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,2,,,,C4,,,,50,250,3,15,simple,,,,,,,,810,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5453,Poales,Poaceae,Poaceae,,Eriochloa,,,,,procera    ,annulata ,decumbens ,ramosa ,,,Eriochloa procera (Retz.) C.E.Hubb.,Eriochloa procera,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,1.2,,,,C4,,,,20,400,2,8,simple,,,,,,,,630,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5454,Poales,Poaceae,Poaceae,,Eriochloa,,,,,pseudoacrotricha    ,ramosa var. pseudoacrotricha ,acrotricha var. australiensis ,annulata var. acrotricha ,ramosa var. pseudoacrotricha ,,Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black,Eriochloa pseudoacrotricha,,,,,,,Gondwanan,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,70,300,1.5,7,simple,,,,,,,,471.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00142,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5455,Poales,Poaceae,Poaceae,,Eulalia,,,,,annua    ,,,,,,Eulalia annua B.K.Simon,Eulalia annua,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.45,,,,C4,,,,30,70,1,3,simple,,,,,,,,60,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5456,Poales,Poaceae,Poaceae,,Eulalia,Andropogon ,,,,aurea    ,aureum ,fulva,,,,Eulalia aurea (Bory) Kunth,Eulalia aurea,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.5,,,,C4,,,,30,300,2,6,simple,,,,,,,,396,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00025,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5457,Poales,Poaceae,Poaceae,,Eulalia,Pollinia ,,,,mackinlayi    ,,,,,,Eulalia mackinlayi (F.Muell. ex Benth.) Kuntze,Eulalia mackinlayi,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,2.5,,,,C4,,,,150,350,1,6,simple,,,,,,,,525,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5458,Poales,Poaceae,Poaceae,,Eulalia,,,,,trispicata    ,,,,,,Eulalia trispicata (Schult.) Henrard,Eulalia trispicata,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.3,,,,C4,,,,40,350,1,5,simple,,,,,,,,351,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5459,Poales,Poaceae,Poaceae,,Eustachys,Chloris ,,,,distichophylla    ,,,,,,Eustachys distichophylla (Lag.) Nees,Eustachys distichophylla,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.3,,,,C4,,,,90,400,4,20,simple,,,,,,,,1764,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5460,Poales,Poaceae,Poaceae,,Garnotia,,,,,stricta var. longiseta  ,,,,,,Garnotia stricta var. longiseta Hack.,Garnotia stricta var. longiseta,,,,,,,,,,rare,Tussock,,,Hemicryophyte,,,,,,,,C4,,,,,,,,simple,,,,,,,,,,,,,,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/NCA 2006
5461,Poales,Poaceae,Poaceae,,Gen.(Aq577997),,,,,sp. (Port Douglas R.L.Jago 6610),,,,,,Gen.(Aq577997) sp. (Port Douglas R.L.Jago 6610),Gen.(Aq577997) sp. (Port Douglas R.L.Jago 6610),,,,,,,,,,,Tussock,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,
5462,Poales,Poaceae,Poaceae,,Germainia,Sclerandrium ,,,,grandiflora    ,grandiflorum ,,,,,Germainia grandiflora (S.T.Blake) Chai-Anan,Germainia grandiflora,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,70,300,2,5,simple,,,,,,,,388.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,monoecious,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5463,Poales,Poaceae,Poaceae,,Hemarthria,,,,,uncinata    ,,,,,,Hemarthria uncinata R.Br.,Hemarthria uncinata,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,50,150,1.5,5,simple,,,,,,,,195,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5464,Poales,Poaceae,Poaceae,,Hemarthria,,,,,uncinata var. uncinata  ,,,,,,Hemarthria uncinata R.Br. var. uncinata,Hemarthria uncinata var. uncinata,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,Clonal above ground,,,C4,,,,50,150,1.5,5,simple,,,,,,,,195,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5465,Poales,Poaceae,Poaceae,,Hemarthria,Rottboellia ,,,,uncinata var. spathacea  ,compressa var. spathacea ,,,,,Hemarthria uncinata var. spathacea (Domin) Vickery,Hemarthria uncinata var. spathacea,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,50,150,1.5,5,simple,,,,,,,,195,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5466,Poales,Poaceae,Poaceae,,Heterachne,Eragrostis ,Poa ,,,abortiva    ,brownii ,,,,,Heterachne abortiva (R.Br.) Druce,Heterachne abortiva,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.35,,,,,,,,50,180,0.8,4,simple,,,,,,,,165.6,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0002,,,Wind,,,,,,,,AusGrass/GrassBase/APNI
5467,Poales,Poaceae,Poaceae,,Heterachne,,,,,gulliveri    ,gulliveri var. major  ,,,,,Heterachne gulliveri Benth.,Heterachne gulliveri,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.66,,,,,,,,35,160,0.5,3.5,simple,,,,,,,,117,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/GrassBase
5468,Poales,Poaceae,Poaceae,,Heterachne,,,,,gulliveri var. gulliveri  ,,,,,,Heterachne gulliveri Benth. var. gulliveri,Heterachne gulliveri var. gulliveri,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/GrassBase
5469,Poales,Poaceae,Poaceae,,Heterachne,,,,,gulliveri var. major  ,,,,,,Heterachne gulliveri var. major C.E.Hubb.,Heterachne gulliveri var. major,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/GrassBase
5470,Poales,Poaceae,Poaceae,,Heteropogon,Andropogon ,,,,contortus    ,,,,,,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Heteropogon contortus,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1,,,,,,,,30,300,2,8,simple,,,,,,,,495,,,,,arbuscular mycorrhiza,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0026,,,Wind,,,gynomonoecious,andromonoecious,,,,AusGrass/GrassBase/Flora of NSW 1993/APNI/ePIC/Wang & Qiu 2006
5471,Poales,Poaceae,Poaceae,,Heteropogon,Andropogon ,,,,triticeus    ,,,,,,Heteropogon triticeus (R.Br.) Stapf,Heteropogon triticeus,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.6,,,,,,,,200,800,3,16,simple,,,,,,,,2850,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.01134,,,Wind,,,gynomonoecious,andromonoecious,,,,AusGrass/GrassBase/Flora of NSW 1993/APNI/ePIC
5472,Poales,Poaceae,Poaceae,,Holcolemma,Panicum ,Paspalidium,Setaria,,dispar    ,inaequale ,enaequalis,,,,Holcolemma dispar Clayton,Holcolemma dispar,,,,,,,Queensland,,,,Tussock,,,Hemicryophyte,,,,0.45,,,,C3,,,,20,100,1,3,simple,,,,,,,,72,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC
5473,Poales,Poaceae,Poaceae,,Holcus,,,,,lanatus    ,,,,,,Holcus lanatus L.,Holcus lanatus,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C3,,,,40,200,3,10,simple,,,,,,,,468,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0003,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006
5474,Poales,Poaceae,Poaceae,,Hordeum,,,,,vulgare subsp. vulgare  ,,,,,,Hordeum vulgare L. subsp. vulgare,Hordeum vulgare subsp. vulgare,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,,,,,C3,,,,,,,,simple,,,,,,,,,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/Wang & Qiu 2006
5475,Poales,Poaceae,Poaceae,,Hymenachne,,,,,acutigluma    ,amplexicaulis ,,,,,Hymenachne acutigluma (Steud.) Gilliland,Hymenachne acutigluma,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,2,Clonal above ground,,,C3,,,,120,450,6,30,simple,,,,,,,,3078,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI
5476,Poales,Poaceae,Poaceae,,Hymenachne,,,,,amplexicaulis cv. Olive  ,,,,,,Hymenachne amplexicaulis (Rudge) Nees cv. Olive,Hymenachne amplexicaulis cv. Olive,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,,,,,C3,,,,,,,,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
5477,Poales,Poaceae,Poaceae,,Hyparrhenia,Andropogon ,,,,filipendula    ,filipendulus ,,,,,Hyparrhenia filipendula (Hochst.) Stapf,Hyparrhenia filipendula,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,2,,,,C4,,,,150,300,1.5,5,simple,,,,,,,,438.75,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI
