PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
5166,Poales,Poaceae,Poaceae,,Aristida,,,,,pruinosa    ,,,,,,Aristida pruinosa Domin,Aristida pruinosa,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.53,,,,C4,,,,200,400,2,4.5,simple,,,,,,,,585,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,5,8.3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5167,Poales,Poaceae,Poaceae,,Aristida,,,,,psammophila    ,,,,,,Aristida psammophila Henrard,Aristida psammophila,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,70,150,1.5,1.5,simple,,,,,,,,99,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,4.8,5.3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5168,Poales,Poaceae,Poaceae,,Aristida,,,,,queenslandica    ,,,,,,Aristida queenslandica Henrard,Aristida queenslandica,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,200,400,2,2,simple,,,,,,,,360,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,4.1,6.1,,,,,,,,,,0.000752,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5169,Poales,Poaceae,Poaceae,,Aristida,,,,,queenslandica var. queenslandica  ,,,,,,Aristida queenslandica Henrard var. queenslandica,Aristida queenslandica var. queenslandica,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,200,400,2,2,simple,,,,,,,,360,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,4.1,6.1,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5170,Poales,Poaceae,Poaceae,,Aristida,,,,,queenslandica var. dissimilis  ,dissimilis ,,,,,Aristida queenslandica var. dissimilis (S.T.Blake) B.K.Simon,Aristida queenslandica var. dissimilis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,200,400,2,2,simple,,,,,,,,360,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,4.1,6.1,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5171,Poales,Poaceae,Poaceae,,Aristida,Chaetaria ,,,,ramosa    ,ramosa var. scaberula ,,,,,Aristida ramosa R.Br.,Aristida ramosa,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.03,,,,C4,,,,60,120,0.6,2,simple,,,,,,,,70.2,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,5,8.7,,,,,,,,,,0.000857,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5172,Poales,Poaceae,Poaceae,,Aristida,,,,,schultzii    ,,,,,,Aristida schultzii Mez,Aristida schultzii,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.65,,,,C4,,,,100,250,1,2,simple,,,,,,,,157.5,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,7,8,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5173,Poales,Poaceae,Poaceae,,Aristida,,,,,sciuroides    ,borealis ,,,,,Aristida sciuroides Domin,Aristida sciuroides,,,,,,,Queensland,,,,Tussock,,,Hemicryophyte,,,,2,,,,C4,,,,100,210,2,2,simple,,,,,,,,186,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,7.5,9,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5174,Poales,Poaceae,Poaceae,,Aristida,,,,,spuria    ,,,,,,Aristida spuria Domin,Aristida spuria,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.91,,,,C4,,,,80,120,0.5,0.5,simple,,,,,,,,30,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,4.8,8,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5175,Poales,Poaceae,Poaceae,,Aristida,,,,,superpendens    ,hirta ,,,,,Aristida superpendens Domin,Aristida superpendens,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,150,270,0.6,1.2,simple,,,,,,,,113.4,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,5.6,7.2,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5176,Poales,Poaceae,Poaceae,,Aristida,,,,,thompsonii    ,,,,,,Aristida thompsonii B.K.Simon,Aristida thompsonii,,,,,,,Queensland,,,rare,Tussock,,,Hemicryophyte,,,,0.4,,,,C4,,,,100,250,0.5,0.75,simple,,,,,,,,65.625,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,4.5,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/NCA 2006
5177,Poales,Poaceae,Poaceae,,Aristida,,,,,utilis var. utilis  ,streptachne ,,,,,Aristida utilis F.M.Bailey var. utilis,Aristida utilis var. utilis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.3,,,,C4,,,,100,210,1.5,2,simple,,,,,,,,162.75,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5178,Poales,Poaceae,Poaceae,,Aristida,,,,,warburgii    ,heterochaeta ,intricata ,,,,Aristida warburgii Mez,Aristida warburgii,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.9,,,,C4,,,,80,160,1,1,simple,,,,,,,,72,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,6,7,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5179,Poales,Poaceae,Poaceae,,Arthragrostis,,,,,aristispicula    ,,,,,,Arthragrostis aristispicula B.K.Simon,Arthragrostis aristispicula,,,,,,,Queensland,,,,Tussock,,,Therophyte,,,,0.4,,,,C4,,,,20,90,1,2.8,simple,,,,,,,,62.7,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5180,Poales,Poaceae,Poaceae,,Arthragrostis,Panicum ,,,,deschampsioides    ,,,,,,Arthragrostis deschampsioides (Domin) Lazarides,Arthragrostis deschampsioides,,,,,,,Queensland,,,,Tussock,,,Therophyte,,,,0.5,,,,C4,,,,20,90,1,2.8,simple,,,,,,,,62.7,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.2,1.4,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5181,Poales,Poaceae,Poaceae,,Arthraxon,Lasiolytrum ,Phalaris ,,,hispidus    ,ciliaris ,japonicus ,hirtum ,hispida ,,Arthraxon hispidus (Thunb.) Makino,Arthraxon hispidus,,,,,,,Cosmopolitan,,vulnerable,vulnerable,Tussock,Short basal,,Therophyte,,,,1,,,,C4,,,,10,80,3,25,simple,,,,,,,,378,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,3.5,5,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/NCA 2006/EPBC 1999
5182,Poales,Poaceae,Poaceae,,Arundinella,,,,,nepalensis    ,miliacea ,,,,,Arundinella nepalensis Trin.,Arundinella nepalensis,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.8,Clonal below ground,,,C4,,,,80,300,3,10,simple,,,,,,,,741,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5183,Poales,Poaceae,Poaceae,,Arundinella,,,,,setosa    ,,,,,,Arundinella setosa Trin.,Arundinella setosa,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1,Clonal below ground,,,C4,,,,100,250,2,5,simple,,,,,,,,367.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5184,Poales,Poaceae,Poaceae,,Arundo,,,,,donax var. donax  ,,,,,,Arundo donax L. var. donax,Arundo donax var. donax,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,6,Clonal below ground,,,C3,,,,200,800,10,70,simple,,,,,,,,12000,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,2,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5185,Poales,Poaceae,Poaceae,,Astrebla,,,,,elymoides    ,,,,,,Astrebla elymoides F.Muell. ex F.M.Bailey,Astrebla elymoides,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,120,350,3,5,simple,,,,,,,,564,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,4,6,,,,,,,,,,0.006819,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5186,Poales,Poaceae,Poaceae,,Astrebla,,,,,lappacea    ,triticoides ,,,,,Astrebla lappacea (Lindl.) Domin,Astrebla lappacea,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.8,,,,C4,,,,100,200,4,5,simple,,,,,,,,405,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,2,,,,,,,,,,0.003691,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5187,Poales,Poaceae,Poaceae,,Astrebla,Danthonia ,,,,pectinata    ,,,,,,Astrebla pectinata (Lindl.) F.Muell. ex Benth.,Astrebla pectinata,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,75,250,3,6,simple,,,,,,,,438.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0033,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5188,Poales,Poaceae,Poaceae,,Astrebla,,,,,squarrosa    ,,,,,,Astrebla squarrosa C.E.Hubb.,Astrebla squarrosa,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.5,,,,C4,,,,150,300,3,6,simple,,,,,,,,607.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.5,3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5189,Poales,Poaceae,Poaceae,,Austrostipa,Urachne ,Stipa ,,,ramosissima    ,,,,,,Austrostipa ramosissima (Trin.) S.W.L.Jacobs & J.Everett,Austrostipa ramosissima,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,2.5,Clonal below ground,,,,,,,350,400,1,10,simple,,,,,,,,1237.5,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.5,1.6,,,,,,,,,,,,,Wind,,,,,,,,APNI/AusGrass/GrassBase
5190,Poales,Poaceae,Poaceae,,Austrostipa,Stipa ,,,,rudis subsp. rudis  ,nervosa var. neutralis,,,,,Austrostipa rudis (Spreng.) S.W.L.Jacobs & J.Everett subsp. rudis,Austrostipa rudis subsp. rudis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,Clonal below ground,,,,,,,200,400,2,5,simple,,,,,,,,630,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,3,6,,,,,,,,,,,,,Wind,,,,,,,,APNI/AusGrass/GrassBase/ePIC
5191,Poales,Poaceae,Poaceae,,Avena,,,,,sterilis subsp. ludoviciana  ,ludoviciana,persica,,,,Avena sterilis subsp. ludoviciana (Durieu) Gillet & Magne,Avena sterilis subsp. ludoviciana,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.8,,,,C3,,,,100,600,4,18,simple,,,,,,,,2310,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,11,12,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5192,Poales,Poaceae,Poaceae,,Axonopus,Milium ,Paspalum ,,,compressus    ,compressum ,platycaule ,,,,Axonopus compressus (Sw.) P.Beauv.,Axonopus compressus,,,,,,,Cosmopolitan,,,,Tussock,Short basal,,Hemicryophyte,,,,0.6,Clonal above ground,,,C4,,,,30,200,3,12,simple,,,,,,,,517.5,,,,,No obvious special uptake strategy,Passive,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00039,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5193,Poales,Poaceae,Poaceae,,Axonopus,Paspalum ,,,,fissifolius    ,affinis ,,,,,Axonopus fissifolius (Raddi) Kuhlm.,Axonopus fissifolius,,,,,,,Cosmopolitan,,,,Tussock,Short basal,,Hemicryophyte,,,,0.6,Clonal above ground,,,C4,,,,45,220,1.5,7,simple,,,,,,,,337.875,,,,,No obvious special uptake strategy,Passive,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5194,Poales,Poaceae,Poaceae,,Bambusa,,,,,balcooa    ,,,,,,Bambusa balcooa Roxb. ex Roxb.,Bambusa balcooa,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,20,Clonal below ground,,,C3,,,,150,300,25,50,simple,,,,,,,,5062.5,,,,,No obvious special uptake strategy,Water,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,GrassBase/Watson & Dallwitz 1992
5195,Poales,Poaceae,Poaceae,,Bambusa,,,,,forbesii    ,,,,,,Bambusa forbesii (Ridl.) Holttum,Bambusa forbesii,,,,,,,Cosmopolitan,,,rare,Tussock,Shrub,,Phanerophyte,,,,8,Clonal below ground,,,C3,,,,250,500,45,90,simple,,,,,,,,15187.5,,,,,No obvious special uptake strategy,Water,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/NCA 2006
5196,Poales,Poaceae,Poaceae,,Bambusa,,,,,moreheadiana    ,,,,,,Bambusa moreheadiana F.M.Bailey,Bambusa moreheadiana,,,,,,,Wet Tropics,,,,Tussock,Shrub,,Phanerophyte,,,,7,Clonal below ground,,,C3,,,,170,300,15,50,simple,,,,,,,,4582.5,,,,,No obvious special uptake strategy,Water,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5197,Poales,Poaceae,Poaceae,,Bambusa,,,,,vulgaris    ,,,,,,Bambusa vulgaris Schrad.,Bambusa vulgaris,,,,,,,Cosmopolitan,,,,Tussock,Shrub,,Phanerophyte,,,,20,,,,C3,,,,150,300,18,45,simple,,,,,,,,4252.5,,,,,No obvious special uptake strategy,Water,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,GrassBase/Watson & Dallwitz 1992
5198,Poales,Poaceae,Poaceae,,Bothriochloa,Andropogon ,,,,bladhii    ,intermedia ,glabra ,,,,Bothriochloa bladhii (Retz.) S.T.Blake,Bothriochloa bladhii,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.5,Clonal below ground,,,C4,,,,100,550,2,12,simple,,,,,,,,1365,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5199,Poales,Poaceae,Poaceae,,Bothriochloa,,,,,bladhii subsp. bladhii  ,,,,,,Bothriochloa bladhii (Retz.) S.T.Blake subsp. bladhii,Bothriochloa bladhii subsp. bladhii,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.5,Clonal below ground,,,C4,,,,100,550,2,12,simple,,,,,,,,1365,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5200,Poales,Poaceae,Poaceae,,Bothriochloa,,,,,bladhii subsp. glabra  ,,,,,,Bothriochloa bladhii subsp. glabra (Roxb.) B.K.Simon,Bothriochloa bladhii subsp. glabra,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.5,Clonal below ground,,,C4,,,,100,550,2,12,simple,,,,,,,,1365,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5201,Poales,Poaceae,Poaceae,,Bothriochloa,Andropogon ,,,,decipiens    ,pertusus var. decipiens ,,,,,Bothriochloa decipiens (Hack.) C.E.Hubb.,Bothriochloa decipiens,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,60,250,2,5,simple,,,,,,,,325.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.001,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5202,Poales,Poaceae,Poaceae,,Bothriochloa,,,,,decipiens var. decipiens  ,,,,,,Bothriochloa decipiens (Hack.) C.E.Hubb. var. decipiens,Bothriochloa decipiens var. decipiens,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,60,250,2,5,simple,,,,,,,,325.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5203,Poales,Poaceae,Poaceae,,Bothriochloa,,,,,decipiens var. cloncurrensis  ,,,,,,Bothriochloa decipiens var. cloncurrensis (Domin) C.E.Hubb.,Bothriochloa decipiens var. cloncurrensis,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,2,,,,C4,,,,60,250,2,5,simple,,,,,,,,325.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5204,Poales,Poaceae,Poaceae,,Bothriochloa,Andropogon ,Amphilophis ,,,erianthoides    ,,,,,,Bothriochloa erianthoides (F.Muell.) C.E.Hubb.,Bothriochloa erianthoides,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.5,,,,C4,,,,70,300,5,8,simple,,,,,,,,721.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5205,Poales,Poaceae,Poaceae,,Bothriochloa,Andropogon,,,,ewartiana    ,ewartianus,,,,,Bothriochloa ewartiana (Domin) C.E.Hubb.,Bothriochloa ewartiana,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.6,,,,C4,,,,70,150,3,6,simple,,,,,,,,297,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,2.5,,,,,,,,,,0.000759,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5206,Poales,Poaceae,Poaceae,,Bothriochloa,Andropogon,,,,macra    ,macer,affinis,ambigua,,,Bothriochloa macra (Steud.) S.T.Blake,Bothriochloa macra,,,,,,,Gondwanan,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,50,300,2.5,5.5,simple,,,,,,,,420,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00107,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5207,Poales,Poaceae,Poaceae,,Bothriochloa,,,,,pertusa    ,,,,,,Bothriochloa pertusa (L.) A.Camus,Bothriochloa pertusa,,,,,,,Cosmopolitan,,,,Tussock,Short basal,,Hemicryophyte,,,,0.6,Clonal above ground,,,C4,,,,50,300,2.5,5,simple,,,,,,,,393.75,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0007,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006
5208,Poales,Poaceae,Poaceae,,Brachyachne,Capriola,Cynodon,Microchloa,,convergens    ,,,,,,Brachyachne convergens (F.Muell.) Stapf,Brachyachne convergens,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.6,Clonal above ground,,,C4,,,,30,60,2,3,simple,,,,,,,,67.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5209,Poales,Poaceae,Poaceae,,Brachyachne,Capriola,Cynodon,Microchloa,,tenella    ,tenellus,altior,tenellum,,,Brachyachne tenella (R.Br.) C.E.Hubb.,Brachyachne tenella,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.6,Clonal above ground,,,C4,,,,50,100,1,2,simple,,,,,,,,67.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5210,Poales,Poaceae,Poaceae,,Briza,,,,,minor    ,,,,,,Briza minor L.,Briza minor,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.6,,,,C3,,,,30,140,3,9,simple,,,,,,,,306,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,2.25,,,,,,,,,,0.000297,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006
5211,Poales,Poaceae,Poaceae,,Calyptochloa,,,,,gracillima    ,,,,,,Calyptochloa gracillima C.E.Hubb.,Calyptochloa gracillima,,,,,,,Queensland,,,,Tussock,,,Hemicryophyte,,,,0.3,Clonal above ground,,,C3,,,,12,40,2,6,simple,,,,,,,,62.4,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.6,1.8,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5212,Poales,Poaceae,Poaceae,,Calyptochloa,,,,,sp. (Charters Towers E.J.Thompson+ CHA554),,,,,,Calyptochloa sp. (Charters Towers E.J.Thompson+ CHA554),Calyptochloa sp. (Charters Towers E.J.Thompson+ CHA554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,Poales,Poaceae,Poaceae,,Capillipedium,Dichanthium,Holcus,,,parviflorum    ,parviflorus,caerulescens,,,,Capillipedium parviflorum (R.Br.) Stapf,Capillipedium parviflorum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.5,,,,C4,,,,100,300,2,7,simple,,,,,,,,540,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
