Spp Name,Order,Family,Genus,Species_Code,Plant_height_(m),Leaf_Area_cm2,Seed_Mass_g,"Plant_height_interpolated_(1=Y,0=N)","Leaf_Area_interpolated_(1=Y,0=N)","Seed_Mass_interpolated_(1=Y,0=N)",seed_mass_outcome,plant_height_outcome
Euchiton litticola,Asterales,Asteraceae,Euchiton,793,0.1,0.706858,2.51e-5,0,0,1,keep,keep
Euchiton traversii,Asterales,Asteraceae,Euchiton,795,0.1,1.1781,3.52e-5,0,0,0,omit,keep
Euchiton umbricola,Asterales,Asteraceae,Euchiton,796,0.1,1.1781,2.51e-5,0,0,1,keep,omit
Eucryphia lucida,Oxalidales,Cunoniaceae,Eucryphia,797,30,4.24115,0.001068,0,0,1,keep,omit
Eucryphia milliganii,Oxalidales,Cunoniaceae,Eucryphia,798,3,1.5708,0.001068,0,0,0,keep,omit
Euphrasia collina,Lamiales,Scrophulariaceae,Euphrasia,800,0.6,0.392699,2.272e-4,0,0,0,keep,keep
Euphrasia gibbsiae,Lamiales,Scrophulariaceae,Euphrasia,803,0.1,0.282743,3.348e-4,0,0,0,keep,keep
Euphrasia scabra,Lamiales,Scrophulariaceae,Euphrasia,806,0.5,0.337721,5.44e-5,0,1,0,keep,keep
Euphrasia striata,Lamiales,Scrophulariaceae,Euphrasia,808,0.2,0.337721,3.204e-4,0,1,0,keep,keep
Eurychorda complanata,Poales,Restionaceae,Eurychorda,809,1.2,6.02139,0.0014557,0,1,1,keep,keep
Euryomyrtus ramosissima,Myrtales,Myrtaceae,Euryomyrtus,810,0.6,0.109956,8.448e-4,0,0,0,keep,keep
Ewartia catipes,Asterales,Asteraceae,Ewartia,812,0.1,0.19635,1.1e-4,0,0,0,omit,keep
Ewartia meredithiae,Asterales,Asteraceae,Ewartia,813,0.1,3.92699,1.052e-4,0,0,0,keep,keep
Ewartia planchonii,Asterales,Asteraceae,Ewartia,814,0.1,0.274889,7.04e-5,0,0,0,omit,keep
Exocarpos cupressiformis,Santalales,Santalaceae,Exocarpos,815,10,0.00196349,0.0126197,0,0,1,keep,keep
Exocarpos humifusus,Santalales,Santalaceae,Exocarpos,816,0.4,0.00196349,0.01307,0,0,0,keep,keep
Exocarpos nanus,Santalales,Santalaceae,Exocarpos,817,0.1,0.00785398,0.0110068,0,0,0,keep,keep
Exocarpos strictus,Santalales,Santalaceae,Exocarpos,818,4,0.0235619,0.0137824,0,0,0,keep,keep
Exocarpos syrticola,Santalales,Santalaceae,Exocarpos,819,3.5,0.011781,0.0126197,0,0,1,keep,omit
Festuca arundinacea,Poales,Poaceae,Festuca,823,1.2,1.70824,0.00120732,0,1,1,keep,keep
Festuca plebeia,Poales,Poaceae,Festuca,825,0.9,1.70824,0.00120732,0,0,1,keep,keep
Forstera bellidifolia,Asterales,Stylidiaceae,Forstera,828,0.1,11.781,9.32e-5,0,1,0,omit,keep
Frankenia pauciflora var gunnii,Caryophyllales,Frankeniaceae,Frankenia,829,0.1,0.0863938,2.096e-4,0,0,0,keep,keep
Gahnia filum,Poales,Cyperaceae,Gahnia,830,1.1,21.7073,0.0012004,0,1,0,keep,keep
Gahnia grandis,Poales,Cyperaceae,Gahnia,831,3.5,21.7073,0.0064264,0,1,0,keep,keep
Gahnia microstachya,Poales,Cyperaceae,Gahnia,833,0.45,21.7073,0.0025931,0,1,1,keep,keep
Gahnia radula,Poales,Cyperaceae,Gahnia,834,1,21.7073,0.0012972,0,1,0,keep,keep
Gahnia sieberiana,Poales,Cyperaceae,Gahnia,836,2,21.7073,0.0025931,0,1,1,keep,keep
Gahnia trifida,Poales,Cyperaceae,Gahnia,837,1,21.7073,0.0014484,0,1,0,keep,omit
Gaimardia amblyphylla,Poales,Centrolepidaceae,Gaimardia,838,0.1,0.314159,6.32e-5,1,1,1,keep,keep
Gaimardia fitzgeraldii,Poales,Centrolepidaceae,Gaimardia,839,0.1,0.314159,6.32e-5,0,0,0,keep,keep
Gaimardia setacea,Poales,Centrolepidaceae,Gaimardia,840,0.1,0.314159,6.32e-5,0,1,1,keep,keep
Galium australe,Gentianales,Rubiaceae,Galium,842,0.2,0.376991,0.0114775,0,0,1,keep,keep
Galium ciliare,Gentianales,Rubiaceae,Galium,843,0.2,0.392699,0.0114775,0,0,1,keep,keep
Galium gaudichaudii,Gentianales,Rubiaceae,Galium,844,0.3,0.0816814,0.0114775,0,0,1,keep,keep
Gastridium ventricosum,Poales,Poaceae,Gastridium,845,0.5,8.18651,0.00120732,0,1,1,keep,keep
Gastrodia sesamoides,Asparagales,Orchidacae,Gastrodia,847,0.3,14.937,1.24e-5,0,1,1,keep,keep
Gaultheria depressa,Ericales,Ericaceae,Gaultheria,848,0.05,0.628319,5.72e-5,0,0,0,keep,keep
Gaultheria hispida,Ericales,Ericaceae,Gaultheria,849,2,9.42478,4.48e-5,0,0,0,keep,keep
Gaultheria tasmanica,Ericales,Ericaceae,Gaultheria,851,0.05,0.141372,5.28e-5,0,0,0,keep,keep
Genoplesium archeri,Asparagales,Orchidacae,Genoplesium,853,0.2,14.937,1.24e-5,0,1,1,keep,keep
Gentianella diemensis,Gentianales,Gentianaceae,Gentianella,859,0.3,2.93543,1.792e-4,0,1,0,omit,keep
Geranium potentilloides,Geranales,Geraniaceae,Geranium,865,0.5,13.7445,0.0032984,0,0,1,keep,keep
Geranium sessiliflorum,Geranales,Geraniaceae,Geranium,868,0.2,12.7627,0.0032984,0,1,0,keep,keep
Geranium solanderi,Geranales,Geraniaceae,Geranium,869,0.5,11.781,0.0032984,0,0,1,keep,keep
Gleichenia alpina,Gleicheniales,Gleicheniaceae,Gleichenia,873,0.3,0.636173,0.0033,0,1,1,keep,keep
Gleichenia dicarpa,Gleicheniales,Gleicheniaceae,Gleichenia,874,1.5,0.636173,0.0033,0,1,1,keep,keep
Gleichenia microphylla,Gleicheniales,Gleicheniaceae,Gleichenia,875,1.5,0.636173,0.0033,0,1,1,keep,keep
Glossodia major,Asparagales,Orchidacae,Glossodia,876,0.3,70.6858,9.2e-6,0,0,0,keep,keep
Glossostigma elatinoides,Lamiales,Scrophulariaceae,Glossostigma,877,0.1,2.97142,1.66678e-4,0,1,1,keep,keep
Glycine clandestina,Fabales,Fabaceae,Glycine,879,1,6.28319,0.0057204,0,0,1,keep,keep
Glycine latrobeana,Fabales,Fabaceae,Glycine,880,0.1,6.28319,0.0057204,0,1,0,keep,keep
Gnaphalium argentifolium,Asterales,Asteraceae,Gnaphalium,882,0.06,0.628319,4.03e-5,0,0,1,keep,keep
Gnaphalium collinum,Asterales,Asteraceae,Gnaphalium,883,0.1,1.5708,4.03e-5,0,0,1,keep,keep
Gnaphalium indutum,Asterales,Asteraceae,Gnaphalium,884,0.08,0.235619,4.03e-5,0,0,0,keep,omit
Gnaphalium involucratum,Asterales,Asteraceae,Gnaphalium,885,0.25,2.72926,4.03e-5,0,1,1,keep,keep
Gnaphalium traversii,Asterales,Asteraceae,Gnaphalium,886,0.1,2.72926,4.03e-5,0,1,1,omit,keep
Gnaphalium umbricola,Asterales,Asteraceae,Gnaphalium,887,0.15,8.4823,4.03e-5,0,0,1,keep,keep
Gompholobium huegelii,Fabales,Fabaceae,Gompholobium,889,1,0.314159,0.00789099,0,0,1,keep,keep
Gonocarpus humilis,Saxifragales,Haloragaceae,Gonocarpus,890,0.3,1.88496,5.542e-4,0,0,1,keep,omit
Gonocarpus micranthus,Saxifragales,Haloragaceae,Gonocarpus,891,0.1,1.29591,2.16e-4,0,0,0,keep,keep
Gonocarpus montanus,Saxifragales,Haloragaceae,Gonocarpus,892,0.15,0.314159,5.542e-4,0,0,1,keep,keep
Gonocarpus serpyllifolius,Saxifragales,Haloragaceae,Gonocarpus,893,0.25,0.392699,5.542e-4,0,0,1,keep,keep
Gonocarpus tetragynus,Saxifragales,Haloragaceae,Gonocarpus,894,0.3,0.589049,5.542e-4,0,0,1,keep,keep
Gonocarpus teucrioides,Saxifragales,Haloragaceae,Gonocarpus,895,0.4,11.781,8.924e-4,0,0,0,omit,keep
Goodenia elongata,Asterales,Goodeniaceae,Goodenia,896,0.2,16.4934,0.0015088,0,1,0,keep,keep
Goodenia humilis,Asterales,Goodeniaceae,Goodenia,898,0.1,16.4934,5.16e-5,0,1,0,keep,keep
Goodenia lanata,Asterales,Goodeniaceae,Goodenia,899,0.1,16.4934,0.0018648,0,1,0,omit,keep
Goodenia ovata,Asterales,Goodeniaceae,Goodenia,900,2,16.4934,8.784e-4,0,0,0,keep,omit
Goodia lotifolia,Fabales,Fabaceae,Goodia,901,4,7.97179,0.0185876,0,0,0,keep,keep
Grammitis billardierei,Polypodiales,Polypodiaceae,Grammitis,903,0.1,11.781,0.0033,0,0,1,keep,keep
Grammitis magellanica,Polypodiales,Polypodiaceae,Grammitis,906,0.1,11.781,0.0033,0,1,1,keep,keep
Grammitis poeppigiana,Polypodiales,Polypodiaceae,Grammitis,908,0.1,11.781,0.0033,0,1,1,keep,keep
Gratiola nana,Lamiales,Scrophulariaceae,Gratiola,911,0.1,0.259181,4.36e-5,0,0,0,omit,keep
Gratiola pubescens,Lamiales,Scrophulariaceae,Gratiola,913,0.2,1.22522,1.97e-5,0,0,0,omit,keep
Grevillea australis,Proteales,Proteaceae,Grevillea,915,2,1.25664,0.00919257,0,0,0,keep,keep
Gunnera cordifolia,Saxifragales,Haloragaceae,Gunnera,916,0.1,1.73644,0.0035328,0,1,0,omit,omit
Gymnoschoenus sphaerocephalus,Poales,Cyperaceae,Gymnoschoenus,917,0.5,9.81748,7.866e-4,0,0,0,keep,keep
Gyrostemon thesioides,Brassicales,Gyrostemonaceae,Gyrostemon,920,0.8,1.09956,6.596e-4,0,0,0,keep,omit
Haemodorum distichophyllum,Commelinales,Haemodoraceae,Haemodorum,921,0.1,7.85398,0.00223,0,0,0,omit,keep
Hakea epiglottis,Proteales,Proteaceae,Hakea,924,4,0.785398,0.0045248,0,0,0,keep,keep
Hakea lissosperma,Proteales,Proteaceae,Hakea,925,6,1.1781,0.012996,0,0,0,keep,keep
Hakea microcarpa,Proteales,Proteaceae,Hakea,927,2,0.628319,0.0043948,0,0,0,keep,keep
Hakea nodosa,Proteales,Proteaceae,Hakea,928,4,0.314159,0.0109528,0,0,0,keep,keep
Hakea sericea,Proteales,Proteaceae,Hakea,929,3.8,0.644026,0.0082171,1,1,1,keep,keep
Hakea teretifolia,Proteales,Proteaceae,Hakea,930,3,0.314159,0.0082171,0,0,1,keep,keep
Haloragis heterophylla,Haloragales,Haloragaceae,Haloragis,935,0.5,1.29983,0.0017808,0,1,0,keep,keep
Haloragis myriocarpa,Haloragales,Haloragaceae,Haloragis,936,0.6,0.353429,0.0017808,0,0,1,keep,keep
Haloragis teucrioides,Haloragales,Haloragaceae,Haloragis,937,0.35,2.24624,0.0017808,0,0,1,keep,keep
Helichrysum costatifructum,Asterales,Asteraceae,Helichrysum,944,0.441667,3.49502,3.424e-4,1,1,1,keep,keep
Helichrysum dealbatum,Asterales,Asteraceae,Helichrysum,945,0.3,3.49502,3.424e-4,0,1,1,keep,keep
Helichrysum leucopsideum,Asterales,Asteraceae,Helichrysum,946,0.5,1.9635,3.424e-4,0,0,1,keep,keep
Helichrysum papillosum,Asterales,Asteraceae,Helichrysum,949,0.9,3.49502,3.424e-4,0,1,1,keep,keep
Helichrysum pumilum,Asterales,Asteraceae,Helichrysum,950,0.05,3.49502,3.424e-4,0,1,0,omit,keep
Helichrysum rutidolepis,Asterales,Asteraceae,Helichrysum,953,0.4,5.02655,3.424e-4,0,0,1,keep,keep
Helichrysum scorpioides,Asterales,Asteraceae,Helichrysum,954,0.5,3.49502,3.424e-4,0,1,1,keep,keep
Hemarthria uncinata,Poales,Poaceae,Hemarthria,956,1,39.2699,0.00120732,0,0,1,keep,keep
Herpolirion novae-zelandiae,Asparagales,Anthericaceae,Herpolirion,958,0.1,28.106,0.00225,0,1,0,keep,keep
Hibbertia acicularis,Dilleniales,Dilleniaceae,Hibbertia,960,1.5,0.0501869,0.0019938,0,0,1,keep,keep
Hibbertia aspera,Dilleniales,Dilleniaceae,Hibbertia,962,0.6,1.00024,0.0019938,0,1,1,keep,keep
Hibbertia basaltica,Dilleniales,Dilleniaceae,Hibbertia,963,0.2,0.235619,0.0011752,0,0,0,omit,keep
Hibbertia empetrifolia,Dilleniales,Dilleniaceae,Hibbertia,965,1,0.659734,0.0019938,0,0,1,keep,keep
Hibbertia hirsuta,Dilleniales,Dilleniaceae,Hibbertia,967,0.8,0.471239,0.0019938,0,0,1,keep,keep
Hibbertia hirticalyx,Dilleniales,Dilleniaceae,Hibbertia,968,0.7,6.59734,0.0019938,0,0,1,keep,keep
Hibbertia procumbens,Dilleniales,Dilleniaceae,Hibbertia,969,0.2,0.313374,0.0019938,0,0,1,keep,keep
Hibbertia prostrata,Dilleniales,Dilleniaceae,Hibbertia,970,0.2,0.115454,0.0019938,0,0,1,keep,keep
Hibbertia riparia,Dilleniales,Dilleniaceae,Hibbertia,971,1.2,0.622035,0.0019938,0,0,1,keep,keep
Hibbertia sericea,Dilleniales,Dilleniaceae,Hibbertia,973,0.7,0.881217,0.0028124,0,0,0,keep,keep
Hibbertia serpyllifolia,Dilleniales,Dilleniaceae,Hibbertia,974,0.6,0.056156,0.0019938,0,0,1,keep,keep
Hierochloe fraseri,Poales,Poaceae,Hierochloe,977,0.6,12.5664,4.848e-4,0,0,0,omit,keep
Hierochloe rariflora,Poales,Poaceae,Hierochloe,978,0.1,15.708,5.4e-4,0,0,0,omit,keep
Hierochloe redolens,Poales,Poaceae,Hierochloe,979,1,14.1372,6.688e-4,0,1,0,keep,keep
Histiopteris incisa,Polypodiales,Dennstaedtiaceae,Histiopteris,980,1.5,5.301437603,0.0033,0,1,1,keep,keep
Hovea heterophylla,Fabales,Fabaceae,Hovea,983,1,1.9635,0.00789099,0,0,1,keep,keep
Hovea linearis,Fabales,Fabaceae,Hovea,984,1.2,5.18363,0.00789099,0,0,1,keep,keep
Hovea longifolia,Fabales,Fabaceae,Hovea,985,3,6.0083,0.00789099,0,0,1,keep,keep
Huperzia australiana,Lycopodiales,Huperziaceae,Huperzia,989,0.3,0.106029,0.0033,0,0,1,keep,keep
Huperzia varia,Lycopodiales,Huperziaceae,Huperzia,990,0.1,0.106029,0.0033,0,1,1,keep,keep
Hyalosperma demissum,Asterales,Asteraceae,Hyalosperma,991,0.02,0.0785398,6.44e-5,0,0,0,keep,omit
Hydatella filamentosa,Nyhmphaeales,Hydatellaceae,Hydatella,992,0.05,0.235619,5.84e-5,0,1,1,keep,keep
Hydrocotyle callicarpa,Apiales,Araliaceae,Hydrocotyle,993,0.08,0.785398,1.632e-4,0,0,0,keep,keep
Hydrocotyle capillaris,Apiales,Araliaceae,Hydrocotyle,994,0.05,5.85122,1.416e-4,0,1,0,omit,keep
Hydrocotyle hirta,Apiales,Araliaceae,Hydrocotyle,997,0.05,4.90874,1.98e-4,0,0,0,keep,keep
Hydrocotyle muscosa,Apiales,Araliaceae,Hydrocotyle,999,0.05,0.785398,1.676e-4,0,0,1,keep,keep
Hydrocotyle pterocarpa,Apiales,Araliaceae,Hydrocotyle,1001,0.1,19.635,1.676e-4,0,0,1,keep,keep
Hydrocotyle sibthorpioides,Apiales,Araliaceae,Hydrocotyle,1002,0.1,3.14159,1.676e-4,0,0,1,keep,keep
Hydrorchis orbicularis,Asparagales,Orchidacae,Hydrorchis,1004,0.25,1.9635,1.24e-5,0,0,1,keep,omit
Hymenanthera dentata,Violales,Violaceae,Hymenanthera,1005,4,3.90186,6.00267e-4,0,1,1,keep,keep
Hymenophyllum australe,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1006,0.2,6.28319,0.0033,0,0,1,keep,keep
Hymenophyllum cupressiforme,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1007,0.09,24.74,0.0033,0,0,1,keep,keep
Hymenophyllum flabellatum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1008,0.25,10.8123,0.0033,0,1,1,keep,keep
Hymenophyllum marginatum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1009,0.035,10.8123,0.0033,0,1,1,keep,keep
Hymenophyllum peltatum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1010,0.1,1.41372,0.0033,0,0,1,keep,keep
Hymenophyllum rarum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1011,0.15,10.8123,0.0033,0,1,1,keep,keep
Hypericum gramineum,Malpighiales,Hypericaceae,Hypericum,1012,0.4,3.04551,3.2e-5,0,1,0,omit,keep
Hypericum japonicum,Malpighiales,Hypericaceae,Hypericum,1013,0.15,3.04551,3.2e-5,0,1,1,omit,keep
Hypolaena fastigiata,Poales,Restionaceae,Hypolaena,1014,0.65,6.02139,0.0044236,0,1,0,keep,keep
Hypolepis amaurorachis,Polypodiales,Dennstaedtiaceae,Hypolepis,1015,0.6,7.068583471,0.0033,0,1,1,keep,keep
Hypolepis rugosula,Polypodiales,Dennstaedtiaceae,Hypolepis,1019,1.2,4.71238898,0.0033,0,1,1,keep,keep
Hypoxis glabella,Asparagales,Hypoxidaceae,Hypoxis,1020,0.1,3.53429,1.58e-4,0,1,1,keep,keep
Hypoxis hygrometrica,Asparagales,Hypoxidaceae,Hypoxis,1021,0.2,1.5708,1.58e-4,0,0,1,keep,keep
Hypoxis vaginata,Asparagales,Hypoxidaceae,Hypoxis,1022,0.2,5.49779,1.58e-4,0,0,0,keep,keep
Indigofera australis,Fabales,Fabaceae,Indigofera,1024,2.5,2.82743,0.0053768,0,0,0,keep,keep
Isoetes gunnii,Isoetales,Isoetaceae,Isoetes,1028,0.1,7.068583471,0.0033,0,1,1,keep,keep
Isoetopsis graminifolia,Asterales,Asteraceae,Isoetopsis,1031,0.05,0.785398,6.236e-4,0,0,0,keep,omit
Isolepis alpina,Poales,Cyperaceae,Isolepis,1032,0.248,3.77646,1.024e-4,1,1,0,keep,keep
Isolepis aucklandica,Poales,Cyperaceae,Isolepis,1033,0.12,3.77646,1.364e-4,0,1,0,omit,keep
Isolepis cernua,Poales,Cyperaceae,Isolepis,1034,0.2,1.88496,1.542e-4,0,0,1,keep,keep
Isolepis crassiuscula,Poales,Cyperaceae,Isolepis,1035,0.248,3.77646,2.064e-4,1,1,0,keep,keep
Isolepis fluitans,Poales,Cyperaceae,Isolepis,1036,0.1,3.77646,1.276e-4,0,1,0,keep,omit
Isolepis hookeriana,Poales,Cyperaceae,Isolepis,1039,0.12,3.77646,1.542e-4,0,1,1,keep,omit
Isolepis inundata,Poales,Cyperaceae,Isolepis,1040,0.5,3.92699,8.4e-5,0,0,0,keep,keep
Isolepis marginata,Poales,Cyperaceae,Isolepis,1042,0.1,0.785398,2.316e-4,0,0,0,keep,keep
Isolepis montivaga,Poales,Cyperaceae,Isolepis,1043,0.04,0.314159,2e-4,0,0,0,omit,keep
Isolepis nodosa,Poales,Cyperaceae,Isolepis,1044,1,15.708,1.542e-4,0,0,1,keep,omit
Isolepis platycarpa,Poales,Cyperaceae,Isolepis,1045,0.2,3.77646,1.452e-4,0,1,0,keep,keep
Isolepis subtilissima,Poales,Cyperaceae,Isolepis,1049,0.1,0.0392699,1.542e-4,0,0,1,keep,keep
Isophysis tasmanica,Asparagales,Iridaceae,Isophysis,1052,0.2,3.14159,6.604e-4,0,0,0,keep,keep
Isopogon ceratophyllus,Proteales,Proteaceae,Isopogon,1053,1,1.9635,0.0023636,0,0,0,keep,keep
Isotoma fluviatilis,Campanulales,Lobeliaceae,Isotoma,1054,0.1,0.753982,4.08e-5,0,0,0,omit,keep
Juncus amabilis,Poales,Juncaceae,Juncus,1056,1.1,23.7604,8e-6,0,1,0,omit,keep
Juncus antarcticus,Poales,Juncaceae,Juncus,1057,0.1,23.7604,4e-5,0,1,0,omit,keep
Juncus astreptus,Poales,Juncaceae,Juncus,1058,1,23.7604,1.3e-5,0,1,0,omit,keep
Juncus australis,Poales,Juncaceae,Juncus,1059,1,23.5619,1e-5,0,0,0,omit,keep
Juncus bassianus,Poales,Juncaceae,Juncus,1060,1,23.7604,1.63e-5,0,1,0,omit,keep
Juncus bufonius,Poales,Juncaceae,Juncus,1061,0.2,1.5708,3.6e-5,0,0,0,keep,keep
Juncus caespiticius,Poales,Juncaceae,Juncus,1062,0.55,23.7604,2.92e-5,0,1,0,omit,keep
Juncus curtisiae,Poales,Juncaceae,Juncus,1063,0.05,23.7604,1.76e-5,0,1,0,keep,keep
Juncus falcatus,Poales,Juncaceae,Juncus,1064,0.35,5.49779,2.68e-5,0,0,0,keep,keep
Juncus filicaulis,Poales,Juncaceae,Juncus,1065,0.45,4.24115,1.93e-5,0,0,1,keep,keep
Juncus gregiflorus,Poales,Juncaceae,Juncus,1067,1.4,32.9867,1.2e-5,0,0,0,omit,keep
Juncus holoschoenus,Poales,Juncaceae,Juncus,1068,0.75,14.7262,1.33e-5,0,0,0,keep,keep
Juncus kraussii,Poales,Juncaceae,Juncus,1069,1.5,23.5619,4.3e-5,0,0,0,omit,keep
Juncus pallidus,Poales,Juncaceae,Juncus,1070,1.35,53.0144,1.44e-5,0,0,0,omit,keep
Juncus pauciflorus,Poales,Juncaceae,Juncus,1071,0.85,13.3518,2.67e-5,0,0,0,omit,keep
Juncus planifolius,Poales,Juncaceae,Juncus,1072,0.6,9.42478,2.14e-5,0,0,0,omit,keep
Juncus procerus,Poales,Juncaceae,Juncus,1074,1.45,113.883,9.3e-6,0,0,0,omit,keep
Juncus ratkowskyanus,Poales,Juncaceae,Juncus,1075,0.806364,23.7604,1.93e-5,1,1,1,keep,keep
Juncus revolutus,Poales,Juncaceae,Juncus,1076,0.3,3.06305,1.93e-5,0,0,1,keep,keep
Juncus sandwithii,Poales,Juncaceae,Juncus,1077,0.14,0.659734,1.93e-5,0,0,1,keep,keep
Juncus sarophorus,Poales,Juncaceae,Juncus,1078,1.7,42.7257,1.48e-5,0,0,0,omit,keep
Juncus subsecundus,Poales,Juncaceae,Juncus,1079,0.9,14.1372,6.66e-6,0,0,0,omit,keep
Juncus vaginatus,Poales,Juncaceae,Juncus,1080,1,23.7604,9.2e-6,0,1,0,omit,keep
Kennedia prostrata,Fabales,Fabaceae,Kennedia,1082,0.1,7.21216,0.0176412,0,1,0,keep,keep
Kunzea ambigua,Myrtales,Myrtaceae,Kunzea,1083,4,0.141372,7.36163e-4,0,0,1,keep,keep
Lachnagrostis aemula,Poales,Poaceae,Lachnagrostis,1084,0.6,32.9867,1.672e-4,0,0,1,keep,keep
Lachnagrostis billardierei,Poales,Poaceae,Lachnagrostis,1085,0.5,25.1327,1.672e-4,0,0,1,keep,keep
Lachnagrostis filiformis,Poales,Poaceae,Lachnagrostis,1087,0.7,19.2423,1.672e-4,0,0,0,keep,keep
Lachnagrostis punicea,Poales,Poaceae,Lachnagrostis,1089,0.65,5.10509,1.672e-4,0,0,1,keep,keep
Lachnagrostis scabra subsp scabra,Poales,Poaceae,Lachnagrostis,1092,0.75,4.71239,1.672e-4,0,0,1,keep,keep
Lagarostrobos franklinii,Pinales,Podocarpaceae,Lagarostrobos,1093,20,0.0235619,0.00177688,0,0,1,keep,keep
Lagenifera gracilis,Asterales,Asteraceae,Lagenifera,1094,0.2,12.5664,4.01868e-4,0,0,1,keep,keep
Lagenifera huegelii,Asterales,Asteraceae,Lagenifera,1095,0.1,9.42478,4.01868e-4,0,0,1,keep,keep
Lagenifera stipitata,Asterales,Asteraceae,Lagenifera,1097,0.1,23.5619,4.01868e-4,0,0,1,keep,keep
Lagenophora stipitata,Asterales,Asteraceae,Lagenophora,1101,0.934724,11.8909,4.01868e-4,1,1,1,keep,keep
Lasiopetalum macrophyllum,Malvales,Malvaceae,Lasiopetalum,1104,3,71.4712,0.0015092,0,0,0,keep,keep
Lasiopetalum micranthum,Malvales,Malvaceae,Lasiopetalum,1105,0.5,7.06858,0.0013596,0,0,0,keep,keep
Lastreopsis acuminata,Polypodiales,Dryopteridaceae,Lastreopsis,1106,0.6,53.01437603,0.0033,0,1,1,keep,keep
Laxmannia orientalis,Asparagales,Anthericaceae,Laxmannia,1110,0.15,1.1781,3.429e-4,0,0,0,keep,omit
Lemna disperma,Arales,Lemnaceae,Lemna,1115,0.05,0.0628319,0.0033,0,0,1,keep,keep
Leontodon taraxacoides subsp taraxacoides,Asterales,Asteraceae,Leontodon,1117,0.4,20.0277,4.01868e-4,0,0,1,keep,keep
Lepidium hyssopifolium,Brassicales,Brassicaceae,Lepidium,1121,0.5,0.785398,2.732e-4,0,0,0,keep,keep
Lepidium pseudotasmanicum,Brassicales,Brassicaceae,Lepidium,1122,0.4,0.785398,2.096e-4,0,1,0,omit,keep
Lepidosperma concavum,Poales,Cyperaceae,Lepidosperma,1123,0.6,23.5619,0.004926,0,0,0,keep,omit
Lepidosperma curtisiae,Poales,Cyperaceae,Lepidosperma,1124,0.2,3.14159,0.003092,0,0,1,keep,keep
Lepidosperma elatius,Poales,Cyperaceae,Lepidosperma,1126,1.8,157.08,0.003092,0,0,1,keep,keep
Lepidosperma ensiforme,Poales,Cyperaceae,Lepidosperma,1127,2.5,75.4296,0.0016484,0,1,0,keep,keep
Lepidosperma filiforme,Poales,Cyperaceae,Lepidosperma,1128,1,7.85398,0.003092,0,0,1,keep,keep
Lepidosperma gladiatum,Poales,Cyperaceae,Lepidosperma,1130,3,314.159,0.003092,0,0,1,keep,keep
Lepidosperma globosum,Poales,Cyperaceae,Lepidosperma,1131,0.5,75.4296,0.003092,0,1,1,keep,keep
Lepidosperma gunnii,Poales,Cyperaceae,Lepidosperma,1132,0.4,7.85398,0.003092,0,0,1,keep,keep
Lepidosperma inops,Poales,Cyperaceae,Lepidosperma,1133,0.25,75.4296,0.003092,0,1,1,keep,keep
Lepidosperma laterale,Poales,Cyperaceae,Lepidosperma,1134,1,62.8319,0.0027016,0,0,0,keep,keep
Lepidosperma longitudinale,Poales,Cyperaceae,Lepidosperma,1135,2,157.08,0.003092,0,0,1,keep,keep
Lepidosperma neesii,Poales,Cyperaceae,Lepidosperma,1136,0.8,12.5664,0.003092,0,0,1,keep,keep
Lepidosperma oldfieldii,Poales,Cyperaceae,Lepidosperma,1137,0.8,8.16814,0.003092,0,0,1,keep,keep
Lepilaena cylindrocarpa,Potamogetonales,Potamogetonaceae,Lepilaena,1140,0.25,18.9805,1.66e-4,0,1,0,omit,omit
Leptecophylla divaricata,Ericales,Ericaceae,Leptecophylla,1145,0.9,0.213628,0.023933,0,1,0,keep,keep
Leptecophylla juniperina,Ericales,Ericaceae,Leptecophylla,1146,5,0.213628,0.0244452,0,0,0,keep,keep
Leptinella filicula,Asterales,Asteraceae,Leptinella,1149,0.1,5.89049,4.01868e-4,0,0,1,keep,keep
Leptinella longipes,Asterales,Asteraceae,Leptinella,1150,0.1,12.5664,4.01868e-4,0,0,1,keep,keep
Leptinella reptans,Asterales,Asteraceae,Leptinella,1151,0.1,9.42478,4.01868e-4,0,0,1,keep,keep
Leptocarpus brownii,Poales,Restionaceae,Leptocarpus,1152,0.5,7.85398,3.396e-4,0,0,1,keep,keep
Leptocarpus tenax,Poales,Restionaceae,Leptocarpus,1153,1.3,10.2102,3.396e-4,0,0,0,keep,keep
Leptoceras menziesii,Asparagales,Orchidacae,Leptoceras,1154,0.275778,14.937,1.24e-5,1,1,1,keep,keep
Leptomeria drupacea,Santalales,Santalaceae,Leptomeria,1155,2.5,0.00785398,0.0044688,0,0,0,omit,omit
Leptomeria glomerata,Santalales,Santalaceae,Leptomeria,1156,0.3,0.00785398,0.0044688,0,0,1,keep,omit
Leptorhynchos linearis,Asterales,Asteraceae,Leptorhynchos,1158,0.4,1.09956,1.172e-4,1,1,1,keep,keep
Leptorhynchos squamatus,Asterales,Asteraceae,Leptorhynchos,1160,0.4,1.09956,1.172e-4,0,0,0,keep,keep
