date,habitat,site,bee_taxon,total_bee_n,flower_species,count,basis_of_record,cultivar_status
2018-03,Residential garden,Wembley,Honeybees,141,Rosemary,1,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Salvia,1,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Scaevola,8,captive_cultivated,wild
2018-03,Residential garden,Wembley,Honeybees,141,Seaside daisy,4,captive_cultivated,wild
2018-03,Residential garden,Wembley,Honeybees,141,Sida fallax,9,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Vinca,1,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Westeringia fruticosa,6,captive_cultivated,wild
2018-03,Residential garden,Wembley,Hylainae,38,Corymbia ficifolia,39,captive_cultivated,wild
2018-03,Residential garden,Wembley,Megachile,30,Chili,4,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Megachile,30,Gazania,4,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Megachile,30,Lobularia maritima,1,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Megachile,30,Rocket,1,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Megachile,30,Salvia,1,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Megachile,30,Scaevola,3,captive_cultivated,wild
2018-03,Residential garden,Wembley,Megachile,30,Seaside daisy,16,captive_cultivated,wild
2018-03,Residential garden,Wilson,Eurgylossinae,23,Marri,24,captive_cultivated,wild
2018-03,Residential garden,Wilson,Homalictus,3,Marri,4,captive_cultivated,wild
2018-03,Residential garden,Wilson,Honeybees,103,Coral vine,66,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Honeybees,103,Duranta repens,12,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Honeybees,103,Euryops pectinatus,1,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Honeybees,103,Grevillea,2,captive_cultivated,wild
2018-03,Residential garden,Wilson,Honeybees,103,Honeysuckle,1,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Honeybees,103,Polygala myrtifolia,15,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Honeybees,103,Portulaca,1,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Honeybees,103,Rosa,5,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Hylaeinae,48,Marri,49,captive_cultivated,wild
2018-03,Residential garden,Wilson,Lipotriches,33,Coral vine,32,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Lipotriches,33,Euryops pectinatus,1,captive_cultivated,cultivar
2018-03,Residential garden,Wilson,Megachile,8,Jacksonia sternbergiana,9,captive_cultivated,wild
