date,habitat,site,bee_taxon,total_bee_n,flower_species,count,basis_of_record,cultivar_status
2017-02,Residential garden,Osborne Park,Hylaeinae,16,Callistemon viminalis,11,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Hylaeinae,16,Corymbia ficifolia,5,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Megachile,2,Callistemon viminalis,1,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Megachile,2,Taraxicum khatoonae,1,captive_cultivated,wild
2017-02,Residential garden,Wembley,Euryglossinae,9,Corymbia callophyla,9,captive_cultivated,wild
2017-02,Residential garden,Wembley,Homalictus,14,Corymbia callophyla,14,captive_cultivated,wild
2017-02,Residential garden,Wembley,Honeybees,55,Buddleja davidii,1,captive_cultivated,cultivar
2017-02,Residential garden,Wembley,Honeybees,55,Corymbia callophyla,34,captive_cultivated,wild
2017-02,Residential garden,Wembley,Honeybees,55,Lagerstroemia indica,1,captive_cultivated,cultivar
2017-02,Residential garden,Wembley,Honeybees,55,Limonium perezii,2,captive_cultivated,cultivar
2017-02,Residential garden,Wembley,Honeybees,55,Rosmarinus officinalis,2,captive_cultivated,cultivar
2017-02,Residential garden,Wembley,Honeybees,55,Sida,6,captive_cultivated,cultivar
2017-02,Residential garden,Wembley,Hylaeinae,68,Corymbia callophyla,68,captive_cultivated,wild
2017-02,Residential garden,Wembley,Lipotriches,1,Lirope,1,captive_cultivated,cultivar
2017-02,Residential garden,Wembley,Megachile,1,Erigeron glaucus/Tanacetum coccineum,1,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Amegilla,4,Duranta repens,4,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Euryglossinae,19,Corymbia collophyla,19,captive_cultivated,wild
2017-02,Residential garden,Wilson,Homalictus,1,Corymbia collophyla,1,captive_cultivated,wild
2017-02,Residential garden,Wilson,Honeybees,559,Agaphanthus ‘snowball’,2,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Honeybees,559,Callistemon viminalis,59,captive_cultivated,wild
2017-02,Residential garden,Wilson,Honeybees,559,Corymbia collophyla,482,captive_cultivated,wild
2017-02,Residential garden,Wilson,Honeybees,559,Duranta repens,3,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Honeybees,559,Rosa,1,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Honeybees,559,Wisteria sinensis,12,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Hylaeinae,8,Corymbia collophyla,8,captive_cultivated,wild
2017-02,Residential garden,Wilson,Lasioglossum,4,Corymbia collophyla,4,captive_cultivated,wild
2017-02,Residential garden,Wilson,Lipotriches,15,Corymbia collophyla,14,captive_cultivated,wild
2017-02,Residential garden,Wilson,Lipotriches,15,Rosa,1,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Megachile,7,Corymbia collophyla,1,captive_cultivated,wild
2017-02,Residential garden,Wilson,Megachile,7,Wisteria sinensis,6,captive_cultivated,cultivar
2017-02,Residential garden,Wilson,Meroglossa rubricata,4,Corymbia collophyla,4,captive_cultivated,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Agonis flexuosa,40,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Arctotheca calendula,23,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Banksia sessilis,143,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Conostylis candicans,13,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Daveisia divicarata,25,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Eucalyptus leucoxylon sp rosea,7,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Euphorbia terracina,4,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Galenia secunda,3,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Grevillea whiteana,42,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Hardenbergia comptoniana,13,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Pelargonium capitatum,1,field,cultivar
2017-10,Bushland remnant,Bold Park,Honeybees,319,Scaevola nitida,3,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Senecio,1,field,wild
2017-10,Bushland remnant,Bold Park,Honeybees,319,Taraxicum daisy,1,field,wild
2017-10,Bushland remnant,Bold Park,Hylaeinae,1,Banksia sessilis,1,field,wild
2017-10,Bushland remnant,Bold Park,Lasioglossum,15,Banksia sessilis,1,field,wild
2017-10,Bushland remnant,Bold Park,Lasioglossum,15,Eucalyptus leucoxylon sp rosea,1,field,wild
2017-10,Bushland remnant,Bold Park,Lasioglossum,15,Senecio,13,field,wild
2017-10,Bushland remnant,Bold Park,Megachile,32,Hardenbergia comptoniana,1,field,wild
2017-10,Bushland remnant,Bold Park,Megachile,32,Jacksonia furcellata,31,field,wild
2017-10,Bushland remnant,Bold Park,Trichocolletes,1,Daveisia divicarata,1,field,wild
2017-10,Bushland remnant,Kings Park,Exoneura,2,Scholtzia involucrate,2,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Anigozanthos manglesii,3,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Daviesia divaricata,10,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Hakea prostrata,18,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Hypocalymma robustum,1,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Scaevola thesioides,2,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Scholtzia involucrate,2,field,wild
2017-10,Bushland remnant,Kings Park,Honeybees,58,Xanthorrhoea preissii,22,field,wild
2017-10,Bushland remnant,Kings Park,Leioproctus,3,Jacksonia sternbergiana,2,field,wild
2017-10,Bushland remnant,Kings Park,Leioproctus,3,Scholtzia involucrate,1,field,wild
2017-10,Bushland remnant,Kings Park,Megachile,10,Daviesia divaricata,2,field,wild
2017-10,Bushland remnant,Kings Park,Megachile,10,Jacksonia sternbergiana,8,field,wild
2017-10,Bushland remnant,Kings Park,Trichocolletes,6,Daviesia divaricata,5,field,wild
2017-10,Bushland remnant,Kings Park,Trichocolletes,6,Jacksonia sternbergiana,1,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Artotheca,10,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Daviesia physodes,21,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Hypocalymma angustifolium,10,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Jacksonia gracillima,1,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Leptospermum,1,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Lotus subbiflorusNN,3,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Patersonia occidentalis,1,field,wild
2017-10,Bushland remnant,Maniana,Honeybees,51,Tricoryne tenella,4,field,wild
2017-10,Bushland remnant,Maniana,Leioproctus,1,Jacksonia gracillima,1,field,wild
2017-10,Bushland remnant,Maniana,Lipotriches,6,Daviesia physodes,1,field,wild
2017-10,Bushland remnant,Maniana,Lipotriches,6,Euchilopsis linearis N,1,field,wild
2017-10,Bushland remnant,Maniana,Lipotriches,6,Jacksonia gracillima,1,field,wild
2017-10,Bushland remnant,Maniana,Lipotriches,6,Thysanotus patersonii,3,field,wild
2017-10,Bushland remnant,Maniana,Megachile,14,Daviesia physodes,2,field,wild
2017-10,Bushland remnant,Maniana,Megachile,14,Eutaxia obovate var nana,1,field,wild
2017-10,Bushland remnant,Maniana,Megachile,14,Gompholobium tomentosum,5,field,wild
2017-10,Bushland remnant,Maniana,Megachile,14,Jacksonia gracillima,6,field,wild
2017-10,Bushland remnant,Maniana,Trichocolletes,25,Daviesia physodes,20,field,wild
2017-10,Bushland remnant,Maniana,Trichocolletes,25,Eutaxia obovate var nana,1,field,wild
2017-10,Bushland remnant,Maniana,Trichocolletes,25,Gompholobium tomentosum,3,field,wild
2017-10,Bushland remnant,Maniana,Trichocolletes,25,Jacksonia gracillima,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Euryglossinae,200,Jarrah,200,field,wild
2017-10,Bushland remnant,Piney Lakes,Homalictus,3,Conostylis candicans,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Homalictus,3,Jarrah,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Homalictus,3,Kunzea glabrescens,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Honyebee,93,Capeweed,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Honyebee,93,Jarrah,86,field,wild
2017-10,Bushland remnant,Piney Lakes,Honyebee,93,Kunzea glabrescens,6,field,wild
2017-10,Bushland remnant,Piney Lakes,Hylaeinae,146,Jarrah,145,field,wild
2017-10,Bushland remnant,Piney Lakes,Hylaeinae,146,Kunzea glabrescens,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Leioproctus,5,Conostylis candicans,2,field,wild
2017-10,Bushland remnant,Piney Lakes,Leioproctus,5,Jarrah,3,field,wild
2017-10,Bushland remnant,Piney Lakes,Lipotriches,1,Hibbertia,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Megachile .,19,Jacksonia furcellata,2,field,wild
2017-10,Bushland remnant,Piney Lakes,Megachile .,19,Jacksonia sternbergiana,8,field,wild
2017-10,Bushland remnant,Piney Lakes,Megachile .,19,Jarrah,1,field,wild
2017-10,Bushland remnant,Piney Lakes,Megachile .,19,Kunzea glabrescens,8,field,wild
2017-10,Bushland remnant,Shenton Park,Homalictus,7,Callistemon viminalis,4,field,wild
2017-10,Bushland remnant,Shenton Park,Homalictus,7,Eucalyptus marginata,3,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Arctotheca calendula,3,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Callistemon viminalis,867,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Daviesia divicarta,2,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Eucalyptus marginata,1077,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Lavendula dentata,1,field,cultivar
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Scaevola (mobile garden),1,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Tricoryne tenella,1,field,wild
2017-10,Bushland remnant,Shenton Park,Honeybees,2146,Xanthorrhoea preissii,194,field,wild
2017-10,Bushland remnant,Shenton Park,Hylaeinae,10,Eucalyptus marginata,10,field,wild
2017-10,Bushland remnant,Shenton Park,Lasioglossum,2,Eucalyptus marginata,2,field,wild
2017-10,Bushland remnant,Shenton Park,Leioproctus,15,Callistemon viminalis,5,field,wild
2017-10,Bushland remnant,Shenton Park,Leioproctus,15,Eucalyptus marginata,10,field,wild
2017-10,Bushland remnant,Shenton Park,Megachile,4,Callistemon viminalis,1,field,wild
2017-10,Bushland remnant,Shenton Park,Megachile,4,Daviesia divicarta,2,field,wild
2017-10,Bushland remnant,Shenton Park,Megachile,4,Eucalyptus marginata,1,field,wild
2017-10,Bushland remnant,Star Swamp,Coelioxys,1,Banksia sessilis,1,field,wild
2017-10,Bushland remnant,Star Swamp,Exoneura,17,Banksia sessilis,17,field,wild
2017-10,Bushland remnant,Star Swamp,Honeybees,533,Banksia sessilis,474,field,wild
2017-10,Bushland remnant,Star Swamp,Honeybees,533,Calothamnus quadrifidis,5,field,wild
2017-10,Bushland remnant,Star Swamp,Honeybees,533,Carpobrotus edulis,18,field,wild
2017-10,Bushland remnant,Star Swamp,Honeybees,533,Jacksonia sternbergiana,11,field,wild
2017-10,Bushland remnant,Star Swamp,Honeybees,533,Pelargonium capitatum,13,field,cultivar
2017-10,Bushland remnant,Star Swamp,Honeybees,533,Xanthorrhoea preissii,12,field,wild
2017-10,Bushland remnant,Star Swamp,Hylaeinae,20,Banksia sessilis,20,field,wild
2017-10,Bushland remnant,Star Swamp,Lasioglossum,8,Banksia sessilis,8,field,wild
2017-10,Bushland remnant,Star Swamp,Megachile,36,Jacksonia sternbergiana,36,field,wild
2017-10,Bushland remnant,Wireless Hill,Homalictus,6,Banksia sessilis,5,field,wild
2017-10,Bushland remnant,Wireless Hill,Homalictus,6,Xanthorrhoea preissii,1,field,wild
2017-10,Bushland remnant,Wireless Hill,Honeybees,121,Banksia sessilis,3,field,wild
2017-10,Bushland remnant,Wireless Hill,Honeybees,121,Kunzea glabrescens,32,field,wild
2017-10,Bushland remnant,Wireless Hill,Honeybees,121,Xanthorrhoea preissii,86,field,wild
2017-10,Bushland remnant,Wireless Hill,Hylaeinae,109,Banksia sessilis,11,field,wild
2017-10,Bushland remnant,Wireless Hill,Hylaeinae,109,Kunzea glabrescens,98,field,wild
2017-10,Bushland remnant,Wireless Hill,Lipotriches,1,Kunzea glabrescens,1,field,wild
2017-10,Bushland remnant,Wireless Hill,Megachile,18,Banksia sessilis,1,field,wild
2017-10,Bushland remnant,Wireless Hill,Megachile,18,Daviesia divicarta,7,field,wild
2017-10,Bushland remnant,Wireless Hill,Megachile,18,Jacksonia sternbergiana,1,field,wild
2017-10,Bushland remnant,Wireless Hill,Megachile,18,Kunzea glabrescens,9,field,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Agonis flexuosa,3,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Anigozanthus manglesii,2,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Callistemon viminalis,6,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Calothamnus quadrifidus,23,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Daviesia divicarta,4,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Exhium candicans,7,captive_cultivated,cultivar
2017-10,Residential garden,Bibra Lake,Honeybees,153,Grevillea leucoptis,3,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Hardenbergia comptoniana,1,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Pimelea ferruginea,1,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Honeybees,153,Xanthorrhoea preissii,100,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Lipotriches,13,Gompholobium aristatum,13,captive_cultivated,wild
2017-10,Residential garden,Bibra Lake,Megachile,214,Gompholobium aristatum,213,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Exoneura,17,Callistemon salignus 'Perth Pink',16,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Exoneura,17,Hibbertia scandens,1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Homalictus,1,Callistemon viminalis,1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Callistemon salignus 'Perth Pink',198,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Callistemon viminalis,48,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Centranthus ruber,2,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Eutaxia obovate var nana,2,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Grevillea Peaches and Cream,1,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Grevillea whiteana 'Moonlight',41,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Hibbertia scandens,18,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Kalanchoe blossfeldiana,1,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Lavandula pedunculata White,2,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Linaria vulgaris (toadflax),1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Oxalis pes-caprae,1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Ozothamnus diosmifolius,1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Honeybees,349,Plumeria obtusa (Frangipani) buds,1,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Honeybees,349,Wisteria,32,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Lasioglossum,9,Callistemon salignus 'Perth Pink',7,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Lasioglossum,9,Callistemon viminalis,1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Lasioglossum,9,Hibbertia scandens,1,captive_cultivated,wild
2017-10,Residential garden,Gosnells,Leioproctus,1,Callistemon salignus 'Perth Pink',1,captive_cultivated,cultivar
2017-10,Residential garden,Gosnells,Lipotriches,1,Callistemon salignus 'Perth Pink',1,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Homalictus,24,Callistemon viminalis,24,captive_cultivated,wild
2017-10,Residential garden,Jandakot,Honeybees,1119,Arctotheca calendula,11,captive_cultivated,wild
2017-10,Residential garden,Jandakot,Honeybees,1119,Callistemon salignus 'Perth Pink',234,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Callistemon viminalis,425,captive_cultivated,wild
2017-10,Residential garden,Jandakot,Honeybees,1119,Lemon,110,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Macadamia,1,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Matthiola NN,4,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Olea europaea,322,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Pelargonium capitatum,8,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Rhododendron (Azelea),1,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Honeybees,1119,Tangerine Citrus tangerine,3,captive_cultivated,cultivar
2017-10,Residential garden,Jandakot,Hylaeinae,9,Callistemon viminalis,9,captive_cultivated,wild
2017-10,Residential garden,Jandakot,Lasioglossum,2,Callistemon salignus 'Perth Pink',2,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Exoneura,3,Melaleuca huegelii,3,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Homalictus,15,Callistemon viminalis,15,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Agonis flexuosa,5,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Callistemon viminalis,153,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Conostylis candicans,3,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Coriandrum sativum (coriander),7,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Eruca sativ,3,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Grevillea crithmifolia,9,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Grevillea thelemanniana,2,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Lavendula,1,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Melaleuca huegelii,27,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Pimelea ferruginea,9,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Rhaphiolepis indica,1,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Ricinocarpus pinifolius,3,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Honeybees,205,Rosa,1,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Tanacetum cinerariifolium,3,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Viburnum odoratissimum,4,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Vicia faba (broad bean),12,captive_cultivated,cultivar
2017-10,Residential garden,Nedlands,Honeybees,205,Westeringia fruticose,1,captive_cultivated,wild
2017-10,Residential garden,Nedlands,Hylaeinae,11,Melaleuca huegelii,11,captive_cultivated,wild
2017-10,Residential garden,Osborne Park,Homalictus,27,Callistemon viminalis,27,captive_cultivated,wild
2017-10,Residential garden,Osborne Park,Honeybees,273,Callistemon viminalis,214,captive_cultivated,wild
2017-10,Residential garden,Osborne Park,Honeybees,273,Grevillea olivacea,2,captive_cultivated,wild
2017-10,Residential garden,Osborne Park,Honeybees,273,Olea europaea (olive),55,captive_cultivated,cultivar
2017-10,Residential garden,Osborne Park,Honeybees,273,Tropaeolum majus (Nasturtium),2,captive_cultivated,cultivar
2017-10,Residential garden,Osborne Park,Leioproctus,84,Callistemon viminalis,82,captive_cultivated,wild
2017-10,Residential garden,Osborne Park,Leioproctus,84,Eucalyptus melliodora,2,captive_cultivated,wild
2017-10,Residential garden,Osborne Park,Meroglossa,1,Callistemon viminalis,1,captive_cultivated,wild
2017-10,Residential garden,Wembley,Homalictus,14,Callistemon viminalis,14,captive_cultivated,wild
2017-10,Residential garden,Wembley,Honeybees,610,Callistemon viminalis,575,captive_cultivated,wild
2017-10,Residential garden,Wembley,Honeybees,610,Erigeron karvinskianus seaside daisy,5,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Honeybees,610,Lavandula stoechas,14,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Honeybees,610,Limonium perezii,4,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Honeybees,610,Nasturtium,4,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Honeybees,610,Nemesia fruticans,1,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Honeybees,610,Royal Pelargonium hortium,4,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Honeybees,610,Sida fallax,3,captive_cultivated,cultivar
2017-10,Residential garden,Wembley,Hylaeinae,16,Callistemon viminalis,16,captive_cultivated,wild
2017-10,Residential garden,Wembley,Lasioglossum,1,Scaevola aemula,1,captive_cultivated,wild
2017-10,Residential garden,Wembley,Leioproctus,21,Callistemon viminalis,21,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Callistemon viminalis,30,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Gazania linearis,11,captive_cultivated,cultivar
2017-10,Residential garden,Wilson,Honeybees,231,Jacksonia sternbergiana,50,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Jarrah,18,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Leucospermum cordifolium,4,captive_cultivated,cultivar
2017-10,Residential garden,Wilson,Honeybees,231,Medicago polymorpha,1,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Melaleuca rhaphiophylla,2,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Ornamental Pear,61,captive_cultivated,cultivar
2017-10,Residential garden,Wilson,Honeybees,231,Regalia inops,48,captive_cultivated,wild
2017-10,Residential garden,Wilson,Honeybees,231,Rosa,2,captive_cultivated,cultivar
2017-10,Residential garden,Wilson,Honeybees,231,Royal Pelargonium,4,captive_cultivated,cultivar
2017-10,Residential garden,Wilson,Lasioglossum,2,Melaleuca rhaphiophylla,2,captive_cultivated,wild
2017-10,Residential garden,Wilson,Leioproctus,1,Jarrah,1,captive_cultivated,wild
2017-10,Residential garden,Wilson,Lipotriches,6,Jacksonia sternbergiana,3,captive_cultivated,wild
2017-10,Residential garden,Wilson,Lipotriches,6,Medicago polymorpha,1,captive_cultivated,wild
2017-10,Residential garden,Wilson,Lipotriches,6,Melaleuca rhaphiophylla,1,captive_cultivated,wild
2017-10,Residential garden,Wilson,Lipotriches,6,Regalia inops,1,captive_cultivated,wild
2017-10,Residential garden,Wilson,Megachile .,15,Callistemon viminalis,1,captive_cultivated,wild
2017-10,Residential garden,Wilson,Megachile .,15,Jacksonia sternbergiana,14,captive_cultivated,wild
2017-10,Residential garden,Wilson,Trichocolletes,63,Jacksonia sternbergiana,63,captive_cultivated,wild
2017-11,Bushland remnant,Bold Park,Amegilla,2,Jacksonia furcellata,3,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Agonis flexuosa,26,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Banksia sessilis,64,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Bauhinia variegata 'Candida',20,field,cultivar
2017-11,Bushland remnant,Bold Park,Honeybees,287,Carpobrutus edulis,1,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Corynotheca micrantha,1,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Eucalyptus leucoxylon sp rosea,7,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Galenia secunda,15,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Grevillea whiteana,151,field,wild
2017-11,Bushland remnant,Bold Park,Honeybees,287,Tamarix,2,field,wild
2017-11,Bushland remnant,Bold Park,Megachile,418,Jacksonia furcellata,419,field,wild
2017-11,Bushland remnant,Kings Park,Amegilla,1,Gompholobium tomentosum,1,field,wild
2017-11,Bushland remnant,Kings Park,Honeybees,122,Jarrah,22,field,wild
2017-11,Bushland remnant,Kings Park,Honeybees,122,Kunzea,1,field,wild
2017-11,Bushland remnant,Kings Park,Honeybees,122,Scholtzia involucrata,2,field,wild
2017-11,Bushland remnant,Kings Park,Honeybees,122,Taraxicum khatoonae,2,field,wild
2017-11,Bushland remnant,Kings Park,Honeybees,122,Tricyoryne,1,field,wild
2017-11,Bushland remnant,Kings Park,Honeybees,122,Xanthorrea,94,field,wild
2017-11,Bushland remnant,Kings Park,Hylaeinae,4,Xanthorrea,4,field,wild
2017-11,Bushland remnant,Kings Park,Lasioglossum,1,Jacksonia sternbergiana,1,field,wild
2017-11,Bushland remnant,Kings Park,Leioproctus,4,Scholtzia involucrata,4,field,wild
2017-11,Bushland remnant,Kings Park,Lipotriches,9,Dianella revoluta,3,field,wild
2017-11,Bushland remnant,Kings Park,Lipotriches,9,Jacksonia sternbergiana,2,field,wild
2017-11,Bushland remnant,Kings Park,Lipotriches,9,Xanthorrea,4,field,wild
2017-11,Bushland remnant,Kings Park,Megachile,36,Daviesia,1,field,wild
2017-11,Bushland remnant,Kings Park,Megachile,36,Jacksonia sternbergiana,32,field,wild
2017-11,Bushland remnant,Kings Park,Megachile,36,Jarrah,3,field,wild
2017-11,Bushland remnant,Maniana,Honeybees,373,Dasypogon,276,field,wild
2017-11,Bushland remnant,Maniana,Honeybees,373,Jacksonia gracillima,1,field,wild
2017-11,Bushland remnant,Maniana,Honeybees,373,Jarrah,70,field,wild
2017-11,Bushland remnant,Maniana,Honeybees,373,Lotus subbiflorus,1,field,wild
2017-11,Bushland remnant,Maniana,Honeybees,373,Petrophile linearis,1,field,wild
2017-11,Bushland remnant,Maniana,Honeybees,373,Xanthorrea,24,field,wild
2017-11,Bushland remnant,Maniana,Hylaeinae,8,Banksia ilicifolia,5,field,wild
2017-11,Bushland remnant,Maniana,Hylaeinae,8,Jarrah,3,field,wild
2017-11,Bushland remnant,Maniana,Lasioglossum,3,Jarrah,3,field,wild
2017-11,Bushland remnant,Maniana,Leioproctus,49,Jacksonia gracillima,49,field,wild
2017-11,Bushland remnant,Maniana,Lipotriches,107,Dampiera,2,field,wild
2017-11,Bushland remnant,Maniana,Lipotriches,107,Dasypogon,33,field,wild
2017-11,Bushland remnant,Maniana,Lipotriches,107,Jacksonia gracillima,6,field,wild
2017-11,Bushland remnant,Maniana,Lipotriches,107,Jarrah,43,field,wild
2017-11,Bushland remnant,Maniana,Lipotriches,107,Patersonia,1,field,wild
2017-11,Bushland remnant,Maniana,Lipotriches,107,Wahlenbergia capensis,1,field,cultivar
2017-11,Bushland remnant,Maniana,Lipotriches,107,Xanthorrea,21,field,wild
2017-11,Bushland remnant,Maniana,Megachile,48,Banksia ilicifolia,1,field,wild
