species,Fruit.Type.Botany,Fruit.Type.Specific,Fruit.Type.Function,Adaptive.Trait,Fruit.Length (mm),Fruit.Diameter (mm),Seed.Length (mm),Seed.Diameter (mm),flowering_time_start,flowering_time_end
Cryptocarya williwilliana,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,10,1
Cupaniopsis anacardioides,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis dallachyi,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis flagelliformis,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis fleckeri,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis foveolata,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis newmanii,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis parvifolia,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis serrata,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis shirleyana,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis tomentella,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Cupaniopsis wadsworthii,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Curculigo ensifolia,dry,capsule,dry,indehiscent,NA,NA,NA,NA,NA,NA
Cyathostemma glabrum,NA,NA,NA,NA,NA,NA,NA,NA,1,2
Cyathostemma micranthum,NA,NA,NA,NA,NA,NA,NA,NA,1,2
Cynometra iripa,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Dactyliophora novaeguineae,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dampiera adpressa,dry,nut,dry,NA,NA,NA,NA,NA,6,1
Dampiera alata,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera altissima,dry,nut,dry,NA,NA,NA,NA,NA,6,10
Dampiera angulata,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Dampiera atriplicina,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera candicans,dry,nut,dry,NA,NA,NA,NA,NA,4,8
Dampiera carinata,dry,nut,dry,seed unilaterally winged,NA,NA,NA,NA,12,3
Dampiera cinerea,dry,nut,dry,NA,NA,NA,NA,NA,5,8
Dampiera conospermoides,dry,nut,dry,NA,NA,NA,NA,NA,3,7
Dampiera coronata,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Dampiera decurrens,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Dampiera deltoidea,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Dampiera dentata,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Dampiera discolor,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera diversifolia,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Dampiera dysantha,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Dampiera eriantha,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera eriocephala,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera fasciculata,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera ferruginea,dry,nut,dry,NA,NA,NA,NA,NA,1,12
Dampiera fitzgeraldensis,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera fusca,dry,nut,dry,NA,NA,NA,NA,NA,12,1
Dampiera galbraithiana,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Dampiera glabrescens,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera haematotricha,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera hederacea,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Dampiera heteroptera,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Dampiera incana,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera juncea,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera krauseana,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera lanceolata,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera latealata,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera lavandulacea,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Dampiera leptoclada,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Dampiera lindleyi,dry,nut,dry,NA,NA,NA,NA,NA,6,10
Dampiera linearis,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera loranthifolia,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera luteiflora,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Dampiera marifolia,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera obliqua,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera oligophylla,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Dampiera orchardii,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera parvifolia,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera pedunculata,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera plumosa,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera purpurea,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Dampiera ramosa,dry,nut,dry,NA,NA,NA,NA,NA,8,9
Dampiera rosmarinifolia,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Dampiera roycei,dry,nut,dry,NA,NA,NA,NA,NA,9,10
Dampiera sacculata,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera salahae,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera scaevolina,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera scottiana,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Dampiera sericantha,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera spicigera,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Dampiera stenophylla,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera stenostachya,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Dampiera stricta,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Dampiera sylvestris,dry,nut,dry,NA,NA,NA,NA,NA,8,2
Dampiera tenuicaulis,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera tephrea,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dampiera teres,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera tomentosa,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dampiera trigona,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Dampiera triloba,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Dampiera wellsiana,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Dansiea elliptica,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Dansiea grandiflora,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Daphnandra apatela,dry,achene,dry,NA,5,NA,NA,NA,8,10
Daphnandra johnsonii,dry,achene,dry,NA,2,NA,NA,NA,9,9
Daphnandra melasmena,dry,achene,dry,NA,5.5,NA,NA,NA,10,10
Daphnandra micrantha,dry,achene,dry,NA,4.5,NA,NA,NA,9,10
Daphnandra repandula,dry,achene,dry,NA,6.5,NA,NA,NA,1,9
Daphnandra tenuipes,dry,achene,dry,NA,4.5,NA,NA,NA,3,10
Darlingia darlingiana,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Darlingia ferruginea,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dasypogon bromeliifolius,dry,capsule,dry,NA,NA,NA,NA,NA,10,1
Dasypogon hookeri,dry,capsule,dry,NA,NA,NA,NA,NA,10,1
Dasypogon obliquifolius,dry,capsule,dry,NA,NA,NA,NA,NA,9,10
Decaisnina biangulata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Decaisnina brittenii,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Decaisnina congesta,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Decaisnina hollrungii,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Decaisnina petiolata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Decaisnina signata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrocnide corallodesme,dry,achene,dry,NA,3,2.5,NA,NA,NA,NA
Dendrocnide cordata,dry,achene,dry,NA,2,1.5,NA,NA,NA,NA
Dendrocnide excelsa,dry,achene,dry,NA,2,1.5,NA,NA,NA,NA
Dendrocnide moroides,dry,achene,dry,NA,2,1.5,NA,NA,NA,NA
Dendrocnide photinophylla,dry,achene,dry,NA,2,1.5,NA,NA,NA,NA
Dendromyza reinwardtiana,fleshy,drupe,fleshy,NA,7,NA,NA,NA,NA,NA
Dendrophthoe acacioides,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe falcata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe glabrescens,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe homoplastica,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe odontocalyx,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrophthoe vitellina,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Dendrotrophe varians,fleshy,drupe,fleshy,NA,10,NA,NA,NA,NA,NA
Denhamia celastroides,dry,capsule,fleshy,aril,13.5,NA,NA,NA,NA,NA
Denhamia moorei,dry,capsule,fleshy,aril,14,NA,NA,NA,NA,NA
Denhamia obscura,dry,capsule,fleshy,aril,32.5,NA,NA,NA,NA,NA
Denhamia oleaster,dry,capsule,fleshy,aril,21.5,NA,5.5,NA,NA,NA
Denhamia parvifolia,dry,capsule,fleshy,aril,7,5.5,NA,NA,NA,NA
Denhamia pittosporoides,dry,capsule,fleshy,aril,13.5,22,NA,NA,NA,NA
Denhamia viridissima,dry,capsule,fleshy,aril,35,NA,NA,NA,NA,NA
Desmos goezeanus,NA,NA,NA,NA,NA,NA,NA,NA,10,11
Desmos polycarpus,NA,NA,NA,NA,NA,NA,NA,NA,11,2
Desmos wardianus,NA,NA,NA,NA,NA,NA,NA,NA,12,3
Dianella atraxis,fleshy,berry,fleshy,NA,7,NA,3.05,NA,NA,NA
Dianella bambusifolia,fleshy,berry,fleshy,NA,5.5,NA,4.15,NA,NA,NA
Dianella brevipedunculata,fleshy,berry,fleshy,NA,8.5,NA,3,NA,NA,NA
Dianella caerulea,fleshy,berry,fleshy,NA,9.5,NA,3.3,NA,NA,NA
Dianella congesta,fleshy,berry,fleshy,NA,9,NA,3.4,NA,NA,NA
Dianella crinoides,fleshy,berry,fleshy,NA,7,NA,2.85,NA,NA,NA
Dianella incollata,fleshy,berry,fleshy,NA,6.25,NA,4,NA,NA,NA
Dianella longifolia,fleshy,berry,fleshy,NA,5,NA,3.3,NA,NA,NA
Dianella nervosa,fleshy,berry,fleshy,NA,5,NA,4,NA,NA,NA
Dianella odorata,fleshy,berry,fleshy,NA,6.5,NA,3.75,NA,NA,NA
Dianella pavopennacea,fleshy,berry,fleshy,NA,6.5,NA,3.35,NA,NA,NA
Dianella prunina,fleshy,berry,fleshy,NA,6.5,NA,4.25,NA,NA,NA
Dianella rara,fleshy,berry,fleshy,NA,3.25,NA,2.4,NA,NA,NA
Dianella revoluta,fleshy,berry,fleshy,NA,7,NA,3.85,NA,NA,NA
Dianella tasmanica,fleshy,berry,fleshy,NA,1.85,NA,3.5,NA,NA,NA
Diaspasis filifolia,dry,NA,dry,indehiscent,NA,NA,NA,NA,10,2
Dichopogon capillipes,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dichopogon fimbriatus,dry,capsule,dry,NA,NA,NA,NA,NA,9,2
Dichopogon preissii,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dichopogon strictus,dry,capsule,dry,NA,NA,NA,NA,NA,8,1
Dichopogon tyleri,dry,capsule,dry,NA,NA,NA,NA,NA,8,8
Dichrostachys spicata,dry,pod,dry,NA,47.5,8.5,5.25,3.75,NA,NA
Dioscorea bulbifera,dry,capsule,dry,seed winged,24,NA,4.5,NA,NA,NA
Dioscorea hastifolia,dry,capsule,dry,seed winged,17.5,NA,3.75,NA,NA,NA
Dioscorea transversa,dry,capsule,dry,seed winged,27.5,NA,5.5,NA,NA,NA
Diplarrena latifolia,dry,capsule,dry,NA,25,9,3,3,1,3
Diplarrena moraea,dry,capsule,dry,NA,22.5,7,3,3,10,1
Diplatia furcata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Diplatia grandibractea,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Diplatia tomentosa,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Diploglottis bracteata,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis campbellii,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis cunninghamii,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis diphyllostegia,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis harpullioides,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis macrantha,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis pedleyi,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diploglottis smithii,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Diplopeltis eriocarpa,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Diplopeltis huegelii,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Diplopeltis intermedia,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Diplopeltis petiolaris,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Diplopeltis stuartii,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Distichostemon arnhemicus,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Distichostemon barklyanus,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Distichostemon dodecandrus,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Distichostemon filamentosus,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Distichostemon hispidulus,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Distichostemon malvaceus,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea adenophora,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea amblyophylla,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea aptera,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea baueri,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea boroniifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea bursariifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea caespitosa,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea camfieldii,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea ceratocarpa,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea concinna,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea coriacea,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea divaricata,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea ericoides,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea falcata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea filifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea filiformis,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea glandulosa,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea hackettiana,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea heteromorpha,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea hexandra,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea hirsuta,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea humifusa,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea humilis,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea inaequifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea intricata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea lanceolata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea larreoides,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea lobulata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea macrossanii,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea megazyga,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea microzyga,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea multijuga,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea oxyptera,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea pachyneura,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea peduncularis,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea petiolaris,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea physocarpa,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea pinifolia,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea pinnata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea platyptera,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea polyandra,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea polyzyga,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea procumbens,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea ptarmicaefolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea rhombifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea rigida,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea rupicola,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea serratifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea sinuolata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea stenophylla,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea stenozyga,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea subglandulifera,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea tenuifolia,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea tepperi,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea triangularis,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea trifida,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Dodonaea triquetra,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea truncatiales,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea uncinata,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea vestita,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Dodonaea viscosa,dry,capsule,dry,fruit winged,NA,NA,NA,NA,NA,NA
Doryanthes excelsa,dry,capsule,dry,NA,100,NA,NA,NA,NA,NA
Doryanthes palmeri,dry,capsule,dry,NA,90,NA,NA,NA,NA,NA
Doryphora aromatica,dry,achene,dry,NA,NA,NA,NA,NA,2,6
Doryphora sassafras,dry,achene,dry,NA,NA,NA,NA,NA,5,10
Dryadodaphne trachyphloia,dry,achene,dry,NA,NA,NA,NA,NA,12,5
Dryandra acanthopoda,dry,follicle,dry,NA,NA,NA,NA,NA,7,9
Dryandra anatona,dry,follicle,dry,NA,NA,NA,NA,NA,1,1
Dryandra arborea,dry,follicle,dry,NA,NA,NA,NA,NA,1,12
Dryandra arctotidis,dry,follicle,dry,NA,NA,NA,NA,NA,9,9
Dryandra armata,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra aurantia,dry,follicle,dry,NA,NA,NA,NA,NA,4,4
Dryandra baxteri,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra bipinnatifida,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra blechnifolia,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra borealis,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra brownii,dry,follicle,dry,NA,NA,NA,NA,NA,8,8
Dryandra calophylla,dry,follicle,dry,NA,NA,NA,NA,NA,10,11
Dryandra carlinoides,dry,follicle,dry,NA,NA,NA,NA,NA,9,10
Dryandra catoglypta,dry,follicle,dry,NA,NA,NA,NA,NA,6,7
Dryandra cirsioides,dry,follicle,dry,NA,NA,NA,NA,NA,5,8
Dryandra columnaris,dry,follicle,dry,NA,NA,NA,NA,NA,5,6
Dryandra comosa,dry,follicle,dry,NA,NA,NA,NA,NA,8,10
Dryandra concinna,dry,follicle,dry,NA,NA,NA,NA,NA,8,11
Dryandra conferta,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra corvijuga,dry,follicle,dry,NA,NA,NA,NA,NA,9,10
Dryandra cuneata,dry,follicle,dry,NA,NA,NA,NA,NA,4,11
Dryandra cynaroides,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra cypholoba,dry,follicle,dry,NA,NA,NA,NA,NA,8,8
Dryandra drummondii,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra echinata,dry,follicle,dry,NA,NA,NA,NA,NA,7,10
Dryandra epimicta,dry,follicle,dry,NA,NA,NA,NA,NA,8,9
Dryandra erythrocephala,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra falcata,dry,follicle,dry,NA,NA,NA,NA,NA,1,12
Dryandra fasciculata,dry,follicle,dry,NA,NA,NA,NA,NA,5,8
Dryandra ferruginea,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra fililoba,dry,follicle,dry,NA,NA,NA,NA,NA,5,7
Dryandra foliolata,dry,follicle,dry,NA,NA,NA,NA,NA,10,11
Dryandra foliosissima,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra formosa,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra fraseri,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra fuscobractea,dry,follicle,dry,NA,NA,NA,NA,NA,7,10
Dryandra glauca,dry,follicle,dry,NA,NA,NA,NA,NA,7,10
Dryandra hewardiana,dry,follicle,dry,NA,NA,NA,NA,NA,7,11
Dryandra hirsuta,dry,follicle,dry,NA,NA,NA,NA,NA,5,10
Dryandra horrida,dry,follicle,dry,NA,NA,NA,NA,NA,3,6
Dryandra idiogenes,dry,follicle,dry,NA,NA,NA,NA,NA,8,8
Dryandra insulanemorecincta,dry,follicle,dry,NA,NA,NA,NA,NA,6,9
Dryandra ionthocarpa,dry,follicle,dry,NA,NA,NA,NA,NA,9,10
Dryandra kippistiana,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra lepidorhiza,dry,follicle,dry,NA,NA,NA,NA,NA,10,11
Dryandra lindleyana,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra longifolia,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra meganotia,dry,follicle,dry,NA,NA,NA,NA,NA,10,10
Dryandra mimica,dry,follicle,dry,NA,NA,NA,NA,NA,12,1
Dryandra montana,dry,follicle,dry,NA,NA,NA,NA,NA,1,1
Dryandra mucronulata,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra nana,dry,follicle,dry,NA,NA,NA,NA,NA,10,10
Dryandra nervosa,dry,follicle,dry,NA,NA,NA,NA,NA,12,3
Dryandra nivea,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra nobilis,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra obtusa,dry,follicle,dry,NA,NA,NA,NA,NA,9,11
Dryandra octotriginta,dry,follicle,dry,NA,NA,NA,NA,NA,7,8
Dryandra pallida,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra platycarpa,dry,follicle,dry,NA,NA,NA,NA,NA,5,7
Dryandra plumosa,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra polycephala,dry,follicle,dry,NA,NA,NA,NA,NA,8,10
Dryandra porrecta,dry,follicle,dry,NA,NA,NA,NA,NA,7,7
Dryandra praemorsa,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra preissii,dry,follicle,dry,NA,NA,NA,NA,NA,9,10
Dryandra proteoides,dry,follicle,dry,NA,NA,NA,NA,NA,6,8
Dryandra pseudoplumosa,dry,follicle,dry,NA,NA,NA,NA,NA,11,12
Dryandra pteridifolia,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra pulchella,dry,follicle,dry,NA,NA,NA,NA,NA,10,10
Dryandra purdieana,dry,follicle,dry,NA,NA,NA,NA,NA,7,10
Dryandra quercifolia,dry,follicle,dry,NA,NA,NA,NA,NA,8,11
Dryandra rufistylis,dry,follicle,dry,NA,NA,NA,NA,NA,7,8
Dryandra sclerophylla,dry,follicle,dry,NA,NA,NA,NA,NA,9,10
Dryandra seneciifolia,dry,follicle,dry,NA,NA,NA,NA,NA,7,8
Dryandra serra,dry,follicle,dry,NA,NA,NA,NA,NA,7,10
Dryandra serratuloides,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra sessilis,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra shanklandiorum,dry,follicle,dry,NA,NA,NA,NA,NA,7,8
Dryandra shuttleworthiana,dry,follicle,dry,NA,NA,NA,NA,NA,7,9
Dryandra speciosa,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra squarrosa,dry,follicle,dry,NA,NA,NA,NA,NA,NA,NA
Dryandra stenoprion,dry,follicle,dry,NA,NA,NA,NA,NA,6,8
Dryandra stricta,dry,follicle,dry,NA,NA,NA,NA,NA,8,10
