find,dataset_id,replace,reason,taxonomic_resolution
Nicotiana gossei Domin,Nano_2011,Nicotiana gossei,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Nicotiana rosulata (S.Moore) Domin subsp. ingulba (J.M.Black) P.Horton,Nano_2011,Nicotiana rosulata,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Nymphaea violacea Lehm.,Nano_2011,Nymphaea violacea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Nymphoides indica (L.) Kuntze,Nano_2011,Nymphoides indica,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Olax aphylla R.Br.,Nano_2011,Olax aphylla,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Olax imbricata Roxb.,Nano_2011,Olax imbricata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Oldenlandia corymbosa L. var. corymbosa,Nano_2011,Oldenlandia corymbosa var. corymbosa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Varietas
Oldenlandia pinifolia (Wall. ex G.Don) Kuntze,Nano_2011,Oldenlandia pinifolia,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Oldenlandia thysanota (Halford) Halford,Nano_2011,Oldenlandia thysanota,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Olearia ferresii (F.Muell.) F.Muell. ex Benth.,Nano_2011,Olearia ferresii,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Olearia macdonnellensis D.A.Cooke,Nano_2011,Olearia macdonnellensis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Olearia stuartii (F.Muell.) F.Muell. ex Benth.,Nano_2011,Olearia stuartii,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Olearia subspicata (Hook.) Benth.,Nano_2011,Olearia subspicata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Omphalolappula concava (F.Muell.) Brand,Nano_2011,Omphalolappula concava,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Operculina aequisepala (Domin) R.W.Johnson,Nano_2011,Operculina aequisepala,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Operculina codonantha (Benth.) Hallier f.,Nano_2011,Operculina codonantha,match_19. Automatic alignment with species-level canonical name in APNI when notes are ignored (2023-06-18),Species
Ophioglossum intermedium Hook.f.,Nano_2011,Ophioglossum intermedium,match_10_fuzzy. Imprecise fuzzy alignment with accepted canonical name in APC (2023-06-18),Species
Ophioglossum lusitanicum L.,Nano_2011,Ophioglossum lusitanicum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Ophioglossum reticulatum L.,Nano_2011,Ophioglossum reticulatum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Ophiuros exaltatus (L.) Kuntze,Nano_2011,Ophiuros exaltatus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Opilia amentacea Roxb.,Nano_2011,Opilia amentacea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Oplismenus burmanni (Retz.) P.Beauv.,Nano_2011,Oplismenus burmanni,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Oplismenus compositus (L.) P.Beauv.,Nano_2011,Oplismenus compositus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Orianthera centralis (B.J.Conn) C.S.P.Foster & B.J.Conn,Nano_2011,Orianthera centralis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Oryza australiensis Domin,Nano_2011,Oryza australiensis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Osbeckia australiana Naudin,Nano_2011,Osbeckia australiana,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Osteocarpum dipterocarpum (F.Muell.) Volkens,Nano_2011,Osteocarpum dipterocarpum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Owenia reticulata F.Muell.,Nano_2011,Owenia reticulata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Owenia vernicosa F.Muell.,Nano_2011,Owenia vernicosa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Ozothamnus kempei (F.Muell.) Paul G.Wilson,Nano_2011,Ozothamnus kempei,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Pachygone ovata (Poir.) Hook.f. & Thomson,Nano_2011,Pachygone ovata,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Pandanus aquaticus F.Muell.,Nano_2011,Pandanus aquaticus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Pandanus spiralis R.Br.,Nano_2011,Pandanus spiralis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Pandorea doratoxylon (J.M.Black) J.M.Black,Nano_2011,Pandorea doratoxylon,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Panicum mindanaense Merr.,Nano_2011,Panicum mindanaense,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Panicum seminudum Domin,Nano_2011,Panicum seminudum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Panicum trachyrhachis Benth.,Nano_2011,Panicum trachyrhachis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Panicum trichoides Sw.,Nano_2011,Panicum trichoides,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paraceterach reynoldsii (F.Muell.) Tindale,Nano_2011,Paraceterach reynoldsii,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Paractaenum refractum (F.Muell.) R.D.Webster,Nano_2011,Paractaenum refractum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paraneurachne muelleri (Hack.) S.T.Blake,Nano_2011,Paraneurachne muelleri,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Parietaria cardiostegia Greuter,Nano_2011,Parietaria cardiostegia,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Parietaria debilis G.Forst.,Nano_2011,Parietaria debilis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Parinari nonda F.Muell. ex Benth.,Nano_2011,Parinari nonda,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Parsonsia alboflavescens (Dennst.) Mabb.,Nano_2011,Parsonsia alboflavescens,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Parsonsia velutina R.Br.,Nano_2011,Parsonsia velutina,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paspalidium clementii (Domin) C.E.Hubb.,Nano_2011,Paspalidium clementii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paspalidium constrictum (Domin) C.E.Hubb.,Nano_2011,Paspalidium constrictum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paspalidium jubiflorum (Trin.) Hughes,Nano_2011,Paspalidium jubiflorum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paspalidium rarum (R.Br.) Hughes,Nano_2011,Paspalidium rarum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Paspalum scrobiculatum L.,Nano_2011,Paspalum scrobiculatum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Passiflora foetida L.,Nano_2011,Passiflora foetida,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Passiflora suberosa L.,Nano_2011,Passiflora suberosa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Patersonia macrantha Benth.,Nano_2011,Patersonia macrantha,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Pavetta brownii Bremek. var. brownii,Nano_2011,Pavetta brownii var. brownii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Varietas
Peltophorum pterocarpum (DC.) Backer ex K.Heyne,Nano_2011,Peltophorum pterocarpum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Peplidium muelleri Benth.,Nano_2011,Peplidium muelleri,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Perotis rara R.Br.,Nano_2011,Perotis rara,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Persoonia falcata R.Br.,Nano_2011,Persoonia falcata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Petalostigma banksii Britten & S.Moore,Nano_2011,Petalostigma banksii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Petalostigma nummularium Airy Shaw,Nano_2011,Petalostigma nummularium,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Petalostigma pubescens Domin,Nano_2011,Petalostigma pubescens,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Petalostigma quadriloculare F.Muell.,Nano_2011,Petalostigma quadriloculare,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Petalostylis cassioides (F.Muell.) Symon,Nano_2011,Petalostylis cassioides,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Petraeomyrtus punicea (Byrnes) Craven,Nano_2011,Petraeomyrtus punicea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phaius amboinensis Blume,Nano_2011,Phaius amboinensis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phaleria macrocarpa (Scheff.) Boerl.,Nano_2011,Phaleria macrocarpa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phaleria octandra (L.) Baill.,Nano_2011,Phaleria octandra,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phragmites australis (Cav.) Trin. ex Steud.,Nano_2011,Phragmites australis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phragmites karka (Retz.) Steud.,Nano_2011,Phragmites karka,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Phyllanthus amarus K.Schum. & Thonn.,Nano_2011,Phyllanthus amarus,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Phyllanthus baccatus F.Muell ex Benth.,Nano_2011,Phyllanthus baccatus,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Phyllanthus carpentariae Muell.Arg.,Nano_2011,Phyllanthus carpentariae,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Phyllanthus cauticola J.T.Hunter & J.J.Bruhl,Nano_2011,Phyllanthus cauticola,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus debilis Klein ex Willd.,Nano_2011,Phyllanthus debilis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus eutaxioides S.Moore,Nano_2011,Phyllanthus eutaxioides,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus exilis S.Moore,Nano_2011,Phyllanthus exilis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus flagellaris Benth.,Nano_2011,Phyllanthus flagellaris,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus hebecarpus Benth.,Nano_2011,Phyllanthus hebecarpus,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Phyllanthus lacerosus Airy Shaw,Nano_2011,Phyllanthus lacerosus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus maderaspatensis L.,Nano_2011,Phyllanthus maderaspatensis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus minutiflorus F.Muell. ex Muell.Arg.,Nano_2011,Phyllanthus minutiflorus,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Phyllanthus sulcatus J.T.Hunter & J.J.Bruhl,Nano_2011,Phyllanthus sulcatus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus urinaria L.,Nano_2011,Phyllanthus urinaria,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Phyllanthus virgatus G.Forst.,Nano_2011,Phyllanthus virgatus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Physalis angulata L.,Nano_2011,Physalis angulata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Pimelea filifolia (Rye) C.S.P.Foster & Henwood,Nano_2011,Pimelea filifolia,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Pimelea punicea R.Br.,Nano_2011,Pimelea punicea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
