Owner,Reference,Site,sample_date,Latitude,Longitude,Species,ID,spp,age,Rep,date,Asat_area (micromol/m2/s),gsw (mol/m2/s),Ci,Ca,CiCa ratio,Tleaf,DBH,CBH,SLA_photosynthesis_mm2mg,Amass,DELETE?,logPhoto,logAmass,log_gs
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_A5,PlaCar,adult,5,wet season (May 2011),5.8,125.734,305.862,392.645,0.779,27.518,3.1,9.8,9.29,53.86,1,0.763462212,1.731257877,-0.900547656
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_A6,PlaCar,adult,6,wet season (May 2011),21.864,508.739,281.889,369.793,0.762,26.617,5.7,18,9.74,213.06,,1.339730023,2.328508637,-0.293504675
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S1,PlaCar,sapling,1,wet season (May 2011),20.191,718.457,303.538,365.173,0.831,27.163,2.8,8.9,8.69,175.47,,1.305155446,2.244214675,-0.143599246
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S2,PlaCar,sapling,2,wet season (May 2011),13.727,283.654,284.68,377.267,0.755,27.019,1,3,8.69,119.3,,1.137589819,2.076649048,-0.547211708
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S3,PlaCar,sapling,3,wet season (May 2011),15.73,635.675,323.877,378.263,0.856,27.133,0.8,2.5,10.04,157.92,,1.196731628,2.198439124,-0.196764819
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S4,PlaCar,sapling,4,wet season (May 2011),10.378,228.63,298.919,385.943,0.775,27.439,0.8,2.5,8.3,86.14,1,1.016131968,1.93521006,-0.64086772
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S5,PlaCar,sapling,5,wet season (May 2011),10.1,236.464,302.472,385.783,0.784,26.37,0.5,1.5,8.2,82.78,,1.00432858,1.917943776,-0.626235882
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S6,PlaCar,sapling,6,wet season (May 2011),14.098,302.378,290.089,381.179,0.761,26.62,1.2,3.8,8.42,118.65,,1.149146274,2.07425455,-0.519449281
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Planchonia careya,PlaCar_S7,PlaCar,sapling,7,wet season (May 2011),18.839,546.231,301.361,374.597,0.804,26.991,1.4,4.4,10.25,193.02,,1.275061758,2.285592989,-0.262623469
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_A1,XanPar,adult,1,wet season (May 2011),10.223,97.967,207.219,384.898,0.538,26.833,18.6,58.5,10.41,106.43,,1.009558504,2.02706689,-1.008920037
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_A2,XanPar,adult,2,wet season (May 2011),20.18,427.721,275.26,368.093,0.748,27.146,7.5,23.5,7.92,159.89,,1.304924776,2.203814432,-0.368839904
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_A3,XanPar,adult,3,wet season (May 2011),12.039,472.483,325.274,378.966,0.858,26.885,11.3,35.6,9,108.39,,1.080583209,2.034990193,-0.32561391
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_A4,XanPar,adult,4,wet season (May 2011),17.904,451.788,292.001,370.843,0.787,27.413,11.8,37,3.6,64.43,,1.252962194,1.809064698,-0.345064876
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_A5,XanPar,adult,5,wet season (May 2011),11.392,316.601,312.964,384.41,0.814,26.913,9.5,30,7.07,80.51,,1.056594548,1.905875232,-0.499487841
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_A6,XanPar,adult,6,wet season (May 2011),16.077,260.078,262.074,378.917,0.692,26.679,15,47,6,96.54,,1.206211368,1.984694521,-0.584896577
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S1,XanPar,sapling,1,wet season (May 2011),9.69,574.235,342.905,381.481,0.899,26.999,2.9,9,9.82,95.12,,0.986308078,1.978261117,-0.240910294
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S2,XanPar,sapling,2,wet season (May 2011),17.92,542.636,299.767,368.843,0.813,27.104,2.5,7.8,7.6,136.12,,1.253326705,2.133932451,-0.265491717
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S3,XanPar,sapling,3,wet season (May 2011),13.389,461.022,315.778,376.189,0.839,27.222,11.1,35,6.79,90.94,,1.1267493,1.958777228,-0.336278204
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S4,XanPar,sapling,4,wet season (May 2011),16.195,497.536,307.113,373.268,0.823,26.957,1.9,6,8.17,132.27,,1.209378822,2.121466364,-0.303175456
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S5,XanPar,sapling,5,wet season (May 2011),20.233,613.643,303.619,373.196,0.814,27.356,0.8,2.5,6.9,139.65,,1.306068217,2.145051204,-0.212084011
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S6,XanPar,sapling,6,wet season (May 2011),17.775,607.082,311.335,375.133,0.83,26.441,1.1,3.5,9.13,162.25,,1.249798703,2.210174335,-0.216752717
Wright,Wright et al. 2018 Austral Ecology,Howard Springs,11-May,-12.4528,131.1083,Xanthostemon paradoxus,XanPar_S7,XanPar,sapling,7,wet season (May 2011),18.401,462.484,293.851,375.44,0.783,26.893,1,3,7.56,139.03,,1.264838288,2.143119544,-0.334903171
