name_original,fruit type,seed_volume_mm3,crypto,cata,node,hypo,coty,emb
Rubus parviflorus,NA,NA,1,NA,NA,2,2,NA
Antiaris toxicaria,NA,NA,2,NA,NA,NA,NA,NA
Cudrania cochinchinensis,NA,NA,1,1,1,2,1,NA
Ficus albipila,NA,NA,1,NA,NA,NA,NA,NA
Ficus benjamina,NA,NA,1,NA,NA,NA,NA,NA
Ficus congesta,NA,NA,1,NA,NA,NA,NA,NA
Ficus copiosa,NA,NA,1,NA,NA,NA,NA,NA
Ficus coronata,NA,NA,1,1,1,2,NA,NA
Ficus coronulata,NA,NA,1,NA,NA,NA,NA,NA
Ficus crassipes,NA,NA,1,NA,NA,NA,NA,NA
Ficus destruens,NA,NA,1,NA,NA,NA,NA,NA
Ficus drupacea,NA,NA,1,NA,NA,NA,NA,NA
Ficus fraseri,NA,NA,1,1,NA,NA,NA,NA
Ficus hispida,NA,NA,1,NA,NA,NA,NA,NA
Ficus leptoclada,NA,NA,1,NA,NA,NA,NA,NA
Ficus leucotricha,NA,NA,1,NA,NA,NA,NA,NA
Ficus melanocarpa,NA,NA,1,NA,NA,NA,NA,NA
Ficus microcarpa,NA,NA,1,NA,NA,NA,NA,NA
Ficus mollior,NA,NA,1,NA,NA,NA,NA,NA
Ficus nodosa,NA,NA,1,NA,NA,NA,NA,NA
Ficus nodosa,NA,NA,1,NA,NA,NA,NA,NA
Ficus obliqua,NA,NA,1,NA,NA,NA,NA,NA
Ficus opposita,NA,NA,1,NA,NA,NA,NA,NA
Ficus pleurocarpa,NA,NA,1,NA,NA,NA,NA,NA
Ficus racemosa,NA,NA,1,1,2,NA,NA,NA
Ficus septica,NA,NA,1,NA,NA,NA,NA,NA
Ficus superba,NA,NA,1,1,NA,NA,2,NA
Ficus tinctoria,NA,NA,1,NA,NA,NA,NA,NA
Ficus triradiata,NA,NA,1,NA,NA,NA,NA,NA
Ficus variegata,NA,NA,1,NA,NA,NA,NA,NA
Ficus virens,NA,NA,1,NA,NA,NA,NA,NA
Ficus virgata,NA,NA,1,NA,NA,NA,NA,NA
Ficus watkinsoniana,NA,NA,1,NA,NA,NA,NA,NA
Malaisia scandens,NA,NA,1,2,1,1,1,NA
Streblus brunonianus,NA,NA,1,NA,NA,NA,NA,NA
Celtis hildebrandii,NA,NA,1,NA,NA,NA,NA,NA
Celtis philippensis,NA,NA,1,NA,NA,NA,2,NA
Celtis sinensis,NA,NA,1,1,2,2,2,NA
Celtis timorensis,NA,NA,1,NA,NA,NA,NA,NA
Trema cannabina,NA,NA,1,NA,NA,NA,NA,NA
Trema orientalis,NA,NA,1,NA,NA,NA,NA,NA
Dendrocnide excelsa,NA,NA,1,1,2,1,1,NA
Dendrocnide photinophylla,NA,NA,1,1,1,1,1,NA
Elatostema NA,NA,NA,1,1,NA,NA,NA,NA
Pipturus argenteus,NA,NA,1,1,2,2,2,NA
Urtica dioica,NA,NA,1,1,2,2,2,NA
Urtica incisa,NA,NA,1,1,1,NA,NA,NA
Urtica urens,NA,NA,1,1,2,2,2,NA
Acacia acinacea,NA,NA,1,1,1,NA,NA,NA
Acacia acuminata,NA,NA,1,1,1,NA,NA,NA
Acacia amblyogona,NA,NA,1,1,2,NA,NA,NA
Acacia amoena,NA,NA,1,1,1,1,1,NA
Acacia asparagoides,NA,NA,1,1,1,1,NA,NA
Acacia aulacocarpa,NA,NA,1,1,1,2,1,NA
Acacia auriculiformis,NA,NA,1,1,1,1,NA,NA
Acacia baileyana,NA,NA,1,NA,NA,NA,NA,NA
Acacia bancrofti,NA,NA,1,1,1,NA,NA,NA
Acacia burkitii,NA,NA,1,1,1,NA,NA,NA
Acacia burrowi,NA,NA,1,1,1,NA,NA,NA
Acacia cambagei,NA,NA,1,NA,NA,NA,NA,NA
Acacia cardiophylla,NA,NA,1,1,1,NA,NA,NA
Acacia chisholmi,NA,NA,1,1,1,1,NA,NA
Acacia cincinnata,NA,NA,1,1,1,NA,NA,NA
Acacia colletioides,NA,NA,1,1,1,1,1,NA
Acacia concurrens,NA,NA,1,1,1,1,1,1
Acacia conferta,NA,NA,1,1,1,NA,NA,NA
Acacia continua,NA,NA,1,1,2,1,NA,NA
Acacia crassicarpa,NA,NA,1,1,1,NA,NA,NA
Acacia cultriformis,NA,NA,1,1,1,NA,NA,NA
Acacia cyclopsis,NA,NA,1,1,1,NA,NA,NA
Acacia dawsonii,NA,NA,1,1,1,1,1,NA
Acacia dealbata,NA,NA,1,1,1,NA,NA,NA
Acacia decora,NA,NA,1,1,1,NA,NA,NA
Acacia difformis,NA,NA,1,1,1,1,NA,NA
Acacia diffusa,NA,NA,1,1,1,1,NA,NA
Acacia discolor,NA,NA,1,1,1,1,NA,NA
Acacia elata,NA,NA,1,1,1,NA,NA,NA
Acacia elongata,NA,NA,1,1,1,NA,NA,NA
Acacia excelsa,NA,NA,1,1,1,1,NA,NA
Acacia extensa,NA,NA,1,1,1,NA,NA,NA
Acacia farnesiana,NA,NA,1,1,2,NA,NA,NA
Acacia fasciculifera,NA,NA,1,1,1,NA,NA,NA
Acacia flavescens,NA,NA,1,1,1,NA,NA,NA
Acacia flexifolia,NA,NA,1,1,1,1,NA,NA
Acacia floribunda,NA,NA,1,1,1,NA,NA,NA
Acacia hakeoides,NA,NA,1,1,1,NA,NA,NA
Acacia hamiltoniana,NA,NA,1,1,1,1,NA,NA
Acacia hastulata,NA,NA,1,1,1,NA,NA,NA
Acacia hylonoma,NA,NA,1,1,1,NA,NA,NA
Acacia implexa,NA,NA,1,1,1,NA,NA,NA
Acacia juncifolia,NA,NA,1,1,1,NA,1,NA
Acacia lineata,NA,NA,1,1,1,1,NA,NA
Acacia longifolia,NA,NA,1,1,1,NA,NA,NA
Acacia maideni,NA,NA,1,1,1,1,1,NA
Acacia mangium,NA,NA,1,1,1,NA,NA,NA
Acacia mearnsii,NA,NA,1,1,1,NA,NA,NA
Acacia neriifolia,NA,NA,1,1,1,1,NA,NA
Acacia oraria,NA,NA,1,1,1,NA,NA,NA
Acacia oswaldii,NA,NA,1,1,2,NA,NA,1
Acacia pendula,NA,NA,1,1,1,1,NA,NA
Acacia pentadenia,NA,NA,1,1,2,NA,NA,NA
Acacia peuce,NA,NA,1,NA,NA,NA,NA,NA
Acacia polybotrya,NA,NA,1,1,1,NA,NA,NA
Acacia polystachya,NA,NA,1,1,1,NA,NA,NA
Acacia pruinocarpa,NA,NA,1,NA,NA,NA,NA,NA
Acacia pulchella,NA,NA,1,1,2,NA,NA,NA
Acacia pycnantha,NA,NA,1,1,1,NA,NA,NA
Acacia reflexa,NA,NA,1,NA,NA,NA,NA,NA
Acacia rigens,NA,NA,1,1,1,NA,NA,NA
Acacia rubida,NA,NA,1,1,1,NA,NA,NA
Acacia saligna,NA,NA,1,NA,NA,NA,NA,NA
Acacia semirigida,NA,NA,1,1,1,1,1,NA
Acacia sentis,NA,NA,1,1,1,NA,NA,NA
Acacia shirleyi,NA,NA,1,1,1,NA,NA,NA
Acacia siculiformis,NA,NA,1,1,1,NA,NA,NA
Acacia sophorae,NA,NA,1,NA,NA,NA,NA,NA
Acacia stenophylla,NA,NA,1,1,1,NA,NA,NA
Acacia suaveolens,NA,NA,1,1,1,1,1,NA
Acacia subcaerulea,NA,NA,1,1,1,NA,NA,NA
Acacia tetragonophylla,NA,NA,1,1,1,NA,NA,NA
Acacia tortilis,NA,NA,1,NA,NA,NA,NA,NA
Acacia trinervata,NA,NA,1,1,1,1,NA,NA
Acacia trineura,NA,NA,1,1,1,NA,NA,NA
Acacia urophylla,NA,NA,1,1,1,NA,NA,NA
Acacia vernicaflua,NA,NA,1,1,1,1,1,NA
Acacia verticillata,NA,NA,1,1,1,1,NA,NA
Acacia victoriae,NA,NA,1,NA,NA,NA,NA,NA
Acacia viscosa,NA,NA,1,1,1,NA,NA,NA
Acacia vomeriformis,NA,NA,1,1,1,NA,NA,NA
Acacia westoni,NA,NA,1,1,1,NA,NA,NA
Adenanthera pasonina,NA,NA,1,NA,NA,NA,NA,NA
Albizia lebbeck,NA,NA,1,1,1,2,1,1
Albizia procera,NA,NA,1,NA,NA,NA,NA,NA
Albizia retusa,NA,NA,1,1,NA,NA,NA,NA
Archidendron grandiflorum,NA,NA,2,NA,NA,NA,NA,NA
Archidendron hendersonii,NA,NA,2,2,NA,NA,NA,NA
Archidendron hirsutum,NA,NA,2,NA,NA,NA,NA,NA
Archidendron lucyi,NA,NA,2,1,2,NA,NA,NA
Archidendron ramiflorum,NA,NA,2,NA,NA,NA,NA,NA
Archidendron vaillantii,NA,NA,2,NA,NA,NA,NA,NA
Archidendron whitei,NA,NA,2,NA,NA,NA,NA,NA
Archidendropsis xanthoxylon,NA,NA,2,NA,NA,NA,NA,NA
Bossiaea arenicola,NA,NA,1,1,2,NA,NA,NA
Bossiaea linophylla,NA,NA,1,1,2,1,1,NA
Canavalia rosea,NA,NA,1,1,2,1,1,NA
Cassia brewsteri,NA,NA,1,NA,NA,NA,NA,1
Cassia circinata,NA,NA,1,1,1,2,1,NA
Cassia eremophila,NA,NA,1,NA,NA,NA,NA,NA
Cassia glutinosa,NA,NA,1,NA,NA,NA,NA,NA
Cassia marksii,NA,NA,1,NA,NA,NA,NA,NA
Cassia mimosoides,NA,NA,1,1,1,1,1,NA
Cassia nemophila,NA,NA,1,1,2,2,1,NA
Cassia oligophylla,NA,NA,1,NA,NA,NA,NA,NA
Cassia pleurocarpa,NA,NA,1,NA,NA,NA,NA,NA
Cassia queenslandica,NA,NA,1,NA,NA,NA,NA,NA
Cassia venusta,NA,NA,1,NA,NA,NA,NA,NA
Cathormion umbellatum,NA,NA,1,NA,NA,NA,NA,NA
Chorizema cordatum,NA,NA,1,NA,NA,1,1,NA
Chorizema cordifolium,NA,NA,1,1,1,1,1,NA
Chorizema ilicifolium,NA,NA,1,1,1,1,1,NA
Clianthus formosus,NA,NA,1,NA,NA,NA,NA,NA
Dendrolobium umbellatum,NA,NA,1,1,1,NA,NA,NA
Derris involuta,NA,NA,1,1,2,1,1,NA
Desmodium rhytidophyllum,NA,NA,1,1,2,2,1,NA
Entada scandens,NA,NA,2,2,2,1,1,1
Erythrina variegata,NA,NA,1,1,2,NA,NA,NA
Erythrophleum chlorostachus,NA,NA,1,NA,NA,NA,NA,NA
Gompholobium virgatum,NA,NA,1,1,2,1,1,NA
Goodia lotifolia,NA,NA,1,1,2,1,1,NA
Hovea acutifolia,NA,NA,1,1,2,1,1,1
Intsia bijuga,NA,NA,1,NA,NA,NA,NA,NA
Jacksonia scoparia,NA,NA,1,1,1,1,1,NA
Kennedia coccinea,NA,NA,1,1,1,2,1,NA
Kunstleria blackii,NA,NA,1,1,2,1,1,NA
Lathyrus aphaca,NA,NA,2,2,1,1,NA,NA
Lathyrus latifolius,NA,NA,2,2,1,1,NA,NA
Leucaena glauca,NA,NA,1,1,1,2,2,1
Lotus corniculatus,NA,NA,1,1,1,1,1,NA
Lysiphyllum hookeri,NA,NA,1,1,1,1,1,1
Maniltoa lenticellata,NA,NA,1,NA,NA,NA,NA,NA
Medicago arabica,NA,NA,1,1,1,1,1,NA
Medicago minima,NA,NA,1,1,1,1,1,NA
Medicago sativa,NA,NA,1,1,1,1,1,NA
Melilotus albus,NA,NA,1,1,1,1,1,NA
Melilotus indica,NA,NA,1,1,1,1,1,NA
Millettia megasperma,NA,NA,2,2,NA,NA,NA,NA
Mirbelia reticulata,NA,NA,1,1,NA,1,1,NA
Mucuna gigantea,NA,NA,2,2,1,NA,NA,NA
Ormosia ormondii,NA,NA,2,1,2,NA,NA,NA
Oxylobium parviflorum,NA,NA,1,NA,NA,NA,NA,NA
Pararchidendron pruinosum,NA,NA,2,1,2,NA,NA,NA
Paraserianthes toona,NA,NA,1,NA,NA,NA,NA,NA
Parkinsonia aculeata,NA,NA,1,NA,NA,NA,NA,NA
Peltophorum ferrugineum,NA,NA,1,1,1,2,1,1
Podalyria australis,NA,NA,1,1,1,1,1,NA
Psoralea tenax,NA,NA,1,1,2,NA,NA,2
Pultenaea myrtoides,NA,NA,1,1,NA,NA,NA,NA
Robinia pseudacacia,NA,NA,1,1,1,2,1,NA
Samanea saman,NA,NA,1,NA,NA,NA,NA,NA
Sesbania formosa,NA,NA,1,NA,NA,NA,NA,NA
Sophora fraseri,NA,NA,2,2,1,NA,NA,NA
Sophora tomentosa,NA,NA,2,NA,NA,NA,NA,NA
Storckiella australiensis,NA,NA,1,NA,NA,NA,NA,NA
Swainsona galegifolia,NA,NA,1,2,1,1,1,NA
Swainsona oncinotropis,NA,NA,1,1,1,1,1,NA
Tamarindus indicus,NA,NA,1,1,2,2,1,NA
Templetonia culeata,NA,NA,1,NA,NA,NA,NA,NA
Templetonia insipida,NA,NA,1,NA,NA,NA,NA,NA
Ulex europeus,NA,NA,1,1,1,1,1,NA
Vicia hirsuta,NA,NA,2,1,1,1,NA,NA
Vicia sativa,NA,NA,2,2,1,1,1,NA
Vicia tetrasperma,NA,NA,2,2,1,1,NA,NA
Viminaria denudata,NA,NA,1,1,1,1,1,NA
Zornia diphylla,NA,NA,1,1,1,1,1,2
Polygala virgata,NA,NA,1,1,1,1,1,NA
Stylobasium spathulatum,NA,NA,1,1,1,1,1,NA
Xanthophyllum fragrans,NA,NA,1,NA,NA,NA,NA,2
Xanthophyllum octandrum,NA,NA,1,NA,NA,NA,NA,2
Maranthes corymbosa,NA,NA,1,NA,NA,NA,NA,NA
Calophyllum calabra,NA,NA,2,NA,NA,NA,NA,NA
Calophyllum inophyllum,NA,NA,2,NA,NA,NA,NA,NA
Calophyllum sil,NA,NA,2,NA,NA,NA,NA,NA
Calophyllum soulatri,NA,NA,2,NA,NA,NA,NA,NA
Garcinia brassii,NA,NA,2,NA,NA,NA,NA,NA
Garcinia dulcii,NA,NA,2,NA,NA,NA,NA,NA
Garcinia hunsteinii,NA,NA,2,NA,NA,NA,NA,NA
Garcinia mestonii,NA,NA,2,NA,NA,NA,NA,NA
Garcinia riparia,NA,NA,2,NA,NA,NA,NA,NA
Garcinia warrenii,NA,NA,2,NA,NA,NA,NA,NA
Garginia gibbsiae,NA,NA,2,NA,NA,NA,NA,NA
Mammea tauriga,NA,NA,2,NA,NA,NA,NA,1
Mesua sp,NA,NA,2,NA,NA,NA,NA,NA
Erythroxylon australe,NA,NA,1,NA,NA,NA,NA,NA
Erythroxylon ecarinatum,NA,NA,1,NA,NA,NA,NA,NA
Actephila grandifolia,NA,NA,1,1,2,1,1,NA
Actephila petiolaris,NA,NA,1,NA,NA,NA,NA,NA
Alchornea rugosa,NA,NA,2,NA,NA,NA,NA,NA
Alchornea thozetiana,NA,NA,1,NA,NA,NA,NA,1
Aleurites molucanna,NA,NA,1,1,2,1,1,1
Amperaea xiphoclada,NA,NA,1,1,1,1,1,NA
Antidesma erostra,NA,NA,1,NA,NA,NA,NA,NA
Antidesma ghaesembilla,NA,NA,1,NA,NA,NA,NA,NA
Austrobuxus nitidus,NA,NA,1,NA,NA,NA,NA,NA
Baloghia inophylla,NA,NA,1,NA,NA,NA,NA,NA
Bischofia javanica,NA,NA,1,NA,NA,NA,NA,NA
Breynia stipitata,NA,NA,1,NA,NA,NA,NA,NA
Bridelia penangiana,NA,NA,1,NA,NA,NA,NA,NA
Bridelia tomentosa,NA,NA,1,NA,NA,NA,NA,NA
Calycopeplus casuarinoides,NA,NA,1,1,2,1,1,NA
Choriceras tricorne,NA,NA,1,NA,NA,NA,NA,NA
Claoxylon tenerifolium,NA,NA,1,NA,NA,NA,NA,NA
Cleidion javanicum,NA,NA,1,NA,NA,NA,NA,NA
Cleistanthus apodus,NA,NA,1,NA,NA,NA,NA,NA
Cleistanthus discolor,NA,NA,1,NA,NA,NA,NA,2
Cleistanthus hylandii,NA,NA,2,NA,NA,NA,NA,NA
Cleistanthus myrianthus,NA,NA,1,NA,NA,NA,NA,NA
Cleistanthus semiopacus,NA,NA,2,NA,NA,NA,NA,NA
Cleistanthus xerophilus,NA,NA,1,NA,NA,NA,NA,NA
Croton arhenemicus,NA,NA,1,NA,NA,NA,NA,NA
Croton insularis,NA,NA,1,NA,NA,NA,NA,NA
Croton triacros,NA,NA,1,NA,NA,NA,NA,NA
Dimorphocalyx australiensis,NA,NA,1,NA,NA,NA,NA,NA
Dissilaria laxinervis,NA,NA,1,NA,NA,NA,NA,NA
Drypetes australasica,NA,NA,1,1,1,NA,NA,NA
Drypetes lasiogyna,NA,NA,1,NA,NA,NA,NA,NA
Drypetes subcubica,NA,NA,1,NA,NA,NA,NA,NA
Endospermum myrmecophilum,NA,NA,1,NA,NA,NA,NA,NA
Euphorbia helioscopia,NA,NA,1,1,2,1,1,NA
Euphorbia hirta,NA,NA,1,NA,NA,1,1,1
Euphorbia lathyrus,NA,NA,1,1,2,1,1,NA
Euphorbia peplus,NA,NA,1,1,2,1,1,NA
Euphorbia prostrata,NA,NA,1,NA,NA,1,1,NA
Fontainea picrosperma,NA,NA,1,NA,NA,NA,NA,NA
Fontainea venosa,NA,NA,2,NA,NA,NA,NA,NA
Glochidion benthamianum,NA,NA,1,NA,NA,NA,NA,NA
Glochidion fernandii,NA,NA,1,1,2,2,1,1
Glochidion harveyanum,NA,NA,1,NA,NA,NA,NA,NA
Glochidion hylandii,NA,NA,1,NA,NA,NA,NA,NA
Glochidion phillippicum,NA,NA,1,NA,NA,NA,NA,NA
Glochidion pungens,NA,NA,1,NA,NA,NA,NA,NA
Glochidion sessiliflorum,NA,NA,1,NA,NA,NA,NA,NA
Glochidion sumatranum,NA,NA,1,NA,NA,NA,NA,NA
Hylandia dockrillii,NA,NA,2,NA,NA,NA,NA,NA
Macaranga inamoena,NA,NA,1,NA,NA,NA,2,NA
Macaranga involucrata,NA,NA,1,NA,NA,NA,2,NA
Macaranga polyadenia,NA,NA,1,NA,NA,NA,2,NA
Macaranga subdentata,NA,NA,1,NA,NA,NA,2,NA
Mallotus didymochryseus,NA,NA,1,NA,NA,NA,2,NA
Mallotus mollissimus,NA,NA,1,NA,NA,NA,2,NA
Mallotus nesophilus,NA,NA,1,NA,NA,NA,2,NA
Mallotus paniculatus,NA,NA,1,NA,NA,NA,2,NA
Mallotus polyadenos,NA,NA,1,NA,NA,NA,NA,NA
Margaritaria indica,NA,NA,1,NA,NA,NA,NA,NA
Omalanthus novoguiniensis,NA,NA,1,NA,NA,NA,NA,NA
Petalostigma quadriloculare,NA,NA,1,1,1,NA,NA,1
Phyllanthus clamboides,NA,NA,1,NA,NA,NA,NA,NA
Phyllanthus cuscutiflorus,NA,NA,1,NA,NA,NA,NA,NA
Phyllanthus praelongipes,NA,NA,1,NA,NA,NA,NA,NA
Ricinus communis,NA,NA,1,1,2,1,1,1
Rockinghamia brevipes,NA,NA,1,NA,NA,NA,NA,NA
Whyanbeelia terraereginae,NA,NA,1,NA,NA,NA,NA,2
Baileyoxylon lanceolatum,NA,NA,2,NA,NA,NA,NA,NA
Casearia costulata,NA,NA,1,NA,NA,NA,NA,NA
Casearia dallachii,NA,NA,1,NA,NA,NA,NA,NA
Casearia grayi,NA,NA,1,NA,NA,NA,NA,NA
Casearia grewiifolia,NA,NA,1,NA,NA,NA,NA,NA
Flacourtia sp.,NA,NA,1,NA,NA,NA,NA,NA
Homalium circumpinnata,NA,NA,1,NA,NA,NA,NA,NA
Ryparosa javanica,NA,NA,2,NA,NA,NA,NA,NA
Scolopia braunii,NA,NA,1,NA,NA,NA,NA,2
Passiflora suberosa,NA,NA,1,1,2,1,1,NA
Carallia brachiata,NA,NA,1,NA,NA,NA,NA,NA
Rhizophora stylosa,NA,NA,2,NA,NA,NA,NA,NA
Hybanthus enneaspermus,NA,NA,1,1,1,NA,NA,NA
Diplocyclos palmata,NA,NA,1,1,1,1,1,NA
Nothoalsomitra suberosa,NA,NA,2,2,1,NA,NA,NA
Trichosanthes palmata,NA,NA,1,1,1,2,1,NA
Zehneria cunninghamii,NA,NA,1,1,1,2,1,NA
Balanops australiana,NA,NA,1,NA,NA,NA,NA,2
Allocasuarina thallasoscop,NA,NA,1,2,2,1,1,1
Allocasuarina torulosa,NA,NA,1,2,2,NA,1,NA
Casuarina cunninghamiana,NA,NA,1,2,NA,NA,1,1
Casuarina decaisneana,NA,NA,1,2,2,1,1,NA
Casuarina glauca,NA,NA,1,2,2,2,1,NA
Casuarina inophloia,NA,NA,1,2,2,NA,1,NA
Casuarina leuhmannii,NA,NA,1,2,2,1,1,1
Casuarina littoralis,NA,NA,1,2,2,2,1,1
Casuarina stricta,NA,NA,1,2,2,1,1,NA
Nothofagus cunninghamii,NA,NA,1,1,1,NA,NA,NA
Dansiea elliptica,NA,NA,1,NA,NA,NA,NA,NA
Lumnitzera racemosa,NA,NA,2,1,2,NA,NA,NA
Terminalia arenicola,NA,NA,1,NA,NA,NA,2,NA
Terminalia arenosa,NA,NA,1,1,1,1,2,NA
Terminalia complanata,NA,NA,1,NA,NA,NA,2,NA
Terminalia muelleri,NA,NA,1,NA,NA,NA,2,NA
Terminalia petiolaris,NA,NA,1,NA,NA,NA,NA,NA
Terminalia platyphylla,NA,NA,1,NA,NA,NA,NA,NA
Terminalia seriocarpa,NA,NA,1,1,1,NA,NA,NA
Lagerstroemia archeriana,NA,NA,1,NA,NA,NA,NA,NA
Lythrum salicaria,NA,NA,1,1,2,2,1,NA
Melastoma malabathricum,NA,NA,1,1,2,1,1,1
Memecylon hylandii,NA,NA,1,NA,NA,NA,NA,NA
Memecylon parviflorum,NA,NA,1,NA,NA,NA,NA,NA
Acmena mackinnoniana,NA,NA,2,2,2,NA,NA,NA
Acmenosperma claviflorum,NA,NA,2,2,2,NA,NA,NA
Agonis flexuosa,NA,NA,1,1,NA,NA,NA,NA
Angophora bakeri,NA,NA,1,1,2,NA,1,NA
Angophora cordifolium,NA,NA,1,1,2,NA,1,NA
Angophora costata,NA,NA,1,1,2,1,1,1
Angophora melanoxylon,NA,NA,1,1,2,1,1,NA
Angophora subvelutina,NA,NA,1,1,2,1,1,NA
Archirhodomyrtus beckleri,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus angustifolia,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus bidwillii,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus dallachiana,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus dulcis,NA,NA,1,1,2,1,1,1
Austromyrtus floribunda,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus hillii,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus lasioclada,NA,NA,1,NA,NA,NA,NA,NA
Austromyrtus minutiflora,NA,NA,1,NA,NA,NA,NA,NA
Backhousia bancroftii,NA,NA,1,NA,NA,NA,NA,NA
Backhousia hughesii,NA,NA,1,NA,NA,NA,NA,NA
Backhousia myrtifolia,NA,NA,1,1,2,1,1,NA
Baeckea camphorosmae,NA,NA,NA,NA,NA,NA,NA,1
Baeckea virgata,NA,NA,1,1,2,1,1,1
Balaustion R,NA,NA,1,NA,NA,NA,NA,NA
Barongia lophandra,NA,NA,1,1,1,1,1,NA
Beaufortia decussata,NA,NA,1,1,2,1,1,NA
Corymbia bleesii,NA,NA,1,1,2,NA,NA,NA
Corymbia calophylla,NA,NA,1,1,2,2,2,NA
Corymbia citriodora,NA,NA,1,1,2,NA,NA,NA
Corymbia ferriticola,NA,NA,1,NA,NA,NA,NA,NA
Corymbia ficifolia,NA,NA,1,1,2,2,2,NA
Corymbia gummifera,NA,NA,1,1,2,NA,NA,NA
Corymbia intermedia,NA,NA,1,1,2,1,1,1
Corymbia maculata,NA,NA,1,NA,NA,NA,NA,NA
Corymbia maculata,NA,NA,1,1,2,2,1,1
Corymbia nesophila,NA,NA,1,1,2,NA,NA,NA
Corymbia papuana,NA,NA,1,1,2,NA,NA,NA
Corymbia polycarpa,NA,NA,1,1,2,NA,NA,NA
Corymbia ptychocarpa,NA,NA,1,1,2,NA,NA,NA
Corymbia tesselaris,NA,NA,1,1,1,NA,NA,NA
Corymbia torelliana,NA,NA,1,1,2,2,1,1
Corymbia trachyphloia,NA,NA,1,NA,NA,NA,NA,NA
Decaspermum humile,NA,NA,1,NA,NA,NA,NA,1
Eremaea beaufortioides,NA,NA,1,NA,NA,1,1,NA
Eucalyptus accedens,NA,NA,1,1,2,NA,NA,1
Eucalyptus acmenoides,NA,NA,1,1,2,1,1,NA
Eucalyptus agglomerata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus alba,NA,NA,1,1,2,NA,NA,NA
Eucalyptus albens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus amygdalina,NA,NA,1,1,2,NA,NA,NA
Eucalyptus andrewsii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus angophoroides,NA,NA,1,1,2,NA,NA,NA
Eucalyptus astringens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus badjensis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus baileyana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus balladeniensis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus bancroftii,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus bauerlenii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus beardiana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus behriana,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus bigalerita,NA,NA,1,1,2,NA,NA,NA
Eucalyptus blakelyi,NA,NA,1,1,2,NA,NA,NA
Eucalyptus bosistoana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus botryoides,NA,NA,1,1,2,NA,NA,NA
Eucalyptus brevistylis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus brookerana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus cadens,NA,NA,1,1,2,NA,NA,NA
Eucalyptus caesia,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus calycogona,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus cambageana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus cameronii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus ceracea,NA,NA,1,1,2,NA,NA,NA
Eucalyptus cerasiformis,NA,NA,1,1,1,NA,NA,NA
Eucalyptus chlorophylla,NA,NA,1,1,2,NA,NA,NA
Eucalyptus cinerea,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus cladocalyx,NA,NA,1,1,2,NA,NA,NA
Eucalyptus coccifera,NA,NA,1,1,2,1,1,NA
Eucalyptus consideniana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus cornuta,NA,NA,1,1,2,NA,NA,NA
Eucalyptus crebra,NA,NA,1,1,2,NA,NA,NA
Eucalyptus cullenii,NA,NA,1,1,2,1,1,NA
Eucalyptus cypellocarpa,NA,NA,1,1,2,1,1,NA
Eucalyptus dalrympleana,NA,NA,1,1,2,NA,NA,NA
Eucalyptus deanei,NA,NA,1,1,2,NA,NA,NA
Eucalyptus deflexa,NA,NA,1,1,2,NA,NA,NA
Eucalyptus delegatensis,NA,NA,1,1,2,NA,NA,NA
Eucalyptus dissimulata,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus diversifolia,NA,NA,1,1,2,1,1,NA
Eucalyptus dives,NA,NA,1,1,2,NA,NA,NA
Eucalyptus dumae,NA,NA,1,1,2,NA,NA,NA
Eucalyptus dundasii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus dunnii,NA,NA,1,1,2,NA,NA,NA
Eucalyptus effusa,NA,NA,1,1,2,NA,NA,NA
Eucalyptus elata,NA,NA,1,1,2,NA,NA,NA
Eucalyptus erectifolia,NA,NA,1,NA,NA,NA,NA,NA
Eucalyptus eugenioides,NA,NA,1,1,2,NA,NA,NA
Eucalyptus exserta,NA,NA,1,1,2,1,1,NA
Eucalyptus fastigata,NA,NA,1,1,2,NA,NA,NA
