SPECIES,SEED NUMBER,SEED WEIGHT mg,SEED WEIGHT multiplier,notes for edited & omitted values
Eucalyptus gillii,28,0.7922,,
Eucalyptus gillii,67,0.8086,,
Eucalyptus gillii,74,0.8092,,
Eucalyptus gillii,23,0.897,,
Eucalyptus gillii,34,0.955,,
Eucalyptus gillii,25,0.9686,,
Eucalyptus gillii,35,1.036,,
Eucalyptus gillii,37,1.095,,
Eucalyptus gillii,38,1.116,,
Eucalyptus gillii,33,1.25,,
Eucalyptus gillii,39,1.493,,
Eucalyptus gillii,40,1.53,,
Eucalyptus globoidea,68,0.4138,,
Eucalyptus globoidea,94,0.46,,
Eucalyptus globoidea,43,0.492,,
Eucalyptus globoidea,80,0.5006,,
Eucalyptus globoidea,61,0.5216,,
Eucalyptus globoidea,31,0.5502,,
Eucalyptus globoidea,30,0.5602,,
Eucalyptus globoidea,13,0.5616,,
Eucalyptus globoidea,77,0.5636,,
Eucalyptus globoidea,100,0.582,,
Eucalyptus globoidea,55,0.636,,
Eucalyptus globoidea,4,0.6812,,
Eucalyptus globoidea,45,0.7008,,
Eucalyptus globoidea,63,0.7248,,
Eucalyptus globoidea,97,0.736,,
Eucalyptus globoidea,40,0.7534,,
Eucalyptus globoidea,9,0.7546,,
Eucalyptus globoidea,49,0.8004,,
Eucalyptus globoidea,86,0.8504,,
Eucalyptus globoidea,25,0.8716,,
Eucalyptus globoidea,26,0.9998,,
Eucalyptus goniocalyx,77,0.6558,,
Eucalyptus goniocalyx,8,0.7546,,
Eucalyptus goniocalyx,67,0.7558,,
Eucalyptus goniocalyx,64,0.7934,,
Eucalyptus goniocalyx,79,0.8032,,
Eucalyptus goniocalyx,74,0.9264,,
Eucalyptus goniocalyx,63,0.9638,,
Eucalyptus goniocalyx,40,0.9654,,
Eucalyptus goniocalyx,42,0.9698,,
Eucalyptus goniocalyx,25,1.002,,
Eucalyptus goniocalyx,44,1.0302,,
Eucalyptus goniocalyx,55,1.0326,,
Eucalyptus goniocalyx,57,1.034,,
Eucalyptus goniocalyx,35,1.0528,,
Eucalyptus goniocalyx,28,1.0718,,
Eucalyptus goniocalyx,11,1.0772,,
Eucalyptus goniocalyx,22,1.0854,,
Eucalyptus goniocalyx,52,1.0894,,
Eucalyptus goniocalyx,62,1.1036,,
Eucalyptus goniocalyx,71,1.1252,,
Eucalyptus goniocalyx,16,1.1524,,
Eucalyptus goniocalyx,47,1.162,,
Eucalyptus goniocalyx,33,1.1718,,
Eucalyptus goniocalyx,2,1.1794,,
Eucalyptus goniocalyx,20,1.1856,,
Eucalyptus goniocalyx,30,1.2108,,
Eucalyptus goniocalyx,39,1.2146,,
Eucalyptus goniocalyx,21,1.2152,,
Eucalyptus goniocalyx,29,1.219,,
Eucalyptus goniocalyx,38,1.244,,
Eucalyptus goniocalyx,32,1.2516,,
Eucalyptus goniocalyx,50,1.268,,
Eucalyptus goniocalyx,27,1.2684,,
Eucalyptus goniocalyx,17,1.285,,
Eucalyptus goniocalyx,34,1.3066,,
Eucalyptus goniocalyx,45,1.3142,,
Eucalyptus goniocalyx,6,1.3244,,
Eucalyptus goniocalyx,1,1.331,,
Eucalyptus goniocalyx,41,1.3334,,
Eucalyptus goniocalyx,31,1.3496,,
Eucalyptus goniocalyx,3,1.402,,
Eucalyptus goniocalyx,24,1.4822,,
Eucalyptus goniocalyx,4,1.4846,,
Eucalyptus goniocalyx,51,1.7772,,
Eucalyptus gracilis,97,0.1495,,
Eucalyptus gracilis,22,0.1571,,
Eucalyptus gracilis,85,0.1611,,
Eucalyptus gracilis,71,0.163,,
Eucalyptus gracilis,79,0.1647,,
Eucalyptus gracilis,5,0.1665,,
Eucalyptus gracilis,82,0.1679,,
Eucalyptus gracilis,84,0.1698,,
Eucalyptus gracilis,44,0.1705,,
Eucalyptus gracilis,19,0.1733,,
Eucalyptus gracilis,73,0.1758,,
Eucalyptus gracilis,32,0.1807,,
Eucalyptus gracilis,98,0.1811,,
Eucalyptus gracilis,6,0.1822,,
Eucalyptus gracilis,100,0.1823,,
Eucalyptus gracilis,64,0.1829,,
Eucalyptus gracilis,94,0.1861,,
Eucalyptus gracilis,81,0.1873,,
Eucalyptus gracilis,80,0.1876,,
Eucalyptus gracilis,43,0.1885,,
Eucalyptus gracilis,46,0.189,,
Eucalyptus gracilis,4,0.1906,,
Eucalyptus gracilis,89,0.1909,,
Eucalyptus gracilis,49,0.1914,,
Eucalyptus gracilis,8,0.1929,,
Eucalyptus gracilis,93,0.1943,,
Eucalyptus gracilis,7,0.1945,,
Eucalyptus gracilis,20,0.1948,,
Eucalyptus gracilis,66,0.195,,
Eucalyptus gracilis,12,0.1959,,
Eucalyptus gracilis,21,0.1965,,
Eucalyptus gracilis,23,0.1976,,
Eucalyptus gracilis,76,0.1978,,
Eucalyptus gracilis,11,0.1993,,
Eucalyptus gracilis,86,0.2016,,
Eucalyptus gracilis,3,0.2021,,
Eucalyptus gracilis,58,0.2029,,
Eucalyptus gracilis,33,0.2053,,
Eucalyptus gracilis,17,0.2056,,
Eucalyptus gracilis,72,0.2079,,
Eucalyptus gracilis,70,0.2086,,
Eucalyptus gracilis,13,0.2096,,
Eucalyptus gracilis,29,0.2105,,
Eucalyptus gracilis,90,0.2113,,
Eucalyptus gracilis,34,0.212,,
Eucalyptus gracilis,16,0.2145,,
Eucalyptus gracilis,83,0.2172,,
Eucalyptus gracilis,50,0.2178,,
Eucalyptus gracilis,87,0.2194,,
Eucalyptus gracilis,24,0.2227,,
Eucalyptus gracilis,31,0.2246,,
Eucalyptus gracilis,26,0.2252,,
Eucalyptus gracilis,91,0.2284,,
Eucalyptus gracilis,25,0.2297,,
Eucalyptus gracilis,18,0.2304,,
Eucalyptus gracilis,39,0.2305,,
Eucalyptus gracilis,47,0.2308,,
Eucalyptus gracilis,54,0.2315,,
Eucalyptus gracilis,38,0.2324,,
Eucalyptus gracilis,60,0.2329,,
Eucalyptus gracilis,2,0.2337,,
Eucalyptus gracilis,75,0.2353,,
Eucalyptus gracilis,27,0.2359,,
Eucalyptus gracilis,65,0.2382,,
Eucalyptus gracilis,55,0.2391,,
Eucalyptus gracilis,35,0.2434,,
Eucalyptus gracilis,53,0.244,,
Eucalyptus gracilis,68,0.2447,,
Eucalyptus gracilis,52,0.2475,,
Eucalyptus gracilis,77,0.2489,,
Eucalyptus gracilis,28,0.2536,,
Eucalyptus gracilis,95,0.2554,,
Eucalyptus gracilis,36,0.258,,
Eucalyptus gracilis,69,0.2592,,
Eucalyptus gracilis,63,0.2606,,
Eucalyptus gracilis,41,0.2612,,
Eucalyptus gracilis,48,0.2616,,
Eucalyptus gracilis,37,0.2664,,
Eucalyptus gracilis,99,0.2685,,
Eucalyptus gracilis,10,0.2697,,
Eucalyptus gracilis,1,0.2698,,
Eucalyptus gracilis,15,0.272,,
Eucalyptus gracilis,9,0.2721,,
Eucalyptus gracilis,45,0.2746,,
Eucalyptus gracilis,56,0.278,,
Eucalyptus gracilis,67,0.2799,,
Eucalyptus gracilis,78,0.2832,,
Eucalyptus gracilis,51,0.2857,,
Eucalyptus gracilis,61,0.2951,,
Eucalyptus gracilis,96,0.2984,,
Eucalyptus gracilis,62,0.3112,,
Eucalyptus gracilis,14,0.313,,
Eucalyptus gracilis,59,0.3183,,
Eucalyptus gracilis,42,0.3215,,
Eucalyptus gracilis,40,0.3358,,
Eucalyptus gracilis,57,0.3455,,
Eucalyptus grandis,29,0.0502,,
Eucalyptus grandis,90,0.1104,,
Eucalyptus grandis,94,0.1138,,
Eucalyptus grandis,96,0.1168,,
Eucalyptus grandis,14,0.12,,
Eucalyptus grandis,46,0.121,,
Eucalyptus grandis,87,0.121,,
Eucalyptus grandis,98,0.1246,,
Eucalyptus grandis,66,0.1248,,
Eucalyptus grandis,95,0.131,,
Eucalyptus grandis,16,0.1356,,
Eucalyptus grandis,80,0.1376,,
Eucalyptus grandis,64,0.1382,,
Eucalyptus grandis,5,0.1392,,
Eucalyptus grandis,89,0.1428,,
Eucalyptus grandis,45,0.1448,,
Eucalyptus grandis,9,0.1506,,
Eucalyptus grandis,13,0.1634,,
Eucalyptus grandis,71,0.164,,
Eucalyptus grandis,43,0.167,,
Eucalyptus grandis,18,0.168,,
Eucalyptus grandis,6,0.174,,
Eucalyptus grandis,35,0.174,,
Eucalyptus grandis,77,0.1798,,
Eucalyptus grandis,44,0.1818,,
Eucalyptus grandis,17,0.1864,,
Eucalyptus grandis,50,0.1864,,
Eucalyptus grandis,61,0.1866,,
Eucalyptus grandis,30,0.1892,,
Eucalyptus grandis,37,0.1924,,
Eucalyptus grandis,86,0.197,,
Eucalyptus grandis,60,0.1974,,
Eucalyptus grandis,39,0.1986,,
Eucalyptus grandis,79,0.1994,,
Eucalyptus grandis,62,0.2016,,
Eucalyptus grandis,72,0.2016,,
Eucalyptus grandis,100,0.21,,
Eucalyptus grandis,11,0.2102,,
Eucalyptus grandis,10,0.2104,,
Eucalyptus grandis,40,0.2106,,
Eucalyptus grandis,85,0.2126,,
Eucalyptus grandis,47,0.2142,,
Eucalyptus grandis,20,0.2214,,
Eucalyptus grandis,36,0.2242,,
Eucalyptus grandis,34,0.2252,,
Eucalyptus grandis,67,0.2378,,
Eucalyptus grandis,81,0.238,,
Eucalyptus grandis,63,0.2404,,
Eucalyptus grandis,55,0.2406,,
Eucalyptus grandis,73,0.2416,,
Eucalyptus grandis,84,0.2426,,
Eucalyptus grandis,32,0.245,,
Eucalyptus grandis,1,0.2478,,
Eucalyptus grandis,82,0.2478,,
Eucalyptus grandis,41,0.2516,,
Eucalyptus grandis,53,0.2602,,
Eucalyptus grandis,54,0.2646,,
Eucalyptus grandis,78,0.2646,,
Eucalyptus grandis,57,0.266,,
Eucalyptus grandis,8,0.276,,
Eucalyptus grandis,76,0.2776,,
Eucalyptus grandis,51,0.2796,,
Eucalyptus grandis,58,0.2802,,
Eucalyptus grandis,88,0.2812,,
Eucalyptus grandis,70,0.285,,
Eucalyptus grandis,68,0.2884,,
Eucalyptus grandis,59,0.2894,,
Eucalyptus grandis,74,0.2896,,
Eucalyptus grandis,38,0.2906,,
Eucalyptus grandis,4,0.295,,
Eucalyptus grandis,83,0.295,,
Eucalyptus grandis,75,0.3074,,
Eucalyptus grandis,69,0.311,,
Eucalyptus grandis,19,0.317,,
Eucalyptus grandis,2,0.3252,,
Eucalyptus grandis,42,0.3452,,
Eucalyptus grandis,48,0.3648,,
Eucalyptus grandis,12,0.382,,
Eucalyptus grandis,28,0.425,,
Eucalyptus grandis,27,0.4484,,
Eucalyptus haemastoma,51,0.752,,
Eucalyptus haemastoma,25,0.783,,
Eucalyptus haemastoma,52,0.867,,
Eucalyptus haemastoma,44,0.889,,
Eucalyptus haemastoma,99,0.913,,
Eucalyptus haemastoma,8,0.932,,
Eucalyptus haemastoma,18,1.02,,
Eucalyptus haemastoma,14,1.044,,
Eucalyptus haemastoma,87,1.048,,
Eucalyptus haemastoma,3,1.055,,
Eucalyptus haemastoma,45,1.072,,
Eucalyptus haemastoma,48,1.101,,
Eucalyptus haemastoma,7,1.134,,
Eucalyptus haemastoma,22,1.143,,
Eucalyptus haemastoma,26,1.16,,
Eucalyptus haemastoma,12,1.191,,
Eucalyptus haemastoma,29,1.274,,
Eucalyptus haemastoma,2,1.3,,
Eucalyptus haemastoma,100,1.307,,
Eucalyptus haemastoma,17,1.327,,
Eucalyptus haemastoma,20,1.339,,
Eucalyptus haemastoma,24,1.36,,
Eucalyptus haemastoma,4,1.371,,
Eucalyptus haemastoma,71,1.385,,
Eucalyptus haemastoma,27,1.411,,
Eucalyptus haemastoma,28,1.45,,
Eucalyptus haemastoma,10,1.464,,
Eucalyptus haemastoma,34,1.577,,
Eucalyptus largiflorens,31,0.1125,,
Eucalyptus largiflorens,64,0.1269,,
Eucalyptus largiflorens,65,0.1286,,
Eucalyptus largiflorens,51,0.1294,,
Eucalyptus largiflorens,34,0.1303,,
Eucalyptus largiflorens,94,0.1331,,
Eucalyptus largiflorens,91,0.1363,,
Eucalyptus largiflorens,59,0.138,,
Eucalyptus largiflorens,99,0.1381,,
Eucalyptus largiflorens,85,0.1422,,
Eucalyptus largiflorens,83,0.1423,,
Eucalyptus largiflorens,61,0.1449,,
Eucalyptus largiflorens,74,0.1451,,
Eucalyptus largiflorens,80,0.1465,,
Eucalyptus largiflorens,63,0.147,,
Eucalyptus largiflorens,9,0.1476,,
Eucalyptus largiflorens,90,0.1476,,
Eucalyptus largiflorens,79,0.1484,,
Eucalyptus largiflorens,33,0.1487,,
Eucalyptus largiflorens,75,0.1541,,
Eucalyptus largiflorens,81,0.1594,,
Eucalyptus largiflorens,49,0.1611,,
Eucalyptus largiflorens,32,0.1649,,
Eucalyptus largiflorens,35,0.1659,,
Eucalyptus largiflorens,71,0.1661,,
Eucalyptus largiflorens,97,0.1668,,
Eucalyptus largiflorens,58,0.1672,,
Eucalyptus largiflorens,98,0.1692,,
Eucalyptus largiflorens,72,0.1693,,
Eucalyptus largiflorens,67,0.1721,,
Eucalyptus largiflorens,86,0.1726,,
Eucalyptus largiflorens,26,0.1775,,
Eucalyptus largiflorens,57,0.1783,,
Eucalyptus largiflorens,70,0.1813,,
Eucalyptus largiflorens,17,0.1819,,
Eucalyptus largiflorens,27,0.1819,,
Eucalyptus largiflorens,100,0.1876,,
Eucalyptus largiflorens,30,0.1893,,
Eucalyptus largiflorens,36,0.1974,,
Eucalyptus largiflorens,25,0.198,,
Eucalyptus largiflorens,6,0.1981,,
Eucalyptus largiflorens,18,0.1991,,
Eucalyptus largiflorens,95,0.2001,,
Eucalyptus largiflorens,60,0.2013,,
Eucalyptus largiflorens,62,0.2019,,
Eucalyptus largiflorens,23,0.2031,,
Eucalyptus largiflorens,4,0.2044,,
Eucalyptus largiflorens,47,0.2059,,
Eucalyptus largiflorens,21,0.2063,,
Eucalyptus largiflorens,14,0.207,,
Eucalyptus largiflorens,41,0.2076,,
Eucalyptus largiflorens,29,0.2093,,
Eucalyptus largiflorens,77,0.2094,,
Eucalyptus largiflorens,48,0.2133,,
Eucalyptus largiflorens,43,0.2136,,
Eucalyptus largiflorens,93,0.2141,,
Eucalyptus largiflorens,53,0.2161,,
Eucalyptus largiflorens,28,0.2165,,
Eucalyptus largiflorens,52,0.2171,,
Eucalyptus largiflorens,24,0.2173,,
Eucalyptus largiflorens,20,0.2194,,
Eucalyptus largiflorens,76,0.2205,,
Eucalyptus largiflorens,38,0.2219,,
Eucalyptus largiflorens,12,0.224,,
Eucalyptus largiflorens,15,0.224,,
Eucalyptus largiflorens,22,0.2245,,
Eucalyptus largiflorens,69,0.2271,,
Eucalyptus largiflorens,54,0.2324,,
Eucalyptus largiflorens,2,0.2334,,
Eucalyptus largiflorens,13,0.236,,
Eucalyptus largiflorens,10,0.2371,,
Eucalyptus largiflorens,66,0.2378,,
Eucalyptus largiflorens,87,0.2419,,
Eucalyptus largiflorens,16,0.2482,,
Eucalyptus largiflorens,1,0.2509,,
Eucalyptus largiflorens,78,0.2527,,
Eucalyptus largiflorens,11,0.2543,,
Eucalyptus largiflorens,5,0.2606,,
Eucalyptus largiflorens,19,0.261,,
Eucalyptus largiflorens,88,0.2645,,
Eucalyptus largiflorens,8,0.2786,,
Eucalyptus largiflorens,44,0.2804,,
Eucalyptus largiflorens,45,0.2825,,
Eucalyptus largiflorens,92,0.2897,,
Eucalyptus largiflorens,40,0.2991,,
Eucalyptus largiflorens,39,0.2997,,
Eucalyptus largiflorens,68,0.3002,,
Eucalyptus largiflorens,3,0.307,,
Eucalyptus largiflorens,42,0.3295,,
Eucalyptus longifolia,55,0.14,,
Eucalyptus longifolia,93,0.1618,,
Eucalyptus longifolia,8,0.1756,,
Eucalyptus longifolia,17,0.176,,
Eucalyptus longifolia,82,0.177,,
Eucalyptus longifolia,19,0.1846,,
Eucalyptus longifolia,86,0.188,,
Eucalyptus longifolia,90,0.1926,,
Eucalyptus longifolia,54,0.2022,,
Eucalyptus longifolia,47,0.205,,
Eucalyptus longifolia,72,0.2056,,
Eucalyptus longifolia,64,0.2072,,
Eucalyptus longifolia,34,0.2082,,
Eucalyptus longifolia,51,0.212,,
Eucalyptus longifolia,80,0.2158,,
Eucalyptus longifolia,26,0.2162,,
Eucalyptus longifolia,13,0.2176,,
Eucalyptus longifolia,36,0.2184,,
Eucalyptus longifolia,62,0.2194,,
Eucalyptus longifolia,87,0.2212,,
Eucalyptus longifolia,92,0.2216,,
Eucalyptus longifolia,21,0.2252,,
Eucalyptus longifolia,57,0.2264,,
Eucalyptus longifolia,40,0.23,,
Eucalyptus longifolia,95,0.2306,,
Eucalyptus longifolia,81,0.2334,,
Eucalyptus longifolia,67,0.2336,,
Eucalyptus longifolia,20,0.2342,,
Eucalyptus longifolia,23,0.2376,,
Eucalyptus longifolia,66,0.2428,,
Eucalyptus longifolia,78,0.2442,,
Eucalyptus longifolia,10,0.247,,
Eucalyptus longifolia,45,0.2528,,
Eucalyptus longifolia,76,0.2528,,
Eucalyptus longifolia,5,0.2538,,
Eucalyptus longifolia,18,0.255,,
Eucalyptus longifolia,77,0.2554,,
Eucalyptus longifolia,70,0.2584,,
Eucalyptus longifolia,49,0.2598,,
Eucalyptus longifolia,94,0.26,,
Eucalyptus longifolia,61,0.262,,
Eucalyptus longifolia,28,0.2782,,
Eucalyptus longifolia,9,0.279,,
Eucalyptus longifolia,12,0.2794,,
Eucalyptus longifolia,89,0.2814,,
Eucalyptus longifolia,24,0.2834,,
Eucalyptus longifolia,16,0.2844,,
Eucalyptus longifolia,7,0.2862,,
Eucalyptus longifolia,31,0.2866,,
Eucalyptus longifolia,50,0.2894,,
Eucalyptus longifolia,52,0.2958,,
Eucalyptus longifolia,63,0.3002,,
Eucalyptus longifolia,68,0.3004,,
Eucalyptus longifolia,35,0.3012,,
Eucalyptus longifolia,33,0.3048,,
Eucalyptus longifolia,53,0.3062,,
Eucalyptus longifolia,74,0.312,,
Eucalyptus longifolia,46,0.3124,,
Eucalyptus longifolia,3,0.3178,,
Eucalyptus longifolia,42,0.3188,,
Eucalyptus longifolia,14,0.3218,,
Eucalyptus longifolia,88,0.3224,,
Eucalyptus longifolia,44,0.3388,,
Eucalyptus longifolia,58,0.3404,,
Eucalyptus longifolia,41,0.3464,,
Eucalyptus longifolia,60,0.3494,,
Eucalyptus longifolia,83,0.3516,,
Eucalyptus longifolia,56,0.3528,,
Eucalyptus longifolia,59,0.3544,,
Eucalyptus longifolia,39,0.358,,
Eucalyptus longifolia,91,0.3584,,
Eucalyptus longifolia,100,0.3634,,
Eucalyptus longifolia,4,0.3666,,
Eucalyptus longifolia,79,0.3726,,
Eucalyptus longifolia,48,0.3784,,
Eucalyptus longifolia,32,0.3814,,
Eucalyptus longifolia,98,0.3896,,
Eucalyptus longifolia,25,0.395,,
Eucalyptus longifolia,1,0.4,,
Eucalyptus longifolia,75,0.401,,
Eucalyptus longifolia,27,0.4036,,
Eucalyptus longifolia,2,0.426,,
Eucalyptus longifolia,99,0.4386,,
Eucalyptus longifolia,22,0.4414,,
Eucalyptus longifolia,85,0.4416,,
Eucalyptus longifolia,6,0.4544,,
Eucalyptus longifolia,65,0.4892,,
Eucalyptus longifolia,71,0.517,,
Eucalyptus macroryncha,22,1.963,,
Eucalyptus macroryncha,80,2.003,,
Eucalyptus macroryncha,13,2.218,,
Eucalyptus macroryncha,77,2.234,,
Eucalyptus macroryncha,36,2.25,,
Eucalyptus macroryncha,68,2.421,,
Eucalyptus macroryncha,21,2.481,,
Eucalyptus macroryncha,67,2.598,,
Eucalyptus macroryncha,4,3.264,,
Eucalyptus maculata,76,1.986,,
Eucalyptus maculata,96,2.516,,
Eucalyptus maculata,95,2.524,,
Eucalyptus maculata,97,2.65,,
Eucalyptus maculata,66,2.876,,
Eucalyptus maculata,68,2.902,,
Eucalyptus maculata,100,3.224,,
Eucalyptus maculata,93,3.236,,
Eucalyptus maculata,65,3.248,,
Eucalyptus maculata,35,3.302,,
Eucalyptus maculata,62,3.326,,
Eucalyptus maculata,61,3.362,,
Eucalyptus maculata,67,3.464,,
Eucalyptus maculata,84,3.536,,
Eucalyptus maculata,83,3.58,,
Eucalyptus maculata,82,3.6,,
Eucalyptus maculata,87,3.712,,
Eucalyptus maculata,99,3.712,,
Eucalyptus maculata,79,3.804,,
Eucalyptus maculata,39,3.856,,
Eucalyptus maculata,90,3.86,,
Eucalyptus maculata,64,3.884,,
Eucalyptus maculata,21,3.934,,
Eucalyptus maculata,31,3.938,,
Eucalyptus maculata,44,3.942,,
Eucalyptus maculata,52,3.998,,
Eucalyptus maculata,18,4.01,,
Eucalyptus maculata,23,4.022,,
Eucalyptus maculata,30,4.082,,
Eucalyptus maculata,74,4.17,,
Eucalyptus maculata,89,4.172,,
Eucalyptus maculata,63,4.186,,
Eucalyptus maculata,57,4.198,,
Eucalyptus maculata,92,4.222,,
Eucalyptus maculata,22,4.23,,
Eucalyptus maculata,48,4.242,,
Eucalyptus maculata,71,4.262,,
Eucalyptus maculata,60,4.28,,
Eucalyptus maculata,55,4.306,,
Eucalyptus maculata,72,4.312,,
Eucalyptus maculata,69,4.33,,
Eucalyptus maculata,56,4.338,,
Eucalyptus maculata,94,4.38,,
Eucalyptus maculata,54,4.416,,
Eucalyptus maculata,86,4.492,,
Eucalyptus maculata,88,4.724,,
Eucalyptus maculata,80,4.804,,
Eucalyptus maculata,41,4.824,,
Eucalyptus maculata,11,4.864,,
Eucalyptus maculata,43,4.88,,
Eucalyptus maculata,47,4.92,,
Eucalyptus maculata,25,4.936,,
Eucalyptus maculata,29,4.938,,
Eucalyptus maculata,24,5.056,,
Eucalyptus maculata,70,5.086,,
Eucalyptus maculata,42,5.126,,
Eucalyptus maculata,81,5.21,,
Eucalyptus maculata,75,5.278,,
Eucalyptus maculata,58,5.29,,
Eucalyptus maculata,4,5.326,,
Eucalyptus maculata,33,5.432,,
Eucalyptus maculata,85,5.434,,
Eucalyptus maculata,36,5.474,,
Eucalyptus maculata,26,5.564,,
Eucalyptus maculata,2,5.594,,
Eucalyptus maculata,32,5.624,,
Eucalyptus maculata,20,5.678,,
Eucalyptus maculata,15,5.696,,
Eucalyptus maculata,37,5.696,,
Eucalyptus maculata,8,5.71,,
Eucalyptus maculata,38,5.712,,
Eucalyptus maculata,50,5.736,,
Eucalyptus maculata,77,5.752,,
Eucalyptus maculata,13,5.9,,
Eucalyptus maculata,16,5.988,,
Eucalyptus maculata,73,6.024,,
Eucalyptus maculata,45,6.03,,
Eucalyptus maculata,14,6.082,,
Eucalyptus maculata,19,6.16,,
Eucalyptus maculata,46,6.306,,
Eucalyptus maculata,28,6.424,,
Eucalyptus maculata,40,6.426,,
Eucalyptus maculata,51,6.548,,
Eucalyptus maculata,49,6.634,,
Eucalyptus maculata,7,6.774,,
Eucalyptus maculata,12,6.778,,
Eucalyptus maculata,9,6.788,,
Eucalyptus maculata,6,6.9,,
Eucalyptus maculata,10,6.978,,
Eucalyptus maculata,17,7.088,,
Eucalyptus maculata,53,7.216,,
Eucalyptus maculata,1,7.316,,
Eucalyptus maculata,27,7.366,,
Eucalyptus maculata,5,7.82,,
Eucalyptus maculata,3,8.286,,
Eucalyptus mannifera,39,0.2186,,
Eucalyptus mannifera,97,0.231,,
Eucalyptus mannifera,100,0.2416,,
Eucalyptus mannifera,88,0.267,,
Eucalyptus mannifera,55,0.2716,,
Eucalyptus mannifera,83,0.2826,,
Eucalyptus mannifera,94,0.284,,
Eucalyptus mannifera,35,0.2852,,
Eucalyptus mannifera,87,0.2886,,
Eucalyptus mannifera,53,0.2926,,
Eucalyptus mannifera,92,0.2962,,
Eucalyptus mannifera,38,0.3034,,
Eucalyptus mannifera,37,0.3048,,
Eucalyptus mannifera,52,0.3052,,
Eucalyptus mannifera,78,0.3082,,
Eucalyptus mannifera,65,0.3116,,
Eucalyptus mannifera,74,0.3144,,
Eucalyptus mannifera,86,0.322,,
Eucalyptus mannifera,36,0.3228,,
Eucalyptus mannifera,91,0.325,,
Eucalyptus mannifera,40,0.3286,,
Eucalyptus mannifera,66,0.3302,,
Eucalyptus mannifera,9,0.3368,,
Eucalyptus mannifera,57,0.3368,,
Eucalyptus mannifera,34,0.338,,
Eucalyptus mannifera,89,0.3394,,
Eucalyptus mannifera,46,0.3448,,
Eucalyptus mannifera,70,0.3478,,
Eucalyptus mannifera,13,0.349,,
Eucalyptus mannifera,96,0.3608,,
Eucalyptus mannifera,12,0.3614,,
Eucalyptus mannifera,56,0.3648,,
Eucalyptus mannifera,60,0.3696,,
Eucalyptus mannifera,82,0.3696,,
Eucalyptus mannifera,98,0.3734,,
Eucalyptus mannifera,33,0.3758,,
Eucalyptus mannifera,62,0.3758,,
Eucalyptus mannifera,25,0.3826,,
Eucalyptus mannifera,5,0.3842,,
Eucalyptus mannifera,73,0.3942,,
Eucalyptus mannifera,80,0.403,,
Eucalyptus mannifera,54,0.4048,,
Eucalyptus mannifera,18,0.4208,,
Eucalyptus mannifera,45,0.421,,
Eucalyptus mannifera,19,0.4256,,
Eucalyptus mannifera,84,0.4264,,
Eucalyptus mannifera,81,0.4276,,
Eucalyptus mannifera,20,0.4294,,
Eucalyptus mannifera,99,0.4336,,
Eucalyptus mannifera,90,0.4474,,
Eucalyptus mannifera,29,0.454,,
Eucalyptus mannifera,16,0.4558,,
Eucalyptus mannifera,44,0.4588,,
Eucalyptus mannifera,24,0.4602,,
Eucalyptus mannifera,58,0.4604,,
Eucalyptus mannifera,2,0.4634,,
Eucalyptus mannifera,68,0.4658,,
Eucalyptus mannifera,72,0.466,,
Eucalyptus mannifera,41,0.471,,
Eucalyptus mannifera,30,0.4842,,
Eucalyptus mannifera,23,0.4876,,
Eucalyptus mannifera,50,0.4926,,
Eucalyptus mannifera,3,0.4932,,
Eucalyptus mannifera,27,0.496,,
Eucalyptus mannifera,26,0.5076,,
Eucalyptus mannifera,67,0.511,,
Eucalyptus mannifera,49,0.5116,,
Eucalyptus mannifera,14,0.5204,,
Eucalyptus mannifera,6,0.5244,,
Eucalyptus mannifera,42,0.5248,,
Eucalyptus mannifera,61,0.5296,,
Eucalyptus mannifera,71,0.5322,,
Eucalyptus mannifera,43,0.5454,,
Eucalyptus mannifera,63,0.556,,
Eucalyptus mannifera,76,0.5632,,
Eucalyptus mannifera,85,0.5638,,
Eucalyptus mannifera,32,0.568,,
Eucalyptus mannifera,11,0.5876,,
Eucalyptus mannifera,75,0.5918,,
Eucalyptus mannifera,31,0.5972,,
Eucalyptus mannifera,4,0.5974,,
Eucalyptus mannifera,69,0.5988,,
Eucalyptus mannifera,95,0.5988,,
Eucalyptus mannifera,79,0.6048,,
Eucalyptus mannifera,51,0.6098,,
Eucalyptus mannifera,7,0.6236,,
Eucalyptus mannifera,59,0.6294,,
Eucalyptus mannifera,77,0.636,,
Eucalyptus mannifera,28,0.6402,,
Eucalyptus mannifera,22,0.6524,,
Eucalyptus mannifera,64,0.6526,,
Eucalyptus mannifera,10,0.6578,,
Eucalyptus mannifera,1,0.669,,
Eucalyptus mannifera,8,0.6864,,
Eucalyptus mannifera,47,1.0016,,
Eucalyptus melanophloia,36,0.3174,,
Eucalyptus melanophloia,60,0.3284,,
Eucalyptus melanophloia,49,0.3776,,
Eucalyptus melanophloia,4,0.382,,
Eucalyptus melanophloia,41,0.3902,,
Eucalyptus melanophloia,39,0.4002,,
Eucalyptus melanophloia,28,0.4062,,
Eucalyptus melanophloia,43,0.407,,
Eucalyptus melanophloia,30,0.4126,,
Eucalyptus melanophloia,26,0.4358,,
Eucalyptus melanophloia,8,0.4376,,
Eucalyptus melanophloia,52,0.4486,,
Eucalyptus melanophloia,19,0.4512,,
Eucalyptus melanophloia,34,0.4558,,
Eucalyptus melanophloia,38,0.4622,,
Eucalyptus melanophloia,58,0.4718,,
