species,seed_mass
Cyperus odoratus,0.2692
Cyperus pilosus,0.1067
Cyperus procerus,0.2076
Cyperus pulchellus,0.0144
Cyperus rigidellus,0.0336
Cyperus sculptus,0.1144
Cyperus sexflorus,0.2808
Cyperus sphaeroideus,0.2144
Cyperus sporobolus,0.3856
Cyperus squarrosus,0.04
Cyperus tenuiculmis,0.354
Cyperus tenuiculmis,0.628
Cyperus tenuiculmis,0.4552
Cyperus tenuispica,0.0316
Cyperus tetraphyllus,0.2876
Cyperus trinervis,0.1284
Cyperus vaginatus,0.0952
Cyperus victoriensis,0.221
Cyperus zollingeri,0.3196
Cyrtandra baileyi,0.0085
Cyrtococcum oxyphyllum,0.255
Cyrtococcum patens,0.27544
Dactyloctenium radulans,0.4
Damasonium minus,0.3188
Dampiera conospermoides,2.1432
Daphnandra repandula,4.7
Darlingia darlingiana,167
Darlingia ferruginea,385
Darwinia capitellata,1.7152
Darwinia citriodora,10.582
Darwinia ferricola,3.584
Darwinia hypericifolia,12.4776
Darwinia leiostyla,13.1312
Darwinia masonii,5.2146
Darwinia micropetala,0.906
Darwinia nubigena,8.5676
Darwinia oxylepis,13.4863636
Darwinia polychroma,5.9246
Darwinia purpurea,1.856
Darwinia sanguinea,5.5992727
Darwinia squarrosa,9.5049
Darwinia whicherensis,7.9994
Dasypogon bromeliifolius,43.12028
Daucus glochidiatus,2.18836
Davidsonia pruriens,440
Decazesia hecatocephala,0.2132
Deeringia amaranthoides,0.198
Dendrobium speciosum,0.0053934
Dendrobium striolatum,0.0016
Dendrocnide moroides,1.04
Dendrocnide photinophylla,0.52
Dendrophthoe glabrescens,48.45
Denhamia oleaster,23.8612
Deschampsia cespitosa,0.356
Deschampsia cespitosa,0.25
Dianella brevicaulis,3.5492
Dianella brevipedunculata,4.7104
Dianella caerulea,7.1
Dianella congesta,5.2724
Dianella longifolia,4.1402
Dianella porracea,9.2308
Dianella revoluta,6.02
Dianella revoluta,5.17
Dianella tarda,4.28
Dianella tasmanica,5.62
Dichanthium sericeum,1.2292
Dichanthium sericeum,1.4
Dichanthium setosum,0.66924
Dichapetalum papuanum,57.82
Dichelachne crinita,0.4
Dichelachne inaequiglumis,0.4847
Dichelachne micrantha,0.2
Dichelachne rara,0.3588
Dichromochlamys dentatifolia,0.40624
Dichrostachys spicata,30.3336
Dicliptera armata,1.7024
Dicrastylis cordifolia,4.59756
Dicrastylis exsuccosa,9.9812
Dicrastylis fulva,0.672
Dicrastylis gilesii,5.3688
Dicrastylis parvifolia,0.34208
Dicrastylis reticulata,0.638
Dicrastylis verticillata,1.7912
Didymoplexis pallens,4
Digitaria brownii,0.629
Digitaria coenicola,0.967
Digitaria ctenantha,1.282
Digitaria diffusa,0.1344
Digitaria divaricatissima,1.038
Digitaria longiflora,0.47
Digitaria minima,0.158
Digitaria radicosa,0.2352
Digitaria ramularis,0.173
Digitaria setigera,0.5624
Digitaria velutina,0.20836
Dimeria ornithopoda,0.0864
Dioscorea bulbifera,5.6832
Dioscorea hastifolia,7.3344
Diospyros cupulosa,54
Diplaspis nivis,1.0392
Diplocyclos palmatus,10.727
Diploglottis bracteata,3967
Diploglottis campbellii,2198.32
Diploglottis diphyllostegia,176
Diploglottis smithii,510
Diplolaena andrewsii,13.4818182
Diplolaena angustifolia,12.8156
Diplolaena dampieri,9.1204
Diplolaena grandiflora,12.6844
Diplolaena graniticola,7.4524
Diplolaena leemaniana,10.8852
Diplolaena velutina,6.1116
Diplopeltis huegelii,5.62
Diplopeltis stuartii,18.6552
Diselma archeri,0.9532
Disphyma crassifolium,0.1216
Dissocarpus biflorus,39.5942
Dissocarpus biflorus,1.11
Dissocarpus paradoxus,110.56
Distichlis distichophylla,1.4216
Dodonaea aptera,9.4
Dodonaea baueri,3.2736
Dodonaea biloba,3.4512
Dodonaea boroniifolia,2.909
Dodonaea bursariifolia,1.4704
Dodonaea camfieldii,4.78
Dodonaea ceratocarpa,4.9832
Dodonaea concinna,1.6672
Dodonaea coriacea,5.496
Dodonaea falcata,2.8532
Dodonaea filifolia,2.6784
Dodonaea filiformis,2.1316
Dodonaea hackettiana,3.99
Dodonaea heteromorpha,2.782
Dodonaea hexandra,2.6366
Dodonaea hirsuta,5.7228
Dodonaea humilis,3.03552
Dodonaea inaequifolia,3.0604
Dodonaea intricata,2.506
Dodonaea lanceolata,4.134
Dodonaea lobulata,5.5614
Dodonaea megazyga,2.752
Dodonaea multijuga,4.1996
Dodonaea oxyptera,1.3766
Dodonaea peduncularis,1.87
Dodonaea petiolaris,15.49
Dodonaea physocarpa,4.9368
Dodonaea pinifolia,2.954
Dodonaea pinnata,5.6428
Dodonaea platyptera,6.9772
Dodonaea polyandra,4.7676
Dodonaea procumbens,8.6692
Dodonaea ptarmicifolia,5.2
Dodonaea rhombifolia,5.002
Dodonaea rupicola,2.3688
Dodonaea sinuolata,2.328
Dodonaea sinuolata,3.7268
Dodonaea sinuolata,3.5788
Dodonaea stenozyga,1.64
Dodonaea subglandulifera,3.7292
Dodonaea tenuifolia,4.8676
Dodonaea triangularis,1.5452
Dodonaea trifida,3.1216
Dodonaea triquetra,3.395
Dodonaea truncatiales,3.5272
Dodonaea vestita,5.778
Dodonaea viscosa,4.8974
Dodonaea viscosa,4.9112
Dodonaea viscosa,8
Dodonaea viscosa,4.49
Dodonaea viscosa,5.4302
Dodonaea viscosa,6.7916
Dodonaea viscosa,8.3
Doryanthes excelsa,41.8
Doryanthes palmeri,53.334
Doryphora aromatica,10
Doryphora sassafras,12.7428
Dracophyllum fitzgeraldii,0.046
Dracophyllum macranthum,0.0328
Dracophyllum milliganii,0.0556
Dracophyllum minimum,0.0264407
Dracophyllum secundum,0.0272
Drosera arcturi,0.0564
Drosera auriculata,0.0153
Drosera binata,0.0108
Drosera bulbosa,0.1539
Drosera burmanni,0.0113
Drosera erythrorhiza,0.1439
Drosera gigantea,0.0332
Drosera glanduligera,0.0326
Drosera gracilis,0.0133117
Drosera hartmeyerorum,0.0172
Drosera hookeri,0.0269231
Drosera indica,0.033
Drosera macrantha,0.0832
Drosera marchantii,0.0657143
Drosera peltata,0.04
Drosera petiolaris,0.0236
Drosera pulchella,0.0276
Drosera pygmaea,0.01664
Drosera rupicola,0.1876
Drosera salina,0.01
Drosera spatulata,0.006
Drosera subtilis,0.0184
Drosera whittakeri,0.2472
Dryopoa dives,1.7484
Drypetes deplanchei,91.2472
Duboisia hopwoodii,1.547
Duboisia myoporoides,2.322
Dysoxylum latifolium,2200
Dysoxylum papuanum,320
Dysoxylum parasiticum,426
Dysoxylum pettigrewianum,530
Dysoxylum rufum,108.47
Dysphania cristata,0.099
Dysphania glomulifera,0.023
Dysphania kalpari,0.0534
Dysphania melanocarpa,0.2366
Dysphania platycarpa,0.0161
Dysphania rhadinostachya,0.1
Dysphania rhadinostachya,0.08
Dysphania simulans,0.0796
Dysphania sphaerosperma,0.0256
Dysphania truncata,0.156
Echinochloa colona,1.2
Echinochloa telmatophila,1.4352
Echinopogon caespitosus,0.442
Echinopogon ovatus,0.6412
Echinopogon ovatus,0.5504
Eclipta alatocarpa,2.8152
Eclipta prostrata,0.42
Ectrosia leporina,0.0309
Ectrosia scabrida,0.02912
Eidothea zoexylocarya,18000
Einadia nutans,0.6016
Einadia nutans,1.017
Einadia polygonoides,0.2266
Einadia trigonos,0.3944
Einadia trigonos,0.2624
Elaeagnus triflora,150
Elaeocarpus angustifolius,4510
Elaeocarpus arnhemicus,467.84
Elaeocarpus bancroftii,11000
Elaeocarpus foveolatus,610
Elaeocarpus grandis,17.07
Elaeocarpus largiflorens,310
Elaeocarpus obovatus,86.2336
Elaeocarpus reticulatus,99
Elaeocarpus ruminatus,77.09
Elaeodendron australe,194.4324
Elaeodendron curtipendulum,504.9020718
Elaeodendron melanocarpum,1850.4
Elatine gratioloides,0.0513333
Elattostachys megalantha,82
Eleocharis acuta,0.571
Eleocharis acutangula,1.2991
Eleocharis atropurpurea,0.027
Eleocharis caribaea,0.149
Eleocharis cylindrostachys,0.16412
Eleocharis dulcis,1.1516
Eleocharis geniculata,0.0974
Eleocharis gracilis,0.3452
Eleocharis nigrescens,0.0214
Eleocharis pallens,0.4035
Eleocharis plana,0.4312
Eleocharis pusilla,0.32
Eleocharis rivalis,0.7484
Eleocharis sphacelata,3.3463
Eleocharis tetraquetra,0.5668
Elephantopus scaber,1.768
Elephantopus scaber,1.7812
Elephantopus scaber,1.4
Elymus scaber,4.1407407
Elytrophorus spicatus,0.0364
Emmenosperma alphitonioides,1
Enchylaena tomentosa,4.35
Endiandra bessaphila,1100
Endiandra insignis,15763
Endiandra longipedicellata,2004
Endiandra monothyra,1900
Endiandra montana,7550
Endiandra palmerstonii,21945
Endiandra sankeyana,5600
Endiandra sideroxylon,4000
Endiandra xanthocarpa,9800
Enneapogon avenaceus,2.3
Enneapogon caerulescens,0.3098
Enneapogon cylindricus,0.549
Enneapogon eremophilus,0.6488
Enneapogon gracilis,1.0136
Enneapogon intermedius,0.376
Enneapogon lindleyanus,0.3011
Enneapogon nigricans,1.0604
Enneapogon pallidus,0.586
Enneapogon polyphyllus,1.47
Enneapogon purpurascens,0.462
Enneapogon robustissimus,0.442
Enneapogon virens,0.464
Enteropogon acicularis,0.812
Enteropogon ramosus,0.735
Enteropogon unispiceus,0.25
Entolasia stricta,1.455
Epacris acuminata,0.0452
Epacris apsleyensis,0.0596
Epacris barbata,0.0368
Epacris breviflora,0.0248
Epacris cerasicollina,0.0588
Epacris corymbiflora,0.06
Epacris curtisiae,0.0448
Epacris exserta,0.0993
Epacris glabella,0.0691824
Epacris glacialis,0.0356
Epacris grandis,0.0908
Epacris graniticola,0.0473333
Epacris gunnii,0.0324
Epacris heteronema,0.0312
Epacris impressa,0.04075
Epacris lanuginosa,0.03
Epacris limbata,0.0732
Epacris marginata,0.091
Epacris microphylla,0.0552
Epacris moscaliana,0.0653333
Epacris myrtifolia,0.1132
Epacris obtusifolia,0.02325
Epacris paludosa,0.0316
Epacris petrophila,0.02924
Epacris pulchella,0.0665
Epacris purpurascens,0.0468
Epacris purpurascens,0.0772
Epacris serpyllifolia,0.0416667
Epacris stuartii,0.0308
Epacris tasmanica,0.0676
Epacris virgata,0.0448
Epaltes australis,0.0316
Epilobium billardiereanum,0.0516
Epilobium brunnescens,0.032
Epilobium curtisiae,0.1504
Epilobium gunnianum,0.0638
Epilobium hirtigerum,0.08
Epilobium pallidiflorum,0.082
Epilobium perpusillum,0.0224
Epilobium sarmentaceum,0.0866
Epitriche demissus,0.1888
Eragrostiella bifaria,0.0468
Eragrostis aspera,0.0411
Eragrostis australasica,0.156
Eragrostis basedowii,0.0521
Eragrostis brownii,0.151
Eragrostis confertiflora,0.0148
Eragrostis crateriformis,0.0236
Eragrostis cumingii,0.0472
Eragrostis dielsii,0.06
Eragrostis elongata,0.04
Eragrostis eriopoda,0.112
Eragrostis eriopoda,0.0968
Eragrostis exigua,0.0144
Eragrostis falcata,0.033
Eragrostis intermedia,0.1252
Eragrostis interrupta,0.1208
Eragrostis lanicaulis,0.0696
Eragrostis laniflora,0.1372
Eragrostis leptocarpa,0.044
Eragrostis leptostachya,0.1268
Eragrostis microcarpa,0.0308
Eragrostis olida,0.1748
Eragrostis parviflora,0.1231
Eragrostis pergracilis,0.0624
Eragrostis potamophila,0.04
Eragrostis schultzii,0.0452
Eragrostis setifolia,0.045
Eragrostis sororia,0.057
Eragrostis spartinoides,0.0584
Eragrostis speciosa,0.01612
Eragrostis stagnalis,0.048
Eragrostis stenostachya,0.0888
Eragrostis tenellula,0.0288
Eragrostis trachycarpa,0.0736
Eragrostis unioloides,0.224
Eragrostis xerophila,0.0532
Eremaea acutifolia,1.1548
Eremaea beaufortioides,5.05
Eremaea blackwelliana,0.75992
Eremaea ebracteata,2.1104
Eremaea pauciflora,1.1164
Eremaea pauciflora,12.4444
Eremaea purpurea,3.6148
Eremophila adenotricha,25.36644
Eremophila behriana,7.6412
Eremophila bignoniiflora,263.0192
Eremophila caespitosa,33.6068
Eremophila ciliata,1.9921659
Eremophila clarkei,57.952
Eremophila clavata,6.2396
Eremophila complanata,3.9202128
Eremophila compressa,1.788
Eremophila cuneifolia,67.7712
Eremophila debilis,54.03
Eremophila decipiens,64.2012
Eremophila decussata,18.3344
Eremophila densifolia,6.4628
Eremophila denticulata,1256.44
Eremophila denticulata,245.4721
Eremophila deserti,24.66
Eremophila divaricata,18.5272
Eremophila duttonii,42.33
Eremophila elderi,35.616
Eremophila freelingii,28.985
Eremophila gilesii,106.134
Eremophila gilesii,96.6872
Eremophila glabra,83.0276
Eremophila goodwinii,153.148
Eremophila hughesii,129.808
Eremophila ionantha,8.6992
Eremophila lactea,2.5792
Eremophila latrobei,29.53
Eremophila longifolia,97.92
Eremophila lucida,14.7173945
Eremophila macdonnellii,358.606
Eremophila maculata,172.799
Eremophila microtheca,3.1964
Eremophila neglecta,27.08884
Eremophila nivea,10.071
Eremophila obovata,55.82
Eremophila pinnatifida,11.4835
Eremophila platythamnos,9.5412
Eremophila polyclada,68.5824
Eremophila prostrata,78.8596
Eremophila racemosa,434.84
Eremophila resinosa,10.784032
Eremophila santalina,159.5328
Eremophila sargentii,5.1472
Eremophila scaberula,2.95008
Eremophila scoparia,10.8812
Eremophila serpens,145.732
Eremophila serrulata,36.7868
Eremophila sturtii,3.713
Eremophila subfloccosa,63.56964
Eremophila subteretifolia,6.949
Eremophila undulata,76.5848571
Eremophila vernicosa,4.4854369
Eremophila verticillata,3.2463636
Eremophila virens,21.3984615
Eremophila viscida,13.6
Eremophila willsii,53.744
Eriachne aristidea,1.4
Eriachne basedowii,1.23456
Eriachne benthamii,1.0576
Eriachne ciliata,0.367
Eriachne compacta,0.4336
Eriachne glauca,0.24584
Eriachne helmsii,2.37
Eriachne mucronata,0.5784
Eriachne mucronata,1.575
Eriachne nodosa,0.485
Eriachne obtusa,0.5688
Eriachne pallescens,0.512
Eriachne pulchella,0.367
Eriachne pulchella,0.3352
Eriachne pulchella,0.2284
Eriachne stipacea,1.172
Eriachne triodioides,2.832
Eriachne triseta,2.371
Erigeron bellidioides,0.6972
Erigeron gunnii,0.3344
Erigeron nitidus,0.7596
Erigeron paludicola,0.3408
Erigeron pappocromus,0.369
Erigeron stellatus,0.5136
Eriochiton sclerolaenoides,8.348
Eriochloa australiensis,1.254
Eriochloa crebra,1.3676
Eriochloa fatmensis,0.83416
Eriochloa pseudoacrotricha,1.4228
Eriostemon australasius,14.778
Erodiophyllum elderi,2488.36
Erodium crinitum,5.78
Erodium cygnorum,4.624
Erymophyllum glossanthus,0.6924
Erymophyllum ramosum,0.3888
Erymophyllum ramosum,0.92604
Erymophyllum tenellum,0.6144
Eryngium ovinum,1.92
Eryngium paludosum,1.986
Eryngium supinum,1.12
Eryngium vesiculosum,1.0428
Erythrophleum chlorostachys,369.6548
Erythroxylum australe,14.2164
Eucalyptus abdita,0.5188
Eucalyptus absita,0.17964
Eucalyptus acaciiformis,2.815
Eucalyptus accedens,4.04
Eucalyptus acies,3.44
Eucalyptus acmenoides,2.737
Eucalyptus aequioperta,0.3492
Eucalyptus agglomerata,5.72
Eucalyptus aggregata,0.87
Eucalyptus alaticaulis,1.0104
Eucalyptus alba,2.09
Eucalyptus albida,0.8756
Eucalyptus albopurpurea,0.2912
Eucalyptus alipes,0.552
Eucalyptus alligatrix,0.668
Eucalyptus ammophila,0.6748
Eucalyptus amplifolia,2.55
Eucalyptus amplifolia,0.4008
Eucalyptus amygdalina,5.24
Eucalyptus ancophila,0.726
Eucalyptus andrewsii,6.48
Eucalyptus andrewsii,7.0922
Eucalyptus andrewsii,6.89
Eucalyptus angophoroides,1.05
Eucalyptus angulosa,6.19
Eucalyptus angustissima,0.4012
Eucalyptus annulata,1.09
Eucalyptus apiculata,4.61
Eucalyptus apodophylla,1.6
Eucalyptus apothalassica,0.3104
Eucalyptus approximans,0.6968
Eucalyptus approximans,6.62
Eucalyptus approximans,7.14
Eucalyptus aquatica,0.244
Eucalyptus aquilina,25
Eucalyptus arachnaea,1.116
Eucalyptus arachnaea,0.54388
Eucalyptus arachnaea,6.7016
Eucalyptus archeri,2.8
Eucalyptus arenacea,1.3972
Eucalyptus argillacea,4
Eucalyptus argophloia,0.51
Eucalyptus argutifolia,0.9704
Eucalyptus argyphea,1.416
Eucalyptus argyphea,1.9284
Eucalyptus aromaphloia,1.27
Eucalyptus articulata,0.2375556
Eucalyptus aspersa,0.4216
Eucalyptus aspratilis,0.6732
Eucalyptus astringens,0.8004
Eucalyptus astringens,7.95
Eucalyptus atrata,1.1096
Eucalyptus badjensis,1.86
Eucalyptus baeuerlenii,5.4
Eucalyptus baileyana,27.85
Eucalyptus bakeri,1
Eucalyptus balanopelex,2.4576
Eucalyptus balladoniensis,1.5352
Eucalyptus bancroftii,2.20028
Eucalyptus banksii,3.49
Eucalyptus barberi,1.18
Eucalyptus baueriana,1.531
Eucalyptus baxteri,14.2
Eucalyptus beaniana,0.4116
Eucalyptus beardiana,2.28884
Eucalyptus behriana,0.163
Eucalyptus benthamii,1.36
Eucalyptus beyeriana,0.94224
Eucalyptus bigalerita,4.92
Eucalyptus blakelyi,0.9868
Eucalyptus blakelyi,0.6
Eucalyptus blaxellii,0.5864
Eucalyptus blaxlandii,6.21
Eucalyptus boliviana,1.3668
Eucalyptus bosistoana,1.22
Eucalyptus botryoides,1.4
Eucalyptus brachyandra,0.6
Eucalyptus brachycalyx,0.3508
Eucalyptus brachycorys,2.0496
Eucalyptus brandiana,2.892
Eucalyptus brassiana,2.21
Eucalyptus brevifolia,3.54
Eucalyptus brevipes,0.252349
Eucalyptus bridgesiana,2.81
Eucalyptus brockwayi,2.04
Eucalyptus brookeriana,1.3
Eucalyptus brownii,0.26
Eucalyptus buprestium,130
Eucalyptus burdettiana,4.52
Eucalyptus burracoppinensis,7.6
Eucalyptus cadens,0.3084
Eucalyptus caesia,4.94
Eucalyptus calcareana,1.4948
Eucalyptus calcicola,4.9232
Eucalyptus calcicola,4.2495
Eucalyptus calcicola,31.25
Eucalyptus caleyi,3.63
Eucalyptus caleyi,0.57
Eucalyptus caliginosa,10.9
Eucalyptus calycogona,2.57
Eucalyptus calycogona,0.30484
Eucalyptus calycogona,0.3524
Eucalyptus calycogona,0.46556
Eucalyptus calycogona,0.338
Eucalyptus calyerup,0.5412
Eucalyptus camaldulensis,2.2
Eucalyptus camaldulensis,0.1732
Eucalyptus cambageana,0.87
Eucalyptus cameronii,2.29
Eucalyptus camfieldii,5.65
Eucalyptus campanulata,0.5988
Eucalyptus campaspe,2.47
Eucalyptus camphora,0.34576
Eucalyptus camphora,0.2712
Eucalyptus camphora,1.93
Eucalyptus camphora,0.4172
Eucalyptus canaliculata,13.81
Eucalyptus cannonii,4.07096
Eucalyptus canobolensis,0.8256
Eucalyptus capillosa,0.3456
Eucalyptus capitellata,13
Eucalyptus captiosa,1.7016
Eucalyptus carnea,0.468
Eucalyptus carnei,5.94
Eucalyptus castrensis,0.4504
Eucalyptus celastroides,0.2252
Eucalyptus celastroides,2.6
Eucalyptus cephalocarpa,2.329
Eucalyptus cerasiformis,0.288
Eucalyptus cernua,0.392
Eucalyptus chapmaniana,2.62
Eucalyptus chartaboma,17.7844
Eucalyptus chloroclada,0.21
Eucalyptus chlorophylla,0.7136
Eucalyptus cinerea,1.5
Eucalyptus cinerea,2.52
Eucalyptus cladocalyx,4.78
Eucalyptus clelandii,2.01
Eucalyptus clivicola,0.5998
Eucalyptus cloeziana,1.53
Eucalyptus cneorifolia,2.12
Eucalyptus coccifera,4.1
Eucalyptus codonocarpa,1.1284
Eucalyptus communalis,1.3608
Eucalyptus concinna,3
Eucalyptus conferruminata,4.1
Eucalyptus confluens,2.17
Eucalyptus conglobata,4.028
Eucalyptus conglomerata,0.44
Eucalyptus conica,1.42
Eucalyptus consideniana,7.1
Eucalyptus conspicua,0.4044
Eucalyptus conveniens,3.272
Eucalyptus coolabah,0.5004
Eucalyptus cooperiana,1.62
Eucalyptus copulans,0.1728
Eucalyptus cordata,7.9
Eucalyptus cornuta,6.26
Eucalyptus coronata,20.4
Eucalyptus corrugata,3.74
Eucalyptus corticosa,0.5908
Eucalyptus cosmophylla,6.08
Eucalyptus crebra,0.95
Eucalyptus crenulata,0.58
Eucalyptus creta,0.9314
Eucalyptus cretata,0.796
Eucalyptus crispata,0.488
Eucalyptus croajingolensis,0.3688
Eucalyptus crucis,1.1424
Eucalyptus crucis,18.97
Eucalyptus crucis,1.4076
Eucalyptus cullenii,3.5
Eucalyptus cunninghamii,1.1316
Eucalyptus cuprea,0.2903226
Eucalyptus cupularis,20.4
Eucalyptus curtisii,0.83
Eucalyptus cyanophylla,3.1
Eucalyptus cylindriflora,1.31
Eucalyptus cylindrocarpa,1.9
Eucalyptus cypellocarpa,4.69
Eucalyptus dalrympleana,3.3
Eucalyptus dalrympleana,2.2
Eucalyptus dalrympleana,19.9
Eucalyptus dawsonii,0.76
Eucalyptus dealbata,1.8
Eucalyptus dealbata,4.11
Eucalyptus deanei,1.29
Eucalyptus decipiens,4.57
Eucalyptus decipiens,0.9746667
Eucalyptus decorticans,2.79
Eucalyptus decurva,1.6992
Eucalyptus deflexa,1.438
Eucalyptus delegatensis,0.93
Eucalyptus delegatensis,8.91
Eucalyptus dendromorpha,4
Eucalyptus densa,0.2933333
Eucalyptus denticulata,0.4372
Eucalyptus depauperata,0.4138
Eucalyptus desmondensis,3.12
Eucalyptus dielsii,1.96
Eucalyptus diminuta,0.57
Eucalyptus diptera,3.86
Eucalyptus discreta,2.07
Eucalyptus dissimulata,0.3252
Eucalyptus distans,0.3948
Eucalyptus diversicolor,3.1
Eucalyptus diversifolia,1.3408
Eucalyptus diversifolia,1.9464
Eucalyptus diversifolia,18.26
Eucalyptus dives,5.6
Eucalyptus dolichocera,0.8972
Eucalyptus dolichorhyncha,2.2828
Eucalyptus doratoxylon,3.29
Eucalyptus dorrigoensis,0.6356
Eucalyptus drummondii,17.25
Eucalyptus dumosa,1.17
Eucalyptus dundasii,2.06
Eucalyptus dunnii,3
Eucalyptus dura,0.3764
Eucalyptus dwyeri,1.5
Eucalyptus ebbanoensis,10.75
Eucalyptus ebbanoensis,1.92332
Eucalyptus ebbanoensis,1.37792
Eucalyptus educta,1.638
Eucalyptus effusa,2.4944
Eucalyptus elaeophloia,0.5836
Eucalyptus elata,3.8
Eucalyptus elegans,0.1056
Eucalyptus elliptica,0.5236
Eucalyptus erectifolia,2.0952
Eucalyptus eremicola,0.382
Eucalyptus eremophila,2.18
Eucalyptus eremophila,0.7562
Eucalyptus erythrocorys,21
Eucalyptus erythronema,2.5
Eucalyptus erythronema,2.5
Eucalyptus eudesmioides,20.4
Eucalyptus eudesmioides,1.48972
Eucalyptus eugenioides,3.6
Eucalyptus ewartiana,5.4
Eucalyptus exigua,0.3724
Eucalyptus exilipes,0.5292
Eucalyptus exilis,14.4
Eucalyptus exserta,2.76
Eucalyptus extensa,3.4132
Eucalyptus extrica,3.1864
Eucalyptus falcata,1.81
Eucalyptus famelica,0.574
Eucalyptus fasciculosa,1.43
Eucalyptus fastigata,8.04
Eucalyptus fibrosa,0.556
Eucalyptus fibrosa,3.11
Eucalyptus fibrosa,4.89
Eucalyptus filiformis,0.1984
Eucalyptus flavida,3.2552
Eucalyptus flindersii,0.76
Eucalyptus flocktoniae,4.33
Eucalyptus foecunda,1.33
Eucalyptus foliosa,0.508
Eucalyptus formanii,0.222
Eucalyptus forrestiana,2.4792
Eucalyptus forrestiana,23.25
Eucalyptus fracta,0.4168
Eucalyptus fraseri,3.9
Eucalyptus fraseri,1.0704
Eucalyptus fraxinoides,9.08
Eucalyptus frenchiana,0.67224
Eucalyptus froggattii,1.691
Eucalyptus fruticosa,0.9904
Eucalyptus fulgens,0.4912
Eucalyptus fusiformis,0.584
Eucalyptus gamophylla,4.49
Eucalyptus gardneri,0.602
Eucalyptus gardneri,7.09
Eucalyptus georgei,0.9427
Eucalyptus georgei,0.7696
Eucalyptus gillenii,0.84
Eucalyptus gillii,15.62
Eucalyptus gittinsii,31.25
Eucalyptus gittinsii,2.5908
Eucalyptus glaucescens,7.21
Eucalyptus glaucina,0.618
Eucalyptus globoidea,3.04
Eucalyptus globulus,5.01
Eucalyptus globulus,37.4
Eucalyptus globulus,6.06
Eucalyptus globulus,9.43
Eucalyptus globulus,4.95
Eucalyptus glomerosa,1.24
Eucalyptus gomphocephala,7.16
Eucalyptus gongylocarpa,11.35
Eucalyptus goniantha,3.81
Eucalyptus goniantha,1.181
Eucalyptus goniocalyx,0.6676
Eucalyptus goniocalyx,0.8548
Eucalyptus goniocalyx,2.54
Eucalyptus goniocarpa,0.3004
Eucalyptus gracilis,0.64
Eucalyptus grandis,1.18
Eucalyptus granitica,0.5236
Eucalyptus gregsoniana,3.33
Eucalyptus griffithsii,3.79
Eucalyptus grossa,2.38
Eucalyptus guilfoylei,8.46
Eucalyptus gunnii,0.409
Eucalyptus gunnii,3
Eucalyptus gypsophila,0.4684
Eucalyptus haemastoma,0.627
Eucalyptus hallii,0.1748
Eucalyptus halophila,0.444
Eucalyptus hawkeri,0.1741
Eucalyptus hebetifolia,0.2628
Eucalyptus helidonica,1.6128
Eucalyptus herbertiana,1.42
Eucalyptus histophylla,0.5272
Eucalyptus horistes,0.5552
Eucalyptus houseana,1.07
Eucalyptus howittiana,1.29
Eucalyptus hypostomatica,0.274
Eucalyptus ignorabilis,0.799
Eucalyptus imitans,0.7908
Eucalyptus impensa,4.27
Eucalyptus incerata,0.5928
Eucalyptus incrassata,8.93
Eucalyptus indurata,1.1286667
Eucalyptus insularis,3.06
Eucalyptus interstans,0.1496
Eucalyptus intertexta,2.53
Eucalyptus jacksonii,16.94
Eucalyptus jensenii,5.7
Eucalyptus jimberlanica,1.4032
Eucalyptus johnstonii,4
Eucalyptus jucunda,3.4352
Eucalyptus jutsonii,3.757
Eucalyptus kartzoffiana,1.13
Eucalyptus kessellii,1.0633333
Eucalyptus kingsmillii,2.836
Eucalyptus kingsmillii,12.5
Eucalyptus kitsoniana,1.76
Eucalyptus kochii,2.756
Eucalyptus kondininensis,2.36
Eucalyptus kruseana,2.61
Eucalyptus kumarlensis,0.278
Eucalyptus kybeanensis,4.01
Eucalyptus lacrimans,1.4664
Eucalyptus laeliae,3.17
Eucalyptus laevopinea,11.04
Eucalyptus langleyi,1.7684
Eucalyptus lansdowneana,3.14
Eucalyptus lansdowneana,7.4
Eucalyptus lansdowneana,0.4348
Eucalyptus largeana,5
Eucalyptus largiflorens,0.82
Eucalyptus latens,0.2832
Eucalyptus lateritica,7.41452
Eucalyptus latisinensis,2.2724
Eucalyptus lehmannii,8.41
Eucalyptus lehmannii,1.7477
Eucalyptus leprophloia,1.2608
Eucalyptus leptocalyx,3.18
Eucalyptus leptophleba,6.15
Eucalyptus leptophylla,0.3676
Eucalyptus leptopoda,1.91
Eucalyptus leptopoda,0.6184
Eucalyptus lesouefii,3.89
Eucalyptus leucophloia,0.2492
Eucalyptus leucophloia,1.53
Eucalyptus leucophylla,1.1824
Eucalyptus leucoxylon,0.7012
Eucalyptus leucoxylon,0.5156
Eucalyptus leucoxylon,2.52
Eucalyptus leucoxylon,4.87
Eucalyptus leucoxylon,4.18
Eucalyptus leucoxylon,2.42
Eucalyptus leucoxylon,5.3
Eucalyptus leucoxylon,0.408
Eucalyptus ligulata,11.78864
Eucalyptus ligustrina,2.9
Eucalyptus lirata,23.26
Eucalyptus litoralis,0.9576
Eucalyptus litorea,0.924
Eucalyptus livida,0.4852
Eucalyptus lockyeri,0.3872
Eucalyptus longicornis,2.05
Eucalyptus longifolia,3.69
Eucalyptus longirostrata,0.6776
Eucalyptus longissima,0.53
Eucalyptus loxophleba,0.65
Eucalyptus loxophleba,0.2884
