species,seed_mass
Melaleuca leiopyxis,2.6448
Melaleuca leptospermoides,0.2028
Melaleuca leucadendra,0.41
Melaleuca leuropoma,0.2172
Melaleuca linariifolia,0.018
Melaleuca linguiformis,0.0784
Melaleuca longistaminea,0.4252
Melaleuca macronychia,0.0604
Melaleuca macronychia,0.033
Melaleuca macronychia,0.03964
Melaleuca manglesii,0.064
Melaleuca megacephala,0.6936
Melaleuca microphylla,0.0588
Melaleuca minutifolia,0.3784
Melaleuca monantha,0.248
Melaleuca nematophylla,0.3504
Melaleuca nervosa,0.1744
Melaleuca nervosa,0.07
Melaleuca nesophila,0.8402
Melaleuca nodosa,0.08
Melaleuca oldfieldii,0.7216
Melaleuca orbicularis,0.138
Melaleuca ordinifolia,0.26656
Melaleuca osullivanii,0.046
Melaleuca oxyphylla,0.1952
Melaleuca pallescens,0.0694444
Melaleuca papillosa,0.1696
Melaleuca parviceps,0.192
Melaleuca parvistaminea,0.0116
Melaleuca pauciflora,0.4262
Melaleuca pauperiflora,0.75192
Melaleuca pauperiflora,0.0952
Melaleuca pauperiflora,0.42
Melaleuca penicula,0.5189
Melaleuca pentagona,0.0872
Melaleuca pentagona,0.1264
Melaleuca pentagona,0.4956
Melaleuca phoidophylla,0.638
Melaleuca platycalyx,0.0772
Melaleuca podiocarpa,0.778
Melaleuca polycephala,0.074
Melaleuca preissiana,0.11
Melaleuca pritzelii,0.5254
Melaleuca procera,0.09816
Melaleuca psammophila,1.1172
Melaleuca pulchella,0.0996
Melaleuca pungens,0.1368
Melaleuca pustulata,0.0312
Melaleuca quadrifaria,0.35532
Melaleuca quinquenervia,0.22
Melaleuca radula,0.4
Melaleuca rhaphiophylla,0.21
Melaleuca rigidifolia,0.3396
Melaleuca ringens,0.1036
Melaleuca saligna,0.4
Melaleuca sapientes,0.2908
Melaleuca scabra,0.1476
Melaleuca scalena,0.11404
Melaleuca sciotostyla,0.0652
Melaleuca sclerophylla,0.09092
Melaleuca sculponeata,0.0428
Melaleuca seriata,0.304
Melaleuca serpentina,0.0236
Melaleuca sheathiana,0.1988
Melaleuca sieberi,0.36
Melaleuca similis,0.15028
Melaleuca societatis,0.0956
Melaleuca spathulata,0.1152
Melaleuca squamea,0.1448
Melaleuca squamophloia,0.0248
Melaleuca squarrosa,0.2194
Melaleuca stenostachya,0.13
Melaleuca stereophloia,0.03404
Melaleuca stramentosa,0.25
Melaleuca striata,1.2192
Melaleuca strobophylla,0.212
Melaleuca styphelioides,0.14
Melaleuca subalaris,0.4146667
Melaleuca suberosa,0.45264
Melaleuca subfalcata,0.09232
Melaleuca subtrigona,0.1584
Melaleuca sylvana,0.3468
Melaleuca systena,1.1104
Melaleuca tamariscina,0.1372
Melaleuca teuthidoides,0.10964
Melaleuca thapsina,0.042
Melaleuca thymifolia,0.036
Melaleuca thyoides,0.2588
Melaleuca torquata,0.07604
Melaleuca tortifolia,0.252
Melaleuca trichostachya,0.44
Melaleuca tuberculata,0.1548
Melaleuca tuberculata,0.17812
Melaleuca uncinata,0.19
Melaleuca undulata,0.66412
Melaleuca urceolaris,0.2412
Melaleuca villosisepala,0.12716
Melaleuca viminea,0.1632
Melaleuca viminea,0.17948
Melaleuca violacea,0.092
Melaleuca viridiflora,0.26
Melaleuca wilsonii,0.073
Melaleuca wonganensis,0.1892
Melaleuca zeteticorum,0.0438
Melanthera biflora,2.14
Melastoma affine,0.067
Melhania brachycarpa,2.7228
Melhania oblongifolia,3.74
Melhania ovata,3.476
Melia azedarach,412
Melia azedarach,390
Melicope elleryana,1.61
Melicope micrococca,2.89
Melicope vitiflora,17
Melicope xanthoxyloides,9.3072
Melochia corchorifolia,3.3253
Melodinus australis,65
Memecylon pauciflorum,131.724
Mentha australis,0.1428
Mentha diemenica,0.2356
Merremia hederacea,8.603
Merremia umbellata,44
Mesembryanthemum guerichianum,102.2634
Micrantheum demissum,5.5344
Micrantheum ericoides,2.7
Micrantheum hexandrum,3.2874
Micrantheum serpentinum,2.504
Microcachrys tetragona,22.0528
Microchloa indica,0.104
Micromelum minutum,22
Micromyrtus blakelyi,1.5852
Micromyrtus ciliata,285.71
Micromyrtus clavata,0.6264
Micromyrtus mucronulata,0.9988
Micromyrtus sessilis,0.5212
Micromyrtus uniovula,0.9088
Microseris lanceolata,2.08
Microstegium nudum,0.068
Milligania densiflora,0.2932
Milligania lindoniana,0.2447284
Milligania stylosa,0.3268
Mimulus gracilis,0.0067
Mimulus prostratus,0.0464
Mimulus repens,0.02596
Mimusops elengi,603
Minuria cunninghamii,0.5748
Minuria denticulata,0.03
Minuria integerrima,0.0503
Minuria leptophylla,0.366
Minuria multiseta,0.2508
Minuria tridens,0.1752
Mischocarpus exangulatus,431.96
Mischocarpus lachnocarpus,59
Mischocarpus stipitatus,21.9
Mitrasacme alsinoides,0.0112
Mitrasacme connata,0.02532
Mitrasacme laxiceps,0.0176
Mitrasacme oasena,0.0228
Mitrasacme pilosa,0.068
Mitrasacme pilosa,0.066
Mitrasacme polymorpha,0.03888
Mitrasacme scrithicola,0.0116
Mitreola petiolata,0.0078
Molineria capitulata,2.4
Mollugo cerviana,0.07408
Mollugo cerviana,0.016
Mollugo molluginea,0.358
Momordica balsamina,96.2
Momordica charantia,69
Monachather paradoxus,3.436
Monotoca billawinica,4.4308
Monotoca elliptica,17.69
Monotoca glauca,1.4792
Monotoca oreophila,1.002
Morinda jasminoides,7.9
Morinda umbellata,5.9768
Morus nigra,4.2
Muehlenbeckia adpressa,5.23
Muehlenbeckia axillaris,3.25
Muehlenbeckia coccoloboides,8.75528
Muehlenbeckia florulenta,1.7552
Muehlenbeckia gracillima,2.974
Muehlenbeckia gunnii,10.789
Muehlenbeckia horrida,1.9764
Muehlenbeckia rhyticarya,5.54968
Murraya paniculata,75.38
Musgravea heterophylla,22
Myoporum acuminatum,17.0092
Myoporum bateae,3.2028
Myoporum boninense,24.1396
Myoporum brevipes,8.6584
Myoporum floribundum,1.216
Myoporum insulare,28.97
Myoporum montanum,16.41
Myoporum parvifolium,13.6128
Myoporum petiolatum,36.2116
Myoporum platycarpum,4.3648
Myoporum turbinatum,3.086
Myoporum viscosum,16.87
Myosotis australis,0.2856
Myosotis exarrhena,0.6644
Myosurus australis,0.096
Myriocephalus appendiculatus,0.023
Myriocephalus guerinae,3.474
Myriocephalus pygmaeus,0.14896
Myriocephalus rhizocephalus,0.164
Myriocephalus rudallii,0.01824
Myriophyllum integrifolium,0.09
Myriophyllum porcatum,0.25712
Myriophyllum simulans,0.1112
Myriophyllum verrucosum,0.3085
Nauclea orientalis,0.3888
Neisosperma poweri,1000
Nematolepis frondosa,3.5196
Nematolepis squamea,1.016
Nematolepis wilsonii,1.66
Neofabricia myrtifolia,0.6828
Neolamarckia cadamba,40
Neolitsea dealbata,146
Neosepicaea jucunda,20
Neptunia dimorphantha,12.417
Neptunia gracilis,10.5596
Neptunia major,18.834
Neptunia monosperma,19.8744
Nertera granadensis,2.2545
Nertera granadensis,1.32
Nesaea muelleri,0.01492
Neurachne alopecuroides,2.133
Neurachne munroi,0.8584
Neurachne tenuifolia,1.4096
Newcastelia cephalantha,4.155
Newcastelia cladotricha,4.1568
Newcastelia interrupta,1.374
Nicotiana benthamiana,0.0512
Nicotiana goodspeedii,0.0916
Nicotiana gossei,0.0784
Nicotiana maritima,0.166
Nicotiana megalosiphon,0.0828
Nicotiana megalosiphon,0.54
Nicotiana monoschizocarpa,0.036
Nicotiana occidentalis,0.089
Nicotiana occidentalis,0.092
Nicotiana rosulata,0.17052
Nicotiana rosulata,0.1096
Nicotiana simulans,0.1032
Nicotiana suaveolens,0.1482234
Nicotiana truncata,0.0628
Nicotiana umbratica,0.02
Nicotiana velutina,0.103
Niemeyera prunifera,8800
Nitraria billardierei,77.992
Notelaea ligustrina,44.8728
Notelaea microcarpa,43.5224
Notelaea venosa,117.3109
Nothofagus cunninghamii,9.92
Nothofagus gunnii,3.2927
Nuytsia floribunda,80.83
Nyssanthes diffusa,0.72
Odixia achlaena,0.1284
Odixia angusta,1.5716
Olax stricta,44.5507289
Oldenlandia argillacea,0.0328
Oldenlandia biflora,0.072
Oldenlandia galioides,0.0066
Oldenlandia mitrasacmoides,0.0616
Oldenlandia pterospora,0.2744
Olea paniculata,98
Olearia adenolasia,0.414
Olearia adenophora,0.5456
Olearia algida,0.419
Olearia alpicola,0.9408
Olearia arckaringensis,0.288
Olearia argophylla,0.4496
Olearia arida,1.32772
Olearia asterotricha,0.6928
Olearia astroloba,0.4104
Olearia axillaris,0.4404
Olearia brevipedunculata,0.6976
Olearia ciliata,0.2568
Olearia cordata,0.6716
Olearia decurrens,0.334
Olearia elliptica,0.2298246
Olearia elliptica,0.93
Olearia ericoides,0.1964
Olearia erubescens,0.865
Olearia exiguifolia,0.2432
Olearia ferresii,1.264
Olearia flocktoniae,0.336
Olearia floribunda,0.3228
Olearia frostii,0.8632
Olearia glandulosa,0.2332
Olearia glutinosa,0.344
Olearia grandiflora,7.0136
Olearia hookeri,0.7574
Olearia iodochroa,0.49
Olearia lanuginosa,0.236
Olearia lirata,0.321
Olearia magniflora,1.84056
Olearia megalophylla,0.973
Olearia microphylla,0.1636
Olearia minor,0.5502
Olearia muelleri,0.9158
Olearia myrsinoides,1.905
Olearia nernstii,0.57
Olearia obcordata,0.992
Olearia oppositifolia,0.69
Olearia pannosa,5.229
Olearia passerinoides,0.3064
Olearia paucidentata,0.71348
Olearia phlogopappa,1.117
Olearia phlogopappa,0.4118
Olearia phlogopappa,0.276
Olearia picridifolia,0.3432
Olearia pimeleoides,0.7776
Olearia pimeleoides,0.6488
Olearia pinifolia,0.455
Olearia ramulosa,0.23
Olearia ramulosa,0.1772
Olearia rosmarinifolia,0.618
Olearia rudis,0.537
Olearia rugosa,0.6608
Olearia speciosa,1.388
Olearia stellulata,0.3908
Olearia stuartii,0.5096
Olearia subspicata,1.3656
Olearia suffruticosa,0.1888
Olearia tasmanica,1.2416667
Olearia tenuifolia,0.2616
Olearia teretifolia,0.1496
Olearia tomentosa,1.0012
Olearia tubuliflora,0.1112
Olearia viscidula,0.32
Olearia viscosa,0.9309
Omphalea queenslandiae,16000
Omphalolappula concava,1.4754
Opercularia hispida,0.7068
Opercularia hispidula,0.4728
Opercularia ovata,1.1684
Opercularia scabrida,0.1364
Opercularia turpis,0.6228
Opercularia vaginata,0.461
Opercularia varia,0.3388
Operculina aequisepala,207.9
Ophiorrhiza australiana,0.0228
Opilia amentacea,299.6144
Opisthiolepis heterophylla,180
Oplismenus aemulus,0.8944
Oplismenus burmannii,0.418
Oplismenus compositus,1.0064
Oplismenus hirtellus,1.288
Oplismenus undulatifolius,1.7204
Oraniopsis appendiculata,1800
Oreomyrrhis argentea,2.03
Oreomyrrhis brevipes,3.2984
Oreomyrrhis ciliata,1.93
Oreomyrrhis eriopoda,2.45
Oreomyrrhis pulvinifica,0.8464
Oreomyrrhis sessiliflora,0.8612
Orites acicularis,5.3996
Orites diversifolius,8.598
Orites revolutus,6.062
Orobanche cernua,0.00785
Orobanche cernua,0.0072
Orthrosanthus laxus,3.92
Orthrosanthus muelleri,0.6288
Orthrosanthus multiflorus,0.7516
Oryza australiensis,14.62508
Oryza meridionalis,1.53
Osbeckia australiana,0.056
Osteocarpum dipterocarpum,1.7078
Osteocarpum pentapterum,2.59996
Ostrearia australiana,100
Ottelia ovalifolia,0.2296
Owenia acidula,3609.84
Owenia venosa,4400.12
Owenia vernicosa,5705.98063
Oxalis perennans,0.1824
Oxychloris scariosa,0.6896
Ozothamnus adnatus,0.0995
Ozothamnus alpinus,0.2876
Ozothamnus antennaria,0.197
Ozothamnus argophyllus,0.124
Ozothamnus costatifructus,0.2396
Ozothamnus cuneifolius,0.189
Ozothamnus cupressoides,0.1714
Ozothamnus diosmifolius,0.113
Ozothamnus diotophyllus,0.0772
Ozothamnus ericifolius,0.19
Ozothamnus ferrugineus,0.0908
Ozothamnus hookeri,0.112
Ozothamnus lepidophyllus,0.1516
Ozothamnus obcordatus,0.1465
Ozothamnus obcordatus,0.0876
Ozothamnus reflexifolius,1.761
Ozothamnus retusus,0.169
Ozothamnus rogersianus,0.1852
Ozothamnus rosmarinifolius,0.7788
Ozothamnus scaber,0.082
Ozothamnus scutellifolius,0.0436
Ozothamnus secundiflorus,0.145
Ozothamnus stirlingii,0.2572
Ozothamnus thyrsoideus,0.153
Ozothamnus turbinatus,0.64304
Ozothamnus whitei,0.1252
Pandanus cookii,49180.16
Pandanus monticola,17
Pandorea jasminoides,9.3448
Pandorea pandorana,3.8
Panicum buncei,0.3984
Panicum decompositum,0.6492
Panicum decompositum,0.582
Panicum effusum,0.59
Panicum effusum,0.551
Panicum mindanaense,0.28148
Panicum mitchellii,0.5436
Panicum pygmaeum,0.2812
Panicum simile,0.9172
Panicum trachyrhachis,1.0336
Panicum trichoides,0.1152
Paractaenum refractum,2.2812
Paraneurachne muelleri,2.6992
Pararchidendron pruinosum,56
Paraserianthes lophantha,94.28
Paraserianthes lophantha,64.9
Parietaria cardiostegia,0.2272
Parietaria debilis,0.2436
Parinari nonda,3019.68
Parsonsia brisbanensis,7.3412
Parsonsia brownii,7.4616
Parsonsia howeana,12.3068
Parsonsia lanceolata,4.5272
Parsonsia latifolia,22
Parsonsia rotata,5.39
Parsonsia straminea,8.4
Parsonsia velutina,8.5764
Paspalidium basicladum,1.134
Paspalidium caespitosum,0.5348
Paspalidium clementii,0.867
Paspalidium constrictum,1.413
Paspalidium distans,0.6
Paspalidium gausum,0.985
Paspalidium jubiflorum,0.998
Paspalidium reflexum,0.6068
Paspalum scrobiculatum,2.4
Paspalum vaginatum,0.6304
Passiflora cinnabarina,4.9376
Passiflora herbertiana,2.7631
Patersonia fragilis,2.5132
Patersonia glabrata,2.048
Patersonia lanata,2.35
Patersonia maxwellii,5.4136
Patersonia occidentalis,2.6
Patersonia sericea,1.1
Pavetta australiensis,219
Pelargonium australe,1.08
Pelargonium helmsii,1.05
Pelargonium inodorum,0.49
Peltophorum pterocarpum,55.4
Pentachondra ericifolia,1.28
Pentachondra involucrata,1.0312
Pentachondra pumila,0.9
Pentapogon quadrifidus,0.80712
Peperomia bellendenkerensis,0.1676
Peperomia enervis,0.25
Peperomia tetraphylla,0.2134
Peplidium aithocheilum,0.1044
Peplidium foecundum,0.0757
Peplidium maritimum,0.014
Pericalymma ellipticum,0.2644
Peripentadenia mearsii,780
Perotis rara,0.272
Persicaria barbata,0.6248
Persicaria decipiens,1.2468
Persicaria lapathifolia,1.52
Persicaria praetermissa,3.0368
Persicaria subsessilis,3.474
Persoonia arborea,192.9636
Persoonia bargoensis,90.228
Persoonia cornifolia,250.9284
Persoonia elliptica,285.1638
Persoonia falcata,384.6252
Persoonia gunnii,106.585
Persoonia gunnii,176.8068
Persoonia juniperina,86.2824324
Persoonia lanceolata,118.22
Persoonia levis,199.91
Persoonia linearis,109.16
Persoonia longifolia,189.16
Persoonia marginata,68.5829932
Persoonia mollis,129.0576
Persoonia myrtilloides,112.8748
Persoonia nutans,92.4
Persoonia pauciflora,104.6876
Persoonia pinifolia,147.92
Persoonia rufa,94.9717514
Persoonia stradbrokensis,278.92
Persoonia subvelutina,192.93472
Persoonia virgata,15.1627
Petalostigma banksii,23.528
Petalostigma pachyphyllum,37.6692
Petalostigma pubescens,29.9
Petalostigma quadriloculare,21.3104
Petalostigma triloculare,19.0528
Petalostylis cassioides,19.34
Petalostylis labicheoides,13.509
Petrophile brevifolia,6.4568
Petrophile canescens,3.4
Petrophile clavata,10.315493
Petrophile cyathiforma,9.9672
Petrophile divaricata,3.09
Petrophile diversifolia,3.3635
Petrophile drummondii,11
Petrophile filifolia,4.8164
Petrophile heterophylla,3.1158458
Petrophile latericola,2.0211
Petrophile macrostachya,5.42
Petrophile multisecta,6.0228
Petrophile pedunculata,2.796
Petrophile pulchella,4.96
Petrophile semifurcata,13.7868
Petrophile seminuda,6.4728
Petrophile serruriae,4.0692
Petrophile sessilis,3.5936
Petrophile shirleyae,3.3232
Petrophile shuttleworthiana,5.5564
Petrophile striata,3.502847
Petrophile teretifolia,7.25624
Phaleria clerodendron,3349
Phaleria octandra,90.9
Phebalium bifidum,3.5288
Phebalium daviesii,1.5229
Phebalium glandulosum,1.7736
Phebalium lowanense,1.362
Phebalium nottii,3.216
Phebalium obcordatum,2.4008
Phebalium ovatifolium,2.86
Phebalium squamulosum,1.6364
Phebalium squamulosum,1.143
Phebalium squamulosum,2.8976
Phebalium stenophyllum,2.9588235
Phebalium tuberculosum,0.9748
Philotheca angustifolia,2.0588
Philotheca buxifolia,8.3632
Philotheca ciliata,3.94
Philotheca ericifolia,1.69
Philotheca freyciana,5.0536
Philotheca hispidula,10.324
Philotheca myoporoides,8.0184
Philotheca papillata,7.9890909
Philotheca pungens,1.85168
Philotheca reichenbachii,6.1526667
Philotheca salsolifolia,7.816
Philotheca scabra,10.1948
Philotheca trachyphylla,4.4928
Philotheca verrucosa,6.4556
Philotheca wonganensis,2.166
Philydrum lanuginosum,0.04056
Phlegmatospermum cochlearinum,1.554
Phragmites australis,104.45
Phyllanthus calycinus,3.39
Phyllanthus erwinii,0.64
Phyllanthus fuernrohrii,1.67
Phyllanthus gunnii,1.7532
Phyllanthus lacunellus,0.565
Phyllanthus maderaspatensis,0.48
Phyllanthus maderaspatensis,0.649
Phyllanthus saxosus,2.1502
Phyllanthus striaticaulis,1.4368
Phyllocladus aspleniifolius,2.9892
Picris angustifolia,0.8032
Picris angustifolia,1.5972
Picris angustifolia,0.1804
Picris eichleri,0.782
Pileanthus filifolius,11.44564
Pileanthus limacis,12.3892
Pilidiostigma rhytispermum,51.5
Pilidiostigma tropicum,144
Pimelea ammocharis,6.9532
Pimelea argentea,1.288
Pimelea axiflora,2.5132
Pimelea bracteata,2.7645161
Pimelea ciliata,3.8996
Pimelea cracens,4.6184
Pimelea decora,4.3208
Pimelea drupacea,9.8824
Pimelea elongata,1.5176
Pimelea erecta,1.862
Pimelea ferruginea,3.32
Pimelea flava,1.7387755
Pimelea glauca,3.19
Pimelea halophila,0.7452
Pimelea hewardiana,1.5536
Pimelea humilis,2.77864
Pimelea lanata,3.8792
Pimelea latifolia,4.15
Pimelea latifolia,3.1736
Pimelea ligustrina,2.467
Pimelea ligustrina,3.936
Pimelea linifolia,2.34
Pimelea linifolia,2.88
Pimelea macrostegia,5.3256
Pimelea microcephala,7.9784
Pimelea octophylla,4.3212
Pimelea pagophila,5.225
Pimelea pauciflora,5.79
Pimelea physodes,9.9445946
Pimelea simplex,0.9828
Pimelea spectabilis,8.2076
Pimelea spicata,1.7070866
Pimelea spinescens,2.852
Pimelea spinescens,3.6172
Pimelea stricta,3.5944
Pimelea subvillifera,0.8492
Pimelea trichostachya,1.524
Pimelea williamsonii,0.5436
Piper caninum,21.0632
Piper mestonii,1.3468
Pipturus argenteus,0.474
Pisonia aculeata,46.54
Pisonia grandis,27.63
Pisonia umbellifera,210
Pittosporum angustifolium,14.893
Pittosporum bicolor,5.668
Pittosporum ferrugineum,11.9
Pittosporum moluccanum,19.8904
Pittosporum multiflorum,11.0708
Pittosporum revolutum,19.27
Pittosporum spinescens,12.678
Pittosporum undulatum,8.35
Pittosporum venulosum,23.29
Pityrodia angustisepala,14.0167286
Pityrodia cuneata,2.8384
Pityrodia gilruthiana,6.5335616
Pityrodia lanuginosa,27.6692
Pityrodia loxocarpa,2.4008
Pityrodia oldfieldii,4.8264
Pityrodia paniculata,4.5856
Pityrodia terminalis,7.249
Placospermum coriaceum,23.89
Plagiobothrys plurisepaleus,0.4408
Planchonella australis,957.688
Plantago alpestris,0.35
Plantago bellidioides,0.3576
Plantago cunninghamii,0.7097
Plantago debilis,0.28
Plantago drummondii,0.8701
Plantago euryphylla,0.3396
Plantago gaudichaudii,2.18
Plantago paradoxa,0.2764
Plantago tasmanica,0.2624
Plantago tasmanica,0.2452
Plantago triantha,0.3824
Plantago turrifera,0.3708
Plantago varia,1.03
Plectranthus argentatus,0.1589
Plectranthus blakei,0.3
Plectranthus diversus,0.1332
Plectranthus foetidus,0.1996
Plectranthus graniticola,0.1808
Plectranthus gratus,0.1912
Plectranthus graveolens,0.1692
Plectranthus intraterraneus,0.3062
Plectranthus mirus,0.08404
Plectranthus parviflorus,0.31
Plectranthus scutellarioides,0.2812
Pluchea dentex,0.039
Pluchea dioscoridis,0.223
Pluchea dunlopii,0.065
Pluchea rubelliflora,0.4612
Poa amplexicaulis,0.2224
Poa clelandii,0.3048
Poa clivicola,0.39
Poa costiniana,0.412
Poa drummondiana,0.1008
Poa ensiformis,0.3064
Poa fawcettiae,0.3
Poa gunnii,0.3784
Poa halmaturina,0.252
Poa helmsii,0.44872
Poa hiemata,0.356
Poa hothamensis,0.392
Poa labillardierei,0.4
Poa labillardierei,0.3244
Poa lowanensis,0.3868
Poa meionectes,0.412
Poa orba,0.3612
Poa orthoclada,0.4004
Poa petrophila,0.3436
Poa phillipsiana,0.4161
Poa physoclina,0.16
Poa poiformis,0.284
Poa rodwayi,0.3096
Poa sallacustris,0.2928
Poa sieberiana,0.1184
Poa sieberiana,0.274
Poa tenera,0.334
Podocarpus elatus,1465
Podolepis arachnoidea,0.4036
Podolepis canescens,1.1
Podolepis capillaris,0.0985507
Podolepis gracilis,0.3256
Podolepis jaceoides,1.26
Podolepis kendallii,1.248
Podolepis lessonii,0.0476
Podolepis longipedata,0.80708
Podolepis monticola,0.5356
Podolepis neglecta,0.846
Podolepis robusta,0.628
Podolepis rugata,0.77
Podolepis tepperi,0.03888
Podotheca angustifolia,0.44
Podotheca gnaphalioides,0.7
Podotheca pritzelii,0.21796
Podotheca uniseta,0.1632
Pogonatherum crinitum,0.084
Pollia crispata,0.8428
Pollia macrophylla,0.536
Polyalthia nitidissima,147
Polycalymma stuartii,1.104
Polycarpaea breviflora,0.03864
Polycarpaea corymbosa,0.0276
Polycarpaea corymbosa,0.035
Polycarpaea holtzei,0.1352
Polycarpaea incana,0.0204
Polycarpaea involucrata,0.0296
Polycarpaea longiflora,0.0984
Polycarpaea multicaulis,0.0724
Polycarpaea spirostylis,0.02
Polycarpaea staminodina,0.0248
Polygala difficilis,1.4613466
Polygala glaucifolia,3.2116
Polygala isingii,1.94
Polygala longifolia,0.6948
Polygonum plebeium,0.505
Polyosma alangiacea,7.98
Polypogon tenellus,0.2488
Polyscias australiana,8
Polyscias elegans,6.6
Polyscias mollis,1.5
Polyscias murrayi,2.8
Polyscias purpurea,2.4
Pomaderris adnata,0.5896
Pomaderris andromedifolia,1.686
Pomaderris andromedifolia,1.1976
Pomaderris andromedifolia,1.8
Pomaderris apetala,0.69
Pomaderris apetala,0.864
Pomaderris argyrophylla,0.8478
Pomaderris aspera,0.779
Pomaderris aurea,0.7908
Pomaderris bodalla,0.634
Pomaderris briagolensis,0.5516
Pomaderris brunnea,0.6252
Pomaderris canescens,0.9976
Pomaderris cocoparrana,1.0992
Pomaderris costata,0.8717
Pomaderris delicata,1
Pomaderris discolor,0.8712
Pomaderris elachophylla,0.712
Pomaderris elliptica,1.2109
Pomaderris elliptica,1.035
Pomaderris ferruginea,1.07
Pomaderris forrestiana,0.7748
Pomaderris grandis,0.8872
Pomaderris halmaturina,0.9324
Pomaderris helianthemifolia,1.0616
Pomaderris helianthemifolia,0.4948
Pomaderris intermedia,1.4468
Pomaderris lanigera,1.2979
Pomaderris ledifolia,1.3784
Pomaderris ligustrina,0.4812
Pomaderris mediora,0.51
Pomaderris myrtilloides,0.9996
Pomaderris obcordata,1.8728
Pomaderris oraria,0.4724
Pomaderris oraria,0.9304
Pomaderris phylicifolia,1.062
Pomaderris phylicifolia,0.7128
Pomaderris phylicifolia,0.74
Pomaderris pilifera,1.4204
Pomaderris pilifera,0.792
Pomaderris pilifera,1.14
Pomaderris precaria,1.7181818
Pomaderris prunifolia,0.7516
Pomaderris queenslandica,1.4284
Pomaderris racemosa,0.86
Pomaderris reperta,0.9332
Pomaderris subcapitata,1.0132
Pomaderris subplicata,0.7328
Pomaderris vacciniifolia,0.6272
Pomaderris vellea,0.711
Pomaderris velutina,0.7168
Pomax umbellata,1.507
Poranthera corymbosa,0.499
Poranthera huegelii,0.2016
Poranthera leiosperma,0.0908
Poranthera microphylla,0.35
Poranthera oreophila,0.262
Poranthera triandra,0.0519
Portulaca bicolor,0.09608
Portulaca decipiens,0.2
Portulaca digyna,0.3524
Portulaca filifolia,0.151
Portulaca oleracea,0.1
Portulaca oleracea,0.1292
Portulaca oleracea,0.1364
Portulaca oligosperma,0.1808
Potamogeton ochreatus,5.524
Potamogeton pectinatus,6.28
Potamogeton perfoliatus,3.8328
Potamogeton tricarinatus,1.9424
Pothos longipes,109
Premna serratifolia,12.4942
Prostanthera ammophila,1.1428
Prostanthera arapilensis,1.3
Prostanthera behriana,2.0184
Prostanthera centralis,1.4224
Prostanthera cryptandroides,1.7024
Prostanthera cuneata,1.4016
Prostanthera denticulata,0.725
Prostanthera eurybioides,1.21864
Prostanthera galbraithiae,0.9252
Prostanthera howelliae,0.9356
Prostanthera incisa,0.5556
Prostanthera lasianthos,1.18
Prostanthera melissifolia,2.136
Prostanthera nivea,1.336
Prostanthera nivea,4.212
Prostanthera ovalifolia,0.79728
Prostanthera rhombea,0.7788
Prostanthera rotundifolia,1.4946
Prostanthera saxicola,0.596
Prostanthera sericea,3.4296
Prostanthera spinosa,1.131
Prostanthera staurophylla,0.594
Prostanthera striatiflora,2.413
Prostanthera teretifolia,2.9929293
Prostanthera verticillaris,1.3076
Prunus turneriana,2852
Pseudanthus micranthus,9.0284
Psychotria daphnoides,18.4134
Psychotria loniceroides,8.1472
Psychotria poliostemma,19.912
Psychrophila introloba,0.8792
Pternandra coerulescens,0.085
Pterocaulon serrulatum,0.0444
Pterocaulon sphacelatum,0.04
Pterochaeta paniculata,0.1996
Pterostylis planulata,0.0014211
Ptilotus aervoides,0.4124
Ptilotus astrolasius,0.90796
Ptilotus axillaris,3.5628
Ptilotus calostachyus,0.494
Ptilotus chortophytus,0.43
Ptilotus clementii,11.75
Ptilotus conicus,0.3896
Ptilotus corymbosus,0.2724
Ptilotus decipiens,0.3544
Ptilotus erubescens,1.9708
Ptilotus fasciculatus,1.869
Ptilotus fusiformis,1.0336
Ptilotus fusiformis,1.5392
Ptilotus gaudichaudii,3.2796
Ptilotus gomphrenoides,0.4296
Ptilotus grandiflorus,0.31336
Ptilotus halophilus,0.942
Ptilotus helipteroides,1.625
Ptilotus incanus,2.6328
Ptilotus latifolius,1.49876
Ptilotus macrocephalus,6.266
Ptilotus marduguru,4.0336
Ptilotus murrayi,0.6784
Ptilotus murrayi,0.214
Ptilotus nobilis,6.5556
Ptilotus obovatus,3.394
Ptilotus obovatus,0.7292
Ptilotus parvifolius,8.0744
Ptilotus polystachyus,3.416
Ptilotus polystachyus,2.297
Ptilotus pseudohelipteroides,1.2772
Ptilotus remotiflorus,1.2728
Ptilotus rotundifolius,4.1284
Ptilotus schwartzii,0.7836
Ptilotus seminudus,1.7964
Ptilotus spathulatus,3.8632
Ptilotus spicatus,0.3712
Ptilotus villosiflorus,0.6096
Ptychosperma elegans,150.6
Ptychosperma macarthurii,324
Puccinellia perlaxa,0.3176
Puccinellia stricta,0.3244
Pullea stutzeri,6
Pycnosorus chrysanthus,0.2864
Pycnosorus globosus,0.3502
Pycnosorus pleiocephalus,0.9988
Pycreus flavidus,0.129
Queenslandiella hyalina,0.3516
Quintinia sieberi,0.0304
Quintinia verdonii,0.0272
Radyera farragei,6.807
Ranunculus acaulis,1.0716
Ranunculus amphitrichus,1.29
Ranunculus anemoneus,2.955
Ranunculus decurvus,0.706
Ranunculus diminutus,0.9808
Ranunculus eichlerianus,4.3176
Ranunculus flammula,0.598
Ranunculus flammula,0.48
Ranunculus graniticola,1.7748
