family,taxa,spauth,infraspecauth,planttype,maxdsm,phopath,refdesc,refshort
BATACEAE,Batis argillicola,P.Royen,,hyhal,,C3,"Bond, P. and Goldblatt, P. 1984. Plants of the Cape flora: A descriptive catalogue. Journal of South African Botany Supplement, 13:455.","(Bond & Goldblatt, 1984)"
BATACEAE,Batis argillicola,P.Royen,,hyhal,,C3,"Van Steenis, C.G.J. 1962. The distribution of mangrove plant genera and its significance for paleogeography. Koninkligke Nerderlandse Akademie van Wetenschappen, 65:164-169.","(Van Steenis, 1962)"
BIGNONIACEAE,Dolichandrone spathacea,(L.f.) Baill. ex Schum.,,hyhal,SW,,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
BIGNONIACEAE,Dolichandrone spathacea,(L.f.) Baill. ex Schum.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
BIGNONIACEAE,Dolichandrone spathacea,(L.f.) Baill. ex Schum.,,hyhal,SW,,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
BIGNONIACEAE,Dolichandrone spathacea,(L.f.) Baill. ex Schum.,,hyhal,SW,,"Van Steenis, C.G.J. 1962. The distribution of mangrove plant genera and its significance for paleogeography. Koninkligke Nerderlandse Akademie van Wetenschappen, 65:164-169.","(Van Steenis, 1962)"
BORAGINACEAE,Heliotropium curassavicum,L.,,weedy,,C4,"Baro, D. and Medrano, F.G. 1985. Halophytic flora and vegetation of Tamaulipas, Mexico.","(Baro & Medrano, 1985)"
BORAGINACEAE,Heliotropium curassavicum,L.,,weedy,,C4,"Farquhar, G.D., Ball, M.C., Von Caemmerer, S. and Roksandic Z. 1982. Effect of salinity and humidity on d13C value of halophytes - evidence for diffusional isotope fractionation determined by the ratio of intercellular atmospheric partial pressure of CO2 ","(Farquhar et al., 1982)"
BORAGINACEAE,Heliotropium curassavicum,L.,,weedy,,C4,"Ragonese, A.E. and Covas, G. 1947. La flora halofile del sur de la provincia de Santa Fe. Darwiniana, 7:401-495.","(Ragonese & Covas, 1947)"
BORAGINACEAE,Heliotropium ovalifolium,Forssk.,,xeroh,,C4,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CALOPHYLLACEAE,Calophyllum inophyllum,L.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
CALOPHYLLACEAE,Calophyllum inophyllum,L.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CARYOPHYLLACEAE,Sagina maritima,G.Don,,psamm,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CASUARINACEAE,Casuarina cristata,Miq.,,psamm,,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
CASUARINACEAE,Casuarina cristata,Miq.,,psamm,,C3,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
CASUARINACEAE,Casuarina cristata,Miq.,,psamm,,C3,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
CASUARINACEAE,Casuarina cunninghamiana,Miq.,,psamm,,C3,,
CASUARINACEAE,Casuarina equisetifolia,L.,,psamm,,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CASUARINACEAE,Casuarina equisetifolia,L.,,psamm,,C3,"Midgley, S.J, Turnbull, J.W. and Hartney, V.J. 1986. Fuel - wood species for salt affected sites. Reclamation and Revegetation Research, 5:285-303.","(Midgley et al., 1986)"
CASUARINACEAE,Casuarina glauca,Sieber ex Spreng.,,psamm,56,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
CASUARINACEAE,Casuarina glauca,Sieber ex Spreng.,,psamm,56,C3,"Hallsworth, E.G. 1981. The use of saline groundwater in arid areas. Experimental Agriculture, 17:145-147.","(Hallsworth, 1981)"
CASUARINACEAE,Casuarina glauca,Sieber ex Spreng.,,psamm,56,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CASUARINACEAE,Casuarina obesa,Miq.,,psamm,,C3,"Malcolm, C.V. 1985. personal communication.","(Malcolm, 1985)"
COMBRETACEAE,Lumnitzera littorea,(Jack) Voigt,,hyhal,SW,C3,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
COMBRETACEAE,Lumnitzera littorea,(Jack) Voigt,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
COMBRETACEAE,Lumnitzera littorea,(Jack) Voigt,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
COMBRETACEAE,Lumnitzera racemosa,Willd.,,hyhal,SW,C3,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
COMBRETACEAE,Lumnitzera racemosa,Willd.,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
COMBRETACEAE,Lumnitzera racemosa,Willd.,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
COMBRETACEAE,Terminalia catappa,L.,,hyhal,,C3?,"Aronson, J.A., Unpublished data (1981-1988).","(Aronson, unpublished data (1981-1988))"
COMBRETACEAE,Terminalia catappa,L.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
COMPOSITAE,Flaveria trinervia,(Spreng.) C.Mohr,,weedy,,C4,"Powell, A.M. 1978. Systematics of Flaveria (Flaveriiae - Asteraceae). Annals of the Missouri Botanical Garden, 65:590-636.","(Powell, 1978)"
COMPOSITAE,Minuria cunninghamii,(DC.) Benth.,,xero,,,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
COMPOSITAE,Olearia axillaris,(DC.) F.Muell. ex Benth.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
CONVOLVULACEAE,Calystegia sepium,(L.) R.Br.,,psamm,,C3?,"Barbour, M.G. and Dejong, T.M. 1977. Response of West Coast beach taxa - salt spray, seawater inundation and soil salinity. Bulletin Torrey Botanical Club, 104:29-34.","(Barbour & Dejong, 1977)"
CONVOLVULACEAE,Evolvulus alsinoides,(L.) L.,,hyhal,,C3?,"Baro, D. and Medrano, F.G. 1985. Halophytic flora and vegetation of Tamaulipas, Mexico.","(Baro & Medrano, 1985)"
CONVOLVULACEAE,Ipomoea pes-caprae,(L.) R.Br.,,psamm,,C3?,"St. John H. 1970. Classification and distribution of the Ipomoea pescaprae group (Convolvulaceae).. Botanische jahrbuecher fuer Systematik, Pflanzengeschichte und Pflanzengeographie, 89:563-583.","(St. John, 1970)"
CUPRESSACEAE,Callitris rhomboidea,R.Br. ex Rich. & A.Rich.,,psamm,,C3?,"Menninger, E.A. 1964. Seaside plants of the world. Hearthside, New York.","(Menninger, 1964)"
CYMODOCEACEAE,Amphibolis antarctica,(Labill.) Asch.,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Amphibolis griffithii,(J.M.Black) Hartog,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Cymodocea angustata,Ostenf.,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Cymodocea rotundata,Ehrenb. & Hemprich,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Cymodocea rotundata,Ehrenb. & Hemprich,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Cymodocea serrulata,(R.Br.) Asch & Magnus,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Cymodocea serrulata,(R.Br.) Asch & Magnus,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Halodule pinifolia,(Miki) Hartog,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Halodule uninervis,(Forssk.) Asch.,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Halodule uninervis,(Forssk.) Asch.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Ruppia maritima,L.,,hyhal,SW,C3?,"Mason, H.C. 1957. A flora of the marshes of California. Berkeley: University of California.","(Mason, 1957)"
CYMODOCEACEAE,Ruppia maritima,L.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Syringodium isoetifolium,(Asch.) Dandy,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Syringodium isoetifolium,(Asch.) Dandy,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Thalassodendron ciliatum,(Forrsk.) Hartog,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYMODOCEACEAE,Thalassodendron ciliatum,(Forrsk.) Hartog,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
CYMODOCEACEAE,Thalassodendron pachyrhizum,Hartog,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
CYPERACEAE,Carex divisa,Huds.,,hyhal,,,Corre JJ. 1985. unpublished data. (ed. J.Aronson).,"(Corre, 1985)"
CYPERACEAE,Carex divisa,Huds.,,hyhal,,,"Feinbrun, N. 1986. Flora Palaestina. Part IV. Jerusalem. Israel Academy of Sciences.","(Feinbrun, 1986)"
CYPERACEAE,Carex divisa,Huds.,,hyhal,,,"Shishkin, B.K. (Ed.) 1936. Flora of the U:S.S.R Vol. 6, Centrospermae. Moscow and Leningrad: Izdatel'stvo Akademii Nauk SSR (Translated from Russian by N. Landau and reissued in 1970. Israel Program for Scientific Translation, Jerusalem.).","(Shishkin, 1936)"
CYPERACEAE,Cyperus laevigatus,L.,,hyhal,,C4?,"Feinbrun, N. 1986. Flora Palaestina. Part IV. Jerusalem. Israel Academy of Sciences.","(Feinbrun, 1986)"
CYPERACEAE,Cyperus laevigatus,L.,,hyhal,,C4?,"Ragonese, A.E. and Covas, G. 1947. La flora halofile del sur de la provincia de Santa Fe. Darwiniana, 7:401-495.","(Ragonese & Covas, 1947)"
CYPERACEAE,Cyperus malaccensis,Lam.,,hyhal,,C4,"Kartawinata, K., Adisumar, S., Soemodihardjo, S.I. and Tantra, G.M. 1979. Status pengetahuan hutan bakau Indonesia. (The state of knowledge the Indonesian Mangrove forest). In Proceedings of the Seminar on the Mangrove Ecosystem, 26:21-39.","(Kartawinata et al., 1979)"
CYPERACEAE,Cyperus malaccensis,Lam.,,hyhal,,C4,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
CYPERACEAE,Cyperus odoratus,L.,,hyhal,,C4,"Bender, M.M. 1971. Variations in the 13C/12C ratios of plants in relation - the pathway of photosynthetic carbon dioxide fixation. Phytochemistry, 10:1239-1244","(Bender, 1971)"
CYPERACEAE,Cyperus odoratus,L.,,hyhal,,C4,"Raghavendra, A.S. and Das, V.S.R. 1978. The occurrence of C4 pho-synthesis: A supplementary list of C4 plants reported during late 1974 - mid 1977. Photosynthetica, 12:200-208.","(Raghavendra & Das, 1978)"
CYPERACEAE,Cyperus vaginatus,R.Br.,,hyhal,,C4?,,
CYPERACEAE,Fimbristylis ferruginea,(L.) Vahl,,hyhal,,,"Kartawinata, K., Adisumar, S., Soemodihardjo, S.I. and Tantra, G.M. 1979. Status pengetahuan hutan bakau Indonesia. (The state of knowledge the Indonesian Mangrove forest). In Proceedings of the Seminar on the Mangrove Ecosystem, 26:21-39.","(Kartawinata et al., 1979)"
CYPERACEAE,Lepidosperma gladiatum,Labill.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
CYPERACEAE,Schoenoplectus tabernaemontani,(C.C.Gmel.) Palla,,hyhal,,,"Martin, W.K. 1969. The concise British flora in colour. Book Club Associates, London.","(Martin, 1969)"
CYPERACEAE,Schoenoplectus tabernaemontani,(C.C.Gmel.) Palla,,hyhal,,,"Shishkin, B.K. (Ed.) 1936. Flora of the U:S.S.R Vol. 6, Centrospermae. Moscow and Leningrad: Izdatel'stvo Akademii Nauk SSR (Translated from Russian by N. Landau and reissued in 1970. Israel Program for Scientific Translation, Jerusalem.).","(Shishkin, 1936)"
DILLENIACEAE,Hibbertia cuneiformis,(Labill.) Gilg.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
ERICACEAE,Leucopogon parviflorus,(Andr.) Lindl.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
EUPHORBIACEAE,Euphorbia atoto,G.Forst.,,psamm,,C4,"Raghavendra, A.S. and Das, V.S.R. 1978. The occurrence of C4 pho-synthesis: A supplementary list of C4 plants reported during late 1974 - mid 1977. Photosynthetica, 12:200-208.","(Raghavendra & Das, 1978)"
EUPHORBIACEAE,Euphorbia atoto,G.Forst.,,psamm,,C4,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
EUPHORBIACEAE,Euphorbia myrtoides,Boiss.,,psamm,,C4?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
EUPHORBIACEAE,Excoecaria agallocha,L.,,hyhal,SW,C3,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
EUPHORBIACEAE,Excoecaria agallocha,L.,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
EUPHORBIACEAE,Excoecaria agallocha,L.,,hyhal,SW,C3,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
EUPHORBIACEAE,Excoecaria agallocha,L.,,hyhal,SW,C3,"Van Steenis, C.G.J. 1962. The distribution of mangrove plant genera and its significance for paleogeography. Koninkligke Nerderlandse Akademie van Wetenschappen, 65:164-169.","(Van Steenis, 1962)"
EUPHORBIACEAE,Excoecaria dallachyana,(Baill.) Benth.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
FRANKENIACEAE,Frankenia pauciflora,DC.,,psamm,,C3?,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
FRANKENIACEAE,Frankenia pauciflora,DC.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
GOODENIACEAE,Dampiera incana,R.Br.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
GOODENIACEAE,Scaevola crassifolia,Labill.,,psamm,8,C3?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
GOODENIACEAE,Scaevola crassifolia,Labill.,,psamm,8,C3?,"Degener, O. 1946 - 57. Flora Hawaiiensis Books 1 - 5. New York and Oahu, Hawaii:","(Degener, 1946 - 57)"
GOODENIACEAE,Scaevola crassifolia,Labill.,,psamm,8,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
GOODENIACEAE,Scaevola crassifolia,Labill.,,psamm,8,C3?,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
GOODENIACEAE,Scaevola humilis,R.Br.,,psamm,,C3?,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
GOODENIACEAE,Scaevola nitida,R.Br.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
GOODENIACEAE,Scaevola taccada,(Gaertn.) Roxb.,,psamm,8,C3?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
GOODENIACEAE,Scaevola taccada,(Gaertn.) Roxb.,,psamm,8,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
GOODENIACEAE,Selliera radicans,Cav.,,psamm,8,C3?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
GOODENIACEAE,Selliera radicans,Cav.,,psamm,8,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Enhalus acoroides,(L.f.) Rich.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Halophila decipiens,Ostenf.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Halophila minor,(Zoll.) Hartog,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
HYDROCHARITACEAE,Halophila minor,(Zoll.) Hartog,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Halophila spinulosa,(R.Br.) Asch.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Hydrilla verticillata,(L.f.) Royle,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Najas browniana,Rendle,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Najas graminea,Del.,,hyhal,,,"Fournet, J. 1978. Flore illustree des phanerogrames de Guadeloupe et de Martinique. Paris. Institut National de Recherche Agronomique.","(Fournet, 1978)"
HYDROCHARITACEAE,Najas graminea,Del.,,hyhal,,,"Munz, P. and Akeck, D.D. 1968. A flora of California and supplement. University of California, Berkeley.","(Munz & Akeck, 1968)"
HYDROCHARITACEAE,Najas marina,L.,,hyhal,55,,"Agami, M., Eshel, A., Waisel, Y. 1984. Najas marina in Israel: Is it a halophyte or glycophyte? Physiologia Plantarum, 61:634-636.","(Agami et al., 1984)"
HYDROCHARITACEAE,Najas marina,L.,,hyhal,55,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
HYDROCHARITACEAE,Thalassia hemprichii,(Solms) Asch.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
JUNCACEAE,Juncus bufonius,L.,,hyhal,,C3?,"Munz, P. and Akeck, D.D. 1968. A flora of California and supplement. University of California, Berkeley.","(Munz & Akeck, 1968)"
JUNCACEAE,Juncus bufonius,L.,,hyhal,,C3?,"Vervoorst, F.B. 1967. La vegetacion de la republica Argentina. Vol. VIII, Las communidades de la depression del salado. Instituto Nacional Tecnica Agropecuaria, Serie Fitogeogrifica, 7:1-262.","(Vervoorst, 1967)"
JUNCACEAE,Juncus kraussii,Hochst.,,hyhal,,C3?,"MacNae, W. and Kalk, M. 1962. The ecology of the mangrove swamps at Inhaca Island, Mocambique. Journal of Ecology, 50:17-34.","(MacNae & Kalk, 1962)"
JUNCAGINACEAE,Triglochin mucronata,R.Br.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LAMIACEAE,Westringia dampieri,R.Br.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
LAURACEAE,Cassytha filiformis,L.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LAURACEAE,Cassytha filiformis,L.,,hyhal,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
LECYTHIDACEAE,Barringtonia acutangula,(L.) Gaertn.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LECYTHIDACEAE,Barringtonia asiatica,(L.) Kurz,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LECYTHIDACEAE,Barringtonia racemosa,(L.) Spreng.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LECYTHIDACEAE,Barringtonia racemosa,(L.) Spreng.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LEGUMINOSAE-CAESALPINIOIDEAE,Caesalpinia bonduc,(L.) Roxb.,,hyhal,SW?,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LEGUMINOSAE-CAESALPINIOIDEAE,Caesalpinia bonduc,(L.) Roxb.,,hyhal,SW?,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LEGUMINOSAE-CAESALPINIOIDEAE,Caesalpinia crista,L.,,xeroh,,C3?,"Baro, D. and Medrano, F.G. 1985. Halophytic flora and vegetation of Tamaulipas, Mexico.","(Baro & Medrano, 1985)"
