Family,taxon_name,scraped_name,Diaspore class,Life form,Habitat class,Seed diameter (mm),BFG 1 (%),BFG2 (%),BFG3 (%),BFG4 (%),BFG5 (%),BFG6 (%),Location,aligned_name,suggested_name,aligned_reason,taxonomic_status
Hernandiaceae,Gyrocarpus americanus,Gyrocarpus americanus,wa,stree,6,6,0,0,0,0,0,10,"Southeast Queensland, northern dry rainforests",Gyrocarpus americanus,Gyrocarpus americanus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Hernandiaceae,Hernandia bivalvis,Hernandia bivalvis,ae,trees,6,18,0,0,0,0,6,18,"Southeast Queensland, northern dry rainforests",Hernandia bivalvis,Hernandia bivalvis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Hernandiaceae,Galbulimima baccata,Galbulimima baccata,ae,trees,3,5,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Galbulimima baccata,Galbulimima baccata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Hippocrateaceae,Hippocratea barbata,Hippocratea barbata,wa,sclim,wide,4,64,4,29,43,43,30,"Southeast Queensland, subtropical rainforests - widespread",Hippocratea barbata,Hippocratea barbata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Icacinaceae,Citronella moorei,Citronella moorei,ae,trees,2,10,0,48,48,7,0,3,"Southeast Queensland, cool humid subtropical rainforests",Citronella moorei,Citronella moorei,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Icacinaceae,Pennantia cunninghamii,Pennantia cunninghamii,ae,trees,3,7,0,26,33,3,0,0,"Southeast Queensland, humid subtropical rainforests",Pennantia cunninghamii,Pennantia cunninghamii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Beilschmiedia elliptica,Beilschmiedia elliptica,ae,trees,1,9,73,22,38,12,0,0,"Southeast Queensland, warm humid subtropical rainforests",Beilschmiedia elliptica,Beilschmiedia elliptica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Beilschmiedia obtusifolia,Beilschmiedia obtusifolia,ae,trees,1,6,73,52,43,18,1,0,"Southeast Queensland, warm humid subtropical rainforests",Beilschmiedia obtusifolia,Beilschmiedia obtusifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cinnamomum baileyanum,Cinnamomum baileyanum,ae,trees,1,7,73,0,0,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Cinnamomum baileyanum,Cinnamomum baileyanum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cinnamomum oliveri,Cinnamomum oliveri,ae,trees,2,6,9,43,33,7,0,0,"Southeast Queensland, cool humid subtropical rainforests",Cinnamomum oliveri,Cinnamomum oliveri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cinnamomum virens,Cinnamomum virens,ae,trees,3,5,0,9,14,0,0,0,"Southeast Queensland, humid subtropical rainforests",Cinnamomum virens,Cinnamomum virens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya bidwillii,Cryptocarya bidwillii,ae,trees,4,8,0,4,38,62,49,35,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cryptocarya bidwillii,Cryptocarya bidwillii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya erythroxylon,Cryptocaryaerythroxylon,ae,trees,2,10,0,48,43,0,0,3,"Southeast Queensland, cool humid subtropical rainforests",Cryptocarya erythroxylon,Cryptocarya erythroxylon,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya floydii,Cryptocaryafloydii,ae,trees,3,11,0,0,5,0,2,0,"Southeast Queensland, humid subtropical rainforests",Cryptocarya floydii,Cryptocarya floydii,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya foetida,Cryptocarya foetida,ae,trees,3,8,0,0,5,2,0,0,"Southeast Queensland, humid subtropical rainforests",Cryptocarya foetida,Cryptocarya foetida,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya foveolata,Cryptocaryafoveolata,ae,trees,3,8,0,9,14,0,0,0,"Southeast Queensland, humid subtropical rainforests",Cryptocarya foveolata,Cryptocarya foveolata,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya glaucescens,Cryptocarya glaucescens,ae,trees,1,12,73,9,48,5,0,0,"Southeast Queensland, warm humid subtropical rainforests",Cryptocarya glaucescens,Cryptocarya glaucescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya hypospodia,Cryptocarya hypospodia,ae,trees,4,12,0,0,5,7,1,5,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cryptocarya hypospodia,Cryptocarya hypospodia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya laevigata,Cryptocarya laevigata,ae,stree,3,12,0,9,33,27,5,0,"Southeast Queensland, humid subtropical rainforests",Cryptocarya laevigata,Cryptocarya laevigata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya macdonaldii,Cryptocarya macdonaldii,ae,trees,1,8,100,39,62,15,1,8,"Southeast Queensland, warm humid subtropical rainforests",Cryptocarya macdonaldii,Cryptocarya macdonaldii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya meisneriana,Cryptocarya meisneriana,ae,stree,4,8,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cryptocarya meisneriana,Cryptocarya meisneriana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya microneura,Cryptocarya microneura,ae,stree,3,8,0,9,43,3,4,0,"Southeast Queensland, humid subtropical rainforests",Cryptocarya microneura,Cryptocarya microneura,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya obovata,Cryptocarya obovata,ae,trees,3,8,0,57,57,25,4,3,"Southeast Queensland, humid subtropical rainforests",Cryptocarya obovata,Cryptocarya obovata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya onoprienkoana,Cryptocarya onoprienkoana,ae,trees,3,9,0,0,14,2,0,0,"Southeast Queensland, humid subtropical rainforests",Cryptocarya onoprienkoana,Cryptocarya onoprienkoana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya sclerophylla,Cryptocarya sclerophylla,ae,stree,4,8,0,13,19,25,24,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cryptocarya sclerophylla,Cryptocarya sclerophylla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Cryptocarya triplinervis,Cryptocatya triplinervis,ae,trees,wide,5,9,30,48,72,39,83,"Southeast Queensland, subtropical rainforests - widespread",Cryptocarya triplinervis,Cryptocarya triplinervis,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra compressa,Endiandra compressa,ae,trees,2,35,0,4,0,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Endiandra compressa,Endiandra compressa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra crassiflora,Endiandra crassiflora,ae,trees,2,6,0,9,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Endiandra crassiflora,Endiandra crassiflora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra discolor,Endiandra discolor,ae,trees,1,12,91,13,48,0,0,3,"Southeast Queensland, warm humid subtropical rainforests",Endiandra discolor,Endiandra discolor,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra hayesii,Endiandra hayesii,ae,trees,2,12,0,4,0,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Endiandra hayesii,Endiandra hayesii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra muelleri,Endiandra muelleri,ae,trees,2,15,0,26,24,3,0,0,"Southeast Queensland, cool humid subtropical rainforests",Endiandra muelleri,Endiandra muelleri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra pubens,Endiandra pubens,ae,trees,4,35,0,13,19,20,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Endiandra pubens,Endiandra pubens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra sieberi,Endiandra sieberi,ae,stree,1,14,27,0,19,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Endiandra sieberi,Endiandra sieberi,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Endiandra virens,Endiandra virens,ae,stree,3,40,0,0,10,0,0,0,"Southeast Queensland, humid subtropical rainforests",Endiandra virens,Endiandra virens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Litsea leefeana,Litsea leefeana,ae,trees,1,8,91,39,48,2,0,3,"Southeast Queensland, warm humid subtropical rainforests",Litsea leefeana,Litsea leefeana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Litsea reticulata,Litsea reticulata,ae,trees,wide,8,73,48,43,10,0,8,"Southeast Queensland, subtropical rainforests - widespread",Litsea reticulata,Litsea reticulata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Neolitsea australiensis,Neolitsea australiensis,ae,stree,3,8,9,30,43,15,1,10,"Southeast Queensland, humid subtropical rainforests",Neolitsea australiensis,Neolitsea australiensis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Neolitsea brassii,Neolitsea brassii,ae,stree,3,7,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Neolitsea brassii,Neolitsea brassii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Lauraceae,Neolitsea dealbata,Neolitsea dealbata,ae,stree,3,5,55,87,100,17,1,8,"Southeast Queensland, humid subtropical rainforests",Neolitsea dealbata,Neolitsea dealbata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Loganiaceae,Strychnos psilosperma,Strychnos psilosperma Malvaceae (Malvales),ae,stree,6,6,0,0,10,27,57,63,"Southeast Queensland, northern dry rainforests",Strychnos psilosperma,Strychnos psilosperma,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-25),accepted
Loganiaceae,Abutilon auritum,Abutilon auritum,un,stree,6,1.5,0,0,0,0,12,23,"Southeast Queensland, northern dry rainforests",Abutilon auritum,Abutilon auritum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Loganiaceae,Abutilon micropetalum,Abutilon micropetalum,un,stee,6,3,0,0,0,0,0,5,"Southeast Queensland, northern dry rainforests",Abutilon micropetalum,Abutilon micropetalum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Aglaia brownii,Aglaia brownii,ae,stree,6,10,0,0,0,2,0,3,"Southeast Queensland, northern dry rainforests",Aglaia brownii,Aglaia brownii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Anthocarapa nitidula,Anthocarapa nitidula,eu,trees,4,10,0,30,38,40,4,3,"Southeast Queensland, drier coastal lowland subtropical rainforests",Anthocarapa nitidula,Anthocarapa nitidula,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Dysoxylum fraserianum,Dysoxylumfraserianum,ae,trees,2,5.5,0,48,24,12,5,0,"Southeast Queensland, cool humid subtropical rainforests",Dysoxylum fraserianum,Dysoxylum fraserianum,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Dysoxylum mollissimum subsp. molle,Dysoxylum mollissimum subsp. molle,ae,trees,3,6,0,26,29,17,0,5,"Southeast Queensland, humid subtropical rainforests",Dysoxylum mollissimum subsp. molle,Dysoxylum mollissimum subsp. molle,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Dysoxylum rufum,Dysoxylum rufim,ae,trees,3,5,9,39,57,13,2,3,"Southeast Queensland, humid subtropical rainforests",Dysoxylum rufum,Dysoxylum rufum,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Melia azedarach,Melia azedarach,ae,trees,6,4,0,4,48,42,46,63,"Southeast Queensland, northern dry rainforests",Melia azedarach,Melia azedarach,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Owenia cepiodora,Owenia cepiodora,ae,trees,4,10,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Owenia cepiodora,Owenia cepiodora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Owenia venosa,Owenia venosa,ae,trees,5,8,0,0,0,13,51,43,"Southeast Queensland, southern inland dry rainforests",Owenia venosa,Owenia venosa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Synoum glandulosum subsp. glandulosum,Synoum glandulosum var. glandulosum,ae,stree,3,6,45,52,67,7,1,0,"Southeast Queensland, humid subtropical rainforests",Synoum glandulosum var. glandulosum,Synoum glandulosum subsp. glandulosum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Toona ciliata,Toona ciliata,wa,trees,wide,3.5,0,13,48,30,15,13,"Southeast Queensland, subtropical rainforests - widespread",Toona ciliata,Toona ciliata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Meliaceae,Turraea pubescens,Turraea pubescens,eu,stree,6,4,0,0,0,10,72,88,"Southeast Queensland, northern dry rainforests",Turraea pubescens,Turraea pubescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Carronia multisepalea,Carronia multisepalea,ae,tclim,2,4,0,39,19,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Carronia multisepalea,Carronia multisepalea,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Echinostephia aculeata,Echinostephia aculeata,ae,sclim,3,4,0,0,5,3,0,0,"Southeast Queensland, humid subtropical rainforests",Echinostephia aculeata,Echinostephia aculeata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Hypserpa decumbens,Hypserpa decumbens,ae,sclim,1,3.5,82,0,24,2,0,0,"Southeast Queensland, warm humid subtropical rainforests",Hypserpa decumbens,Hypserpa decumbens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Legnephora moorei,Legnephora  moorei,ae,tclim,wide,5,0,22,52,58,53,33,"Southeast Queensland, subtropical rainforests - widespread",Legnephora moorei,Legnephora moorei,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Pleogyne australis,Pleogyne australis,ae,sclim,6,3.5,0,4,33,43,35,83,"Southeast Queensland, northern dry rainforests",Pleogyne australis,Pleogyne australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Sarcopetalum harveyanum,Sarcopetalum harveyanum,ae,tclim,3,4,9,26,33,7,2,3,"Southeast Queensland, humid subtropical rainforests",Sarcopetalum harveyanum,Sarcopetalum harveyanum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Stephania japonica,Stephonia japonica,ae,sclim,wide,3,27,4,71,37,34,45,"Southeast Queensland, subtropical rainforests - widespread",Stephania japonica,Stephania japonica,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Tinospora smilacina,Tinospora smilacina,ae,sclim,5,3,0,0,0,18,58,40,"Southeast Queensland, southern inland dry rainforests",Tinospora smilacina,Tinospora smilacina,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Menispermaceae,Tinospora tinosporoides,Tinospora  tinosporoides,ae,tclim,4,6,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Tinospora tinosporoides,Tinospora tinosporoides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Acacia bakeri,Acacia bakeri,un,trees,3,6,0,0,19,12,5,0,"Southeast Queensland, humid subtropical rainforests",Acacia bakeri,Acacia bakeri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Acacia fasciculifera,Acacia fasciculifera,un,trees,5,5.5,0,0,0,0,29,28,"Southeast Queensland, southern inland dry rainforests",Acacia fasciculifera,Acacia fasciculifera,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Acacia maidenii,Acacia maidenii,ae,trees,5,3,0,0,38,30,48,25,"Southeast Queensland, southern inland dry rainforests",Acacia maidenii,Acacia maidenii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Acacia melanoxylon,Acacia melanoxylon,ae,trees,3,2.5,0,9,62,32,16,5,"Southeast Queensland, humid subtropical rainforests",Acacia melanoxylon,Acacia melanoxylon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Archidendron grandiflorum,Archidendron grandijlorum,eu,trees,3,6,0,9,24,2,0,0,"Southeast Queensland, humid subtropical rainforests",Archidendron grandiflorum,Archidendron grandiflorum,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Archidendron hendersonii,Archidendron hendersonii,eu,trees,4,7,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Archidendron hendersonii,Archidendron hendersonii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Archidendron lovelliae,Archidendron lovelliae,eu,trees,1,6,45,0,0,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Archidendron lovelliae,Archidendron lovelliae,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Archidendron muellerianum,Archidendron muellerianum,eu,trees,2,6,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Archidendron muellerianum,Archidendron muellerianum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Archidendropsis thozetiana,Archidendropsis thozetiana,wa,trees,6,5,0,0,0,0,2,50,"Southeast Queensland, northern dry rainforests",Archidendropsis thozetiana,Archidendropsis thozetiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Mimosaceae,Pararchidendron pruinosum var. pruinosum,Pararchidendron pruinosum var. pruinosum,ae,stree,wide,5,0,22,43,30,17,25,"Southeast Queensland, subtropical rainforests - widespread",Pararchidendron pruinosum var. pruinosum,Pararchidendron pruinosum var. pruinosum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Daphnandra apatela,Daphnandra sp. (McPherson Range W.D.Francis AQ217480),wa,stree,3,2.5,0,22,38,15,2,0,"Southeast Queensland, humid subtropical rainforests",Daphnandra sp. (McPherson Range W.D.Francis AQ217480),Daphnandra apatela,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-02-25),accepted
Monimiaceae,Daphnandra tenuipes,Daphnandra tenuipes,wa,stree,2,3,0,9,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Daphnandra tenuipes,Daphnandra tenuipes,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Doryphora sassafras,Doryphora  sassafras,wa,trees,2,3,0,30,5,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Doryphora sassafras,Doryphora sassafras,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Hedycarya angustifolia,Hedycarya  angustifolia,ae,stree,3,1.5,0,4,14,0,0,0,"Southeast Queensland, humid subtropical rainforests",Hedycarya angustifolia,Hedycarya angustifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Palmeria scandens,Palmeria scandens,ae,tclim,2,4,0,39,24,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Palmeria scandens,Palmeria scandens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Wilkiea austroqueenslandica,Wilkiea austroqueenslandica,ae,stree,2,7,0,17,0,2,0,0,"Southeast Queensland, cool humid subtropical rainforests",Wilkiea austroqueenslandica,Wilkiea austroqueenslandica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Wilkiea hugeliana,Wilkiea huegeliana,ae,stree,3,7,9,35,43,10,1,0,"Southeast Queensland, humid subtropical rainforests",Wilkiea huegeliana,Wilkiea hugeliana,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Monimiaceae,Wilkiea macrophylla,Wilkiea macrophylla,ae,stree,wide,7,27,39,67,62,13,28,"Southeast Queensland, subtropical rainforests - widespread",Wilkiea macrophylla,Wilkiea macrophylla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus coronata,Ficus coronata,ae,stree,3,1,0,4,81,37,17,23,"Southeast Queensland, humid subtropical rainforests",Ficus coronata,Ficus coronata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus fraseri,Ficus fraseri,ae,trees,3,1,9,13,57,32,12,5,"Southeast Queensland, humid subtropical rainforests",Ficus fraseri,Ficus fraseri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus macrophylla f. macrophylla,Ficus macrophylla subsp. macrophylla,ae,trees,4,1,0,4,33,40,21,8,"Southeast Queensland, drier coastal lowland subtropical rainforests",Ficus macrophylla subsp. macrophylla,Ficus macrophylla f. macrophylla,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus obliqua,Ficus obliqua,ae,trees,wide,1,27,9,48,28,43,53,"Southeast Queensland, subtropical rainforests - widespread",Ficus obliqua,Ficus obliqua,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus opposita,Ficus opposita,ae,stree,6,1,0,0,5,7,9,53,"Southeast Queensland, northern dry rainforests",Ficus opposita,Ficus opposita,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus platypoda,Ficus platypoda,ae,trees,6,1,9,0,14,20,29,33,"Southeast Queensland, northern dry rainforests",Ficus platypoda,Ficus platypoda,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus racemosa,Ficus racemosa  var. racemosa,ae,trees,6,1,0,0,0,0,0,5,"Southeast Queensland, northern dry rainforests",Ficus racemosa var. racemosa,Ficus racemosa,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus henneana,Ficus superba  var. henneana,ae,trees,4,1,0,4,14,17,9,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Ficus superba var. henneana,Ficus henneana,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus virens var. virens,Ficus virens var. sublanceolata,ae,trees,6,NA,0,0,29,25,12,40,"Southeast Queensland, northern dry rainforests",Ficus virens var. sublanceolata,Ficus virens var. virens,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Ficus watkinsiana,Ficus watkinsiana,ae,trees,wide,1,18,61,67,30,14,3,"Southeast Queensland, subtropical rainforests - widespread",Ficus watkinsiana,Ficus watkinsiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Maclura cochinchinensis,Maclura cochinchinensis,ae,tclim,3,NA,0,4,62,47,46,38,"Southeast Queensland, humid subtropical rainforests",Maclura cochinchinensis,Maclura cochinchinensis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Streblus brunonianus,Streblus  brunonianus,ae,trees,wide,4,0,17,67,82,77,73,"Southeast Queensland, subtropical rainforests - widespread",Streblus brunonianus,Streblus brunonianus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Moraceae,Malaisia scandens subsp. scandens,Trophis scandens subsp. scandens,ae,tclim,wide,4,55,83,67,75,93,90,"Southeast Queensland, subtropical rainforests - widespread",Trophis scandens subsp. scandens,Malaisia scandens subsp. scandens,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrsinaceae,Ardisia bakeri,Ardisia bakeri,ae,stree,2,5,0,9,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Ardisia bakeri,Ardisia bakeri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrsinaceae,Embelia australiana,Embelia australiana,ae,tclim,wide,4,64,48,81,72,38,28,"Southeast Queensland, subtropical rainforests - widespread",Embelia australiana,Embelia australiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrsinaceae,Myrsine howittiana,Rapanea howittiana,ae,stree,3,5,0,0,10,3,0,0,"Southeast Queensland, humid subtropical rainforests",Rapanea howittiana,Myrsine howittiana,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Myrsinaceae,Myrsine subsessilis,Rapanea subsessilis,ae,stree,1,4,73,57,38,8,0,0,"Southeast Queensland, warm humid subtropical rainforests",Rapanea subsessilis,Myrsine subsessilis,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
