floyd id,C&C id,family,family (old),genus,species,synonym,form,height,stem diameter,start of flower,end of flower,fruits,start of fruit season,end of fruit season,dispersers,dispersers_detailed,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,page Williams et al,page Floyd,page C&C,Note,"distribution (1=cosmopolitan & pantropical, 2=FNQ endemic, 2.1=endemic to SE Qld/NE NSW, 2.2=endemic to Dorrigo & Barrington Tops, 2.5=Oz endemic, 3= Oz & NG, 4= Oz & Asia, 5= Oz & Pacific Ocean Islands, 6= Gondowanan)",habitat,rainforest margins,cool temperate rainforest,warm temperate rainforest,subtropical rainforest,riverine rainforest,"dry rainforest (vine thicet, gallary forest & monsoon)","coastal (mangrove, littoral forest & coastal habitats)",tropical rainforest,gallary forest,littoral forest,mangroves,monsoon forest,swamp forest,vine thickets,wet sclerophyll forest,open forest,woodland,mountain heath,heath,coastal habitats,min alt,max alt,elevation range,"biogeographic affiliation (N) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton)",locality code (north),locality (north),lat (decimal),long (decimal),"biogeographic affinity (S) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton, 7=SE Qld, 8=NSW&VIC)",locality code (south),locality (south),lat (decimal),long (decimal),other (Oz),other (overseas),extra lat (north),extra lat (south),lat range (Oz),lat range (all),lat range (diff),lat (N) Oz int,lat (N) int,lat (S) Oz int,lat (S) int,lat range (Oz) int,lat range int
,812,Euphorbiaceae,,Glochidion,apodogynum,,tree,10,,September,May,capsule,December,February,,,,3,4,10,13,,,,,185,,3,dry rainforest,,,,,,1,,,,,,1,,1,,1,,,,,0,800,800,1,1,Torres Strait Islands,9.3,0,6,144,Shoalwater Bay near Rockhampton,22.33333333,150.3833333,NT,New Guinea,8,,13,14.3,1.3,9,9,22,22,13,14
,813,Euphorbiaceae,,Glochidion,benthamianum,,tree,12,,October,July,capsule,January,December,Double-eyed Fig-parrot & Lewin's Honeyeater,double-eye_fig-parrot Lewins_honeyeater,birds,3,6,7,12,,,,,185,,3,rainforest,,,,,,,,1,,,,,,,,1,,,,,0,440,440,1,2,Cape York,10.68333333,142.5166667,4,116,Cardwell,18.25,146.0166667,,New Guinea,8,,7.6,10.3,2.7,10,10,18,18,7,10
,814,Euphorbiaceae,,Glochidion,disparipes,,tree,20,,October,March (July),capsule,January,February (July),,,,5,8,8,17,,,,,185,,3,dry rainforest/coastal,,,,,,1,1,,,1,,1,,,,1,,,,,0,650,650,1,1,Torres Strait Islands,9.3,0,7,149,"Callide, SE Qld",24.3,150.45,NT & WA,New Guinea,8,,15,16.3,1.3,9,9,36,36,27,27
88,815,Euphorbiaceae,,Glochidion,ferdinandi,Phyllanthus ferdinandi,tree,15,0.7,November,April,capsule,January,December,many bird species,many_birds,birds,6,8,10,20,5,5,94,148,185,,2,tropical rainforest,1,,,,,,,1,,,,,,,,1,,,1,,0,995,995,4,118,Hinchinbrook Island,18.35,146.2333333,10,150,"Ulladulla, NSW",35.35,150.45,,,,,17,17,0,9,9,36,36,27,27
,816,Euphorbiaceae,,Glochidion,harveyanum harveyanum,,tree,12,,January,December,capsule,June,February,many bird species,many_birds,birds,8,8,12,18,,,,,185,Davies Creek,3,rainforest/dry rainforest,,,,,,1,,1,1,,,,,1,,1,,,,,0,1160,1160,1,43,McIvor River near Cooktown,15.15,145.2333333,6,137,Mt Dryander near Proserpine,20.25,148.55,NT,New Guinea,8,,5.1,12.3,7.2,15,15,20,20,5,12
,817,Euphorbiaceae,,Glochidion,harveyanum pubescens,,tree,15,,May,(October),capsule,September,December (May),,,,,,14,15,4,6,,,186,,2,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,420,420,3,81,Davies Creek,17.01666667,145.6333333,4,114,Kirrama Range,18.1,145.7,,,,,1.1,1.1,0,17,17,18,18,1,1
,818,Euphorbiaceae,,Glochidion,hylandii,,tree,15,,September,November,capsule,January,December,Wompoo Fruit-dove,Wompoo_fruit-dove,birds,,,12,15,5,5,,,186,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,15,1130,1115,2,66,Daintree River,16.28333333,145.45,5,124,Paluma,19,146.2,,,,,2.7,2.7,0,16,16,19,19,2,2
,819,Euphorbiaceae,,Glochidion,lobocarpum,"Phyllanthus lobocarpus, Glochidion lobocarpus",tree,9,,May,February,capsule,December,May,,,,3,5,8,9,,,,,186,,2,subtropical/tropical/dry rainforest/coastal,,,,,,1,1,1,1,1,,,,,,1,,,,,150,600,450,1,51,Laura,15.55,144.4333333,7,149,"Biggenden, SE Qld",25.5,152.0333333,,,,,10,10,0,9,9,36,36,27,27
,820,Euphorbiaceae,,Glochidion,philippicum,,tree,20,,March,December,capsule,September,February,Metallic Starling & Yellow Honeyeater,metallic_starling yellow_honeyeater,birds,,,8,8,,,,,186,,4,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,30,760,730,1,27,Nesbit River near Coen,13.55,143.5833333,6,143,Carmila area south of Sarina,21.9,149.4,NT,"New Guinea, Solomon Islands, Malesia & Taiwan",-25,,8.4,46.9,38.6,13,-25,21,21,8,46
,821,Euphorbiaceae,,Glochidion,pruinosum,,tree,10,,November,November,capsule,,,,,,,,10,12,,,,,186,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,1260,1560,300,2,74,"Mt Lewis, Mt Sorrow, Thornton Peak & Bellenden Ker Range",16.08333333,145.4333333,3,74,"Mt Lewis, Mt Sorrow, Thornton Peak & Bellenden Ker Range",17.23,145.4333333,,,,,1.1,1.1,0,16,16,16,16,0,0
,822,Euphorbiaceae,,Glochidion,pungens,,tree,30,,March,December,capsule,July,December,,,,,,12,15,,,,,186,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,660,1260,600,1,53,Big Tableland near Cooktown,15.58333333,0,2,74,Mt Lewis,16.58333333,145.2833333,,,,,1,1,0,15,15,16,16,1,1
,824,Euphorbiaceae,,Glochidion,sessiliflorum pedicellatum,,tree,15,,July,February,capsule,February,July,,,,6,9,14,18,,,,,186,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,100,1100,1000,1,50,Mt Hartley near Cooktown,15.76666667,145.3333333,5,122,Seaview Range,18.86666667,145.9166667,,,,,3.1,3.1,0,15,15,18,18,3,3
,823,Euphorbiaceae,,Glochidion,sessiliflorum sessiliflorum,,tree,10,,September,October,capsule,June,(November),,,,4,10,15,22,,,,,186,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,450,450,1,22,Iron Range,12.76666667,143.3166667,1,28,McIlwraith Range,13.75,143.3333333,,,,,1,1,0,12,12,13,13,1,1
89,825,Euphorbiaceae,,Glochidion,sumatranum,"Phyllanthus ferdinandi var supra-axillaris, Glochidion supra-axillare, Glochidion ferdinandi var. supra-axillaris, Glochidion perakense var. supra-axillare",tree,25,0.45,January,December,capsule,November,February (May & June),"Double-eyed Fig-parrot, Victoria's Riflebird, Silvereye, Black Butcherbird & Lewin's Honeyeater",double-eye_fig-parrot Victorias_riflebird silvereye black_butcherbird Lewins_honeyeater,birds,4,4,6,9,3,3,94,149,187,,4,tropical rainforest,,,,,,,,1,,,,,,,,,,,,,0,1050,1050,1,22,Iron Range,12.76666667,143.3166667,8,150,"Iluka, NSW",29.4,153.35,NT & WA,Malesia & Solomon Islands,-10,,16.6,39.4,22.8,9,9,36,36,27,27
,826,Euphorbiaceae,,Hevea,brasiliensis,Syphonia brasiliensis,tree,40,,October,October,capsule,,,,,,35,40,30,45,22,30,,,187,Introduced,,rainforest,,,,,,,,1,,,,,,,,,,,,,0,15,15,3,80,Cairns,16.91666667,145.7666667,4,116,Cardwell,18.25,146.0166667,also north of Bamaga,Brazil,10.9,,1.3,7.4,6,16,16,18,18,1,7
,827,Euphorbiaceae,,Homalanthus,novoguineensis,Omalanthus novo-guineensis,tree,25,,January,December,capsule,November,February,many bird species,many_birds,birds,8,10,8,10,6,6,,,187,Davies Creek,5,rainforest,,,,,,,,1,,,,,1,,1,,,,,,0,1200,1200,1,22,Iron Range,12.76666667,143.3166667,5,128,Hervey Range west of Townsville,19.6,146.55,NT & WA,New Guinea & Solomon Islands,8,,6.8,11.6,4.8,12,12,19,19,6,11
94,828,Euphorbiaceae,,Homalanthus,nutuns,Omalanthus populifolius,tree,8,0.13,July,December,capsule,November,January,many bird species,many_birds,birds,8,10,8,10,,,89,153,187,,4,warm temperate/subtropical/tropical/riverine rainforest,1,,1,1,1,,,1,,,,,,,,1,,,,,40,780,740,5,124,Paluma,19,146.2,10,150,"Nagee, NSW",33.56666667,147.6333333,,"Lord Howe Island, Norfolk Island & Malesia",-10,31.5,14.6,43.6,29,9,9,36,36,27,27
,829,Euphorbiaceae,,Hylandia,dockrillii,,tree,30,,January,June,nut,September,April,native rats,native_rats,mammals,20,33,35,45,12,18,,,187,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,30,1140,1110,1,53,Big Tableland near Cooktown,15.58333333,0,3,112,Tully,17.91666667,145.9166667,,,,,2.3,2.3,0,15,15,17,17,2,2
,830,Euphorbiaceae,,Macaranga,dallachyana,,tree,20,,September,September,capsule,January,March,,,,3,6,6,9,,,,,188,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,360,1000,640,2,75,Julatten,16.6,145.3333333,3,92,Lake Eacham,17.28333333,145.6333333,,,,,0.7,0.7,0,16,16,17,17,0.5,0.5
,831,Euphorbiaceae,,Macaranga,inamoena,,tree,10,,August,February (May),capsule,December,May,King Parrot,king_parrot,birds,6,6,6,11,3,4,,,188,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,2,58,Bloomfield River,15.91666667,145.35,3,112,Tully,17.91666667,145.9166667,,,,,2,2,0,15,15,17,17,2,2
,832,Euphorbiaceae,,Macaranga,mallotoides,Macaranga involucrata var. mallotoides,tree,15,,January,December,capsule,November,February,Pied Imperial-Pigeon,pied_imperial-pigeon,birds,4,20,4,20,5,5,,,188,,2.5,rainforest/dry rainforest/coastal,,,,,,1,1,1,1,1,,,,1,,,,,,,0,800,800,1,1,Torres Strait Islands,9.3,0,6,147,Yeppoon area near Rockhampton,23.11666667,150.7333333,NT,,,,13.8,13.8,0,9,9,23,23,13,13
,833,Euphorbiaceae,,Macaranga,polyadenia,"Macaranga fimbriata, Macaranga multiflora, Macaranga inermis",tree,28,,June,December,capsule,July,January,,,,6,7,9,10,2,5,,,188,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,500,500,1,2,Cape York,10.68333333,142.5166667,3,112,Tully,17.91666667,145.9166667,,,,,7.2,7.2,0,10,10,17,17,7,7
,834,Euphorbiaceae,,Macaranga,subdentata,,tree,15,,January,December,capsule,November,June,,,,5,7,7,11,3,4,,,189,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,1,28,McIlwraith Range,13.75,143.3333333,5,124,Paluma,19,146.2,,,,,5.3,5.3,0,13,13,19,19,5,5
90,835,Euphorbiaceae,,Macaranga,tanarius,"Ricinus tanarius, Macaranga multiflora, Macaranga inermis auct.",tree,28,0.3,June,March,capsule,September,February,"Eclectus Parrot, Cuscus, Trampet Manucode, Metallic Starling, Sulphur-crested Cockatoo & Magnificent Riflebird",eclectus_parrot cuscus trumpet_manucode metallic_starling sulphur-crested_cockatoo magnificent_riflebird,birds,,,6,13,4,5,,149,189,,4,subtropical/tropical/littoral/dry rainforest,,,,1,,1,1,1,,1,,,,1,,,,,,,0,750,750,1,1,Torres Strait Islands,9.3,0,8,150,"Lismore, NSW",28.8,153.2666667,NT,"New Guinea, Malesia, Melanesia & SE Asia",-10,,19.5,38.8,19.3,9,9,36,36,27,27
91,836,Euphorbiaceae,,Mallotus,claoxyloides,,tree,8,0.23,September,April,capsule,November,June,,,,6,8,11,13,5,5,102,150,189,,3,tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,320,320,1,1,Torres Strait Islands,9.3,0,8,150,"Richmond River, NSW",28.48333333,152.9666667,,New Guinea,8,,19.2,20.5,1.3,9,9,36,36,27,27
92,837,Euphorbiaceae,,Mallotus,discolor,"Rottlera discoloar, Macaraga mallotoides",tree,30,0.6,September,January,capsule,November,April,many bird species,many_birds,birds,5,8,6,10,3,4,88,151,189,,2,tropical/littoral rainforest,,,,,,,1,1,,1,,,,,,,,,,,0,80,80,6,132,Bowen,20,148.2333333,9,150,"Coffs Harbour, NSW",30.3,153.1166667,,,,,10.3,10.3,0,9,9,36,36,27,27
,838,Euphorbiaceae,,Mallotus,dispersus,Mallotus didymochryseus auct.,tree,10,,February,February,capsule,January,September,,,,8,12,13,18,5,7,,,189,,2.5,rainforest/dry rainforest/coastal,,,,,,1,1,1,,,1,1,,1,,,,,,,0,100,100,1,1,Torres Strait Islands,9.3,0,1,2,Cape York,10.68333333,142.5166667,NT & WA,,,,1.4,1.4,0,9,9,10,10,1,1
,839,Euphorbiaceae,,Mallotus,ficifolus,Mallotus cladoxyloides var macrophylla,tree,6,,January,December,capsule,January,December,,,,7,11,9,15,4,6,,,189,,2,subtropical/tropical/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,0,410,410,1,1,Torres Strait Islands,9.3,0,7,149,"Pine Creek south of Gladstone, SE Qld",24.26666667,151.2833333,,,,,15,15,0,9,9,36,36,27,27
,,Euphorbiaceae,,Mallotus,megadontus,Mallotus cladoxyloides var. angustifolius,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,7,149,"Moreton district, SE Qld",27.28333333,153.25,7,149,"Moreton district, SE Qld",27.28333333,153.25,,,,,0,0,0,,,,,,
,840,Euphorbiaceae,,Mallotus,mollissimus,,tree,10,,January,December,capsule,January,December,"Cassowary, Figbird, Pied Currawong, Silvereye & Giant White-tailed Rat",cassowary figbird pied_currawong silvereye giant_white-tailed_rat,birds mammals,5,8,7,8,3,5,"65, 89",,190,,5,subtropical/tropical/dry rainforest/coastal,,,,,,1,1,1,,1,,,,1,,,,,,,0,1000,1000,1,22,Iron Range,12.76666667,143.3166667,7,149,"Cooroy, SE Qld",26.41666667,152.9,,New Guinea & Melanesia,0,,13.7,26.4,12.8,9,9,36,36,27,27
,841,Euphorbiaceae,,Mallotus,nesophilus,,tree,20,,January,December,drupe,January,December,,,,4,10,5,11,3,5,,,190,,2.5,dry rainforest/coastal,,,,,,1,1,,,1,,1,,1,,,,,,,0,700,700,1,1,Torres Strait Islands,9.3,0,6,142,Clarke Range near Mackay,20.58333333,148.25,NT & WA,,,,11.3,11.3,0,9,9,20,20,11,11
,842,Euphorbiaceae,,Mallotus,paniculatus,,tree,10,,September,July,capsule,January,December,,,,4,6,5,8,2,4,,,190,,4,rainforest/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,0,800,800,1,1,Torres Strait Islands,9.3,0,5.5,141,Eungella,21.1,148.4333333,,Malesia & Asia,-30,,11.8,51.1,39.3,9,-30,21,21,11,51
93,843,Euphorbiaceae,,Mallotus,philippensis,Croton philippense,tree,25,0.4,January,December,capsule,January,December,Lewin's Honeyeater & Figbird,Lewins_honeyeater figbird,birds,4,8,5,12,3,5,88,152,190,,4,subtropical/tropical/littoral/riverine/dry rainforest,,,,1,1,1,,1,,1,,1,,1,,,,,,,0,1000,1000,1,1,Torres Strait Islands,9.3,0,9,150,"Hunter River, NSW",32.48333333,150.75,NT,"New Guinea, Malesia, SE Aisa & India",-20,,23.2,52.5,29.3,9,9,36,36,27,27
,844,Euphorbiaceae,,Mallotus,polyadenos,,tree,28,,January,December,capsule,January,December,,,,5,6,8,10,3,4,,,190,,3,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,0,900,900,1,2,Cape York,10.68333333,142.5166667,6,137,Proserpine area,20.4,148.5666667,,New Guinea,8,,9.7,12.4,2.7,10,10,20,20,9,12
,845,Euphorbiaceae,,Mallotus,repandus,,vine,,,September,March,capsule,December,January,,,,8,10,11,16,5,5,,,191,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,0,760,760,1,1,Torres Strait Islands,9.3,0,7,149,"Eumundi area, SE Qld",26.46666667,156.95,,"New Guinea, Malesia, Asia & India",-30,,17.2,56.5,39.3,9,-30,26,26,17,56
,846,Euphorbiaceae,,Mallotus,resinosus,,tree,6,,November,April,capsule,January,February,,,,5,7,10,13,5,5,,,191,,4,rainforest/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,400,400,1,1,Torres Strait Islands,9.3,0,2,58,Bloomfield River,15.91666667,145.35,,New Guinea & Malesia,-10,,6.6,25.9,19.3,9,-10,15,15,6,25
,847,Euphorbiaceae,,Mallotus,surculosus,"Mallotus sp. aff. Mallotus mollissimus, Mallotus sp. (Claudie River)",tree,10,,October,January,capsule,October,March,,,,4,6,7,9,4,4,,,191,,2,rainforest/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,460,460,1,19,Pascoe River near Iron Range,12.48333333,143.2666667,3,80,Cairns,16.91666667,145.7666667,,,,,4.4,4.4,0,12,12,16,16,4,4
,848,Euphorbiaceae,,Margaritaria,dubium-traceyi,,tree,18,,October,December,capsule,December,June,,,,5,7,5,7,5,5,,,191,,2.5,dry rainforest,,,,,,1,,,,,,1,,1,,1,,,,,0,700,700,1,2,Cape York,10.68333333,142.5166667,5,126,Broken River west of Townsville,19.53333333,144.9,NT,,,,8.9,8.9,0,10,10,19,19,8,8
,849,Euphorbiaceae,,Margaritaria,indica,,tree,20,,November,December,capsule,March,June,,,,7,9,7,9,3,3,,,191,,4,dry rainforest,,,,,,1,,,1,,,1,,,,,,,,,0,100,100,1,2,Cape York,10.68333333,142.5166667,1,26,Archer River,13.35,142.6,NT,"New Guinea, Malesia, SE Asia, Taiwan, Sri Lanka & India",-25,,2.7,38.4,35.7,10,-25,13,13,2,38
,850,Euphorbiaceae,,Microstachys,chamaelea,Sebastiana chamaelea,herb/shrub,1,,January,December,capsule,February,July,,,,4,7,4,7,4,5,,,192,,4,dry rainforest/coastal,,,,,,1,1,,,1,,,,1,,1,,,,,0,825,825,1,1,Torres Strait Islands,9.3,0,7,149,"Gladstone area, SE Qld",23.83333333,151.25,NT & WA,"Malesia, Asia, Sri Lanka & India",-30,,14.5,53.8,39.3,9,-30,23,23,14,53
,851,Euphorbiaceae,,Neoroepera,banksii,,shrub,2,,January,December,capsule,July,July,,,,6,10,8,10,4,5,,,192,,2,dry rainforest,,,,,,1,,,,,,1,,1,,1,,,1,,0,260,260,1,2,Cape York,10.68333333,142.5166667,1,50,Cooktown,15.46666667,145.25,,,,,4.8,4.8,0,10,10,15,15,4,4
,852,Euphorbiaceae,,Neoroepera,buxifolia,,tree,7,,May,November,capsule,November,November,,,,5,8,,,4,5,,,192,,2,dry rainforest,,,,,,1,,,1,,,,,,,,,,,,0,100,100,6,145,Marlborough,22.8,149.8833333,7,149,Mona Vale area near Rockhampton,26.23333333,144.6,,,,,3.4,3.4,0,9,9,36,36,27,27
,853,Euphorbiaceae,,Omphalea,celata,Aleurites sp. (Hazlewood Gorge),tree,12,,June,December,capsule,January,February,,,,32,45,50,70,23,26,,,192,,2,rainforest/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,0,560,560,6,132,"Gloucester Island near Bowen, Hazlewood Gorge & Homevale Station west of Eungella",20,148.45,6,132,"Gloucester Island near Bowen, Hazlewood Gorge & Homevale Station west of Eungella",20,148.45,,,,,0,0,0,20,20,20,20,0,0
,854,Euphorbiaceae,,Omphalea,papuana,Aleurites erratica,vine,,,,,drupe,June,October,Cassowary,cassowary,birds,45,60,50,67,20,30,,,192,,5,rainforest,,,,,,,,1,,,,,,,,,,,,,0,60,60,1,22,Iron Range,12.76666667,143.3166667,1,22,Iron Range,12.76666667,143.3166667,,New Guinea & Solomon Islands,8,,0,4.8,4.8,12,12,12,12,0,4
,855,Euphorbiaceae,,Omphalea,queenslandiae,,vine,,,July,November,capsule,January,December,Musky Rat-kangaroo,musky_rat-kangaroo,birds mammals,50,80,70,150,35,40,,,194,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,760,760,3,90,Bellenden Ker,17.25,145.9166667,3,105,Innisfail area,17.58333333,146.0833333,,,,,0.3,0.3,0,17,17,17,17,0.5,0.5
,856,Euphorbiaceae,,Petalostigma,banksii,,tree,6,,September,June,capsule,April,September,,,,9,17,10,16,4,7,,,194,,2.5,dry rainforest,,,,,,1,,,,,,1,,1,,,1,,,,0,500,500,1,19,Pascoe River,12.48333333,143.2666667,6,149,"Belyando River northwest of Clermont, C Qld",21.46666667,146.9,NT,,,,9,9,0,12,12,21,21,9,9
95,857,Euphorbiaceae,,Petalostigma,pubescens,"Petalostigma quadriloculare, Petalostigma quadriloculare var. pubescens, Petalostigma nummularium",tree,10,0.75,January,December,capsule,January,October,Emu,emu,birds,10,25,13,22,5,14,91,154,194,,3,dry rainforest,,,,,,1,,,,,,,,1,,,1,,,,0,950,950,1,1,Torres Strait Islands,9.3,0,8,150,"Clarence River, NSW",29.48333333,152.6666667,NT & WA,New Guinea,8,,20.2,21.5,1.3,9,9,36,36,27,27
96,,Euphorbiaceae,,Petalostigma,triloculare,"Petalostigma quadriloculare var.glabrescens, Petalostigma glabrescens",tree,15,0.25,July,January,drupe,March,October,,,,10,17,10,17,5,7,91,154,,,2.1,dry rainforest,1,,,,,1,,,,,,,,,,,,,,,,,,7,149,"Tewantin, Qld",26.36666667,152.9166667,9,150,"Kangaroo River SF, NSW",30.3,0,,,,,3.9,3.9,0,9,9,36,36,27,27
,858,Euphorbiaceae,,Phyllanthus,brassii,,shrub,2.5,,September,November (March & April),capsule,November,December,,,,4,5,4,5,2,2,,,195,,2,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,300,1260,960,2,58,Bloomfield River,15.91666667,145.35,2,69,Whyanbeel near Mossman,16.36666667,145.3666667,,,,,0.5,0.5,0,15,15,16,16,0.5,0.5
,859,Euphorbiaceae,,Phyllanthus,clamboides,,tree,9,,September,January (April),capsule,February,April,,,,6,7,9,10,4,4,,,195,,5,rainforest,,,,,,,,1,,,,,,,,,,,,,0,800,800,1,50,Cooktown,15.46666667,145.25,3,105,Innisfail area,17.58333333,146.0833333,,New Guinea & Solomon Islands,8,,2.1,9.6,7.5,15,15,17,17,2,9
,860,Euphorbiaceae,,Phyllanthus,cuscutiflorus,,tree,10,,August,April,capsule,June,February,,,,3,3,4,5,1,2,,,195,,3,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,700,700,1,22,Iron Range,12.76666667,143.3166667,3,92,Lake Eacham,17.28333333,145.6333333,,New Guinea,8,,4.5,9.3,4.8,12,12,17,17,4,9
,861,Euphorbiaceae,,Phyllanthus,gunnii,Phyllanthus gasstroemii,shrub,2,,September,April,capsule,February,(October),,,,3,4,3,4,5,5,,,195,,2.5,cool temperate/warm temperate/subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,,1,,,,200,740,540,6,131,Ravenswood near Charters Towers,20.08333333,146.8833333,11,152,VIC & TAS,37,0,"NT, WA & SA",,,,16.9,16.9,0,9,9,36,36,27,27
,862,Euphorbiaceae,,Phyllanthus,hypospodius,,shrub,3,,January,December,capsule,June,February,,,,5,5,6,8,,,,,195,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,800,800,1,50,Cooktown,15.46666667,145.25,3,100,Topaz,17.41666667,145.7,,,,,2,2,0,15,15,17,17,2,2
,863,Euphorbiaceae,,Phyllanthus,lamprophyllus,Phyllanthus sp. (Pascoe River),shrub,4,,November,August,capsule,October,January,,,,8,8,,,4,4,,,196,,2,rainforest/dry rainforest/coastal,,,,,,1,1,1,,1,,1,,1,,1,,,,,0,960,960,1,11,Dulhunty River north of Weipa,12,142.1166667,6,143,Carmila area south of Sarina,21.9,149.4,,,,,9.9,9.9,0,12,12,21,21,9,9
,864,Euphorbiaceae,,Phyllanthus,novae-hollandiae,,vine/shrub,6,,January,December,capsule,January,December,,,,5,5,4,7,,,,,196,,3,dry rainforest,,,,,,1,,,1,,,1,,1,,1,,,,,0,800,800,1,1,Torres Strait Islands,9.3,0,6,144,Shoalwater Bay near Rockhampton,22.33333333,150.3833333,NT,New Guinea,8,,13,14.3,1.3,9,9,22,22,13,14
,865,Euphorbiaceae,,Phyllanthus,paraelongipes,,tree,20,,October,April,capsule,December,January (June & July),,,,5,6,6,7,2,2,,,196,,3,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,300,300,1,22,Iron Range,12.76666667,143.3166667,1,50,Cooktown,15.46666667,145.25,,New Guinea,8,,2.7,7.5,4.8,12,12,15,15,2,7
,866,Euphorbiaceae,,Phyllanthus,reticulatus,,vine/shrub,4,,April,October,capsule,June,February,,,,9,9,9,9,2,4,,,196,,4,dry rainforest,,,,,,1,,,,,,,,1,,,,,,,0,950,950,1,2,Cape York,10.68333333,142.5166667,7,149,Hillsborough,27.5,148.2333333,,"New Guinea, Malesia & Melanesia",-10,,16.8,37.5,20.7,9,9,36,36,27,27
,,Euphorbiaceae,,Phyllanthus,sauropodoides,,shrub?,,,,,capsule?,,,,,,,,,,,,,,,"Airy Shaw, H. K. 1980. New or noteworthy Australian euphorbiaceae - II. Muelleria 4(3): 216",2.1,subtropical rainforest,,,,,,,,,,,,,,,,,,,,,,,,7,149,Bulburin Forest 10km E of Builyan 24 31 & 151 28,24.51666667,151.4666667,7,149,Bulburin Forest 10km E of Builyan 24 31 & 151 28,24.51666667,151.4666667,,,,,0,0,0,,,,,,
,,Euphorbiaceae,,Phyllanthus,sp.,,,,,,,,,,,,,,,,,,,,,,ORE113,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,9,36,36,27,27
,,Euphorbiaceae,,Phyllanthus,sp. (Bulburin),,shrub?,,,,,capsule?,,,,,,,,,,,,,,,,2.1,subtropical rainforest,,,,,,,,,,,,,,,,,,,,,,,,7,149,Bulburin,24.51666667,151.4666667,7,149,Bulburin,24.51666667,151.4666667,,,,,0,0,0,,,,,,
,867,Euphorbiaceae,,Phyllanthus,subcrenulatus,,herb/shrub,2,,January,September,capsule,January,May,,,,6,6,6,6,2,2,,,196,,2,warm temperate/subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,1,,,,80,850,770,6,142,Clarke Range near Mackay,20.58333333,148.25,9,150,"Tamworth, NSW",31.08333333,150.9166667,,,,,10.5,10.5,0,9,9,36,36,27,27
,868,Euphorbiaceae,,Phyllanthus,tenellus,Phyllanthus brisbanicus,herb/shrub,1,,January,December,capsule,April,May,,,,1,2,1,2,1,1,,,196,Introduced,,rainforest/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,800,800,1,10,Hannibal Island near Shelburne Bay,11.58333333,142.9333333,8,150,NSW,29.5,0,,Mauritious or Madagascar,,,17.9,17.9,0,11,11,29,29,17,17
,869,Euphorbiaceae,,Pimelodendron,amboinicum,,tree,35,,October,November,capsule,January,February,,,,25,50,15,25,15,15,,,196,,5,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,400,400,1,2,Cape York,10.68333333,142.5166667,1,28,McIlwraith Range,13.75,143.3333333,,"New Guinea, Solomon Islands & Ambon",8,,3.1,5.8,2.7,10,10,13,13,3,5
,870,Euphorbiaceae,,Ricinocarpos,ledifolius,,shrub,4,,January,December,capsule,December,March,,,,8,8,10,12,4,5,88,,196,,2,dry rainforest,,,,,,1,,,,,,1,,1,,,,,,,0,700,700,2,71,McLeod River north of Mareeba,16.5,145,7,149,"Darling Downs (Irvingdale on Darling Downs, SE Qld)",27.16666667,151.5,,,,,10.7,10.7,0,9,9,36,36,27,27
