species,survey,Site,"Latitude, Longitude",Month of Survey,Day,Time,Patch,Umbel phase,#umbel/patch,Date,collection_date,pollinator_raw,flower_visitor,trait_name,pollinator_counts
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,1,male,7,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,8
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,1,male,7,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,1,female,4,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,2,male,12,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,11
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,2,male,12,23/12/2003,2003-12-23,Stripey fly,fly,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,2,male,12,23/12/2003,2003-12-23,Butterfly / moth,lepidoptera,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,3,male,7,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,3,male,7,23/12/2003,2003-12-23,Stripey fly,fly,pollination_vector_possible,4
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,3,male,7,23/12/2003,2003-12-23,Butterfly / moth,lepidoptera,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,3,female,7,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,3,female,7,23/12/2003,2003-12-23,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,4,male,10,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,8
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,4,male,10,23/12/2003,2003-12-23,beetle,beetle,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,4,male,10,23/12/2003,2003-12-23,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,5,male,11,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,13
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,5,male,11,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,5
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,5,male,11,23/12/2003,2003-12-23,Butterfly / moth,lepidoptera,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,5,female,5,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,5,female,5,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,6,male,7,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,12pm,6,male,7,23/12/2003,2003-12-23,Butterfly / moth,lepidoptera,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,1,male,9,22/12/2003,2003-12-22,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,1,male,9,22/12/2003,2003-12-22,Butterfly / moth,lepidoptera,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,2,male,10,22/12/2003,2003-12-22,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,2,male,10,22/12/2003,2003-12-22,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,2,male,10,22/12/2003,2003-12-22,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,2,male,10,22/12/2003,2003-12-22,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,2,male,10,22/12/2003,2003-12-22,Butterfly / moth,lepidoptera,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,3,male,6,22/12/2003,2003-12-22,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,4
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,3,male,6,22/12/2003,2003-12-22,Ant,ant,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,3,female,7,22/12/2003,2003-12-22,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,3,female,7,22/12/2003,2003-12-22,Ant,ant,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,4,male,12,22/12/2003,2003-12-22,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,10
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,4,male,12,22/12/2003,2003-12-22,Stripey fly,fly,pollination_vector_possible,6
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,4,male,12,22/12/2003,2003-12-22,Mosquito fly,mosquito,pollination_vector_possible,5
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,4,female,5,22/12/2003,2003-12-22,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,6,male,11,22/12/2003,2003-12-22,Stripey fly,fly,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,2,3pm,6,male,11,22/12/2003,2003-12-22,Mosquito fly,mosquito,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,1,male,7,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,1,male,7,24/12/2003,2003-12-24,Mosquito fly,mosquito,pollination_vector_possible,4
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,1,female,3,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,3,male,7,24/12/2003,2003-12-24,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,4,male,7,24/12/2003,2003-12-24,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,4,male,7,24/12/2003,2003-12-24,Hoverfly,hoverfly,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,4,male,7,24/12/2003,2003-12-24,Mosquito fly,mosquito,pollination_vector_possible,4
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,4,female,6,24/12/2003,2003-12-24,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,5,male,11,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,6,male,7,24/12/2003,2003-12-24,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,9am,6,male,7,24/12/2003,2003-12-24,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,1,male,7,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,1,male,7,24/12/2003,2003-12-24,Mosquito fly,mosquito,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,1,female,3,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,1,female,3,24/12/2003,2003-12-24,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,2,male,8,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,8
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,2,male,8,24/12/2003,2003-12-24,Butterfly / moth,lepidoptera,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,2,female,4,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,2,female,4,24/12/2003,2003-12-24,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,3,male,7,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,13
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,3,male,7,24/12/2003,2003-12-24,Fly,fly,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,3,female,5,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,4,male,7,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,4
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,4,male,7,24/12/2003,2003-12-24,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,4,female,6,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,4,female,6,24/12/2003,2003-12-24,beetle,beetle,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,5,male,11,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,5,male,11,24/12/2003,2003-12-24,Ant,ant,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,6,male,7,24/12/2003,2003-12-24,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,12pm,6,male,7,24/12/2003,2003-12-24,Fly,fly,pollination_vector_possible,4
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,1,male,7,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,1,female,4,23/12/2003,2003-12-23,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,2,male,12,23/12/2003,2003-12-23,Wasp,wasp,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,2,male,12,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,3,male,7,23/12/2003,2003-12-23,Ant,ant,pollination_vector_possible,2
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,3,male,7,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,4,male,10,23/12/2003,2003-12-23,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Myall Lakes NP,"32°30′S, 152°21′E",,3,3pm,5,male,11,23/12/2003,2003-12-23,Mosquito fly,mosquito,pollination_vector_possible,2
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,9am,1,female,7,13/1/2004,2004-01-13,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,9am,6,female,3,13/1/2004,2004-01-13,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,1,female,7,13/1/2004,2004-01-13,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,5,male,9,13/1/2004,2004-01-13,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,5,female,2,13/1/2004,2004-01-13,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,6,male,13,13/1/2004,2004-01-13,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,6,male,13,13/1/2004,2004-01-13,Fly,fly,pollination_vector_possible,2
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,6,male,13,13/1/2004,2004-01-13,green flower spider,spider,flower_visitor,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,12pm,6,female,3,13/1/2004,2004-01-13,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,3pm,5,male,9,13/1/2004,2004-01-13,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,1,3pm,6,female,3,13/1/2004,2004-01-13,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,9am,1,male,12,14/1/2004,2004-01-14,Hoverfly,hoverfly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,9am,2,male,8,14/1/2004,2004-01-14,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,9am,5,male,9,14/1/2004,2004-01-14,Fly,fly,pollination_vector_possible,5
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,9am,5,female,2,14/1/2004,2004-01-14,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,9am,6,male,9,14/1/2004,2004-01-14,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,9am,6,female,7,14/1/2004,2004-01-14,Fly,fly,pollination_vector_possible,3
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,2,male,8,14/1/2004,2004-01-14,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,3,male,8,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,3,male,8,14/1/2004,2004-01-14,Hoverfly,hoverfly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,3,male,8,14/1/2004,2004-01-14,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,3,female,3,14/1/2004,2004-01-14,Hoverfly,hoverfly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,4,male,7,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,5,male,9,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,4
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,5,female,2,14/1/2004,2004-01-14,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,6,male,9,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,6,male,9,14/1/2004,2004-01-14,Fly,fly,pollination_vector_possible,2
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,6,female,7,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,12pm,6,female,7,14/1/2004,2004-01-14,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,3pm,1,male,12,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,3pm,1,male,12,14/1/2004,2004-01-14,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,3pm,1,female,11,14/1/2004,2004-01-14,Stripey fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,3pm,3,male,8,14/1/2004,2004-01-14,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,3pm,5,female,2,14/1/2004,2004-01-14,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,2,3pm,6,male,9,14/1/2004,2004-01-14,Wasp,wasp,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,9am,3,male,9,15/1/2004,2004-01-15,Mosquito fly,mosquito,pollination_vector_possible,2
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,9am,3,female,3,15/1/2004,2004-01-15,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,9am,3,female,3,15/1/2004,2004-01-15,green flower spider,spider,flower_visitor,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,12pm,1,male,12,15/1/2004,2004-01-15,Ant,ant,pollination_vector_possible,4
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,12pm,1,female,11,15/1/2004,2004-01-15,Ant,ant,pollination_vector_possible,6
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,12pm,2,male,6,15/1/2004,2004-01-15,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,1,male,12,15/1/2004,2004-01-15,Ant,ant,pollination_vector_possible,7
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,1,female,11,15/1/2004,2004-01-15,Ant,ant,pollination_vector_possible,9
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,1,female,11,15/1/2004,2004-01-15,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,2,female,5,15/1/2004,2004-01-15,Ant,ant,pollination_vector_possible,2
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,3,male,9,15/1/2004,2004-01-15,green bug,hemiptera,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,5,male,6,15/1/2004,2004-01-15,Fly,fly,pollination_vector_possible,1
Trachymene incisa,2004,Tomago Sandbeds,"32°47′S, 151°51′E",,3,3pm,6,female,9,15/1/2004,2004-01-15,Fly,fly,pollination_vector_possible,2
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,9am,3,male,6,28/1/2004,2004-01-28,Hoverfly,hoverfly,pollination_vector_possible,2
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,9am,3,female,6,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,1,male,9,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,2
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,1,female,7,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,1,female,7,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,2,male,11,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,9
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,2,male,11,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,2,male,11,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,5
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,2,female,4,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,4
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,3,male,6,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,4,male,8,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,4,female,6,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,5,male,12,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,4
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,5,female,3,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,5,female,3,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,5,female,3,28/1/2004,2004-01-28,green flower spider,spider,flower_visitor,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,6,male,10,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,12pm,6,male,10,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,7
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,1,male,9,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,3
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,1,male,9,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,4
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,1,female,7,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,1,female,7,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,4
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,2,male,11,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,3
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,3,male,6,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,3
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,3,female,6,28/1/2004,2004-01-28,"Native bee (Colletidae, Halictidae)",colletidae sweat_bee,pollination_vector_possible,2
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,4,male,8,28/1/2004,2004-01-28,Ant,ant,pollination_vector_possible,1
Trachymene incisa,2004,Agnes Banks Nature Reserve,"33°39′S, 150°41′E",,1,3pm,4,male,8,28/1/2004,2004-01-28,Mosquito fly,mosquito,pollination_vector_possible,1
