material,Abbreviation,replicate,length (mm),width (mm),thickness (mm),NEWthickness (mm),actual mass (g),dry mass (g),scanned area (cm2),SA (cm2),volume (cm3),SA:V (1/cm),density (dry mass) (g/cm3),density (actual mass) (g/cm3),FMC  (% odw),SLA* (cm2/g),N (%mass),P (%mass),lignin (%mass),tannin (%mass),ignition Y/N,TTI (s),FD (s),SD (s),TBT (s),Genus,Species,Family,Rainfall a,Soil P b,taxon,site_conditions,site_name,senesced_leaf_N_per_dry_mass,senesced_leaf_P_per_dry_mass,SLA
SENESCED,Eri_aus,2,NA,NA,NA,0.59,NA,NA,2,NA,0.12,33.9,NA,0.47,NA,35.71,NA,NA,16.89,12.54,1,7.7,2.9,19.1,22,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,3,NA,NA,NA,0.45,NA,NA,1.5,NA,0.07,44.44,NA,0.5,NA,44.12,NA,NA,16.89,12.54,1,3.7,3.5,9.2,12.7,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,4,NA,NA,NA,0.5,NA,NA,1.2,NA,0.06,40,NA,0.57,NA,35.29,NA,NA,16.89,12.54,1,5.6,3,11.2,14.2,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,5,NA,NA,NA,0.53,NA,NA,1.1,NA,0.06,37.74,NA,0.53,NA,35.48,NA,NA,16.89,12.54,1,4.4,4.6,11.6,16.2,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,6,NA,NA,NA,0.36,NA,NA,1,NA,0.04,55.56,NA,0.61,NA,45.45,NA,NA,16.89,12.54,0,NA,NA,NA,NA,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,7,NA,NA,NA,0.45,NA,NA,1.3,NA,0.06,44.44,NA,0.51,NA,43.33,NA,NA,16.89,12.54,1,3.2,1.8,10.2,12,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,8,NA,NA,NA,0.59,NA,NA,1.6,NA,0.09,33.9,NA,0.48,NA,35.56,NA,NA,16.89,12.54,1,6.1,6.3,11.9,18.2,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,9,NA,NA,NA,0.61,NA,NA,0.6,NA,0.04,32.79,NA,0.55,NA,30,NA,NA,16.89,12.54,0,NA,NA,NA,NA,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Eri_aus,10,NA,NA,NA,0.38,NA,NA,1.5,NA,0.06,52.63,NA,0.54,NA,48.39,NA,NA,16.89,12.54,1,4.5,2,11.9,13.9,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,0.5,0.006,NA
SENESCED,Euc_dum,1,NA,NA,NA,0.67,NA,NA,20.3,NA,1.36,29.85,NA,0.88,NA,16.99,NA,NA,13.98,14.45,1,8.9,10.3,90.5,100.8,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,2,NA,NA,NA,0.65,NA,NA,14.1,NA,0.92,30.77,NA,0.72,NA,21.4,NA,NA,13.98,14.45,1,5.1,13.2,53.9,67.1,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,3,NA,NA,NA,0.51,NA,NA,10.5,NA,0.54,39.22,NA,0.66,NA,29.75,NA,NA,13.98,14.45,1,4.1,8.2,34.4,42.6,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,4,NA,NA,NA,0.63,NA,NA,8.2,NA,0.52,31.75,NA,0.69,NA,22.91,NA,NA,13.98,14.45,1,5.8,14.2,48.2,62.4,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,5,NA,NA,NA,0.69,NA,NA,14.2,NA,0.98,28.99,NA,0.53,NA,27.26,NA,NA,13.98,14.45,1,4.1,10.1,35.4,45.5,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,6,NA,NA,NA,0.64,NA,NA,12.1,NA,0.77,31.25,NA,0.7,NA,22.41,NA,NA,13.98,14.45,1,5.9,10.3,40.2,50.5,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,7,NA,NA,NA,0.56,NA,NA,6.7,NA,0.38,35.71,NA,0.67,NA,26.59,NA,NA,13.98,14.45,1,4.8,15.2,32.6,47.8,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,8,NA,NA,NA,0.58,NA,NA,12.2,NA,0.71,34.48,NA,0.72,NA,24.11,NA,NA,13.98,14.45,1,5.4,9.2,50.4,59.6,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,9,NA,NA,NA,0.48,NA,NA,8,NA,0.38,41.67,NA,0.72,NA,28.88,NA,NA,13.98,14.45,1,4.4,6,36.9,42.9,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_dum,10,NA,NA,NA,0.62,NA,NA,10.4,NA,0.64,32.26,NA,0.81,NA,19.96,NA,NA,13.98,14.45,1,5.3,13.3,60.1,73.4,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,0.39,0.012,NA
SENESCED,Euc_hae,1,NA,NA,NA,0.68,NA,NA,32.5,NA,2.21,29.41,NA,0.5,NA,29.57,NA,NA,24.05,15.08,1,3.5,11.8,42.8,54.6,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,2,NA,NA,NA,0.56,NA,NA,21.9,NA,1.23,35.71,NA,0.64,NA,27.79,NA,NA,24.05,15.08,1,3.9,10.1,56.4,66.5,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,3,NA,NA,NA,0.67,NA,NA,26.7,NA,1.79,29.85,NA,0.49,NA,30.44,NA,NA,24.05,15.08,1,4.2,7.7,53.2,60.9,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,4,NA,NA,NA,0.55,NA,NA,31.6,NA,1.74,36.36,NA,0.6,NA,30.27,NA,NA,24.05,15.08,1,4.3,13.6,50.5,64.1,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,5,NA,NA,NA,0.57,NA,NA,29.9,NA,1.7,35.09,NA,0.52,NA,34.05,NA,NA,24.05,15.08,0,NA,NA,NA,NA,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,6,NA,NA,NA,0.5,NA,NA,26.6,NA,1.33,40,NA,0.67,NA,29.72,NA,NA,24.05,15.08,1,4.1,11.5,63.8,75.3,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,7,NA,NA,NA,0.64,NA,NA,20.9,NA,1.34,31.25,NA,0.56,NA,28.05,NA,NA,24.05,15.08,1,4.6,12.1,49.2,61.3,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,8,NA,NA,NA,0.59,NA,NA,31.8,NA,1.88,33.9,NA,0.59,NA,28.67,NA,NA,24.05,15.08,1,4.7,15,50.4,65.4,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,9,NA,NA,NA,0.6,NA,NA,32,NA,1.92,33.33,NA,0.65,NA,25.48,NA,NA,24.05,15.08,1,5.1,11.1,48.6,59.7,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_hae,10,NA,NA,NA,0.68,NA,NA,24.2,NA,1.65,29.41,NA,0.67,NA,22.1,NA,NA,24.05,15.08,1,5.6,11.8,71.1,82.9,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,0.56,0.007,NA
SENESCED,Euc_int,2,NA,NA,NA,0.46,NA,NA,11,NA,0.51,43.48,NA,0.47,NA,46.22,NA,NA,20.99,7.73,1,2.6,3.7,30.3,34,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,3,NA,NA,NA,0.48,NA,NA,10.2,NA,0.49,41.67,NA,0.48,NA,43.59,NA,NA,20.99,7.73,1,3.2,4.1,27.7,31.8,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,4,NA,NA,NA,0.45,NA,NA,10.8,NA,0.49,44.44,NA,0.44,NA,50.23,NA,NA,20.99,7.73,1,2.2,3.2,28.9,32.1,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,5,NA,NA,NA,0.41,NA,NA,8.2,NA,0.34,48.78,NA,0.64,NA,38.32,NA,NA,20.99,7.73,1,3.2,4.5,29.3,33.8,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,6,NA,NA,NA,0.5,NA,NA,18.8,NA,0.94,40,NA,0.52,NA,38.29,NA,NA,20.99,7.73,1,3.5,3.5,36,39.5,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,7,NA,NA,NA,0.47,NA,NA,17.2,NA,0.81,42.55,NA,0.5,NA,42.79,NA,NA,20.99,7.73,1,3.1,5.2,42,47.2,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,8,NA,NA,NA,0.4,NA,NA,11.1,NA,0.44,50,NA,0.51,NA,49.33,NA,NA,20.99,7.73,1,3.2,4.1,28.9,33,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,9,NA,NA,NA,0.47,NA,NA,7.4,NA,0.35,42.55,NA,0.6,NA,35.75,NA,NA,20.99,7.73,1,2.7,3.8,42.1,45.9,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_int,10,NA,NA,NA,0.39,NA,NA,8.5,NA,0.33,51.28,NA,0.64,NA,40.28,NA,NA,20.99,7.73,1,3.3,3.2,28.7,31.9,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,0.8,0.035,NA
SENESCED,Euc_soc,1,NA,NA,NA,0.52,NA,NA,12.7,NA,0.66,38.46,NA,0.75,NA,25.76,NA,NA,12.9,11.11,1,5,8.3,46.5,54.8,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,2,NA,NA,NA,0.65,NA,NA,13,NA,0.85,30.77,NA,0.72,NA,21.28,NA,NA,12.9,11.11,1,7.3,9.6,55.7,65.3,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,3,NA,NA,NA,0.68,NA,NA,13,NA,0.88,29.41,NA,0.65,NA,22.69,NA,NA,12.9,11.11,1,5.3,12.7,59.7,72.4,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,4,NA,NA,NA,0.56,NA,NA,10.5,NA,0.59,35.71,NA,0.78,NA,22.83,NA,NA,12.9,11.11,1,5.8,6.5,50.3,56.8,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,5,NA,NA,NA,0.5,NA,NA,5.9,NA,0.3,40,NA,0.78,NA,25.65,NA,NA,12.9,11.11,1,5.7,10.1,32.3,42.4,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,6,NA,NA,NA,0.62,NA,NA,8,NA,0.5,32.26,NA,0.62,NA,25.89,NA,NA,12.9,11.11,1,5.8,9.3,33.5,42.8,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,7,NA,NA,NA,0.55,NA,NA,5.4,NA,0.3,36.36,NA,0.69,NA,26.34,NA,NA,12.9,11.11,1,5.8,9.5,24.2,33.7,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,8,NA,NA,NA,0.45,NA,NA,13.3,NA,0.6,44.44,NA,0.65,NA,34.02,NA,NA,12.9,11.11,1,4,3.9,40.5,44.4,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,9,NA,NA,NA,0.5,NA,NA,8.2,NA,0.41,40,NA,0.71,NA,28.28,NA,NA,12.9,11.11,1,4.7,9.4,34.3,43.7,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_soc,10,NA,NA,NA,0.47,NA,NA,6.5,NA,0.31,42.55,NA,0.85,NA,25,NA,NA,12.9,11.11,1,5.1,5.8,34.1,39.9,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,0.74,0.018,NA
SENESCED,Euc_umb,1,NA,NA,NA,0.43,NA,NA,24.5,NA,1.05,46.51,NA,0.42,NA,55.06,NA,NA,26.96,15.48,1,2.7,8,33.9,41.9,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,2,NA,NA,NA,0.7,NA,NA,41.8,NA,2.93,28.57,NA,0.33,NA,42.87,NA,NA,26.96,15.48,1,3.9,10.6,49.4,60,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,3,NA,NA,NA,0.45,NA,NA,34,NA,1.53,44.44,NA,0.44,NA,50.6,NA,NA,26.96,15.48,1,2.7,8.8,46.5,55.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,4,NA,NA,NA,0.49,NA,NA,31.2,NA,1.53,40.82,NA,0.51,NA,40.26,NA,NA,26.96,15.48,1,3.5,16,53.3,69.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,5,NA,NA,NA,0.52,NA,NA,16.4,NA,0.85,38.46,NA,0.51,NA,37.44,NA,NA,26.96,15.48,1,4.3,4.5,40,44.5,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,6,NA,NA,NA,0.45,NA,NA,11.7,NA,0.53,44.44,NA,0.48,NA,46.25,NA,NA,26.96,15.48,1,3.1,8.8,37.8,46.6,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,7,NA,NA,NA,0.61,NA,NA,14.9,NA,0.91,32.79,NA,0.5,NA,32.96,NA,NA,26.96,15.48,1,4,14.8,42.2,57,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,8,NA,NA,NA,0.45,NA,NA,22.9,NA,1.03,44.44,NA,0.61,NA,36.46,NA,NA,26.96,15.48,1,3.1,9,51.5,60.5,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,9,NA,NA,NA,0.62,NA,NA,13.1,NA,0.81,32.26,NA,0.69,NA,23.27,NA,NA,26.96,15.48,1,4.3,9,72.5,81.5,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Euc_umb,10,NA,NA,NA,0.38,NA,NA,20.8,NA,0.79,52.63,NA,0.58,NA,45.02,NA,NA,26.96,15.48,1,2.9,10.2,36.3,46.5,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,0.5,0.012,NA
SENESCED,Gei_par,2,NA,NA,NA,0.31,NA,NA,6.6,NA,0.2,64.52,NA,0.87,NA,36.87,NA,NA,12.3,9.54,1,4.4,3.1,20.7,23.8,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,3,NA,NA,NA,0.31,NA,NA,6.2,NA,0.19,64.52,NA,0.86,NA,37.35,NA,NA,12.3,9.54,0,NA,NA,NA,NA,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,4,NA,NA,NA,0.3,NA,NA,3.2,NA,0.1,66.67,NA,0.94,NA,35.56,NA,NA,12.3,9.54,1,4.8,1.5,12.6,14.1,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,5,NA,NA,NA,0.3,NA,NA,3.9,NA,0.12,66.67,NA,0.91,NA,36.79,NA,NA,12.3,9.54,1,4.2,1.8,13.3,15.1,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,6,NA,NA,NA,0.34,NA,NA,8,NA,0.27,58.82,NA,0.9,NA,32.65,NA,NA,12.3,9.54,1,4,4,19.8,23.8,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,7,NA,NA,NA,0.37,NA,NA,5.7,NA,0.21,54.05,NA,0.62,NA,43.51,NA,NA,12.3,9.54,1,4.3,2.7,16.5,19.2,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,8,NA,NA,NA,0.33,NA,NA,4.8,NA,0.16,60.61,NA,0.75,NA,40.34,NA,NA,12.3,9.54,1,3.7,2.2,14.3,16.5,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,9,NA,NA,NA,0.35,NA,NA,5,NA,0.18,57.14,NA,0.86,NA,33.33,NA,NA,12.3,9.54,1,3.8,3.4,13.3,16.7,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gei_par,10,NA,NA,NA,0.42,NA,NA,5.5,NA,0.23,47.62,NA,0.57,NA,41.67,NA,NA,12.3,9.54,1,3.3,4.9,18.6,23.5,Geijera,parviflora,Rutaceae,low,high,Geijera parviflora,low rainfall high soil P,Round Hill woodland,1.29,0.051,NA
SENESCED,Gre_spe,1,NA,NA,NA,0.77,NA,NA,1.8,NA,0.14,25.97,NA,0.22,NA,58.06,NA,NA,28.86,10.6,1,4.3,7.7,7.7,15.4,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,2,NA,NA,NA,0.73,NA,NA,1.8,NA,0.13,27.4,NA,0.27,NA,51.43,NA,NA,28.86,10.6,1,4.8,4.3,13.4,17.7,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,3,NA,NA,NA,0.68,NA,NA,1.5,NA,0.1,29.41,NA,0.25,NA,60,NA,NA,28.86,10.6,1,5.3,2.7,7.4,10.1,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,4,NA,NA,NA,0.73,NA,NA,1.5,NA,0.11,27.4,NA,0.21,NA,65.22,NA,NA,28.86,10.6,1,3.5,4.2,6,10.2,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,5,NA,NA,NA,0.83,NA,NA,1.3,NA,0.11,24.1,NA,0.21,NA,56.52,NA,NA,28.86,10.6,1,2.9,6.1,7.2,13.3,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,6,NA,NA,NA,0.74,NA,NA,1.5,NA,0.11,27.03,NA,0.29,NA,46.88,NA,NA,28.86,10.6,1,6.6,9.1,10.7,19.8,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,7,NA,NA,NA,0.77,NA,NA,1.5,NA,0.12,25.97,NA,0.25,NA,51.72,NA,NA,28.86,10.6,1,4.5,6.1,10.6,16.7,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,8,NA,NA,NA,0.58,NA,NA,1.6,NA,0.09,34.48,NA,0.28,NA,61.54,NA,NA,28.86,10.6,1,3.4,2.8,9,11.8,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,9,NA,NA,NA,0.73,NA,NA,1.3,NA,0.09,27.4,NA,0.26,NA,52,NA,NA,28.86,10.6,1,4.3,4.2,11.5,15.7,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Gre_spe,10,NA,NA,NA,0.65,NA,NA,0.8,NA,0.05,30.77,NA,0.4,NA,38.1,NA,NA,28.86,10.6,1,5,4.2,7.6,11.8,Grevillea,speciosa,Proteaceae,high,low,Grevillea speciosa,high rainfall low soil P,Kuring-gai NP lowP,0.42,0.007,NA
SENESCED,Hak_dac,1,NA,NA,NA,0.59,NA,NA,9.7,NA,0.57,33.9,NA,0.63,NA,27.02,NA,NA,22.85,9.18,1,7,5.6,29.8,35.4,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,2,NA,NA,NA,0.69,NA,NA,14.1,NA,0.97,28.99,NA,0.45,NA,32.49,NA,NA,22.85,9.18,1,4.2,6.5,24.7,31.2,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,3,NA,NA,NA,0.69,NA,NA,10.4,NA,0.72,28.99,NA,0.5,NA,29.05,NA,NA,22.85,9.18,1,5.4,8.8,28.5,37.3,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,4,NA,NA,NA,0.63,NA,NA,7.4,NA,0.47,31.75,NA,0.42,NA,37.37,NA,NA,22.85,9.18,1,5.7,5.6,23.6,29.2,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,5,NA,NA,NA,0.65,NA,NA,7.7,NA,0.5,30.77,NA,0.53,NA,28.84,NA,NA,22.85,9.18,1,4.9,7.4,35.6,43,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,6,NA,NA,NA,0.74,NA,NA,11.4,NA,0.84,27.03,NA,0.34,NA,39.18,NA,NA,22.85,9.18,1,4.8,4.3,23,27.3,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,7,NA,NA,NA,0.79,NA,NA,13.7,NA,1.08,25.32,NA,0.4,NA,31.64,NA,NA,22.85,9.18,1,5.5,5.1,34.6,39.7,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
SENESCED,Hak_dac,8,NA,NA,NA,0.7,NA,NA,10.3,NA,0.72,28.57,NA,0.59,NA,24.18,NA,NA,22.85,9.18,1,7.3,6,28.1,34.1,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,0.33,0.002,NA
