Obs,HHMMSS,Species,Growth.Form,Tree,Tree.code,Leaf,,Photo,Cond,Ci,Trmmol,VpdL,Tair,Tleaf,TBlk,RH_S,PARi,PARo,Trans,Tl_Ta,Ci_Ca,WUE
15,9:32:04,ICH,Liana,3,ICH_3,3,ICH_3_3,21.20859159,0.13319594,103.1570506,1.795755312,1.375487794,29.61099434,30.30244446,30.11440468,71.03728485,1999.391113,7.119375229,0.001795755,2.733324527,0.276189417,11.8104017
16,9:36:32,NEO,Liana,3,NEO_3,1,NEO_3_1,17.10916867,0.069203551,-28.67388274,1.108055064,1.597395626,29.51050568,30.98241425,30.11241722,70.24086761,1999.588989,6.987864971,0.001108055,2.97678692,-0.075509732,15.44072062
17,9:38:30,NEO,Liana,3,NEO_3,2,NEO_3_2,15.87756764,0.078766171,44.40943679,1.179689577,1.499477273,29.48345947,30.67770195,30.1119442,70.83883667,2000.162231,6.675941944,0.00117969,2.981561283,0.116929179,13.45910648
18,9:40:43,NEO,Liana,3,NEO_3,3,NEO_3_3,16.96952182,0.082723841,37.12410958,1.228987303,1.488452711,29.51540375,30.91545486,30.11380768,72.43577576,1998.540039,15.60394192,0.001228987,2.922650161,0.098058995,13.80772754
19,9:57:38,MUC,Liana,1,MUC_1,1,MUC_1_1,16.55473266,0.07052239,-7.021778205,1.106141741,1.566024075,29.41870689,30.80239487,30.11372375,70.25721741,1998.641724,43.00753021,0.001106142,2.989490502,-0.01841285,14.9661947
20,10:00:30,MUC,Liana,1,MUC_1,2,MUC_1_2,17.81189729,0.09208729,55.32569436,1.46279495,1.597866187,29.45563316,30.832407,30.11597824,69.52183533,2000.776978,69.0521698,0.001462795,2.809452446,0.145951102,12.17661935
21,10:02:46,MUC,Liana,1,MUC_1,3,MUC_1_3,17.03097203,0.08342005,40.26053903,1.235963379,1.487533693,29.40782166,30.22584915,30.11662674,68.69182587,1999.129639,70.59400177,0.001235963,3.005784325,0.105881789,13.77951185
22,10:14:21,CAR,Tree,3,CAR_3,1,CAR_3_1,15.81431363,0.114344751,144.3264621,1.50924997,1.336912456,29.49127388,30.21328163,30.11680412,71.92722321,1999.492554,2.015901566,0.00150925,2.878262033,0.38085154,10.47826002
23,10:16:06,CAR,Tree,3,CAR_3,2,CAR_3_2,17.14339405,0.083234373,34.45625909,1.20566558,1.450951142,29.51408958,30.65369415,30.11445236,71.73853302,2000.65332,25.40442085,0.001205666,2.976831059,0.091357088,14.21902917
24,10:18:19,CAR,Tree,3,CAR_3,3,CAR_3_3,20.19068167,0.132132362,115.8280657,1.699411425,1.309849286,29.52079582,30.34614563,30.11556435,73.25344086,2000.121582,24.23648071,0.001699411,2.765627772,0.308617209,11.88098502
25,10:26:43,AGY,Tree,3,AGY_3,1,AGY_3_1,14.02840813,0.029566733,-382.8992535,0.486515668,1.616129008,29.54514885,31.13001823,30.11217499,70.56674957,1998.863281,94.37973785,0.000486516,3.280618552,-0.999697684,28.83444265
26,10:29:30,AGY,Tree,3,AGY_3,2,AGY_3_2,11.01192391,0.036329504,-107.0116186,0.546743635,1.482929361,29.46129799,30.51716423,30.11323738,70.35009003,2000.376221,93.84282684,0.000546744,3.330492816,-0.276741503,20.14092747
27,10:32:09,AGY,Tree,3,AGY_3,3,AGY_3_3,12.07088683,0.014631218,-932.240998,0.242232644,1.619379875,29.31950378,30.69326019,30.11551476,68.68147278,1999.384399,53.52594376,0.000242233,3.440765298,-2.413043484,49.83179243
28,10:37:50,SYZ_S,Tree,3,SYZ_S_3,1,SYZ_S_3_1,12.9513135,0.012465628,-1273.673134,0.190942366,1.496200937,29.36518288,30.51722717,30.11011696,70.41853333,2000.321045,10.79446507,0.000190942,3.501371324,-3.317114413,67.82839106
29,10:40:42,SYZ_S,Tree,3,SYZ_S_3,2,SYZ_S_3_2,17.25754723,0.047162703,-215.2591917,0.708966218,1.485968085,29.3812027,30.56162453,30.10658264,70.8738327,2000.956665,19.51226997,0.000708966,3.229723162,-0.565658855,24.34184703
30,10:43:43,SYZ_S,Tree,3,SYZ_S_3,3,SYZ_S_3_3,10.92940763,0.036700419,-97.70256184,0.583964036,1.567040637,29.41594505,30.71055984,30.11104774,69.67721558,1999.007202,50.61730957,0.000583964,3.273901883,-0.251950911,18.71589165
31,10:50:40,SYZ_G,Tree,6,SYZ_G_6,1,SYZ_G_6_1,20.99848908,0.161517775,148.1865774,2.357703323,1.496050278,29.80854225,31.6114006,30.11718941,75.34741974,1999.144409,40.6312294,0.002357703,2.278459663,0.397595499,8.906332222
32,10:54:01,SYZ_G,Tree,6,SYZ_G_6,2,SYZ_G_6_2,24.62075031,0.181412987,133.0539697,2.62243494,1.490456735,30.04181671,31.81847,30.10755539,75.76715088,1999.696777,154.4975281,0.002622435,2.144991703,0.361372041,9.388507581
33,10:55:56,SYZ_G,Tree,6,SYZ_G_6,3,SYZ_G_6_3,21.70243267,0.11387088,53.07033833,2.020558815,1.78917327,29.98582077,32.24475098,30.11365891,71.70479584,1999.199829,580.1699829,0.002020559,2.38495394,0.141610711,10.7408072
34,11:08:27,NEO,Liana,4,NEO_4,1,NEO_4_1,4.783027868,NA,542.294708,NA,2.066964088,30.19763947,32.91993713,30.111269,68.74964142,1998.923096,1646.91333,-0.000999663,3.875208772,NA,NA
35,11:17:27,NEO,Liana,5,NEO_5,1,NEO_5_1,11.9065501,0.0450407,NA,0.727154835,1.595277077,29.79558563,31.36048317,30.11220551,71.47682953,2000.479248,5.958416939,0.000727155,3.160268655,NA,16.37416068
36,11:20:13,NEO,Liana,5,NEO_5,2,NEO_5_2,12.64447402,0.037782509,NA,0.638574164,1.664682226,29.88705063,31.72445488,30.10869217,71.73430634,1999.131836,4.016590595,0.000638574,3.162762947,NA,19.80110491
37,11:23:09,NEO,Liana,5,NEO_5,3,NEO_5_3,11.43213632,0.042108331,NA,0.728432387,1.7063442,29.85962105,31.80779648,30.10827065,71.38858795,1998.421387,4.329575539,0.000728432,3.098742817,NA,15.6941626
1,8:55:18,AGY,Tree,4,AGY_4,1,AGY_4_1,19.44222824,0.268034478,239.6870486,4.53374107,1.79738235,29.40613365,31.57395172,30.1262207,69.55478668,2000.29126,337.6494446,0.004533741,0.640701781,0.640701781,4.288341116
2,8:57:48,AGY,Tree,4,AGY_4,2,AGY_4_2,16.17570747,0.253059101,255.8423525,4.710987502,1.965487261,29.53748322,32.47322464,30.12413025,70.84367371,2001.185669,1123.705811,0.004710988,0.680346419,0.680346419,3.433612903
3,9:01:25,AGY,Tree,4,AGY_4,3,AGY_4_3,13.10569871,0.238089501,276.9140824,3.947616939,1.743914871,29.54562569,31.70022964,30.12493896,71.09348297,2001.733887,44.50225067,0.003947617,0.727463615,0.727463615,3.319901327
4,9:08:11,CAR,Tree,4,CAR_4,1,CAR_4_1,10.99860157,0.192301052,278.1107446,3.51833561,1.894199659,29.66952133,32.66271973,30.12141609,73.27207184,1999.869995,10.65912914,0.003518336,0.721991346,0.721991346,3.12608085
5,9:10:38,CAR,Tree,4,CAR_4,2,CAR_4_2,13.84877486,0.188998899,245.4574737,3.49641515,1.913487041,29.66519356,32.64554977,30.12075615,72.7141571,1998.646606,4.937137604,0.003496415,0.647392641,0.647392641,3.96084969
6,9:14:46,CAR,Tree,4,CAR_4,3,CAR_4_3,14.5105493,0.196620751,247.0468026,3.256550108,1.718781091,29.75005913,32.00178146,30.12145424,72.78634644,2001.661011,54.86147308,0.00325655,0.648518514,0.648518514,4.455804092
7,9:24:47,ICH,Liana,4,ICH_4,1,ICH_4_1,11.59352174,0.055695635,38.62306516,1.378479097,2.444261922,29.90276337,34.07437897,30.11947823,68.94393158,1995.026733,1294.139771,0.001378479,0.100107883,0.100107883,8.410371814
8,9:26:25,ICH,Liana,4,ICH_4,2,ICH_4_2,12.29985447,0.073147044,100.234667,1.749204267,2.375571134,29.98418045,34.02428436,30.12080574,69.8842926,2000.453125,429.528656,0.001749204,0.260557124,0.260557124,7.031685609
9,9:28:28,ICH,Liana,4,ICH_4,3,ICH_4_3,15.61418139,0.110676234,138.0473469,2.48435358,2.257845979,30.00376511,33.94288254,30.12032509,71.99946594,1999.112061,1288.17749,0.002484354,0.362388006,0.362388006,6.285007705
10,9:36:13,SYZ_S,Tree,4,SYZ_S_4,1,SYZ_S_4_1,18.28374471,0.108113409,89.02087204,2.324693081,2.16262428,29.84606934,33.45769119,30.11689949,71.53499603,1999.994873,24.93279839,0.002324693,0.23631806,0.23631806,7.865014464
11,9:40:49,SYZ_S,Tree,4,SYZ_S_4,2,SYZ_S_4_2,20.97383022,0.115657904,65.98889567,2.208802926,1.927628355,29.82709312,32.67576981,30.11763763,71.90460968,1997.949219,132.5209198,0.002208803,0.176818912,0.176818912,9.495564307
12,9:42:39,SYZ_S,Tree,4,SYZ_S_4,3,SYZ_S_4_3,19.61109214,0.121649329,100.1826481,2.459205106,2.042048224,29.90652657,33.28955841,30.11842346,72.98513794,1999.50708,5.467932701,0.002459205,0.26675893,0.26675893,7.974565475
13,9:52:02,UNK K,Liana,1,UNK K_1,1,UNK K_1_1,17.52861352,0.086318796,38.54335583,1.803871457,2.087434959,29.8294487,33.18667984,30.11411667,71.53318787,2000.164429,9.853322029,0.001803871,0.101678228,0.101678228,9.717218739
14,9:54:37,UNK K,Liana,1,UNK K_1,2,UNK K_1_2,12.64575777,0.053417704,-7.756071108,1.236241792,2.283970627,29.90545464,33.78460693,30.11639977,70.68490601,2000.049072,27.28790665,0.001236242,-0.020187611,-0.020187611,10.22919453
15,10:01:45,UNK K,Liana,1,UNK K_1,3,UNK K_1_3,16.96597237,0.088962333,58.48909995,1.899955243,2.133188574,29.86968231,33.59534836,30.11568642,73.08217621,1999.096924,20.06265068,0.001899955,0.154124475,0.154124475,8.929669494
16,10:06:25,UNK L,Liana,1,UNK L_1,1,UNK L_1_1,20.7359876,0.09187138,-4.717974621,2.004008963,2.180301185,30.02133751,33.8458786,30.1175766,73.0704422,2000.69458,282.145874,0.002004009,-0.01264802,-0.01264802,10.34725292
17,10:07:43,UNK L,Liana,1,UNK L_1,2,UNK L_1_2,21.00353174,0.0896432,-18.8990836,2.027802351,2.258209191,30.03809357,34.14635086,30.11377525,73.27246857,2007.359741,959.7375488,0.002027802,-0.050709834,-0.050709834,10.35778054
18,10:10:10,UNK L,Liana,1,UNK L_1,3,UNK L_1_3,18.1397692,0.10838965,91.02438189,2.430440239,2.251020847,30.09553909,34.37753296,30.11009216,74.82791901,2000.989258,750.2290039,0.00243044,0.24195653,0.24195653,7.463573434
19,10:18:48,SYZ_S,Tree,5,SYZ_S_5,1,SYZ_S_5_1,17.95530801,0.082305588,11.07031688,1.732350632,2.096486831,30.12520981,33.86038589,30.10791206,74.68922424,2001.134399,28.6742897,0.001732351,0.029485593,0.029485593,10.36470774
20,10:20:52,SYZ_S,Tree,5,SYZ_S_5,2,SYZ_S_5_2,18.32188345,0.087060852,24.87848379,1.785679159,2.047086771,30.03092003,33.64787292,30.11315918,74.78567505,1999.040405,6.564632416,0.001785679,0.065954577,0.065954577,10.26045656
21,10:23:45,SYZ_S,Tree,5,SYZ_S_5,3,SYZ_S_5_3,15.85668851,0.0573169,-76.11532274,1.337006358,2.302003769,29.98791504,34.44263077,30.10416031,74.55912781,1999.613403,22.20545959,0.001337006,-0.200334741,-0.200334741,11.85984525
22,10:29:55,AGY,Tree,5,AGY_5,1,AGY_5_1,17.71011696,0.073326787,-24.03663742,1.675645507,2.267040147,30.1687088,34.4884758,30.10956573,74.9269104,1998.937988,34.49614716,0.001675646,-0.063664905,-0.063664905,10.56913105
23,10:33:00,AGY,Tree,5,AGY_5,2,AGY_5_2,22.5024427,0.105425163,14.78725495,2.017170171,1.9218132,30.26820564,33.45185852,30.10962486,75.34883881,1999.456299,1639.236572,0.00201717,0.03961408,0.03961408,11.15545085
24,10:36:02,AGY,Tree,5,AGY_5,3,AGY_5_3,18.99432349,0.086323638,8.368846571,1.6028933,1.854814615,30.25938416,32.99463654,30.10900307,73.90193176,2001.570435,31.29229927,0.001602893,0.022290815,0.022290815,11.85002364
25,10:43:37,CAR,Tree,5,CAR_5,1,CAR_5_1,14.35279648,0.061767596,-3.565845782,1.299662343,2.081200216,29.99169922,33.63441086,30.10711098,74.06065369,2000.98291,23.62091446,0.001299662,-0.009343758,-0.009343758,11.04348106
26,10:45:23,CAR,Tree,5,CAR_5,2,CAR_5_2,15.35425364,0.075741401,44.04227672,1.094085188,1.4407715,29.99089622,31.2195797,30.10634041,73.44373322,1999.771362,12.36722088,0.001094085,0.115650551,0.115650551,14.03387398
27,10:47:36,CAR,Tree,5,CAR_5,3,CAR_5_3,16.03018943,0.078637953,38.10823827,1.63293871,2.064958238,29.97078896,33.72294617,30.10643005,75.14231873,2000.038208,33.17605972,0.001632939,0.10052481,0.10052481,9.816773489
