treeid,leafid,species,leaftype,sampletype,days,wetarea,dryarea,drymass,w.mavc1,w.mivc1,w.mavc2,w.mivc2,w.mavc3,w.mivc3,w.mavc4,w.mivc4,d.mavc1,d.mivc1,d.mavc2,d.mivc2,d.mavc3,d.mivc3,d.mavc4,d.mivc4,d.mavc1r,d.mivc1r,d.mavc2r,d.mivc2r,d.mavc3r,d.mivc3r,d.mavc4r,d.mivc4r,
226,Y01,E.kyb,Adult,Dried,285,3.99,,0.121,,,,,,,,,3,0,1,0,3,0,3,0,1,0,0,0,0,0,0,0,
226,Y02,E.kyb,Adult,Dried,285,6.76,,0.173,,,,,,,,,1,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,
226,Y03,E.kyb,Adult,Dried,285,10.62,,0.278,,,,,,,,,5,2,2,3,3,2,4,1,0,0,0,0,0,0,0,0,
227,Y01,E.kyb,Adult,Dried,285,6.81,,0.248,,,,,,,,,2,0,4,0,2,0,2,0,2,0,2,0,2,0,3,0,
227,Y02,E.kyb,Adult,Dried,285,8.52,,0.268,,,,,,,,,3,0,4,0,3,0,3,0,3,0,3,0,2,0,2,0,
227,Y03,E.kyb,Adult,Dried,285,7.99,,0.244,,,,,,,,,2,0,3,0,2,0,3,0,0,0,0,0,1,0,1,0,
228,Y01,E.kyb,Adult,Dried,285,10.17,,0.308,,,,,,,,,1,0,2,0,1,0,1,0,2,0,4,0,1,0,2,0,
228,Y02,E.kyb,Adult,Dried,285,10.47,,0.297,,,,,,,,,3,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,
228,Y03,E.kyb,Adult,Dried,285,14.89,,0.437,,,,,,,,,4,0,2,0,3,0,3,0,3,0,2,0,2,3,1,0,
229,Y01,E.ang,Adult,Dried,285,17.90,,0.328,,,,,,,,,6,22,4,22,8,21,6,22,4,11,6,6,4,12,4,16,
229,Y02,E.ang,Adult,Dried,285,37.52,,0.752,,,,,,,,,4,14,5,22,4,20,3,18,4,11,4,10,2,14,4,13,
229,Y03,E.ang,Adult,Dried,285,55.40,,1.164,,,,,,,,,6,14,5,20,4,17,6,17,6,9,3,11,2,8,5,9,
230,Y01,E.ang,Adult,Dried,285,18.97,,0.308,,,,,,,,,6,17,6,16,3,11,4,19,4,14,3,17,5,11,4,12,
230,Y02,E.ang,Adult,Dried,285,38.60,,0.704,,,,,,,,,5,15,4,17,4,15,4,13,6,8,7,3,4,7,3,8,
230,Y03,E.ang,Adult,Dried,285,53.48,,1.078,,,,,,,,,6,15,6,14,5,13,6,10,5,9,4,8,5,6,4,4,
231,Y01,E.ang,Adult,Dried,285,22.36,,0.444,,,,,,,,,4,12,5,13,4,14,3,13,5,6,3,8,4,9,4,8,
231,Y02,E.ang,Adult,Dried,285,31.24,,0.680,,,,,,,,,6,8,4,9,3,12,3,15,3,7,3,11,2,10,4,8,
231,Y03,E.ang,Adult,Dried,285,42.89,,0.909,,,,,,,,,6,13,3,14,3,16,4,13,2,4,4,4,4,4,2,9,
232,Y01,E.cspc,Adult,Dried,285,27.71,,0.634,,,,,,,,,4,4,4,2,2,1,4,6,4,8,2,13,3,9,2,14,
232,Y02,E.cspc,Adult,Dried,285,41.28,,0.908,,,,,,,,,3,5,3,8,4,4,2,1,2,4,2,8,3,14,3,10,
232,Y03,E.cspc,Adult,Dried,285,54.53,,1.439,,,,,,,,,4,0,3,2,3,2,3,6,2,13,4,11,2,12,2,11,
234,Y01,E.pan,Adult,Dried,363,25.36,,0.480,,,,,,,,,6,29,5,17,4,37,5,34,5,25,6,23,7,24,6,26,
234,Y02,E.pan,Adult,Dried,363,28.70,,0.430,,,,,,,,,7,22,7,18,9,24,6,28,6,24,7,24,5,20,5,22,
234,Y03,E.pan,Adult,Dried,363,28.56,,0.494,,,,,,,,,6,14,7,20,6,16,7,16,4,24,5,22,6,19,4,24,
235,Y01,E.reg,Adult,Dried,471,27.61,,0.583,,,,,,,,,5,3,5,0,4,6,4,4,3,0,4,0,3,7,3,6,
235,Y02,E.reg,Adult,Dried,471,20.27,,0.441,,,,,,,,,3,4,3,2,3,3,2,4,4,3,3,4,3,2,4,7,
235,Y03,E.reg,Adult,Dried,471,15.05,,0.252,,,,,,,,,3,6,4,5,3,3,3,3,3,6,3,5,3,2,3,2,
236,Y01,E.reg,Adult,Dried,471,29.90,,0.530,,,,,,,,,2,8,2,8,2,8,3,6,4,0,2,0,3,0,3,0,
236,Y02,E.reg,Adult,Dried,471,17.07,,0.288,,,,,,,,,2,9,3,8,4,5,3,5,2,0,3,0,2,0,2,0,
236,Y03,E.reg,Adult,Dried,471,12.69,,0.201,,,,,,,,,3,6,3,8,4,8,3,8,3,0,3,0,4,1,4,0,
237,Y01,E.ova,Adult,Dried,482,74.44,,1.270,,,,,,,,,6,17,7,13,5,14,4,14,2,3,5,0,2,2,3,0,
237,Y02,E.ova,Adult,Dried,482,34.21,,0.629,,,,,,,,,4,14,7,12,5,16,4,15,6,19,7,16,5,21,3,18,
237,Y03,E.ova,Adult,Dried,482,59.46,,1.066,,,,,,,,,6,15,3,13,4,11,3,11,3,7,3,6,3,13,5,14,
238,Y01,E.ova,Adult,Dried,431,23.64,,0.365,,,,,,,,,4,23,5,17,4,20,6,24,5,10,3,16,3,14,5,18,
238,Y02,E.ova,Adult,Dried,431,38.62,,0.607,,,,,,,,,3,26,4,21,4,20,5,23,4,14,6,13,4,16,3,15,
238,Y03,E.ova,Adult,Dried,431,57.99,,1.022,,,,,,,,,5,22,6,20,7,19,3,16,5,13,6,13,3,20,4,12,
239,Y01,E.ova,Adult,Dried,412,29.84,,0.337,,,,,,,,,6,19,5,20,4,21,4,21,5,11,5,13,6,15,3,10,
239,Y02,E.ova,Adult,Dried,412,37.25,,0.506,,,,,,,,,5,14,5,14,4,18,5,16,6,12,7,13,4,12,4,13,
239,Y03,E.ova,Adult,Dried,412,58.03,,0.827,,,,,,,,,6,17,4,15,4,19,4,18,3,10,7,11,2,11,4,12,
240,Y01,E.ova,Adult,Dried,431,26.10,,0.379,,,,,,,,,5,9,4,8,3,11,4,10,6,11,4,14,4,14,5,11,
240,Y02,E.ova,Adult,Dried,431,30.69,,0.473,,,,,,,,,4,18,6,10,6,11,4,9,7,6,6,6,5,14,7,11,
240,Y03,E.ova,Adult,Dried,431,44.24,,0.805,,,,,,,,,5,10,4,9,2,14,5,13,3,12,5,14,3,20,5,12,
241,Y01,E.ova,Adult,Dried,296,13.50,,0.236,,,,,,,,,4,19,5,15,3,18,7,20,4,11,6,9,2,10,3,10,
241,Y02,E.ova,Adult,Dried,296,20.21,,0.405,,,,,,,,,4,14,5,15,5,20,6,19,4,11,5,7,6,7,4,14,
241,Y03,E.ova,Adult,Dried,296,32.24,,0.571,,,,,,,,,6,13,6,14,5,17,4,13,4,3,2,6,3,6,5,8,
242,Y01,E.bau,Adult,Dried,372,20.52,,0.222,,,,,,,,,7,21,4,19,5,22,3,19,5,27,6,30,5,22,5,24,
242,Y02,E.bau,Adult,Dried,372,26.72,,0.354,,,,,,,,,6,8,5,12,5,7,5,17,5,27,5,29,5,27,7,24,
242,Y03,E.bau,Adult,Dried,372,47.16,,0.666,,,,,,,,,5,2,4,0,4,2,4,3,8,16,3,15,5,21,4,19,
243,Y01,E.bau,Adult,Dried,372,21.91,,0.330,,,,,,,,,7,11,7,7,2,10,2,5,5,17,6,20,3,30,3,31,
243,Y02,E.bau,Adult,Dried,372,27.55,,0.437,,,,,,,,,3,4,2,4,4,9,4,8,4,21,3,25,4,16,5,17,
243,Y03,E.bau,Adult,Dried,372,40.06,,0.649,,,,,,,,,3,10,3,15,5,22,8,16,8,23,4,25,7,26,4,28,
244,Y01,E.bau,Adult,Dried,372,18.61,,0.207,,,,,,,,,5,22,7,20,6,19,7,23,6,16,3,16,4,22,5,21,
244,Y02,E.bau,Adult,Dried,372,23.73,,0.326,,,,,,,,,6,23,6,17,4,17,5,23,7,21,5,24,5,18,4,23,
244,Y03,E.bau,Adult,Dried,372,22.52,,0.275,,,,,,,,,7,26,6,24,6,27,8,28,5,18,6,15,6,12,7,20,
245,Y01,A.cos,Adult,Dried,372,18.51,,0.262,,,,,,,,,7,11,8,11,8,8,7,14,6,30,6,26,8,22,8,23,
245,Y02,A.cos,Adult,Dried,372,22.51,,0.341,,,,,,,,,10,18,9,12,6,9,7,9,7,26,5,24,6,21,6,16,
245,Y03,A.cos,Adult,Dried,372,24.71,,0.350,,,,,,,,,6,24,8,18,8,19,11,15,7,21,6,24,6,27,5,25,
246,Y01,A.cos,Adult,Dried,372,6.87,,0.104,,,,,,,,,10,27,9,23,10,16,8,19,4,20,5,14,5,9,6,10,
246,Y02,A.cos,Adult,Dried,372,9.39,,0.152,,,,,,,,,8,11,8,5,7,2,7,4,3,19,5,21,6,26,7,20,
246,Y03,A.cos,Adult,Dried,372,11.10,,0.191,,,,,,,,,8,33,6,24,8,19,9,19,5,22,4,21,2,15,4,16,
247,Y01,A.cos,Adult,Dried,371,18.23,,0.216,,,,,,,,,6,17,7,25,7,25,7,20,4,17,6,15,5,21,7,19,
247,Y02,A.cos,Adult,Dried,371,19.60,,0.254,,,,,,,,,5,12,5,15,8,12,7,12,5,22,5,21,6,18,6,24,
247,Y03,A.cos,Adult,Dried,371,21.89,,0.294,,,,,,,,,3,11,5,9,7,7,2,5,4,18,6,22,5,18,4,21,
248,Y01,C.mac,Adult,Dried,370,24.01,,0.534,,,,,,,,,6,15,4,13,5,12,4,10,7,17,8,13,7,17,8,13,
248,Y02,C.mac,Adult,Dried,370,25.72,,0.592,,,,,,,,,7,1,7,4,6,6,5,9,9,9,9,7,6,17,6,14,
248,Y03,C.mac,Adult,Dried,370,30.23,,0.721,,,,,,,,,6,10,5,9,5,5,4,4,4,18,6,11,7,12,5,14,
249,Y01,C.mac,Adult,Dried,370,31.65,,0.617,,,,,,,,,5,13,5,10,6,4,5,8,5,15,5,10,5,14,4,12,
249,Y02,C.mac,Adult,Dried,370,40.50,,0.930,,,,,,,,,4,7,4,8,6,10,6,9,4,14,5,11,7,12,6,10,
249,Y03,C.mac,Adult,Dried,370,50.16,,0.955,,,,,,,,,7,10,6,10,4,15,4,12,5,13,5,15,6,14,6,12,
250,Y01,C.mac,Adult,Dried,370,15.16,,0.218,,,,,,,,,10,26,9,23,12,21,9,27,10,24,8,21,11,18,10,28,
250,Y02,C.mac,Adult,Dried,370,17.53,,0.255,,,,,,,,,8,23,9,26,5,23,8,24,5,15,8,10,7,11,5,13,
250,Y03,C.mac,Adult,Dried,370,18.94,,0.258,,,,,,,,,5,22,6,23,8,20,9,19,6,13,6,13,6,17,5,14,
251,Y01,C.mac,Adult,Dried,370,24.79,,0.384,,,,,,,,,7,12,7,15,10,13,8,13,7,10,10,11,8,14,7,12,
251,Y02,C.mac,Adult,Dried,370,26.96,,0.438,,,,,,,,,7,14,5,15,6,15,5,11,6,12,7,15,8,14,10,16,
251,Y03,C.mac,Adult,Dried,370,28.85,,0.488,,,,,,,,,7,15,8,14,6,12,6,11,8,10,7,12,5,6,10,6,
252,Y01,A.cos,Adult,Dried,370,11.00,,0.164,,,,,,,,,11,39,9,35,10,21,11,31,8,27,8,27,11,45,3,30,
252,Y02,A.cos,Adult,Dried,370,15.43,,0.239,,,,,,,,,8,34,8,32,7,23,8,25,6,16,6,14,5,9,4,8,
252,Y03,A.cos,Adult,Dried,370,19.38,,0.290,,,,,,,,,8,13,7,18,7,21,9,22,8,35,12,27,9,22,7,25,
253,Y01,E.fib,Adult,Dried,373,19.64,,0.522,,,,,,,,,4,16,7,19,5,21,6,12,5,0,6,0,6,25,5,29,
253,Y02,E.fib,Adult,Dried,373,39.94,,1.069,,,,,,,,,5,13,6,10,8,18,6,13,5,16,3,9,4,9,4,2,
253,Y03,E.fib,Adult,Dried,373,41.89,,1.241,,,,,,,,,4,14,9,21,4,25,4,14,6,20,7,19,2,3,3,1,
254,Y01,E.fib,Adult,Dried,373,20.97,,0.545,,,,,,,,,7,16,5,13,4,7,4,9,8,16,7,12,4,0,5,0,
254,Y02,E.fib,Adult,Dried,373,25.28,,0.467,,,,,,,,,6,16,5,14,5,10,4,14,5,14,2,14,3,19,4,15,
254,Y03,E.fib,Adult,Dried,373,25.79,,0.479,,,,,,,,,7,20,5,19,5,17,6,15,6,17,8,18,3,3,6,2,
255,Y01,E.fib,Adult,Dried,371,27.98,,0.574,,,,,,,,,8,24,9,20,7,23,9,22,5,16,5,21,8,10,6,6,
255,Y02,E.fib,Adult,Dried,371,41.81,,0.901,,,,,,,,,5,17,6,20,5,23,9,16,3,15,4,18,5,20,4,18,
255,Y03,E.fib,Adult,Dried,371,53.90,,1.315,,,,,,,,,5,18,5,14,4,15,4,14,3,12,2,16,4,16,5,15,
256,Y01,E.bot,Adult,Dried,281,30.91,,0.521,,,,,,,,,6,26,10,30,6,24,5,22,10,29,7,22,8,25,7,25,
256,Y02,E.bot,Adult,Dried,281,32.46,,0.520,,,,,,,,,7,19,4,18,8,24,10,23,6,21,7,21,5,15,5,20,
256,Y03,E.bot,Adult,Dried,281,37.87,,0.707,,,,,,,,,6,30,6,21,9,34,7,29,6,17,6,9,6,13,6,10,
257,Y01,E.bot,Adult,Dried,546,16.38,,0.274,,,,,,,,,5,1,5,0,0,0,4,0,6,14,5,19,8,16,5,26,
257,Y02,E.bot,Adult,Dried,546,9.56,,0.130,,,,,,,,,5,12,5,10,5,10,5,9,4,14,6,10,5,7,4,6,
257,Y03,E.bot,Adult,Dried,546,16.53,,0.224,,,,,,,,,7,0,5,0,3,0,3,0,4,20,4,24,5,19,6,23,
258,Y01,E.bot,Adult,Dried,546,53.35,,1.177,,,,,,,,,4,17,3,16,5,23,6,21,2,0,5,0,4,6,4,9,
258,Y02,E.bot,Adult,Dried,546,25.90,,0.538,,,,,,,,,3,8,3,15,4,9,4,6,5,11,3,8,3,9,5,11,
258,Y03,E.bot,Adult,Dried,546,47.78,,0.995,,,,,,,,,5,16,6,25,5,22,5,28,4,25,6,23,5,23,6,20,
