Family,Genera,Species,Sex ('D'ioecious/'N'on-'D'ioecious),Growth Form,Binary GF,Pollination,pollination_new,Binary Pollination,Seed dispersal,seed_dispersal_new,Binary Seed Dispersal,Growth Form Reference,Pollination Reference,Seed Dispersal Reference,dispersal_syndrome,dispersers,dispersal_unit,latitude (deg),longitude (deg),Sex,Height (cm),Diameter (cm),Site,Date,replicates
Fabaceae,Indigofera,Indigofera hirsuta,ND,Perennial,Non-woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of New South Wales,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera leucotricha,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera linifolia,ND,Perennial,Non-woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of New South Wales,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera linnaei,ND,Herb,Non-woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of New South Wales,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera longibractea,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera oxyrachis,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of New South Wales,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera psammophila,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Indigofera,Indigofera warburtonensis,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Ballistic, or wind (ref for genus)",wind ballistic,Abiotic,Flora of Western Australia Online,"Arroyo, M. T. K. 1981. Breeding systems and pollination biology in Leguminosae. Pp. 723-769. In R. M. Polhill and P. H. Raven (eds.), Advances in legume systematics. Part 2. Kew: Royal Botanic Gardens.","Chauhan V, Pandey AK (2014) Structure and evolution of the pod in Indigofera (Fabaceae) reveals a trend towards small thin indehiscent pods. Botanical Journal of the Linnean Society 176, 260 - 276.",anemochory ballistic,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Isotropis,Isotropis canescens,ND,Climber,Non-woody,Insect (ref for other species in genus),insect,Biotic,Ballistic (based on morphology),ballistic,Abiotic,Flora of Western Australia Online,"Scaccabarozzi D, Dixon KW, Tomlinson S, Milne L, Bohman B, Philips RD, Cozzolino S (2020) Pronounced differences in visitation by potential pollinators to co-occurring species of Fabaceae in the Southwest Australian biodiversity hotspot. Botanical Journal of the Linnean Society 194(3), 308 - 325.",NA,ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Isotropis,Isotropis centralis,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,Ballistic (based on morphology),ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Scaccabarozzi D, Dixon KW, Tomlinson S, Milne L, Bohman B, Philips RD, Cozzolino S (2020) Pronounced differences in visitation by potential pollinators to co-occurring species of Fabaceae in the Southwest Australian biodiversity hotspot. Botanical Journal of the Linnean Society 194(3), 308 - 325.",NA,ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Isotropis,Isotropis drummondii,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,Ballistic (based on morphology),ballistic,Abiotic,Flora of Western Australia Online,"Scaccabarozzi D, Dixon KW, Tomlinson S, Milne L, Bohman B, Philips RD, Cozzolino S (2020) Pronounced differences in visitation by potential pollinators to co-occurring species of Fabaceae in the Southwest Australian biodiversity hotspot. Botanical Journal of the Linnean Society 194(3), 308 - 325.",NA,ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Isotropis,Isotropis wheeleri,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,Ballistic (based on morphology),ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Scaccabarozzi D, Dixon KW, Tomlinson S, Milne L, Bohman B, Philips RD, Cozzolino S (2020) Pronounced differences in visitation by potential pollinators to co-occurring species of Fabaceae in the Southwest Australian biodiversity hotspot. Botanical Journal of the Linnean Society 194(3), 308 - 325.",NA,ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Isotropis,Isotropis winneckei,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,Ballistic (based on morphology),ballistic,Abiotic,Flora of Western Australia Online,"Scaccabarozzi D, Dixon KW, Tomlinson S, Milne L, Bohman B, Philips RD, Cozzolino S (2020) Pronounced differences in visitation by potential pollinators to co-occurring species of Fabaceae in the Southwest Australian biodiversity hotspot. Botanical Journal of the Linnean Society 194(3), 308 - 325.",NA,ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Kennedia,Kennedia prorepens,ND,Perennial,Woody,Insect (likely based on morphology),insect,Biotic,"Gravity, then ants (ref for genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,NA,"Groom PK, Lamont B (2015) Seed Release and Dispersal Mechanisms. In 'Plant Life of Southwestern Australia' (Eds PK Groom, BB Lamont) Ch. 10, pp. 172 - 188. DeGruyter, Warsaw, Poland.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Kennedia,Kennedia prostrata,ND,Perennial,Non-woody,Insect (likely based on morphology),insect,Biotic,"Gravity, then ants (ref for genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,NA,"Groom PK, Lamont B (2015) Seed Release and Dispersal Mechanisms. In 'Plant Life of Southwestern Australia' (Eds PK Groom, BB Lamont) Ch. 10, pp. 172 - 188. DeGruyter, Warsaw, Poland.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Leptosema,Leptosema aphyllum,ND,Shrub,Woody,Bird (ref for genus),bird,Biotic,Ballistic or unassisted (based on morphology),unassisted ballistic,Abiotic,Flora of Western Australia Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3",NA,barochory ballistic,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Leptosema,Leptosema chambersii,ND,Shrub,Woody,Bird (ref for genus),bird,Biotic,Ballistic or unassisted (based on morphology),unassisted ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3",NA,barochory ballistic,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lotus,Lotus australis,ND,Perennial,Woody,Insect (ref for other species in genus),insect,Biotic,Ballistic or unassisted (based on morphology),unassisted ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Pellissier V, Muratet A, Verfaillie F, Machon N (2012) Pollination success of Lotus corniculatus (L.) in an urban context. Acta Oecologica 39, 94 - 100.",https://www.greeningaustralia.org.au/wp-content/uploads/2017/11/FACT-SHEET_Lotus_australis.pdf,barochory ballistic,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lotus,Lotus cruentus,ND,Perennial,Non-woody,Insect (ref for other species in genus),insect,Biotic,Ballistic or unassisted (based on morphology),unassisted ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Pellissier V, Muratet A, Verfaillie F, Machon N (2012) Pollination success of Lotus corniculatus (L.) in an urban context. Acta Oecologica 39, 94 - 100.",https://www.greeningaustralia.org.au/wp-content/uploads/2017/11/FACT-SHEET_Lotus_australis.pdf,barochory ballistic,passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Mirbelia,Mirbelia ramulosa,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Unassisted, also ants (ref for species in genus). Ballistic dispersal, followed by ant dispersal.",unassisted ants ballistic,Abiotic,Flora of Western Australia Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank, Cunninghamia 4, 531 - 551.",barochory myrmecochory ballistic,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Mirbelia,Mirbelia viminalis,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Unassisted, also ants (ref for species in genus). Ballistic dispersal, followed by ant dispersal.",unassisted ants ballistic,Abiotic,Flora of Western Australia Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank, Cunninghamia 4, 531 - 551.",barochory myrmecochory ballistic,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Muelleranthus,Muelleranthus parvalatus,ND,Herb,Non-woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Berg, R.Y., 1975. Myrmecochorous plants in Australia and their dispersal by ants. Aust. J. Bot. 23, 475–508.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Muelleranthus,Muelleranthus stipularis,ND,Herb,Non-woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Berg, R.Y., 1975. Myrmecochorous plants in Australia and their dispersal by ants. Aust. J. Bot. 23, 475–508.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Muelleranthus,Muelleranthus trifoliolatus,ND,Herb,Non-woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of New South Wales,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Berg, R.Y., 1975. Myrmecochorous plants in Australia and their dispersal by ants. Aust. J. Bot. 23, 475–508.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Neptunia,Neptunia dimorphantha,ND,Perennial,Non-woody,Insect (ref for other species in genus),insect,Biotic,"Water (likley, based on morphology and habitat)",water,Abiotic,Flora of South Australia Online 4th Edition,"Ming Kai T (2019) Flower-visiting, florivory and pollination by Orthoptera in Southeast Asia. PhD Thesis, National University of Singapore",https://www.daf.qld.gov.au/__data/assets/pdf_file/0019/62452/IPA-Water-Mimosa-Risk-Assessment.pdf,hydrochory,water,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Neptunia,Neptunia gracilis,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Water (likley, based on morphology and habitat)",water,Abiotic,Flora of New South Wales,"Ming Kai T (2019) Flower-visiting, florivory and pollination by Orthoptera in Southeast Asia. PhD Thesis, National University of Singapore",https://www.daf.qld.gov.au/__data/assets/pdf_file/0019/62452/IPA-Water-Mimosa-Risk-Assessment.pdf,hydrochory,water,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Neptunia,Neptunia monosperma,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Water (likley, based on morphology and habitat)",water,Abiotic,Flora of New South Wales,"Ming Kai T (2019) Flower-visiting, florivory and pollination by Orthoptera in Southeast Asia. PhD Thesis, National University of Singapore",https://www.daf.qld.gov.au/__data/assets/pdf_file/0019/62452/IPA-Water-Mimosa-Risk-Assessment.pdf,hydrochory,water,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Paraserianthes,Paraserianthes lophantha,ND,Tree,Woody,Insect (likely based on morphology),insect,Biotic,"Abiotic (likley, based on morphology)",biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,NA,https://keyserver.lucidcentral.org/weeds/data/media/Html/paraserianthes_lophantha_subsp._lophantha.htm,zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Petalostylis,Petalostylis cassioides,ND,Shrub,Woody,Insect (likely based on morphology),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,NA,"Berg, R.Y., 1975. Myrmecochorous plants in Australia and their dispersal by ants. Aust. J. Bot. 23, 475–508.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Petalostylis,Petalostylis labicheoides,ND,Shrub,Woody,Insect (likely based on morphology),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,NA,"Berg, R.Y., 1975. Myrmecochorous plants in Australia and their dispersal by ants. Aust. J. Bot. 23, 475–508.",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Phyllota,Phyllota pleurandroides,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 551",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Phyllota,Phyllota remota,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 551",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Platylobium,Platylobium obtusangulum,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 551",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Platylobium,Platylobium triangulare,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 551",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea acerosa,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 551",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea canaliculata,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.4","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 552",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea daltonii,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.3","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 551",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea daphnoides,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.5","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 553",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea densifolia,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.6","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 554",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea dentata,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.7","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 555",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea elachista,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.8","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 556",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea foliolosa,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.4","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 552",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea graveolens,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.9","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 557",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea heterochila,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Western Australia Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.5","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 553",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea hispidula,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.10","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 558",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea humilis,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of New South Wales,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.6","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 554",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea insularis,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.11","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 559",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea involucrata,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.12","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 560",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
