taxon_name,page,notes,advanced_seedlings,fire intensity,trait_name,value
Baeckea diosmifolia,25,NA,NA,NA,fire_response_LCR,resprouts
Baeckea diosmifolia,25,NA,NA,NA,fire_response_NL,resprouts
Baeckea diosmifolia,25,NA,NA,NA,first_flowering_resp,46
Baeckea diosmifolia,25,NA,NA,NA,first_fruiting_resp,56
Baeckea diosmifolia,25,NA,NA,NA,secondary_juvenile_period,56
Baeckea imbricata,25,NA,NA,NA,fire_response_LCR,fire_killed
Baeckea imbricata,25,NA,NA,NA,fire_response_NL,fire_killed
Baeckea imbricata,25,NA,NA,NA,first_fruiting_seed,184
Baeckea imbricata,25,NA,NA,NA,primary_juvenile_period_min,3
Baeckea imbricata,25,NA,NA,NA,primary_juvenile_period_max,4
Baeckea imbricata,25,NA,NA,NA,fire_time_from_fire_to_flowering_min,3
Baeckea imbricata,25,NA,NA,NA,fire_time_from_fire_to_flowering_max,4
Baeckea linifolia,25,NA,NA,NA,fire_response_LCR,resprouts
Baeckea linifolia,25,NA,NA,NA,fire_response_NL,resprouts
Baeckea linifolia,25,NA,NA,NA,first_flowering_resp,161
Baeckea linifolia,25,NA,NA,NA,first_fruiting_resp,190
Baeckea linifolia,25,NA,NA,NA,secondary_juvenile_period_min,3
Baeckea linifolia,25,NA,NA,NA,secondary_juvenile_period_max,4
Callistemon citrinus,25,NA,NA,NA,fire_response_LCR,resprouts
Callistemon citrinus,25,NA,NA,NA,fire_response_NL,resprouts
Callistemon citrinus,25,NA,NA,NA,first_flowering_resp,97
Callistemon linearis,25,NA,NA,NA,fire_response_LCR,resprouts
Callistemon linearis,25,NA,NA,NA,fire_response_NL,resprouts
Callistemon linearis,25,NA,NA,NA,first_flowering_resp,92
Callistemon linearis,25,NA,NA,NA,first_fruiting_resp,144
Callistemon linearis,25,NA,NA,NA,secondary_juvenile_period,3
Calytrix tetragona,NA,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Calytrix tetragona,NA,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Calytrix tetragona,NA,NA,just germinated seedlings,NA,seedlings_first_observed,71
Calytrix tetragona,NA,NA,just germinated seedlings,NA,first_flowering_seed,139
Calytrix tetragona,NA,NA,just germinated seedlings,NA,primary_juvenile_period_min,3
Calytrix tetragona,NA,NA,just germinated seedlings,NA,primary_juvenile_period_max,4
Calytrix tetragona,NA,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,3
Calytrix tetragona,NA,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,4
Calytrix tetragona,NA,NA,just germinated seedlings,NA,peak_flowering_seed,4
Calytrix tetragona,25,NA,NA,moderate,fire_response_NL,fire_killed
Corymbia gummifera,25,NA,NA,NA,fire_response_LCR,resprouts
Corymbia gummifera,25,NA,NA,NA,first_fruiting_resp,163
Corymbia gummifera,25,NA,NA,NA,secondary_juvenile_period,3
Darwinia biflora,25,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Darwinia biflora,25,NA,just germinated seedlings,NA,seedlings_first_observed,36
Darwinia biflora,25,NA,just germinated seedlings,NA,first_flowering_seed,91
Darwinia biflora,25,NA,just germinated seedlings,NA,peak_flowering_seed,5
Darwinia fascicularis var. fascicularis,25,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Darwinia fascicularis var. fascicularis,25,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Darwinia fascicularis var. fascicularis,25,NA,just germinated seedlings,NA,seedlings_first_observed,31
Darwinia fascicularis var. fascicularis,25,NA,just germinated seedlings,NA,peak_flowering_seed,5
Darwinia fascicularis var. fascicularis,25,NA,just germinated seedlings,NA,large_prop_flowering_seed,186
Darwinia procera,25,NA,NA,NA,fire_response_NL,fire_killed
Eucalyptus botryoides,25,NA,NA,NA,fire_response_NL,resprouts
Eucalyptus haemastoma,25,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Eucalyptus haemastoma,25,NA,just germinated seedlings,NA,seedlings_first_observed,75
Eucalyptus haemastoma,25,NA,just germinated seedlings,NA,first_flowering_resp,139
Eucalyptus haemastoma,25,NA,just germinated seedlings,NA,first_fruiting_resp,177
Eucalyptus haemastoma,25,NA,just germinated seedlings,NA,secondary_juvenile_period_min,3
Eucalyptus haemastoma,25,NA,just germinated seedlings,NA,secondary_juvenile_period_max,4
Eucalyptus luehmanniana,25,NA,NA,NA,fire_response_NL,resprouts
Eucalyptus obstans,25,NA,NA,NA,fire_response_NL,resprouts
Eucalyptus paniculata,25,NA,advanced seedlings,NA,fire_response_LCR,resprouts
Eucalyptus paniculata,25,NA,advanced seedlings,NA,seedlings_first_observed,85
Eucalyptus pilularis,25,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Eucalyptus pilularis,25,NA,just germinated seedlings,NA,seedlings_first_observed,49
Eucalyptus pilularis,25,NA,just germinated seedlings,NA,secondary_juvenile_period_min,4
Eucalyptus pilularis,25,NA,just germinated seedlings,NA,secondary_juvenile_period_max,5
Eucalyptus piperita,25,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Eucalyptus piperita,25,NA,just germinated seedlings,NA,seedlings_first_observed,49
Eucalyptus piperita,25,NA,just germinated seedlings,NA,secondary_juvenile_period_min,3
Eucalyptus piperita,25,NA,just germinated seedlings,NA,secondary_juvenile_period_max,5
Eucalyptus punctata,25,NA,NA,NA,fire_response_NL,resprouts
Eucalyptus racemosa,25,NA,NA,NA,fire_response_LCR,resprouts
Eucalyptus resinifera,25,NA,NA,NA,fire_response_LCR,resprouts
Eucalyptus resinifera,25,NA,NA,NA,first_flowering_resp,190
Eucalyptus saligna,25,NA,NA,NA,fire_response_LCR,resprouts
Eucalyptus umbra,25,NA,NA,NA,fire_response_NL,resprouts
Euryomyrtus ramosissima,25,NA,NA,NA,fire_response_LCR,fire_killed
Euryomyrtus ramosissima,25,NA,NA,NA,first_flowering_seed,139
Kunzea ambigua,25,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Kunzea ambigua,25,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Kunzea ambigua,25,NA,just germinated seedlings,NA,seedlings_first_observed,24
Kunzea ambigua,25,NA,just germinated seedlings,NA,first_flowering_seed,97
Kunzea ambigua,25,NA,just germinated seedlings,NA,first_fruiting_seed,100
Kunzea ambigua,25,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Kunzea ambigua,25,NA,just germinated seedlings,NA,primary_juvenile_period_max,4
Kunzea ambigua,25,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Kunzea ambigua,25,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,4
Kunzea capitata,25,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Kunzea capitata,25,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Kunzea capitata,25,NA,just germinated seedlings,NA,seedlings_first_observed,31
Kunzea capitata,25,NA,just germinated seedlings,NA,first_flowering_resp,91
Leptospermum arachnoides,25,NA,NA,NA,fire_response_LCR,resprouts
Leptospermum arachnoides,25,NA,NA,NA,fire_response_NL,resprouts
Leptospermum arachnoides,25,NA,NA,NA,first_flowering_resp,97
Leptospermum arachnoides,25,NA,NA,NA,first_fruiting_resp,124
Leptospermum arachnoides,25,NA,NA,NA,secondary_juvenile_period_min,2
Leptospermum arachnoides,25,NA,NA,NA,secondary_juvenile_period_max,3
Leptospermum arachnoides,25,NA,NA,NA,peak_flowering_resp_min,2
Leptospermum arachnoides,25,NA,NA,NA,peak_flowering_resp_max,3
Leptospermum grandifolium,25,NA,NA,NA,fire_response_LCR,resprouts
Leptospermum grandifolium,25,NA,NA,NA,fire_response_NL,resprouts
Leptospermum juniperinum,25,NA,NA,NA,fire_response_NL,resprouts
Leptospermum parvifolium,26,NA,NA,NA,fire_response_LCR,resprouts
Leptospermum parvifolium,26,NA,NA,NA,first_flowering_resp,90
Leptospermum parvifolium,26,NA,NA,NA,first_fruiting_resp,108
Leptospermum parvifolium,26,NA,NA,NA,secondary_juvenile_period_min,3
Leptospermum parvifolium,26,NA,NA,NA,secondary_juvenile_period_max,4
Leptospermum polygalifolium,26,NA,NA,NA,fire_response_LCR,resprouts
Leptospermum polygalifolium,26,NA,NA,NA,first_flowering_resp,94
Leptospermum polygalifolium,26,NA,NA,NA,first_fruiting_resp,143
Leptospermum polygalifolium,26,NA,NA,NA,secondary_juvenile_period,3
Leptospermum polygalifolium,26,NA,NA,NA,peak_flowering_resp,4
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,seedlings_first_observed,22
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,first_flowering_seed,169
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,first_fruiting_seed,184
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,primary_juvenile_period_min,3
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,primary_juvenile_period_max,5
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,3
Leptospermum squarrosum,26,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,5
Leptospermum trinervium,NA,NA,NA,NA,first_flowering_resp,31
Leptospermum trinervium,26,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Leptospermum trinervium,26,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Leptospermum trinervium,26,NA,just germinated seedlings,NA,seedlings_first_observed,126
Leptospermum trinervium,26,NA,just germinated seedlings,NA,first_flowering_resp,17
Leptospermum trinervium,26,NA,just germinated seedlings,NA,first_fruiting_resp,37
Leptospermum trinervium,26,NA,just germinated seedlings,NA,secondary_juvenile_period,2
Leptospermum trinervium,26,NA,just germinated seedlings,NA,peak_flowering_resp,4
Melaleuca deanei,26,NA,NA,moderate,fire_response_LCR,resprouts
Melaleuca deanei,26,NA,NA,moderate,first_flowering_resp,90
Melaleuca hypericifolia,26,NA,NA,NA,fire_response_LCR,partial_resprouting
Melaleuca linariifolia,26,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Melaleuca linariifolia,26,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Melaleuca linariifolia,26,NA,just germinated seedlings,NA,seedlings_first_observed,6
Melaleuca linariifolia,26,NA,just germinated seedlings,NA,first_flowering_resp,94
Melaleuca linariifolia,26,NA,just germinated seedlings,NA,peak_flowering_resp,4
Melaleuca nodosa,26,NA,NA,NA,fire_response_LCR,resprouts
Melaleuca nodosa,26,NA,NA,NA,first_flowering_resp,91
Melaleuca nodosa,26,NA,NA,NA,first_fruiting_resp,100
Melaleuca nodosa,26,NA,NA,NA,secondary_juvenile_period,2
Melaleuca styphelioides,26,NA,NA,NA,fire_response_NL,resprouts
Micromyrtus ciliata,26,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Micromyrtus ciliata,26,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Micromyrtus ciliata,26,NA,just germinated seedlings,NA,seedlings_first_observed,32
Micromyrtus ciliata,26,NA,just germinated seedlings,NA,first_flowering_seed,88
Micromyrtus ciliata,26,NA,just germinated seedlings,NA,peak_flowering_seed,4
Syncarpia glomulifera,26,NA,NA,NA,fire_response_LCR,resprouts
Syncarpia glomulifera,26,NA,NA,NA,fire_response_NL,resprouts
Syncarpia glomulifera,26,NA,NA,NA,secondary_juvenile_period,5
Tristania neriifolia,26,NA,NA,NA,fire_response_NL,resprouts
Tristaniopsis collina,26,NA,NA,NA,fire_response_LCR,resprouts
Tristaniopsis collina,26,NA,NA,NA,fire_response_NL,resprouts
Tristaniopsis collina,26,NA,NA,NA,first_flowering_resp,154
Tristaniopsis laurina,26,NA,NA,NA,fire_response_LCR,resprouts
Tristaniopsis laurina,26,NA,NA,NA,fire_response_NL,resprouts
Tristaniopsis laurina,26,NA,NA,NA,first_fruiting_resp,124
Tristaniopsis laurina,26,NA,NA,NA,secondary_juvenile_period_min,2
Tristaniopsis laurina,26,NA,NA,NA,secondary_juvenile_period_max,3
*Ochna serrulata,26,NA,NA,NA,fire_response_LCR,resprouts
*Ochna serrulata,26,NA,NA,NA,fire_response_NL,resprouts
*Ochna serrulata,26,NA,NA,NA,first_fruiting_resp,93
Olax stricta,26,NA,NA,NA,fire_response_LCR,resprouts
Olax stricta,26,NA,NA,NA,first_flowering_unknown,120
Olax stricta,26,NA,NA,NA,first_fruiting_unknown,198
Olax stricta,26,NA,NA,NA,peak_flowering_unknown_min,4
Olax stricta,26,NA,NA,NA,peak_flowering_unknown_max,5
*Jasminum polyanthum,26,NA,NA,NA,fire_response_LCR,resprouts
*Jasminum polyanthum,26,NA,NA,NA,first_flowering_unknown,87
*Ligustrum lucidum,26,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
*Ligustrum lucidum,26,NA,just germinated seedlings,NA,seedlings_first_observed,44
*Ligustrum lucidum,26,NA,just germinated seedlings,NA,first_flowering_resp,156
*Ligustrum sinense,26,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
*Ligustrum sinense,26,NA,just germinated seedlings,NA,fire_response_NL,resprouts
*Ligustrum sinense,26,NA,just germinated seedlings,NA,seedlings_first_observed,39
*Ligustrum sinense,26,NA,just germinated seedlings,NA,first_flowering_resp,92
*Ligustrum sinense,26,NA,just germinated seedlings,NA,first_fruiting_resp,122
*Ligustrum sinense,26,NA,just germinated seedlings,NA,secondary_juvenile_period_min,2
*Ligustrum sinense,26,NA,just germinated seedlings,NA,secondary_juvenile_period_max,3
*Ligustrum sinense,26,NA,just germinated seedlings,NA,peak_flowering_resp,5
Notelaea longifolia,26,NA,NA,NA,fire_response_LCR,resprouts
Notelaea longifolia,26,NA,NA,NA,fire_response_NL,resprouts
Notelaea longifolia,26,NA,NA,NA,first_fruiting_resp,101
Notelaea longifolia,26,NA,NA,NA,secondary_juvenile_period,2
Epilobium billardierianum var. cinereum,26,NA,NA,NA,fire_response_LCR,resprouts
Epilobium billardierianum var. cinereum,26,NA,NA,NA,first_flowering_resp,11
Epilobium billardierianum var. cinereum,26,NA,NA,NA,first_fruiting_resp,11
*Epilobium ?ciliatum,26,NA,NA,NA,first_flowering_unknown,38
*Epilobium ?ciliatum,26,NA,NA,NA,first_fruiting_unknown,38
*Ludwigia peruviana,26,NA,NA,NA,fire_response_LCR,resprouts
*Ludwigia peruviana,26,NA,NA,NA,first_fruiting_resp,20
*Oenothera mollissima,26,NA,NA,NA,first_fruiting_unknown,39
"Oxalis ""corniculata"" (s.lat.)",26,NA,NA,NA,fire_response_LCR,resprouts
"Oxalis ""corniculata"" (s.lat.)",26,NA,NA,NA,first_flowering_unknown,10
"Oxalis ""corniculata"" (s.lat.)",26,NA,NA,NA,first_fruiting_unknown,12
*Oxalis debilis var. corymbosa,26,NA,NA,NA,fire_response_LCR,resprouts
*Oxalis debilis var. corymbosa,26,NA,NA,NA,first_flowering_unknown,19
*Oxalis incarnata,26,NA,NA,NA,fire_response_LCR,resprouts
*Oxalis incarnata,26,NA,NA,NA,first_flowering_unknown,12
*Oxalis latifolia,26,NA,NA,NA,fire_response_LCR,resprouts
*Oxalis latifolia,26,NA,NA,NA,first_flowering_unknown,8
*Oxalis pes-caprae,26,NA,NA,NA,fire_response_LCR,resprouts
*Oxalis pes-caprae,26,NA,NA,NA,first_flowering_unknown,26
*Passiflora edulis,26,NA,NA,NA,first_fruiting_unknown,150
Passiflora herbertiana,26,NA,NA,NA,fire_response_LCR,resprouts
Passiflora herbertiana,26,NA,NA,NA,first_flowering_unknown,122
Passiflora herbertiana,26,NA,NA,NA,first_fruiting_unknown,122
Passiflora herbertiana,26,NA,NA,NA,peak_flowering_unknown,4
*Passiflora suberosa,26,NA,NA,NA,first_fruiting_unknown,262
*Phytolacca octandra,26,NA,just germinated seedlings,NA,seedlings_first_observed,7
*Phytolacca octandra,26,NA,just germinated seedlings,NA,first_flowering_seed,15
*Phytolacca octandra,26,NA,just germinated seedlings,NA,first_fruiting_seed,29
*Phytolacca octandra,26,NA,just germinated seedlings,NA,primary_juvenile_period,29
*Phytolacca octandra,26,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,29
Billardiera scandens,26,NA,NA,NA,fire_response_LCR,resprouts
Billardiera scandens,26,NA,NA,NA,fire_response_NL,resprouts
Billardiera scandens,26,NA,NA,NA,first_flowering_resp,38
Billardiera scandens,26,NA,NA,NA,first_fruiting_resp,101
Billardiera scandens,26,NA,NA,NA,secondary_juvenile_period,2
Billardiera scandens,26,NA,NA,NA,peak_flowering_resp_min,4
Billardiera scandens,26,NA,NA,NA,peak_flowering_resp_max,5
Bursaria spinosa,26,NA,NA,NA,fire_response_LCR,resprouts
Bursaria spinosa,26,NA,NA,NA,fire_response_NL,resprouts
Bursaria spinosa,26,NA,NA,NA,first_flowering_resp,51
Bursaria spinosa,26,NA,NA,NA,first_fruiting_resp,71
Bursaria spinosa,26,NA,NA,NA,secondary_juvenile_period_min,1
Bursaria spinosa,26,NA,NA,NA,secondary_juvenile_period_max,2
Bursaria spinosa,26,NA,NA,NA,peak_flowering_resp,5
Pittosporum revolutum,NA,NA,NA,NA,first_flowering_resp,88
Pittosporum revolutum,26,NA,NA,NA,fire_response_LCR,resprouts
Pittosporum revolutum,26,NA,NA,NA,fire_response_NL,resprouts
Pittosporum revolutum,26,NA,NA,NA,first_flowering_resp,36
Pittosporum revolutum,26,NA,NA,NA,first_fruiting_resp,41
Pittosporum revolutum,26,NA,NA,NA,peak_flowering_resp,5
Pittosporum undulatum,27,NA,NA,NA,fire_response_LCR,partial_resprouting
Pittosporum undulatum,27,NA,NA,NA,first_flowering_seed,242
Pittosporum undulatum,27,NA,NA,NA,first_fruiting_seed,262
Pittosporum undulatum,27,NA,NA,NA,primary_juvenile_period_min,5
Pittosporum undulatum,27,NA,NA,NA,fire_time_from_fire_to_flowering_min,5
Rhytidosporum procumbens,27,NA,NA,NA,fire_response_LCR,fire_killed
Rhytidosporum procumbens,27,NA,NA,NA,fire_response_NL,fire_killed
Rhytidosporum procumbens,27,NA,NA,NA,first_flowering_unknown,43
Rhytidosporum procumbens,27,NA,NA,NA,first_fruiting_unknown,43
Rhytidosporum procumbens,27,NA,NA,NA,peak_fruiting_unknown_min,3
Rhytidosporum procumbens,27,NA,NA,NA,peak_fruiting_unknown_max,4
*Plantago lanceolata,27,NA,NA,NA,fire_response_LCR,resprouts
*Plantago lanceolata,27,NA,NA,NA,fire_response_NL,resprouts
*Plantago lanceolata,27,NA,NA,NA,first_flowering_resp,10
*Plantago lanceolata,27,NA,NA,NA,first_fruiting_resp,10
*Plantago lanceolata,27,NA,NA,NA,secondary_juvenile_period,50
*Plantago major,27,NA,NA,NA,first_flowering_unknown,50
*Plantago major,27,NA,NA,NA,first_fruiting_unknown,50
Comesperma ericinum,27,NA,NA,NA,fire_response_LCR,fire_killed
Comesperma ericinum,27,NA,NA,NA,first_flowering_seed,87
Comesperma ericinum,27,NA,NA,NA,first_fruiting_seed,101
Comesperma ericinum,27,NA,NA,NA,primary_juvenile_period,2
Comesperma ericinum,27,NA,NA,NA,fire_time_from_fire_to_flowering,2
Comesperma ericinum,27,NA,NA,NA,peak_flowering_seed_min,3
Comesperma ericinum,27,NA,NA,NA,peak_flowering_seed_max,5
Comesperma sphaerocarpum,27,NA,NA,NA,fire_response_LCR,resprouts
Comesperma sphaerocarpum,27,NA,NA,NA,first_flowering_resp,16
Comesperma sphaerocarpum,27,NA,NA,NA,first_fruiting_resp,16
Comesperma sphaerocarpum,27,NA,NA,NA,secondary_juvenile_period_max,1
Comesperma volubile,27,NA,NA,NA,fire_response_LCR,fire_killed
Comesperma volubile,27,NA,NA,NA,first_flowering_unknown,89
Comesperma volubile,27,NA,NA,NA,peak_flowering_unknown_min,3
Comesperma volubile,27,NA,NA,NA,peak_flowering_unknown_max,5
*Polygala myrtifolia,27,NA,NA,NA,first_flowering_seed,142
*Polygala virgata,27,NA,NA,NA,fire_response_LCR,fire_killed
*Polygala virgata,27,NA,NA,NA,first_flowering_seed,142
*Polygala virgata,27,NA,NA,NA,first_fruiting_seed,142
*Polygala virgata,27,NA,NA,NA,primary_juvenile_period_min,2
*Polygala virgata,27,NA,NA,NA,primary_juvenile_period_max,3
*Polygala virgata,27,NA,NA,NA,fire_time_from_fire_to_flowering_min,2
*Polygala virgata,27,NA,NA,NA,fire_time_from_fire_to_flowering_max,3
*Acetosa sagittata,27,NA,NA,NA,fire_response_LCR,resprouts
*Acetosa sagittata,27,NA,NA,NA,first_fruiting_resp,30
*Acetosa sagittata,27,NA,NA,NA,secondary_juvenile_period,30
*Acetosella vulgaris,27,NA,NA,NA,first_flowering_unknown,39
*Acetosella vulgaris,27,NA,NA,NA,first_fruiting_unknown,39
*Fallopia convolvulus,27,NA,NA,NA,first_fruiting_unknown,17
*Persicaria capitata,27,NA,NA,NA,fire_response_LCR,resprouts
*Persicaria capitata,27,NA,NA,NA,first_flowering_resp,19
Persicaria decipiens,27,NA,NA,NA,first_flowering_unknown,20
Persicaria lapathifolia,27,NA,NA,NA,first_flowering_unknown,20
Persicaria lapathifolia,27,NA,NA,NA,first_fruiting_unknown,20
Persicaria strigosa,27,NA,NA,NA,first_flowering_unknown,20
Rumex brownii,27,NA,NA,NA,fire_response_LCR,resprouts
Rumex brownii,27,NA,NA,NA,first_flowering_resp,9
Rumex brownii,27,NA,NA,NA,first_fruiting_resp,19
*Rumex conglomeratus,27,NA,NA,NA,first_fruiting_unknown,50
*Rumex crispus,27,NA,NA,NA,fire_response_LCR,resprouts
*Rumex crispus,27,NA,NA,NA,first_flowering_unknown,41
*Rumex crispus,27,NA,NA,NA,first_fruiting_unknown,51
*Portulaca oleracea,27,NA,NA,NA,first_fruiting_unknown,15
*Anagallis arvensis,27,NA,NA,NA,first_flowering_seed,37
*Anagallis arvensis,27,NA,NA,NA,first_fruiting_seed,50
*Primula malacoides,27,NA,NA,NA,first_flowering_unknown,38
Samolus repens,27,NA,NA,NA,fire_response_LCR,fire_killed
Samolus repens,27,NA,NA,NA,first_flowering_unknown,49
Samolus repens,27,NA,NA,NA,first_fruiting_unknown,49
Banksia ericifolia,27,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Banksia ericifolia,27,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Banksia ericifolia,27,NA,just germinated seedlings,NA,seedlings_first_observed,17
Banksia ericifolia,27,NA,just germinated seedlings,NA,first_flowering_seed,177
Banksia ericifolia,27,NA,just germinated seedlings,NA,first_fruiting_seed,234
Banksia ericifolia,27,NA,just germinated seedlings,NA,primary_juvenile_period_min,4
Banksia ericifolia,27,NA,just germinated seedlings,NA,primary_juvenile_period_max,5
Banksia ericifolia,27,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,4
Banksia ericifolia,27,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,5
Banksia integrifolia,27,NA,NA,NA,fire_response_NL,resprouts
Banksia marginata,27,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Banksia marginata,27,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Banksia marginata,27,NA,just germinated seedlings,NA,seedlings_first_observed,21
Banksia marginata,27,NA,just germinated seedlings,NA,first_flowering_seed,169
Banksia marginata,27,NA,just germinated seedlings,NA,first_fruiting_seed,218
Banksia marginata,27,NA,just germinated seedlings,NA,primary_juvenile_period_min,4
Banksia marginata,27,NA,just germinated seedlings,NA,primary_juvenile_period_max,5
Banksia marginata,27,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,4
Banksia marginata,27,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,5
Banksia marginata,27,NA,just germinated seedlings,NA,peak_flowering_seed,10
Banksia oblongifolia,27,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Banksia oblongifolia,27,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Banksia oblongifolia,27,NA,just germinated seedlings,NA,seedlings_first_observed,17
Banksia oblongifolia,27,NA,just germinated seedlings,NA,first_flowering_resp,114
Banksia oblongifolia,27,NA,just germinated seedlings,NA,first_fruiting_resp,234
Banksia oblongifolia,27,NA,just germinated seedlings,NA,secondary_juvenile_period_min,4
Banksia oblongifolia,27,NA,just germinated seedlings,NA,secondary_juvenile_period_max,5
Banksia robur,27,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Banksia robur,27,NA,just germinated seedlings,NA,seedlings_first_observed,32
Banksia serrata,27,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Banksia serrata,27,NA,just germinated seedlings,NA,seedlings_first_observed,12
Banksia serrata,27,NA,just germinated seedlings,NA,first_flowering_resp,108
Banksia serrata,27,NA,just germinated seedlings,NA,first_fruiting_resp,177
Banksia serrata,27,NA,just germinated seedlings,NA,secondary_juvenile_period_min,3
Banksia serrata,27,NA,just germinated seedlings,NA,secondary_juvenile_period_max,4
Banksia spinulosa,27,NA,NA,NA,fire_response_LCR,resprouts
Banksia spinulosa,27,NA,NA,NA,first_flowering_resp,122
Banksia spinulosa,27,NA,NA,NA,first_fruiting_resp,201
Banksia spinulosa,27,NA,NA,NA,secondary_juvenile_period_min,3
Banksia spinulosa,27,NA,NA,NA,secondary_juvenile_period_max,4
Conospermum ericifolium,27,NA,NA,NA,fire_response_NL,fire_killed
Conospermum ericifolium,27,NA,NA,NA,first_flowering_seed,91
Conospermum ericifolium,27,NA,NA,NA,first_fruiting_seed,97
Conospermum ericifolium,27,NA,NA,NA,primary_juvenile_period,2
Conospermum ericifolium,27,NA,NA,NA,fire_time_from_fire_to_flowering,2
Conospermum ericifolium,27,NA,NA,NA,peak_flowering_seed_min,3
Conospermum ericifolium,27,NA,NA,NA,peak_flowering_seed_max,5
Conospermum longifolium subsp. angustifolium,27,NA,NA,NA,fire_response_NL,fire_killed
Conospermum longifolium subsp. longifolium,27,NA,NA,NA,fire_response_LCR,resprouts
Conospermum longifolium subsp. longifolium,27,NA,NA,NA,fire_response_NL,resprouts
Conospermum longifolium subsp. longifolium,27,NA,NA,NA,first_flowering_resp,37
Conospermum longifolium subsp. longifolium,27,NA,NA,NA,first_fruiting_resp,42
Conospermum longifolium subsp. longifolium,27,NA,NA,NA,secondary_juvenile_period_min,1
Conospermum longifolium subsp. longifolium,27,NA,NA,NA,secondary_juvenile_period_max,2
Grevillea buxifolia,27,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Grevillea buxifolia,27,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Grevillea buxifolia,27,NA,just germinated seedlings,NA,seedlings_first_observed,9
Grevillea buxifolia,27,NA,just germinated seedlings,NA,first_flowering_seed,86
Grevillea buxifolia,27,NA,just germinated seedlings,NA,first_fruiting_seed,114
Grevillea buxifolia,27,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Grevillea buxifolia,27,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Grevillea buxifolia,27,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Grevillea buxifolia,27,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Grevillea buxifolia,27,NA,just germinated seedlings,NA,peak_flowering_seed_min,4
Grevillea buxifolia,27,NA,just germinated seedlings,NA,peak_flowering_seed_max,6
Grevillea linearifolia,27,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Grevillea linearifolia,27,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Grevillea linearifolia,27,NA,just germinated seedlings,NA,seedlings_first_observed,30
Grevillea linearifolia,27,NA,just germinated seedlings,NA,first_flowering_seed,87
Grevillea linearifolia,27,NA,just germinated seedlings,NA,first_fruiting_seed,120
