species_name,family,authority,TPL_ID,status,APC_name,APC_ID,APNI_ID
Goodenia durackiana,Goodeniaceae,Carolin,kew-2830510,Accepted,Goodenia durackiana,2892530,118485
Goodenia dyeri,Goodeniaceae,K.Krause,kew-2830511,Accepted,Goodenia dyeri,2889317,109875
Goodenia eatoniana,Goodeniaceae,F.Muell.,kew-2830512,Accepted,Goodenia eatoniana,2888146,109896
Goodenia elderi,Goodeniaceae,F.Muell. & Tate,kew-2830514,Accepted,Goodenia elderi,2905019,109915
Goodenia elongata,Goodeniaceae,Labill.,kew-2830515,Accepted,Goodenia elongata,2920576,109935
Goodenia eremophila,Goodeniaceae,E.Pritz.,kew-2830517,Accepted,Goodenia eremophila,2907854,109980
Goodenia fascicularis,Goodeniaceae,F.Muell. & Tate,kew-2830520,Accepted,Goodenia fascicularis,2887428,110018
Goodenia fasciculata,Goodeniaceae,(Benth.) Carolin,kew-2830521,Accepted,Goodenia fasciculata,2886109,118294
Goodenia faucium,Goodeniaceae,Carolin,kew-2830522,Accepted,Goodenia faucium,2909581,110037
Goodenia filiformis,Goodeniaceae,R.Br.,kew-2830523,Accepted,Goodenia filiformis,2898188,110059
Goodenia fordiana,Goodeniaceae,Carolin,kew-2830531,Accepted,Goodenia fordiana,2905699,118365
Goodenia forestii,Goodeniaceae,F.Muell.,kew-2830532,Accepted,Goodenia forrestii,2901832,110230
Goodenia geniculata,Goodeniaceae,R.Br.,kew-2830533,Accepted,Goodenia geniculata,2905407,110258
Goodenia gibbosa,Goodeniaceae,Carolin,kew-2830540,Accepted,Goodenia gibbosa,2896441,110433
Goodenia glabra,Goodeniaceae,R.Br.,kew-2830541,Accepted,Goodenia glabra,2900714,110457
Goodenia glandulosa,Goodeniaceae,K.Krause,kew-2830544,Accepted,Goodenia glandulosa,2913831,110538
Goodenia glareicola,Goodeniaceae,Carolin,kew-2830545,Accepted,Goodenia glareicola,2887298,118430
Goodenia glauca,Goodeniaceae,F.Muell.,kew-2830546,Accepted,Goodenia glauca,2920598,110559
Goodenia gloeophylla,Goodeniaceae,Carolin,kew-2830550,Accepted,Goodenia gloeophylla,2921303,123345
Goodenia glomerata,Goodeniaceae,Maiden & Betche,kew-2830551,Accepted,Goodenia glomerata,2896082,110669
Goodenia goodeniacea,Goodeniaceae,(F.Muell.) Carolin,kew-2830552,Accepted,Goodenia goodeniacea,2915704,118397
Goodenia gracilis,Goodeniaceae,R.Br.,kew-2830553,Accepted,Goodenia gracilis,2891421,110697
Goodenia grandiflora,Goodeniaceae,Sims,kew-2830556,Accepted,Goodenia grandiflora,2914407,110785
Goodenia granitica,Goodeniaceae,L.W.Sage & K.A.Sheph.,kew-2607250,Accepted,Goodenia granitica,2906712,211690
Goodenia gypsicola,Goodeniaceae,Symon,kew-2830561,Accepted,Goodenia gypsicola,2889212,171327
Goodenia hartiana,Goodeniaceae,L.W.Sage,kew-2604541,Accepted,Goodenia hartiana,2914653,171388
Goodenia hassallii,Goodeniaceae,F.Muell.,kew-2830563,Accepted,Goodenia hassallii,2916684,110960
Goodenia havilandii,Goodeniaceae,Maiden & Betche,kew-2830564,Accepted,Goodenia havilandii,2897175,110988
Goodenia heatheriana,Goodeniaceae,L.W.Sage,kew-2830566,Accepted,Goodenia heatheriana,2896408,171082
Goodenia hederacea,Goodeniaceae,Sm.,kew-2830567,Accepted,Goodenia hederacea,2895863,111034
Goodenia hederacea subsp. alpestris,Goodeniaceae,(K.Krause) Carolin,kew-2830569,Accepted,Goodenia hederacea subsp. alpestris,2891364,118391
Goodenia hederacea subsp. hederacea,Goodeniaceae,Sm.,kew-2830567,Accepted,Goodenia hederacea subsp. hederacea,2901875,111145
Goodenia helmsii,Goodeniaceae,(E.Pritz.) Carolin,kew-2830575,Accepted,Goodenia helmsii,2920111,118296
Goodenia heppleana,Goodeniaceae,(W.Fitzg.) Carolin,kew-2830576,Accepted,Goodenia heppleana,2907912,118506
Goodenia heterochila,Goodeniaceae,F.Muell.,kew-2830577,Accepted,Goodenia heterochila,2899150,111210
Goodenia heteromera,Goodeniaceae,F.Muell.,kew-2830581,Accepted,Goodenia heteromera,2895716,111298
Goodenia heterophylla,Goodeniaceae,Sm.,kew-2830583,Accepted,Goodenia heterophylla,2917050,111343
Goodenia heterophylla subsp. eglandulosa,Goodeniaceae,Sm.,kew-2830583,Accepted,Goodenia heterophylla subsp. eglandulosa,2908782,118378
Goodenia heterophylla subsp. heterophylla,Goodeniaceae,Sm.,kew-2830583,Accepted,Goodenia heterophylla subsp. heterophylla,2901217,111365
Goodenia heterophylla subsp. montana,Goodeniaceae,Sm.,kew-2830583,Accepted,Goodenia heterophylla subsp. montana,2896307,118383
Goodenia heterophylla subsp. teucriifolia,Goodeniaceae,(F.Muell.) Carolin,kew-2830586,Accepted,Goodenia heterophylla subsp. teucriifolia,2887282,118380
Goodenia heteroptera,Goodeniaceae,(F.Muell.) B.D.Jacks.,kew-2830587,Accepted,Goodenia pilosa,2893470,118502
Goodenia hirsuta,Goodeniaceae,F.Muell.,kew-2830589,Accepted,Goodenia hirsuta,2899909,111434
Goodenia hispida,Goodeniaceae,R.Br.,kew-2830590,Accepted,Goodenia hispida,2918212,111455
Goodenia holtzeana,Goodeniaceae,(Specht) Carolin,kew-2830591,Accepted,Goodenia holtzeana,2890628,118504
Goodenia humilis,Goodeniaceae,R.Br.,kew-2830593,Accepted,Goodenia humilis,2888411,111494
Goodenia incana,Goodeniaceae,R.Br.,kew-2830595,Accepted,Goodenia incana,2915504,111538
Goodenia integerrima,Goodeniaceae,Carolin,kew-2830596,Accepted,Goodenia integerrima,2901142,118445
Goodenia inundata,Goodeniaceae,L.W.Sage & J.P.Pigott,kew-2830598,Accepted,Goodenia inundata,2905616,168835
Goodenia iyouta,Goodeniaceae,Carolin,kew-2830599,Accepted,Goodenia iyouta,2910356,111579
Goodenia janamba,Goodeniaceae,Carolin,kew-2830600,Accepted,Goodenia janamba,2903735,118450
Goodenia jaurdiensis,Goodeniaceae,L.W.Sage & K.A.Sheph.,kew-2607251,Accepted,Goodenia jaurdiensis,2919420,211691
Goodenia kakadu,Goodeniaceae,Carolin,kew-2830602,Accepted,Goodenia kakadu,2889910,118511
Goodenia katabudjar,Goodeniaceae,Cranfield & L.W.Sage,kew-2830603,Accepted,Goodenia katabudjar,2896109,160312
Goodenia kingiana,Goodeniaceae,Carolin,kew-2830604,Accepted,Goodenia kingiana,2895071,118360
Goodenia krauseana,Goodeniaceae,Carolin,kew-2830606,Accepted,Goodenia krauseana,2903654,111636
Goodenia laevis,Goodeniaceae,Benth.,kew-2830608,Accepted,Goodenia laevis,2900133,73148
Goodenia lamprosperma,Goodeniaceae,F.Muell.,kew-2830610,Accepted,Goodenia lamprosperma,2904411,73161
Goodenia lanata,Goodeniaceae,R.Br.,kew-2830611,Accepted,Goodenia lanata,2899717,73171
Goodenia lancifolia,Goodeniaceae,L.W.Sage & Cranfield,kew-2830612,Accepted,Goodenia lancifolia,2907517,171389
Goodenia larupinta,Goodeniaceae,Tate,kew-2830613,Accepted,Goodenia larapinta,2887045,74442
Goodenia leiosperma,Goodeniaceae,Carolin,kew-2830615,Accepted,Goodenia leiosperma,2913553,118483
Goodenia leptoclada,Goodeniaceae,Benth.,kew-2830616,Accepted,Goodenia leptoclada,2917589,74531
Goodenia lineata,Goodeniaceae,J.H.Willis,kew-2830618,Accepted,Goodenia lineata,2897184,74565
Goodenia lobata,Goodeniaceae,Ising,kew-2830622,Accepted,Goodenia lobata,2914979,74632
Goodenia lunata,Goodeniaceae,J.M.Black,kew-2830624,Accepted,Goodenia lunata,2898662,74673
Goodenia lyrata,Goodeniaceae,Carolin,kew-2830625,Accepted,Goodenia lyrata,2920659,118421
Goodenia macbarronii,Goodeniaceae,Carolin,kew-2830626,Accepted,Goodenia macbarronii,2892886,118409
Goodenia macmillanii,Goodeniaceae,F.Muell.,kew-2830627,Accepted,Goodenia macmillanii,2908984,74694
Goodenia macroplectra,Goodeniaceae,(F.Muell.) Carolin,kew-2830629,Accepted,Goodenia macroplectra,2909087,118466
Goodenia maideniana,Goodeniaceae,W.Fitzg.,kew-2830630,Accepted,Goodenia maideniana,2886678,74735
Goodenia malvina,Goodeniaceae,Carolin,kew-2830631,Accepted,Goodenia malvina,2892134,118489
Goodenia megasepala,Goodeniaceae,Carolin,kew-2830633,Accepted,Goodenia megasepala,2915161,74764
Goodenia micrantha,Goodeniaceae,Hemsl. ex Carolin,kew-2830635,Accepted,Goodenia micrantha,2918109,118464
Goodenia microptera,Goodeniaceae,F.Muell.,kew-2830636,Accepted,Goodenia microptera,2902208,74827
Goodenia mimuloides,Goodeniaceae,S.Moore,kew-2830637,Accepted,Goodenia mimuloides,2892424,74846
Goodenia minutiflora,Goodeniaceae,F.Muell.,kew-2830639,Accepted,Goodenia minutiflora,7390279,74884
Goodenia modesta,Goodeniaceae,J.M.Black,kew-2830644,Accepted,Goodenia modesta,2888484,74966
Goodenia mueckeana,Goodeniaceae,F.Muell.,kew-2830648,Accepted,Goodenia mueckeana,2900829,75028
Goodenia muelleriana,Goodeniaceae,Carolin,kew-2830649,Accepted,Goodenia muelleriana,2915712,118471
Goodenia neglecta,Goodeniaceae,(Carolin) Carolin,kew-2830652,Accepted,Goodenia neglecta,2921231,118503
Goodenia neogoodenia,Goodeniaceae,Carolin,kew-2830653,Accepted,Goodenia neogoodenia,2888649,118447
Goodenia nigrescens,Goodeniaceae,Carolin,kew-2830655,Accepted,Goodenia nigrescens,2901208,118432
Goodenia nuda,Goodeniaceae,E.Pritz.,kew-2830657,Accepted,Goodenia nuda,2898699,75102
Goodenia occidentalis,Goodeniaceae,Carolin,kew-2830658,Accepted,Goodenia occidentalis,2915615,75122
Goodenia ochracea,Goodeniaceae,Carolin,kew-2830659,Accepted,Goodenia ochracea,2888602,118457
Goodenia odonnellii,Goodeniaceae,F.Muell.,kew-2830660,Accepted,Goodenia odonnellii,2905494,75140
Goodenia ovata,Goodeniaceae,Sm.,kew-2830661,Accepted,Goodenia ovata,2898281,75156
Goodenia pallida,Goodeniaceae,Carolin,kew-2830665,Accepted,Goodenia pallida,2897352,118468
Goodenia paludicola,Goodeniaceae,Carolin,kew-2830666,Accepted,Goodenia minutiflora,7390279,74884
Goodenia paniculata,Goodeniaceae,Sm.,kew-2830667,Accepted,Goodenia paniculata,2907523,75227
Goodenia pascua,Goodeniaceae,Carolin,kew-2830668,Accepted,Goodenia pascua,2905710,118437
Goodenia peacockiana,Goodeniaceae,Carolin,kew-2830669,Accepted,Goodenia peacockiana,2894641,75243
Goodenia pedicellata,Goodeniaceae,L.W.Sage & K.W.Dixon,kew-2604542,Accepted,Goodenia pedicellata,2921071,198409
Goodenia perryi,Goodeniaceae,Gardner ex R.Carolin,kew-2830670,Accepted,Goodenia perryi,2914794,118428
Goodenia phillipsiae,Goodeniaceae,Carolin,kew-2830671,Accepted,Goodenia phillipsiae,2890929,118456
Goodenia pilosa,Goodeniaceae,(R.Br.) Carolin,kew-2830673,Accepted,Goodenia pilosa,2893470,118502
Goodenia pinifolia,Goodeniaceae,de Vriese,kew-2830674,Accepted,Goodenia pinifolia,2889669,90497
Goodenia pinnatifida,Goodeniaceae,Schltdl.,kew-2830675,Accepted,Goodenia pinnatifida,2886806,90517
Goodenia porphyrea,Goodeniaceae,(Carolin) Carolin,kew-2830677,Accepted,Goodenia porphyrea,2912859,118501
Goodenia potamica,Goodeniaceae,Carolin,kew-2830678,Accepted,Goodenia potamica,2904321,118493
Goodenia prostrata,Goodeniaceae,Carolin,kew-2830682,Accepted,Goodenia prostrata,2897778,118470
Goodenia psammophila,Goodeniaceae,L.W.Sage & M.D.Barrett,kew-2830683,Accepted,Goodenia psammophila,2892358,170144
Goodenia pterygosperma,Goodeniaceae,R.Br.,kew-2830685,Accepted,Goodenia pterigosperma,2915412,90618
Goodenia pulchella,Goodeniaceae,Benth.,kew-2830687,Accepted,Goodenia pulchella,2904130,90668
Goodenia pumilio,Goodeniaceae,R.Br.,kew-2830688,Accepted,Goodenia pumilio,2920584,90686
Goodenia purpurascens,Goodeniaceae,R.Br.,kew-2830689,Accepted,Goodenia purpurascens,2904247,90727
Goodenia purpurea,Goodeniaceae,(F.Muell.) Carolin,kew-2830691,Accepted,Goodenia purpurea,2914271,118508
Goodenia pusilla,Goodeniaceae,(de Vriese) de Vriese,kew-2830692,Unresolved,Goodenia pusilla,2919002,90775
Goodenia pusilliflora,Goodeniaceae,F.Muell.,kew-2830693,Accepted,Goodenia pusilliflora,2903166,90796
Goodenia quadrifida,Goodeniaceae,(Carolin) Carolin,kew-2830695,Accepted,Goodenia quadrifida,2897447,118509
Goodenia quadrilocularis,Goodeniaceae,R.Br.,kew-2830696,Accepted,Goodenia quadrilocularis,2919981,90850
Goodenia quasilibera,Goodeniaceae,Carolin,kew-2830697,Accepted,Goodenia quasilibera,2911299,90862
Goodenia racemosa,Goodeniaceae,F.Muell.,kew-2830698,Accepted,Goodenia racemosa,2905947,90870
Goodenia racemosa var. latifolia,Goodeniaceae,F.Muell.,kew-2830698,Accepted,Goodenia racemosa var. latifolia,2889818,118374
Goodenia racemosa var. racemosa,Goodeniaceae,F.Muell.,kew-2830698,Accepted,Goodenia racemosa var. racemosa,2896793,169935
Goodenia ramelii,Goodeniaceae,F.Muell.,kew-2830701,Accepted,Goodenia ramelii,2910433,90911
Goodenia redacta,Goodeniaceae,Carolin,kew-2830703,Accepted,Goodenia redacta,2915868,118467
Goodenia robusta,Goodeniaceae,(Benth.) K.Krause,kew-2830706,Accepted,Goodenia robusta,2895004,90996
Goodenia rostrivalvis,Goodeniaceae,Domin,kew-2830707,Accepted,Goodenia rostrivalvis,2918560,91011
Goodenia rotundifolia,Goodeniaceae,R.Br.,kew-2830709,Accepted,Goodenia rotundifolia,2918127,91051
Goodenia rupestris,Goodeniaceae,Carolin,kew-2830714,Accepted,Goodenia rupestris,2908804,91102
Goodenia saccata,Goodeniaceae,Carolin,kew-2830715,Accepted,Goodenia saccata,2920676,91111
Goodenia salina,Goodeniaceae,L.W.Sage & K.A.Sheph.,kew-2607252,Accepted,Goodenia salina,2891674,211692
Goodenia salmoniana,Goodeniaceae,(F.Muell.) Carolin,kew-2830716,Accepted,Goodenia salmoniana,7391081,118458
Goodenia scaevolina,Goodeniaceae,F.Muell.,kew-2830717,Accepted,Goodenia scaevolina,2895052,91119
Goodenia scapigera,Goodeniaceae,R.Br.,kew-2830718,Accepted,Goodenia scapigera,2888629,91134
Goodenia scapigera subsp. scapigera,Goodeniaceae,R.Br.,kew-2830718,Accepted,unknown,unknown,unknown
Goodenia schwerinensis,Goodeniaceae,Carolin,kew-2830722,Accepted,Goodenia schwerinensis,2899525,91218
Goodenia sepalosa,Goodeniaceae,F.Muell. ex Benth.,kew-2830724,Accepted,Goodenia sepalosa,2914173,91266
Goodenia sepalosa var. glandulosa,Goodeniaceae,F.Muell. ex Benth.,kew-2830724,Accepted,Goodenia sepalosa var. glandulosa,2898539,118476
Goodenia sericostachya,Goodeniaceae,C.A.Gardner,kew-2830727,Accepted,Goodenia sericostachya,2904089,91322
Goodenia stellata,Goodeniaceae,Carolin,kew-2830734,Accepted,Goodenia stellata,2920216,91454
Goodenia stelligera,Goodeniaceae,R.Br.,kew-2830735,Accepted,Goodenia stelligera,2890049,91478
Goodenia stenophylla,Goodeniaceae,F.Muell.,kew-2830738,Accepted,Goodenia stenophylla,2896044,91567
Goodenia stephensonii,Goodeniaceae,F.Muell.,kew-2830739,Accepted,Goodenia stephensonii,2917169,91592
Goodenia stirlingii,Goodeniaceae,F.M.Bailey,kew-2830740,Accepted,Goodenia stirlingii,2892084,91612
Goodenia stobbsiana,Goodeniaceae,F.Muell.,kew-2830741,Accepted,Goodenia stobbsiana,2898617,91638
Goodenia strangfordii,Goodeniaceae,F.Muell.,kew-2830743,Accepted,Goodenia strangfordii,2887563,91680
Goodenia subauriculata,Goodeniaceae,C.T.White,kew-2830749,Accepted,Goodenia subauriculata,2902339,91808
Goodenia suffrutescens,Goodeniaceae,Carolin,kew-2830751,Accepted,Goodenia suffrutescens,2899289,91849
Goodenia symonii,Goodeniaceae,(Carolin) Carolin,kew-2830752,Accepted,Goodenia symonii,2895591,118507
Goodenia tenuiloba,Goodeniaceae,F.Muell.,kew-2830757,Accepted,Goodenia tenuiloba,2902712,91954
Goodenia trichophylla,Goodeniaceae,de Vriese ex Benth.,kew-2830760,Accepted,Goodenia trichophylla,2908028,92012
Goodenia triodiophila,Goodeniaceae,Carolin,kew-2830761,Accepted,Goodenia triodiophila,2916499,92031
Goodenia tripartita,Goodeniaceae,Carolin,kew-2830762,Accepted,Goodenia tripartita,2906094,118404
Goodenia turleyae,Goodeniaceae,L.W.Sage & K.A.Sheph.,kew-2607253,Accepted,Goodenia turleyae,2889488,211693
Goodenia varia,Goodeniaceae,R.Br.,kew-2830764,Accepted,Goodenia varia,2910439,92079
Goodenia vernicosa,Goodeniaceae,J.M.Black,kew-2830765,Accepted,Goodenia vernicosa,2910237,92099
Goodenia vilmoriniae,Goodeniaceae,F.Muell.,kew-2830766,Accepted,Goodenia vilmoriniae,2920720,92124
Goodenia virgata,Goodeniaceae,Carolin,kew-2830767,Accepted,Goodenia virgata,2915380,92144
Goodenia viridula,Goodeniaceae,Carolin,kew-2830768,Accepted,Goodenia viridula,2895636,118376
Goodenia viscida,Goodeniaceae,R.Br.,kew-2830769,Accepted,Goodenia viscida,2897348,92160
Goodenia viscidula,Goodeniaceae,Carolin,kew-2830770,Accepted,Goodenia viscidula,2891747,118417
Goodenia watsonii,Goodeniaceae,F.Muell. & Tate,kew-2830771,Accepted,Goodenia watsonii,2909765,92176
Goodenia watsonii subsp. glandulosa,Goodeniaceae,F.Muell. & Tate,kew-2830771,Accepted,Goodenia watsonii subsp. glandulosa,2899053,118293
Goodenia watsonii subsp. watsonii,Goodeniaceae,F.Muell. & Tate,kew-2830771,Accepted,Goodenia watsonii subsp. watsonii,2895264,141211
Goodenia willisiana,Goodeniaceae,Carolin,kew-2830773,Accepted,Goodenia willisiana,2889946,118405
Goodenia wilunensis,Goodeniaceae,Carolin,kew-2830774,Accepted,Goodenia wilunensis,2906342,92212
Goodenia xanthosperma,Goodeniaceae,F.Muell.,kew-2830775,Accepted,Goodenia xanthosperma,2915077,92231
Goodenia xanthotricha,Goodeniaceae,de Vriese,kew-2830776,Accepted,Goodenia xanthotricha,2891697,92253
Goodia lotifolia,Leguminosae,Salisb.,ild-31326,Accepted,Goodia lotifolia,2888356,92319
Goodia medicaginea,Leguminosae,F.Muell.,ild-34988,Accepted,Goodia medicaginea,2919545,74759
Gordonia luzonica,Theaceae,S.Vidal,kew-2830826,Accepted,NA,NA,NA
Gossia acmenoides,Myrtaceae,(F.Muell.) N.Snow & Guymer,kew-216903,Accepted,Gossia acmenoides,2907550,180919
Gossia bamagensis,Myrtaceae,N.Snow & Guymer,kew-216904,Accepted,Gossia bamagensis,2921046,180927
Gossia bidwillii,Myrtaceae,(Benth.) N.Snow & Guymer,kew-216905,Accepted,Gossia bidwillii,2919596,180918
Gossia dallachyana,Myrtaceae,(F.Muell. ex Benth.) N.Snow & Guymer,kew-216907,Accepted,Gossia dallachiana,2909060,180924
Gossia floribunda,Myrtaceae,(A.J.Scott) N.Snow & Guymer,kew-216908,Accepted,Gossia floribunda,2893266,180929
Gossia fragrantissima,Myrtaceae,(F.Muell. ex Benth.) N.Snow & Guymer,kew-216909,Accepted,Gossia fragrantissima,2888109,180931
Gossia gonoclada,Myrtaceae,(F.Muell. ex Benth.) N.Snow & Guymer,kew-216910,Accepted,Gossia gonoclada,2912922,180920
Gossia grayi,Myrtaceae,N.Snow & Guymer,kew-216911,Accepted,Gossia grayi,2888693,180925
Gossia hillii,Myrtaceae,(Benth.) N.Snow & Guymer,kew-216912,Accepted,Gossia hillii,2913707,180921
Gossia inophloia,Myrtaceae,(J.F.Bailey & C.T.White) N.Snow & Guymer,kew-216913,Accepted,Gossia inophloia,2900042,180916
Gossia lewisensis,Myrtaceae,N.Snow & Guymer,kew-216914,Accepted,Gossia lewisensis,2911692,180922
Gossia lucida,Myrtaceae,(Gaertn.) N.Snow & Guymer,kew-216915,Accepted,Gossia lucida,2912268,161063
Gossia macilwraithensis,Myrtaceae,N.Snow & Guymer,kew-216916,Accepted,Gossia macilwraithensis,2895990,180926
Gossia myrsinocarpa,Myrtaceae,(F.Muell.) N.Snow & Guymer,kew-216917,Accepted,Gossia myrsinocarpa,2910584,180930
Gossia pubiflora,Myrtaceae,(C.T.White) N.Snow & Guymer,kew-216918,Accepted,Gossia pubiflora,2905137,180917
Gossia punctata,Myrtaceae,N.Snow & Guymer,kew-216919,Accepted,Gossia punctata,2889866,180923
Gossia retusa,Myrtaceae,N.Snow & Guymer,kew-216920,Accepted,Gossia retusa,2906137,180933
Gossia sankowskiorum,Myrtaceae,N.Snow & Guymer,kew-216921,Accepted,Gossia sankowskyorum,2895686,180932
Gossia shepherdii,Myrtaceae,(F.Muell.) N.Snow & Guymer,kew-216922,Accepted,Gossia shepherdii,2895951,180928
Gossypium australe,Malvaceae,F.Muell.,kew-2831002,Accepted,Gossypium australe,2886248,106097
Gossypium barbadense,Malvaceae,L.,kew-2831007,Accepted,Gossypium barbadense,2919183,106182
Gossypium bickii,Malvaceae,(F.M.Bailey) Prokh.,kew-2831035,Accepted,Gossypium bickii,2894378,106256
Gossypium costulatum,Malvaceae,Tod.,kew-2831055,Accepted,Gossypium costulatum,2890074,106273
Gossypium enthyle,Malvaceae,"Fryxell, Craven & J.M.Stewart",kew-2831068,Accepted,Gossypium enthyle,2915419,150565
Gossypium exiguum,Malvaceae,"Fryxell, Craven & J.M.Stewart",kew-2831070,Accepted,Gossypium exiguum,2901564,131424
Gossypium hirsutum,Malvaceae,L.,kew-2831092,Accepted,Gossypium hirsutum,2902191,106422
Gossypium londonderriense,Malvaceae,"Fryxell, Craven & J.M.Stewart",kew-2831154,Accepted,Gossypium londonderriense,2895753,148730
Gossypium marchantii,Malvaceae,"Fryxell, Craven & J.M.Stewart",kew-2831159,Accepted,Gossypium marchantii,2920232,147971
Gossypium nelsonii,Malvaceae,Fryxell,kew-2831174,Accepted,Gossypium nelsonii,2904342,106576
Gossypium nobile,Malvaceae,"Fryxell, Craven & J.M.Stewart",kew-2831179,Accepted,Gossypium nobile,2886714,147862
Gossypium pilosum,Malvaceae,Fryxell,kew-2831207,Accepted,Gossypium pilosum,2906810,106679
Gossypium populifolium,Malvaceae,(Benth.) F.Muell. ex Tod.,kew-2831208,Accepted,Gossypium populifolium,2890265,106705
Gossypium pulchellum,Malvaceae,(C.A.Gardner) Fryxell,kew-2831211,Accepted,Gossypium pulchellum,2919843,106730
Gossypium robinsonii,Malvaceae,F.Muell.,kew-2831224,Accepted,Gossypium robinsonii,2920633,106758
Gossypium rotundifolium,Malvaceae,"Fryxell, Craven & J.M.Stewart",kew-2831228,Accepted,Gossypium rotundifolium,2906368,132379
Gossypium sturtianum,Malvaceae,(R.Br.) J.H.Willis,kew-2831249,Accepted,Gossypium sturtianum,2893745,106780
Gossypium sturtianum var  sturtianum,Malvaceae,(R.Br.) J.H.Willis,kew-2831249,Accepted,unknown,unknown,unknown
Gossypium sturtianum var. sturtianum,Malvaceae,(R.Br.) J.H.Willis,kew-2831249,Accepted,unknown,unknown,unknown
Gouania australiana,Rhamnaceae,F.Muell.,kew-2831388,Accepted,Gouania australiana,2894002,62373
Gouania exilis,Rhamnaceae,K.R.Thiele,kew-2831418,Accepted,Gouania exilis,2902649,158311
Grahamia australiana,Anacampserotaceae,(J.M.Black) G.D.Rowley,kew-2635727,Accepted,Anacampseros australiana,2919332,87786
Grammatotheca bergiana,Campanulaceae,(Cham.) C.Presl,kew-370326,Accepted,Grammatotheca bergiana,2904884,117038
Grammitis billardierei,Polypodiaceae,Willd.,ifn-28610,Unresolved,Notogrammitis billardierei,7803118,242039
Grammitis poeppigiana,Polypodiaceae,(Mett.) Pic. Serm.,tro-26604373,Accepted,Notogrammitis angustifolia,7802348,242037
Grammosolen dixonii,Solanaceae,(F.Muell. & Tate) Haegi,kew-2831669,Accepted,Grammosolen dixonii,2912850,59940
Grammosolen truncatus,Solanaceae,(Ising) Haegi,kew-2831670,Accepted,Grammosolen truncatus,2919319,59958
Granitites intangendus,Rhamnaceae,(F.Muell.) Rye,kew-2831700,Accepted,Granitites intangendus,2905846,170417
Graptophyllum excelsum,Acanthaceae,(F.Muell.) Druce,kew-2831771,Accepted,Graptophyllum excelsum,2894726,60146
Graptophyllum ilicifolium,Acanthaceae,(F.Muell.) Benth.,kew-2831778,Accepted,Graptophyllum ilicifolium,2920420,60173
Graptophyllum reticulatum,Acanthaceae,A.R.Bean & Sharpe,kew-2831789,Accepted,Graptophyllum reticulatum,2908874,117866
Graptophyllum spinigerum,Acanthaceae,F.Muell.,kew-2831792,Accepted,Graptophyllum spinigerum,2901575,60195
Gratiola nana,Plantaginaceae,Benth.,kew-2831890,Accepted,Gratiola nana,2894208,60314
Gratiola pedunculata,Plantaginaceae,R.Br.,kew-2831905,Accepted,Gratiola pedunculata,2909605,60334
Gratiola peruviana,Plantaginaceae,L.,kew-2831906,Accepted,Gratiola peruviana,2914831,60354
Gratiola pubescens,Plantaginaceae,R.Br.,kew-2831913,Accepted,Gratiola pubescens,2911719,60403
Gratiola pumilo,Plantaginaceae,F.Muell.,kew-2831915,Accepted,Gratiola pumilo,2909968,60424
Gratwickia monochaeta,Compositae,F.Muell.,gcc-131217,Accepted,Gratwickia monochaeta,2901650,60511
Grevillea acacioides,Proteaceae,C.A.Gardner ex D.J.McGillivray,kew-2832055,Accepted,Grevillea acacioides,2888698,62532
Grevillea acanthifolia,Proteaceae,A.Cunn.,kew-2832056,Accepted,Grevillea acanthifolia,2891108,79004
Grevillea acanthifolia subsp. acanthifolia,Proteaceae,A.Cunn.,kew-2832056,Accepted,Grevillea acanthifolia subsp. acanthifolia,2914711,79045
Grevillea acanthifolia subsp. paludosa,Proteaceae,A.Cunn.,kew-2832056,Accepted,Grevillea acanthifolia subsp. paludosa,2908968,79058
Grevillea acanthifolia subsp. stenomera,Proteaceae,(F.Muell. ex Benth.) McGill.,kew-2832059,Accepted,Grevillea acanthifolia subsp. stenomera,2899382,79064
Grevillea acanthifolia subsp. stenomera,Proteaceae,(F.Muell. ex Benth.) McGill.,kew-2832059,Accepted,unknown,unknown,unknown
Grevillea acanthifolia subsp. stenomera,Proteaceae,(F.Muell. ex Benth.) McGill.,kew-2832059,Accepted,unknown,unknown,unknown
Grevillea acanthifolia subsp. stenomera,Proteaceae,(F.Muell. ex Benth.) McGill.,kew-2832059,Accepted,unknown,unknown,unknown
Grevillea acerata,Proteaceae,McGill.,kew-2832060,Accepted,Grevillea acerata,2905496,79097
Grevillea acrobotrya,Proteaceae,Meisn.,kew-2832066,Accepted,Grevillea acrobotrya,2908431,80870
Grevillea acropogon,Proteaceae,Makinson,kew-2832068,Accepted,Grevillea acropogon,2898961,165083
Grevillea acuaria,Proteaceae,F.Muell. ex Benth.,kew-2832069,Accepted,Grevillea acuaria,2919713,80894
Grevillea adenotricha,Proteaceae,McGill.,kew-2832073,Accepted,Grevillea adenotricha,2920630,81000
Grevillea agrifolia,Proteaceae,A.Cunn. ex R.Br.,kew-2832075,Accepted,Grevillea agrifolia,2910051,81014
Grevillea agrifolia subsp. agrifolia,Proteaceae,A.Cunn. ex R.Br.,kew-2832075,Accepted,Grevillea agrifolia subsp. agrifolia,2914528,161639
Grevillea agrifolia subsp. microcarpa,Proteaceae,(Olde & Marriott) Makinson,kew-2832077,Accepted,Grevillea agrifolia subsp. microcarpa,2895522,163306
Grevillea albiflora,Proteaceae,C.T.White,kew-2832078,Accepted,Grevillea albiflora,2918291,81059
