species_name,family,authority,TPL_ID,status,APC_name,APC_ID,APNI_ID
Caladenia filamentosa,Orchidaceae,R.Br.,kew-28558,Accepted,Caladenia filamentosa,NA,91308
Caladenia filifera,Orchidaceae,Lindl.,kew-28567,Accepted,Caladenia filifera,NA,91408
Caladenia fitzgeraldii,Orchidaceae,Rupp,kew-28570,Accepted,Caladenia fitzgeraldii,NA,91439
Caladenia flaccida,Orchidaceae,D.L.Jones,kew-28571,Accepted,Caladenia flaccida,NA,117365
Caladenia flava,Orchidaceae,R.Br.,kew-28572,Accepted,Caladenia flava,NA,91452
Caladenia flavovirens,Orchidaceae,G.W.Carr,kew-28573,Accepted,Caladenia flavovirens,NA,119061
Caladenia footeana,Orchidaceae,Hopper & A.P.Br.,kew-222810,Accepted,Caladenia footeana,NA,231399
Caladenia fuscata,Orchidaceae,(Rchb.f.) M.A.Clem. & D.L.Jones,kew-28580,Accepted,Caladenia fuscata,NA,91461
Caladenia fuscolutescens,Orchidaceae,Hopper & A.P.Br.,kew-222811,Accepted,Caladenia fuscolutescens,NA,173162
Caladenia gardneri,Orchidaceae,Hopper & A.P.Br.,kew-222812,Accepted,Caladenia gardneri,NA,129096
Caladenia georgei,Orchidaceae,Hopper & A.P.Br.,kew-222813,Accepted,Caladenia georgei,NA,231514
Caladenia gladiolata,Orchidaceae,R.S.Rogers,kew-28586,Accepted,Caladenia gladiolata,2913185,91520
Caladenia gracilis,Orchidaceae,R.Br.,kew-28589,Accepted,Caladenia gracilis,NA,NZOR-4-123825
Caladenia graminifolia,Orchidaceae,A.S.George,kew-28591,Accepted,Caladenia graminifolia,NA,91565
Caladenia graniticola,Orchidaceae,(Hopper & A.P.Br.) Hopper & A.P.Br.,kew-222814,Accepted,Caladenia graniticola,NA,240839
Caladenia harringtoniae,Orchidaceae,Hopper & A.P.Br.,kew-222816,Accepted,Caladenia harringtoniae,2886186,140472
Caladenia heberleana,Orchidaceae,Hopper & A.P.Br.,kew-222817,Accepted,Caladenia heberleana,NA,231491
Caladenia hiemalis,Orchidaceae,Hopper & A.P.Br.,kew-222818,Accepted,Caladenia hiemalis,NA,231852
Caladenia hirta,Orchidaceae,Lindl.,kew-28598,Accepted,Caladenia hirta,NA,91601
Caladenia hoffmanii,Orchidaceae,Hopper & A.P.Br.,kew-222821,Accepted,Caladenia hoffmanii,2916786,182286
Caladenia horistes,Orchidaceae,Hopper & A.P.Br.,kew-222823,Accepted,Caladenia horistes,NA,231856
Caladenia huegelii,Orchidaceae,Rchb.f.,kew-28600,Accepted,Caladenia huegelii,2891427,91624
Caladenia incensa,Orchidaceae,Hopper & A.P.Br.,kew-222826,Accepted,Caladenia incensa,NA,231410
Caladenia incrassata,Orchidaceae,Hopper & A.P.Br.,kew-222827,Accepted,Caladenia incrassata,NA,231548
Caladenia infundibularis,Orchidaceae,A.S.George,kew-28603,Accepted,Caladenia infundibularis,NA,91664
Caladenia integra,Orchidaceae,E.Coleman,kew-28605,Accepted,Caladenia integra,NA,91669
Caladenia interjacens,Orchidaceae,Hopper & A.P.Br.,kew-222828,Accepted,Caladenia interjacens,NA,129100
Caladenia iridescens,Orchidaceae,R.S.Rogers,kew-28606,Accepted,Stegostyla iridescens,NA,NZOR-4-48573
Caladenia latifolia,Orchidaceae,R.Br.,kew-28609,Accepted,Caladenia latifolia,NA,91701
Caladenia leptochila,Orchidaceae,Fitzg.,kew-28614,Accepted,Caladenia leptochila,NA,91753
Caladenia leptoclavia,Orchidaceae,D.L.Jones,kew-28615,Accepted,Caladenia leptoclavia,NA,117372
Caladenia lobata,Orchidaceae,Fitzg.,kew-28617,Accepted,Caladenia lobata,NA,91774
Caladenia lodgeana,Orchidaceae,Hopper & A.P.Br.,kew-222829,Accepted,Caladenia lodgeana,NA,231816
Caladenia longicauda,Orchidaceae,Lindl.,kew-28618,Accepted,Caladenia longicauda subsp. eminens,NA,141732
Caladenia longicauda subsp. eminens,Orchidaceae,(Domin) Hopper & A.P.Br.,kew-28551,Accepted,unknown,unknown,unknown
Caladenia longiclavata,Orchidaceae,E.Coleman,kew-28620,Accepted,Caladenia longiclavata,NA,91806
Caladenia longifimbriata,Orchidaceae,Hopper & A.P.Br.,kew-222841,Accepted,Caladenia longifimbriata,NA,172639
Caladenia lorea,Orchidaceae,Hopper & A.P.Br.,kew-222842,Accepted,Caladenia lorea,NA,123786
Caladenia luteola,Orchidaceae,Hopper & A.P.Br.,kew-222843,Accepted,Caladenia luteola,NA,231869
Caladenia lyallii,Orchidaceae,Hook.f.,kew-28625,Accepted,Caladenia lyallii,NA,NZOR-4-27493
Caladenia macrostylis,Orchidaceae,Fitzg.,kew-28629,Accepted,Caladenia macrostylis,NA,91880
Caladenia magniclavata,Orchidaceae,Nicholls,kew-28630,Accepted,Caladenia magniclavata,NA,91892
Caladenia marginata,Orchidaceae,Lindl.,kew-28633,Accepted,Caladenia marginata,NA,91912
Caladenia melanema,Orchidaceae,Hopper & A.P.Br.,kew-222844,Accepted,Caladenia melanema,2902938,173299
Caladenia meridionalis,Orchidaceae,Hopper & A.P.Br.,kew-222845,Accepted,Caladenia meridionalis,NA,231858
Caladenia mesocera,Orchidaceae,Hopper & A.P.Br.,kew-222846,Accepted,Caladenia mesocera,NA,172991
Caladenia microchila,Orchidaceae,Hopper & A.P.Br.,kew-222847,Accepted,Caladenia microchila,NA,129095
Caladenia minor,Orchidaceae,Hook.f.,kew-28639,Accepted,Petalochilus minor,NA,NZOR-4-99998
Caladenia multiclavia,Orchidaceae,Rchb.f.,kew-28644,Accepted,Caladenia multiclavia,NA,91975
Caladenia nana,Orchidaceae,Endl.,kew-28647,Accepted,Caladenia nana,NA,91994
Caladenia nivalis,Orchidaceae,Hopper & A.P.Br.,kew-222850,Accepted,Caladenia nivalis,NA,231498
Caladenia nobilis,Orchidaceae,Hopper & A.P.Br.,kew-222851,Accepted,Caladenia nobilis,NA,137010
Caladenia occidentalis,Orchidaceae,Hopper & A.P.Br.,kew-222852,Accepted,Caladenia occidentalis,NA,173326
Caladenia ornata,Orchidaceae,(Nicholls) D.L.Jones,kew-28655,Unresolved,Caladenia ornata,2902262,167933
Caladenia ovata,Orchidaceae,R.S.Rogers,kew-28656,Accepted,Caladenia ovata,2918916,92030
Caladenia pachychila,Orchidaceae,Hopper & A.P.Br.,kew-222855,Accepted,Caladenia pachychila,NA,143246
Caladenia paludosa,Orchidaceae,Hopper & A.P.Br.,kew-222856,Accepted,Caladenia paludosa,NA,231509
Caladenia paradoxa,Orchidaceae,Hopper & A.P.Br.,kew-222857,Accepted,Caladenia paradoxa,NA,173327
Caladenia patersonii,Orchidaceae,R.Br.,kew-28660,Accepted,Caladenia versicolor,2916883,119077
Caladenia pectinata,Orchidaceae,R.S.Rogers,kew-28671,Accepted,Caladenia pectinata,NA,92192
Caladenia pendens,Orchidaceae,Hopper & A.P.Br.,kew-222858,Accepted,Caladenia pendens,NA,173329
Caladenia petrensis,Orchidaceae,A.P.Br. & G.Brockman,kew-372409,Accepted,Caladenia petrensis,NA,211455
Caladenia phaeoclavia,Orchidaceae,D.L.Jones,kew-28673,Accepted,Caladenia phaeoclavia,NA,117377
Caladenia pholcoidea,Orchidaceae,Hopper & A.P.Br.,kew-222861,Accepted,Caladenia pholcoidea,NA,138776
Caladenia picta,Orchidaceae,(Nicholls) M.A.Clem. & D.L.Jones ex Chapm.,kew-28674,Accepted,Caladenia picta,NA,92207
Caladenia plicata,Orchidaceae,Fitzg.,kew-28676,Accepted,Caladenia plicata,NA,92211
Caladenia polychroma,Orchidaceae,Hopper & A.P.Br.,kew-222864,Accepted,Caladenia polychroma,NA,231395
Caladenia postea,Orchidaceae,Hopper & A.P.Br.,kew-222865,Accepted,Caladenia postea,NA,168719
Caladenia procera,Orchidaceae,Hopper & A.P.Br.,kew-222866,Accepted,Caladenia procera,2890963,172646
Caladenia pulchra (Caladenia pulchra Hopper & A.P.Br. ),Orchidaceae,Hopper & A.P.Br.,kew-222867,Accepted,Caladenia pulchra,NA,173336
Caladenia pusilla,Orchidaceae,W.M.Curtis,kew-28684,Accepted,Caladenia pusilla,2889379,92276
Caladenia quadrifaria,Orchidaceae,(R.S.Rogers) D.L.Jones,kew-28685,Accepted,Caladenia quadrifaria,NA,117480
Caladenia radialis,Orchidaceae,R.S.Rogers,kew-28686,Accepted,Caladenia radialis,NA,92285
Caladenia radiata,Orchidaceae,Nicholls,kew-28687,Accepted,Caladenia radiata,NA,92297
Caladenia remota,Orchidaceae,Hopper & A.P.Br.,kew-222868,Accepted,Caladenia remota,NA,173337
Caladenia reptans,Orchidaceae,Lindl.,kew-28690,Accepted,Caladenia reptans,NA,92328
Caladenia reticulata,Orchidaceae,Fitzg.,kew-28691,Accepted,Caladenia reticulata,NA,92341
Caladenia rhomboidiformis,Orchidaceae,(E.Coleman) M.A.Clem. & Hopper,kew-28693,Accepted,Caladenia rhomboidiformis,NA,92356
Caladenia rigida,Orchidaceae,R.S.Rogers,kew-28696,Accepted,Caladenia rigida,2914821,92363
Caladenia roei,Orchidaceae,Benth.,kew-28699,Accepted,Caladenia roei,NA,92374
Caladenia saxicola,Orchidaceae,A.P.Br. & G.Brockman,kew-372410,Accepted,Caladenia saxicola,NA,211457
Caladenia serotina,Orchidaceae,Hopper & A.P.Br.,kew-222875,Accepted,Caladenia serotina,NA,129088
Caladenia sigmoidea,Orchidaceae,R.S.Rogers,kew-28708,Accepted,Caladenia sigmoidea,NA,92417
Caladenia speciosa,Orchidaceae,Hopper & A.P.Br.,kew-222876,Accepted,Caladenia speciosa,NA,231472
Caladenia splendens,Orchidaceae,Hopper & A.P.Br.,kew-222878,Accepted,Caladenia splendens,NA,231471
Caladenia stellata,Orchidaceae,D.L.Jones,kew-28710,Accepted,Caladenia stellata,NA,117382
Caladenia stricta,Orchidaceae,(R.J.Bates) R.J.Bates,kew-28711,Accepted,Caladenia dilatata var. stricta,NA,91150
Caladenia tentaculata,Orchidaceae,Schltdl.,kew-28718,Accepted,Caladenia tentaculata,NA,92471
Caladenia tessellata,Orchidaceae,Fitzg.,kew-28720,Accepted,Caladenia tessellata,2900910,92495
Caladenia testacea,Orchidaceae,R.Br.,kew-28721,Accepted,Caladenia testacea,NA,92512
Caladenia thinicola,Orchidaceae,Hopper & A.P.Br.,kew-222881,Accepted,Caladenia thinicola,NA,231821
Caladenia triangularis,Orchidaceae,R.S.Rogers,kew-28730,Accepted,Caladenia x triangularis,NA,174198
Caladenia uliginosa,Orchidaceae,A.S.George,kew-28732,Accepted,Caladenia uliginosa,NA,92609
Caladenia ultima,Orchidaceae,Hopper & A.P.Br.,kew-222886,Accepted,Caladenia ultima,NA,231411
Caladenia variegata (Caladenia occidentalis Hopper & A.P.Br.),Orchidaceae,Colenso,kew-28737,Accepted,Caladenia variegata,NA,NZOR-4-82301
Caladenia verrucosa,Orchidaceae,G.W.Carr,kew-28739,Accepted,Caladenia verrucosa,NA,119076
Caladenia viridescens,Orchidaceae,Hopper & A.P.Br.,kew-222888,Accepted,Caladenia viridescens,2915855,182287
Caladenia voigtii,Orchidaceae,Hopper & A.P.Br.,kew-222889,Accepted,Caladenia voigtii,NA,231546
Caladenia vulgata,Orchidaceae,Hopper & A.P.Br.,kew-222890,Accepted,Caladenia vulgata,NA,231853
Caladenia wanosa,Orchidaceae,A.S.George,kew-28742,Accepted,Caladenia wanosa,2894433,92644
Caladenia williamsiae,Orchidaceae,Hopper & A.P.Br.,kew-222891,Accepted,Caladenia williamsiae,2914864,174200
Caladenia winfieldii,Orchidaceae,Hopper & A.P.Br.,kew-222892,Accepted,Caladenia winfieldii,2911848,154635
Caladenia xantha,Orchidaceae,Hopper & A.P.Br.,kew-222893,Accepted,Caladenia xantha,NA,123827
Caladenia xanthochila,Orchidaceae,D.Beards. & C.Beards.,kew-28744,Accepted,Caladenia xanthochila,2910936,117925
Calamagrostis acuminata,Poaceae,(Vickery) Govaerts,kew-407879,Accepted,Deyeuxia acuminata,2904674,99296
Calamagrostis affinis,Poaceae,(M.Gray) Govaerts,kew-407883,Accepted,Deyeuxia affinis,2896960,99332
Calamagrostis appressa,Poaceae,(Vickery) Govaerts,kew-407903,Accepted,Deyeuxia appressa,2913931,99353
Calamagrostis austrodensa,Poaceae,Govaerts,kew-408001,Accepted,Deyeuxia densa,2890888,99480
Calamagrostis austroscaberula,Poaceae,Govaerts,kew-408249,Accepted,Deyeuxia scaberula,2912799,99836
Calamagrostis benthamiana,Poaceae,(Vickery) Govaerts,kew-402459,Accepted,Deyeuxia scaberula,2912799,99836
Calamagrostis brachyathera,Poaceae,(Stapf) Govaerts,kew-407945,Accepted,Deyeuxia brachyathera,2894525,99403
Calamagrostis carinata,Poaceae,(Vickery) Govaerts,kew-407965,Accepted,Deyeuxia carinata,2904609,99426
Calamagrostis crassiuscula,Poaceae,(Vickery) Govaerts,kew-407989,Accepted,Deyeuxia crassiuscula,2887456,99445
Calamagrostis decipiens,Poaceae,(R.Br.) Govaerts,kew-408000,Accepted,Deyeuxia decipiens,2895432,99468
Calamagrostis drummondii,Poaceae,(Steud.) Govaerts,kew-408010,Accepted,Deyeuxia drummondii,2907738,99501
Calamagrostis frigida,Poaceae,(Benth.) Maiden & Betche,kew-408059,Accepted,Deyeuxia frigida,2894024,99586
Calamagrostis gunniana,Poaceae,(Nees) Reeder,kew-408076,Accepted,Deyeuxia gunniana,2905974,99596
Calamagrostis imbricata,Poaceae,(Vickery) Govaerts,kew-408104,Accepted,Deyeuxia imbricata,2894118,99603
Calamagrostis inaequalis,Poaceae,(Vickery) Govaerts,kew-408105,Accepted,Deyeuxia inaequalis,2907584,99611
Calamagrostis lawrencei,Poaceae,(Vickery) Govaerts,kew-408122,Accepted,Deyeuxia lawrencei,2909511,99618
Calamagrostis mckiei,Poaceae,(Vickery) Govaerts,kew-408148,Accepted,Deyeuxia mckiei,2886853,99627
Calamagrostis mesathera,Poaceae,(Vickery) Govaerts,kew-408150,Accepted,Deyeuxia mesathera,2897427,99635
Calamagrostis microseta,Poaceae,(Vickery) Govaerts,kew-408152,Accepted,Deyeuxia microseta,2916820,99646
Calamagrostis minor,Poaceae,(Benth.) J.M.Black,kew-408154,Accepted,Deyeuxia minor,2910995,99655
Calamagrostis neocontracta,Poaceae,Govaerts,kew-407986,Accepted,Deyeuxia contracta,2917950,99436
Calamagrostis nudiflora,Poaceae,(Vickery) Govaerts,kew-408186,Accepted,Deyeuxia nudiflora,2894918,99710
Calamagrostis parviseta,Poaceae,(Vickery) Reeder,kew-403152,Accepted,Deyeuxia parviseta,6734013,99719
Calamagrostis quadriseta,Poaceae,(Labill.) Spreng.,kew-408233,Accepted,Deyeuxia quadriseta,2905235,99770
Calamagrostis reflexa,Poaceae,(Vickery) Govaerts,kew-408237,Accepted,Deyeuxia reflexa,2900295,99803
Calamagrostis rodwayi,Poaceae,(Vickery) Govaerts,kew-408243,Accepted,Deyeuxia rodwayi,2912544,99824
Calamphoreus inflatus,NA,(C.A.Gardner) Chinnock,kew-2603865,Unresolved,Calamphoreus inflatus,2905591,134973
Calamus australis,Arecaceae,Mart.,kew-29364,Accepted,Calamus australis,2913758,93240
Calamus caryotoides,Arecaceae,A.Cunn. ex Mart.,kew-29409,Accepted,Calamus caryotoides,2905748,93255
Calamus moti,Arecaceae,F.M.Bailey,kew-29736,Accepted,Calamus moti,2920873,93283
Calamus muelleri,Arecaceae,H.Wendl.,kew-29738,Accepted,Calamus muelleri,2910394,93296
Calandrinia balonensis,Portulacaceae,Lindl.,kew-2690525,Accepted,Calandrinia balonensis,2896881,93514
Calandrinia brevipedata,Portulacaceae,F.Muell.,kew-2690533,Accepted,Calandrinia brevipedata,2902353,93528
Calandrinia calyptrata,Portulacaceae,Hook.f.,kew-2690546,Accepted,Calandrinia calyptrata,2904627,93540
Calandrinia ciliata,Portulacaceae,(Ruiz & Pav.) DC.,kew-2690563,Accepted,Calandrinia ciliata,2896961,93593
Calandrinia composita,Portulacaceae,(Nees) Benth.,kew-2690570,Accepted,Calandrinia composita,2894962,93621
Calandrinia corrigioloides,Portulacaceae,F.Muell. ex Benth.,kew-2690577,Accepted,Calandrinia corrigioloides,2898862,93646
Calandrinia crispisepala,Portulacaceae,Obbens,kew-2603866,Accepted,Calandrinia crispisepala,2902986,205919
Calandrinia disperma,Portulacaceae,J.M.Black,kew-2690602,Accepted,Calandrinia disperma,2911789,93721
Calandrinia eremaea,Portulacaceae,Ewart,kew-2690605,Accepted,Calandrinia eremaea,2910824,93735
Calandrinia granulifera,Portulacaceae,Benth.,kew-2690634,Accepted,Calandrinia granulifera,2893822,93765
Calandrinia kalanniensis,Portulacaceae,Obbens,kew-2603867,Accepted,Calandrinia kalanniensis,2896130,205920
Calandrinia lehmannii,Portulacaceae,Endl.,kew-2690647,Accepted,Calandrinia lehmannii,2897813,93780
Calandrinia liniflora,Portulacaceae,Fenzl,kew-2690656,Accepted,Calandrinia liniflora,2920220,93793
Calandrinia papillata,Portulacaceae,Syeda,kew-2690700,Accepted,Calandrinia papillata,2920760,93904
Calandrinia pickeringii,Portulacaceae,A.Gray,kew-2690708,Accepted,Calandrinia pickeringii,2904381,93920
Calandrinia pleiopetala,Portulacaceae,F.Muell.,kew-2690714,Accepted,Calandrinia pleiopetala,2904637,93937
Calandrinia polyandra,Portulacaceae,Benth.,kew-2690718,Accepted,Calandrinia polyandra,2915694,93966
Calandrinia polypetala,Portulacaceae,Fenzl,kew-2690722,Accepted,Calandrinia polypetala,2913940,93991
Calandrinia porifera,Portulacaceae,Syeda,kew-2690724,Accepted,Calandrinia porifera,2904098,94016
Calandrinia primuliflora,Portulacaceae,Diels,kew-2690728,Accepted,Calandrinia primuliflora,2916162,94032
Calandrinia ptychosperma,Portulacaceae,F.Muell.,kew-2690732,Accepted,Calandrinia ptychosperma,2908146,94044
Calandrinia pumila,Portulacaceae,(Benth.) F.Muell.,kew-2690734,Accepted,Calandrinia pumila,2893675,94057
Calandrinia quadrivalvis,Portulacaceae,F.Muell.,kew-2690740,Accepted,Calandrinia quadrivalvis,2910155,94096
Calandrinia remota,Portulacaceae,J.M.Black,kew-2690745,Accepted,Calandrinia remota,2900493,94109
Calandrinia reticulata,Portulacaceae,Syeda,kew-2690746,Accepted,Calandrinia reticulata,2903128,94122
Calandrinia schistorhiza,Portulacaceae,Morrison,kew-2690757,Accepted,Calandrinia schistorhiza,2887073,94135
Calandrinia sphaerophylla,Portulacaceae,J.M.Black,kew-2690776,Accepted,Calandrinia sphaerophylla,2910795,94157
Calandrinia stagnensis,Portulacaceae,J.M.Black,kew-2690781,Accepted,Calandrinia stagnensis,2905287,94172
Calandrinia strophiolata,Portulacaceae,(F.Muell.) F.Muell.,kew-2690785,Accepted,Calandrinia strophiolata,2918214,215870
Calandrinia translucens,Portulacaceae,Obbens,kew-2603868,Accepted,Calandrinia translucens,2907535,205921
Calandrinia uniflora,Portulacaceae,F.Muell.,kew-2690802,Accepted,Calandrinia uniflora,2916604,94217
Calandrinia volubilis,Portulacaceae,Benth.,kew-2690813,Accepted,Calandrinia volubilis,2910927,94233
Calanthe triplicata,Orchidaceae,(Willemet) Ames,kew-30455,Accepted,Calanthe triplicata,NA,94317
Calceolaria tripartita,Calceolariaceae,Ruiz & Pav.,kew-2691669,Accepted,Calceolaria tripartita,2913811,94513
Caldcluvia australiensis,Cunoniaceae,(Schltr.) Hoogland,kew-2691753,Accepted,Ackama australiensis,7114625,73389
Caldcluvia paniculosa,Cunoniaceae,(F.Muell.) Hoogland,kew-2691761,Accepted,Ackama paniculosa,7115420,242195
Caldcluvia paniculosa,Cunoniaceae,(F.Muell.) Hoogland,kew-2691761,Accepted,unknown,unknown,unknown
Caldcluvia paniculosa,Cunoniaceae,(F.Muell.) Hoogland,kew-2691761,Accepted,unknown,unknown,unknown
Caldcluvia paniculosa,Cunoniaceae,(F.Muell.) Hoogland,kew-2691761,Accepted,unknown,unknown,unknown
Caldesia oligococca,Alismataceae,(F.Muell.) Buchanan,kew-301596,Accepted,Caldesia oligococca,2894825,94730
Caleana major,Orchidaceae,R.Br.,kew-30576,Accepted,Caleana major,NA,94865
Calectasia browneana,Dasypogonaceae,Keighery & K.W.Dixon & R.L.Barrett,kew-223370,Accepted,Calectasia browneana,2891283,170098
Calectasia cyanea,Dasypogonaceae,R.Br.,kew-223371,Accepted,Calectasia cyanea,2890692,94946
Calectasia gracilis,Dasypogonaceae,Keighery,kew-223373,Accepted,Calectasia gracilis,2909183,170099
Calectasia grandiflora,Dasypogonaceae,Preiss,kew-223374,Accepted,Calectasia grandiflora,2892599,94984
Calectasia grandiflora subsp. wheatbelt (A.M. Coates 4315),Dasypogonaceae,Preiss,kew-223374,Accepted,unknown,unknown,unknown
Calectasia hispida,Dasypogonaceae,R.L.Barrett & K.W.Dixon,kew-223375,Accepted,Calectasia hispida,2905269,170101
Calectasia intermedia,Dasypogonaceae,Sond.,kew-223376,Accepted,Calectasia intermedia,2909495,95007
Calectasia keigheryi,Dasypogonaceae,R.L.Barrett & K.W.Dixon,kew-223377,Accepted,Calectasia keigheryi,2901230,170103
Calectasia narragara,Dasypogonaceae,R.L.Barrett & K.W.Dixon,kew-223378,Accepted,Calectasia narragara,2918220,170104
Calectasia obtusa,Dasypogonaceae,R.L.Barrett & K.W.Dixon,kew-223379,Accepted,Calectasia obtusa,2917614,170105
Calectasia palustris,Dasypogonaceae,R.L.Barrett & K.W.Dixon,kew-223380,Accepted,Calectasia palustris,2903890,170106
Calectasia pignattiana,Dasypogonaceae,K.W.Dixon & R.L.Barrett,kew-223381,Accepted,Calectasia pignattiana,2895461,170107
Calendula arvensis,Compositae,M.Bieb.,gcc-116422,Accepted,Calendula arvensis,2891878,95042
Calendula officinalis,Compositae,L.,gcc-107206,Accepted,Calendula officinalis,2908520,95058
Calendula palaestina,Compositae,Boiss.,gcc-135935,Accepted,Calendula palaestina,2902106,95066
Calibrachoa parviflora,Solanaceae,(Juss.) D'Arcy,kew-2691834,Accepted,Calibrachoa parviflora,2910292,164374
Callerya australis,Leguminosae,(Endl.) Schot,ild-39628,Accepted,Callerya australis,2895569,123784
Callerya Barratt-Creek,NA,NA,NA,NA,Callerya sp. Barratt Creek (G.Sankowsky 428),2910143,219963
Callerya Beatrice-Creek,NA,NA,NA,NA,Callerya sp. Beatrice River (L.S.Smith 10487),2913757,238181
Callerya megasperma,Leguminosae,(F.Muell.) Schot,ild-39647,Accepted,Callerya megasperma,2904846,123835
Callerya pilipes,Leguminosae,(Bailey) Schot,ild-39656,Accepted,Callerya pilipes,2895275,123844
Calliandra surinamensis,Leguminosae,Benth.,ild-203,Accepted,Calliandra surinamensis,2907680,154352
Callicarpa brevistyla,Lamiaceae,Munir,kew-30706,Accepted,Callicarpa brevistyla,2890517,95375
Callicarpa candicans,Lamiaceae,(Burm.f.) Hochr.,kew-30712,Accepted,Callicarpa candicans,2911926,95399
Callicarpa caudata,Lamiaceae,Maxim.,kew-30719,Accepted,Callicarpa caudata,2886458,95405
Callicarpa longifolia,Lamiaceae,Lam.,kew-30847,Accepted,Callicarpa longifolia,2917298,95421
Callicarpa pedunculata,Lamiaceae,R.Br.,kew-30918,Accepted,Callicarpa pedunculata,2896684,95442
Callicoma serratifolia,Cunoniaceae,Andrews,kew-2692441,Accepted,Callicoma serratifolia,2900636,95494
Callistachys lanceolata,Leguminosae,Vent.,ild-31366,Accepted,Callistachys lanceolata,2893819,96596
Callistemon acuminatus,Myrtaceae,Cheel,kew-31409,Accepted,Callistemon acuminatus,2912928,96947
Callistemon brachyandrus,Myrtaceae,Lindl.,kew-31412,Accepted,Callistemon brachyandrus,2898412,96982
Callistemon citrinus,Myrtaceae,(Curtis) Skeels,kew-31419,Accepted,Callistemon citrinus,2899547,97032
Callistemon comboynensis,Myrtaceae,Cheel,kew-31423,Accepted,Callistemon comboynensis,2917440,97077
Callistemon flavovirens,Myrtaceae,(Cheel) Cheel,kew-31426,Accepted,Callistemon flavovirens,2897615,97123
Callistemon formosus,Myrtaceae,S.T.Blake,kew-31427,Accepted,Callistemon formosus,2898889,97140
Callistemon forresterae,Myrtaceae,Molyneux,kew-31428,Accepted,Callistemon forresterae,2899993,119034
