Source Tab,Family,SPECIES_NAME,Pollinators_Bee_Records,Pollinators_Bee_Species,Pollinators_Bird,Pollinators_Bird&Insect,Pollinators_Bird_Records,buzz_pollination_by_bees_BPB,Pollinators_Butterfly,Polllination_Consistency,GDM_&_Bird,pollinators_insects_generic_GIP,Insect_group,Insect_Records,Insect_Type,Insects,non_flying_mammals&birds,non_flying_mammals_rec,Other_Insect_Records,post_pollination_colour_change_PPCC,relatively_specialised_insect_pollination_RSIP,selfing_SP,specialised_insect_pollination_SIP,Specific_pollintor,Pollination_Water,Pollination_Wind,Pollination_summary,Pollen_refs_&_notes,Breeding,Dioecy,Flower_Colour,Bud_width,Corolla_length,Corolla_length_male,Corolla_length_min,Corolla_length_max,Flower_Size,Floral_tube_length,Flower_length,Flower_display,Sepal_female,Bract_length,Inflorescence,Inflorescence_size,filament,Filament_length,Stamen,Anther_Length,Fruit_morphology,Pistil_Length,Pollen_presenter,Flower_shape,Stamen_Length,Stigma,Style_hairy,Style_Length,Anther_type,Flower,Flower_studied_in_herbarium,canopy_seed_bank_CSB,Fire_flowering,Fire_impact,FPBuds,fire_promoted_flowering_FPF,fire_promoted_germination_FPG,MFT,resprouts_epicormic_buds_REB,_repsrouts_epicormic_??_REC,Resprouts,resprouts_from_lignotubers_roots_or_rhizomes_RLR,short-lived_after_fire_SAF,seed_germination_promoted_by_fire_SGP,secondary_pollen_presentation_SPP,soil_seed_bank_SSB,Fire_response_Variable,Fire_Notes,Mycorrhizae,Rare_Flora,southwest_SW,Ecology,Ecology_ref,Habitat_and_life_history,Explosive,Dispersal_Wind_seeds,Dispersal_Wing,Notes,Photos,Rare_status,References,datasetName,GENUS,GENUS2,Group,Inf_group,INFRA_NAME,INFRA_RANK,Name,Name_Authorship,NAME_ID,new_genus,SPECIES,Subgenus,Subsp,taxa,Taxonomy,Taxonomy2
Petaloid Monocots,Asparagaceae,Thysanotus acerosifolius,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus anceps,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus arbuscula,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus arenarius,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus asper,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus baueri,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus brachiatus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus brachyantherus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus brevifolius,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus cymosus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus dichotomus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus exfimbriatus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus fastigiatus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus formosus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus fragrans,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus gageoides,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus glaucifolius,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus glaucus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus gracilis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus isantherus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,"white, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus lavanduliflorus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus manglesianus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,beetles also,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well studied species,,, Eakin-Busher et al. 2023,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus multiflorus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well studied species,,,Eakin-Busher et al. 2016,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus nudicaulis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus parviflorus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus patersonii,,,,,,,,,,,,,,,,,,,,,,,,,SP,selfing,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well studied,,," Eakin-Busher et al. 2023, Fig. 7M",,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus pauciflorus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus pseudojunceus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus pyramidalis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus ramulosus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus rectantherus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sabulosus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus scaber,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Badgingarra (E.A. Griffin 2511),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Coastal plain (N.H. Brittan 66/63),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well studied species,,,Eakin-Busher et al. 2016,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Desert East of Newman (R.P. Hart 964),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Eremaean (S. van Leeuwen 1067),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Kalbarri (D. & B. Bellairs 1523 A),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Lochada (T.D. Macfarlane 4860),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Twining Wheatbelt (N.H. Brittan 81/29),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sp. Yellowdine (A.S. George 6040),,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus sparteus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,Blue banded bees & another idntified by Terry Houston,,,,,,Buzz pollination well studied by us,,,Fig. 10 A-C,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus speckii,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus spiniger,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus tenellus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well studied species,,,Eakin-Busher et al. 2016,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus tenuis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus teretifolius,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus thyrsoideus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus triandrus,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well studied species,,,Eakin-Busher et al. 2016,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus unicupensis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus vernalis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Thysanotus volubilis,,,,,,1,,,,,,,bee,,,,,,,,1,,,,SIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thysanotus,,,,,,,,,,,,,,species,
Petaloid Monocots,Asparagaceae,Xerolirion divaricata,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xerolirion,,,,,,,,,,,,,,species,
Petaloid Monocots,Asphodelaceae,Bulbine semibarbata,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulbine,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya constricta,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalists,,,"MCB, GK, etc.",,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya laciniata,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya longiscapa,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya nitida,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya scirpoidea,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya sp. Wheatbelt (A.S. George 16470),,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Boryaceae,Borya sphaerocephala,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borya,,,,,,,,,,,,,,species,
Petaloid Monocots,Burmanniaceae,Burmannia juncea,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burmannia,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Burchardia bairdiae,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burchardia,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Burchardia congesta,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burchardia,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Burchardia monantha,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burchardia,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Burchardia multiflora,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burchardia,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Burchardia rosea,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burchardia,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea cernua,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea densiflora,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea dilatata,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea dioica,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea dioica subsp. alba,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,subsp,
Petaloid Monocots,Colchicaceae,Wurmbea drummondii,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea graniticola,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea inframediana,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea monantha,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,"white, pink",,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea murchisoniana,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea odorata,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea pygmaea,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea sinora,,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,species,
Petaloid Monocots,Colchicaceae,Wurmbea sp. Cranbrook (A.R. Annels 3819),,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,PN,
Petaloid Monocots,Colchicaceae,Wurmbea sp. Great Victoria Desert (G.J. Keighery 7501),,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,PN,
Petaloid Monocots,Colchicaceae,Wurmbea sp. Paynes Find (C.J. French 1237),,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,"old name (Wurmbea flavanthera T.Macfarlane, A.P.Br. & C.J.French)",,,,,Wurmbea,,,,,,,,,,,,,,PN,
Petaloid Monocots,Colchicaceae,Wurmbea sp. Upper Murchison (A.P. Brown & J. Start APB 3562),,,,,,,,,,,,,,1,,,,,,,,,,,GIP,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurmbea,,,,,,,,,,,,,,PN,
