Source Tab,Family,SPECIES_NAME,Pollinators_Bee_Records,Pollinators_Bee_Species,Pollinators_Bird,Pollinators_Bird&Insect,Pollinators_Bird_Records,buzz_pollination_by_bees_BPB,Pollinators_Butterfly,Polllination_Consistency,GDM_&_Bird,pollinators_insects_generic_GIP,Insect_group,Insect_Records,Insect_Type,Insects,non_flying_mammals&birds,non_flying_mammals_rec,Other_Insect_Records,post_pollination_colour_change_PPCC,relatively_specialised_insect_pollination_RSIP,selfing_SP,specialised_insect_pollination_SIP,Specific_pollintor,Pollination_Water,Pollination_Wind,Pollination_summary,Pollen_refs_&_notes,Breeding,Dioecy,Flower_Colour,Bud_width,Corolla_length,Corolla_length_male,Corolla_length_min,Corolla_length_max,Flower_Size,Floral_tube_length,Flower_length,Flower_display,Sepal_female,Bract_length,Inflorescence,Inflorescence_size,filament,Filament_length,Stamen,Anther_Length,Fruit_morphology,Pistil_Length,Pollen_presenter,Flower_shape,Stamen_Length,Stigma,Style_hairy,Style_Length,Anther_type,Flower,Flower_studied_in_herbarium,canopy_seed_bank_CSB,Fire_flowering,Fire_impact,FPBuds,fire_promoted_flowering_FPF,fire_promoted_germination_FPG,MFT,resprouts_epicormic_buds_REB,_repsrouts_epicormic_??_REC,Resprouts,resprouts_from_lignotubers_roots_or_rhizomes_RLR,short-lived_after_fire_SAF,seed_germination_promoted_by_fire_SGP,secondary_pollen_presentation_SPP,soil_seed_bank_SSB,Fire_response_Variable,Fire_Notes,Mycorrhizae,Rare_Flora,southwest_SW,Ecology,Ecology_ref,Habitat_and_life_history,Explosive,Dispersal_Wind_seeds,Dispersal_Wing,Notes,Photos,Rare_status,References,datasetName,GENUS,GENUS2,Group,Inf_group,INFRA_NAME,INFRA_RANK,Name,Name_Authorship,NAME_ID,new_genus,SPECIES,Subgenus,Subsp,taxa,Taxonomy,Taxonomy2
Myrtaceae,,Calytrix glutinosa,1,1,,,,,,y,,1,,,,,,,2,,,,,,,,RSIP,"bee, butterflies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix gracilis,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix gypsophila,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix habrantha,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix harvestiana,6,6,,,,,,y,,1,,,,,,,,1,,,,,,,RSIP,bees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix hislopii,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix leschenaultii,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,Killed (Burrows et al 2008),,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix merrelliana,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix nematoclada,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix oldfieldii,13,6,,,,,,y,,1,,,,,,,,,,,,,,,RSIP,bees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,"R (Bell et al 93, Burrows et al 2008)",,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix oncophylla,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix parvivallis,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix patrickiae,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix paucicostata,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix pimeleoides,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix platycheiridia,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix plumulosa,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix praecipua,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix pulchella,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix purpurea,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,Missing,,,,,,,,,
Myrtaceae,,Calytrix retrorsifolia,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,FloraBase,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix sagei,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix sapphirina,4,1,,,,,,y,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix similis,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix simplex,,,,,,,,,,2,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted PN,,,,,,1,,,
Myrtaceae,,Calytrix sp. Eneabba (B.J.Lepschi & T.R.Lally BJL3617),,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted PN,,,,,,,,,
Myrtaceae,,Calytrix sp. Esperance (M.A.Burgman 4268A),,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted PN,,,,,,,,,
Myrtaceae,,Calytrix sp. Paynes Find (F. & J.Hort 1188),,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted PN,,,,,,,,,
Myrtaceae,,Calytrix sp. Scarp (H.Bowler 270),,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted PN,,,,,,,,,
Myrtaceae,,Calytrix sp. Tutunup (G.J.Keighery & N.Gibson 2953),,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted PN,,,,,,,,,
Myrtaceae,,Calytrix sp. Wheatbelt (R.Davis 4544),,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix strigosa,16,5,,,,,,y,,1,,,,,,,,,,,,,,,RSIP,bees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix superba,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,"R (Bell et al 93, Burrows et al 2008)",,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix sylvana,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix tenuiramea,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix tetragona,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix truncatifolia,7,4,,,,,,y,,1,,,,,,,,,,,,,,,RSIP,bees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix uncinata,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix variabilis,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix verruculosa,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix violacea,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix viscida,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Calytrix watsonii,,,,,,,,,,1,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,APC,Calytrix,,Calytrix,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium axillare,,,,,,,,,,1,,,,,,,,1,,,,,,,GIP,,,,,,4,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,1,1,,Probably all killed,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium brevifolium,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,small white for genus,,,,,6,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium ciliatum,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium confertiflorum,,,,,,,,y,,1,,,,,,,1,,,,,,,,GIP,jewel beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium drummondii,,,,,,,,,,2,,,,,,,,1,,,,,,,GIP,old fls red (Johnston et al 2006),,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,Missing,,,,,,1,,,
Myrtaceae,,Chamelaucium erythrochlorum,,,1,,,,,,,,,,,,,,,,,,,,,,Bird,,,,,,13,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Chamelaucium,,Chamelaucium,,,,Missing,,,,,,,,,
Myrtaceae,,Chamelaucium floriferum ,,,,,,,,,,2,,,,,,,,,,,,,,,GIP,,,,,,6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,FloraBase,Chamelaucium,,Chamelaucium,,,,Missing,,,,,,1,,,
Myrtaceae,,Chamelaucium forrestii,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,FloraBase,Chamelaucium,,Chamelaucium,,,,Missing,,,,,,,,,
Myrtaceae,,Chamelaucium gracile F.Muell. ,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,FloraBase,Chamelaucium,,Chamelaucium,,,,Missing,,,,,,,,,
Myrtaceae,,Chamelaucium lullfitzii,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,FloraBase,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium marchantii,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium megalopetalum,6,4,,,,,,y,,1,,,,,,,,1,,,,,,,GIP,bees,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium micranthum,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,2.5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium pauciflorum,,,,,,,,,,2,,,,,,,,,,,,,,,GIP,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,Missing,,,,,,1,,,
Myrtaceae,,Chamelaucium repens (A.S.George) N.G.Marchant,,,1,,,,,,,,,,,,,,,,,,,,,,Bird,,,,,,7,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,0,,,1,1,,Killed (Burrows et al 2008),,,1,,,,,,,,,,,FloraBase,Chamelaucium,,Chamelaucium,,,,accepted,,,,,,,,,
Myrtaceae,,Chamelaucium repens subsp. carnea,,,1,,,,,,,,,,,,,,,,,,,,,,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,AM,,1,,,,,,,,,,,APC,Darwinia,,Chamelaucium,,,,Missing,,,,,,,,,
Myrtaceae,,Chamelaucium roycei N.G.Marchant,,,,,,,,,,1,,,,,,,,,,,,,,,GIP,very small fls,,,pink,,2.5,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,1,1,,Probably all killed,,,1,,,,,,,,,,,FloraBase,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Bendering (T.J.Alford 110),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Bunjil (M.E.Ballingall 1970),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Canna (G.J.Keighery s.n. PERTH 02236435),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Cape Riche (C.A.Gardner 2153),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Cape Vancouver (B.Swainson & D.Davidson s.n. PERTH 01259660),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Cataby (G.J.Keighery 11009),,,,,,,,,,1,,,,,,,,1,,,,,,,GIP,,,,"white, red",,4,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Coolcalalya (A.H.Burbidge 4233),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Dryandra (D.Rose 446),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Gingin (N.G.Marchant 6),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Koolyanobbing (V.Clarke 644),,,1,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Merredin (G.J.Keighery & N.Gibson 6320),,,,,,,,,,1,,,,,,,,1,,,,,,,GIP,Keeble 2021,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Mingenew (A.Carr 115),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Mt Frankland (A.S.George 11117),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Mt Heywood (K.Newbey 7954),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Mt Maxwell (R.Davis RD 524),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Mukinbudin (M.Squire 007),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Nornalup (N.G.Marchant 76/125),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Parker Range (B.H.Smith 1255),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. S coastal plain (R.D.Royce 4872),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Tenindewa (F.Lullfitz L 3219),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Victoria (J.Coleby-Williams 99),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
Myrtaceae,,Chamelaucium sp. Walpole (P.G.Wilson 6318),,,,,,,,,,1,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,APC,Chamelaucium,,Chamelaucium,,,,accepted PN,,,,,,,,,
