taxon_name,scientificNameAuthorship,genus_APC,genus_Sjostrom,habit_to_use,lifespan_to_use,sex_type_to_use,fruit_to_use,original_name
Hierochloe fraseri,Hook.f.,Hierochloe,Hierochloe,1,2,1,4,NA
Hierochloe rariflora,Hook.f.,Hierochloe,Hierochloe,1,2,1,4,NA
Hierochloe redolens,(Vahl) R.Br. ex Roem. & Schult.,Hierochloe,Hierochloe,1,2,1,4,NA
Hierochloe submutica,F.Muell.,Hierochloe,Hierochloe,1,2,1,4,NA
Hygrochloa aquatica,Lazarides,Hygrochloa,Hygrochloa,1,NA,7,4,NA
Hygrochloa cravenii,Lazarides,Hygrochloa,Hygrochloa,1,NA,7,4,NA
Hymenachne acutigluma,(Steud.) Gilliland,Hymenachne,Hymenachne,1,2,1,4,NA
Hymenachne amplexicaulis,(Rudge) Nees,Hymenachne,Hymenachne,1,2,1,4,NA
Hymenachne x calamitosa,J.R.Clarkson,Hymenachne,Hymenachne,1,2,1,4,NA
Hyparrhenia filipendula,(Hochst. ex C.Krauss) Stapf,Hyparrhenia,Hyparrhenia,1,2,2,4,NA
Hyparrhenia hirta,(L.) Stapf,Hyparrhenia,Hyparrhenia,1,2,2,4,NA
Hyparrhenia rufa,(Nees) Stapf,Hyparrhenia,Hyparrhenia,1,2,2,4,NA
Ichnanthus pallens,(Sw.) Munro ex Benth.,Ichnanthus,Ichnanthus,1,1,1,4,NA
Imperata cylindrica,(L.) P.Beauv.,Imperata,Imperata,1,2,1,4,NA
Isachne confusa,Ohwi,Isachne,Isachne,1,NA,4,4,NA
Isachne globosa,(Thunb. ex Murray) Kuntze,Isachne,Isachne,1,NA,4,4,NA
Isachne minutula,(Gaudich.) Kunth,Isachne,Isachne,1,NA,4,4,NA
Isachne myosotis,Nees,Isachne,Isachne,1,NA,4,4,NA
Isachne sharpii,B.K.Simon,Isachne,Isachne,1,NA,4,4,NA
Ischaemum afrum,(J.F.Gmel.) Dandy,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum albovillosum,B.K.Simon,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum australe,R.Br.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum barbatum,Retz.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum decumbens,Benth.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum fragile,R.Br.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum muticum,L.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum nativitatis,Jansen ex Renvoize,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum polystachyum,J.Presl,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum rugosum,Salisb.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum triticeum,R.Br.,Ischaemum,Ischaemum,1,2,7,4,NA
Ischaemum tropicum,B.K.Simon,Ischaemum,Ischaemum,1,2,7,4,NA
Iseilema calvum,C.E.Hubb.,Iseilema,Iseilema,1,1,7,4,NA
Iseilema ciliatum,C.E.Hubb.,Iseilema,Iseilema,1,1,7,4,NA
Iseilema convexum,C.E.Hubb.,Iseilema,Iseilema,1,1,7,4,NA
Iseilema dolichotrichum,C.E.Hubb.,Iseilema,Iseilema,1,1,7,4,NA
Iseilema eremaeum,S.T.Blake,Iseilema,Iseilema,1,1,7,4,NA
Iseilema fragile,S.T.Blake,Iseilema,Iseilema,1,1,7,4,NA
Iseilema holmesii,S.T.Blake,Iseilema,Iseilema,1,1,7,4,NA
Iseilema macratherum,Domin,Iseilema,Iseilema,1,1,7,4,NA
Iseilema membranaceum,(Lindl.) Domin,Iseilema,Iseilema,1,1,7,4,NA
Iseilema trichopus,(Benth.) C.E.Hubb.,Iseilema,Iseilema,1,1,7,4,NA
Iseilema vaginiflorum,Domin,Iseilema,Iseilema,1,1,7,4,NA
Iseilema windersii,C.E.Hubb.,Iseilema,Iseilema,1,1,7,4,NA
Leersia hexandra,Sw.,Leersia,Leersia,1,2,1,4,NA
Leersia oryzoides,(L.) Sw.,Leersia,Leersia,1,2,1,4,NA
Leptaspis banksii,R.Br.,Leptaspis,Leptaspis,1,2,7,4,NA
Leptochloa digitata,(R.Br.) Domin,Leptochloa,Leptochloa,1,2,1,4,NA
Lepturus copeanus,B.K.Simon,Lepturus,Lepturus,1,2,1,4,NA
Lepturus geminatus,C.E.Hubb.,Lepturus,Lepturus,1,2,1,4,NA
Lepturus minutus,B.K.Simon,Lepturus,Lepturus,1,2,1,4,NA
Lepturus repens,(G.Forst.) R.Br.,Lepturus,Lepturus,1,2,1,4,NA
Lepturus sp. Mataranka (S.T.Blake 17514),NT Herbarium,Lepturus,Lepturus,1,2,1,4,NA
Lepturus xerophilus,Domin,Lepturus,Lepturus,1,2,1,4,NA
Lophatherum gracile,Brongn.,Lophatherum,Lophatherum,1,2,1,4,NA
Micraira adamsii,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira brevis,M.D.Barrett & R.L.Barrett,Micraira,Micraira,1,2,1,4,NA
Micraira compacta,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira dentata,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira dunlopii,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira inserta,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira lazaridis,"L.G.Clark, Wendel & Craven",Micraira,Micraira,1,2,1,4,NA
Micraira multinervia,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira pungens,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira spiciforma,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira spinifera,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira sp. Purnululu (M.D.Barrett and R.L.Barrett 1507),WA Herbarium,Micraira,Micraira,1,2,1,4,NA
Micraira subspicata,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira subulifolia,F.Muell.,Micraira,Micraira,1,2,1,4,NA
Micraira tenuis,Lazarides,Micraira,Micraira,1,2,1,4,NA
Micraira viscidula,Lazarides,Micraira,Micraira,1,2,1,4,NA
Microchloa indica,(L.f.) P.Beauv.,Microchloa,Microchloa,1,1,1,4,NA
Microlaena stipoides,(Labill.) R.Br.,Microlaena,Microlaena,1,2,1,4,NA
Microlaena tasmanica,(Hook.f.) Benth.,Microlaena,Microlaena,1,2,1,4,NA
Mnesithea annua,(Lazarides) de Koning & Sosef,Mnesithea,Mnesithea,1,2,1,4,NA
Mnesithea formosa,(R.Br.) de Koning & Sosef,Mnesithea,Mnesithea,1,2,1,4,NA
Mnesithea pilosa,B.K.Simon,Mnesithea,Mnesithea,1,2,1,4,NA
Mnesithea rottboellioides,(R.Br.) de Koning & Sosef,Mnesithea,Mnesithea,1,2,1,4,NA
Monachather paradoxus,Steud.,Monachather,Monachather,1,2,1,4,NA
Neurachne alopecuroidea,R.Br.,Neurachne,Neurachne,1,2,2,4,NA
Neurachne annularis,T.D.Macfarl.,Neurachne,Neurachne,1,2,2,4,NA
Neurachne lanigera,S.T.Blake,Neurachne,Neurachne,1,2,2,4,NA
Neurachne minor,S.T.Blake,Neurachne,Neurachne,1,2,2,4,NA
Neurachne munroi,(F.Muell.) F.Muell.,Neurachne,Neurachne,1,2,2,4,NA
Neurachne queenslandica,S.T.Blake,Neurachne,Neurachne,1,2,2,4,NA
Neurachne tenuifolia,S.T.Blake,Neurachne,Neurachne,1,2,2,4,NA
Notochloe microdon,(Benth.) Domin,Notochloe,Notochloe,1,2,1,4,NA
Ophiuros exaltatus,(L.) Kuntze,Ophiuros,Ophiuros,1,2,2,4,NA
Oplismenus burmanni,(Retz.) P.Beauv.,Oplismenus,Oplismenus,1,2,NA,4,NA
Oplismenus compositus,(L.) P.Beauv.,Oplismenus,Oplismenus,1,2,NA,4,NA
Oplismenus hirtellus,(L.) P.Beauv.,Oplismenus,Oplismenus,1,2,NA,4,NA
Oplismenus mollis,(Domin) Clifford & G.P.Evans ex B.K.Simon,Oplismenus,Oplismenus,1,2,NA,4,NA
Oplismenus undulatifolius,(Ard.) Roem. & Schult.,Oplismenus,Oplismenus,1,2,NA,4,NA
Oryza australiensis,Domin,Oryza,Oryza,1,1,3,4,NA
Oryza meridionalis,N.Q.Ng,Oryza,Oryza,1,1,3,4,NA
Oryza minuta,J.Presl,Oryza,Oryza,1,1,3,4,NA
Oryza officinalis,Wall. ex G.Watt,Oryza,Oryza,1,1,3,4,NA
Oryza rufipogon,Griff.,Oryza,Oryza,1,1,3,4,NA
Oryza sativa,L.,Oryza,Oryza,1,1,3,4,NA
Ottochloa gracillima,C.E.Hubb.,Ottochloa,Ottochloa,1,2,1,4,NA
Ottochloa nodosa,(Kunth) Dandy,Ottochloa,Ottochloa,1,2,1,4,NA
Oxychloris scariosa,(F.Muell.) Lazarides,Oxychloris,Oxychloris,1,1,1,4,NA
Panicum antidotale,Retz.,Panicum,Panicum,1,NA,2,4,NA
Panicum bisulcatum,Thunb.,Panicum,Panicum,1,NA,2,4,NA
Panicum bombycinum,B.K.Simon,Panicum,Panicum,1,NA,2,4,NA
Panicum buncei,F.Muell. ex Benth.,Panicum,Panicum,1,NA,2,4,NA
Panicum capillare,L.,Panicum,Panicum,1,NA,2,4,NA
Panicum chillagoanum,B.K.Simon,Panicum,Panicum,1,NA,2,4,NA
Panicum coloratum,L.,Panicum,Panicum,1,NA,2,4,NA
Panicum decompositum,R.Br.,Panicum,Panicum,1,NA,2,4,NA
Panicum effusum,R.Br.,Panicum,Panicum,1,NA,2,4,NA
Panicum gilvum,Launert,Panicum,Panicum,1,NA,2,4,NA
Panicum hillmanii,Chase,Panicum,Panicum,1,NA,2,4,NA
Panicum incomtum,Trin.,Panicum,Panicum,1,NA,2,4,NA
Panicum lachnophyllum,Benth.,Panicum,Panicum,1,NA,2,4,NA
Panicum laevinode,Lindl.,Panicum,Panicum,1,NA,2,4,NA
Panicum larcomianum,Hughes,Panicum,Panicum,1,NA,2,4,NA
Panicum latzii,R.D.Webster,Panicum,Panicum,1,NA,2,4,NA
Panicum luzonense,J.Presl,Panicum,Panicum,1,NA,2,4,NA
Panicum miliaceum,L.,Panicum,Panicum,1,NA,2,4,NA
Panicum mindanaense,Merr.,Panicum,Panicum,1,NA,2,4,NA
Panicum mitchellii,Benth.,Panicum,Panicum,1,NA,2,4,NA
Panicum novemnerve,Stapf,Panicum,Panicum,1,NA,2,4,NA
Panicum obseptum,Trin.,Panicum,Panicum,1,NA,2,4,NA
Panicum paludosum,Roxb.,Panicum,Panicum,1,NA,2,4,NA
Panicum pygmaeum,R.Br.,Panicum,Panicum,1,NA,2,4,NA
Panicum queenslandicum,Domin,Panicum,Panicum,1,NA,2,4,NA
Panicum racemosum,(P.Beauv.) Spreng.,Panicum,Panicum,1,NA,2,4,NA
Panicum repens,L.,Panicum,Panicum,1,NA,2,4,NA
Panicum schinzii,Hack.,Panicum,Panicum,1,NA,2,4,NA
Panicum seminudum,Domin,Panicum,Panicum,1,NA,2,4,NA
Panicum simile,Domin,Panicum,Panicum,1,NA,2,4,NA
Panicum sp. Hairy glumes (C.R.Michell 4192),NT Herbarium,Panicum,Panicum,1,NA,2,4,NA
Panicum trachyrhachis,Benth.,Panicum,Panicum,1,NA,2,4,NA
Panicum trichoides,Sw.,Panicum,Panicum,1,NA,2,4,NA
Paractaenum novae-hollandiae,P.Beauv.,Paractaenum,Paractaenum,1,1,1,4,NA
Paraneurachne muelleri,(Hack.) S.T.Blake,Paraneurachne,Paraneurachne,1,2,2,4,NA
Paspalidium albovillosum,S.T.Blake,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium aversum,Vickery,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium basicladum,Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium breviflorum,Vickery,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium caespitosum,C.E.Hubb.,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium clementii,(Domin) C.E.Hubb.,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium constrictum,(Domin) C.E.Hubb.,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium criniforme,S.T.Blake,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium distans,(Trin.) Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium flavidum,(Retz.) A.Camus,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium gausum,S.T.Blake,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium globoideum,(Domin) Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium gracile,(R.Br.) Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium grandispiculatum,B.K.Simon,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium johnsonii,B.K.Simon,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium jubiflorum,(Trin.) Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium rarum,(R.Br.) Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium reflexum,R.D.Webster,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium retiglume,(Domin) Hughes,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium spartellum,S.T.Blake,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium tabulatum,(Hack.) C.E.Hubb.,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalidium udum,S.T.Blake,Paspalidium,Paspalidium,1,2,2,4,NA
Paspalum ciliatifolium,Michx.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum conjugatum,P.J.Bergius,Paspalum,Paspalum,1,2,1,4,NA
Paspalum dasypleurum,Desv.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum dilatatum,Poir.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum distichum,L.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum exaltatum,C.Presl,Paspalum,Paspalum,1,2,1,4,NA
Paspalum fasciculatum,Flüggé,Paspalum,Paspalum,1,2,1,4,NA
Paspalum longifolium,Roxb.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum mandiocanum,Trin.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum multinodum,B.K.Simon,Paspalum,Paspalum,1,2,1,4,NA
Paspalum nicorae,Parodi,Paspalum,Paspalum,1,2,1,4,NA
Paspalum notatum,Flüggé,Paspalum,Paspalum,1,2,1,4,NA
Paspalum paniculatum,L.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum plicatulum,Michx.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum quadrifarium,Lam.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum regnellii,Mez,Paspalum,Paspalum,1,2,1,4,NA
Paspalum scrobiculatum,L.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum urvillei,Steud.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum vaginatum,Sw.,Paspalum,Paspalum,1,2,1,4,NA
Paspalum virgatum,L.,Paspalum,Paspalum,1,2,1,4,NA
Pentapogon quadrifidus,(Labill.) Baill.,Pentapogon,Pentapogon,1,1,1,4,NA
Perotis clarksonii,Veldkamp,Perotis,Perotis,1,1,1,4,NA
Perotis clarksonii x Perotis rara,Veldkamp x Perotis rara R.Br.,Perotis,Perotis,1,1,1,4,NA
Perotis indica,(L.) Kuntze,Perotis,Perotis,1,1,1,4,NA
Perotis rara,R.Br.,Perotis,Perotis,1,1,1,4,NA
Pheidochloa gracilis,S.T.Blake,Pheidochloa,Pheidochloa,1,1,2,4,NA
Phragmites australis,(Cav.) Trin. ex Steud.,Phragmites,Phragmites,1,2,1,4,NA
Phragmites vallatoria,(Pluk. ex L.) Veldkamp,Phragmites,Phragmites,1,2,1,4,NA
Plinthanthesis paradoxa,(R.Br.) S.T.Blake,Plinthanthesis,Plinthanthesis,1,2,1,4,NA
Plinthanthesis rodwayi,(C.E.Hubb.) S.T.Blake,Plinthanthesis,Plinthanthesis,1,2,1,4,NA
Plinthanthesis urvillei,Steud.,Plinthanthesis,Plinthanthesis,1,2,1,4,NA
Poa affinis,R.Br.,Poa,Austrofestuca,1,2,1,4,NA
Poa amplexicaulis,C.M.Weiller & Stajsic,Poa,Austrofestuca,1,2,1,4,NA
Poa annua,L.,Poa,Austrofestuca,1,2,1,4,NA
Poa billardierei,(Spreng.) St.-Yves,Poa,Austrofestuca,1,2,1,4,NA
Poa bonariensis,(Lam.) Kunth,Poa,Austrofestuca,1,2,1,4,NA
Poa bulbosa,L.,Poa,Austrofestuca,1,2,1,4,NA
Poa cheelii,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa clelandii,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa clivicola,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa compressa,L.,Poa,Austrofestuca,1,2,1,4,NA
Poa cookii,(Hook.f.) Hook.f.,Poa,Austrofestuca,1,2,1,4,NA
Poa costiniana,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa crassicaudex,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa drummondiana,Nees,Poa,Austrofestuca,1,2,1,4,NA
Poa ensiformis,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa fawcettiae,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa fax,J.H.Willis & Court,Poa,Austrofestuca,1,2,1,4,NA
Poa foliosa,(Hook.f.) Hook.f.,Poa,Austrofestuca,1,2,1,4,NA
Poa fordeana,F.Muell.,Poa,Austrofestuca,1,2,1,4,NA
Poa gunnii,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa halmaturina,J.M.Black,Poa,Austrofestuca,1,2,1,4,NA
Poa helmsii,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa hiemata,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa homomalla,Nees,Poa,Austrofestuca,1,2,1,4,NA
Poa hookeri,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa hothamensis,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa induta,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa infirma,Kunth,Poa,Austrofestuca,1,2,1,4,NA
Poa jugicola,D.I.Morris,Poa,Austrofestuca,1,2,1,4,NA
Poa kerguelensis,(Hook.f.) Steud.,Poa,Austrofestuca,1,2,1,4,NA
Poa labillardierei,Steud.,Poa,Austrofestuca,1,2,1,4,NA
Poa litorosa,Cheeseman,Poa,Austrofestuca,1,2,1,4,NA
Poa lowanensis,N.G.Walsh,Poa,Austrofestuca,1,2,1,4,NA
Poa meionectes,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa mollis,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa morrisii,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa orba,N.G.Walsh,Poa,Austrofestuca,1,2,1,4,NA
Poa orthoclada,N.G.Walsh,Poa,Austrofestuca,1,2,1,4,NA
Poa petrophila,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa phillipsiana,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa physoclina,N.G.Walsh,Poa,Austrofestuca,1,2,1,4,NA
Poa poiformis,(Labill.) Druce,Poa,Austrofestuca,1,2,1,4,NA
Poa porphyroclados,Nees,Poa,Austrofestuca,1,2,1,4,NA
Poa pratensis,L.,Poa,Austrofestuca,1,2,1,4,NA
Poa pubinervis,(Vickery) S.W.L.Jacobs,Poa,Austrofestuca,1,2,1,4,NA
Poa rodwayi,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Poa sallacustris,N.G.Walsh,Poa,Austrofestuca,1,2,1,4,NA
Poa sieberiana,Spreng.,Poa,Austrofestuca,1,2,1,4,NA
Poa tenera,F.Muell. ex Hook.f.,Poa,Austrofestuca,1,2,1,4,NA
Poa trivialis,L.,Poa,Austrofestuca,1,2,1,4,NA
Poa umbricola,Vickery,Poa,Austrofestuca,1,2,1,4,NA
Pogonatherum crinitum,(Thunb.) Kunth,Pogonatherum,Pogonatherum,1,2,1,4,NA
Potamophila parviflora,R.Br.,Potamophila,Potamophila,1,2,4,4,NA
Psammagrostis wiseana,C.A.Gardner & C.E.Hubb.,Psammagrostis,Psammagrostis,1,2,1,4,NA
Pseudochaetochloa australiensis,Hitchc.,Pseudochaetochloa,Pseudochaetochloa,1,2,8,4,NA
Pseudopogonatherum contortum,(Brongn.) A.Camus,Pseudopogonatherum,Pseudopogonatherum,1,2,8,4,NA
Pseudopogonatherum irritans,(R.Br.) A.Camus,Pseudopogonatherum,Pseudopogonatherum,1,2,8,4,NA
Pseudoraphis jagonis,B.K.Simon,Pseudoraphis,Pseudoraphis,1,2,4,4,NA
Pseudoraphis minuta,(Mez) Pilg.,Pseudoraphis,Pseudoraphis,1,2,4,4,NA
Pseudoraphis paradoxa,(R.Br.) Pilg.,Pseudoraphis,Pseudoraphis,1,2,4,4,NA
Pseudoraphis spinescens,(R.Br.) Vickery,Pseudoraphis,Pseudoraphis,1,2,4,4,NA
Puccinellia ciliata,Bor,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia decumbens,A.R.Williams,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia distans,(Jacq.) Parl.,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia fasciculata,(Torr.) E.P.Bicknell,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia gigantea,(Grossh.) Grossh.,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia harcusiana,A.R.Williams,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia longior,A.R.Williams,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia macquariensis,(Cheeseman) Allan & Jansen,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia perlaxa,(Stapf ex N.G.Walsh) N.G.Walsh & A.R.Williams,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia sp. Swan Reach (R.Bates 21370),NA,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia stricta,(Hook.f.) C.H.Blom,Puccinellia,Puccinellia,1,2,1,4,NA
Puccinellia vassica,A.R.Williams,Puccinellia,Puccinellia,1,2,1,4,NA
Rottboellia cochinchinensis,(Lour.) Clayton,Rottboellia,Rottboellia,1,1,2,4,NA
Rottboellia coelorachis,G.Forst.,Rottboellia,Rottboellia,1,1,2,4,NA
Rytidosperma dimidiatum,(Vickery) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma fortunae-hibernae,(Renvoize) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma gracile,(Hook.f.) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma longifolium,(R.Br.) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma nitens,(D.I.Morris) H.P.Linder,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma pauciflorum,(R.Br.) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma semiannulare,(Labill.) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma sp. Goomalling (A.G.Gunness et al. OAKP 10/63),WA Herbarium,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma sp. South-west Swamps (A.C.Beauglehole 22255),Vic. Herbarium,Rytidosperma,Thonandia,1,2,1,4,NA
Rytidosperma unarede,(Raoul) Connor & Edgar,Rytidosperma,Thonandia,1,2,1,4,NA
Sacciolepis indica,(L.) Chase,Sacciolepis,Sacciolepis,1,NA,2,4,NA
Sacciolepis myosuroides,(R.Br.) Chase ex A.Camus,Sacciolepis,Sacciolepis,1,NA,2,4,NA
Schizachyrium crinizonatum,S.T.Blake,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium dolosum,S.T.Blake,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium fragile,(R.Br.) A.Camus,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium microstachyum,"(Ham.) Roseng., B.R.Arrill. & Izag.",Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium mitchelliana,B.K.Simon,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium occultum,S.T.Blake,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium pachyarthron,C.A.Gardner,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium perplexum,S.T.Blake,Schizachyrium,Schizachyrium,1,1,1,4,NA
Schizachyrium pseudeulalia,(Hosok.) S.T.Blake,Schizachyrium,Schizachyrium,1,1,1,4,NA
Sehima nervosum,(Rottler) Stapf,Sehima,Sehima,1,2,7,4,NA
Setaria apiculata,(Scribn. & Merr.) K.Schum.,Setaria,Setaria,1,NA,2,4,NA
Setaria australiensis,(Scribn. & Merr.) Vickery,Setaria,Setaria,1,NA,2,4,NA
Setaria barbata,(Lam.) Kunth,Setaria,Setaria,1,NA,2,4,NA
Setaria clivalis,(Ridl.) Veldkamp,Setaria,Setaria,1,NA,2,4,NA
Setaria dielsii,R.A.W.Herrm.,Setaria,Setaria,1,NA,2,4,NA
Setaria incrassata,(Hochst.) Hack.,Setaria,Setaria,1,NA,2,4,NA
Setaria italica,(L.) P.Beauv.,Setaria,Setaria,1,NA,2,4,NA
Setaria oplismenoides,R.A.W.Herrm.,Setaria,Setaria,1,NA,2,4,NA
Setaria palmifolia,(J.Koenig) Stapf,Setaria,Setaria,1,NA,2,4,NA
Setaria parviflora,(Poir.) Kerguelen,Setaria,Setaria,1,NA,2,4,NA
Setaria paspalidioides,Vickery,Setaria,Setaria,1,NA,2,4,NA
Setaria poiretiana,(Schult.) Kunth,Setaria,Setaria,1,NA,2,4,NA
Setaria pumila,(Poir.) Roem. & Schult.,Setaria,Setaria,1,NA,2,4,NA
Setaria queenslandica,Domin,Setaria,Setaria,1,NA,2,4,NA
Setaria sphacelata,(Schumach.) Stapf & C.E.Hubb.,Setaria,Setaria,1,NA,2,4,NA
Setaria surgens,Stapf,Setaria,Setaria,1,NA,2,4,NA
Setaria verticillata,(L.) P.Beauv.,Setaria,Setaria,1,NA,2,4,NA
Setaria viridis,(L.) P.Beauv.,Setaria,Setaria,1,NA,2,4,NA
Spartochloa scirpoidea,(Steud.) C.E.Hubb.,Spartochloa,Spartochloa,1,2,1,4,NA
Spathia neurosa,Ewart & M.E.L.Archer,Spathia,Spathia,1,1,1,4,NA
Spinifex x alterniflorus,Nees,Spinifex,Spinifex,1,2,8,4,NA
Spinifex hirsutus,Labill.,Spinifex,Spinifex,1,2,8,4,NA
Spinifex littoreus,(Burm.f.) Merr.,Spinifex,Spinifex,1,2,8,4,NA
Spinifex longifolius,R.Br.,Spinifex,Spinifex,1,2,8,4,NA
Spinifex sericeus,R.Br.,Spinifex,Spinifex,1,2,8,4,NA
Sporobolus actinocladus,(F.Muell.) F.Muell.,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus advenus,(Stapf) P.M.Peterson,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus africanus,(Poir.) Robyns & Tournay,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus anglicus,(C.E.Hubb.) P.M.Peterson & Saarela,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus australasicus,Domin,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus blakei,De Nardi ex B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus caroli,Mez,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus contiguus,S.T.Blake,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus coromandelianus,(Retz.) Kunth,Sporobolus,Crypsis,1,1,1,4,NA
