sort,Species,StrataBinary,Site,Lat_decimal,Long_decimal,SeedDM,seed_mass_to_use,study_with_seed_mass_duplicate,StemDensity,StemDensity_to_use,study_duplicated_for_wood_density,LA,LtLeaf,LMA,LDM,LSleaf,LSS,LSD,HeightM,HeightPlant,L1Lflt2,nLsample,LVleaf,LFrLeaf,LDrLeaf,LH20Leaf,LDV,LLV,LFV,LLA,LFA,SLA,LWC,Lasample,LVsample,LFrWtSample,LDryWtSample,LH20WtSample,LSg,Stem water displacement,Stem dry wt,Diam,UniqueID,LeafID,PlantID,SpTrees,SpID,AngioNon,Notes,Location,LF,HeightMax,ReproAge,ReproCLE,Pollination_syndrome,Fruit_type,FruitFG,DispClass,DispSimple,DispC3,cotsExp,cotsEH,cotsFR,LEE,omit,description
1470,Helicia nortoniana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5127,0.5127,NA,26.2235,0.1325,49.82734824,0.3465,1.6845,12.7131,3.669004329,NA,0.2,1,2,0.347461375,0.37714,0.130665,0.246475,0.376055458,0.709359422,1.085415609,93.99012336,143.8175682,20.0693,0.6535,52.447,0.69492275,0.75428,0.26133,0.49295,21.6,0.3216,0.16522,0.3,699,helnor14,helnor14,Helicia_nortoniana,Hno,0,NA,BrValley,S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1471,Helicia nortoniana,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,24.8925,0.2,98.66408825,0.4275,2.6671,13.3356,3.119438596,14,NA,1,4,0.49785,0.574499423,0.245599753,0.32889967,0.493320441,0.660640092,1.153960878,132.1280184,230.7921756,10.1354,0.5725,99.5701,1.991402,2.298,0.9824,1.3156,34.2,NA,NA,NA,1992,helnorA1,helnor21,Helicia_nortoniana,Hno,0,NA,BrValley,S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1472,Helicia nortoniana,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,28.9941,0.2275,116.7228882,0.4381,2.2304,9.8039,2.237822415,NA,NA,1,4,0.659615775,0.772451332,0.338425584,0.434025748,0.51306764,0.65799783,1.171062551,149.6945063,266.4167303,8.5673,0.5619,115.9762,2.63845855,3.0898,1.3537,1.7361,28.6,NA,NA,NA,1996,helnorA5,helnor25,Helicia_nortoniana,Hno,0,VGL,BrValley,S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1473,Helicia nortoniana,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,29.0332,0.27,138.7905789,0.4649,2.5579,9.4738,2.037814584,NA,NA,1,4,0.7838964,0.866776493,0.402950694,0.463825799,0.514039181,0.591692727,1.105728375,159.7570364,298.5466613,7.2051,0.5351,116.1326,3.1355802,3.4671,1.6118,1.8553,32.8,NA,NA,NA,1997,helnorA6,helnor26,Helicia_nortoniana,Hno,0,VGL,BrValley,S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1474,Helicia nortoniana,Stratum_2_adult_plant,Malanda Falls Conservation Park,-17.356,145.587,NA,NA,NA,NA,NA,NA,55.3329,0.1525,71.92381829,0.3929,2.0432,13.3982,3.4100789,15,NA,1,4,0.843826725,1.013025458,0.39797518,0.615050278,0.471631595,0.728882198,1.200513598,111.1545352,183.0783237,13.9036,0.6071,221.3315,3.375305375,4.0521,1.5919,2.4602,26.2,NA,NA,NA,1993,helnorA2,helnor22,Helicia_nortoniana,Hno,0,NA,"Rigel Jensen's, Malanda",S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1475,Helicia nortoniana,Stratum_2_adult_plant,Malanda Falls Conservation Park,-17.356,145.587,NA,NA,NA,NA,NA,NA,40.8675,0.135,65.87137954,0.3933,1.934,14.3263,3.642588355,16,NA,1,4,0.55171125,0.684474581,0.269199835,0.415274746,0.487936145,0.75270306,1.240639159,101.6149131,167.4862865,15.1811,0.6067,163.4701,2.20684635,2.7379,1.0768,1.6611,24.8,NA,NA,NA,1994,helnorA3,helnor23,Helicia_nortoniana,Hno,0,NA,"Rigel Jensen's, Malanda",S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1476,Helicia nortoniana,Stratum_2_adult_plant,Malanda Falls Conservation Park,-17.356,145.587,NA,NA,NA,NA,NA,NA,29.2372,0.145,72.96394122,0.406,2.0744,14.3063,3.523719212,14,NA,1,4,0.4239394,0.525375898,0.213325365,0.312050534,0.503199595,0.736073443,1.239271222,106.7306492,179.6943273,13.7054,0.594,116.9486,1.6957547,2.1015,0.8533,1.2482,26.6,NA,NA,NA,1995,helnorA4,helnor24,Helicia_nortoniana,Hno,0,NA,"Rigel Jensen's, Malanda",S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1477,Helicia nortoniana,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,helnor15,NA,Helicia_nortoniana,Hno,0,NA,NA,S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1478,Helicia nortoniana,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.581175,0.581175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,helnorA7,NA,Helicia_nortoniana,Hno,0,NA,NA,S,14,2,5.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.1,NA,NA
1479,Hibbertia scandens,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,hibsca11,NA,Hibbertia_scandens,Hsc,0,NA,NA,L,22,2,7,Butterflies,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.8,NA,NA
1480,Hibbertia scandens,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,hibsca12,NA,Hibbertia_scandens,Hsc,0,NA,NA,L,22,2,7,Butterflies,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.8,NA,NA
1481,Hibbertia scandens,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,hibsca13,NA,Hibbertia_scandens,Hsc,0,NA,NA,L,22,2,7,Butterflies,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.8,NA,NA
1482,Hibbertia scandens,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,hibsca14,NA,Hibbertia_scandens,Hsc,0,NA,NA,L,22,2,7,Butterflies,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.8,NA,NA
1483,Hippocratea barbata,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5863,0.5863,NA,15.4083,0.16,42.28884124,0.2608,2.0276,12.6727,4.85916411,NA,0.27,1,3,0.2465328,0.249826126,0.065159859,0.184666267,0.264305258,0.749053542,1.013358572,119.8485668,162.1373716,23.6469,0.7392,46.225,0.7396,0.74948,0.19548,0.554,26,0.212,0.12454,0.25,705,hipbar11,hipbar11,Hippocratea_barbata,Hba,0,NA,BrValley,L,29,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,0,0,0,1.72,NA,NA
1484,Hippocratea barbata,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5059,0.5059,NA,16.9142,0.19,48.47591716,0.2404,2.7919,14.6942,6.112396007,NA,0.43,1,3,0.3213698,0.341032661,0.081993172,0.25903949,0.255136406,0.806048015,1.061184533,153.1491229,201.6250613,20.6288,0.7596,50.7427,0.9641113,1.0231,0.24598,0.77712,35.8,0.1037,0.05257,0.2,706,hipbar12,hipbar12,Hippocratea_barbata,Hba,0,NA,BrValley,L,29,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,0,0,0,1.72,NA,NA
1485,Hippocratea barbata,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5307,0.5307,NA,14.4639,0.1625,34.10908768,0.2287,2.1836,13.4375,5.875601224,NA,0.54,1,2,0.235038375,0.2157,0.049335,0.166365,0.209902078,0.707820585,0.917722478,115.020845,149.1299027,29.3177,0.7713,28.9278,0.47007675,0.4314,0.09867,0.33273,28,0.1279,0.06801,0.3,707,hipbar13,hipbar13,Hippocratea_barbata,Hba,0,NA,BrValley,L,29,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,0,0,0,1.72,NA,NA
1486,Hippocratea barbata,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5681,0.5681,NA,25.9769,0.175,46.08910868,0.2677,2.2928,13.1016,4.894135226,NA,0.58,1,2,0.45459575,0.447200861,0.11972523,0.32747563,0.263366335,0.720366678,0.983733044,126.0641687,172.1532826,21.6971,0.7323,51.9537,0.90918975,0.8944,0.23945,0.65495,29.4,0.0844,0.04804,0.4,708,hipbar14,hipbar14,Hippocratea_barbata,Hba,0,NA,BrValley,L,29,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,0,0,0,1.72,NA,NA
1487,Hippocratea barbata,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,hipbar15,NA,Hippocratea_barbata,Hba,0,NA,NA,L,29,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,0,0,0,1.72,NA,NA
1488,Hoya pottsii,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,hoypot11,NA,Hoya_pottsii,Hpo,0,NA,NA,V,16,2,6.5,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,3,NA,NA
1489,Hylandia dockrillii,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,83.2677,0.265,112.0975697,0.3657,11.2299,42.3772,11.58796828,30,NA,1,1,2.20659405,2.552733905,0.933409485,1.619324419,0.423009697,0.733856968,1.156866123,194.4720965,306.5695227,8.9208,0.6343,81.2677,2.15359405,2.49142,0.91099,1.58043,144,NA,NA,NA,1999,hyldocA1,hyldoc21,Hylandia_dockrillii,Hdo,0,NA,BrValley,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1490,Hylandia dockrillii,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,73.4143,0.2475,110.223202,0.3651,10.6061,42.8528,11.73727746,29,NA,1,1,1.817003925,2.21615877,0.809199248,1.406959522,0.445346271,0.77432938,1.219677481,191.6465215,301.8701766,9.0725,0.6349,86.4143,2.138753925,2.60859,0.95249,1.6561,136,NA,NA,NA,2000,hyldocA2,hyldoc21,Hylandia_dockrillii,Hdo,0,NA,BrValley,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1491,Hylandia dockrillii,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,81.1925,0.265,113.5060896,0.3757,11.074,41.7886,11.12286399,31,NA,1,1,2.15160125,2.452932641,0.92158114,1.531351501,0.428324866,0.711726442,1.140049831,188.607507,302.1132052,8.8101,0.6243,79.1925,2.09860125,2.39251,0.89888,1.49363,142,NA,NA,NA,2001,hyldocA3,hyldoc21,Hylandia_dockrillii,Hdo,0,NA,BrValley,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1492,Hylandia dockrillii,Stratum_2_adult_plant,Topaz Basalt Towalla Rd,-17.471,145.738,NA,NA,NA,NA,NA,NA,129.1187,0.2775,159.611824,0.3793,11.8226,42.6041,11.23229634,30,NA,1,2,3.583043925,5.433152104,2.060900798,3.372251306,0.575177744,0.941169401,1.516350962,261.1745089,420.7873921,6.2652,0.6207,258.2373,7.166085075,10.8663,4.1218,6.7445,151.6,NA,NA,NA,2002,hyldocA4,hyldoc22,Hylandia_dockrillii,Hdo,0,NA,Topaz basalt,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1493,Hylandia dockrillii,Stratum_2_adult_plant,Topaz Basalt Towalla Rd,-17.471,145.738,NA,NA,NA,NA,NA,NA,143.5578,0.3375,164.6605523,0.3756,11.152,33.0428,8.797337593,NA,NA,1,2,4.84507575,6.2943,2.36385,3.93045,0.487883118,0.811225707,1.299112816,273.7886761,438.4505753,6.0731,0.6244,287.1156,9.6901515,12.5886,4.7277,7.8609,143,NA,NA,NA,2003,hyldocA5,hyldoc23,Hylandia_dockrillii,Hdo,0,NA,Topaz basalt,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1494,Hylandia dockrillii,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,hyldoc11,NA,Hylandia_dockrillii,Hdo,0,NA,NA,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1495,Hylandia dockrillii,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.48216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,hyldocA6,NA,Hylandia_dockrillii,Hdo,0,NA,NA,C,30,4,7,Bees,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,1,0,2.4,NA,NA
1496,Hymenosporum flavum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,hymfla11,NA,Hymenosporum_flavum,Hfl,0,NA,NA,T,26,3,6,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.2,NA,NA
1497,Hymenosporum flavum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,hymfla12,NA,Hymenosporum_flavum,Hfl,0,NA,NA,T,26,3,6,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.2,NA,NA
1498,Hymenosporum flavum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,hymfla13,NA,Hymenosporum_flavum,Hfl,0,NA,NA,T,26,3,6,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.2,NA,NA
1499,Hymenosporum flavum,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.607005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,hymflaA1,NA,Hymenosporum_flavum,Hfl,0,NA,NA,T,26,3,6,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.2,NA,NA
1500,Hypserpa decumbens,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5206,0.5206,NA,57.1377,0.1325,38.66452723,0.3204,0.9358,7.0629,2.204400749,NA,0.24,1,1,0.757074525,0.68961,0.22092,0.46869,0.291807753,0.6190804,0.910887868,82.02815304,120.6926425,25.8635,0.6796,57.1377,0.757074525,0.68961,0.22092,0.46869,12,0.2837,0.14798,0.25,715,hypdec11,hypdec11,Hypserpa_decumbens,Hde,0,NA,BrValley,L,41,2,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,1.21,NA,NA
1501,Hypserpa decumbens,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5786,0.5786,NA,53.6939,0.13,37.01729448,0.3089,0.8578,6.5988,2.136225316,NA,0.19,1,1,0.6980207,0.6434,0.19876,0.44464,0.284748419,0.637001166,0.921749169,82.81015162,119.8273919,27.0144,0.6911,53.6939,0.6980207,0.6434,0.19876,0.44464,11,0.1243,0.07206,0.3,716,hypdec12,hypdec12,Hypserpa_decumbens,Hde,0,NA,BrValley,L,41,2,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,1.21,NA,NA
1502,Hypserpa decumbens,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.6112,0.6112,NA,29.1826,0.0975,33.91750584,0.3173,0.9202,9.4383,2.974566656,NA,0.15,1,1,0.28453035,0.31199,0.09898,0.21301,0.347871855,0.748637184,1.096508685,72.99212544,106.9095968,29.4833,0.6827,29.1826,0.28453035,0.31199,0.09898,0.21301,11.8,0.2163,0.13247,0.25,717,hypdec13,hypdec13,Hypserpa_decumbens,Hde,0,NA,BrValley,L,41,2,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,1.21,NA,NA
1503,Hypserpa decumbens,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5114,0.5114,NA,58.8946,0.125,38.07739612,0.3152,0.8578,6.8627,2.177252538,NA,0.2,1,2,0.7361825,0.711370604,0.22425519,0.487115414,0.304619169,0.661677524,0.966296542,82.70969046,120.7870677,26.2623,0.6848,117.7891,1.47236375,1.42274,0.44851,0.97423,11,0.2588,0.13261,0.25,718,hypdec14,hypdec14,Hypserpa_decumbens,Hde,0,hypdec14 - v.g.leaves,BrValley,L,41,2,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,1.21,NA,NA
1504,Hypserpa decumbens,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,hypdec15,NA,Hypserpa_decumbens,Hde,0,NA,NA,L,41,2,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,1.21,NA,NA
1505,Ichnocarpus frutescens,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5648,0.5648,NA,9.862,0.195,39.73852053,0.2631,1.8249,9.3583,3.556936526,NA,0.22,1,2,0.192309,0.148950755,0.039190199,0.109760556,0.203787285,0.570751013,0.77453866,111.2964475,151.0350387,25.1645,0.7369,19.7239,0.38461605,0.2979,0.07838,0.21952,23.4,0.1824,0.10322,0.2,720,ichfru11,ichfru11,Ichnocarpus_frutescens,Ifr,0,NA,BrValley,V,29,1,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,0,0,0,2.18,NA,NA
1506,Ichnocarpus frutescens,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.4985,0.4985,NA,12.9646,0.18,44.49427804,0.2663,1.4037,7.7986,2.92850169,NA,0.23,1,2,0.2333628,0.21658,0.057685,0.158895,0.247190434,0.680892584,0.928082796,122.5606652,167.0549034,22.4748,0.7337,25.9292,0.4667256,0.43316,0.11537,0.31779,18,0.1343,0.06708,0.2,723,ichfru14,ichfru14,Ichnocarpus_frutescens,Ifr,0,NA,BrValley,V,29,1,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,0,0,0,2.18,NA,NA
1507,Ichnocarpus frutescens,Stratum_1_seedling,Longlands Gap Rd Wondecla,-17.453,145.449,NA,NA,NA,0.4163,0.4163,NA,5.2607,0.15,27.68671923,0.2189,1.0606,7.0707,3.230105071,NA,0.3,1,2,0.0789105,0.066550633,0.014565138,0.051985494,0.184578128,0.65879058,0.843368532,98.81858706,126.5052798,36.1184,0.7811,10.5213,0.1578195,0.1331,0.02913,0.10397,13.6,0.0958,0.03996,0.15,721,ichfru12,ichfru12,Ichnocarpus_frutescens,Ifr,0,NA,Longlands Gap,V,29,1,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,0,0,0,2.18,NA,NA
1508,Ichnocarpus frutescens,Stratum_1_seedling,Longlands Gap Rd Wondecla,-17.453,145.449,NA,NA,NA,0.4826,0.4826,NA,9.1106,0.145,34.99219674,0.1969,1.3258,9.1432,4.643575419,NA,0.25,1,2,0.1321037,0.1619,0.03188,0.13002,0.241325495,0.984226785,1.22555235,142.7128839,177.7050908,28.5778,0.8031,18.2212,0.2642074,0.3238,0.06376,0.26004,17,0.1554,0.07515,0.15,722,ichfru13,ichfru13,Ichnocarpus_frutescens,Ifr,0,NA,Longlands Gap,V,29,1,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,0,0,0,2.18,NA,NA
1509,Ichnocarpus frutescens,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,ichfru15,NA,Ichnocarpus_frutescens,Ifr,0,NA,NA,V,29,1,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,0,0,0,2.18,NA,NA
1510,Irvingbaileya australis,Stratum_2_adult_plant,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,NA,NA,NA,25.8184,0.2575,83.60924384,0.3251,2.0588,7.9954,2.459366349,22,NA,1,6,0.6648238,0.664032476,0.215866388,0.448166088,0.324696093,0.674112581,0.998809724,173.5839897,257.1935039,11.9604,0.6749,154.9106,3.98894795,3.9842,1.2952,2.689,26.4,NA,NA,NA,2007,irvausA2,irvaus22,Irvingbaileya_australis,Iau,0,NA,R Crk Primary Plot,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
1511,Irvingbaileya australis,Stratum_2_adult_plant,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,NA,NA,NA,25.6345,0.2475,79.92455122,0.3249,2.1992,8.8856,2.734872268,24,NA,1,6,0.634453875,0.630532513,0.204883067,0.425649447,0.32292748,0.670891082,0.993819312,166.0455427,245.9702797,12.5118,0.6751,153.8072,3.8067282,3.7832,1.2293,2.5539,28.2,NA,NA,NA,2008,irvausA3,irvaus23,Irvingbaileya_australis,Iau,0,NA,R Crk Primary Plot,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
1512,Irvingbaileya australis,Stratum_2_adult_plant,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,NA,NA,NA,46.8321,0.2325,76.28114178,0.313,2.324,9.9956,3.193482428,23,NA,1,5,1.088846325,1.14136,0.35724,0.78412,0.328090932,0.720138354,1.04822873,167.4321673,243.7131796,13.1094,0.687,234.1605,5.444231625,5.7068,1.7862,3.9206,29.8,NA,NA,NA,2009,irvausA4,irvaus24,Irvingbaileya_australis,Iau,0,VGL,R Crk Primary Plot,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
1513,Irvingbaileya australis,Stratum_2_adult_plant,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,NA,NA,NA,40.4407,0.2325,78.21360135,0.323,2.3396,10.0627,3.115386997,NA,NA,1,4,0.940246275,0.979250605,0.316300196,0.66295041,0.336402586,0.705081666,1.0414831,163.9314873,242.1448208,12.7855,0.677,161.7627,3.760982775,3.917,1.2652,2.6518,30,NA,NA,NA,2010,irvausA5,irvaus25,Irvingbaileya_australis,Iau,0,VGL,R Crk Primary Plot,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
