Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name
021329-a,021329-a,Xerochrysum macsweeneyorum,Tasmanian Seed Conservation Centre,West Coast Range Regional Reserve. Mt Jukes. Mt Jukes Road.,-42.157,145.568306,,44002,,0.4444,,,-20,3/17/2017,11/16/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.157_lat_and_145.568306_long
021329-a-trial,021329-a,Xerochrysum macsweeneyorum,Tasmanian Seed Conservation Centre,West Coast Range Regional Reserve. Mt Jukes. Mt Jukes Road.,-42.157,145.568306,,,,,,,,3/17/2017,11/16/2017,,,,,,,,,,,11/16/2017,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.157_lat_and_145.568306_long
021329-a-trial,021329-a,Xerochrysum macsweeneyorum,Tasmanian Seed Conservation Centre,West Coast Range Regional Reserve. Mt Jukes. Mt Jukes Road.,-42.157,145.568306,,,,,,,,3/17/2017,11/16/2017,,,,,,,,,,,11/16/2017,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.157_lat_and_145.568306_long
020185-a,020185-a,Liparophyllum exiguum,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.158222,146.212444,,7608,,0.396,,,-20,1/17/2016,6/27/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.158222_lat_and_146.212444_long
020196-a,020196-a,Schoenus maschalinus,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.158222,146.212444,,2558,,0.1192,,,-20,1/17/2016,6/23/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.158222_lat_and_146.212444_long
020185-a-trial,020185-a,Liparophyllum exiguum,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.158222,146.212444,,,,,,,,1/17/2016,6/27/2016,,,,,,,,,,,6/27/2016,,,,,,30,,47,,,,,,,,,seeds_collected_at_-42.158222_lat_and_146.212444_long
023397-a,023397-a,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,Lake Echo. Sukes Tier. Serpentine 2 forestry track.,-42.158639,146.594528,,645,,0.7176,,,-20,,3/15/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.158639_lat_and_146.594528_long
024167-EU15,024167-EU15,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,227,,0.6427312,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU13,024167-EU13,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,607,,1.1904,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU10,024167-EU10,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,301,,0.6657807,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU02,024167-EU02,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,2035,,0.7708,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU09,024167-EU09,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,731,,0.922,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU17,024167-EU17,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,1238,,0.7176,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU01,024167-EU01,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,2501,,0.7976,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU12,024167-EU12,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,93,,0.7870967,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU05,024167-EU05,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,340,,0.614,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU07,024167-EU07,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,285,,0.8656,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU18,024167-EU18,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,2034,,0.852,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU16,024167-EU16,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,59,,0.5508474,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU03,024167-EU03,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,895,,0.8784,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU11,024167-EU11,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,722,,0.814,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU14,024167-EU14,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,682,,0.5708,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU08,024167-EU08,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,646,,0.5276,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU04,024167-EU04,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,574,,0.5868,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
024167-EU06,024167-EU06,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,West of Lake Echo on Sukes Tier. ~1.5km south of Teal Bay on side of forestry road.,-42.159444,146.593778,,100,,0.513,,,-20,,3/29/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159444_lat_and_146.593778_long
022660-a,022660-a,Epacris lanuginosa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.159778,146.215,,8865,,0.043,,,-20,3/15/2020,4/19/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159778_lat_and_146.215_long
020889-a,020889-a,Epacris lanuginosa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.159778,146.215,,4501,,0.083332,,,-20,,7/20/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159778_lat_and_146.215_long
020900-a,020900-a,Epacris gunnii,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.159778,146.215,,3591,,0.0472,,,-20,,11/16/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.159778_lat_and_146.215_long
020900-a-trial,020900-a,Epacris gunnii,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.159778,146.215,,,,,,,,,11/16/2017,,,,,,,,,,,11/16/2017,,,,,,100,,92,,,,,,,,,seeds_collected_at_-42.159778_lat_and_146.215_long
022660-a-trial,022660-a,Epacris lanuginosa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.159778,146.215,,,,,,,,3/15/2020,4/19/2023,,,,,,,,,,,4/19/2023,,,,,,100,,91,,,,,,,,,seeds_collected_at_-42.159778_lat_and_146.215_long
020889-a-trial,020889-a,Epacris lanuginosa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.159778,146.215,,,,,,,,,7/20/2017,,,,,,,,,,,7/20/2017,,,,,,100,,89,,,,,,,,,seeds_collected_at_-42.159778_lat_and_146.215_long
022649-a,022649-a,Epacris impressa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.160611,146.212389,,11302,,0.075666,,,-20,3/15/2020,4/19/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.160611_lat_and_146.212389_long
020878-a,020878-a,Epacris impressa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.160611,146.212389,,23960,,0.0632,,,-20,,7/19/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.160611_lat_and_146.212389_long
022649-a-trial,022649-a,Epacris impressa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.160611,146.212389,,,,,,,,3/15/2020,4/19/2023,,,,,,,,,,,4/19/2023,,,,,,100,,90,,,,,,,,,seeds_collected_at_-42.160611_lat_and_146.212389_long
020878-a-trial,020878-a,Epacris impressa,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Lake King William.,-42.160611,146.212389,,,,,,,,,7/19/2017,,,,,,,,,,,7/19/2017,,,,,,100,,75,,,,,,,,,seeds_collected_at_-42.160611_lat_and_146.212389_long
023386-a,023386-a,Eucalyptus urnigera,Tasmanian Seed Conservation Centre,Lake Echo. Sukes Tier. Serpentine 2 forestry track.,-42.162472,146.610972,,316,,0.561332,,,-20,,3/15/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.162472_lat_and_146.610972_long
019866-a,019866-a,Telopea truncata,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Rufus Canal Road.,-42.163583,146.141389,,13978,,22.054,,,-20,5/26/2015,6/20/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.163583_lat_and_146.141389_long
019866-a-trial,019866-a,Telopea truncata,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Rufus Canal Road.,-42.163583,146.141389,,,,,,,,5/26/2015,6/20/2016,,,,,,,,,,,6/20/2016,,,,,,40,,100,,,,,,,,,seeds_collected_at_-42.163583_lat_and_146.141389_long
009636-a,009636-a,Discaria pubescens,Tasmanian Seed Conservation Centre,Central Plateau. Bashan Plain. Bashan Road verges from 100m south of Ouse River bridge for ~3.8km. Climbing 190m.,-42.165556,146.753889,,1990,,4.1552,,,-20,,4/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.165556_lat_and_146.753889_long
009636-a-trial,009636-a,Discaria pubescens,Tasmanian Seed Conservation Centre,Central Plateau. Bashan Plain. Bashan Road verges from 100m south of Ouse River bridge for ~3.8km. Climbing 190m.,-42.165556,146.753889,,,,,,,,,4/19/2010,,,,,,,,,,,4/19/2010,,,,,,20,,96,,,,,,,,,seeds_collected_at_-42.165556_lat_and_146.753889_long
009163-a,009163-a,Hakea epiglottis subsp. epiglottis,Tasmanian Seed Conservation Centre,Clarence Wier on Laughing Jacks Lagoon Road.,-42.16575,146.38125,,3910,,3.5172,,,-20,2/16/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.16575_lat_and_146.38125_long
009163-a-trial,009163-a,Hakea epiglottis subsp. epiglottis,Tasmanian Seed Conservation Centre,Clarence Wier on Laughing Jacks Lagoon Road.,-42.16575,146.38125,,,,,,,,2/16/2009,,,,,,,,,,,,,,,,,,20,,96,,,,,,,,,seeds_collected_at_-42.16575_lat_and_146.38125_long
009163-a-trial-retest,009163-a,Hakea epiglottis subsp. epiglottis,Tasmanian Seed Conservation Centre,Clarence Wier on Laughing Jacks Lagoon Road.,-42.16575,146.38125,,,,,,,,2/16/2009,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,seeds_collected_at_-42.16575_lat_and_146.38125_long
007502-a,007502-a,Epacris obtusifolia,Tasmanian Seed Conservation Centre,Strahan. Regatta Point.,-42.166056,145.33075,,22364,,0.027333,,,-20,,11/12/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.166056_lat_and_145.33075_long
007502-a-trial,007502-a,Epacris obtusifolia,Tasmanian Seed Conservation Centre,Strahan. Regatta Point.,-42.166056,145.33075,,,,,,,,,11/12/2008,,,,,,,,,,,11/12/2008,,,,,,50,,98,,,,,,,,,seeds_collected_at_-42.166056_lat_and_145.33075_long
022759-a,022759-a,Discaria pubescens,Tasmanian Seed Conservation Centre,Bashan Road. Roadside verge on top side of road alignment at hair-pin bend.,-42.166111,146.759861,,1226,,4.56,,,-20,,3/15/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.166111_lat_and_146.759861_long
004180-a,004180-a,Clematis aristata,Tasmanian Seed Conservation Centre,Collingwood River bridge. Lyell Highway.,-42.167389,145.925389,,4384,,2.95,,,-20,,7/20/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.167389_lat_and_145.925389_long
016445-a,016445-a,Epacris barbata,Tasmanian Seed Conservation Centre,Freycient National Park. Mount Graham walking track.,-42.178222,148.318944,,14664,,0.062666,,,-20,1/13/2013,5/24/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.178222_lat_and_148.318944_long
017325-a,017325-a,Banksia marginata,Tasmanian Seed Conservation Centre,McKays Road. ~2.7km north of junction at Flagstaff Marsh.,-42.179917,147.885583,,7312,,6.3376,,,-20,7/10/2013,6/14/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.179917_lat_and_147.885583_long
017325-b,017325-b,Banksia marginata,Tasmanian Seed Conservation Centre,McKays Road. ~2.7km north of junction at Flagstaff Marsh.,-42.179917,147.885583,,824,,6.3376,,,-20,7/10/2013,6/14/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.179917_lat_and_147.885583_long
009647-a,009647-a,Olearia myrsinoides,Tasmanian Seed Conservation Centre,Central Plateau. Bashan Plains. Bashan Road. 6.4km from Waddamana turn off.,-42.180556,146.748056,,2331,,3.2316,,,-20,,8/11/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.180556_lat_and_146.748056_long
009647-a,009647-a,Olearia myrsinoides,Tasmanian Seed Conservation Centre,Central Plateau. Bashan Plains. Bashan Road. 6.4km from Waddamana turn off.,-42.180556,146.748056,,2331,,3.2316,,,-20,,8/11/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.180556_lat_and_146.748056_long
009647-a-trial,009647-a,Olearia myrsinoides,Tasmanian Seed Conservation Centre,Central Plateau. Bashan Plains. Bashan Road. 6.4km from Waddamana turn off.,-42.180556,146.748056,,,,,,,,,8/11/2010,,,,,,,,,,,8/11/2010,,,,,,20,,86,,,,,,,,,seeds_collected_at_-42.180556_lat_and_146.748056_long
009647-a-trial,009647-a,Olearia myrsinoides,Tasmanian Seed Conservation Centre,Central Plateau. Bashan Plains. Bashan Road. 6.4km from Waddamana turn off.,-42.180556,146.748056,,,,,,,,,8/11/2010,,,,,,,,,,,8/11/2010,,,,,,20,,86,,,,,,,,,seeds_collected_at_-42.180556_lat_and_146.748056_long
016621-a,016621-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. Small lagoon on northwest corner of Bronte Lagoon.,-42.180861,146.490667,,1412,,0.4428,,,-20,,8/14/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.180861_lat_and_146.490667_long
016621-a,016621-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. Small lagoon on northwest corner of Bronte Lagoon.,-42.180861,146.490667,,1412,,0.4428,,,-20,,8/14/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.180861_lat_and_146.490667_long
016621-a-trial,016621-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. Small lagoon on northwest corner of Bronte Lagoon.,-42.180861,146.490667,,,,,,,,,8/14/2014,,,,,,,,,,,8/14/2014,,,,,,30,,94,,,,,,,,,seeds_collected_at_-42.180861_lat_and_146.490667_long
016621-a-trial,016621-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. Small lagoon on northwest corner of Bronte Lagoon.,-42.180861,146.490667,,,,,,,,,8/14/2014,,,,,,,,,,,8/14/2014,,,,,,30,,94,,,,,,,,,seeds_collected_at_-42.180861_lat_and_146.490667_long
009130-a,009130-a,Xerochrysum subundulatum,Tasmanian Seed Conservation Centre,Nive Plains.14 Mile Road. 1km past Nive River bridge.,-42.189,146.422833,,9938,,0.4972,,,-20,2/16/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.189_lat_and_146.422833_long
009130-a,009130-a,Xerochrysum subundulatum,Tasmanian Seed Conservation Centre,Nive Plains.14 Mile Road. 1km past Nive River bridge.,-42.189,146.422833,,9938,,0.4972,,,-20,2/16/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.189_lat_and_146.422833_long
009130-a-trial,009130-a,Xerochrysum subundulatum,Tasmanian Seed Conservation Centre,Nive Plains.14 Mile Road. 1km past Nive River bridge.,-42.189,146.422833,,,,,,,,2/16/2009,,,,,,,,,,,,,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.189_lat_and_146.422833_long
009130-a-trial,009130-a,Xerochrysum subundulatum,Tasmanian Seed Conservation Centre,Nive Plains.14 Mile Road. 1km past Nive River bridge.,-42.189,146.422833,,,,,,,,2/16/2009,,,,,,,,,,,,,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.189_lat_and_146.422833_long
023551-a,023551-a,Leptospermum nitidum,Tasmanian Seed Conservation Centre,West Coast Range Regional Reserve. Mount Jukes Road.,-42.200028,145.6185,,226469,,0.1016,,,-20,10/27/2021,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.200028_lat_and_145.6185_long
014608-a,014608-a,Stenopetalum lineare,Tasmanian Seed Conservation Centre,Kelvedon Beach. Kelvedon Beach Conservation Area.,-42.202944,148.043917,,802,,0.0768,,,-20,,6/21/2012,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.202944_lat_and_148.043917_long
014608-a-trial,014608-a,Stenopetalum lineare,Tasmanian Seed Conservation Centre,Kelvedon Beach. Kelvedon Beach Conservation Area.,-42.202944,148.043917,,,,,,,,,6/21/2012,,,,,,,,,,,6/21/2012,,,,,,10,,72,,,,,,,,,seeds_collected_at_-42.202944_lat_and_148.043917_long
023562-a,023562-a,Leptospermum scoparium,Tasmanian Seed Conservation Centre,West Coast Range Regional Reserve. Mount Jukes Road.,-42.203889,145.618639,,414174,,0.0904,,,-20,10/27/2021,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.203889_lat_and_145.618639_long
015741-a,015741-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. South end of lagoon.,-42.208111,146.483194,,4043,,0.4136,,,-20,2/28/2012,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.208111_lat_and_146.483194_long
015741-a,015741-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. South end of lagoon.,-42.208111,146.483194,,4043,,0.4136,,,-20,2/28/2012,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.208111_lat_and_146.483194_long
015741-a-trial,015741-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. South end of lagoon.,-42.208111,146.483194,,,,,,,,2/28/2012,,,,,,,,,,,,,,,,,,20,,100,,,,,,,,,seeds_collected_at_-42.208111_lat_and_146.483194_long
015741-a-trial,015741-a,Xerochrysum palustre,Tasmanian Seed Conservation Centre,Bronte Lagoon. South end of lagoon.,-42.208111,146.483194,,,,,,,,2/28/2012,,,,,,,,,,,,,,,,,,20,,100,,,,,,,,,seeds_collected_at_-42.208111_lat_and_146.483194_long
007480-a,007480-a,Diplarrena latifolia,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. King William Saddle. Lyell Highway.,-42.210278,146.111417,,23426,,1.6136,,,-20,,9/16/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.210278_lat_and_146.111417_long
007480-a-trial,007480-a,Diplarrena latifolia,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. King William Saddle. Lyell Highway.,-42.210278,146.111417,,,,,,,,,9/16/2008,,,,,,,,,,,9/16/2008,,,,,,50,,96,,,,,,,,,seeds_collected_at_-42.210278_lat_and_146.111417_long
017347-a,017347-a,Callistemon viridiflorus,Tasmanian Seed Conservation Centre,Mckays Road. Flagstaff Marsh.,-42.211944,147.866167,,408039,,0.027333,,,-20,7/10/2013,8/14/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.211944_lat_and_147.866167_long
017336-a,017336-a,Leptospermum lanigerum,Tasmanian Seed Conservation Centre,Mckays Road. Flagstaff Marsh.,-42.211944,147.866167,,143128,,0.133666,,,-20,7/10/2013,8/14/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.211944_lat_and_147.866167_long
017347-a-trial,017347-a,Callistemon viridiflorus,Tasmanian Seed Conservation Centre,Mckays Road. Flagstaff Marsh.,-42.211944,147.866167,,,,,,,,7/10/2013,8/14/2014,,,,,,,,,,,8/14/2014,,,,,,51,,100,,,,,,,,,seeds_collected_at_-42.211944_lat_and_147.866167_long
017336-a-trial,017336-a,Leptospermum lanigerum,Tasmanian Seed Conservation Centre,Mckays Road. Flagstaff Marsh.,-42.211944,147.866167,,,,,,,,7/10/2013,8/14/2014,,,,,,,,,,,8/14/2014,,,,,,56,,100,,,,,,,,,seeds_collected_at_-42.211944_lat_and_147.866167_long
013288-a,013288-a,Milligania densiflora,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. King William Pass. Lyell Highway.,-42.212333,146.101556,,4215,,0.2932,,,-20,3/31/2010,11/30/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.212333_lat_and_146.101556_long
013288-a-trial,013288-a,Milligania densiflora,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. King William Pass. Lyell Highway.,-42.212333,146.101556,,,,,,,,3/31/2010,11/30/2010,,,,,,,,,,,11/30/2010,,,,,,20,,88,,,,,,,,,seeds_collected_at_-42.212333_lat_and_146.101556_long
004169-a,004169-a,Juncus tenuis,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River bridge. Lyell Highway.,-42.21475,146.020194,,47089,,0.026666,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.21475_lat_and_146.020194_long
004169-a-trial,004169-a,Juncus tenuis,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River bridge. Lyell Highway.,-42.21475,146.020194,,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.21475_lat_and_146.020194_long
