Family,Original taxon in paper ,Accepted taxon name in Plant List www.theplantlist.org/,Specific Location,Latitude,Longitude ,Country,Original source
Convolvulaceae,Erycibe coccinea,Not present in The Plant List,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Lamiaceae,Faradaya splendida,Faradaya splendida,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Lamiaceae,Faradaya splendida,Faradaya splendida,"Plot 18 (EP42) Iron Range, FN Queensland ",-12.73,143.25,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Flagellariaceae,Flagellaria indica,Flagellaria indica,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Philesiaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rubiaceae,Geophila repens,Geophila repens,"Plot 18 (EP42) Iron Range, FN Queensland ",-12.73,143.25,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Lamiaceae,Glossocarya hemiderma,Glossocarya hemiderma,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Hibbertia scandens,Hibbertia scandens,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Hibbertia scandens,Hibbertia scandens,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Dilleniaceae,Hibbertia scandens,Hibbertia scandens,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Celastraceae,Hippocratea  barbata,Hippocratea barbata,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Celastraceae,Hippocratea  barbata,Hippocratea barbata,"Plot 18 (EP42) Iron Range, FN Queensland ",-12.73,143.25,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Hoya australis,Hoya australis,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Hoya macgillivrayi,unresolved,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Linaceae,Hugonia jenkinsii,unresolved,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa decumbens,Hypserpa decumbens,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa decumbens,Hypserpa decumbens,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa decumbens,Hypserpa decumbens,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa decumbens,Hypserpa decumbens,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa laurina,Hypserpa laurina,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa laurina,Hypserpa laurina,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa laurina,Hypserpa laurina,"Plot 2 (EP3) Mt Haig, FN Queensland ",-17.08,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa laurina,Hypserpa laurina,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa smilacifolia,unresolved,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa smilacifolia,unresolved,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa smilacifolia,unresolved,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Hypserpa smilacifolia,unresolved,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Oleaceae,Jasminum didymum,Jasminum didymum,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Oleaceae,Jasminum didymum,Jasminum didymum,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Oleaceae,Jasminum domatiigerum,Jasminum domatiigerum,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Oleaceae,Jasminum kajewskii,Jasminum kajewskii,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Oleaceae,Jasminum kajewskii,Jasminum kajewskii,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Oleaceae,Jasminum kajewskii,Jasminum kajewskii,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Legnephora moorei,Legnephora moorei,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Moraceae,Maclura cochinchinensis,Maclura cochinchinensis,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Primulaceae,Maesa dependens,unresolved,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Marsdenia hemiptera,unresolved,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Marsdenia micradenia,Marsdenia micradenia,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus acutiflorus,Melodinus acutiflorus,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus acutiflorus,Melodinus acutiflorus,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus acutiflorus,Melodinus acutiflorus,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 11 (EP33)Curtain Fig, FN Queensland ",-17.28,145.57,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus australis,Melodinus australis,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus bacellianus,Melodinus acutiflorus,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Apocynaceae,Melodinus bacellianus,Melodinus acutiflorus,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum leichhardtii,unresolved,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum leichhardtii,unresolved,"Plot 1 (EP2) Downfall Creek, FN Queensland ",-17.15,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum leichhardtii,unresolved,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum leichhardtii,unresolved,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum leichhardtii,unresolved,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum uhrii,unresolved,"Plot 9 (EP31)Woopen Creek, FN Queensland ",-17.53,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum uhrii,unresolved,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Annonaceae,Melodorum uhrii,unresolved,"Plot 4 (EP9) Robson Logging Area, FN Queensland ",-17.12,145.65,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,"Plot 12 (EP34)Russell River, FN Queensland ",-17.42,145.77,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rubiaceae,Morinda umbellata,Morinda umbellata,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Rubiaceae,Morinda umbellata,Morinda umbellata,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Araliaceae,Motherwellia haplosciadea,Motherwellia haplosciadea,"Plot 5 (EP18) Mt Lewis, FN Queensland ",-16.52,145.27,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 2 (EP3) Mt Haig, FN Queensland ",-17.08,145.58,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Neosepicaea jucunda,Neosepicaea jucunda,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Menispermaceae,Pachygone longifolia,Parapachygone longifolia,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 19 (EP43) Mt Baldy, FN Queensland ",-17.32,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 13 (EP35)Whynabeel, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 14 (EP37) Eungella, FN Queensland ",-16.35,145.33,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 8 (EP30) Agapetes Logging Area, FN Queensland ",-16.27,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens,unresolved,"Plot 10 (EP32)McIlwraith Range, FN Queensland ",-13.75,143.35,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Monimiaceae,Palmeria scandens ,unresolved,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Plot 6 (EP19) Garrwalt, FN Queensland ",-18.50,145.75,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Plot 15 (EP38) The Crater, FN Queensland ",-17.42,145.42,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Plot 3 (EP4) Little Pine Creek, FN Queensland ",-17.00,145.83,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Plot 16 (EP40) Agapetes Scientific Area, FN Queensland ",-16.28,145.10,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Plot 20 (EP44)Fantail Logging Area, FN Queensland ",-16.22,145.07,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Plot 17 (EP41) Oliver Creek, FN Queensland ",-16.13,145.43,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
Aristolochiaceae,Pararistolochia deltantha,unresolved,"Plot 7 (EP29) Mt Fisher, FN Queensland ",-17.52,145.55,Australia,"Graham, A. W. (Ed.). (2006). The CSIRO rainforest permanent plots of North Queensland: site, structural, floristic and edaphic descriptions. Rainforest CRC."
