species_name,seed_mass_max_Kew_2019_1,seed_mass_max_Mokany_2015,seed_mass_max_RBGK_2014,seed_mass_to_keep_max,seed_mass_mean_Kew_2019_1,seed_mass_mean_Mokany_2015,seed_mass_mean_RBGK_2014,seed_mass_to_keep_mean,original_name,seed_mass_unique
Pterostylis alata,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis alata,seed_mass_to_keep
Pterostylis aphylla,NA,0,NA,keep,NA,0,NA,keep,Pterostylis aphylla,seed_mass_to_keep
Pterostylis concinna,NA,0.02,NA,keep,NA,0.02,NA,keep,Pterostylis concinna,seed_mass_to_keep
Pterostylis curta,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis curta,seed_mass_to_keep
Pterostylis decurva,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis decurva,seed_mass_to_keep
Pterostylis dubia,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis dubia,seed_mass_to_keep
Pterostylis foliata,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis foliata,seed_mass_to_keep
Pterostylis ingens,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis Xingens,seed_mass_to_keep
Pterostylis longifolia,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis longifolia,seed_mass_to_keep
Pterostylis melagramma,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis melagramma,seed_mass_to_keep
Pterostylis nana,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis nana,seed_mass_to_keep
Pterostylis nutans,NA,0,NA,keep,NA,0,NA,keep,Pterostylis nutans,seed_mass_to_keep
Pterostylis parviflora,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis parviflora,seed_mass_to_keep
Pterostylis pedoglossa,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis pedoglossa,seed_mass_to_keep
Pterostylis pedunculata,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis pedunculata,seed_mass_to_keep
Pterostylis plumosa,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis plumosa,seed_mass_to_keep
Pterostylis sanguinea,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis sanguinea,seed_mass_to_keep
Pterostylis tunstallii,NA,0.01,NA,keep,NA,0.01,NA,keep,Pterostylis tunstallii,seed_mass_to_keep
Pterostylis ziegeleri,NA,0,NA,keep,NA,0,NA,keep,Pterostylis ziegeleri,seed_mass_to_keep
Pterygopappus lawrencei,0.08,0.08,NA,omit,0.08,0.08,NA,omit,Pterygopappus lawrencei,NA
Ptilotus spathulatus,3.86,1.34,NA,keep,3.86,1.34,NA,keep,Ptilotus spathulatus,seed_mass_to_keep
Pultenaea daphnoides,5.64,3.94,NA,keep,4.24,3.94,NA,keep,Pultenaea daphnoides,seed_mass_to_keep
Pultenaea dentata,0.84,0.84,NA,omit,0.84,0.84,NA,omit,Pultenaea dentata,NA
Pultenaea gunnii,NA,1.93,NA,keep,NA,1.93,NA,keep,Pultenaea gunnii,seed_mass_to_keep
Pultenaea juniperina,5.46,5.46,NA,omit,4.4,5.46,NA,keep,Pultenaea juniperina,seed_mass_to_keep
Pultenaea pedunculata,2.56,2.21,NA,keep,2.41,2.21,NA,keep,Pultenaea pedunculata,seed_mass_to_keep
Pultenaea prostrata,2.64,2.64,NA,omit,2.64,2.64,NA,omit,Pultenaea prostrata,NA
Pultenaea sericea,NA,2.84,NA,keep,NA,2.84,NA,keep,Pultenaea sericea,seed_mass_to_keep
Pultenaea stricta,NA,2.84,NA,keep,NA,2.84,NA,keep,Pultenaea stricta,seed_mass_to_keep
Pultenaea tenuifolia,NA,2.84,NA,keep,NA,2.84,NA,keep,Pultenaea tenuifolia,seed_mass_to_keep
Pyrorchis nigricans,NA,0.01,NA,keep,NA,0.01,NA,keep,Pyrorchis nigricans,seed_mass_to_keep
Ranunculus amphitrichus,1.29,1.24,NA,keep,1.29,1.24,NA,keep,Ranunculus amphitrichus,seed_mass_to_keep
Ranunculus aquatilis var. diffusus,NA,1.67,NA,keep,NA,1.67,NA,keep,Batrachium trichophyllum,seed_mass_to_keep
Ranunculus collinus,NA,1.24,NA,keep,NA,1.24,NA,keep,Ranunculus collinus,seed_mass_to_keep
Ranunculus decurvus,0.71,0.71,NA,omit,0.71,0.71,NA,omit,Ranunculus decurvus,NA
Ranunculus glabrifolius,NA,1.24,NA,keep,NA,1.24,NA,keep,Ranunculus glabrifolius,seed_mass_to_keep
Ranunculus lappaceus,4.85,2.19,NA,keep,2.79,2.19,NA,keep,Ranunculus lappaceus,seed_mass_to_keep
Ranunculus pascuinus,2.16,2.12,NA,keep,2.16,2.12,NA,keep,Ranunculus pascuinus,seed_mass_to_keep
Ranunculus pimpinellifolius,0.82,0.82,NA,omit,0.82,0.82,NA,omit,Ranunculus pimpinellifolius,NA
Ranunculus scapiger,1.2,1.2,NA,omit,1.2,1.2,NA,omit,Ranunculus scapiger,NA
Ranunculus sessiliflorus,0.38,0.38,NA,omit,0.3,0.38,NA,keep,Ranunculus sessiliflorus,seed_mass_to_keep
Ranunculus triplodontus,NA,1.24,NA,keep,NA,1.24,NA,keep,Ranunculus triplodontus,seed_mass_to_keep
Raukaua gunnii,NA,0.17,NA,keep,NA,0.17,NA,keep,Pseudopanax gunnii,seed_mass_to_keep
Rhagodia baccata,1.68,6.14,0.67,keep,1.68,6.14,0.67,keep,Rhagodia candolleana,seed_mass_to_keep
Rhodanthe anthemoides,1.21,1.21,NA,omit,0.82,1.21,NA,keep,Rhodanthe anthemoides,seed_mass_to_keep
Rhytidosporum inconspicuum,NA,3.21,NA,keep,NA,3.21,NA,keep,Rhytidosporum inconspicuum,seed_mass_to_keep
Rhytidosporum procumbens,NA,3.21,NA,keep,NA,3.21,NA,keep,Rhytidosporum procumbens,seed_mass_to_keep
Richea acerosa,0.1,0.1,NA,omit,0.1,0.1,NA,omit,Richea acerosa,NA
Richea curtisiae,NA,0.15,NA,keep,NA,0.15,NA,keep,Richea curtisiae,seed_mass_to_keep
Richea dracophylla,0.18,0.42,NA,keep,0.18,0.42,NA,keep,Richea dracophylla,seed_mass_to_keep
Richea gunnii,0.03,0.03,NA,omit,0.03,0.03,NA,omit,Richea gunnii,NA
Richea milliganii,NA,0.15,NA,keep,NA,0.15,NA,keep,Richea milliganii,seed_mass_to_keep
Richea pandanifolia,0.11,0.11,NA,omit,0.1,0.11,NA,keep,Richea pandanifolia,seed_mass_to_keep
Richea procera,0.17,0.17,NA,omit,0.13,0.17,NA,keep,Richea procera,seed_mass_to_keep
Richea scoparia,0.26,0.07,NA,keep,0.17,0.07,NA,keep,Richea scoparia,seed_mass_to_keep
Richea sprengelioides,0.17,0.17,NA,omit,0.15,0.17,NA,keep,Richea sprengelioides,seed_mass_to_keep
Ricinocarpos pinifolius,51.61,43.23,NA,keep,40.78,43.23,NA,keep,Ricinocarpos pinifolius,seed_mass_to_keep
Romulea rosea,NA,2.11,NA,keep,NA,2.11,NA,keep,Romulea rosea,seed_mass_to_keep
Rorippa dictyosperma,NA,0.66,NA,keep,NA,0.66,NA,keep,Rorippa dictyosperma,seed_mass_to_keep
Rostraria cristata,NA,1.21,NA,keep,NA,1.21,NA,keep,Rostraria cristata,seed_mass_to_keep
Rubus gunnianus,NA,0.94,NA,keep,NA,0.94,NA,keep,Rubus gunnianus,seed_mass_to_keep
Rubus parvifolius,1.44,0.94,NA,keep,1.27,0.94,NA,keep,Rubus parvifolius,seed_mass_to_keep
Rumex acetosella,NA,2.91,NA,keep,NA,2.91,NA,keep,Acetosella vulgaris,seed_mass_to_keep
Rumex brownii,2.74,1.45,NA,keep,1.49,1.45,NA,keep,Rumex brownii,seed_mass_to_keep
Rumex dumosus,2.54,3.28,NA,keep,2.45,3.28,NA,keep,Rumex dumosus,seed_mass_to_keep
Rumohra adiantiformis,NA,3.3,NA,keep,NA,3.3,NA,keep,Rumohra adiantiformis,seed_mass_to_keep
Ruppia polycarpa,NA,0.17,NA,keep,NA,0.17,NA,keep,Ruppia polycarpa,seed_mass_to_keep
Rytidosperma caespitosum,0.52,1.21,NA,keep,0.47,1.21,NA,keep,Austrodanthonia caespitosa,seed_mass_to_keep
Rytidosperma carphoides,2.32,1.21,NA,keep,2.32,1.21,NA,keep,Austrodanthonia carphoides,seed_mass_to_keep
Rytidosperma diemenicum,NA,1.21,NA,keep,NA,1.21,NA,keep,Austrodanthonia diemenica,seed_mass_to_keep
Rytidosperma dimidiatum,NA,1.21,NA,keep,NA,0.71,NA,keep,Danthonia dimidiata,seed_mass_to_keep
Rytidosperma dimidiatum,NA,1.21,NA,keep,NA,0.71,NA,keep,Rytidosperma dimidiatum,seed_mass_to_keep
Rytidosperma fortunae-hibernae,0.33,1.21,NA,keep,0.29,1.21,NA,keep,Danthonia fortunae-hibernae,seed_mass_to_keep
Rytidosperma gracile,NA,1.21,NA,keep,NA,1.21,NA,keep,Danthonia gracilis,seed_mass_to_keep
Rytidosperma gracile,NA,1.21,NA,keep,NA,1.21,NA,keep,Notodanthonia gracilis,seed_mass_to_keep
Rytidosperma indutum,1.52,1.21,NA,keep,1.06,1.21,NA,keep,Austrodanthonia induta,seed_mass_to_keep
Rytidosperma laeve,1.04,1.21,NA,keep,1.04,1.21,NA,keep,Austrodanthonia laevis,seed_mass_to_keep
Rytidosperma nitens,0.22,0.22,NA,omit,0.22,0.22,NA,omit,Rytidosperma nitens,NA
Rytidosperma nivicola,0.3,1.21,NA,keep,0.3,1.21,NA,keep,Danthonia nivicola,seed_mass_to_keep
Rytidosperma nudiflorum,1.27,1.21,NA,keep,1.27,1.21,NA,keep,Danthonia nudiflora,seed_mass_to_keep
Rytidosperma pauciflorum,0.12,1.21,NA,keep,0.12,1.21,NA,keep,Danthonia pauciflora,seed_mass_to_keep
Rytidosperma penicillatum,0.89,1.21,NA,keep,0.89,1.21,NA,keep,Austrodanthonia penicillata,seed_mass_to_keep
Rytidosperma pilosum,1.05,1.21,NA,keep,1.05,1.21,NA,keep,Austrodanthonia pilosa,seed_mass_to_keep
Rytidosperma racemosum,1.27,1.21,NA,keep,1.27,1.21,NA,keep,Austrodanthonia racemosa,seed_mass_to_keep
Rytidosperma semiannulare,0.5,1.21,NA,keep,0.39,1.21,NA,keep,Danthonia semiannularis,seed_mass_to_keep
Rytidosperma semiannulare,0.5,1.21,NA,keep,0.39,1.21,NA,keep,Notodanthonia semiannularis,seed_mass_to_keep
Rytidosperma setaceum,1.14,1.21,NA,keep,0.8,1.21,NA,keep,Austrodanthonia setacea,seed_mass_to_keep
Rytidosperma tenuius,1.09,1.21,NA,keep,1.09,1.21,NA,keep,Austrodanthonia tenuior,seed_mass_to_keep
Sagina namadgi,NA,0.49,NA,keep,NA,0.49,NA,keep,Sagina namadgi,seed_mass_to_keep
Sambucus gaudichaudiana,2,3.3,NA,keep,1.96,3.3,NA,keep,Sambucus gaudichaudiana,seed_mass_to_keep
Samolus repens,0.07,0.07,NA,omit,0.07,0.07,NA,omit,Samolus repens,NA
Sarcocornia quinqueflora,0.17,0.33,NA,keep,0.17,0.33,NA,keep,Sarcocornia quinqueflora,seed_mass_to_keep
Scaevola hookeri,NA,1.25,4.75,keep,NA,1.25,4.75,keep,Scaevola hookeri,seed_mass_to_keep
Schenkia australis,NA,0.07,NA,keep,NA,0.07,NA,keep,Schenkia australis,seed_mass_to_keep
Schizacme montana,0.05,0.04,NA,keep,0.05,0.04,NA,keep,Schizacme montana,seed_mass_to_keep
Schizaea bifida,NA,3.3,NA,keep,NA,3.3,NA,keep,Schizaea bifida,seed_mass_to_keep
Schizaea fistulosa,NA,3.3,NA,keep,NA,3.3,NA,keep,Schizaea fistulosa,seed_mass_to_keep
Schoenoplectus pungens,2.98,2.45,NA,keep,2.61,2.45,NA,keep,Schoenoplectus pungens,seed_mass_to_keep
Schoenus absconditus,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus absconditus,seed_mass_to_keep
Schoenus apogon,0.5,0.2,NA,keep,0.33,0.2,NA,keep,Schoenus apogon,seed_mass_to_keep
Schoenus biglumis,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus biglumis,seed_mass_to_keep
Schoenus calyptratus,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus calyptratus,seed_mass_to_keep
Schoenus carsei,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus carsei,seed_mass_to_keep
Schoenus fluitans,0.21,0.21,NA,omit,0.19,0.21,NA,keep,Schoenus fluitans,seed_mass_to_keep
Schoenus lepidosperma,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus lepidosperma,seed_mass_to_keep
Schoenus maschalinus,0.16,0.33,NA,keep,0.16,0.33,NA,keep,Schoenus maschalinus,seed_mass_to_keep
Schoenus nitens,0.66,0.71,NA,keep,0.56,0.71,NA,keep,Schoenus nitens,seed_mass_to_keep
Schoenus pygmaeus,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus pygmaeus,seed_mass_to_keep
Schoenus tenuissimus,NA,0.33,NA,keep,NA,0.33,NA,keep,Schoenus tenuissimus,seed_mass_to_keep
Schoenus tesquorum,0.38,0.21,NA,keep,0.29,0.21,NA,keep,Schoenus tesquorum,seed_mass_to_keep
Scleranthus brockiei,0.41,0.4,NA,keep,0.41,0.4,NA,keep,Scleranthus brockiei,seed_mass_to_keep
Scleranthus diander,0.97,0.82,NA,keep,0.97,0.82,NA,keep,Scleranthus diander,seed_mass_to_keep
Scleranthus fasciculatus,0.73,0.67,NA,keep,0.69,0.67,NA,keep,Scleranthus fasciculatus,seed_mass_to_keep
Sebaea albidiflora,0.02,0.02,NA,omit,0.02,0.02,NA,omit,Sebaea albidiflora,NA
Sebaea ovata,0.02,0.02,NA,omit,0.02,0.02,NA,omit,Sebaea ovata,NA
Selaginella gracillima,NA,3.3,NA,keep,NA,3.3,NA,keep,Selaginella gracillima,seed_mass_to_keep
Selaginella uliginosa,NA,3.3,NA,keep,NA,3.3,NA,keep,Selaginella uliginosa,seed_mass_to_keep
Selliera radicans,0.67,0.44,NA,keep,0.62,0.44,NA,keep,Selliera radicans,seed_mass_to_keep
Senecio biserratus,0.22,0.22,NA,omit,0.2,0.22,NA,keep,Senecio biserratus,seed_mass_to_keep
Senecio glomeratus,NA,0.1,NA,keep,NA,0.1,NA,keep,Senecio glomeratus,seed_mass_to_keep
Senecio gunnii,NA,0.22,0.25,keep,NA,0.22,0.25,keep,Senecio gunnii,seed_mass_to_keep
Senecio hispidulus,NA,0.16,0.31,keep,NA,0.16,0.31,keep,Senecio hispidulus,seed_mass_to_keep
Senecio lautus,NA,0.31,NA,keep,NA,0.31,NA,keep,Senecio lautus,seed_mass_to_keep
Senecio leptocarpus,NA,0.31,NA,keep,NA,0.31,NA,keep,Senecio leptocarpus,seed_mass_to_keep
Senecio linearifolius,0.31,0.31,NA,omit,0.28,0.31,NA,keep,Senecio linearifolius,seed_mass_to_keep
Senecio odoratus,0.39,0.26,NA,keep,0.33,0.26,NA,keep,Senecio odoratus,seed_mass_to_keep
Senecio pectinatus,0.79,0.96,NA,keep,0.79,0.96,NA,keep,Senecio pectinatus,seed_mass_to_keep
Senecio prenanthoides,0.45,0.45,NA,omit,0.31,0.45,NA,keep,Senecio prenanthoides,seed_mass_to_keep
Senecio quadridentatus,0.15,0.31,NA,keep,0.14,0.31,NA,keep,Senecio quadridentatus,seed_mass_to_keep
Senecio squarrosus,0.37,0.29,NA,keep,0.33,0.29,NA,keep,Senecio squarrosus,seed_mass_to_keep
Siloxerus multiflorus,0.1,0.08,NA,keep,0.09,0.08,NA,keep,Siloxerus multiflorus,seed_mass_to_keep
Solanum laciniatum,2.79,2.26,NA,keep,2.04,2.26,NA,keep,Solanum laciniatum,seed_mass_to_keep
Solanum physalifolium,NA,2.26,NA,keep,NA,2.26,NA,keep,Solanum physalifolium,seed_mass_to_keep
Solanum vescum,1.91,2.26,NA,keep,1.91,2.26,NA,keep,Solanum vescum,seed_mass_to_keep
Solenogyne dominii,0.37,0.3,NA,keep,0.37,0.3,NA,keep,Solenogyne dominii,seed_mass_to_keep
Solenogyne gunnii,0.3,0.3,NA,omit,0.3,0.3,NA,omit,Solenogyne gunnii,NA
Sphaerocionium applanata,NA,7.89,NA,keep,NA,7.89,NA,keep,Sphaerocionium applanatum,seed_mass_to_keep
Sphaerolobium minus,1.48,1.48,NA,omit,1.34,1.48,NA,keep,Sphaerolobium minus,seed_mass_to_keep
Spinifex sericeus,13.85,1.21,NA,keep,13.85,1.21,NA,keep,Spinifex sericeus,seed_mass_to_keep
Sporadanthus tasmanicus,NA,1.46,NA,keep,NA,1.46,NA,keep,Lepyrodia tasmanica,seed_mass_to_keep
Sporadanthus tasmanicus,NA,1.46,NA,keep,NA,1.46,NA,keep,Sporadanthus tasmanicus,seed_mass_to_keep
Sporobolus virginicus,0.19,1.21,NA,keep,0.15,1.21,NA,keep,Sporobolus virginicus,seed_mass_to_keep
Sprengelia distichophylla,NA,0.05,NA,keep,NA,0.05,NA,keep,Sprengelia distichophylla,seed_mass_to_keep
Sprengelia incarnata,0.05,0.05,NA,omit,0.04,0.05,NA,keep,Sprengelia incarnata,seed_mass_to_keep
Spyridium eriocephalum,1.13,0.6,NA,keep,0.65,0.6,NA,keep,Spyridium eriocephalum,seed_mass_to_keep
Spyridium obovatum,0.73,0.73,NA,omit,0.67,0.73,NA,keep,Spyridium obovatum,seed_mass_to_keep
Spyridium parvifolium,1.15,0.59,NA,keep,0.88,0.59,NA,keep,Spyridium parvifolium,seed_mass_to_keep
Spyridium ulicinum,0.97,0.97,NA,omit,0.97,0.97,NA,omit,Spyridium ulicinum,NA
Spyridium vexilliferum,NA,0.49,NA,keep,NA,0.49,NA,keep,Spyridium vexilliferum,seed_mass_to_keep
Stackhousia monogyna,3.02,2.18,NA,keep,2.48,2.18,NA,keep,Stackhousia monogyna,seed_mass_to_keep
Stackhousia subterranea,3.47,2.87,NA,keep,2.89,2.87,NA,keep,Stackhousia subterranea,seed_mass_to_keep
Stackhousia viminea,NA,2.53,NA,keep,NA,2.53,NA,keep,Stackhousia viminea,seed_mass_to_keep
Stellaria flaccida,NA,0.49,NA,keep,NA,0.49,NA,keep,Stellaria flaccida,seed_mass_to_keep
Stellaria multiflora,NA,0.49,NA,keep,NA,0.49,NA,keep,Stellaria multiflora,seed_mass_to_keep
Stellaria palustris,NA,0.49,NA,keep,NA,0.49,NA,keep,Stellaria palustris,seed_mass_to_keep
Stellaria pungens,0.97,0.49,NA,keep,0.97,0.49,NA,keep,Stellaria pungens,seed_mass_to_keep
Stenanthemum pimeleoides,NA,0.57,NA,keep,NA,0.57,NA,keep,Stenanthemum pimeleoides,seed_mass_to_keep
Stenotaphrum secundatum,NA,1.21,NA,keep,NA,1.21,NA,keep,Stenotaphrum secundatum,seed_mass_to_keep
Sticherus lobatus,NA,3.3,NA,keep,NA,3.3,NA,keep,Sticherus lobatus,seed_mass_to_keep
Sticherus tenera,NA,3.3,NA,keep,NA,3.3,NA,keep,Sticherus tener,seed_mass_to_keep
Sticherus urceolatus,NA,3.3,NA,keep,NA,3.3,NA,keep,Sticherus urceolatus,seed_mass_to_keep
Stipa aphylla,NA,4.74,NA,keep,NA,4.74,NA,keep,Austrostipa aphylla,seed_mass_to_keep
Stipa bigeniculata,NA,4.49,NA,keep,NA,4.49,NA,keep,Austrostipa bigeniculata,seed_mass_to_keep
Stipa flavescens,NA,3.58,NA,keep,NA,3.58,NA,keep,Austrostipa flavescens,seed_mass_to_keep
Stipa mollis,NA,4.52,NA,keep,NA,4.52,NA,keep,Austrostipa mollis,seed_mass_to_keep
Stipa nodosa,NA,4.74,NA,keep,NA,4.74,NA,keep,Austrostipa nodosa,seed_mass_to_keep
Stipa pubinodis,NA,4.74,NA,keep,NA,4.74,NA,keep,Austrostipa pubinodis,seed_mass_to_keep
Stipa rudis,NA,4.74,NA,keep,NA,4.74,NA,keep,Austrostipa rudis,seed_mass_to_keep
Stipa scabra,NA,4.74,NA,keep,NA,4.74,NA,keep,Austrostipa scabra,seed_mass_to_keep
Stipa semibarbata,NA,4.74,NA,keep,NA,4.74,NA,keep,Austrostipa semibarbata,seed_mass_to_keep
Stipa stipoides,NA,3.7,NA,keep,NA,3.7,NA,keep,Austrostipa stipoides,seed_mass_to_keep
Stipa stuposa,NA,7.4,NA,keep,NA,7.4,NA,keep,Austrostipa stuposa,seed_mass_to_keep
Stuckenia pectinata,5.27,0.17,6.28,keep,4.11,0.17,6.28,keep,Stuckenia pectinata,seed_mass_to_keep
Stylidium armeria,0.31,0.18,NA,keep,0.2,0.18,NA,keep,Stylidium armeria,seed_mass_to_keep
Stylidium graminifolium,0.31,0.18,NA,keep,0.18,0.18,NA,omit,Stylidium graminifolium,seed_mass_to_keep
Styphelia abietina,NA,54,NA,keep,NA,54,NA,keep,Cyathodes abietina,seed_mass_to_keep
Styphelia abietina,NA,54,NA,keep,NA,54,NA,keep,Cyathodes juniperina,seed_mass_to_keep
Styphelia adscendens,NA,8.86,NA,keep,NA,8.86,NA,keep,Styphelia adscendens,seed_mass_to_keep
Styphelia dealbata,NA,54,NA,keep,NA,54,NA,keep,Cyathodes dealbata,seed_mass_to_keep
Styphelia parvifolia,NA,54,NA,keep,NA,54,NA,keep,Cyathodes parvifolia,seed_mass_to_keep
Suaeda australis,0.96,6.14,NA,keep,0.6,6.14,NA,keep,Suaeda australis,seed_mass_to_keep
Swainsona lessertiifolia,3.07,2.33,NA,keep,2.84,2.33,NA,keep,Swainsona lessertiifolia,seed_mass_to_keep
Tasmannia lanceolata,NA,1.91,NA,keep,NA,1.91,NA,keep,Tasmannia lanceolata,seed_mass_to_keep
Telopea truncata,35.37,18.78,NA,keep,29.71,18.78,NA,keep,Telopea truncata,seed_mass_to_keep
Tetracarpaea tasmannica,0.01,0.56,NA,keep,0.01,0.56,NA,keep,Tetracarpaea tasmannica,seed_mass_to_keep
Tetragonia implexicoma,16.49,32.98,NA,keep,16.49,32.98,NA,keep,Tetragonia implexicoma,seed_mass_to_keep
Tetraria capillaris,NA,1.44,NA,keep,NA,1.44,NA,keep,Tetraria capillaris,seed_mass_to_keep
Tetratheca labillardierei,NA,1.81,NA,keep,NA,1.81,NA,keep,Tetratheca labillardierei,seed_mass_to_keep
Tetratheca pilosa,NA,1.81,NA,keep,NA,1.81,NA,keep,Tetratheca pilosa,seed_mass_to_keep
Tetratheca procumbens,NA,1.81,NA,keep,NA,1.81,NA,keep,Tetratheca procumbens,seed_mass_to_keep
Teucrium corymbosum,0.77,0.76,NA,keep,0.74,0.76,NA,keep,Teucrium corymbosum,seed_mass_to_keep
Thelionema caespitosum,1.84,1.84,NA,omit,1.46,1.84,NA,keep,Thelionema caespitosum,seed_mass_to_keep
Thelionema umbellatum,NA,1.84,NA,keep,NA,1.84,NA,keep,Thelionema umbellatum,seed_mass_to_keep
Thelymitra antennifera,NA,0,NA,keep,NA,0,NA,keep,Thelymitra antennifera,seed_mass_to_keep
Thelymitra arenaria,NA,0,0,omit,NA,0,0,omit,Thelymitra arenaria,NA
Thelymitra aristata,NA,0.01,NA,keep,NA,0.01,NA,keep,Thelymitra aristata,seed_mass_to_keep
Thelymitra carnea,NA,0,NA,keep,NA,0,NA,keep,Thelymitra carnea,seed_mass_to_keep
Thelymitra cyanea,NA,0.01,NA,keep,NA,0.01,NA,keep,Thelymitra cyanea,seed_mass_to_keep
Thelymitra erosa,NA,0,NA,keep,NA,0,NA,keep,Thelymitra erosa,seed_mass_to_keep
Thelymitra exigua,NA,0,NA,keep,NA,0,NA,keep,Thelymitra exigua,seed_mass_to_keep
Thelymitra flexuosa,NA,0,NA,keep,NA,0,NA,keep,Thelymitra flexuosa,seed_mass_to_keep
Thelymitra holmesii,NA,0,NA,keep,NA,0,NA,keep,Thelymitra holmesii,seed_mass_to_keep
Thelymitra ixioides,NA,0,NA,keep,NA,0,NA,keep,Thelymitra ixioides,seed_mass_to_keep
Thelymitra juncifolia,NA,0,NA,keep,NA,0,NA,keep,Thelymitra juncifolia,seed_mass_to_keep
Thelymitra longiloba,NA,0,NA,keep,NA,0,NA,keep,Thelymitra longiloba,seed_mass_to_keep
Thelymitra nuda,NA,0,NA,keep,NA,0,NA,keep,Thelymitra nuda,seed_mass_to_keep
Thelymitra pauciflora,NA,0,NA,keep,NA,0,NA,keep,Thelymitra pauciflora,seed_mass_to_keep
Thelymitra peniculata,NA,0,NA,keep,NA,0,NA,keep,Thelymitra peniculata,seed_mass_to_keep
Thelymitra polychroma,NA,0,NA,keep,NA,0,NA,keep,Thelymitra polychroma,seed_mass_to_keep
Thelymitra rubra,NA,0,NA,keep,NA,0,NA,keep,Thelymitra rubra,seed_mass_to_keep
Thelymitra simulata,NA,0,NA,keep,NA,0,NA,keep,Thelymitra simulata,seed_mass_to_keep
Thelymitra spadicea,NA,0,NA,keep,NA,0,NA,keep,Thelymitra spadicea,seed_mass_to_keep
Themeda triandra,5.6,1.21,NA,keep,3.2,1.21,NA,keep,Themeda australis,seed_mass_to_keep
Threlkeldia diffusa,2.46,2.48,NA,keep,2.46,2.48,NA,keep,Threlkeldia diffusa,seed_mass_to_keep
Thysanotus patersonii,0.87,0.68,NA,keep,0.78,0.68,NA,keep,Thysanotus patersonii,seed_mass_to_keep
Tmesipteris elongata,NA,3.3,NA,keep,NA,3.3,NA,keep,Tmesipteris elongata,seed_mass_to_keep
Tmesipteris obliqua,NA,3.3,NA,keep,NA,3.3,NA,keep,Tmesipteris obliqua,seed_mass_to_keep
Todea barbara,NA,3.3,NA,keep,NA,3.3,NA,keep,Todea barbara,seed_mass_to_keep
Townsonia viridis,NA,1.15,NA,keep,NA,1.15,NA,keep,Townsonia viridis,seed_mass_to_keep
Trachymene humilis,NA,2.16,NA,keep,NA,2.16,NA,keep,Trachymene humilis,seed_mass_to_keep
Triglochin centrocarpum,NA,2.08,NA,keep,NA,2.08,NA,keep,Triglochin centrocarpum,seed_mass_to_keep
Triglochin striata,0.37,0.34,NA,keep,0.34,0.34,NA,omit,Triglochin striata,seed_mass_to_keep
Triptilodiscus pygmaeus,0.11,0.11,NA,omit,0.09,0.11,NA,keep,Triptilodiscus pygmaeus,seed_mass_to_keep
Trisetum spicatum,0.49,1.21,NA,keep,0.42,1.21,NA,keep,Trisetum spicatum,seed_mass_to_keep
Trithuria filamentosa,1.04,0.06,NA,keep,1.04,0.06,NA,keep,Hydatella filamentosa,seed_mass_to_keep
Trithuria submersa,NA,0.06,NA,keep,NA,0.06,NA,keep,Trithuria submersa,seed_mass_to_keep
Trochocarpa cunninghamii,NA,1.98,NA,keep,NA,1.98,NA,keep,Trochocarpa cunninghamii,seed_mass_to_keep
Trochocarpa gunnii,1.25,1.07,NA,keep,1.06,1.07,NA,keep,Trochocarpa gunnii,seed_mass_to_keep
Trochocarpa thymifolia,2.88,2.88,NA,omit,2.45,2.88,NA,keep,Trochocarpa thymifolia,seed_mass_to_keep
Typha angustifolia,NA,1.09,NA,keep,NA,1.09,NA,keep,Typha angustifolia,seed_mass_to_keep
Typha domingensis,0.37,1.09,NA,keep,0.13,1.09,NA,keep,Typha domingensis,seed_mass_to_keep
Uncinia compacta,3.16,3.16,NA,omit,2.9,3.16,NA,keep,Uncinia compacta,seed_mass_to_keep
Uncinia compacta var. nervosa,NA,2.49,NA,keep,NA,2.49,NA,keep,Uncinia nervosa,seed_mass_to_keep
Uncinia flaccida,3.92,2.49,NA,keep,3.92,2.49,NA,keep,Uncinia flaccida,seed_mass_to_keep
Uncinia riparia,1.82,1.82,NA,omit,1.82,1.82,NA,omit,Uncinia riparia,NA
Uncinia tenella,NA,2.49,NA,keep,NA,2.49,NA,keep,Uncinia tenella,seed_mass_to_keep
