Site,Position,Spp,Branchno,(airspaceproportion),360/angle*number,Abundanceinplot,airspace.mm2,Angle,ApexWidth.mm,area.cm2,area/individ vessel,Area_mean,Area_sum,Areaxylem,Budsample,budXsectionarea.mm2,D1.cm,D2.cm,Date,Date dryweight,Dry_weight,DryweightGroup,HairDensity,Height.cm,HorizontalDistance1.mm,HorizontalDistance2.mm,HorizontalTissueDistance1.mm,HorizontalTissueDistance2.mm,HorizontalTissueProportion1,HorizontalTissueProportion2,leaf_count,Lumen.area,lumen.fraction,Magnification,n,NlayersHorizontal,NLayersVertical,no.vessle,non-lumen.fraction,Plot,SampleXylem,SLA.cm2/g,Species,Stem.Density,SumArea.mm2,SumLDW.g,UniqueID,VerticalDistance.mm,VerticalTissueDistance.mm,VerticalTissueProportion
F13S,Bottom,KuMue,2,NA,NA,4,NA,NA,NA,16512.996,NA,3.737194444444444,134.539,NA,NA,NA,135,155,24-Apr,30-Apr,3.888888888888889e-4,0.014,NA,55,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,96.099,Kunzea muelleri,NA,134.539,0.014,881,NA,NA,NA
F13S,Bottom,KuMue,3,NA,NA,4,NA,NA,NA,22167.078,NA,4.664032258064516,144.585,NA,NA,NA,180,156,24-Apr,30-Apr,4.516129032258065e-4,0.014,NA,48,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,103.275,Kunzea muelleri,NA,144.585,0.014,882,NA,NA,NA
F13S,Bottom,PhSqu,1,NA,NA,2.5,NA,NA,NA,11499.015,NA,NA,NA,NA,NA,NA,128,114,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,NA,Phebalium squamulosum,NA,NA,NA,883,NA,NA,NA
F13S,Bottom,PhSqu,2,NA,NA,2.5,NA,NA,NA,4476.966,NA,NA,NA,NA,NA,NA,68,83,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,NA,Phebalium squamulosum,NA,NA,NA,884,NA,NA,NA
F13S,Bottom,PhSqu,3,NA,NA,2.5,NA,NA,NA,3848.451,NA,NA,NA,NA,NA,NA,68,72,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,NA,Phebalium squamulosum,NA,NA,NA,885,NA,NA,NA
F13S,Bottom,PiAxi,1,NA,NA,0.25,NA,NA,NA,1772.055,NA,NA,NA,NA,NA,NA,39,56,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,NA,Pimelea axiflor,NA,NA,NA,886,NA,NA,NA
F13S,Bottom,PiAxi,2,NA,NA,0.25,NA,NA,NA,9160.884,NA,NA,NA,NA,NA,NA,108,108,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,NA,Pimelea axiflor,NA,NA,NA,887,NA,NA,NA
F13S,Bottom,PiAxi,3,NA,NA,0.25,NA,NA,NA,11122.023,NA,NA,NA,NA,NA,NA,120,118,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SB,NA,NA,Pimelea axiflor,NA,NA,NA,888,NA,NA,NA
F13S,Mid,LeMon,1,NA,NA,0.5,NA,NA,NA,2123.717,NA,NA,NA,NA,NA,NA,56,48,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Acrothamnus montanus,NA,NA,NA,889,NA,NA,NA
F13S,Mid,PiAxi,1,NA,NA,2.275,NA,NA,NA,11309.734,NA,NA,NA,NA,NA,NA,110,130,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Pimelea axiflor,NA,NA,NA,890,NA,NA,NA
F13S,Mid,PiAxi,2,NA,NA,2.275,NA,NA,NA,2970.572,NA,NA,NA,NA,NA,NA,65,58,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Pimelea axiflor,NA,NA,NA,891,NA,NA,NA
F13S,Mid,PiAxi,3,NA,NA,2.275,NA,NA,NA,2164.754,NA,NA,NA,NA,NA,NA,50,55,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Pimelea axiflor,NA,NA,NA,892,NA,NA,NA
F13S,Mid,PrCun,1,NA,NA,30,NA,NA,NA,80173.641,NA,NA,NA,NA,NA,NA,287,352,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Prostanthera cuneata,NA,NA,NA,893,NA,NA,NA
F13S,Mid,PrCun,2,NA,NA,30,NA,NA,NA,39760.782,NA,NA,NA,NA,NA,NA,192,258,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Prostanthera cuneata,NA,NA,NA,894,NA,NA,NA
F13S,Mid,PrCun,3,NA,NA,30,NA,NA,NA,28952.918,NA,NA,NA,NA,NA,NA,199,185,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13SM,NA,NA,Prostanthera cuneata,NA,NA,NA,895,NA,NA,NA
F13S,Top,BoFol,1,0.065,NA,5.25,0.044,NA,0.037,71631.454,NA,9.207928571428571,128.911,NA,BoFol3,0.669,248,356,24-Apr,30-Apr,0.0010714285714285715,0.015,some,158,0.396,0.291,0.308,0.226,0.778,0.777,14,NA,NA,NA,14,6,7,NA,NA,F13ST,NA,85.941,Bossiaea foliosa,0.663,128.911,0.015,896,0.812,0.636,0.783
F13S,Top,BoFol,2,NA,NA,5.25,NA,NA,NA,65144.065,NA,9.270909090909091,101.98,NA,NA,NA,276,300,24-Apr,30-Apr,9.090909090909091e-4,0.01,NA,154,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,NA,F13ST,NA,101.98,Bossiaea foliosa,NA,101.98,0.01,897,NA,NA,NA
F13S,Top,BoFol,3,NA,NA,5.25,NA,NA,NA,25730.429,NA,8.0128,120.19200000000001,NA,NA,NA,162,200,24-Apr,30-Apr,8.666666666666666e-4,0.013,NA,120,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,NA,F13ST,NA,92.455,Bossiaea foliosa,NA,120.192,0.013,898,NA,NA,NA
F13S,Top,OrLan,1,NA,NA,11.5,NA,NA,NA,30946.455,NA,NA,NA,NA,NA,NA,190,207,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13ST,NA,NA,Orites lancifolia,NA,NA,NA,899,NA,NA,NA
F13S,Top,OrLan,2,NA,NA,11.5,NA,NA,NA,116415.643,NA,NA,NA,NA,NA,NA,363,407,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13ST,NA,NA,Orites lancifolia,NA,NA,NA,900,NA,NA,NA
F13S,Top,OrLan,3,NA,NA,11.5,NA,NA,NA,221034.801,NA,NA,NA,NA,NA,NA,416,645,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13ST,NA,NA,Orites lancifolia,NA,NA,NA,901,NA,NA,NA
F13S,Top,PrCun,1,NA,NA,11.5,NA,NA,NA,208307.228,NA,NA,NA,NA,NA,NA,485,545,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13ST,NA,NA,Prostanthera cuneata,NA,NA,NA,902,NA,NA,NA
F13S,Top,PrCun,2,NA,NA,11.5,NA,NA,NA,58534.94,NA,NA,NA,NA,NA,NA,304,242,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13ST,NA,NA,Prostanthera cuneata,NA,NA,NA,903,NA,NA,NA
F13S,Top,PrCun,3,NA,NA,11.5,NA,NA,NA,203881.706,NA,NA,NA,NA,NA,NA,552,467,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F13ST,NA,NA,Prostanthera cuneata,NA,NA,NA,904,NA,NA,NA
F14N,Bottom,AsTry,1,NA,NA,4,NA,NA,NA,5607.939,NA,NA,NA,NA,NA,NA,87,82,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Asterolasia trymalioides,NA,NA,NA,905,NA,NA,NA
F14N,Bottom,AsTry,2,NA,NA,4,NA,NA,NA,4128.249,NA,NA,NA,NA,NA,NA,85,60,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Asterolasia trymalioides,NA,NA,NA,906,NA,NA,NA
F14N,Bottom,AsTry,3,NA,NA,4,NA,NA,NA,6503.882,NA,NA,NA,NA,NA,NA,119,63,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Asterolasia trymalioides,NA,NA,NA,907,NA,NA,NA
F14N,Bottom,GrAus,1,NA,NA,4,NA,NA,NA,20484.951,NA,NA,NA,NA,NA,NA,167,156,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Grevillea australis,NA,NA,NA,908,NA,NA,NA
F14N,Bottom,GrAus,2,NA,NA,4,NA,NA,NA,48891.232,NA,NA,NA,NA,NA,NA,236,263,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Grevillea australis,NA,NA,NA,909,NA,NA,NA
F14N,Bottom,GrAus,3,NA,NA,4,NA,NA,NA,54739.11,NA,NA,NA,NA,NA,NA,297,231,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Grevillea australis,NA,NA,NA,910,NA,NA,NA
F14N,Bottom,HoMon,1,NA,NA,4.25,NA,NA,NA,9245.904,NA,NA,NA,NA,NA,NA,92,125,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Hovea montana,NA,NA,NA,911,NA,NA,NA
F14N,Bottom,HoMon,2,NA,NA,4.25,NA,NA,NA,11028.757,NA,NA,NA,NA,NA,NA,137,100,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Hovea montana,NA,NA,NA,912,NA,NA,NA
F14N,Bottom,HoMon,3,NA,NA,4.25,NA,NA,NA,7697.687,NA,NA,NA,NA,NA,NA,111,87,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NB,NA,NA,Hovea montana,NA,NA,NA,913,NA,NA,NA
F14N,Mid,AsTry,1,NA,NA,3.5,NA,NA,NA,4015.152,NA,NA,NA,NA,NA,NA,81,62,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Asterolasia trymalioides,NA,NA,NA,914,NA,NA,NA
F14N,Mid,AsTry,2,NA,NA,3.5,NA,NA,NA,9676.891,NA,NA,NA,NA,NA,NA,141,81,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Asterolasia trymalioides,NA,NA,NA,915,NA,NA,NA
F14N,Mid,AsTry,3,NA,NA,3.5,NA,NA,NA,5741.457,NA,NA,NA,NA,NA,NA,105,66,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Asterolasia trymalioides,NA,NA,NA,916,NA,NA,NA
F14N,Mid,HoMon,1,NA,NA,7.5,NA,NA,NA,23506.182,NA,NA,NA,NA,NA,NA,152,194,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Hovea montana,NA,NA,NA,917,NA,NA,NA
F14N,Mid,HoMon,2,NA,NA,7.5,NA,NA,NA,20611.989,NA,NA,NA,NA,NA,NA,142,182,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Hovea montana,NA,NA,NA,918,NA,NA,NA
F14N,Mid,HoMon,3,NA,NA,7.5,NA,NA,NA,39057.065,NA,NA,NA,NA,NA,NA,271,175,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Hovea montana,NA,NA,NA,919,NA,NA,NA
F14N,Mid,LeMon,1,NA,NA,0.75,NA,NA,NA,6082.123,NA,NA,NA,NA,NA,NA,102,74,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Acrothamnus montanus,NA,NA,NA,920,NA,NA,NA
F14N,Mid,LeMon,2,NA,NA,0.75,NA,NA,NA,201.062,NA,NA,NA,NA,NA,NA,20,12,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Acrothamnus montanus,NA,NA,NA,921,NA,NA,NA
F14N,Mid,LeMon,3,NA,NA,0.75,NA,NA,NA,188.692,NA,NA,NA,NA,NA,NA,15,16,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Acrothamnus montanus,NA,NA,NA,922,NA,NA,NA
F14N,Mid,OlBre,1,NA,NA,0.525,NA,NA,NA,13684.778,NA,NA,NA,NA,NA,NA,146,118,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Olearia brevipedunculata,NA,NA,NA,923,NA,NA,NA
F14N,Mid,OlBre,2,NA,NA,0.525,NA,NA,NA,5216.811,NA,NA,NA,NA,NA,NA,107,56,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NM,NA,NA,Olearia brevipedunculata,NA,NA,NA,924,NA,NA,NA
F14N,Mid,OlBre,3,NA,NA,0.525,NA,NA,NA,10935.884,NA,NA,NA,NA,NA,NA,116,120,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,925,NA,NA,NA
F14N,Top,AsTry,1,NA,NA,4,NA,NA,NA,4778.362,NA,NA,NA,NA,NA,NA,69,87,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Asterolasia trymalioides,NA,NA,NA,926,NA,NA,NA
F14N,Top,AsTry,2,NA,NA,4,NA,NA,NA,10296.766,NA,NA,NA,NA,NA,NA,96,133,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Asterolasia trymalioides,NA,NA,NA,927,NA,NA,NA
F14N,Top,AsTry,3,NA,NA,4,NA,NA,NA,16060.607,NA,NA,NA,NA,NA,NA,91,195,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Asterolasia trymalioides,NA,NA,NA,928,NA,NA,NA
F14N,Top,GrAus,1,NA,NA,0.625,NA,NA,NA,3959.192,NA,NA,NA,NA,NA,NA,50,92,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Grevillea australis,NA,NA,NA,929,NA,NA,NA
F14N,Top,GrAus,2,NA,NA,0.625,NA,NA,NA,3019.071,NA,NA,NA,NA,NA,NA,60,64,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Grevillea australis,NA,NA,NA,930,NA,NA,NA
F14N,Top,GrAus,3,NA,NA,0.625,NA,NA,NA,2164.754,NA,NA,NA,NA,NA,NA,45,60,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Grevillea australis,NA,NA,NA,931,NA,NA,NA
F14N,Top,HoMon,1,NA,NA,11.5,NA,NA,NA,31259.043,NA,NA,NA,NA,NA,NA,238,161,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Hovea montana,NA,NA,NA,932,NA,NA,NA
F14N,Top,HoMon,2,NA,NA,11.5,NA,NA,NA,27906.964,NA,NA,NA,NA,NA,NA,221,156,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Hovea montana,NA,NA,NA,933,NA,NA,NA
F14N,Top,HoMon,3,NA,NA,11.5,NA,NA,NA,49283.931,NA,NA,NA,NA,NA,NA,290,211,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Hovea montana,NA,NA,NA,934,NA,NA,NA
F14N,Top,OlFro,1,NA,NA,0.125,NA,NA,NA,5281.017,NA,NA,NA,NA,NA,NA,70,94,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Olearia frostii,NA,NA,NA,935,NA,NA,NA
F14N,Top,OlFro,2,NA,NA,0.125,NA,NA,NA,5607.939,NA,NA,NA,NA,NA,NA,62,107,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Olearia frostii,NA,NA,NA,936,NA,NA,NA
F14N,Top,PiAxi,1,NA,NA,2.25,NA,NA,NA,3019.071,NA,NA,NA,NA,NA,NA,67,57,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Pimelea axiflor,NA,NA,NA,937,NA,NA,NA
F14N,Top,PiAxi,2,NA,NA,2.25,NA,NA,NA,6647.61,NA,NA,NA,NA,NA,NA,112,72,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Pimelea axiflor,NA,NA,NA,938,NA,NA,NA
F14N,Top,PiAxi,3,NA,NA,2.25,NA,NA,NA,5475.992,NA,NA,NA,NA,NA,NA,52,115,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14NT,NA,NA,Pimelea axiflor,NA,NA,NA,939,NA,NA,NA
F14S,Bottom,AsTry,1,NA,NA,3.25,NA,NA,NA,2463.009,NA,NA,NA,NA,NA,NA,67,45,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Asterolasia trymalioides,NA,NA,NA,940,NA,NA,NA
F14S,Bottom,AsTry,2,NA,NA,3.25,NA,NA,NA,8992.024,NA,NA,NA,NA,NA,NA,134,80,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Asterolasia trymalioides,NA,NA,NA,941,NA,NA,NA
F14S,Bottom,AsTry,3,NA,NA,3.25,NA,NA,NA,8741.678,NA,NA,NA,NA,NA,NA,140,71,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Asterolasia trymalioides,NA,NA,NA,942,NA,NA,NA
F14S,Bottom,GrAus,1,NA,NA,3.75,NA,NA,NA,43558.378,NA,NA,NA,NA,NA,NA,251,220,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Grevillea australis,NA,NA,NA,943,NA,NA,NA
F14S,Bottom,GrAus,2,NA,NA,3.75,NA,NA,NA,68813.445,NA,NA,NA,NA,NA,NA,290,302,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Grevillea australis,NA,NA,NA,944,NA,NA,NA
F14S,Bottom,GrAus,3,NA,NA,3.75,NA,NA,NA,18626.503,NA,NA,NA,NA,NA,NA,162,146,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Grevillea australis,NA,NA,NA,945,NA,NA,NA
F14S,Bottom,KuMue,1,0.141,NA,0.5,0.586,NA,0.086,4071.504,NA,3.0066969696969696,99.221,NA,Kunzea muelleri3,4.161,98,46,26-Apr,30-Apr,2.1212121212121213e-4,0.007,dense,11,0.468,0.49,0.272,0.349,0.581,0.712,33,NA,NA,NA,NA,4,4,NA,NA,F14SB,NA,141.744,Kunzea muelleri,1.087,99.221,0.007,946,3.89,0.447,0.115
F14S,Bottom,KuMue,2,NA,NA,0.5,NA,NA,NA,2002.962,NA,3.700627450980392,188.732,NA,NA,NA,50,51,26-Apr,30-Apr,4.3137254901960784e-4,0.022,NA,11,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,85.787,Kunzea muelleri,NA,188.732,0.022,947,NA,NA,NA
F14S,Bottom,KuMue,3,NA,NA,0.5,NA,NA,NA,1288.249,NA,3.1424722222222226,113.129,NA,NA,NA,44,37,26-Apr,30-Apr,3.0555555555555555e-4,0.011,NA,15,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,102.845,Kunzea muelleri,NA,113.129,0.011,948,NA,NA,NA
F14S,Bottom,LeMon,1,NA,NA,0.25,NA,NA,NA,1104.466,NA,NA,NA,NA,NA,NA,35,40,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SB,NA,NA,Acrothamnus montanus,NA,NA,NA,949,NA,NA,NA
F14S,Mid,AsTry,1,NA,NA,2,NA,NA,NA,1590.431,NA,NA,NA,NA,NA,NA,56,34,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Asterolasia trymalioides,NA,NA,NA,950,NA,NA,NA
F14S,Mid,AsTry,2,NA,NA,2,NA,NA,NA,1590.431,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Asterolasia trymalioides,NA,NA,NA,951,NA,NA,NA
F14S,Mid,AsTry,3,NA,NA,2,NA,NA,NA,1555.285,NA,NA,NA,NA,NA,NA,51,38,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Asterolasia trymalioides,NA,NA,NA,952,NA,NA,NA
F14S,Mid,GrAus,1,NA,NA,5.5,NA,NA,NA,55362.913,NA,NA,NA,NA,NA,NA,165,366,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Grevillea australis,NA,NA,NA,953,NA,NA,NA
F14S,Mid,GrAus,2,NA,NA,5.5,NA,NA,NA,33006.358,NA,NA,NA,NA,NA,NA,192,218,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Grevillea australis,NA,NA,NA,954,NA,NA,NA
F14S,Mid,GrAus,3,NA,NA,5.5,NA,NA,NA,43373.614,NA,NA,NA,NA,NA,NA,176,294,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Grevillea australis,NA,NA,NA,955,NA,NA,NA
F14S,Mid,OlBre,1,NA,NA,0.025,NA,NA,NA,2733.971,NA,NA,NA,NA,NA,NA,54,64,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Olearia brevipedunculata,NA,NA,NA,956,NA,NA,NA
F14S,Mid,OlBre,2,NA,NA,0.025,NA,NA,NA,1104.466,NA,NA,NA,NA,NA,NA,37,38,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Olearia brevipedunculata,NA,NA,NA,957,NA,NA,NA
F14S,Mid,OlBre,3,NA,NA,0.025,NA,NA,NA,2332.829,NA,NA,NA,NA,NA,NA,61,48,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Olearia brevipedunculata,NA,NA,NA,958,NA,NA,NA
F14S,Mid,PiAxi,1,NA,NA,1.5,NA,NA,NA,5808.805,NA,NA,NA,NA,NA,NA,64,108,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Pimelea axiflor,NA,NA,NA,959,NA,NA,NA
F14S,Mid,PiAxi,2,NA,NA,1.5,NA,NA,NA,5607.939,NA,NA,NA,NA,NA,NA,93,76,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Pimelea axiflor,NA,NA,NA,960,NA,NA,NA
F14S,Mid,PiAxi,3,NA,NA,1.5,NA,NA,NA,6151.435,NA,NA,NA,NA,NA,NA,70,107,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F14SM,NA,NA,Pimelea axiflor,NA,NA,NA,961,NA,NA,NA
