Site,Position,Spp,Branchno,(airspaceproportion),360/angle*number,Abundanceinplot,airspace.mm2,Angle,ApexWidth.mm,area.cm2,area/individ vessel,Area_mean,Area_sum,Areaxylem,Budsample,budXsectionarea.mm2,D1.cm,D2.cm,Date,Date dryweight,Dry_weight,DryweightGroup,HairDensity,Height.cm,HorizontalDistance1.mm,HorizontalDistance2.mm,HorizontalTissueDistance1.mm,HorizontalTissueDistance2.mm,HorizontalTissueProportion1,HorizontalTissueProportion2,leaf_count,Lumen.area,lumen.fraction,Magnification,n,NlayersHorizontal,NLayersVertical,no.vessle,non-lumen.fraction,Plot,SampleXylem,SLA.cm2/g,Species,Stem.Density,SumArea.mm2,SumLDW.g,UniqueID,VerticalDistance.mm,VerticalTissueDistance.mm,VerticalTissueProportion
Cope,Top,PhSqu,1,NA,NA,1.25,NA,NA,NA,7542.964,NA,NA,NA,NA,NA,NA,82,114,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPEST,NA,57.963,Phebalium squamulosum,NA,1680.926,0.29,76,NA,NA,NA
Cope,Top,PhSqu,2,NA,NA,1.25,NA,NA,NA,3216.991,NA,NA,NA,NA,NA,NA,101,27,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPEST,NA,63.563,Phebalium squamulosum,NA,1436.527,0.226,77,NA,NA,NA
Cope,Top,PhSqu,3,NA,NA,1.25,NA,NA,NA,1734.945,NA,NA,NA,NA,NA,NA,68,26,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPEST,NA,87.897,Phebalium squamulosum,NA,887.762,0.101,78,NA,NA,NA
Cope,Top,PrCun,1,NA,NA,10,NA,NA,NA,34636.059,NA,NA,NA,NA,NA,NA,80,340,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPEST,NA,76.932,Prostanthera cuneata,NA,530.832,0.069,79,NA,NA,NA
Cope,Top,PrCun,2,NA,NA,10,NA,NA,NA,18505.748,NA,NA,NA,NA,NA,NA,227,80,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPEST,NA,89.13,Prostanthera cuneata,NA,864.563,0.097,80,NA,NA,NA
Cope,Top,PrCun,3,NA,NA,10,NA,NA,NA,78178.73,NA,NA,NA,NA,NA,NA,287,344,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPEST,NA,88.078,Prostanthera cuneata,NA,281.849,0.032,81,NA,NA,NA
Dick1,Bottom,AsTry,1,NA,NA,0.25,NA,NA,NA,3019.071,NA,NA,NA,NA,NA,NA,87,37,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,56.113,Asterolasia trymalioides,0.749,162.727,0.029,82,NA,NA,NA
Dick1,Bottom,AsTry,2,NA,NA,0.25,NA,NA,NA,4242.917,NA,NA,NA,NA,NA,NA,72,75,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,53.657,Asterolasia trymalioides,NA,246.82,0.046,83,NA,NA,NA
Dick1,Bottom,AsTry,3,NA,NA,0.25,NA,NA,NA,2164.754,NA,NA,NA,NA,NA,NA,57,48,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,44.122,Asterolasia trymalioides,NA,154.426,0.035,84,NA,NA,NA
Dick1,Bottom,GrAus,1,NA,NA,7.25,NA,NA,NA,33653.526,NA,NA,NA,NA,NA,NA,212,202,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,61.159,Grevillea australis,0.547,287.447,0.047,85,NA,NA,NA
Dick1,Bottom,GrAus,2,NA,NA,7.25,NA,NA,NA,10568.318,NA,NA,NA,NA,NA,NA,139,93,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,49.477,Grevillea australis,NA,277.071,0.056,86,NA,NA,NA
Dick1,Bottom,GrAus,3,NA,NA,7.25,NA,NA,NA,25588.469,NA,NA,NA,NA,NA,NA,215,146,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,49.358,Grevillea australis,NA,177.687,0.036,87,NA,NA,NA
Dick1,Bottom,LeMon,1,NA,NA,3,NA,NA,NA,4242.917,NA,NA,NA,NA,NA,NA,80,67,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,57.883,Acrothamnus montanus,0.77,144.707,0.025,88,NA,NA,NA
Dick1,Bottom,LeMon,2,NA,NA,3,NA,NA,NA,6503.882,NA,NA,NA,NA,NA,NA,87,95,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,67.833,Acrothamnus montanus,NA,122.1,0.018,89,NA,NA,NA
Dick1,Bottom,LeMon,3,NA,NA,3,NA,NA,NA,6939.778,NA,NA,NA,NA,NA,NA,120,68,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,40.084,Acrothamnus montanus,NA,108.228,0.027,90,NA,NA,NA
Dick1,Bottom,PiAxi,1,NA,NA,0.75,NA,NA,NA,7163.028,NA,NA,NA,NA,NA,NA,88,103,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,110.987,Pimelea axiflor,0.438,355.158,0.032,91,NA,NA,NA
Dick1,Bottom,PiAxi,2,NA,NA,0.75,NA,NA,NA,4596.346,NA,NA,NA,NA,NA,NA,68,85,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,107.351,Pimelea axiflor,NA,289.849,0.027,92,NA,NA,NA
Dick1,Bottom,PiAxi,3,NA,NA,0.75,NA,NA,NA,4963.913,NA,NA,NA,NA,NA,NA,107,52,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,104.654,Pimelea axiflor,NA,240.704,0.023,93,NA,NA,NA
Dick1,Bottom,PrCun,1,NA,NA,2,NA,NA,NA,73541.542,NA,NA,NA,NA,NA,NA,314,298,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKSB,NA,81.035,Prostanthera cuneata,0.697,162.07,0.02,94,NA,NA,NA
Dick1,Mid,GrAus,1,NA,NA,0.375,NA,NA,NA,15948.491,NA,NA,NA,NA,NA,NA,78,207,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,56.23,Grevillea australis,0.829,219.298,0.039,95,NA,NA,NA
Dick1,Mid,LeMon,1,NA,NA,0.125,NA,NA,NA,2002.962,NA,NA,NA,NA,NA,NA,50,51,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,65.996,Acrothamnus montanus,0.694,92.394,0.014,96,NA,NA,NA
Dick1,Mid,LeMon,2,NA,NA,0.125,NA,NA,NA,415.476,NA,NA,NA,NA,NA,NA,28,18,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,77.267,Acrothamnus montanus,NA,185.441,0.024,97,NA,NA,NA
Dick1,Mid,LeMon,3,NA,NA,0.125,NA,NA,NA,452.389,NA,NA,NA,NA,NA,NA,27,21,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,63.571,Acrothamnus montanus,NA,152.57,0.024,98,NA,NA,NA
Dick1,Mid,OrLan,1,NA,NA,39,NA,NA,NA,427182.97,NA,NA,NA,NA,NA,NA,735,740,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,42.422,Orites lancifolia,0.665,1030.851,0.243,99,NA,NA,NA
Dick1,Mid,OrLan,2,NA,NA,39,NA,NA,NA,209928.29,NA,NA,NA,NA,NA,NA,512,522,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,44.296,Orites lancifolia,NA,885.927,0.2,100,NA,NA,NA
Dick1,Mid,PhSqu,1,NA,NA,0.5,NA,NA,NA,4300.84,NA,NA,NA,NA,NA,NA,71,77,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,64.118,Phebalium squamulosum,0.543,198.766,0.031,101,NA,NA,NA
Dick1,Mid,PhSqu,2,NA,NA,0.5,NA,NA,NA,510.705,NA,NA,NA,NA,NA,NA,33,18,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,60.149,Phebalium squamulosum,NA,240.595,0.04,102,NA,NA,NA
Dick1,Mid,PhSqu,3,NA,NA,0.5,NA,NA,NA,363.05,NA,NA,NA,NA,NA,NA,25,18,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,59.636,Phebalium squamulosum,NA,196.8,0.033,103,NA,NA,NA
Dick1,Mid,PiAxi,1,NA,NA,0.5,NA,NA,NA,907.92,NA,NA,NA,NA,NA,NA,31,37,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,97.841,Pimelea axiflor,0.452,332.659,0.034,104,NA,NA,NA
Dick1,Mid,PiAxi,2,NA,NA,0.5,NA,NA,NA,314.159,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,126.874,Pimelea axiflor,NA,367.935,0.029,105,NA,NA,NA
Dick1,Mid,PiAxi,3,NA,NA,0.5,NA,NA,NA,226.98,NA,NA,NA,NA,NA,NA,20,14,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,123.602,Pimelea axiflor,NA,420.247,0.034,106,NA,NA,NA
Dick1,Mid,PrCun,1,NA,NA,15.25,NA,NA,NA,249389.246,NA,NA,NA,NA,NA,NA,566,561,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,83.965,Prostanthera cuneata,0.618,285.48,0.034,107,NA,NA,NA
Dick1,Mid,PrCun,2,NA,NA,15.25,NA,NA,NA,75720.433,NA,NA,NA,NA,NA,NA,291,330,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,75.357,Prostanthera cuneata,NA,263.748,0.035,108,NA,NA,NA
Dick1,Mid,PrCun,3,NA,NA,15.25,NA,NA,NA,117324.545,NA,NA,NA,NA,NA,NA,550,223,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DISCKSM,NA,82.72,Prostanthera cuneata,NA,256.431,0.031,109,NA,NA,NA
Dick1,Top,GrAus,1,NA,NA,2.5,NA,NA,NA,31259.043,NA,NA,NA,NA,NA,NA,241,158,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,50.577,Grevillea australis,0.58,227.598,0.045,110,NA,NA,NA
Dick1,Top,GrAus,2,NA,NA,2.5,NA,NA,NA,18265.416,NA,NA,NA,NA,NA,NA,87,218,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,46.56,Grevillea australis,NA,228.145,0.049,111,NA,NA,NA
Dick1,Top,GrAus,3,NA,NA,2.5,NA,NA,NA,33816.3,NA,NA,NA,NA,NA,NA,265,150,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,47.461,Grevillea australis,NA,166.112,0.035,112,NA,NA,NA
Dick1,Top,LeMon,1,NA,NA,1,NA,NA,NA,1017.876,NA,NA,NA,NA,NA,NA,40,32,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,56.556,Acrothamnus montanus,0.738,158.357,0.028,113,NA,NA,NA
Dick1,Top,LeMon,2,NA,NA,1,NA,NA,NA,1772.055,NA,NA,NA,NA,NA,NA,34,61,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,79.022,Acrothamnus montanus,NA,110.631,0.014,114,NA,NA,NA
Dick1,Top,LeMon,3,NA,NA,1,NA,NA,NA,1225.417,NA,NA,NA,NA,NA,NA,58,21,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,88.294,Acrothamnus montanus,NA,114.782,0.013,115,NA,NA,NA
Dick1,Top,OlBre,1,NA,NA,0.375,NA,NA,NA,855.299,NA,NA,NA,NA,NA,NA,44,22,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,103.04,Olearia brevipedunculata,0.563,236.991,0.023,116,NA,NA,NA
Dick1,Top,OlBre,2,NA,NA,0.375,NA,NA,NA,16173.115,NA,NA,NA,NA,NA,NA,170,117,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,115.014,Olearia brevipedunculata,NA,368.044,0.032,117,NA,NA,NA
Dick1,Top,OrLan,1,NA,NA,19,NA,NA,NA,242358.362,NA,NA,NA,NA,NA,NA,431,680,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,44.229,Orites lancifolia,0.501,1189.756,0.269,118,NA,NA,NA
Dick1,Top,OrLan,2,NA,NA,19,NA,NA,NA,19482.783,NA,NA,NA,NA,NA,NA,207,108,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,40.901,Orites lancifolia,NA,707.585,0.173,119,NA,NA,NA
Dick1,Top,OrLan,3,NA,NA,19,NA,NA,NA,354673.244,NA,NA,NA,NA,NA,NA,707,637,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,48.793,Orites lancifolia,NA,756.293,0.155,120,NA,NA,NA
Dick1,Top,PhSqu,1,NA,NA,2,NA,NA,NA,10386.891,NA,NA,NA,NA,NA,NA,100,130,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,61.787,Phebalium squamulosum,0.611,247.146,0.04,121,NA,NA,NA
Dick1,Top,PhSqu,2,NA,NA,2,NA,NA,NA,27759.113,NA,NA,NA,NA,NA,NA,244,132,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,64.381,Phebalium squamulosum,NA,257.522,0.04,122,NA,NA,NA
Dick1,Top,PhSqu,3,NA,NA,2,NA,NA,NA,2164.754,NA,NA,NA,NA,NA,NA,61,44,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,79.519,Phebalium squamulosum,NA,127.231,0.016,123,NA,NA,NA
Dick1,Top,PrCun,1,NA,NA,19.5,NA,NA,NA,17203.361,NA,NA,NA,NA,NA,NA,198,98,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,77.923,Prostanthera cuneata,0.548,155.846,0.02,124,NA,NA,NA
Dick1,Top,PrCun,2,NA,NA,19.5,NA,NA,NA,39760.782,NA,NA,NA,NA,NA,NA,255,195,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,75.963,Prostanthera cuneata,NA,205.099,0.027,125,NA,NA,NA
Dick1,Top,PrCun,3,NA,NA,19.5,NA,NA,NA,33167.561,NA,NA,NA,NA,NA,NA,213,198,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKST,NA,86.744,Prostanthera cuneata,NA,182.163,0.021,126,NA,NA,NA
DickN,Bottom,AsTry,1,NA,NA,0.625,NA,NA,NA,1104.466,NA,NA,NA,NA,NA,NA,43,32,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Asterolasia trymalioides,NA,NA,NA,127,NA,NA,NA
DickN,Bottom,AsTry,2,NA,NA,0.625,NA,NA,NA,3369.554,NA,NA,NA,NA,NA,NA,51,80,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Asterolasia trymalioides,NA,NA,NA,128,NA,NA,NA
DickN,Bottom,AsTry,3,NA,NA,0.625,NA,NA,NA,1885.741,NA,NA,NA,NA,NA,NA,48,50,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Asterolasia trymalioides,NA,NA,NA,129,NA,NA,NA
DickN,Bottom,GrAus,1,NA,NA,5.25,NA,NA,NA,44488.094,NA,NA,NA,NA,NA,NA,245,231,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Grevillea australis,NA,NA,NA,130,NA,NA,NA
DickN,Bottom,GrAus,2,NA,NA,5.25,NA,NA,NA,26158.668,NA,NA,NA,NA,NA,NA,177,188,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Grevillea australis,NA,NA,NA,131,NA,NA,NA
DickN,Bottom,GrAus,3,NA,NA,5.25,NA,NA,NA,24884.555,NA,NA,NA,NA,NA,NA,170,186,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Grevillea australis,NA,NA,NA,132,NA,NA,NA
DickN,Bottom,KuMue,1,NA,NA,0.5,NA,NA,NA,6221.139,NA,4.042,181.89,NA,NA,NA,78,100,26-Apr,30-Apr,3.9999999999999996e-4,0.018,NA,10,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,101.05,Kunzea muelleri,1.037,181.89,0.018,133,NA,NA,NA
DickN,Bottom,KuMue,2,NA,NA,0.5,NA,NA,NA,2290.221,NA,4.59869696969697,151.757,NA,NA,NA,70,38,26-Apr,30-Apr,3.6363636363636367e-4,0.012,NA,28,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,126.464,Kunzea muelleri,NA,151.757,0.012,134,NA,NA,NA
DickN,Bottom,KuMue,3,NA,NA,0.5,NA,NA,NA,6939.778,NA,4.432,141.824,NA,NA,NA,85,103,26-Apr,30-Apr,3.4375e-4,0.011,NA,21,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,128.931,Kunzea muelleri,NA,141.824,0.011,135,NA,NA,NA
DickN,Bottom,LeMon,1,NA,NA,4.25,NA,NA,NA,8992.024,NA,NA,NA,NA,NA,NA,116,98,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Acrothamnus montanus,NA,NA,NA,136,NA,NA,NA
DickN,Bottom,LeMon,2,NA,NA,4.25,NA,NA,NA,7389.811,NA,NA,NA,NA,NA,NA,100,94,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Acrothamnus montanus,NA,NA,NA,137,NA,NA,NA
DickN,Bottom,LeMon,3,NA,NA,4.25,NA,NA,NA,16286.016,NA,NA,NA,NA,NA,NA,160,128,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNB,NA,NA,Acrothamnus montanus,NA,NA,NA,138,NA,NA,NA
DickN,Mid,AsTry,1,NA,NA,4,NA,NA,NA,2463.009,NA,NA,NA,NA,NA,NA,72,40,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Asterolasia trymalioides,NA,NA,NA,139,NA,NA,NA
DickN,Mid,AsTry,2,NA,NA,4,NA,NA,NA,6503.882,NA,NA,NA,NA,NA,NA,108,74,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Asterolasia trymalioides,NA,NA,NA,140,NA,NA,NA
DickN,Mid,AsTry,3,NA,NA,4,NA,NA,NA,6013.205,NA,NA,NA,NA,NA,NA,102,73,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Asterolasia trymalioides,NA,NA,NA,141,NA,NA,NA
DickN,Mid,GrAus,1,NA,NA,7,NA,NA,NA,10935.884,NA,NA,NA,NA,NA,NA,121,115,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Grevillea australis,NA,NA,NA,142,NA,NA,NA
DickN,Mid,GrAus,2,NA,NA,7,NA,NA,NA,18747.651,NA,NA,NA,NA,NA,NA,193,116,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Grevillea australis,NA,NA,NA,143,NA,NA,NA
DickN,Mid,GrAus,3,NA,NA,7,NA,NA,NA,19730.969,NA,NA,NA,NA,NA,NA,203,114,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Grevillea australis,NA,NA,NA,144,NA,NA,NA
DickN,Mid,HoMon,1,NA,NA,11.75,NA,NA,NA,14526.724,NA,NA,NA,NA,NA,NA,152,120,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Hovea montana,NA,NA,NA,145,NA,NA,NA
DickN,Mid,HoMon,2,NA,NA,11.75,NA,NA,NA,10207.035,NA,NA,NA,NA,NA,NA,124,104,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Hovea montana,NA,NA,NA,146,NA,NA,NA
DickN,Mid,HoMon,3,NA,NA,11.75,NA,NA,NA,25872.783,NA,NA,NA,NA,NA,NA,201,162,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Hovea montana,NA,NA,NA,147,NA,NA,NA
DickN,Mid,OlFro,1,NA,NA,0.75,NA,NA,NA,4778.362,NA,NA,NA,NA,NA,NA,101,55,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Olearia frostii,NA,NA,NA,148,NA,NA,NA
DickN,Mid,OlFro,2,NA,NA,0.75,NA,NA,NA,6503.882,NA,NA,NA,NA,NA,NA,94,88,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Olearia frostii,NA,NA,NA,149,NA,NA,NA
DickN,Mid,OlFro,3,NA,NA,0.75,NA,NA,NA,2780.506,NA,NA,NA,NA,NA,NA,52,67,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Olearia frostii,NA,NA,NA,150,NA,NA,NA
DickN,Mid,PhSqu,1,NA,NA,4.5,NA,NA,NA,16173.115,NA,NA,NA,NA,NA,NA,112,175,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Phebalium squamulosum,NA,NA,NA,151,NA,NA,NA
DickN,Mid,PhSqu,2,NA,NA,4.5,NA,NA,NA,31888.933,NA,NA,NA,NA,NA,NA,165,238,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Phebalium squamulosum,NA,NA,NA,152,NA,NA,NA
DickN,Mid,PhSqu,3,NA,NA,4.5,NA,NA,NA,17436.625,NA,NA,NA,NA,NA,NA,180,118,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNM,NA,NA,Phebalium squamulosum,NA,NA,NA,153,NA,NA,NA
DickN,Top,AsTry,1,NA,NA,1.75,NA,NA,NA,4128.249,NA,NA,NA,NA,NA,NA,77,68,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNT,NA,NA,Asterolasia trymalioides,NA,NA,NA,154,NA,NA,NA
DickN,Top,AsTry,2,NA,NA,1.75,NA,NA,NA,12867.964,NA,NA,NA,NA,NA,NA,158,98,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DICKNT,NA,NA,Asterolasia trymalioides,NA,NA,NA,155,NA,NA,NA
