species,Accepted_name_rank,orig.species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,collection.year,collection.month,author,year
Eucalyptus transcontinentalis,species,Eucalyptus transcontinentalis,C3,-27.2,NA,19.169548729452,-29.905,121.119,2003,NA,Schulze_etal,2006
Eucalyptus transcontinentalis,species,Eucalyptus transcontinentalis,C3,-28.04,NA,20.0091459977751,-31.78,120.343,2003,NA,Schulze_etal,2006
Eucalyptus trivalva,species,Eucalyptus trivalvis,C3,-25.13666667,NA,17.1066447972,-28.385,122.585,2003,NA,Schulze_etal,2006
Eucalyptus trivalva,species,Eucalyptus trivalvis,C3,-26.17,NA,18.1400282128121,-28.227,122.732,2003,NA,Schulze_etal,2006
Eucalyptus trivalva,species,Eucalyptus trivalvis,C3,-27.84,NA,19.8104607541786,-26.979,126.053,2003,NA,Schulze_etal,2006
Eucalyptus urna,species,Eucalyptus urna,C3,-26.03333333,NA,18.0024133973296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus urna,species,Eucalyptus urna,C3,-25.58666667,NA,17.5556013350996,-33.165,118.473,2003,NA,Schulze_etal,2006
Eucalyptus victrix,species,Eucalyptus victrix,C3,-26.86333333,NA,18.8337877470745,-26.996,125.559,2003,NA,Schulze_etal,2006
Eucalyptus victrix,species,Eucalyptus victrix,C3,-29.55666667,NA,21.5278160706676,-25.298,127.86,2003,NA,Schulze_etal,2006
Eucalyptus wandoo,species,Eucalyptus wandoo,C3,-27.61333333,NA,19.5821402965854,-34.379,117.78,2003,NA,Schulze_etal,2006
Eucalyptus wandoo,species,Eucalyptus wandoo,C3,-26.87666667,NA,18.8457558136533,-32.11,118.793,2003,NA,Schulze_etal,2006
Eucalyptus wandoo,species,Eucalyptus wandoo,C3,-28.165,NA,20.1337787511761,-34.744,117.506,2003,NA,Schulze_etal,2006
Eucalyptus wandoo,species,Eucalyptus wandoo,C3,-28,NA,19.9917197034707,-32.55,119.283,2002,Feb,Cernusak_etal,2004
Eucalyptus wandoo,species,Eucalyptus wandoo,C3,-27.55,NA,19.5191257174101,-31.895,116.559,2003,NA,Schulze_etal,2006
Eucalyptus wandoo,species,Eucalyptus wandoo,C3,-27.42666667,NA,19.3957943055891,-31.884,116.262,2003,NA,Schulze_etal,2006
Eucalyptus yilgarnensis,species,Eucalyptus yilarnensis,C3,-27.45,NA,19.4191288586342,-31.877,120.189,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-26.52,NA,18.4896552952659,-29.495,121.252,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-27.53,NA,19.499973113182,-28.401,122.568,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-26.60333333,NA,18.5731955387013,-28.764,121.968,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-26.49,NA,18.4599781272,-28.385,122.585,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-27.59666667,NA,19.5671054838755,-27.038,125.241,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-26.58333333,NA,18.5537940841786,-26.979,126.053,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-27.61,NA,19.5806275359329,-26.543,126.402,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-28.03666667,NA,20.0071195977942,-27,126.227,2003,NA,Schulze_etal,2006
Eucalyptus youngiana,species,Eucalyptus youngiana,C3,-27.97,NA,19.9404533000499,-26.999,125.534,2003,NA,Schulze_etal,2006
Euphorbia heterophylla,species,Euphorbia heterophylla,C3,-29.67,NA,21.8549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Euphorbia hirta,species,Euphorbia hirta,C3,-30.96,NA,23.1449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Euphorbia paralias,species,Euphorbia paralias,C3,-26.5,NA,18.4914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Euphorbia,genus,Euphorbia sp.,C3,-27.68,NA,19.8649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eutaxia microphylla,species,Eutaxia microphylla,C3,-26.7,NA,18.7824601246412,-32.97,146.15,1998,NA,unpub,NA
Evolvulus alsinoides,species,Evolvulus alsinoides,C3,-27.42,NA,19.6049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Excoecaria,genus,Excoecaria sp.,C3,-26.445,NA,18.6299006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Exocarpos aphyllus,species,Exocarpos aphyllus,C3,-26.5,NA,18.5824601246412,-32.97,146.13,1998,NA,unpub,NA
Exocarpos latifolius,species,Exocarpos latifolius,C3,-30.11,NA,22.2949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Exocarpos latifolius,species,Exocarpos latifolius,C3,-31.24,NA,23.4374417800787,-27.03,152.83,1993,NA,Stewart_etal,1995
Exocarpos latifolius,species,Exocarpos latifolius,C3,-30.54,NA,22.7249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Exocarpos odoratus,species,Exocarpos odoratus,C3,-27.45,NA,19.4414596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Exocarpos sparteus,species,Exocarpos sparteus,C3,-29.1,NA,21.0914606595709,-35.017,117.267,2002,Feb,Cernusak_etal,2004
Exocarpos sparteus,species,Exocarpos sparteus,C3,-28.85,NA,20.8414596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Utania racemosa,species,Fagraea racemosa,C3,-32.48,NA,24.6649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ficus opposita,species,Ficus opposita,C3,-29.53,NA,21.7149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ficus opposita,species,Ficus opposita,C3,-26.78,NA,18.9649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ficus opposita,species,Ficus opposita,C3,-29.68,NA,21.8649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ficus scobina,species,Ficus scobina,C3,-28.97,NA,21.1549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Fimbristylis,genus,Fimbristylis sp.,C3,-25.64,NA,17.8249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Flagellaria guineensis,species,Flagellaria indica,C3,-30.19,NA,22.3749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Flagellaria guineensis,species,Flagellaria indica,C3,-32.655,NA,24.8399006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Flemingia parviflora,species,Flemingia parviflora,C3,-27.89,NA,20.0749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Flindersia maculosa,species,Flindersia maculosa,C3,-25.67,NA,17.8914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Galactia latifolia,species,Galactia tenuiflora,C3,-30.67,NA,22.8549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Galactia latifolia,species,Galactia tenuiflora,C3,-30.69,NA,22.8749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Galactia megalophylla,species,Galactia megalophylla,C3,-28.48,NA,20.6649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ganophyllum falcatum,species,Ganophyllum falcatum,C3,-28.53,NA,20.7149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Gardenia actinocarpa,species,Gardenia actinocarpa,C3,-33.3917,NA,25.437009127071,-16.133,145.433,2000,NA,unpub,NA
Gardenia actinocarpa,species,Gardenia actinocarpa,C3,-33.33,NA,25.375309127071,-16.133,145.433,2000,NA,unpub,NA
Gardenia ewartii,species,Gardenia megasperma,C3,-28.74,NA,20.9249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Gardenia ewartii,species,Gardenia megasperma,C3,-30.865,NA,23.0499006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Gardenia ovularis,species,Gardenia ovularis,C3,-32.54,NA,24.585309127071,-16.133,145.433,2000,NA,unpub,NA
Gardenia ovularis,species,Gardenia ovularis,C3,-32.5842,NA,24.6295383594275,-16.1,145.433,2000,NA,unpub,NA
Geijera linearifolia,species,Geijera parviflora,C3,-27.2,NA,19.2824601246412,-32.97,146.13,1998,NA,unpub,NA
Geijera linearifolia,species,Geijera parviflora,C3,-26.4,NA,18.6214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Geijera salicifolia,species,Geijera salicifolia,C3,-33.08,NA,25.2770921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Geranium solanderi,species,Geranium solanderi,C3,-30.57,NA,22.7670921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Glinus,genus,Glinus sp.,C3,-30.85,NA,23.0349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Glochidion zeylanicum var. zeylanicum,variety,Glochidion sumatranum,C3,-27.95,NA,20.1701048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Glycine tomentella,species,Glycine tomentella,C3,-29.79,NA,21.9749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Glycosmis trifoliata,species,Glycosmis trifoliata,C3,-31.02,NA,23.2049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Gmelina leichhardtii,species,Gmelina leichhardtii,C3,-27.53,NA,19.7270921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Gmelina,genus,Gmelina sp.,C3,-30.675,NA,22.8599006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Gompholobium glabratum,species,Gompholobium glabratum,C3,-28.6,NA,20.6823740602752,-33.68,151.13,1998,NA,unpub,NA
Gompholobium latifolium,species,Gompholobium latifolium,C3,-32.5,NA,24.5823850801193,-33.58,151.3,1998,NA,unpub,NA
Gompholobium pinnatum,species,Gompholobium pinnatum,C3,-31.08,NA,23.2548092463352,-26.85,153,1994,NA,unpub,NA
Gompholobium subulatum,species,Gompholobium subulatum,C3,-29.71,NA,21.8949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Goodenia,genus,Goodenia sp.,C3,-27.86,NA,20.0449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Goodenia,genus,Goodenia sp.,C3,-30.41,NA,22.5949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Grevillea anethifolia,species,Grevillea anethifolia,C3,-26,NA,18.0824601246412,-32.97,146.15,1998,NA,unpub,NA
Grevillea buxifolia,species,Grevillea buxifolia,C3,-29.1,NA,21.1823740602752,-33.68,151.13,1998,NA,unpub,NA
Grevillea decurrens,species,Grevillea decurrens,C3,-29.03,NA,21.2149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Grevillea dimidiata,species,Grevillea dimidiata,C3,-29,21.83,21.83,-17.3,130.75,1993,October,Schulze_etal,1998
Grevillea mimosoides,species,Grevillea mimosoides,C3,-29.38,NA,21.5649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Grevillea pteridifolia,species,Grevillea pteridifolia,C3,-29.85,NA,22.0349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Grevillea pteridifolia,species,Grevillea pteridifolia,C3,-27.54,NA,19.7249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Grevillea pyramidalis,species,Grevillea pyramidalis,C3,-25.3,17.95,17.95,-14.3,132.083,1993,October,Schulze_etal,1998
Grevillea robusta,species,Grevillea robusta,C3,-27.37,NA,19.3178473301286,-26.75,152.867,2004,NA,unpub,NA
Grevillea speciosa,species,Grevillea speciosa,C3,-28.8,NA,20.8823740602752,-33.68,151.13,1998,NA,unpub,NA
Grevillea striata,species,Grevillea striata,C3,-25.2,NA,17.4214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Haemodorum coccineum,species,Haemodorum coccineum,C3,-28.01,NA,20.1949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hakea arborescens,species,Hakea arborescens,C3,-26.5,19.21,19.21,-16.117,130.917,1993,October,Schulze_etal,1998
Hakea dactyloides,species,Hakea dactyloides,C3,-28.9,NA,20.9823740602752,-33.68,151.13,1998,NA,unpub,NA
Hakea dactyloides,species,Hakea dactyloides,C3,-30.2,NA,22.1234728699771,-33.691,151.144,2005,NA,unpub,NA
Hakea gibbosa,species,Hakea gibbosa,C3,-29.25,NA,21.4248092463352,-26.85,153,1994,NA,unpub,NA
Hakea leucoptera,species,Hakea leucoptera,C3,-26.8,19.52,19.52,-17.3,130.75,1993,October,Schulze_etal,1998
Hakea tephrosperma,species,Hakea tephrosperma,C3,-24.7,NA,16.7824601246412,-32.97,146.13,1998,NA,unpub,NA
Hakea tephrosperma,species,Hakea tephrosperma,C3,-26.6,NA,18.5234292557256,-34.126,146.196,2005,NA,unpub,NA
Hakea teretifolia,species,Hakea teretifolia,C3,-28.2,NA,20.2823740602752,-33.68,151.13,1998,NA,unpub,NA
Hakea teretifolia,species,Hakea teretifolia,C3,-29.7,NA,21.6234728699771,-33.691,151.144,2005,NA,unpub,NA
Helicia australasica,species,Helicia australasica,C3,-32.355,NA,24.5399006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hibbertia bracteata,species,Hibbertia bracteata,C3,-28.9,NA,20.9823740602752,-33.68,151.13,1998,NA,unpub,NA
Hibbertia lucens,species,Hibbertia salicifolia,C3,-28.9,NA,21.0748092463352,-26.85,153,1994,NA,unpub,NA
Hibbertia,genus,Hibbertia sp.,C3,-27.6,NA,19.5914596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Hibiscus meraukensis,species,Hibiscus meraukensis,C3,-30.21,NA,22.3949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hibiscus meraukensis,species,Hibiscus meraukensis,C3,-28.91,NA,21.0949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hypochaeris radicata,species,Hypochaeris radicata,C3,-28.7,NA,20.6914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Hyptis,genus,Hyptis sp.,C3,-31.39,NA,23.5749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hyptis,genus,Hyptis sp.,C3,-32.44,NA,24.6249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ilex arnhemensis,species,Ilex arnhemensis,C3,-30.605,NA,22.7899006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Indigofera astragalina,species,Indigofera hirsuta,C3,-30.96,NA,23.1449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Indigofera linifolia,species,Indigofera linifolia,C3,-30.52,NA,22.7049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Jacksonia dilatata,species,Jacksonia dilatata,C3,-28.74,NA,20.9249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Larsenaikia suffruticosa,species,Kailarsenia suffruticosa,C3,-28.99,NA,21.1749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Khaya nyasica,species,Khaya nyasica,C3,-27.17,NA,19.3670921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Lambertia formosa,species,Lambertia formosa,C3,-28.6,NA,20.6823740602752,-33.68,151.13,1998,NA,unpub,NA
Lasiopetalum ferrugineum,species,Lasiopetalum ferrugineum,C3,-30.4,NA,22.4823850801193,-33.58,151.3,1998,NA,unpub,NA
Leptospermum liversidgei,species,Leptospermum liversidgei,C3,-28.64,NA,20.8148092463352,-26.85,153,1994,NA,unpub,NA
Leptospermum liversidgei,species,Leptospermum polygalifolium,C3,-29.7,NA,21.7823850801193,-33.58,151.3,1998,NA,unpub,NA
Leptospermum speciosum,species,Leptospermum speciosum,C3,-28.47,NA,20.6448092463352,-26.85,153,1994,NA,unpub,NA
Leptospermum trinervium,species,Leptospermum trinervium,C3,-30.9,NA,22.9823740602752,-33.68,151.13,1998,NA,unpub,NA
Leucopogon capitellatus,species,Leucopogon capitellatus,C3,-28.5,NA,20.4914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Styphelia leptospermoides,species,Leucopogon leptospermoides,C3,-30.51,NA,22.6848092463352,-26.85,153,1994,NA,unpub,NA
Leucopogon parviflorus,species,Leucopogon parviflorus,C3,-28.1,NA,20.0914596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Limnophila,genus,Limnophila sp.,C3,-28.89,NA,21.0749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lindsaea,genus,Lindsaea sp.,C3,-32.115,NA,24.2999006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Litsea glutinosa,species,Litsea glutinosa,C3,-29.53,NA,21.7149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona humilis,species,Livistona humilis,C3,-30.5,23.41,23.41,-11.767,130.867,1993,October,Schulze_etal,1998
Livistona humilis,species,Livistona humilis,C3,-28.36,NA,20.5449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona humilis,species,Livistona humilis,C3,-29.3,22.1,22.1,-12.683,132.383,1993,October,Schulze_etal,1998
Livistona humilis,species,Livistona humilis,C3,-29.05,NA,21.2349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona inermis,species,Livistona inermis,C3,-28.36,NA,20.5449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona,genus,Livistona sp.,C3,-29.33,NA,21.5149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lomandra,genus,Lomandra sp.,C3,-26.49,NA,18.6749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lomatia arborescens,species,Lomatia arborescens,C3,-28.69,NA,20.8870921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Lomatia silaifolia,species,Lomatia silaifolia,C3,-29.5,NA,21.5823850801193,-33.58,151.3,1998,NA,unpub,NA
Lophopetalum arnhemicum,species,Lophopetalum arnhemicum,C3,-30.77,NA,22.9549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lophostemon confertus,species,Lophostemon confertus,C3,-27.7,NA,19.9201048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Lophostemon lactifluus,species,Lophostemon lactifluus,C3,-29.71,NA,21.8949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lophostemon lactifluus,species,Lophostemon lactifluus,C3,-27.83,NA,20.0149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lophostemon lactifluus,species,Lophostemon lactifluus,C3,-30.68,NA,22.8649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ludwigia octovalvis,species,Ludwigia octovalvis,C3,-29.69,NA,21.8749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Luffa aegyptiaca,species,Luffa aegyptiaca,C3,-31.29,NA,23.4749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lumnitzera,genus,Lumnitzera sp.,C3,-28.305,NA,20.4899006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lupinus angustifolius,species,Lupinus angustifolias,C3,-27.74,NA,19.7768870666253,-34.63,117.53,2000,November,Cernusak_etal,2002
Lysiana exocarpi,species,Lysiana exocarpi,C3,-27.32,NA,19.5414266303874,-24.08,145,1992,NA,Stewart_etal,1995
Lysiphyllum gilvum,species,Lysiphyllum gilvum,C3,-25.65,NA,17.8714266303874,-24.08,145,1992,NA,Stewart_etal,1995
Macrozamia communis,species,Macrozamia communis,C3,-28.2,NA,20.2823850801193,-33.58,151.3,1998,NA,unpub,NA
Maireana georgei,species,Maireana georgei,C3,-24.53,NA,16.7514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Maireana tomentosa,species,Maireana tomentosa,C3,-23.63,NA,15.8514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Mallotus kongkandae,species,Mallotus philippensis,C3,-26.51,NA,18.7074417800787,-27.03,152.83,1993,NA,Stewart_etal,1995
Denhamia muelleri,species,Maytenus ferdinandi,C3,-27.64,NA,19.8249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Melaleuca fluviatilis,species,Melaleuca nervosa,C3,-28.42,NA,20.6049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Melaleuca nodosa,species,Melaleuca nodosa,C3,-30.89,NA,23.0648092463352,-26.85,153,1994,NA,unpub,NA
Melaleuca quinquenervia,species,Melaleuca quinquenervia,C3,-30.66,NA,22.8801048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Melaleuca quinquenervia,species,Melaleuca viridiflora,C3,-30.27,NA,22.4549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Melaleuca quinquenervia,species,Melaleuca viridiflora,C3,-30.02,NA,22.2049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Melaleuca sieberi,species,Melaleuca sieberi,C3,-29.02,NA,21.1948092463352,-26.85,153,1994,NA,unpub,NA
Melaleuca,genus,Melaleuca sp,C3,-27.4,20.15,20.15,-16.117,130.917,1993,October,Schulze_etal,1998
Melaleuca uncinata,species,Melaleuca uncinata,C3,-27.7,NA,19.7824601246412,-32.97,146.13,1998,NA,unpub,NA
Melaleuca uncinata,species,Melaleuca uncinata,C3,-26.8,NA,18.8824601246412,-32.97,146.15,1998,NA,unpub,NA
Melastoma malabathricum,species,Melastoma malabathricum,C3,-31.195,NA,23.3799006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Melicope elleryana,species,Melicope elleryana,C3,-32.55,NA,24.7349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Micromyrtus sessilis,species,Micromyrtus sessilis,C3,-28.1,NA,20.1824601246412,-32.97,146.15,1998,NA,unpub,NA
Mirbelia rubiifolia,species,Mirbelia reticulata,C3,-27.43,NA,19.6048092463352,-26.85,153,1994,NA,unpub,NA
Gynochthodes jasminoides,species,Morinda jasminoides,C3,-31.79,NA,23.9870921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Muehlenbeckia adpressa,species,Muehlenbeckia adpressa,C3,-28,NA,19.9914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Myristica insipida,species,Myristica insipida,C3,-33.185,NA,25.3699006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Myrsine benthamiana,species,Myrsine benthamiana,C3,-30.775,NA,22.9599006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Neobassia proceriflora,species,Neobassia proceriflora,C3,-22.53,NA,14.7514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Nothofagus cunninghamii,species,Nothofagus cunninghamii,C3,NA,21.4,21.4,-42.683,146.633,1983,NA,Read_etal,1985
Nothofagus gunnii,species,Nothofagus gunnii,C3,NA,18.9,18.9,-42.683,146.633,1983,NA,Read_etal,1985
Olax phyllanthi,species,Olax phyllanthi,C3,-27.4,NA,19.3914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Olax phyllanthi,species,Olax phyllanthi,C3,-28.467,NA,20.4584596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Olax phyllanthi,species,Olax phyllanthi,C3,-27.8,NA,19.7914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Olearia decurrens,species,Olearia decurrens,C3,-28.7,NA,20.7824601246412,-32.97,146.15,1998,NA,unpub,NA
Olearia pimeleoides,species,Olearia pimelioides,C3,-28.4,NA,20.4824601246412,-32.97,146.15,1998,NA,unpub,NA
Olearia pimeleoides,species,Olearia pimelioides,C3,-28.9,NA,20.9824601246412,-32.97,146.13,1998,NA,unpub,NA
Orites excelsus,species,Orites excelsa,C3,-31.02,NA,23.217092121160402,-28.03,152.83,1993,NA,Stewart_etal,1995
Orobanche litorea,species,Orobanche minor,C3,-27,NA,18.9914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Owenia acidula,species,Owenia acidula,C3,-27.8,NA,20.0214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Owenia vernicosa,species,Owenia vernicosa,C3,-28.33,NA,20.5149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hibbertia juncea,species,Pachynema junceum,C3,-29.7,NA,21.8849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Hibbertia,genus,Pachynema sp.,C3,-26.65,NA,18.8349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Palmeria scandens,species,Palmeria scandens,C3,-31.29,NA,23.4870921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Pandanus odorifer,species,Pandanus spiralis,C3,-32.37,NA,24.5549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pandanus odorifer,species,Pandanus spiralis,C3,-28.52,NA,20.7049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pandanus odorifer,species,Pandanus spiralis,C3,-28.42,NA,20.6049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pandanus odorifer,species,Pandanus spiralis,C3,-30.55,NA,22.7349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pandanus odorifer,species,Pandanus spiralis,C3,-28.75,NA,20.9349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pandanus odorifer,species,Pandanus spiralis,C3,-29.58,NA,21.7649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pandorea jasminoides,species,Pandorea jasminoides,C3,-31.28,NA,23.4770921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Parentucellia viscosa,species,Parentucellia viscosa,C3,-29.775,NA,21.7664648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Maranthes corymbosa,species,Parinari corymbosum,C3,-30.305,NA,22.4899006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Parsonsia,genus,Parsonsia sp.,C3,-26.03,NA,18.2514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Passiflora arizonica,species,Passiflora foetida,C3,-26.74,NA,18.9249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Passiflora arizonica,species,Passiflora foetida,C3,-29.62,NA,21.8049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pelargonium australe,species,Pelargonium australe,C3,-25.8,NA,17.7914596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Pennantia cunninghamii,species,Pennantia cunninghamii,C3,-33.9,NA,26.0970921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Persoonia falcata,species,Persoonia falcata,C3,-29.68,NA,21.8649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Persoonia falcata,species,Persoonia falcata,C3,-30,22.89,22.89,-11.767,130.867,1993,October,Schulze_etal,1998
Persoonia levis,species,Persoonia levis,C3,-29,NA,21.0823740602752,-33.68,151.13,1998,NA,unpub,NA
Persoonia linearis,species,Persoonia linearis,C3,-30.5,NA,22.5823850801193,-33.58,151.3,1998,NA,unpub,NA
Persoonia virgata,species,Persoonia virgata,C3,-29.52,NA,21.6948092463352,-26.85,153,1994,NA,unpub,NA
Petalostigma pubescens,species,Petalostigma quadriloculare,C3,-29.8,22.68,22.68,-14.3,132.083,1993,October,Schulze_etal,1998
Petalostigma pubescens,species,Petalostigma quadriloculare,C3,-27.82,NA,20.0049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Petalostigma pubescens,species,Petalostigma quadriloculare,C3,-27.885,NA,20.0699006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Petrophile shirleyae,species,Petrophila shirleyae,C3,-30.3,NA,22.4748092463352,-26.85,153,1994,NA,unpub,NA
Phebalium glandulosum,species,Phebalium glandulosum,C3,-27.07,NA,19.2914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Phyllanthus carpentariae,species,Phyllanthus carpentariae,C3,-27.89,NA,20.0749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Phyllota phylicoides,species,Phyllota phylicoides,C3,-29.5,NA,21.5823740602752,-33.68,151.13,1998,NA,unpub,NA
Pimelea linifolia,species,Pimelea linifolia,C3,-29.9,NA,21.9823740602752,-33.68,151.13,1998,NA,unpub,NA
