family,taxa,spauth,infraspecauth,species3author,thousandseedweight,materialweigheddesc,seedweightnotes,weightprecision,refdesc,refshort
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia anthoclada,Chappill,,,8.5804,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia calycina,Domin.,,,2.9572,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia cupulifera,Meisn.,,,15.9604,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia dilatata,Benth.,,,3.16084,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia floribunda,Endl.,,,6.876,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia furcellata,(Bonpl.) DC.,,,6.0368,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia grevilleoides,Turcz.,,,2.6952,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia horrida,DC.,,,4.084,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia horrida,DC.,,,5.1204,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia nutans,Chappill,,,2.5904,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia pungens,Chappill,,,5.4606,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia pungens,Chappill,,,6.02,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia pungens,Chappill,,,6.2205,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia pungens,Chappill,,,6.5486,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia quairading,Chappill,,,3.5017442,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia racemosa,Meisn.,,,2.3848,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia rhadinoclona,Meisn.,,,2.1268,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia rigida,Chappill,,,7.5212,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia scoparia,Sm.,,,3.7388,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia spinosa,(Labill.) R.Br. ex Sm.,,,2.5916,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia thesioides,A.Cunn. ex Benth.,,,1.8036,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia vernicosa,Benth.,,,1.7096,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Jacksonia viscosa,Chappill,,,4.9432,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia beckxiana,F.Muell.,,,24.822,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia coccinea,(Curtis) Vent.,,,26.31,Seed,"Mean 26.31 ± 0.04. Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Bell, D.T., Rokich, D.P., McChesney, C.J., & Plummer, J.A. 1995. Effects of temperature, light and gibberellic acid on the germination of seeds of 43 species native to Western Australia. Journal of Vegetation Science, 6(6):797-806.","(Bell, et al., 1995)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia coccinea,Vent.,,,11.0212,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia glabrata,Lindl.,,,5.59,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia lateritia,F.Muell.,,,16.2952,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia prostrata,R.Br.,,,11.1,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia prostrata,R.Br.,,,15.69,Seed,Weight refers to air-dry seed.,2,"Morgan, J.W. 1998. Comparative germination responses of 28 temperate grassland species. Australian Journal of Botany, 46:209-219.","(Morgan, 1998)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia prostrata,R.Br.,,,29.7,Seed,"Mean 29.7 ± 0.39. Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Bell, D.T., Rokich, D.P., McChesney, C.J., & Plummer, J.A. 1995. Effects of temperature, light and gibberellic acid on the germination of seeds of 43 species native to Western Australia. Journal of Vegetation Science, 6(6):797-806.","(Bell, et al., 1995)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia prostrata,R.Br.,,,17.6412,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia prostrata,R.Br.,,,21.41,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia retrorsa,Hemsl.,,,42.782,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia retrorsa,Hemsl.,,,43.2888,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia rubicunda,(Schneev.) Vent.,,,17.2,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia rubicunda,(Schneev.) Vent.,,,24.4,Seed,SE=0.7; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia rubicunda,(Schneev.) Vent.,,,26.2,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia rubicunda,(Schneev.) Vent.,,,31.5,Seed,air-dry seeds,1,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia rubicunda,(Schneev.) Vent.,,,25.1332,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia rubicunda,(Schneev.) Vent.,,,28.0024,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia stirlingii,Lindl.,,,41.7,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
LEGUMINOSAE-PAPILIONOIDEAE,Kennedia stirlingii,Lindl.,,,35.83,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lamprolobium fruticosum,Benth.,,,42.1584,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lamprolobium grandiflorum,Everist ex R.J.F.Hend.,,,35.024,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Latrobea colophona,Chappill & C.F.Wilkins,,,2.0434,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Latrobea colophona,Chappill & C.F.Wilkins,,,1.7177,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Leptosema anomalum,(Ewart & Morrison) Crisp,,,3.8556,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Leptosema oxylobioides,F.Muell.,,,3.5592,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lespedeza juncea,(L.f.) Pers.,,,1.218,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus australis,Andr.,,,1.51,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Felfoldi, E. 1980. Seed Counts (Numbers of Seeds Per Unit Weight). Technical Report Series, 32. Government of Victoria, Department of Agriculture.","(Felfoldi, 1980)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus australis,Andr.,,,2.75,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Grant, W.F. 2002. Seed size and seed weight in some Lotus species. Seed Technology, 24:117-120.","(Grant, 2002)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus australis,Andr.,,,2.83,Seed,Weight refers to air-dry seed.,2,"Morgan, J.W. 1998. Comparative germination responses of 28 temperate grassland species. Australian Journal of Botany, 46:209-219.","(Morgan, 1998)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus australis,Andrews,,,1.8032,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus australis,Andrews,,,2.268,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,1.2,Seed,dry,1,"Armstrong, D., and M. Westoby. 1993. Seedlings from large seeds tolerate defoliation better: a test using phylogenetically independent contrasts. Ecology, 74:1092-1100.","(Armstrong & Westoby, 1993)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,1.569,Diaspore,SD=0.355; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,1.769,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,2.58,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Grant, W.F. 2002. Seed size and seed weight in some Lotus species. Seed Technology, 24:117-120.","(Grant, 2002)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,0.8692,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,1.688,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,1.1128,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Lotus cruentus,Court,,,1.4072,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Millettia pinnata,(L.) Panigrahi,,,313.8211382,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Millettia pinnata,(L.) Panigrahi,,,395.4028,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Millettia pinnata,(L.) Panigrahi,,,770.4405286,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia confertiflora,Pedley,,,4.416,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia dilatata,R.Br. ex Dryand.,,,2.3,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia dilatata,R.Br.,,,2.2284,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia microphylla,(Turcz.) Benth.,,,0.8504,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia oxylobioides,F.Muell.,,,3.0148,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia oxylobioides,F.Muell.,,,2.7684,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia oxylobioides,F.Muell.,,,2.154,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia oxylobioides,F.Muell.,,,2.6836,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia platylobioides,(DC.) Joy Thomps.,,,7.1,Seed,SE=0.2; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia platylobioides,(DC.) Joy Thomps.,,,10.2948,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia pungens,A.Cunn. ex G.Don,,,2.6708,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia ramulosa,(Benth.) C.A.Gardner,,,1.0404,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia rubiifolia,(Andrews) G.Don,,,1.7944,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia rubiifolia,(Andrews) G.Don,,,2.986,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia rubiifolia,(Andrews) G.Don,,,1.5568,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia speciosa subsp. ringrosei,Sieber ex DC.,(F.M.Bailey) Pedley,,2.244,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mirbelia speciosa subsp. speciosa,Sieber ex DC.,,,2.17,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Mucuna gigantea,(Willd) DC.,,,2982,Seed,weights were air-dry seeds,0,"Peter Juniper, (pers. comms)",(Peter Juniper)
LEGUMINOSAE-PAPILIONOIDEAE,Mucuna gigantea,(Willd) DC.,,,4700,Seed,oven dry,0,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
LEGUMINOSAE-PAPILIONOIDEAE,Mucuna gigantea,(Willd.) DC.,,,3747.6,Seed,*Seed weights reported may include minor covering structures,1,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Muelleranthus stipularis,(J.M.Black) A.T.Lee,,,3.054,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium arborescens,R.Br.,,,2.7264,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium arborescens,R.Br.,,,3.36,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium arborescens,R.Br.,,,4.0668,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium ellipticum,(Vent.) R.Br.,,,4.115,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium ellipticum,(Vent.) R.Br.,,,4.12,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium ellipticum,(Vent.) R.Br.,,,3.3868,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium ellipticum,(Vent.) R.Br.,,,3.6196,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Oxylobium robustum,Joy Thomps.,,,4.0528,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Phylacium bracteosum,Benn.,,,15.2588,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllodium hackeri,Pedley,,,7.3348,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllodium pulchellum,(L.) Desv.,,,2.9008,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllota grandiflora,Benth.,,,5.85,Seed,air dry,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllota grandiflora,Benth.,,,3.4648,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllota humifusa,Benth.,,,2.9181818,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllota phylicoides,Benth.,,,2.6,Seed,SE=0.1; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllota phylicoides,Benth.,,,2.73,Seed,air-dry seeds,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Phyllota phylicoides,Benth.,,,3.029,Seed excluding 'dispersal structures',Dry weight.,3,"Henery, M.L. and Westoby, M. 2001. Seed mass and seed nutrient content as predictors of seed output variation between species. Oikos, 92:479-490.","(Henery & Westoby, 2001)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium alternifolium,F.Muell.,,,8.4136,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium formosum,Sm.,,,10.4,Seed,SE=0.4; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium formosum,Sm.,,,10.6,Seed,SE=0.3; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium formosum,Sm.,,,4.3952,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium formosum,Sm.,,,8.6128,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium formosum,Sm.,,,7.5404,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium montanum,I.Thomps.,,,4.8534,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium obtusangulum,Hook.,,,5.5524,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium obtusangulum,Hook.,,,5.69,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium obtusangulum,Hook.,,,7.8984,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium parviflorum,Sm.,,,4.4972,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
